"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"IFNA6",0,0,0,0,0,0,0,"Ifna13",0,0,0,0,0,0,0,1
"IFNA6",0,0,0,0,0,0,0,"Ifnab",0,0,0,0,0,0,0,1
"IFNA6",0,0,0,0,0,0,0,"Ifna12",0,0,0,0,0,0,0,1
"IFNA6",0,0,0,0,0,0,0,"Ifna5",0,0,0,0,0,0,0,1
"IFNA6",0,0,0,0,0,0,0,"Ifna11",0,0,0,0,0,0,0,1
"IFNA6",0,0,0,0,0,0,0,"Ifna1",0,0,0,0,0,0,0,1
"IFNA6",0,0,0,0,0,0,0,"Ifna16",0,0,0,0,0,0,0,1
"IFNA6",0,0,0,0,0,0,0,"Ifna4",0,0,0,0,0,0,0,1
"IFNA6",0,0,0,0,0,0,0,"Ifna7",0,0,0,0,0,0,0,1
"IFNA6",0,0,0,0,0,0,0,"Ifna9",0,0,0,0,0,0,0,1
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifnab",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna1",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna14",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna4",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna11",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna6",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna16",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna9",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna7",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna2",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna5",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna15",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna13",0,0,0,0,0,0,0,1.051443
"IFNA7",0,0,0.154329,0.051443,0,0,1,"Ifna12",0,0,0,0,0,0,0,1.051443
"IFNA8",0,0,0,0,0,0,0,"Ifna1",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna6",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna11",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna16",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna14",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna4",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna15",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna2",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna13",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna7",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifnab",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna9",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna5",0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,"Ifna12",0,0,0,0,0,0,0,1
"IFNAR1",24.684174,24.977086,22.649085,24.1034483333333,1823,1556,1431,"Ifnar1",3.405326,4.280927,3.246448,261,220,206,3.64423366666667,5.4052939914522
"IFNAR2",20.554717,15.859264,10.699043,15.7043413333333,628,349,297,"Ifnar2",5.999133,7.080726,7.237535,164,155,140,6.77246466666667,2.1491691567248
"IFNB1",0,0.114922,0,0.0383073333333333,0,1,0,"Ifnb1",0,0,0,0,0,0,0,1.03830733333333
"IFNE",0.086255,0.056081,0,0.0474453333333333,2,1,0,"Ifne",0,0,0,0,0,0,0,1.04744533333333
"IFNG",0,0,0,0,0,0,0,"Ifng",0,0,0,0,0,0,0,1
"IFNGR1",16.089797,14.908929,13.503859,14.834195,446,298,302,"Ifngr1",19.318275,19.336161,9.349523,505,483,304,16.0013196666667,0.931350936894918
"IFNGR2",43.380668,30.008907,33.630647,35.6734073333333,1037,528,553,"Ifngr2",42.317551,47.750824,60.610158,1535,1670,1509,50.2261776666667,0.715911453943929
"IFNK",0,0,0,0,0,0,0,"Ifnk",0,0,0,0,0,0,0,1
"IFNL2",0,0,0,0,0,0,0,"Ifnl3",0,0,0,0,0,0,0,1
"IFNL2",0,0,0,0,0,0,0,"Ifnl2",0,0,0,0,0,0,0,1
"IFNL3",0,0.143067,0,0.047689,0,1,0,"Ifnl2",0,0,0,0,0,0,0,1.047689
"IFNL3",0,0.143067,0,0.047689,0,1,0,"Ifnl3",0,0,0,0,0,0,0,1.047689
"IFNLR1",0.728294,0.401993,0.390251,0.506846,19,12,13,"Ifnlr1",0.308991,0.204965,0.181594,43,27,18,0.23185,1.22323821893899
"IFRD1",40.952398,41.853097,47.389004,43.3981663333333,675,499,561,"Ifrd1",12.848319,14.342299,13.673718,279,273,191,13.6214453333333,3.03651009330222
"IFRD2",22.260204,18.036256,22.584107,20.960189,240,147,151,"Ifrd2",8.535484,12.327828,11.01452,212,244,198,10.625944,1.88889512972022
"IFT122",27.222073,15.671267,16.928253,19.940531,416,220,243,"Ift122",2.612841,1.847177,2.982327,157,107,99,2.48078166666667,6.01604266091572
"IFT140",18.185461,12.294234,17.494777,15.9914906666667,641,389,414,"Ift140",1.128777,0.804961,0.939324,71,55,50,0.957687333333333,8.67936895609139
"IFT172",23.307823,21.744565,19.891872,21.6480866666667,693,465,466,"Ift172",9.88238,10.323866,7.941629,370,358,283,9.382625,2.18134495531397
"IFT20",23.69272,25.300184,30.733566,26.57549,350,260,274,"Ift20",9.213464,8.423856,8.603246,172,157,113,8.74685533333333,2.82916787588859
"IFT22",12.904655,12.55588,17.807464,14.4226663333333,289,219,241,"Ift22",2.135308,2.760105,1.701039,47,54,36,2.19881733333333,4.82136512536091
"IFT27",48.89809,42.577105,35.673395,42.3828633333333,1000,543,526,"Ift27",2.258043,2.366869,3.523987,48,33,36,2.71629966666667,11.6736719921851
"IFT43",13.407532,10.289616,12.502187,12.066445,151,92,96,"Ift43",6.623541,6.546413,7.229828,101,96,86,6.79992733333333,1.6752008629824
"IFT46",14.127429,13.107424,19.369224,15.5346923333333,253,206,250,"Ift46",12.483401,15.405448,36.538782,103,68,78,21.475877,0.735663944652008
"IFT52",116.755101,102.498302,122.950935,114.068112666667,386,297,323,"Ift52",7.074756,6.470658,3.767006,211,200,148,5.77080666666667,16.9947420346763
"IFT57",19.860813,21.735824,30.163097,23.9199113333333,292,204,243,"Ift57",2.245271,2.862276,4.009431,62,53,44,3.03899266666667,6.16983327030882
"IFT74",4.785599,5.332791,6.143822,5.42073733333333,156,117,112,"Ift74",0.479582,0.634068,0.967571,31,32,37,0.693740333333333,3.7908628654412
"IFT80",36.278408,27.482695,24.882289,29.5477973333333,894,455,507,"Ift80",1.988923,0.87588,0.832219,53,54,65,1.23234066666667,13.684200529728
"IFT81",22.184518,16.236361,22.263111,20.2279966666667,509,363,428,"Ift81",15.416974,14.540605,11.346681,444,398,325,13.7680866666667,1.43742362472593
"IFT88",7.744873,9.206263,6.071221,7.674119,266,175,176,"Ift88",1.153851,1.643051,1.676844,71,64,43,1.49124866666667,3.48183588256813
"IFTAP",29.057037,19.280283,22.763906,23.7004086666667,197,126,125,"Iftap",57.853004,64.591022,67.634871,426,427,327,63.3596323333333,0.383787286706947
"IGBP1",24.969249,22.283973,25.933355,24.3955256666667,714,483,496,"Igbp1",6.766741,6.870251,7.819061,304,285,249,7.15201766666667,3.11524418924019
"IGDCC3",3.703188,3.110131,6.130681,4.31466666666667,190,129,224,"Igdcc3",0.009715,0.057003,0.013895,1,2,1,0.026871,5.17559329912586
"IGDCC4",12.146319,8.518719,8.836592,9.83387666666667,1002,451,449,"Igdcc4",0.835572,1.007915,0.957372,177,200,137,0.933619666666667,5.6028995016083
"IGF1",0.784388,0.193031,0,0.325806333333333,54,8,0,"Igf1",1.084076,1.143189,0.937985,123,116,95,1.05508333333333,0.645135071570496
"IGF1R",33.172888,26.34049,16.226063,25.2464803333333,1847,1301,1159,"Igf1r",1.103372,0.692675,1.234216,305,249,217,1.01008766666667,13.0573809135688
"IGF2",76.544557,0.593965,0.416958,25.8518266666667,6678,32,24,"Igf2",2.497949,4.468456,3.451354,200,189,139,3.47258633333333,6.00364636151238
"IGF2BP1",11.849936,8.323921,7.045252,9.07303633333333,1839,752,740,"Igf2bp1",0.033803,0,0.050592,1,0,1,0.0281316666666667,9.79741861856215
"IGF2BP2",87.959066,35.365999,67.658864,63.6613096666667,2080,818,940,"Igf2bp2",0.44408,0.953592,0.853125,36,30,24,0.750265666666667,36.9437114022881
"IGF2BP3",39.162199,27.931421,28.961239,32.0182863333333,1162,632,666,"Igf2bp3",0.203581,0.093055,0.149288,6,1,1,0.148641333333333,28.7455147008466
"IGF2R",58.755958,54.890784,78.071941,63.9062276666667,4306,3167,2809,"Igf2r",9.308999,16.568083,7.771061,2249,1999,1705,11.2160476666667,5.31319371352595
"IGFALS",0.481302,0.037887,0.16932,0.229503,8,1,1,"Igfals",0.702191,0.841408,1.146904,48,57,58,0.896834333333333,0.648186812308156
"IGFBP1",0,0.059461,0,0.0198203333333333,0,1,0,"Igfbp1",0,0,0,0,0,0,0,1.01982033333333
"IGFBP2",534.137896,281.415991,387.9865,401.180129,6965,2783,3177,"Igfbp2",0,0,0,0,0,0,0,402.180129
"IGFBP3",9.590487,3.250093,3.309433,5.38333766666667,358,92,91,"Igfbp3",2.958423,2.838489,3.139039,204,194,152,2.97865033333333,1.60439775598945
"IGFBP4",45.375363,30.931586,49.17555,41.8274996666667,1584,813,1108,"Igfbp4",10.866865,11.885279,13.766442,454,545,396,12.172862,3.25119170508783
"IGFBP5",254.425283,165.131287,172.454906,197.337158666667,29848,14817,13667,"Igfbp5",5.242668,5.589474,6.686586,1040,1038,957,5.839576,28.9984581890261
"IGFBP6",2.539971,0.55773,0.642449,1.24671666666667,19,3,3,"Igfbp6",2.261384,2.919173,2.912359,74,96,67,2.69763866666667,0.607608495367674
"IGFBP7",67.683939,19.72024,20.710851,36.0383433333333,1101,245,229,"Igfbp7",31.95484,34.70704,36.718867,797,982,608,34.460249,1.0445031937969
"IGFBPL1",10.307707,1.934427,9.54725,7.263128,634,90,393,"Igfbpl1",0.011707,0.023337,0.15309,1,2,2,0.0627113333333333,7.77551508186293
"IGFL4",3.260978,2.606581,2.884987,2.91751533333333,63,45,43,"Igfl3",0,0,0,0,0,0,0,3.91751533333333
"IGFLR1",7.112748,23.869042,12.018481,14.3334236666667,24,19,16,"Igflr1",0,0,0.170718,0,0,4,0.056906,14.5078404954335
"IGFN1",0.286761,0.078014,0.019554,0.128109666666667,41,7,2,"Igfn1",0,0,0,0,0,0,0,1.12810966666667
"IGHA1",0,0,0,0,0,0,0,"Igha",0,0.033712,0.044219,0,1,1,0.025977,0.974680718963486
"IGHA2",0,0,0,0,0,0,0,"Igha",0,0.033712,0.044219,0,1,1,0.025977,0.974680718963486
"IGHE",0,0,0,0,0,0,0,"Ighe",0,0,0,0,0,0,0,1
"IGHM",0,0,0,0,0,0,0,"Ighm",1.427734,1.416013,1.977339,71,65,73,1.60702866666667,0.383578444221173
"IGHMBP2",214.942947,224.017201,215.528126,218.162758,353,339,328,"Ighmbp2",0.270651,0.276066,0.298726,36,37,30,0.281814333333333,170.978551495887
"IGIP",3.3304,2.919015,3.587465,3.27896,198,134,150,"Igip",2.007587,1.614059,2.125391,183,132,140,1.915679,1.46756896078066
"IGKC",0,0,0,0,0,0,0,"Igkc",1.59831,1.613353,1.78853,16,15,13,1.666731,0.374990953343251
"IGLC1",0,0,0,0,0,0,0,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,0.898355560147151
"IGLC1",0,0,0,0,0,0,0,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.80081832955703
"IGLC1",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC1",0,0,0,0,0,0,0,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,0.85468648817584
"IGLC2",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC2",0,0,0,0,0,0,0,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.80081832955703
"IGLC2",0,0,0,0,0,0,0,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,0.85468648817584
"IGLC2",0,0,0,0,0,0,0,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,0.898355560147151
"IGLC3",0,0,0,0,0,0,0,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,0.898355560147151
"IGLC3",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC3",0,0,0,0,0,0,0,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.80081832955703
"IGLC3",0,0,0,0,0,0,0,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,0.85468648817584
"IGLC7",0,0,0,0,0,0,0,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,0.898355560147151
"IGLC7",0,0,0,0,0,0,0,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.80081832955703
"IGLC7",0,0,0,0,0,0,0,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,0.85468648817584
"IGLC7",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLL1",0,0,0.16448,0.0548266666666667,0,0,1,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,0.90154609936756
"IGLL1",0,0,0.16448,0.0548266666666667,0,0,1,"Iglc4",0,0,0,0,0,0,0,1.05482666666667
"IGLL1",0,0,0.16448,0.0548266666666667,0,0,1,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,0.947609400991485
"IGLL1",0,0,0.16448,0.0548266666666667,0,0,1,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.84472452917221
"IGLL5",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLL5",0,0,0,0,0,0,0,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,0.85468648817584
"IGLL5",0,0,0,0,0,0,0,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.80081832955703
"IGLL5",0,0,0,0,0,0,0,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,0.898355560147151
"IGLON5",33.014431,26.1735,26.621346,28.6030923333333,1575,946,835,"Iglon5",0,0.049125,0.01577,0,1,1,0.0216316666666667,28.9762869527341
"IGSF1",86.989744,20.514359,27.980674,45.1615923333333,296,136,145,"Igsf1",2.543569,2.90029,3.76196,220,229,234,3.06860633333333,11.3457996550662
"IGSF10",0.538828,0.14259,6.209304,2.29690733333333,42,11,20,"Igsf10",0.099219,0.159016,0.232733,27,26,32,0.163656,2.83323192879454
"IGSF11",7.416761,4.400154,6.205897,6.007604,379,164,180,"Igsf11",0.084183,0.139949,0.08782,9,7,5,0.103984,6.34755938491862
"IGSF21",0.289248,1.346758,2.366302,1.33410266666667,5,31,41,"Igsf21",0.016448,0.031338,0.024352,1,2,1,0.024046,2.27929474522303
"IGSF23",0,0,0,0,0,0,0,"Igsf23",0.308725,0.403429,0.167035,18,15,7,0.293063,0.773357523956683
"IGSF3",56.173854,44.510645,61.145333,53.9432773333333,2764,1818,1640,"Igsf3",0.478328,0.453086,0.643062,119,111,106,0.524825333333333,36.0325055809671
"IGSF6",0.530778,1.09663,0.14325,0.590219333333333,13,12,3,"Igsf6",0.426163,0.359696,0.274897,28,22,13,0.353585333333333,1.17482015664078
"IGSF8",24.931561,13.637233,18.666299,19.0783643333333,826,385,445,"Igsf8",1.759079,1.594059,2.503213,74,74,73,1.952117,6.80134436857798
"IGSF9",0.865474,0.323581,1.112753,0.767269333333333,66,18,50,"Igsf9",0.340149,0.023394,0.365646,8,2,9,0.243063,1.42170536274777
"IGSF9B",43.232958,41.838523,20.890547,35.320676,6052,4316,3407,"Igsf9b",0.239834,0.257622,0.297596,127,104,120,0.265017333333333,28.7116034246698
"IHH",0.024935,0,0.116286,0.0470736666666667,1,0,3,"Ihh",0,0,0.020281,0,0,1,0.00676033333333333,1.04004263179486
"IHO1",0,0.106717,0.172768,0.0931616666666667,0,3,3,"Iho1",0.011048,0,0.030622,1,0,2,0.01389,1.07818566774173
"IK",79.27446,122.153291,98.650033,100.025928,1101,970,997,"Ik",20.156811,23.999008,30.509223,574,578,458,24.8883473333333,3.90237069594323
"IKBKB",45.698037,32.690906,21.227487,33.2054766666667,510,326,329,"Ikbkb",6.693776,5.664719,3.338179,234,189,165,5.23222466666667,5.48848581303819
"IKBKE",1.86747,2.023964,1.4203,1.770578,99,59,57,"Ikbke",0.308538,0.073126,0.392969,13,6,7,0.258211,2.2019979160888
"IKBKG",42.31128,35.929699,49.171515,42.4708313333333,235,169,151,"Ikbkg",4.807131,4.719835,5.471234,457,426,371,4.9994,7.24586314186974
"IKZF1",0,0.106647,0,0.035549,0,2,0,"Ikzf1",0.167244,0.145942,0.296758,23,17,26,0.203314666666667,0.860580385734516
"IKZF3",0.111557,0.09885,0.123787,0.111398,21,14,16,"Ikzf3",0.04155,0.119291,0.103687,5,2,9,0.088176,1.02134029789299
"IKZF5",17.656729,13.8984,14.010764,15.188631,287,253,268,"Ikzf5",4.477772,4.795581,2.922605,308,244,238,4.06531933333333,3.19597441635467
"IL10",0.13883,0,0.134055,0.0909616666666667,3,0,2,"Il10",0,0,0,0,0,0,0,1.09096166666667
"IL10RA",3.270454,1.403388,2.157127,2.27698966666667,47,33,50,"Il10ra",0.364166,0.40993,0.503189,43,45,42,0.425761666666667,2.29841336268217
"IL10RB",9.980456,9.508563,8.975796,9.48827166666667,281,160,180,"Il10rb",28.616803,33.6857,29.928523,1132,1104,953,30.7436753333333,0.330405082478057
"IL11",2.271038,0.923125,2.221001,1.80505466666667,53,29,32,"Il11",0.036184,0,0.048983,1,0,2,0.028389,2.72762025524064
"IL11RA",40.260665,21.404685,26.835985,29.500445,631,275,274,"Gm13305",0.140802,0.156536,0.283614,1,3,2,0.193650666666667,25.5522372263018
"IL11RA",40.260665,21.404685,26.835985,29.500445,631,275,274,"Il11ra2",0.056118,0,0.135126,2,0,4,0.063748,28.6726226512294
"IL11RA",40.260665,21.404685,26.835985,29.500445,631,275,274,"Il11ra1",16.098557,19.496816,15.067561,494,522,394,16.8876446666667,1.7051124152101
"IL12A",0.27041,0.215332,0.573247,0.352996333333333,5,2,10,"Il12a",0,0.078255,0,0,1,0,0.026085,1.3186006357498
"IL12B",0.049074,0.12785,0.035591,0.0708383333333333,2,4,1,"Il12b",0.017663,0.01896,0,1,1,0,0.0122076666666667,1.05792355521248
"IL12RB1",0.252854,0.079431,0.596093,0.309459333333333,8,2,5,"Il12rb1",0.037837,0,0,2,0,0,0.0126123333333333,1.29314969828862
"IL12RB2",6.531191,3.266593,1.350405,3.716063,220,100,37,"Il12rb2",0.010776,0,0.03488,1,0,2,0.0152186666666667,4.64536671245866
"IL13",0,0,0.30045,0.10015,0,0,1,"Il13",0,0,0,0,0,0,0,1.10015
"IL13RA1",10.359937,11.330762,11.255952,10.982217,624,447,422,"Il13ra1",4.527633,4.898694,5.991457,554,561,522,5.13926133333333,1.95173594173979
"IL13RA2",1.12096,0,0.215279,0.445413,24,0,2,"Il13ra2",0,0,0,0,0,0,0,1.445413
"IL15",1.625854,0.183469,0.26048,0.689934333333333,17,7,5,"Il15",31.539574,50.124645,69.720452,232,253,206,50.461557,0.0328387719270393
"IL15RA",0.242292,0.558552,0.251226,0.35069,2,4,1,"Il15ra",8.607275,7.878982,5.977994,201,163,125,7.48808366666667,0.159127790564113
"IL16",0.891393,0.478031,0.484445,0.617956333333333,14,13,11,"Il16",0.684399,0.720897,0.774853,77,73,71,0.726716333333333,0.937013394788451
"IL17A",0,0,0,0,0,0,0,"Il17a",0,0,0,0,0,0,0,1
"IL17B",16.585565,0,0.729753,5.77177266666667,152,0,3,"Il17b",0,0,0,0,0,0,0,6.77177266666667
"IL17C",0.062146,0,0,0.0207153333333333,1,0,0,"Il17c",0,0.058405,0,0,1,0,0.0194683333333333,1.00122318659563
"IL17D",3.9542,6.006737,6.099942,5.35362633333333,105,113,102,"Il17d",0.666126,0.710077,0.871456,19,25,15,0.749219666666667,3.63226326253287
"IL17F",0,0,0,0,0,0,0,"Il17f",0,0.217601,0,0,4,0,0.0725336666666667,0.932371664479219
"IL17RA",1.635167,1.255222,1.240889,1.37709266666667,249,124,115,"Il17ra",0.489563,0.322981,0.28004,48,34,35,0.364194666666667,1.74248787563065
"IL17RB",1.939731,3.001424,1.97725,2.306135,75,79,46,"Il17rb",0,0.069567,0.022385,0,3,1,0.0306506666666667,3.20781338132028
"IL17RC",15.34384,6.185278,12.082768,11.203962,200,67,91,"Il17rc",7.394665,4.00394,10.39071,28,39,26,7.263105,1.47692205290868
"IL17RD",6.574077,3.511829,5.161714,5.08254,1064,447,589,"Il17rd",0.466334,0.423237,0.480318,124,108,91,0.456629666666667,4.17576281685873
"IL17RE",1.728969,0.411554,0.591362,0.910628333333333,25,8,15,"Il17re",0.098221,0.100419,0.024259,7,6,1,0.0742996666666667,1.77848731840495
"IL18",0.183054,0.519812,0.261722,0.321529333333333,3,6,3,"Il18",0,0.13686,0.089864,0,2,1,0.0755746666666667,1.22867279630982
"IL18BP",7.700648,5.387748,5.946382,6.344926,203,115,113,"Il18bp",1.771029,2.619095,3.837353,67,75,70,2.74249233333333,1.96257609790695
"IL18R1",2.666407,4.584107,5.519981,4.25683166666667,43,83,74,"Il18r1",0.0664,0.041096,0.030546,6,5,1,0.046014,5.02558442493759
"IL18RAP",0,0.04068,0.045512,0.0287306666666667,0,1,1,"Il18rap",0.025834,0.072335,0.15633,4,8,3,0.084833,0.948284820490036
"IL19",0.07314,0.065175,0.177383,0.105232666666667,3,3,6,"Il19",0,0,0,0,0,0,0,1.10523266666667
"IL1A",0.292103,0.343379,0.415213,0.350231666666667,10,9,10,"Il1a",0.050679,0,0,3,0,0,0.016893,1.32780112230753
"IL1B",0,0.21114,0.179281,0.130140333333333,0,3,3,"Il1b",0.106291,0.229404,0.036707,4,3,1,0.124134,1.00534307594409
"IL1F10",0,0,0,0,0,0,0,"Il1f10",0,0,0,0,0,0,0,1
"IL1R1",1.283621,0.871613,0.941573,1.032269,67,31,28,"Il1r1",1.061885,1.073622,1.186735,148,121,116,1.107414,0.964342554429267
"IL1R2",0.12518,0.121476,0.375314,0.207323333333333,1,1,2,"Il1r2",0,0,0.076559,0,0,1,0.0255196666666667,1.17727955160294
"IL1RAP",30.851725,34.732908,26.479269,30.6879673333333,1625,1329,1266,"Il1rap",0.407778,0.383787,0.62835,55,49,51,0.473305,21.5080837527419
"IL1RAPL1",0.484285,0.237652,0.207953,0.309963333333333,32,12,7,"Il1rapl1",0,0,0,0,0,0,0,1.30996333333333
"IL1RAPL2",2.622053,2.450162,1.731027,2.26774733333333,79,38,36,"Il1rapl2",0,0,0.015845,0,0,1,0.00528166666666667,3.25057885932467
"IL1RL1",0,0,0,0,0,0,0,"Il1rl1",0.092557,0.473374,0.31018,15,14,15,0.292037,0.773971643226935
"IL1RL2",0.165287,0.270083,0.182063,0.205811,3,2,4,"Il1rl2",0.31792,0.270209,0.267274,31,31,24,0.285134333333333,0.938276232082612
"IL1RN",0,0,0,0,0,0,0,"Il1rn",0.059952,0.036278,0,2,2,0,0.0320766666666667,0.968920267551183
"IL2",0,0,0,0,0,0,0,"Il2",0,0,0.052478,0,0,1,0.0174926666666667,0.98280806610236
"IL20",0,0.10116,0,0.03372,0,1,0,"Il20",0,0,0,0,0,0,0,1.03372
"IL20RA",0.324178,0,0,0.108059333333333,9,0,0,"Il20ra",0,0,0,0,0,0,0,1.10805933333333
"IL20RB",0.950252,0.671302,0.62883,0.750128,14,8,5,"Il20rb",0.156222,0.062543,0.268834,6,5,8,0.162533,1.50544371643644
"IL21",0,0,0,0,0,0,0,"Il21",0,0,0,0,0,0,0,1
"IL21R",0.079358,0.028387,0.146062,0.0846023333333333,7,2,9,"Il21r",0.171313,0.117124,0.199961,13,9,10,0.162799333333333,0.932751079435317
"IL22",0,0.185815,0,0.0619383333333333,0,1,0,"Iltifb",0,0,0,0,0,0,0,1.06193833333333
"IL22",0,0.185815,0,0.0619383333333333,0,1,0,"Il22",0,0,0,0,0,0,0,1.06193833333333
"IL22RA1",0,0,0,0,0,0,0,"Il22ra1",0.023194,0.012428,0,2,1,0,0.011874,0.988265337383904
"IL22RA2",0,0,0,0,0,0,0,"Il22ra2",0.013036,0,0,1,0,0,0.00434533333333333,0.995673466895185
"IL23R",0.039233,0,0.028109,0.0224473333333333,2,0,1,"Il23r",0,0,0,0,0,0,0,1.02244733333333
"IL24",0,0,0,0,0,0,0,"Il24",0,0,0,0,0,0,0,1
"IL25",0,0,0,0,0,0,0,"Il25",0,0,0,0,0,0,0,1
"IL27",0,0,0,0,0,0,0,"Il27",0,0,0,0,0,0,0,1
"IL27RA",2.684159,1.455569,1.892094,2.01060733333333,146,60,68,"Il27ra",0.201839,0.200792,0.298438,18,17,19,0.233689666666667,2.44032791606965
"IL2RA",0.072095,0,0.058741,0.043612,4,0,2,"Il2ra",0.333112,0.213131,0.335982,32,27,34,0.294075,0.806454030871472
"IL2RB",0.265283,0.240341,0.774626,0.42675,7,3,8,"Il2rb",0.0276,0.052481,0.091889,4,5,6,0.0573233333333333,1.34939800817788
"IL2RG",0.393326,0.375678,0.694166,0.487723333333333,6,4,3,"Il2rg",3.269824,2.087911,1.517426,83,67,46,2.29172033333333,0.451959213626998
"IL3",0.074933,0.098694,0,0.0578756666666667,1,1,0,"Il3",0,0,0,0,0,0,0,1.05787566666667
"IL31",0,0,0,0,0,0,0,"Il31",0,0,0,0,0,0,0,1
"IL31RA",0.955507,0.212729,0.526321,0.564852333333333,21,8,5,"Il31ra",0,0,0,0,0,0,0,1.56485233333333
"IL33",0.260738,0.718747,0.832812,0.604099,6,4,19,"Il33",0.515753,0.985869,1.158801,39,38,35,0.886807666666667,0.850165614831259
"IL34",0.300245,0,0.099237,0.133160666666667,7,0,1,"Il34",1.647026,1.454142,2.23985,28,39,41,1.78033933333333,0.407562002623661
"IL36A",0,0,0,0,0,0,0,"Il1f6",0,0,0,0,0,0,0,1
"IL36B",0,0,0,0,0,0,0,"Il1f8",0,0,0,0,0,0,0,1
"IL36G",0,0,0.62093,0.206976666666667,0,0,1,"Il1f9",0.172223,0.072476,0.107958,8,3,4,0.117552333333333,1.08001802749282
"IL36RN",0,0,0,0,0,0,0,"Il1f5",0,0,0,0,0,0,0,1
"IL4",0.298931,0,0.451586,0.250172333333333,1,0,1,"Il4",0.416068,0.336662,0.143974,4,3,1,0.298901333333333,0.962484448395362
