"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"NEUROG3",0,0,0,0,0,0,0,"Neurog3",0.626334,0.889352,1.001138,36,12,23,0.838941333333333,0.543791137799575
"NEXMIF",0.589327,0.597651,0.734536,0.640504666666667,129,92,95,"Nexmif",0.532101,0.349997,0.417709,212,40,79,0.433269,1.14458951297116
"NEXN",17.835718,0.849294,0.895548,6.52685333333333,571,29,24,"Nexn",48.361111,44.911216,53.636349,841,193,382,48.9695586666667,0.150628773480729
"NF1",28.994031,21.369038,13.781627,21.3815653333333,2274,1470,1258,"Nf1",14.804147,11.634658,15.208704,4836,946,1882,13.882503,1.50388448323063
"NF2",7.998703,11.375082,12.753412,10.7090656666667,666,673,658,"Nf2",39.036189,44.875804,36.696603,3044,730,1200,40.2028653333333,0.284180859072293
"NFAM1",0.297468,0.372855,0.353265,0.341196,21,31,18,"Nfam1",0.241446,0.185164,0.343623,35,8,22,0.256744333333333,1.06719876463868
"NFASC",25.851929,44.719782,30.451537,33.674416,2720,3978,3230,"Nfasc",150.79569,118.341505,140.181167,9277,2200,3988,136.439454,0.252288662322538
"NFAT5",4.138156,11.570522,5.752667,7.15378166666667,948,705,584,"Nfat5",22.255934,17.329628,21.583149,5886,1268,2541,20.3895703333333,0.381203621185409
"NFATC1",4.224875,1.960545,2.083893,2.75643766666667,181,48,44,"Nfatc1",1.033323,0.967269,0.968036,169,39,73,0.989542666666667,1.88809103197586
"NFATC2",10.262536,6.537783,6.571293,7.79053733333333,1355,620,617,"Nfatc2",0.456768,0.335895,0.273209,99,20,32,0.355290666666667,6.48609006874786
"NFATC2IP",24.03215,24.815376,24.543291,24.4636056666667,1042,735,785,"Nfatc2ip",2.422526,2.905978,1.418307,204,51,78,2.248937,7.83751906136274
"NFATC3",4.775476,4.203134,5.142272,4.70696066666667,494,288,336,"Nfatc3",6.583876,5.850396,6.39189,1551,335,595,6.27538733333333,0.784420183447736
"NFATC4",54.755636,15.672354,24.320204,31.5827313333333,1286,260,325,"Nfatc4",1.167787,0.529596,0.470733,55,14,20,0.722705333333333,18.9136996924992
"NFE2L1",193.785689,197.704315,193.381772,194.957258666667,5280,3914,3529,"Nfe2l1",271.827239,273.713941,282.183381,24909,6017,9602,275.908187,0.707661484442375
"NFE2L2",28.506258,22.896199,29.979213,27.1272233333333,844,494,613,"Nfe2l2",17.279778,18.14561,19.635998,1692,435,753,18.3537953333333,1.45331821737773
"NFE2L3",17.0405,21.517122,24.407405,20.9883423333333,359,262,287,"Nfe2l3",1.487205,1.278439,1.429549,125,29,57,1.39839766666667,9.16793017226918
"NFIA",2.903105,0.873925,0.641011,1.47268033333333,320,59,88,"Nfia",7.503124,5.784819,6.514981,2014,459,748,6.60097466666667,0.325310955735326
"NFIB",4.593107,0.955719,0.994078,2.180968,495,81,95,"Nfib",7.423503,5.446199,6.040401,1474,355,600,6.30336766666667,0.435548112211065
"NFIC",9.941129,7.849417,4.816665,7.535737,701,413,321,"Nfic",90.706363,73.89209,95.304155,10295,2265,4062,86.6342026666667,0.0974018903608594
"NFIL3",7.802772,7.384768,8.972487,8.05334233333333,276,199,217,"Nfil3",2.247805,2.114602,1.871814,180,41,59,2.07807366666667,2.94123640748906
"NFILZ",0,0,0,0,0,0,0,"Gm4125",0,0,0,0,0,0,0,1
"NFIX",20.598759,3.737407,3.193357,9.17650766666667,582,48,51,"Nfix",8.170881,6.69007,9.254899,378,111,183,8.03861666666667,1.12589216270189
"NFKB1",10.383299,8.187488,7.652556,8.74111433333333,351,199,231,"Nfkb1",9.538411,9.075982,9.042656,931,245,389,9.21901633333333,0.95323405067461
"NFKB2",12.910719,5.589699,5.785772,8.09539666666667,363,112,97,"Nfkb2",1.308529,1.233891,1.16239,173,40,56,1.23493666666667,4.06964403167278
"NFKBIA",11.544108,8.688769,12.176055,10.8029773333333,209,85,102,"Nfkbia",12.095503,16.818648,14.713781,542,158,259,14.542644,0.759393146580037
"NFKBID",2.902254,4.864873,5.665765,4.47763066666667,39,26,38,"Nfkbid",0.175136,0.707,0.440096,14,14,14,0.440744,3.80194584649783
"NFKBIE",12.155759,9.019208,14.187239,11.787402,198,128,160,"Nfkbie",2.889384,2.015742,2.706126,288,48,106,2.537084,3.61523842803846
"NFKBIL1",10.524534,9.063993,9.978479,9.85566866666667,217,128,154,"Nfkbil1",3.860315,3.666914,4.371023,188,40,81,3.966084,2.18596154770372
"NFKBIZ",1.710538,1.812775,1.605865,1.709726,64,41,48,"Nfkbiz",0.657578,0.583737,0.563024,89,18,28,0.601446333333333,1.692049208018
"NFRKB",14.392284,7.634828,9.52608,10.5177306666667,687,396,426,"Nfrkb",4.645833,4.306558,6.058292,880,207,388,5.003561,1.91848315802349
"NFS1",11.809688,11.917279,14.436385,12.7211173333333,279,220,218,"Nfs1",28.075844,20.913125,30.567058,1448,324,602,26.5186756666667,0.498611106854742
"NFU1",37.989368,44.140174,52.251121,44.7935543333333,333,311,311,"Nfu1",50.35545,38.744827,46.818392,1250,256,466,45.306223,0.988928730666143
"NFX1",15.020986,14.3578,15.721748,15.0335113333333,784,710,695,"Nfx1",15.492928,16.006675,17.151311,2018,484,771,16.2169713333333,0.93126201019405
"NFXL1",5.910558,4.521696,6.586032,5.672762,213,118,153,"Nfxl1",3.362241,2.18966,3.250077,202,65,93,2.93399266666667,1.69618058938934
"NFYA",13.233003,11.785398,13.728445,12.9156153333333,843,578,617,"Nfya",10.87385,8.220001,11.328007,922,182,333,10.1406193333333,1.2490881266984
"NFYB",22.50009,17.269741,24.502999,21.4242766666667,481,320,411,"Nfyb",9.587508,14.08412,9.809203,670,184,277,11.160277,1.84405969260952
"NFYC",87.072644,60.32338,82.210485,76.535503,615,439,459,"Nfyc",13.080242,13.933767,8.093298,488,107,164,11.7024356666667,6.10398706473801
"NGB",0.032748,0.607719,0.658683,0.43305,1,14,13,"Ngb",3.804523,4.287622,3.018202,219,51,74,3.703449,0.304680671566759
"NGDN",16.744182,13.491435,16.435834,15.5571503333333,209,149,148,"Ngdn",21.609958,51.555749,55.530784,466,126,203,42.8988303333333,0.377166093210486
"NGEF",5.4123,2.873305,2.854188,3.71326433333333,142,33,28,"Ngef",3.210147,3.162203,2.787142,267,65,76,3.053164,1.16286050436975
"NGF",1.695799,1.399251,1.07151,1.38885333333333,28,17,11,"Ngf",0.740869,0.689235,0.582695,16,6,9,0.670933,1.4296523758483
"NGFR",79.314227,120.757067,153.565264,117.878852666667,5007,5750,6337,"Ngfr",167.002328,136.94565,157.310462,24325,4841,9102,153.752813333333,0.768185405525422
"NGLY1",17.77434,17.357953,27.716816,20.949703,521,395,419,"Ngly1",22.712623,18.740651,25.865167,1865,435,737,22.4394803333333,0.936441537433971
"NGRN",104.645691,133.909763,158.444447,132.333300333333,2659,2563,2663,"Ngrn",17.740605,17.938919,15.449404,981,238,340,17.042976,7.38976210650246
"NHEJ1",8.507924,7.759598,9.771559,8.67969366666667,313,254,256,"Nhej1",2.499671,1.811316,1.832713,91,16,26,2.0479,3.17585671008454
"NHLH1",0.872372,0.921525,0.889742,0.894546333333333,40,32,27,"Nhlh1",0.020072,0.041405,0.050491,2,1,2,0.0373226666666667,1.82638092679616
"NHLH2",0.272585,1.100835,1.023176,0.798865333333333,20,55,42,"Nhlh2",0.790735,0.837296,0.774988,91,22,34,0.801006333333333,0.998811220171537
"NHLRC1",0.981456,1.095746,1.084577,1.05392633333333,38,32,28,"Nhlrc1",4.050389,4.845079,5.039135,344,99,178,4.64486766666667,0.363857304478883
"NHLRC2",2.782566,1.422941,1.742823,1.98277666666667,515,219,243,"Nhlrc2",2.520354,2.15746,2.342087,811,194,306,2.339967,0.893055729792141
"NHLRC3",10.996445,7.43659,9.241809,9.224948,486,301,320,"Nhlrc3",1.45145,1.324106,1.709791,303,67,134,1.49511566666667,4.0979855710096
"NHLRC4",0.871095,0.477925,0.847609,0.732209666666667,32,13,20,"Nhlrc4",0,0,0,0,0,0,0,1.73220966666667
"NHP2",65.901976,67.555729,66.267212,66.5749723333333,585,411,430,"Nhp2",18.033766,15.489712,16.902741,547,112,216,16.8087396666667,3.79448369722739
"NHS",2.145637,2.169226,1.90954,2.074801,330,255,202,"Nhs",1.894072,1.8773,1.996505,682,161,283,1.92262566666667,1.052068020571
"NHSL1",5.063603,0.819746,1.159102,2.34748366666667,400,38,86,"Nhsl1",1.779502,5.19928,1.992764,489,104,224,2.99051533333333,0.838859993521305
"NHSL2",4.032702,1.244124,0.805314,2.02738,926,204,114,"Nhsl2",0.689009,0.633323,0.619876,333,65,128,0.647402666666667,1.83766850767916
"NIBAN1",2.921437,3.347787,4.165842,3.47835533333333,329,264,361,"Niban1",5.820314,5.431644,5.457198,1616,362,596,5.56971866666667,0.681666226600469
"NIBAN2",39.607233,28.931599,36.648331,35.0623876666667,2260,1177,1176,"Niban2",40.648975,37.55757,38.194219,4135,946,1505,38.8002546666667,0.906084344652937
"NIBAN3",1.078717,1.166326,1.045268,1.09677033333333,70,60,48,"Niban3",0.808289,2.355189,0.98652,30,10,13,1.38333266666667,0.879764022311615
"NICN1",26.902992,30.142676,31.097983,29.381217,656,518,501,"Nicn1",65.628419,57.711001,60.888878,4252,920,1634,61.4094326666667,0.486804889931756
"NID1",54.658524,27.774971,32.349732,38.2610756666667,6028,2332,2402,"Nid1",15.253648,11.156862,15.523885,2752,628,1197,13.9781316666667,2.62122650143615
"NID2",82.446261,59.858836,94.081192,78.7954296666667,3188,2146,2476,"Nid2",6.655524,5.716616,5.916616,641,157,292,6.096252,11.2447288606248
"NIF3L1",23.236455,18.196488,23.962381,21.7984413333333,269,166,181,"Nif3l1",18.959133,17.272706,18.083477,1147,262,429,18.1051053333333,1.19331670438666
"NIFK",55.036429,51.251767,72.718578,59.6689246666667,418,318,351,"Nifk",26.392157,22.589544,31.428005,792,196,320,26.8032353333333,2.18208147142972
"NIM1K",2.387053,2.09325,2.197248,2.22585033333333,70,49,57,"Nim1k",2.255151,1.970298,2.332196,392,83,160,2.18588166666667,1.01254555907862
"NIN",12.232813,4.673611,4.028563,6.978329,1313,381,442,"Nin",8.030491,11.403383,12.594581,1414,353,586,10.6761516666667,0.683301247514342
"NINJ1",15.639987,10.267059,14.815461,13.574169,295,155,198,"Ninj1",17.733981,12.660511,16.203823,676,122,224,15.5327716666667,0.881532104467662
"NINJ2",0.669529,0.153684,0.214313,0.345842,2,1,2,"Ninj2",0.115501,0.150681,0,3,1,0,0.0887273333333333,1.23616075283006
"NINL",29.428458,17.232275,23.996047,23.55226,755,405,433,"Ninl",2.155094,1.558157,1.532626,206,31,61,1.74862566666667,8.93255865931544
"NIP7",11.007969,13.233546,12.260924,12.1674796666667,265,194,225,"Nip7",13.048811,12.70642,12.311302,431,105,179,12.6888443333333,0.961913171486865
"NIPA1",18.850258,20.947874,18.801508,19.5332133333333,2256,1922,1604,"Nipa1",24.033992,22.53103,22.806003,2998,691,1148,23.123675,0.851164399011897
"NIPA2",29.716682,29.556513,32.661606,30.6449336666667,1090,827,869,"Nipa2",19.614563,21.876678,23.042986,1426,346,558,21.511409,1.4057286981311
"NIPAL1",0.223117,0.669429,0.737258,0.543268,21,9,8,"Nipal1",0.516181,0.302676,0.785731,70,13,35,0.534862666666667,1.00547627713924
"NIPAL2",6.139343,14.354878,7.601198,9.36513966666667,194,248,231,"Nipal2",13.415939,11.972203,10.963343,1291,323,509,12.1171616666667,0.790196837552636
"NIPAL3",9.212923,11.816095,10.956664,10.661894,866,814,678,"Nipal3",192.878381,190.485541,175.139357,29366,6576,10496,186.167759666667,0.0623071730984495
"NIPAL4",0.459092,0.133237,0,0.197443,22,6,0,"Nipal4",0.007307,0.028892,0,1,1,0,0.0120663333333333,1.18316651840014
"NIPBL",16.063114,19.960911,21.711897,19.2453073333333,1243,686,607,"Nipbl",4.619411,4.659488,4.883518,1866,466,777,4.72080566666667,3.53889093826353
"NIPSNAP1",70.108376,78.251101,90.895625,79.7517006666667,2263,2052,2056,"Nipsnap1",66.384908,71.553816,66.720828,2773,657,1076,68.2198506666667,1.16659744118103
"NIPSNAP2",106.074326,105.473265,82.03586,97.8611503333333,858,524,688,"Nipsnap2",179.471466,102.8456,162.996684,2884,645,1104,148.437916666667,0.661553322868192
"NIPSNAP3A",24.054441,32.861103,37.439648,31.4517306666667,613,644,670,"Nipsnap3b",26.228735,29.686824,23.550023,913,234,351,26.4885273333333,1.18055544675596
"NIPSNAP3A",24.054441,32.861103,37.439648,31.4517306666667,613,644,670,"Nipsnap3a",0,0,0,0,0,0,0,32.4517306666667
"NISCH",88.67767,93.90466,84.000799,88.861043,3681,3042,2965,"Nisch",226.174358,209.018411,214.71162,13297,2829,5040,216.634796333333,0.412898325607672
"NIT1",94.744995,93.402006,45.936264,78.027755,435,289,258,"Nit1",17.625826,15.036233,15.019439,751,179,274,15.8938326666667,4.67790563333388
"NIT2",23.152994,27.939809,29.877711,26.9901713333333,472,461,473,"Nit2",6.812318,6.609721,6.585337,230,58,96,6.66912533333333,3.64972146323857
"NKAIN1",14.771222,25.217562,26.192225,22.0603363333333,547,711,696,"Nkain1",7.979638,5.202248,5.18809,281,46,81,6.12332533333333,3.23729933061226
"NKAIN2",193.966112,180.042497,96.634087,156.880898666667,1342,1221,1232,"Nkain2",22.435291,23.591823,49.484138,986,269,480,31.837084,4.80800605396833
"NKAIN3",2.8563,2.51935,3.051771,2.80914033333333,810,541,547,"Nkain3",0.275251,0.321872,0.335571,49,14,23,0.310898,2.905748832734
"NKAIN4",54.685307,19.260043,36.38661,36.77732,763,261,368,"Nkain4",17.02745,15.859644,14.059226,157,34,55,15.6487733333333,2.26907527921977
"NKAP",11.25298,9.207526,10.169196,10.2099006666667,401,289,322,"Nkap",5.316937,4.594255,5.734139,697,198,262,5.21511033333333,1.80365272142393
"NKAPD1",26.863954,19.622701,25.989973,24.158876,814,837,870,"Nkapd1",4.201842,5.888162,5.520951,328,81,161,5.20365166666667,4.05549462668627
"NKAPL",0.036375,0.142851,0.158362,0.112529333333333,1,3,3,"Nkapl",0.148059,0.225385,0.186341,8,3,4,0.186595,0.937581342693449
"NKD1",1.125013,1.298958,1.43848,1.28748366666667,270,240,241,"Nkd1",2.441609,1.566664,1.742074,221,40,70,1.91678233333333,0.784249013210562
"NKD2",5.022695,2.081277,2.46841,3.190794,62,20,19,"Nkd2",1.218343,1.319764,1.189582,150,41,73,1.242563,1.86875195925376
"NKG7",0.086477,0.350889,0.39358,0.276982,1,3,3,"Nkg7",0.050129,0.206979,0,1,1,0,0.0857026666666667,1.17618021877076
"NKIRAS1",11.735911,17.966749,18.975465,16.2260416666667,412,443,397,"Nkiras1",51.77506,48.368687,56.199253,3146,734,1232,52.1143333333333,0.324320020333494
"NKIRAS2",31.821695,44.372255,37.87576,38.0232366666667,1040,938,1006,"Nkiras2",13.74962,16.550854,15.12177,922,212,337,15.140748,2.41768452531857
"NKPD1",0.15416,0.043877,0.084567,0.0942013333333333,14,3,5,"Nkpd1",0.323501,0.371297,0.570553,29,8,25,0.421783666666667,0.76959762514269
"NKRF",6.324304,13.628716,19.060684,13.004568,398,423,452,"Nkrf",8.975314,8.724126,8.754642,1192,287,458,8.81802733333333,1.42641362918729
"NKTR",35.458963,18.83015,18.158068,24.1490603333333,3162,1279,1132,"Nktr",33.322009,31.816691,35.444598,4057,1021,1732,33.527766,0.728372068245983
"NLE1",9.469058,13.151041,12.888137,11.8360786666667,407,424,426,"Nle1",6.846491,4.856489,5.692863,203,58,79,5.79861433333333,1.88804336256168
"NLGN1",4.723034,4.022257,4.999172,4.58148766666667,323,216,266,"Nlgn1",2.066939,1.813953,2.754651,381,81,179,2.21184766666667,1.73778094291105
"NLGN2",71.70971,56.362166,61.19473,63.0888686666667,3301,1988,1872,"Nlgn2",63.748032,51.644924,68.703087,4876,1180,1885,61.3653476666667,1.02763587576248
"NLGN3",22.481669,24.76907,26.600252,24.616997,1404,1210,1145,"Nlgn3",8.745157,9.004859,7.680056,1856,427,580,8.47669066666667,2.70315850765345
"NLK",35.759899,48.208829,57.715691,47.2281396666667,1200,1411,1256,"Nlk",29.556187,27.928695,28.477706,2572,612,1026,28.654196,1.62635128150723
"NLN",13.656861,13.998522,13.712489,13.7892906666667,1009,1017,1002,"Nln",5.133363,4.778076,6.41579,361,81,147,5.44240966666667,2.29561475160252
"NLRC3",0.407106,0.795165,0.670597,0.624289333333333,50,46,49,"Nlrc3",0.913206,0.858461,0.958478,150,35,61,0.910048333333333,0.850391744013459
"NLRC4",0.473175,0.407976,0.496617,0.459256,29,19,21,"Nlrc4",0.170784,0.067882,0.137273,34,3,11,0.125313,1.29675565820354
"NLRC5",2.176337,3.659619,3.937517,3.25782433333333,24,39,34,"Nlrc5",1.079289,3.507957,2.60058,195,76,97,2.395942,1.25379771896379
"NLRP1",0.099856,0.182018,0.187596,0.15649,10,6,8,"Nlrp1b",0.02196,0.047251,0.058831,4,2,4,0.0426806666666667,1.10915070833448
"NLRP1",0.099856,0.182018,0.187596,0.15649,10,6,8,"Nlrp1a",0.006347,0,0,1,0,0,0.00211566666666667,1.15404841822983
"NLRP10",0.127511,0.033628,0.129576,0.096905,10,2,7,"Nlrp10",0.053191,0.064672,0.013562,10,3,1,0.0438083333333333,1.05086821495006
"NLRP12",0.114244,0.265054,0.067527,0.148941666666667,5,4,2,"Nlrp12",0.166125,0.099202,0.075883,32,5,7,0.113736666666667,1.03160980602836
"NLRP14",0.085739,0.018775,0.041583,0.048699,6,1,2,"Nlrp14",0,0,0,0,0,0,0,1.048699
"NLRP3",0.302745,0.036778,0.894139,0.411220666666667,6,2,5,"Nlrp3",0.103973,0.123306,0.133206,3,5,4,0.120161666666667,1.25983660096682
"NLRP4",0,0,0,0,0,0,0,"Nlrp4c",0,0,0.01855,0,0,1,0.00618333333333333,0.993854665319441
"NLRP4",0,0,0,0,0,0,0,"Nlrp4e",0,0,0,0,0,0,0,1
"NLRP4",0,0,0,0,0,0,0,"Nlrp4b",0,0,0,0,0,0,0,1
"NLRP4",0,0,0,0,0,0,0,"Nlrp4a",0.005711,0.365673,0,1,1,0,0.123794666666667,0.88984227249106
"NLRP4",0,0,0,0,0,0,0,"Nlrp4f",0.155813,0.522695,0.380228,15,7,3,0.352912,0.739146374634862
"NLRP5",0,0,0,0,0,0,0,"Nlrp5",0,0.079235,0.109716,0,2,1,0.0629836666666667,0.940748227238361
"NLRP6",0.022143,0,0,0.007381,1,0,0,"Nlrp6",0,0,0.026864,0,0,2,0.00895466666666667,0.998440299927582
"NLRP9",0,0,0,0,0,0,0,"Nlrp9a",0,0,0,0,0,0,0,1
"NLRP9",0,0,0,0,0,0,0,"Nlrp9b",1.09533,0,0.277914,10,0,1,0.457748,0.685989622348993
"NLRP9",0,0,0,0,0,0,0,"Nlrp9c",0.028778,0,0,3,0,0,0.00959266666666667,0.990498478264171
"NLRX1",3.618079,2.721586,2.435365,2.92501,114,72,76,"Nlrx1",3.700634,3.159937,2.974236,490,104,149,3.278269,0.917429455698087
"NMB",4.600629,3.346557,3.397934,3.78170666666667,40,23,20,"Nmb",232.302542,186.275551,215.217302,4042,786,1442,211.265131666667,0.0225270473257741
"NMBR",0.045296,0,0.067166,0.0374873333333333,1,0,1,"Nmbr",0.033143,0,0.510583,2,0,4,0.181242,0.8783021034922
"NMD3",13.206964,14.266444,18.739535,15.4043143333333,536,465,556,"Nmd3",28.584939,24.685391,28.317158,954,221,390,27.1958293333333,0.581799320012908
"NME1",80.071365,112.681963,122.389015,105.047447666667,983,1048,1004,"Nme1",184.718899,198.567196,178.807674,4381,950,1608,187.364589666667,0.562990357446323
"NME2",198.897422,191.084573,232.322776,207.434923666667,1764,1280,1362,"Nme2",111.295475,95.661181,101.797507,2613,556,955,102.918054333333,2.00576237694058
"NME3",14.253288,14.350163,18.027871,15.543774,152,126,131,"Nme3",16.273266,14.746337,15.845034,252,53,86,15.6215456666667,0.99532103281931
"NME4",76.619829,46.847801,52.952358,58.8066626666667,1275,618,600,"Nme4",1.520769,0.830798,1.035306,47,6,12,1.12895766666667,28.0919924351087
"NME5",10.950217,7.834697,14.358622,11.0478453333333,71,59,81,"Nme5",3.487483,6.836763,4.708188,53,22,23,5.01081133333333,2.00436258355361
"NME6",12.007103,11.2163,13.191657,12.1383533333333,378,269,278,"Nme6",7.954384,10.984095,11.717087,135,40,52,10.218522,1.1711305048324
"NME7",21.47021,21.5628,30.525843,24.5196176666667,188,144,143,"Nme7",12.079186,7.662442,12.555949,335,69,124,10.765859,2.16895491155101
"NME8",0.20572,0,0,0.0685733333333333,1,0,0,"Nme8",0.153771,0,0.063235,9,0,1,0.0723353333333333,0.996491769054829
"NMI",2.05524,1.564374,1.340265,1.653293,40,19,18,"Nmi",13.264481,10.447029,10.70961,262,71,116,11.4737066666667,0.212710870225156
"NMNAT1",7.117878,8.89576,6.194249,7.402629,269,162,163,"Nmnat1",4.454755,3.200931,5.148641,303,49,122,4.268109,1.59499907841694
"NMNAT2",32.152562,43.37496,38.810627,38.1127163333333,2493,2336,2086,"Nmnat2",28.728566,27.760217,29.255,5571,1209,1966,28.581261,1.32221261065691
"NMNAT3",2.963484,4.040531,3.933674,3.64589633333333,330,261,192,"Nmnat3",0.396623,1.132861,0.41155,14,6,12,0.647011333333333,2.82080410699461
"NMRAL1",32.646592,37.403593,33.257203,34.435796,298,202,182,"Nmral1",1.433481,1.112821,1.555556,74,15,30,1.367286,14.9689543215311
"NMRK1",11.542174,8.421393,10.313483,10.09235,256,122,129,"Nmrk1",6.459251,7.359657,5.956549,384,94,134,6.591819,1.46109252604679
"NMRK2",2.813712,0,0,0.937904,19,0,0,"Nmrk2",0.042909,0.057776,0.071204,3,1,2,0.0572963333333333,1.83288633366426
"NMS",0,0,0,0,0,0,0,"Nms",0.059757,0.370115,0.229532,2,2,1,0.219801333333333,0.819805629550604
"NMT1",128.371418,200.825416,72.276568,133.824467333333,1915,1557,1582,"Nmt1",62.358653,56.838733,57.862336,7627,1666,2775,59.0199073333333,2.2463291485033
"NMT2",11.566322,7.884418,9.902662,9.78446733333333,406,234,256,"Nmt2",18.813458,17.415498,19.281779,2924,684,1190,18.5035783333333,0.552948138491168
"NMU",0.139561,0,2.244872,0.794811,1,0,3,"Nmu",0.156267,0,0.298939,4,0,3,0.151735333333333,1.55835368426658
"NMUR1",0.100207,0.177971,0.025247,0.101141666666667,6,8,1,"Nmur1",1.82572,1.800867,3.003322,53,18,24,2.20996966666667,0.343038028708267
"NMUR2",0,0,0.041209,0.0137363333333333,0,0,1,"Nmur2",0,0,0,0,0,0,0,1.01373633333333
"NNMT",12.732467,1.004276,0.76688,4.834541,125,10,5,"Nnmt",0.167855,0.599037,0.185978,5,4,2,0.317623333333333,4.42807959786181
"NNT",44.913932,51.612298,61.186475,52.5709016666667,1702,1556,1532,"Nnt",0.260798,0.293015,0.29105,31,9,12,0.281621,41.7993319918031
"NNT",44.913932,51.612298,61.186475,52.5709016666667,1702,1556,1532,"Nnt",0.260798,0.293015,0.29105,31,9,12,0.281621,41.7993319918031
"NOA1",7.189536,6.366202,7.403619,6.98645233333333,271,181,186,"Noa1",20.425988,18.663388,22.020353,731,147,272,20.3699096666667,0.373724197149546
"NOB1",12.610554,10.714972,11.244592,11.5233726666667,332,165,191,"Nob1",11.612436,10.954039,10.976838,585,155,215,11.1811043333333,1.0280983007753
"NOBOX",0,0,0,0,0,0,0,"Nobox",0.055583,0.114449,0,3,1,0,0.0566773333333333,0.946362686559631
"NOC2L",45.154906,37.711344,60.697514,47.854588,1030,939,922,"Noc2l",11.682626,10.641911,11.340188,1071,239,420,11.221575,3.99740524441408
"NOC3L",4.317272,2.325508,2.703884,3.11555466666667,233,108,117,"Noc3l",5.323222,5.862423,5.212248,872,236,335,5.46596433333333,0.636495107999616
"NOC4L",10.878258,7.446138,13.623086,10.6491606666667,177,118,144,"Noc4l",9.751107,10.687572,10.12091,466,105,173,10.1865296666667,1.04135607858606
"NOCT",2.168331,4.697834,3.838402,3.568189,57,70,64,"Noct",20.881128,19.64447,20.552216,8592,2035,3262,20.3592713333333,0.213873822224959
"NOD1",3.123214,1.813449,2.02044,2.31903433333333,175,58,65,"Nod1",5.941497,4.404608,6.241862,482,101,216,5.52932233333333,0.508327535981656
"NOD2",0.884915,0.347745,0.290444,0.507701333333333,7,7,10,"Nod2",0.513968,0.45137,0.663974,101,22,52,0.543104,0.97705749796082
"NODAL",0.246823,0.289387,0.248334,0.261514666666667,9,8,6,"Nodal",0,0,0,0,0,0,0,1.26151466666667
"NOG",1.09904,0.228449,0.942277,0.756588666666667,32,5,18,"Nog",1.965626,1.501892,2.701843,113,21,68,2.05645366666667,0.574714639329829
"NOL10",8.793316,5.871562,7.846832,7.50390333333333,333,227,240,"Nol10",8.825086,9.116685,7.731342,1091,276,374,8.55770433333333,0.889743293656325
"NOL11",41.555518,35.133599,48.876353,41.8551566666667,572,445,515,"Nol11",9.772591,8.948467,11.736717,702,177,291,10.1525916666667,3.84261864394748
"NOL12",8.053647,10.769315,9.415486,9.412816,168,157,126,"Nol12",17.939076,14.916402,14.274999,542,110,173,15.710159,0.623142843823329
"NOL3",79.723868,68.988623,62.96695,70.5598136666667,673,364,339,"Nol3",36.791198,35.958086,36.969688,4887,1161,1956,36.5729906666667,1.90455463877013
"NOL4",4.123706,2.816005,1.538466,2.826059,87,44,37,"Nol4",7.304601,3.089921,1.731881,311,74,86,4.04213433333333,0.758817347389197
"NOL4L",30.903718,27.719171,29.826708,29.483199,1853,1738,1572,"Nol4l",21.969623,15.97228,18.719771,4194,824,1501,18.8872246666667,1.5328030688512
"NOL6",8.85981,10.183032,10.699812,9.914218,638,622,581,"Nol6",18.099735,12.532847,17.55951,2359,541,935,16.0640306666667,0.639603749735408
"NOL7",29.303643,24.441447,34.446082,29.3970573333333,500,357,430,"Nol7",74.61854,67.349892,71.378049,775,175,328,71.1154936666667,0.421505224298055
"NOL8",22.845328,18.433638,22.066224,21.1150633333333,439,323,364,"Nol8",5.022905,10.738792,10.775803,878,216,342,8.84583333333333,2.2461342361405
"NOL9",6.800822,6.152481,9.616292,7.52319833333333,371,296,436,"Nol9",3.337008,3.29918,3.714873,471,114,213,3.45035366666667,1.91517325851481
"NOLC1",29.1445,36.339245,47.854704,37.779483,1805,1652,1710,"Nolc1",13.713386,12.073213,12.437851,1572,371,576,12.7414833333333,2.82207401190313
"NOM1",11.652226,13.816577,8.917021,11.4619413333333,405,299,266,"Nom1",18.810903,16.124541,15.843766,1447,366,597,16.9264033333333,0.695172428155787
"NOMO1",108.781955,136.398206,159.196009,134.792056666667,2691,2844,2534,"Nomo1",25.637908,24.553562,23.116831,4611,1028,1620,24.4361003333333,5.3385564173418
"NOMO2",90.741971,106.261745,128.102782,108.368832666667,2441,2251,2365,"Nomo1",25.637908,24.553562,23.116831,4611,1028,1620,24.4361003333333,4.29974843759134
"NOMO3",90.517914,135.474591,131.737582,119.243362333333,1413,1235,1036,"Nomo1",25.637908,24.553562,23.116831,4611,1028,1620,24.4361003333333,4.72727189929179
"NONO",408.160537,272.632403,362.448831,347.747257,5686,2958,3281,"Nono",83.875626,64.828937,69.52061,3970,964,1507,72.7417243333333,4.7293070531354
"NOP10",111.423573,110.912065,124.31888,115.551506,577,413,375,"Nop10",30.334199,29.036307,29.739728,1146,268,441,29.7034113333333,3.79604418332061
