"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"SBK3",0.213843,0,0,0.071281,1,0,0,"Sbk3",0.330626,0.302448,0.401348,5,24,18,0.344807333333333,0.796605560846139
"SBNO1",5.760449,5.305535,5.87623,5.64740466666667,1213,857,856,"Sbno1",35.521306,18.310476,18.865283,812,3169,1972,24.232355,0.263447651504058
"SBNO2",15.060632,21.986268,15.175956,17.4076186666667,557,501,472,"Sbno2",3.77964,3.659713,3.459514,91,379,197,3.63295566666667,3.97319119608814
"SBSN",0.143007,0.07622,0,0.0730756666666667,1,2,0,"Sbsn",1.994066,1.071179,0.988907,8,54,22,1.351384,0.456359176836564
"SBSPON",2.011895,2.773767,2.237986,2.341216,109,105,84,"Sbspon",0,0.140521,0.36469,0,9,14,0.168403666666667,2.85964183040622
"SC5D",97.772193,93.185352,86.492707,92.4834173333333,1941,1209,1206,"Sc5d",30.568863,32.794003,30.779528,623,2129,1350,31.380798,2.88700165244023
"SCAF1",19.963604,23.718326,22.207034,21.962988,855,698,791,"Scaf1",75.881788,85.582601,89.742638,615,2622,1498,83.7356756666667,0.270995514219204
"SCAF11",43.928302,22.166796,22.144843,29.4133136666667,1720,693,639,"Scaf11",20.646817,21.632389,21.805022,675,2350,1481,21.3614093333333,1.36008036046863
"SCAF4",9.744685,7.067743,8.978278,8.596902,612,361,426,"Scaf4",8.621737,12.739572,10.397655,129,620,398,10.5863213333333,0.828295860601599
"SCAF8",10.897616,11.059177,18.124451,13.3604146666667,927,718,712,"Scaf8",13.732996,13.776301,15.604663,388,1641,1004,14.37132,0.934234318631495
"SCAI",2.417396,1.700597,1.677966,1.93198633333333,532,293,265,"Scai",8.632635,9.122268,8.26689,390,1634,989,8.673931,0.303081170760194
"SCAMP1",35.222868,37.71195,34.273528,35.7361153333333,1494,1257,1143,"Scamp1",64.522809,59.408228,62.512404,1302,5245,3126,62.1478136666667,0.581748016285241
"SCAMP2",24.093217,16.888825,15.75349,18.911844,434,235,229,"Scamp2",31.06585,55.380574,33.916241,100,400,214,40.1208883333333,0.484226990394541
"SCAMP3",37.871172,47.566842,54.517,46.6516713333333,538,467,485,"Scamp3",24.357135,24.413362,22.774039,197,750,385,23.8481786666667,1.91771284215922
"SCAMP4",29.477362,24.282916,26.17836,26.6462126666667,725,510,495,"Scamp4",30.243768,51.677738,82.873696,111,574,310,54.931734,0.494284920018154
"SCAMP5",65.850337,128.582629,111.645787,102.026251,2795,3414,3157,"Scamp5",88.037275,107.738473,106.523112,1599,7062,4054,100.766286666667,1.01238096008613
"SCAND1",14.5969,17.922862,26.6425,19.720754,195,184,213,"Scand1",9.756144,5.720992,6.576835,32,57,38,7.35132366666667,2.48113410844133
"SCAP",36.636669,39.295119,36.704057,37.5452816666667,1438,1133,1063,"Scap",42.700374,42.44036,39.456701,389,1662,912,41.5324783333333,0.906255247215589
"SCAPER",28.90811,39.440871,31.057819,33.1356,666,588,548,"Scaper",15.968285,9.026583,7.974882,239,847,574,10.9899166666667,2.84702562569937
"SCARA3",3.082621,0.885354,1.259623,1.74253266666667,199,47,58,"Scara3",1.582137,2.142196,1.634398,38,192,83,1.78624366666667,0.984311853079134
"SCARA5",0.148431,0,0.041302,0.0632443333333333,9,0,2,"Scara5",0.550906,0.609198,0.600607,10,59,32,0.586903666666667,0.670011895282028
"SCARB1",11.741351,7.903151,9.993461,9.879321,393,212,240,"Scarb1",6.124034,7.866825,10.641438,63,232,146,8.21076566666667,1.1811527286349
"SCARB2",240.368892,240.579093,261.395232,247.447739,11276,8483,8487,"Scarb2",38.152017,39.884279,40.962646,1220,4754,2771,39.666314,6.10942361287035
"SCARF1",0.444064,0.614307,0.351329,0.4699,26,21,13,"Scarf1",0.854238,1.049687,0.897399,16,71,37,0.933774666666667,0.760119586494393
"SCARF2",8.771461,4.054885,6.576524,6.46762333333333,326,120,154,"Scarf2",1.663013,1.057425,1.304223,9,33,21,1.34155366666667,3.18917453810227
"SCARNA14",0,0,0,0,0,0,0,"Gm24289",0,0,12.947455,0,0,1,4.31581833333333,0.188117790581632
"SCARNA17",2.934123,1.365351,1.778001,2.025825,15,4,6,"Gm25913",0,0,0,0,0,0,0,3.025825
"SCARNA4",19.463549,0,0,6.48784966666667,2,0,0,"Gm25820",0,7.327462,0,0,1,0,2.44248733333333,2.17512773225406
"SCARNA4",19.463549,0,0,6.48784966666667,2,0,0,"Gm25820",0,7.327462,0,0,1,0,2.44248733333333,2.17512773225406
"SCARNA4",19.463549,0,0,6.48784966666667,2,0,0,"Gm26413",0,14.654923,0,0,2,0,4.88497433333333,1.27236742975316
"SCARNA4",19.463549,0,0,6.48784966666667,2,0,0,"Gm26413",0,14.654923,0,0,2,0,4.88497433333333,1.27236742975316
"SCCPDH",29.355657,36.219509,44.504997,36.6933876666667,1085,1024,1141,"Sccpdh",79.61467,92.529293,83.432614,671,2551,1447,85.1921923333333,0.437317889779321
"SCD",145.292478,82.153069,106.164779,111.203442,14338,6162,7113,"Scd4",0.094787,0.077293,0.044202,2,6,2,0.072094,104.658212805967
"SCD",145.292478,82.153069,106.164779,111.203442,14338,6162,7113,"Scd2",387.883571,406.422226,420.35015,14530,57742,33695,404.885315666667,0.276441245024363
"SCEL",1.636661,0.582254,0.298047,0.838987333333333,84,17,11,"Scel",0.319494,0.594251,0.386206,5,35,13,0.433317,1.28302903916812
"SCFD1",73.56727,67.106433,82.424791,74.3661646666667,803,606,653,"Scfd1",15.748981,16.927724,18.640743,207,789,509,17.105816,4.16253896906202
"SCFD2",6.254861,8.015844,8.37256,7.547755,273,301,289,"Scfd2",6.089013,7.590595,9.705517,88,304,177,7.79504166666667,0.971883400211293
"SCG2",94.777125,176.090309,155.196543,142.021325666667,4005,5624,4485,"Scg2",101.04261,101.714282,99.177094,1546,5915,3288,100.644662,1.4070716833774
"SCG3",49.500719,81.554723,86.632233,72.5625583333333,2286,2938,2840,"Scg3",176.499282,174.586876,200.994497,2136,6516,4302,184.026885,0.397577672743793
"SCG5",203.61775,335.051661,332.439797,290.369736,1817,2098,1894,"Scg5",92.043385,92.600734,100.557397,629,2406,1476,95.067172,3.03297921583452
"SCGB1A1",0,0,0,0,0,0,0,"Scgb1a1",0,0,0,0,0,0,0,1
"SCGB1C1",0,0.246199,0,0.0820663333333333,0,1,0,"Scgb1c1",0.671836,0,0,1,0,0,0.223945333333333,0.884080607085937
"SCGB1C2",0,0.102819,0,0.034273,0,0,0,"Scgb1c1",0.671836,0,0,1,0,0,0.223945333333333,0.84503202212735
"SCGB2A1",0,0,0,0,0,0,0,"Scgb2a2",0,0,0,0,0,0,0,1
"SCGB2A2",0,0,0,0,0,0,0,"Scgb2a2",0,0,0,0,0,0,0,1
"SCGB3A1",0,0,0,0,0,0,0,"Scgb3a1",0,0.148843,0,0,1,0,0.0496143333333333,0.952730891949837
"SCGB3A2",4.314359,3.810415,2.139191,3.42132166666667,26,16,8,"Scgb3a2",0,0,0,0,0,0,0,4.42132166666667
"SCGN",389.925732,240.849866,249.775317,293.516971666667,8483,3889,3586,"Scgn",0.240853,0.158904,0,2,5,0,0.133252333333333,259.886490416815
"SCHIP1",387.057009,454.729395,590.991479,477.592627666667,340,258,301,"Schip1",53.761435,49.859774,56.692853,548,1886,1233,53.4380206666667,8.79151412570952
"SCHIP1",387.057009,454.729395,590.991479,477.592627666667,340,258,301,"Iqschfp",0.898883,1.118398,0,14,64,0,0.672427,286.166527846457
"SCIMP",0.293509,0.543016,0.559151,0.465225333333333,11,16,10,"Scimp",0,0,0,0,0,0,0,1.46522533333333
"SCIN",0.107586,0.300573,0.09691,0.168356333333333,12,9,4,"Scin",0.073971,0.106173,0.217988,1,7,9,0.132710666666667,1.0314693484538
"SCLT1",7.331182,5.588153,5.778863,6.23273266666667,299,178,190,"Sclt1",3.469295,5.200514,4.993571,51,263,126,4.55446,1.30214866371648
"SCLY",10.552809,7.713867,12.601987,10.2895543333333,165,160,155,"Scly",10.135078,14.774462,24.254784,101,384,228,16.388108,0.649268703261639
"SCMH1",15.684657,13.964,20.938093,16.86225,584,463,465,"Scmh1",28.279427,25.955141,25.796635,158,683,421,26.6770676666667,0.645380869647282
"SCML2",1.764087,3.280607,3.737583,2.92742566666667,77,95,119,"Scml2",0.33337,0.301999,0.845227,6,15,11,0.493532,2.62962271090721
"SCML4",0.369625,0.286626,0.500078,0.385443,26,17,27,"Scml4",0.570323,0.852999,0.747477,11,52,26,0.723599666666667,0.803807883462498
"SCN10A",0.015765,0,0,0.005255,2,0,0,"Scn10a",0,0,0,0,0,0,0,1.005255
"SCN11A",1.284875,1.179434,1.30026,1.25485633333333,135,87,82,"Scn11a",0.024981,0.026313,0.034851,1,4,3,0.028715,2.19191548031606
"SCN1A",6.07948,18.261473,35.267952,19.869635,749,778,715,"Scn1a",40.359356,44.716094,43.363133,2080,8506,4759,42.812861,0.476335818379904
"SCN1B",2.911598,3.480497,4.179051,3.52371533333333,117,106,107,"Scn1b",236.15838,221.655173,238.15287,1722,6612,3870,231.988807666667,0.019416019930903
"SCN2A",11.677677,13.552801,12.188407,12.4729616666667,1665,1529,1283,"Scn2a",43.843532,42.294156,50.504952,1621,6350,4139,45.5475466666667,0.289445150850772
"SCN2B",6.611013,9.486826,9.861262,8.65303366666667,623,649,578,"Scn2b",56.3709,52.784347,61.56947,1747,6319,4115,56.908239,0.166695341342821
"SCN3A",11.343568,14.378861,11.691195,12.471208,1482,1523,1216,"Scn3a",2.178844,5.488316,2.500312,115,617,269,3.38915733333333,3.06920143821077
"SCN3B",34.789634,42.923933,44.19288,40.6354823333333,3363,3194,2985,"Scn3b",6.473161,12.035258,11.350545,153,603,312,9.952988,3.80128987024667
"SCN4A",0.189044,0.025761,0.029604,0.0814696666666667,29,3,3,"Scn4a",0.70993,0.011406,0,1,2,0,0.240445333333333,0.871839844614945
"SCN4B",6.328777,5.996463,4.790262,5.70516733333333,381,234,215,"Scn4b",49.322785,56.556878,51.485692,1665,7167,3694,52.4551183333333,0.12543545954798
"SCN5A",3.184636,2.144921,2.297554,2.54237033333333,460,163,150,"Scn5a",0.119248,0.109287,0.158544,7,24,19,0.129026333333333,3.13754447416195
"SCN7A",8.437033,7.415615,6.807147,7.553265,929,652,579,"Scn7a",0.275565,0.435242,0.411373,14,82,44,0.37406,6.22481187138844
"SCN8A",18.145805,16.03067,8.343396,14.1732903333333,2673,1835,1183,"Scn8a",66.180275,72.23471,80.56797,1683,8406,4885,72.9943183333333,0.205060208338969
"SCN9A",21.889512,31.986868,28.05331,27.3098966666667,2947,3612,3024,"Scn9a",1.648018,1.278227,1.194536,46,237,104,1.37359366666667,11.9270189604202
"SCNM1",18.954209,23.442826,24.700454,22.3658296666667,215,205,180,"Scnm1",32.123173,34.291727,37.638837,86,333,198,34.684579,0.65478787536394
"SCNN1A",0.768425,0.790747,0.390679,0.649950333333333,4,3,1,"Scnn1a",0.286186,0.359274,0.274749,6,28,12,0.306736333333333,1.2626497719892
"SCNN1B",0,0,0,0,0,0,0,"Scnn1b",0.062114,0.048707,1.033042,1,3,5,0.381287666666667,0.723962158015359
"SCNN1G",0.030831,0.08122,0.139022,0.083691,2,4,6,"Scnn1g",0.305137,0.279725,0.400253,6,21,17,0.328371666666667,0.815804060861481
"SCO1",10.481387,9.311594,10.856821,10.2166006666667,619,463,463,"Sco1",12.492232,6.658127,7.142098,65,229,128,8.76415233333333,1.14875314146574
"SCO2",8.610992,8.878835,6.830567,8.106798,128,96,63,"Sco2",10.665007,10.928931,9.908358,71,273,141,10.5007653333333,0.791842780550025
"SCOC",94.087704,104.424608,118.875376,105.795896,2623,2256,2505,"Scoc",362.298246,296.401156,308.068202,1025,3365,1962,322.255868,0.330375738144373
"SCP2",71.530242,57.926389,78.45135,69.3026603333333,1063,720,782,"Scp2",55.44936,73.698485,75.175561,422,1724,988,68.107802,1.01728977479754
"SCP2D1",0,0,0,0,0,0,0,"Scp2d1",0,0.071933,0,0,1,0,0.0239776666666667,0.976583799190933
"SCPEP1",26.528068,13.932504,27.96774,22.8094373333333,310,173,217,"Scpep1",6.945118,8.548806,7.344043,92,432,210,7.61265566666667,2.7644710591975
"SCRG1",16.293289,13.911562,12.660986,14.2886123333333,603,375,306,"Scrg1",17.418547,19.828045,27.232767,56,243,189,21.4931196666667,0.679701729235454
"SCRIB",39.656188,29.337391,40.958565,36.6507146666667,1233,729,836,"Scrib",17.351125,21.523658,24.286042,238,1071,632,21.0536083333333,1.70723602675753
"SCRN1",94.403796,115.464428,109.451191,106.439805,8002,7546,7325,"Scrn1",73.886715,80.568569,92.449171,1494,6188,3927,82.301485,1.28977058452199
"SCRN2",20.045179,11.785992,15.757932,15.8630343333333,356,164,201,"Scrn2",3.354785,4.280822,4.717367,31,140,87,4.117658,3.29506862970002
"SCRN3",22.994866,38.062154,30.474117,30.510379,525,534,494,"Scrn3",14.832394,18.667929,20.631995,252,982,524,18.044106,1.65460006366274
"SCRT1",2.619752,4.316203,4.761974,3.89930966666667,176,217,205,"Scrt1",40.219427,41.00824,39.46991,1134,4163,2274,40.2325256666667,0.118821478613118
"SCRT2",3.274765,6.88856,8.046055,6.06979333333333,171,269,268,"Scrt2",4.8142,5.173141,4.271889,102,379,179,4.75307666666667,1.22887173993278
"SCT",1.008029,0,0.596093,0.534707333333333,5,0,2,"Sct",0,0,0.449138,0,0,2,0.149712666666667,1.33486163789329
"SCTR",0,0.132055,0.089727,0.0739273333333333,0,1,1,"Sctr",0.08799,0.138214,0.163717,1,6,4,0.129973666666667,0.950400319063483
"SCUBE1",0.357785,0.33329,0.865245,0.518773333333333,35,13,17,"Scube1",0.966722,1.397741,1.608439,21,144,79,1.32430066666667,0.65343238726143
"SCUBE2",11.797428,6.431818,6.116217,8.11515433333333,179,59,84,"Scube2",0.084143,0.210119,0.244743,2,19,10,0.179668333333333,7.72687888262379
"SCUBE3",1.132567,2.579406,2.999938,2.23730366666667,167,289,295,"Scube3",2.740761,1.564547,2.105708,25,105,55,2.13700533333333,1.03197263717329
"SCX",1.487351,1.455887,1.502691,1.48197633333333,18,13,11,"Scx",3.942455,3.918882,4.720164,24,83,54,4.19383366666667,0.47786981498124
"SCYL1",35.399491,30.80122,46.41758,37.5394303333333,985,756,770,"Scyl1",60.260154,49.86534,56.098624,411,1431,839,55.4080393333333,0.683225844911775
"SCYL3",3.048963,3.657405,2.930875,3.21241433333333,229,208,171,"Scyl3",9.226145,8.656311,8.491557,143,517,287,8.79133766666667,0.430218472361948
"SDAD1",31.692719,30.82625,50.329756,37.6162416666667,766,641,684,"Sdad1",4.76124,5.728507,6.254427,140,573,347,5.58139133333333,5.86748906284963
"SDC1",4.743854,6.369628,8.307234,6.473572,277,193,266,"Sdc1",2.123085,2.561494,3.227736,35,167,118,2.63743833333333,2.05462507268164
"SDC2",34.805265,23.337014,36.832106,31.6581283333333,778,347,546,"Sdc2",14.411962,14.213897,15.478509,339,1238,766,14.701456,2.07994267113402
"SDC3",170.91284,125.489279,134.972859,143.791659333333,15965,8860,8505,"Sdc3",46.203577,48.851987,53.655211,1587,5988,3708,49.5702583333333,2.86317816252669
"SDC4",4.2225,2.580035,2.826833,3.20978933333333,198,92,90,"Sdc4",38.568078,40.254798,42.038191,585,1905,1184,40.2870223333333,0.101963985180267
"SDCBP",85.761044,60.073859,70.441248,72.0920503333333,2386,1325,1482,"Sdcbp",101.468506,81.454209,90.010299,1008,3850,2395,90.9776713333333,0.794671677090441
"SDCBP2",3.806896,2.169517,2.375557,2.78399,54,25,27,"Sdcbp2",0.725368,0.535999,0.669275,6,17,12,0.643547333333333,2.30233101490638
"SDCCAG8",40.202999,52.900313,51.252906,48.1187393333333,392,296,289,"Sdccag8",8.200091,13.531319,11.738714,73,378,173,11.156708,4.04046386022707
"SDE2",5.34692,5.738651,7.181803,6.08912466666667,374,308,345,"Sde2",5.250064,5.141944,6.934735,113,416,263,5.775581,1.04627553956873
"SDF2",45.917216,49.052489,51.542213,48.837306,403,329,305,"Sdf2",40.60708,34.902125,37.515596,193,713,425,37.6749336666667,1.28862033557808
"SDF2L1",8.194363,6.191887,8.634059,7.67343633333333,91,53,63,"Sdf2l1",9.836531,6.437379,6.132144,63,152,82,7.46868466666667,1.02417750509386
"SDF4",78.808232,72.663584,80.036417,77.169411,1400,1035,1066,"Sdf4",68.529898,78.579463,88.679262,1346,5568,3498,78.5962076666667,0.982074564750097
"SDHA",115.832229,118.33606,114.246541,116.138276666667,1989,1316,1177,"Sdha",1104.977567,1116.317558,1126.531528,2853,10398,6017,1115.94221766667,0.104874070309002
"SDHAF1",8.63053,6.267731,9.336995,8.07841866666667,138,75,96,"Sdhaf1",2.834463,3.540967,4.43812,45,206,147,3.60451666666667,1.97163335999797
"SDHAF2",22.063904,32.291278,22.816163,25.7237816666667,235,205,207,"Sdhaf2",19.796728,20.068279,22.257157,183,698,409,20.707388,1.23109153743724
"SDHAF3",8.917636,7.094486,9.778747,8.59695633333333,106,66,77,"Sdhaf3",3.024024,3.846271,3.245389,89,413,194,3.37189466666667,2.19514811427296
"SDHAF4",10.262265,6.791209,11.929859,9.661111,166,94,98,"Sdhaf4",17.853587,14.898718,16.381298,49,175,109,16.3778676666667,0.613487868851113
"SDHB",113.410244,111.709295,128.428936,117.849491666667,616,454,478,"Sdhb",82.615797,81.494122,83.716353,535,1992,1157,82.6087573333333,1.42149573151572
"SDHC",121.986677,134.453972,135.896988,130.779212333333,855,642,631,"Sdhc",228.902249,226.282335,272.690986,508,1834,1094,242.62519,0.540909633906631
"SDHD",28.740235,21.354287,23.94761,24.6807106666667,489,244,287,"Sdhd",78.091826,68.662732,70.805795,550,1839,1072,72.5201176666667,0.349301816723153
"SDK1",7.70074,8.964808,10.041103,8.902217,1020,789,798,"Sdk1",0.810969,0.827608,0.612535,38,158,86,0.750370666666667,5.65721146301964
"SDK2",28.878778,15.382146,8.063055,17.4413263333333,1390,930,877,"Sdk2",5.095043,2.833196,3.377442,80,362,230,3.76856033333333,3.86727335804566
"SDR16C5",0,0,0.046422,0.015474,0,0,1,"Sdr16c5",0,0,0,0,0,0,0,1.015474
"SDR39U1",50.174458,76.440208,34.034873,53.5498463333333,315,235,248,"Sdr39u1",69.32719,78.882392,83.645671,262,1187,653,77.2850843333333,0.696810213565885
"SDR42E1",0.013595,0.011857,0.01336,0.0129373333333333,3,2,2,"Sdr42e1",1.354279,1.336469,1.660244,24,91,62,1.45033066666667,0.413388016202439
"SDR42E2",0.085541,0.028354,0,0.037965,4,1,0,"Gm5737",0,0.035356,0.188392,0,1,3,0.0745826666666667,0.965923825311408
"SDR9C7",0.161294,0,0.048292,0.069862,5,0,1,"Sdr9c7",0,0,0,0,0,0,0,1.069862
"SDS",0.356788,0.568579,0.285169,0.403512,7,6,4,"Sds",1.162434,1.09387,0.256317,4,9,4,0.837540333333333,0.763799288940778
"SDSL",4.957285,8.839283,8.230858,7.34247533333333,98,103,95,"Sdsl",6.523397,4.565038,3.405641,22,78,33,4.83135866666667,1.43062291486558
"SEBOX",0.117838,0,0,0.0392793333333333,1,0,0,"Sebox",2.404332,2.676576,2.984204,19,81,51,2.68837066666667,0.28177193326195
"SEC11A",80.248053,56.138054,67.2789,67.8883356666667,1229,683,767,"Sec11a",25.564808,26.133807,22.3672,87,321,170,24.688605,2.68166899941303
"SEC11C",66.322762,109.632461,124.70394,100.219721,640,691,712,"Sec11c",125.859848,122.608395,139.25815,300,1334,796,129.242131,0.777165731417586
"SEC13",55.178095,46.658769,53.23132,51.6893946666667,1186,736,762,"Sec13",27.56042,31.900675,32.915424,191,823,452,30.792173,1.65730711979539
"SEC14L1",50.512025,38.008603,58.98913,49.1699193333333,1542,965,1028,"Sec14l1",36.151859,34.402405,34.358524,719,2687,1714,34.9709293333333,1.39473514482825
"SEC14L2",7.565409,8.95132,8.300212,8.27231366666667,213,129,167,"Sec14l2",8.200515,12.035853,11.90211,121,680,381,10.712826,0.791637617315127
"SEC14L3",0.022393,0.040812,0,0.0210683333333333,1,1,0,"Sec14l3",0,0.060264,0.079865,0,4,3,0.0467096666666667,0.97550291723684
"SEC14L4",0.209359,0.086827,0.099592,0.131926,10,3,3,"Sec14l4",0.103346,0.196786,0.151423,2,4,4,0.150518333333333,0.983840037316514
"SEC14L5",0.637203,0.202945,0.22963,0.356592666666667,79,19,15,"Sec14l5",3.717818,5.257549,4.309099,134,795,358,4.42815533333333,0.249917805103342
"SEC16A",23.667576,21.084407,26.562603,23.7715286666667,2055,1550,1654,"Sec16a",13.677039,17.024467,21.29764,379,1692,1099,17.3330486666667,1.35119527128658
"SEC16B",1.858618,1.575154,1.426257,1.62000966666667,87,52,40,"Sec16b",0.033693,0.186,0.138658,1,17,7,0.119450333333333,2.3404429733521
"SEC22A",10.289498,11.376874,9.094692,10.253688,269,234,203,"Sec22a",7.142123,6.973507,8.864123,60,286,191,7.65991766666667,1.29951443341282
"SEC22B",21.406846,24.724262,25.227754,23.7862873333333,2545,2255,2081,"Sec22b",23.54932,26.19596,28.221038,365,1383,834,25.9887726666667,0.918392534535163
"SEC22C",16.876167,21.106985,21.40617,19.7964406666667,828,718,656,"Sec22c",5.16458,10.169382,13.45182,190,752,435,9.59526066666667,1.96280594889879
"SEC23A",190.706002,131.060971,179.621739,167.129570666667,2060,1235,1315,"Sec23a",29.594113,33.609431,32.636147,600,2231,1261,31.9465636666667,5.10309883506212
"SEC23B",22.390373,22.214373,24.553483,23.052743,691,556,622,"Sec23b",30.926993,28.169681,34.211623,271,988,622,31.1027656666667,0.749242082434497
"SEC23IP",38.620905,30.346367,36.254145,35.0738056666667,716,574,575,"Sec23ip",11.147354,8.570347,9.17189,249,866,554,9.62986366666667,3.39362825318142
"SEC24A",11.327652,7.400061,7.184444,8.63738566666667,1091,634,555,"Sec24a",3.549602,4.816013,5.092697,139,693,392,4.486104,1.75669029727958
"SEC24B",11.401477,8.939494,10.19125,10.177407,922,561,583,"Sec24b",33.483388,35.906101,38.990457,323,1333,817,36.1266486666667,0.301061566325414
"SEC24C",34.168576,35.403012,38.934831,36.1688063333333,2169,1479,1445,"Sec24c",31.045202,44.608201,42.484337,409,1857,1085,39.3792466666667,0.920492812561965
"SEC24D",33.240898,26.952454,36.319843,32.171065,1087,678,698,"Sec24d",12.701316,10.265216,5.065485,67,267,150,9.34400566666667,3.20679107001005
"SEC31A",154.240371,127.754078,130.784705,137.593051333333,3250,2043,2044,"Sec31a",31.846531,41.498315,35.944782,472,2175,1235,36.429876,3.70273872489808
"SEC31B",14.137944,6.674819,9.758338,10.190367,579,253,350,"Sec31b",0.03753,0.424068,0.253203,1,12,3,0.238267,9.03711961959739
"SEC61A1",104.509839,95.758946,137.839397,112.702727333333,3891,3093,3264,"Sec61a1",27.469536,19.546607,23.220155,407,1306,904,23.4120993333333,4.65763823835006
"SEC61A2",64.981386,73.469384,63.614957,67.3552423333333,747,559,585,"Sec61a2",23.600262,37.333784,38.732637,187,890,511,33.2222276666667,1.99739312703811
"SEC61G",166.142249,84.680126,106.516889,119.113088,598,230,263,"Sec61g",2.014331,3.148735,4.413055,23,99,64,3.19204033333333,28.6526556161475
"SEC62",95.072432,87.894334,73.945357,85.6373743333333,2111,1550,1539,"Sec62",96.280353,91.923233,89.991953,1578,4921,2984,92.7318463333333,0.924310975644603
"SEC63",87.540409,82.151304,76.866602,82.186105,2247,1626,1555,"Sec63",28.736844,26.448798,26.340803,582,1968,1259,27.1754816666667,2.95242885229587
"SECISBP2",20.549442,14.385509,19.273212,18.0693876666667,664,416,479,"Secisbp2",4.072776,5.973042,5.95943,77,385,224,5.33508266666667,3.01012451929067
"SECISBP2L",45.033205,31.753933,16.963629,31.2502556666667,2557,1546,1270,"Secisbp2l",20.099749,19.320068,19.826977,930,3212,1924,19.7489313333333,1.55430923880192
"SECTM1",0.698755,0.249448,0.277331,0.408511333333333,9,4,2,"Sectm1b",0,0,0,0,0,0,0,1.40851133333333
"SECTM1",0.698755,0.249448,0.277331,0.408511333333333,9,4,2,"Sectm1a",0,0,0,0,0,0,0,1.40851133333333
"SEH1L",12.087753,10.738319,13.025579,11.9505503333333,504,400,403,"Seh1l",12.782165,13.118722,13.382874,240,920,524,13.094587,0.91883148710447
"SEL1L",17.289023,17.441976,13.869035,16.2000113333333,1922,1476,1402,"Sel1l",40.386929,43.973244,44.072409,1194,4335,2529,42.8108606666667,0.392596974165812
"SEL1L2",0,0,0,0,0,0,0,"Sel1l2",0,0,0,0,0,0,0,1
"SEL1L3",54.962304,36.189422,41.821172,44.3242993333333,1414,1082,969,"Sel1l3",18.960508,17.454919,20.028087,567,1979,1293,18.8145046666667,2.28743034942382
"SELE",0,0,0,0,0,0,0,"Sele",0,0.013768,0.024319,0,1,1,0.0126956666666667,0.98746349265179
"SELENBP1",7.950151,1.043328,2.861091,3.95152333333333,123,14,23,"Selenbp2",1.603087,0.409685,0.140346,2,3,3,0.717706,2.88263726931927
"SELENBP1",7.950151,1.043328,2.861091,3.95152333333333,123,14,23,"Selenbp1",8.722265,7.910484,7.70532,41,205,104,8.11268966666667,0.543365736621705
"SELENOF",65.293784,69.645572,74.365003,69.7681196666667,1084,757,815,"Selenof",151.615929,131.094209,141.798431,873,2688,1650,141.502856333333,0.496608429385658
"SELENOH",53.897622,58.968658,81.621201,64.8291603333333,372,319,338,"Selenoh",29.810054,27.198169,25.847682,67,215,140,27.618635,2.30022013046161
"SELENOI",14.741743,11.490773,10.52771,12.2534086666667,2223,1329,1118,"Selenoi",14.474037,14.319369,18.974323,492,1765,1056,15.9225763333333,0.783179133342758
"SELENOK",39.612754,33.387433,35.059805,36.0199973333333,396,285,270,"Selenok",84.28037,85.628614,91.146606,381,1372,842,87.01853,0.420593224328256
"SELENOM",24.255659,16.28033,21.931945,20.8226446666667,161,109,100,"Selenom",140.575873,176.259945,194.528036,486,2308,1423,170.454618,0.12727942193232
"SELENON",36.234748,26.440618,28.791714,30.4890266666667,2276,1301,1335,"Selenon",7.564503,10.43653,11.022132,173,804,487,9.67438833333333,2.94996075497222
"SELENOO",6.633143,6.917006,9.335439,7.62852933333333,218,160,188,"Selenoo",11.127295,13.941333,12.105286,166,759,375,12.3913046666667,0.644338214095843
"SELENOP",15.064169,7.534157,4.985445,9.19459033333333,326,87,73,"Selenop",181.219013,173.762976,173.070307,2065,7628,4072,176.017432,0.0575908836669449
"SELENOS",22.212718,24.580739,25.928916,24.240791,419,320,312,"Selenos",46.589297,38.28223,43.171539,262,814,531,42.681022,0.577843416758884
"SELENOT",61.338351,68.211471,74.827775,68.1258656666667,1554,1395,1436,"Selenot",71.347158,65.26562,70.653128,1463,4864,3010,69.0886353333333,0.986263540985099
"SELENOV",1.340684,0.09543,0.322561,0.586225,11,2,2,"Selenov",0,0.877616,0.482452,0,7,2,0.453356,1.09142219800242
"SELENOW",641.33748,436.774484,576.735765,551.615909666667,2518,1364,1447,"Selenow",256.476602,270.524679,289.357128,898,3634,2187,272.119469666667,2.02334864790532
"SELL",0,0.184121,0.551033,0.245051333333333,0,1,3,"Sell",0.144104,0.120649,0.180248,1,6,5,0.148333666666667,1.08422435871572
"SELP",0,0,0,0,0,0,0,"Selp",0,0.032077,0,0,1,0,0.0106923333333333,0.989420783179319
