"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg__TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"SPATA45",0.688048,0.169244,0.158203,0.338498333333333,3,1,1,0,0.2976,0.269204,0.188934666666667,0,1,1,1.12579637120515
"SPATA46",0.57131,0.377921,0.435262,0.461497666666667,8,13,4,1.935658,0.20606,0.787032,0.97625,12,4,4,0.739530761121653
"SPATA48",0.042828,0,0,0.014276,1,0,0,0,0,0,0,0,0,0,1.014276
"SPATA5",0.983057,0.817219,0.597279,0.799185,117,144,114,0.925704,1.542967,0.983022,1.15056433333333,117,140,111,0.836610638478923
"SPATA5L1",5.084111,6.689947,7.003011,6.259023,59,108,122,8.270361,5.95195,6.796301,7.006204,75,55,64,0.906674748732358
"SPATA6",8.011945,9.941459,4.14751,7.36697133333333,151,211,163,25.256814,28.475306,21.413303,25.0484743333333,331,323,313,0.321207730873758
"SPATA6L",3.896857,2.604639,3.161719,3.22107166666667,81,63,104,0.8111,1.234852,1.293118,1.11302333333333,24,26,21,1.99764555368532
"SPATA7",14.86821,12.600455,12.359568,13.2760776666667,350,481,476,5.714357,5.640256,3.981717,5.11211,118,66,108,2.33570365498439
"SPATA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPATA8.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPATA9",0.895388,0.202248,0.664669,0.587435,9,5,10,0.411126,0.503671,1.142602,0.685799666666667,5,3,10,0.941651034454667
"SPATC1",0.03782,0.043654,0.126066,0.06918,1,2,5,0.038884,0,0,0.0129613333333333,1,0,0,1.05549932146143
"SPATC1L",10.029424,9.32999,10.808054,10.0558226666667,156,209,267,3.878356,2.991958,4.123777,3.664697,64,40,57,2.37010521083506
"SPATS1",0.862088,0.244779,0.199955,0.435607333333333,27,16,19,0.071328,0,0.027218,0.0328486666666667,5,0,2,1.38994935043727
"SPATS2",42.102657,47.388493,45.782777,45.091309,739,1167,1112,44.057058,59.611134,35.414056,46.3607493333333,615,553,477,0.973196362996734
"SPATS2L",24.00547,18.826546,29.08547,23.9724953333333,415,415,709,28.75027,45.024669,22.396815,32.0572513333333,468,581,388,0.755431692778167
"SPC24",0.603204,0.30921,0.218741,0.377051666666667,12,8,7,0.439938,1.547514,1.014089,1.00051366666667,9,25,11,0.688349042354289
"SPC25",0.283816,0.286604,0.139971,0.236797,5,7,4,0.690233,1.876205,0.795515,1.120651,10,25,6,0.58321572007841
"SPCS1",49.576583,46.508783,43.330763,46.472043,565,717,752,80.972407,54.646025,81.707605,72.4420123333333,885,492,776,0.646388102555487
"SPCS2",312.537555,378.889226,331.878645,341.101808666667,1003,1498,1303,233.011603,268.657232,237.826978,246.498604333333,658,573,613,1.38223732448172
"SPCS2P1",0.135835,0.100535,0.094483,0.110284333333333,1,1,1,0,0,0,0,0,0,0,1.11028433333333
"SPCS3",20.896454,16.881901,17.267082,18.348479,1511,1656,1732,35.429131,38.605682,34.562192,36.1990016666667,2264,1889,2018,0.520134362028802
"SPDEF",0.435437,0.255716,0.326059,0.339070666666667,12,10,14,0.037288,0,0.043735,0.0270076666666667,1,0,1,1.30385654375186
"SPDL1",22.131582,15.184784,12.442081,16.586149,259,272,281,14.523608,26.520369,9.01403,16.6860023333333,261,285,216,0.994354103801901
"SPDYA",0.754842,0.788097,0.575842,0.706260333333333,15,13,16,0.90335,2.736156,1.76989,1.803132,15,15,13,0.608697818487796
"SPDYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPDYE1",0.755141,0.336948,0.505885,0.532658,23,11,20,1.364883,0.925935,0.509261,0.933359666666667,40,21,13,0.792743340220021
"SPDYE1.1",0.829608,0.869382,0.503655,0.734215,42,52,35,1.749283,2.22837,1.073659,1.68377066666667,81,84,41,0.646185988072503
"SPDYE13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPDYE17",0.645972,0.360786,0.271923,0.426227,22,15,12,0.224444,0.668671,0.249322,0.380812333333333,6,17,6,1.03288981823984
"SPDYE2",3.044053,2.157912,0.557072,1.919679,72,73,19,5.877446,6.333245,2.762351,4.991014,131,115,58,0.487343044099046
"SPDYE21",0.213433,0.267988,0.073738,0.185053,3,6,1,0.119652,0.58543,0.122184,0.275755333333333,2,8,2,0.928903034176355
"SPDYE2B",0.30566,0,1e-06,0.101887,8,0,0,0,0,0.553264,0.184421333333333,0,0,12,0.930316745392405
"SPDYE3",0.931246,0.149358,0.105163,0.395255666666667,33,9,6,0.246448,0.203273,0.02956,0.159760333333333,8,6,1,1.2030551714564
"SPDYE4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPDYE5",1.503732,1.036929,0.468871,1.00317733333333,51,38,20,1.411376,1.67738,1.613401,1.56738566666667,40,43,41,0.780240132731649
"SPDYE6",1.094373,0.412146,0.506346,0.670955,51,26,33,2.209214,1.967021,0.787201,1.65447866666667,97,70,30,0.6294851870474
"SPDYE7P",0,0,0,0,0,0,0,0.07635,0,0,0.02545,1,0,0,0.975181627578136
"SPDYE8",1.006303,0.440319,0.600864,0.682495333333333,35,21,30,0.686372,0.474674,0.234335,0.465127,23,13,7,1.14836142759865
"SPECC1",34.036359,44.425575,31.158366,36.5401,582,653,747,5.83887,25.210055,29.202859,20.083928,336,351,279,1.7805078825919
"SPECC1L",18.230031,15.507404,12.069287,15.2689073333333,1432,1614,1289,21.044065,22.670565,16.296279,20.0036363333333,1296,1050,1115,0.774575748462857
"SPECC1L.ADORA2A",0,0.269799,0,0.089933,0,38,0,0.207138,0,0.106113,0.104417,20,0,9,0.98688538839949
"SPECC1P2",0,3.344767,0,1.11492233333333,0,1,0,0,0,0,0,0,0,0,2.11492233333333
"SPEF1",0.318473,0.649051,0.766507,0.578010333333333,8,21,28,0.228885,0.058346,0.108111,0.131780666666667,6,1,2,1.39427221175363
"SPEF2",4.423256,5.485101,3.795319,4.567892,239,419,401,1.600154,1.936674,1.771191,1.76933966666667,103,90,88,2.01054860370445
"SPEG",33.752838,25.692477,21.507069,26.984128,1033,1134,1264,10.089139,10.093858,10.16088,10.1146256666667,345,212,231,2.51777512255099
"SPEGNB",0.364913,0.114698,0,0.159870333333333,1,0,0,0.363879,0,0.431556,0.265145,4,0,1,0.916788457713016
"SPEM1",0.077481,0.054178,0,0.0438863333333333,1,1,0,0.077731,0,0,0.0259103333333333,1,0,0,1.01752199916107
"SPEM2",0,0,0,0,0,0,0,0.058144,0,0,0.0193813333333333,1,0,0,0.980987160840039
"SPEM3",0.033526,0,0,0.0111753333333333,2,0,0,0,0,0,0,0,0,0,1.01117533333333
"SPEN",14.487085,12.463801,11.383917,12.7782676666667,1386,1851,1248,12.638257,14.901215,15.456886,14.3321193333333,1103,1084,792,0.898653823852749
"SPESP1",0.156542,0,0,0.0521806666666667,1,0,0,0,0,0,0,0,0,0,1.05218066666667
"SPG11",36.73811,39.339113,37.859357,37.97886,663,921,849,31.921421,30.556829,41.124754,34.5343346666667,537,481,482,1.09693512952037
"SPG21",44.396737,41.549348,40.64985,42.198645,852,1184,1228,37.566686,33.507105,33.200129,34.7579733333333,672,539,581,1.20808426689357
"SPG7",65.047204,53.272622,46.842978,55.054268,1372,1794,1502,106.057449,90.56854,98.876008,98.5006656666667,2499,1846,2035,0.56335570847119
"SPHK1",0.696255,0.335274,0.631915,0.554481333333333,18,9,19,12.538416,17.382575,13.795634,14.5722083333333,320,305,310,0.0998240776169083
"SPHK2",22.653624,29.30776,24.578604,25.5133293333333,459,862,819,17.781872,15.8233,17.112875,16.9060156666667,380,262,326,1.48069396491648
"SPHKAP",0.839161,0.441095,1.327312,0.869189333333333,95,67,170,2.035939,2.843235,1.843603,2.24092566666667,219,239,178,0.576745512110378
"SPI1",0.1449,0.104119,0.094804,0.114607666666667,1,1,2,0,0,0,0,0,0,0,1.11460766666667
"SPIB",0.391812,0.415084,0.202079,0.336325,20,13,16,0.423499,0.172441,0.168441,0.254793666666667,10,7,8,1.06497588846613
"SPIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPICE1",4.198208,0.942413,2.179942,2.44018766666667,87,73,109,5.015294,6.704052,5.421253,5.713533,94,114,106,0.512425822091985
"SPICE1.1",0.277328,0.052501,0.113063,0.147630666666667,31,8,18,0.379724,0.878982,0.341627,0.533444333333333,41,76,33,0.748400604912731
"SPIDR",54.056639,56.737783,37.2176,49.3373406666667,304,381,358,43.386648,40.83783,59.465526,47.896668,222,170,201,1.02946361634839
"SPIN1",68.979899,69.509171,61.824498,66.7711893333333,3721,5421,4893,20.052984,27.512234,22.639189,23.401469,1205,1109,1177,2.77734055000268
"SPIN2A",1.249604,0.713108,0.744813,0.902508333333333,34,27,28,0.427965,0.595048,0.130204,0.384405666666667,13,17,4,1.37424194305282
"SPIN2B",17.193491,16.717675,14.003358,15.971508,235,286,258,7.400186,7.363392,8.113757,7.62577833333333,95,61,85,1.9675335191974
"SPIN2P1",0,0.245949,0,0.081983,0,3,0,0,0,0.13051,0.0435033333333333,0,0,1,1.03687546118684
"SPIN3",14.393864,16.958596,13.616913,14.989791,900,1388,1120,6.930189,5.854816,6.957019,6.58067466666667,301,244,318,2.10928336897367
"SPIN4",5.335091,4.359443,4.227778,4.64077066666667,331,365,359,1.456033,1.919049,1.541016,1.63869933333333,85,91,78,2.1377087549952
"SPINDOC",20.919411,21.161337,17.204507,19.7617516666667,389,548,542,16.436113,16.119905,17.881569,16.812529,282,259,265,1.16557012576185
"SPINK1",0.19948,0.147565,0,0.115681666666667,3,3,0,0.071984,0.521193,0,0.197725666666667,1,4,0,0.931500173801625
"SPINK13",0.158959,0,0.099908,0.086289,1,0,1,0,0.208493,0,0.0694976666666667,0,1,0,1.01570020567288
"SPINK14",0,0,0,0,0,0,0,0,0,11.436226,3.81207533333333,0,0,1,0.207810545498526
"SPINK2",0,0.226299,0.21264,0.146313,0,1,1,0,0,0.363923,0.121307666666667,0,0,1,1.02230015371933
"SPINK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPINK5",0.017271,0,0,0.005757,1,0,0,3.473289,3.13009,2.232904,2.94542766666667,129,124,102,0.254917105310848
"SPINK6",3.703483,6.545261,6.690667,5.64647033333333,15,27,28,0,1.446809,0,0.482269666666667,0,1,0,4.48398188453788
"SPINK7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPINK8",0,0.218175,0,0.072725,0,1,0,0,0,0.351884,0.117294666666667,0,0,1,0.96010929972517
"SPINK9",0.84373,0.147674,0.132932,0.374778666666667,5,1,1,0.875722,0.921149,0.730615,0.842495333333333,4,4,4,0.746150419919652
"SPINT1",4.034878,5.422562,10.059981,6.505807,90,159,294,1.014452,1.742029,0.725109,1.16053,19,15,10,3.47405821719671
"SPINT1.AS1",7.65249,4.521313,9.893118,7.35564033333333,15,11,30,0.313372,0,0.177213,0.163528333333333,2,0,1,7.18129511242385
"SPINT2",202.447748,191.138416,168.333065,187.306409666667,1216,1491,1553,96.854462,62.50245,116.329075,91.895329,585,376,561,2.02708157335518
"SPINT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPINT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPINT5P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPIRE1",16.685725,20.216897,15.712455,17.538359,935,1348,1283,11.602686,13.551283,11.846329,12.3334326666667,554,385,508,1.39036656676908
"SPIRE2",19.409491,23.981667,19.885548,21.0922353333333,480,803,808,14.438234,6.191928,13.21066,11.280274,332,151,259,1.7990018246607
"SPN",0.305462,0.239585,0.181098,0.242048333333333,22,27,19,0.14382,0.336849,0.188698,0.223122333333333,15,13,13,1.01547351355152
"SPNS1",30.108186,27.27444,20.95582,26.1128153333333,378,556,522,48.570926,52.944259,61.023702,54.179629,719,537,709,0.491355520591364
"SPNS2",19.248345,29.048415,24.140721,24.145827,569,1042,1012,9.691524,4.595007,9.832758,8.039763,244,94,217,2.78169095804835
"SPNS3",0.815074,1.180959,0.70582,0.900617666666667,4,11,6,0.212292,0.262072,0,0.158121333333333,4,1,0,1.64112136782444
"SPO11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPOCD1",1.441097,0.283044,0.931835,0.885325333333333,50,15,51,2.922208,6.613468,2.889466,4.141714,84,168,64,0.366672540194444
"SPOCK1",88.899265,64.994182,55.937077,69.943508,3640,3449,2944,138.31941,118.724037,129.015664,128.686370333333,4446,2674,4629,0.547039043637767
"SPOCK2",142.267095,137.384287,126.433218,135.361533333333,6972,8814,10035,119.785257,49.639164,104.005783,91.1434013333333,5040,1856,4292,1.47988386970911
"SPOCK3",18.311776,21.879646,8.117655,16.1030256666667,547,904,348,15.576874,6.868153,17.33832,13.2611156666667,425,163,415,1.19927683544721
"SPON1",4.942725,0.590931,0.494736,2.009464,367,34,29,4.411695,3.056038,2.898697,3.45547666666667,235,165,133,0.675452757392961
"SPON2",7.883074,1.586866,5.065654,4.845198,91,29,47,6.653444,10.151814,4.470724,7.091994,64,96,66,0.722343343309449
"SPOP",34.550167,34.43678,28.778036,32.5883276666667,610,854,745,26.500483,29.264515,29.98282,28.582606,505,346,439,1.13540800518611
"SPOPL",4.592208,3.485172,3.412731,3.830037,379,454,405,2.932428,3.613243,2.076576,2.87408233333333,209,217,165,1.24675641465889
"SPOUT1",11.317726,12.484338,7.963467,10.5885103333333,220,390,310,18.634626,14.515904,14.961127,16.037219,414,276,360,0.680187907036549
"SPP1",218.931629,30.989783,103.224482,117.715298,688,162,542,1495.605412,1357.992318,1970.938417,1608.17871566667,4503,3654,5440,0.0737738430444113
"SPP2",8.099342,2.850055,2.720171,4.55652266666667,19,9,9,11.982708,12.769291,8.514941,11.08898,26,22,16,0.459635359365858
"SPPL2A",8.167714,6.239136,7.625354,7.344068,235,273,275,23.651965,27.950766,30.228239,27.27699,590,574,505,0.295083316859397
"SPPL2B",41.807782,42.861095,31.977148,38.8820083333333,761,1061,965,76.180835,73.876964,62.000114,70.685971,1417,1032,1079,0.556343281356032
"SPPL2C",0.11855,0.042905,0.040531,0.0673286666666667,4,2,2,0,0.076219,0.105619,0.0606126666666667,0,2,3,1.00633218913094
"SPPL3",41.029801,40.736226,35.299904,39.021977,975,1445,1296,54.96992,71.842471,53.645966,60.1527856666667,1178,1248,1183,0.654458771807272
"SPR",4.198792,2.806886,4.65296,3.88621266666667,83,76,136,2.926633,3.02047,4.211274,3.38612566666667,56,46,70,1.11401565709814
"SPRED1",2.938643,3.349863,3.063186,3.11723066666667,330,514,481,23.094993,35.320735,15.209476,24.5417346666667,1649,1733,1297,0.161196203797382
"SPRED2",14.899879,18.433456,15.653549,16.3289613333333,686,1193,1128,10.926996,13.967772,10.366591,11.7537863333333,575,435,542,1.35873072360028
"SPRED3",23.767245,24.929701,23.468292,24.0550793333333,1298,2012,1931,8.970646,8.777097,9.329834,9.025859,411,308,391,2.49904565118394
"SPRING1",43.754051,50.051624,43.255058,45.686911,3644,4968,5044,12.397809,10.916593,12.52795,11.9474506666667,857,711,697,3.60587672445788
"SPRN",12.886641,10.225814,10.718179,11.276878,574,633,755,1.30584,0.882148,1.207328,1.131772,57,30,45,5.75900143167281
"SPRR1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPRR1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPRR2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPRR2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPRR2D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPRR2E",0.05506,0,0,0.0183533333333333,0,0,0,0,0,0,0,0,0,0,1.01835333333333
"SPRR2F",0.081157,0,0,0.0270523333333333,1,0,0,0,0,0,0,0,0,0,1.02705233333333
"SPRR2G",0.171034,0,0,0.0570113333333333,1,0,0,0,0,0,0,0,0,0,1.05701133333333
"SPRR3",0,0.112948,0.213653,0.108867,0,1,2,0,0,0,0,0,0,0,1.108867
"SPRR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPRTN",4.260437,5.305647,4.34747,4.63785133333333,153,203,169,6.779134,8.137542,6.033975,6.98355033333333,197,174,159,0.706183477016971
"SPRY1",1.369559,0.145063,0.494569,0.669730333333333,35,7,10,20.720865,26.484157,15.707665,20.9708956666667,474,514,357,0.075997372099244
"SPRY2",2.703823,1.952391,1.969234,2.20848266666667,94,92,100,23.25505,24.404872,23.909848,23.85659,794,672,712,0.129079759800788
"SPRY3",4.803877,9.063563,7.334149,7.06719633333333,435,1174,1040,0.901119,1.38863,1.379341,1.22303,105,99,105,3.62891923785704
"SPRY4",11.341793,8.228744,7.334114,8.968217,752,876,849,48.045786,50.967658,47.382949,48.7987976666667,3169,2617,2780,0.200169832748238
"SPRY4.AS1",3.36627,3.184315,14.664593,7.071726,19,26,16,2.550932,5.430744,2.23569,3.40578866666667,17,22,14,1.83207289561324
"SPRYD3",39.68992,34.357416,36.384678,36.8106713333333,1236,1527,1933,8.669546,8.980939,8.619281,8.75658866666667,335,169,263,3.87539873055357
"SPRYD4",1.174538,1.266507,1.183722,1.20825566666667,212,311,309,1.330373,1.145383,1.090099,1.18861833333333,230,159,167,1.00897247959329
"SPRYD7",20.502761,29.406015,17.873218,22.593998,294,432,412,4.586938,14.812641,9.669069,9.68954933333333,142,136,114,2.20720231174074
"SPRYD7P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPSB1",13.265001,7.01135,6.910317,9.06222266666667,444,360,342,8.200736,15.716664,5.439492,9.78563066666667,234,437,215,0.932928539613755
"SPSB2",2.349037,2.306458,1.547532,2.06767566666667,34,44,40,3.59271,4.433565,4.135377,4.053884,49,52,60,0.606993683801739
"SPSB3",4.504411,2.289449,2.995955,3.26327166666667,100,66,65,4.787363,8.007305,6.978905,6.591191,103,124,120,0.561607745960636
"SPSB4",7.662866,8.383584,8.501181,8.18254366666667,220,318,421,2.056968,1.533337,1.630706,1.740337,57,38,39,3.35088117507688
"SPTA1",0.00759,0,0,0.00253,1,0,0,0.007896,0.413556,0.274469,0.231973666666667,1,2,1,0.813759276781078
"SPTAN1",1358.792642,1359.221273,1089.021558,1269.01182433333,26658,38310,30872,919.486146,907.035599,689.178483,838.566742666667,15399,11022,12051,1.51269906225617
"SPTB",12.787528,12.023184,9.439913,11.416875,1336,1974,1694,0.288058,0.282207,0.185765,0.25201,15,12,16,9.91755257545866
"SPTBN1",124.667849,97.514759,83.049879,101.744162333333,19838,20982,18123,77.718342,100.433216,75.303707,84.4850883333333,10309,10478,8191,1.20189572633652
"SPTBN2",114.802659,149.891241,134.279503,132.991134333333,3237,6041,4732,59.473751,49.372915,56.603243,55.1499696666667,1645,961,1195,2.38630822293884
"SPTBN4",43.455001,37.879605,35.125937,38.820181,1317,1802,1792,9.484701,5.676941,9.476544,8.21272866666667,265,135,191,4.32230042159786
"SPTBN5",0.319212,0.440926,0.418884,0.393007333333333,41,79,47,3.619746,2.930909,2.579991,3.04354866666667,325,241,252,0.344501191445204
"SPTLC1",33.938332,33.087825,27.741305,31.589154,580,815,637,41.706776,40.996516,42.207444,41.636912,856,738,734,0.764341329409597
"SPTLC1P1",6.079899,17.406958,4.782168,9.42300833333333,3,10,3,22.523935,50.093624,31.359851,34.6591366666667,9,17,11,0.292295588386371
"SPTLC1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPTLC1P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPTLC1P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPTLC2",15.621104,14.726838,12.446909,14.2649503333333,1209,1382,1383,11.491607,18.794978,12.089725,14.1254366666667,1082,830,863,1.00922377778184
"SPTLC3",0.760854,0.297178,0.112143,0.390058333333333,26,16,8,0.716997,1.127595,0.490631,0.778407666666667,27,24,18,0.78163087091205
"SPTSSA",7.579837,8.22935,5.889599,7.23292866666667,305,448,328,9.184329,10.870763,9.156809,9.73730033333333,347,332,304,0.766759651968383
"SPTSSB",3.868083,19.85396,24.016653,15.9128986666667,50,115,97,24.227741,15.085837,9.30916,16.2075793333333,45,18,22,0.982874949406984
"SPTY2D1",2.606318,3.400888,2.740671,2.915959,224,324,237,6.058478,7.540216,4.171265,5.92331966666667,380,417,320,0.565618689955045
"SPTY2D1OS",9.303725,9.475362,8.699234,9.15944033333333,23,38,32,8.467257,9.606454,6.330126,8.13461233333333,19,16,18,1.11219173431808
"SPX",0.598993,1.321673,1.277589,1.066085,12,36,27,6.968514,16.734527,5.090508,9.59784966666667,121,229,69,0.194953227775861
"SPZ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SQLE",80.158769,58.777514,55.981256,64.972513,2343,2257,2021,47.017394,50.562897,48.37045,48.650247,1186,1104,1061,1.32874491037275
"SQOR",1.587776,0.165997,0.348593,0.700788666666667,12,1,12,0.320362,0.332164,1.223358,0.625294666666667,4,4,6,1.04644942332508
"SQSTM1",65.531118,50.139006,53.992942,56.5543553333333,1204,1565,1634,98.858732,75.579447,104.941913,93.1266973333333,2217,1728,2308,0.611456228295301
"SQSTM1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SRA1",26.447927,23.904838,24.519287,24.9573506666667,526,723,705,33.78408,40.428693,37.484852,37.2325416666667,736,564,658,0.67893343040015
"SRARP",0.044495,0.106866,0.043115,0.0648253333333333,2,7,3,0.087441,0.125298,0.09876,0.103833,4,5,4,0.964661623029329
"SRBD1",3.852361,2.560257,3.967951,3.46018966666667,171,188,214,4.444647,7.757437,5.845738,6.01594066666667,225,202,227,0.635722261429235
"SRC",37.514891,37.867033,25.207397,33.5297736666667,903,1321,1060,36.206252,31.680194,24.749715,30.8787203333333,683,624,578,1.08316059445339
"SRCAP",10.514372,9.075349,5.512588,8.36743633333333,1272,1416,1008,11.034369,10.825844,7.18246,9.680891,1055,970,754,0.87702761252159
"SRCIN1",19.720278,14.181981,12.735231,15.54583,1819,1724,1858,13.032111,12.639617,10.879336,12.183688,1016,624,795,1.25502287372092
"SRD5A1",26.850338,30.685189,34.581032,30.7055196666667,1514,2609,2568,4.325721,4.350504,4.94208,4.539435,349,309,323,5.7236017150967
"SRD5A2",0,0,0.056637,0.018879,0,0,6,0.07168,0.106909,0.145008,0.107865666666667,5,6,9,0.919677385675821
"SRD5A3",4.957099,5.054372,5.290997,5.10082266666667,95,124,146,6.896957,4.518235,7.258511,6.22456766666667,132,92,132,0.84445505228156
"SRD5A3.AS1",0.77473,1.703347,1.29986,1.25931233333333,9,25,19,2.541639,2.719367,2.891586,2.71753066666667,22,21,23,0.607745446081054
"SREBF1",48.293739,44.325628,32.822678,41.814015,491,611,638,109.928002,92.841373,96.14421,99.6378616666667,1086,722,948,0.425426517326142
"SREBF2",127.000701,102.383911,89.268806,106.217806,5762,7033,6630,82.072155,52.542187,72.140817,68.9183863333333,3093,1996,2860,1.53347083110361
"SREBF2.AS1",0.919458,0.985482,0.89627,0.933736666666667,38,57,60,1.082378,1.30533,0.689937,1.02588166666667,45,42,24,0.954516099574753
"SREK1",9.203122,5.281554,5.283419,6.589365,596,732,650,15.067554,25.473553,17.183972,19.241693,913,909,799,0.374937264387915
"SREK1IP1",6.491887,6.243772,5.500805,6.07882133333333,534,730,630,4.65918,7.891687,3.358891,5.30325266666667,260,240,215,1.12304261112173
"SREK1IP1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SRF",5.661936,6.296913,4.719153,5.559334,355,546,459,5.818468,7.449882,5.088058,6.11880266666667,357,362,269,0.921409723957325
"SRFBP1",1.823874,2.150214,1.709538,1.894542,60,76,68,3.480346,3.9101,2.494628,3.29502466666667,86,100,66,0.67392907483496
"SRGAP1",3.954566,3.257025,2.246509,3.1527,406,626,472,5.392376,11.081719,4.711541,7.06187866666667,763,454,583,0.51510326211806
"SRGAP2",21.813543,16.060428,16.533088,18.1356863333333,1249,1513,1684,39.930499,54.537841,38.437599,44.3019796666667,1935,1684,1766,0.42240287232775
"SRGAP2.AS1",0.006311,0.002037,0,0.00278266666666667,0,0,0,0.054043,0,0,0.0180143333333333,2,0,0,0.985037866199002
"SRGAP2B",5.783882,6.342869,8.035035,6.72059533333333,438,705,772,16.319478,18.515143,11.699743,15.5114546666667,1104,916,894,0.467590257139468
"SRGAP2C",3.922659,3.427847,3.543441,3.63131566666667,444,526,565,10.531729,12.482994,12.587386,11.8673696666667,954,820,967,0.359927148021887
"SRGAP3",27.817059,30.170353,20.039703,26.0090383333333,2501,4171,3360,6.583182,9.016323,6.562609,7.38737133333333,616,418,577,3.22020300043152
"SRGAP3.AS2",0,0.086009,0.042625,0.042878,0,1,1,0,0,0,0,0,0,0,1.042878
"SRGAP3.AS3",0.180002,0.04402,0.041372,0.0884646666666667,3,1,1,0,0,0,0,0,0,0,1.08846466666667
"SRGAP3.AS4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SRGN",0,0,0,0,0,0,0,0,0.41217,0.076344,0.162838,0,5,1,0.859965016623124
"SRGNP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SRI",114.871564,105.659483,113.031842,111.187629666667,1103,1429,1546,51.327476,55.880052,55.422692,54.2100733333333,537,455,496,2.03201377743747
"SRI.AS1",0,0.131694,0,0.043898,0,1,0,0,0.463192,0,0.154397333333333,0,2,0,0.904279635665594
"SRIP3",0,0,4.026759,1.342253,0,0,1,0,0,0,0,0,0,0,2.342253
"SRL",0.058222,0.02258,0.059658,0.04682,4,2,6,0.016824,0.018759,0.017891,0.0178246666666667,1,1,1,1.02848755221102
"SRM",51.848492,48.733028,60.399152,53.660224,419,659,799,85.077491,71.548315,83.174763,79.933523,719,549,634,0.675371860434149
"SRMS",0,0,0.061188,0.020396,0,0,2,0.047589,0,0,0.015863,1,0,0,1.00446221586966
"SRP14",269.882696,236.377805,234.238298,246.832933,1801,2186,2260,197.595469,228.634847,202.143604,209.457973333333,1282,1105,1221,1.17758870844713
"SRP14.AS1",3.162581,2.743975,2.873143,2.92656633333333,60,83,92,3.206998,2.880317,2.74231,2.94320833333333,56,44,46,0.99577957881167
"SRP14P2",0,0,0,0,0,0,0,0.654582,0.820324,0,0.491635333333333,1,1,0,0.670405143705812
"SRP14P3",0,0.545438,0.512516,0.352651333333333,0,1,1,0,0,0,0,0,0,0,1.35265133333333
"SRP14P4",0,0,0,0,0,0,0,6.056935,30.09363,13.723472,16.624679,1,4,2,0.0567386220197259
"SRP19",56.457273,58.00753,59.947832,58.137545,460,634,601,64.345631,82.8534,71.128291,72.775774,530,501,486,0.801584880695389
"SRP54",166.323816,155.09714,96.539208,139.320054666667,870,1054,976,205.827579,190.924247,296.47174,231.074522,896,830,872,0.604633604143184
"SRP68",65.265748,67.828788,50.071137,61.0552243333333,698,860,846,74.932437,66.259588,52.580676,64.5909003333333,682,603,647,0.946095022601738
"SRP68P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SRP68P2",5.403031,0,0,1.80101033333333,2,0,0,4.230429,0,0,1.410143,2,0,0,1.16217599260016
"SRP68P3",1.250018,0,0.442653,0.564223666666667,2,0,1,0.672359,0.791938,0.744702,0.736333,1,1,1,0.900877692623861
"SRP72",64.729256,66.057511,55.101774,61.962847,1685,2158,1988,44.060593,56.582754,40.689678,47.1110083333333,1129,1099,1039,1.30869938463494
