"Hs_symbol","Heart","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"LYAR",15.93998,15.93998,3.924037,5.385506,3.62608,4.31187433333333,67,71,60,3.18907770345722
"LYG1",1.70785,1.70785,1.354641,1.556759,0.871459,1.260953,17,16,10,1.19765868640348
"LYG2",0,0,0,0.119484,0.340364,0.153282666666667,0,1,2,0.867090114941466
"LYL1",0.59459,0.59459,0,0.28512,0.053458,0.112859333333333,0,4,1,1.43287651209587
"LYN",5.51574,5.51574,3.305995,3.295205,0.694116,2.431772,59,87,47,1.89865177523449
"LYNX1",9.7664,9.7664,3.539432,2.864525,2.969249,3.124402,210,120,174,2.61041479467811
"LYPD1",0,0,21.913565,53.548644,24.395447,33.2858853333333,816,1537,797,0.0291665211581333
"LYPD2",0,0,0,0,0,0,0,0,0,1
"LYPD3",0.0506,0.0506,0,0.492794,0,0.164264666666667,0,6,0,0.902372141042386
"LYPD4",0,0,0,0.041565,0.076083,0.039216,0,1,2,0.962263860448646
"LYPD5",0.31627,0.31627,0.146963,0.05676,0.452379,0.218700666666667,4,1,5,1.08006012961345
"LYPD6",0.16446,0.16446,10.132114,11.410418,11.459263,11.0005983333333,578,541,591,0.0970334951354509
"LYPD6B",0,0,3.275743,5.930874,4.506925,4.57118066666667,45,52,51,0.179495166255004
"LYPD8",0,0,0,0,0,0,0,0,0,1
"LYPLA1",83.26742,83.26742,113.805051,110.163908,99.543291,107.837416666667,628,470,430,0.774250460740753
"LYPLA2",4.9085,4.9085,55.73968,57.372563,53.746145,55.6194626666667,752,553,673,0.104354575648039
"LYPLAL1",183.90435,183.90435,15.301431,13.507248,14.105703,14.304794,119,83,104,12.0814661079398
"LYRM1",76.85347,76.85347,5.212058,5.794231,4.699415,5.23523466666667,93,85,76,12.4860529173347
"LYRM2",54.37304,54.37304,16.835309,15.125971,15.204977,15.7220856666667,528,456,515,3.31137162575235
"LYRM4",34.25831,34.25831,16.609695,15.51092,16.11719,16.0792683333333,221,161,189,2.06439229783555
"LYRM7",29.62812,29.62812,16.28639,15.957368,4.208852,12.15087,197,158,195,2.32898051611794
"LYSMD1",13.22006,13.22006,3.514933,3.751963,3.630899,3.63259833333333,107,84,97,3.06956463237514
"LYSMD2",11.73992,11.73992,1.046253,2.019881,1.565891,1.54400833333333,15,17,16,5.00781378467707
"LYSMD3",17.1165,17.1165,8.736797,13.064111,8.922852,10.2412533333333,437,521,450,1.61160855135963
"LYSMD4",6.85672,6.85672,3.755667,3.529749,4.463186,3.91620066666667,143,92,149,1.59812841922238
"LYST",7.88143,7.88143,5.268331,5.57944,5.637746,5.49517233333333,262,249,272,1.36738943082701
"LYVE1",27.35098,27.35098,10.064219,4.01183,8.132515,7.40285466666667,270,100,208,3.37397005239965
"LYZ",25.65578,25.65578,1.005384,0.277873,0.669622,0.650959666666667,15,4,9,16.1456276238527
"LYZL1",0,0,0,0,0,0,0,0,0,1
"LYZL2",0,0,0,0,0,0,0,0,0,1
"LYZL4",0,0,0,0,0,0,0,0,0,1
"LYZL6",0,0,0,0,0,0,0,0,0,1
"LZIC",65.9485,65.9485,12.948493,16.123162,12.970572,14.0140756666667,438,406,380,4.45904906078467
"LZTFL1",10.29773,10.29773,6.927999,7.186369,8.534013,7.54946033333333,191,178,207,1.32145533864301
"LZTR1",11.70197,11.70197,74.477851,60.854896,62.338524,65.8904236666667,1419,917,1089,0.189892204350467
"LZTS1",0.88555,0.88555,48.455482,50.156051,32.021434,43.5443223333333,837,674,646,0.0423297493649153
"LZTS2",4.78199,4.78199,9.849719,9.498174,10.435796,9.92789633333333,458,288,369,0.529103664935328
"M6PR",128.34214,128.34214,345.589408,227.305043,397.087262,323.327237666667,2123,1403,1999,0.398801349311691
"MAB21L1",1.02471,1.02471,0.033242,0.149361,0.08285,0.0884843333333333,1,5,3,1.86011864203833
"MAB21L2",0.03795,0.03795,15.247708,7.854799,14.917045,12.673184,581,242,502,0.0759113605141275
"MAB21L3",0.96146,0.96146,0.169373,0.027806,0.424867,0.207348666666667,2,1,2,1.62460112323256
"MACC1",0.03795,0.03795,0.202496,0.098107,0.099796,0.133466333333333,18,11,7,0.915730771594745
"MACF1",212.98849,212.98849,141.427092,163.963931,142.791069,149.394030666667,4820,5219,4265,1.42285228377371
"MACROD1",110.87141,110.87141,42.923705,11.39181,33.37305,29.2295216666667,50,19,53,3.70073371433322
"MACROD2",1.79641,1.79641,5.680982,2.814532,2.718032,3.73784866666667,127,96,97,0.590227801000539
"MAD1L1",3.09944,3.09944,30.174053,37.32043,32.550087,33.34819,252,210,226,0.119349520309513
"MAD2L1",3.44101,3.44101,4.002154,14.051156,5.433892,7.82906733333333,84,171,83,0.502998768990398
"MAD2L1BP",25.76963,25.76963,12.041389,11.158862,12.962011,12.0540873333333,193,153,192,2.05067036219716
"MAD2L2",6.38864,6.38864,12.656019,10.357424,13.996245,12.3365626666667,153,110,161,0.554013817853316
"MADCAM1",0,0,0.769713,0.747987,0.884048,0.800582666666667,17,10,10,0.555375778359153
"MADD",26.98411,26.98411,113.982373,135.479538,140.347705,129.936538666667,1390,900,1108,0.213722695627696
"MAEA",22.94851,22.94851,36.937016,43.168668,37.282891,39.129525,1110,919,985,0.596780300788509
"MAEL",5.6549,5.6549,0,0,0.065564,0.0218546666666667,0,0,2,6.51256995450103
"MAF",8.72904,8.72904,12.501991,14.318596,11.169287,12.6632913333333,804,718,670,0.712056836281078
"MAF1",80.37039,80.37039,28.927533,31.837797,29.560007,30.1084456666667,393,351,371,2.61570092160503
"MAFA",0.03795,0.03795,0.471889,0.083885,0.268624,0.274799333333333,5,2,7,0.814206575780031
"MAFB",4.33922,4.33922,4.233282,7.865004,4.247747,5.44867766666667,208,301,178,0.827955788145301
"MAFF",1.92292,1.92292,1.810943,4.116436,2.702045,2.87647466666667,59,87,73,0.754014988188581
"MAFG",4.55428,4.55428,8.987881,11.060497,10.96217,10.3368493333333,652,626,597,0.489931535357795
"MAFK",3.74463,3.74463,3.020929,3.754904,2.759154,3.178329,110,143,108,1.13553288886538
"MAG",0,0,2.142187,0.47729,1.776099,1.465192,43,9,39,0.405647917079075
"MAGEA1",0,0,0,0,0,0,0,0,0,1
"MAGEA10",0,0,0.155699,0.128246,0.029315,0.10442,6,4,1,0.905452635772623
"MAGEA11",0,0,0,0,0,0,0,0,0,1
"MAGEA12",0.0506,0.0506,0,0,0,0,0,0,0,1.0506
"MAGEA2",0,0,0,0,0.048185,0.0160616666666667,0,0,1,0.984192232426838
"MAGEA2B",0,0,0.182604,0,0,0.060868,1,0,0,0.942624341576897
"MAGEA3",0,0,0,0,0,0,0,0,0,1
"MAGEA4",0,0,0,0,0.111491,0.0371636666666667,0,0,1,0.964167982488138
"MAGEA6",0,0,0,0,0,0,0,0,0,1
"MAGEA8",0,0,0.039391,0,0,0.0131303333333333,1,0,0,0.987039837914898
"MAGEA9",0,0,0,0,0,0,0,0,0,1
"MAGEA9B",0,0,0,0,0,0,0,0,0,1
"MAGEB1",0,0,0,0,0,0,0,0,0,1
"MAGEB10",0,0,0,0,0,0,0,0,0,1
"MAGEB16",0,0,0,0,0,0,0,0,0,1
"MAGEB17",0.20241,0.20241,0.052774,0.37267,0,0.141814666666667,1,6,0,1.05306932473571
"MAGEB18",0,0,0,0,0,0,0,0,0,1
"MAGEB2",0,0,0,0,0,0,0,0,0,1
"MAGEB3",0,0,0,0,0,0,0,0,0,1
"MAGEB4",0,0,0,0,0,0,0,0,0,1
"MAGEB5",0,0,0,0,0,0,0,0,0,1
"MAGEB6",0,0,0,0,0,0,0,0,0,1
"MAGEC1",0,0,0,0,0.082249,0.0274163333333333,0,0,1,0.973315264276183
"MAGEC2",0,0,0,0,0,0,0,0,0,1
"MAGEC3",0,0,0.071998,0,0.128663,0.066887,2,0,2,0.937306387649301
"MAGED1",68.4154,68.4154,328.491416,334.910937,320.322364,327.908239,7144,5744,6719,0.211047920876193
"MAGED2",78.38422,78.38422,947.966387,897.54368,908.346551,917.952206,9343,6913,8393,0.0863855807534783
"MAGED4",0,0,269.857399,215.138068,246.959017,243.984828,3074,1983,2260,0.00408188543006426
"MAGED4B",0,0,218.39781,186.2764,228.088737,210.920982333333,3382,2445,2988,0.00471873992367158
"MAGEE1",3.44101,3.44101,4.755797,3.538057,4.897196,4.39701666666667,263,155,234,0.822863866148273
"MAGEE2",0.03795,0.03795,0,0.075316,0.171043,0.0821196666666667,0,2,5,0.959182271584874
"MAGEF1",40.83671,40.83671,28.197598,23.262402,30.631381,27.3637936666667,663,432,624,1.47500403125435
"MAGEH1",15.56046,15.56046,34.319965,32.264128,34.438504,33.674199,668,508,592,0.477601804154149
"MAGEL2",0,0,4.13496,3.07739,4.312617,3.84165566666667,266,154,235,0.20654091675389
"MAGI1",10.67726,10.67726,9.538389,8.580316,8.335118,8.817941,695,461,575,1.18937972839723
"MAGI2",3.13739,3.13739,7.976311,1.942863,1.683192,3.86745533333333,99,118,104,0.850010881798196
"MAGI3",5.17417,5.17417,1.454556,2.270419,1.585349,1.770108,140,154,143,2.22885533704823
"MAGIX",0.97411,0.97411,1.2745,0.407488,1.10136,0.927782666666667,22,13,16,1.02403140879643
"MAGOH",72.53956,72.53956,17.945026,26.319179,20.413018,21.5590743333333,107,129,120,3.25986602612226
"MAGOHB",21.44307,21.44307,9.601976,15.749071,16.577044,13.9760303333333,80,90,96,1.49859939519798
"MAGT1",61.29302,61.29302,25.762838,26.836832,26.48865,26.3627733333333,1564,1301,1389,2.27656090415786
"MAK",0.20241,0.20241,0.254224,0.378774,0.374586,0.335861333333333,13,16,14,0.900100908677148
"MAK16",14.42189,14.42189,5.421265,7.024366,5.103165,5.84959866666667,271,234,243,2.25150271577955
"MAL",8.61518,8.61518,112.27384,66.150441,141.299275,106.574518666667,1319,629,1408,0.0893815758524922
"MAL2",0.96146,0.96146,0.383118,0.060644,0.219175,0.220979,8,2,8,1.6064649760561
"MALAT1",684.57152,684.57152,1295.112913,3469.052382,951.671546,1905.278947,11214,21336,7948,0.359638614841189
"MALL",5.38923,5.38923,0.702604,0.436707,0.589818,0.576376333333333,18,12,14,4.05311210584444
"MALSU1",137.10913,137.10913,21.223069,21.519637,22.574827,21.772511,118,86,103,6.06472997202636
"MALT1",13.58694,13.58694,1.873058,4.741395,1.839675,2.81804266666667,153,212,127,3.82052828464987
"MAMDC2",26.89555,26.89555,5.670323,2.600951,3.7394,4.003558,173,104,163,5.57514272843445
"MAMDC4",0.73375,0.73375,8.60771,6.086157,8.139473,7.61111333333333,230,172,179,0.201338657719056
"MAML1",7.31215,7.31215,10.899137,13.083694,6.576752,10.1865276666667,452,439,383,0.74305005518096
"MAML2",4.28861,4.28861,4.527141,7.559719,4.305266,5.464042,506,682,427,0.81815835973838
"MAML3",1.30303,1.30303,8.870395,9.607459,8.140922,8.87292533333333,944,655,781,0.23326723562108
"MAMLD1",2.64401,2.64401,3.188359,2.321595,3.629285,3.046413,168,107,180,0.900553156585845
"MAMSTR",0.80965,0.80965,0.420375,0.145094,0.579501,0.381656666666667,11,3,13,1.30976822510175
"MAN1A1",21.96175,21.96175,1.185019,1.844019,0.926531,1.318523,87,107,59,9.90361104893072
"MAN1A2",13.34657,13.34657,8.221517,15.928667,11.238551,11.796245,893,786,755,1.12115468248693
"MAN1B1",14.68755,14.68755,115.006249,68.203412,104.545867,95.9185093333333,2756,1486,2422,0.161863302561181
"MAN1C1",11.71462,11.71462,5.541248,6.067686,6.744577,6.117837,222,174,221,1.78630390103061
"MAN2A1",9.41218,9.41218,33.330804,23.041306,32.927781,29.7666303333333,1803,1104,1896,0.338424451660512
"MAN2A2",24.80817,24.80817,276.539167,209.045444,232.057268,239.213959666667,4186,2635,3203,0.107438260606556
"MAN2B1",3.41571,3.41571,79.005005,70.077664,79.073297,76.0519886666667,977,688,835,0.0573081899171056
"MAN2B2",12.37246,12.37246,37.301706,25.695429,32.008829,31.6686546666667,1709,1059,1512,0.409336109382078
"MAN2C1",50.94468,50.94468,151.247628,135.030906,129.953854,138.744129333333,1074,787,890,0.371712788564418
"MANBA",15.35804,15.35804,21.533603,10.483484,19.038444,17.0185103333333,712,351,599,0.907846414458495
"MANBAL",23.63165,23.63165,17.331115,17.041015,18.679556,17.6838953333333,296,237,282,1.31833590161766
"MANEA",9.02,9.02,4.139823,3.739313,2.201701,3.360279,178,168,120,2.29801808553994
"MANEAL",0.37952,0.37952,22.012339,13.979013,22.989705,19.6603523333333,549,274,525,0.0667713685489423
"MANF",77.38481,77.38481,172.580166,205.52797,174.804272,184.304136,936,811,822,0.423006262526164
"MANSC1",11.57546,11.57546,5.199895,2.69119,3.999267,3.96345066666667,134,53,104,2.53361236859948
"MANSC4",0.10121,0.10121,0.093785,0.053759,0.112951,0.0868316666666667,2,1,2,1.01322958630515
"MAOA",108.72078,108.72078,1.64317,1.060434,0.960622,1.22140866666667,35,21,22,49.39243356993
"MAOB",295.93964,295.93964,0.216693,0.130506,0.029625,0.125608,3,4,1,263.803775381838
"MAP1A",25.25095,25.25095,24.131905,21.407566,19.205835,21.5817686666667,4039,2897,2834,1.16248423174884
"MAP1B",23.06237,23.06237,62.655228,56.837261,66.036663,61.8430506666667,11751,8567,10995,0.382896274842418
"MAP1LC3A",3.2386,3.2386,15.467277,8.928684,16.717558,13.7045063333333,163,82,159,0.288251771526094
"MAP1LC3B",173.74578,173.74578,62.382734,63.16554,71.277995,65.6087563333333,1890,1557,1914,2.62346558649904
"MAP1LC3B2",1.40424,1.40424,7.075362,1.748432,4.559011,4.460935,13,13,35,0.440261603553238
"MAP1LC3C",0.89821,0.89821,0.581481,0.784506,0.580089,0.648692,9,10,8,1.15134300402986
"MAP1S",0.0759,0.0759,24.752473,18.444367,22.868323,22.021721,290,206,232,0.0467341255677627
"MAP2",11.99294,11.99294,28.63941,34.027788,29.397153,30.688117,2139,1816,1938,0.410025625694326
"MAP2K1",43.0759,43.0759,11.442259,13.057191,14.277822,12.9257573333333,377,363,375,3.16506305150801
"MAP2K2",17.71109,17.71109,258.089839,249.098879,290.865348,266.018022,1309,900,1198,0.0700742588827956
"MAP2K3",7.18564,7.18564,9.103367,8.501639,8.479295,8.694767,144,126,135,0.844335918542446
"MAP2K4",31.13356,31.13356,14.343921,16.208526,14.340329,14.9642586666667,599,491,596,2.01284385770413
"MAP2K4P1",0.0759,0.0759,0.055064,0.169089,0.030406,0.084853,2,4,1,0.99174726898483
"MAP2K5",35.35892,35.35892,7.689974,4.598874,6.785494,6.358114,104,88,110,4.94133686974679
"MAP2K6",2.60606,2.60606,3.272092,4.136636,2.250054,3.219594,157,149,123,0.854598807373411
"MAP2K7",3.58017,3.58017,64.971497,200.097585,72.227712,112.432264666667,463,318,328,0.0403780177840876
"MAP3K1",6.73021,6.73021,4.411145,4.552588,4.904696,4.62280966666667,358,347,343,1.37479489050225
"MAP3K10",0.30362,0.30362,15.997941,19.302489,17.173427,17.4912856666667,204,156,196,0.0704991542232227
"MAP3K11",4.63018,4.63018,23.628706,25.006669,28.517398,25.717591,792,614,649,0.210729328104469
"MAP3K12",9.13386,9.13386,54.154537,51.129202,88.050624,64.4447876666667,1513,846,1299,0.154845945128821
"MAP3K13",19.73521,19.73521,4.995845,9.840879,8.334476,7.72373333333333,247,228,237,2.37687343339243
"MAP3K14",2.70727,2.70727,4.00527,2.98846,3.320476,3.43806866666667,210,150,180,0.835334078502316
"MAP3K15",25.90879,25.90879,0.314537,0.206647,0.095908,0.205697333333333,17,12,6,22.3180306168602
"MAP3K2",8.9441,8.9441,2.139306,2.841902,2.072538,2.35124866666667,360,347,308,2.96728204591602
"MAP3K3",19.46955,19.46955,8.792525,10.269671,7.277238,8.77981133333333,350,339,314,2.09304139950348
"MAP3K4",21.2027,21.2027,59.198456,48.53373,51.886133,53.2061063333333,524,379,384,0.409597764935696
"MAP3K5",41.65901,41.65901,1.099056,0.729584,0.146561,0.658400333333333,10,6,10,25.7229868702792
"MAP3K6",10.20918,10.20918,9.649668,13.763206,12.122065,11.8449796666667,194,189,176,0.87265066126094
"MAP3K7",35.06796,35.06796,11.658664,14.199259,11.723186,12.5270363333333,742,722,678,2.66636084292324
"MAP3K8",9.28567,9.28567,0.32309,0.44169,0.39026,0.385013333333333,8,10,9,7.42640504062536
"MAP3K9",0.72109,0.72109,3.093737,2.659461,2.86623,2.87314266666667,542,332,443,0.444365247583616
"MAP4",518.20115,518.20115,299.152527,356.239923,221.226558,292.206336,5523,5407,4756,1.7707705675228
"MAP4K1",1.34098,1.34098,11.83774,7.103149,9.421634,9.45417433333333,38,16,20,0.223927775198443
"MAP4K2",1.08797,1.08797,3.689727,8.015985,4.023067,5.24292633333333,162,129,160,0.334453730272539
"MAP4K3",55.18269,55.18269,60.92101,79.132528,49.048015,63.033851,548,568,492,0.877390460242661
"MAP4K4",93.74226,93.74226,104.856909,131.323951,95.687667,110.622842333333,6301,5872,5104,0.84877125523355
"MAP4K5",20.73462,20.73462,69.851696,80.287145,60.019637,70.052826,2037,1910,1795,0.305893814835739
"MAP6",4.9085,4.9085,33.751293,23.68015,40.031052,32.4874983333333,1072,529,1022,0.176438978546173
"MAP6D1",2.75787,2.75787,1.695942,2.744034,0.86498,1.76831866666667,44,36,7,1.35745571680332
"MAP7",2.01147,2.01147,1.871906,1.049195,2.214127,1.71174266666667,112,56,107,1.11052941601637
"MAP7D1",74.66489,74.66489,180.133754,151.658894,190.449791,174.080813,3183,1919,2717,0.432171228265887
"MAP7D2",0.32892,0.32892,12.918309,7.820351,13.910479,11.549713,619,347,626,0.105892461445134
"MAP7D3",19.72256,19.72256,9.653752,12.069822,13.508927,11.744167,249,252,218,1.62604272213319
"MAP9",5.80671,5.80671,1.730035,2.617993,1.795132,2.04772,174,196,169,2.23337773811242
"MAPK1",55.14474,55.14474,40.905961,45.836004,39.500417,42.080794,1849,1534,1696,1.30324292537412
"MAPK10",3.70668,3.70668,7.79017,7.330848,10.949351,8.690123,292,230,274,0.485719324718582
"MAPK11",0.60724,0.60724,11.401634,8.703984,11.327761,10.477793,394,232,329,0.140030404799947
"MAPK12",1.93557,1.93557,23.133464,16.248906,20.068762,19.817044,716,366,573,0.141017619984855
"MAPK13",0.27832,0.27832,3.382777,3.851143,3.674862,3.63626066666667,122,134,134,0.275722201987205
"MAPK14",30.9438,30.9438,10.518294,13.766759,10.939608,11.7415536666667,512,416,459,2.50705689711676
"MAPK15",0,0,3.395768,6.190124,1.89245,3.826114,39,51,22,0.207206046106661
"MAPK1IP1L",61.71049,61.71049,22.454537,25.938932,23.175713,23.856394,995,865,997,2.52291181094088
"MAPK3",37.71197,37.71197,45.566168,43.373316,46.053534,44.9976726666667,359,270,296,0.84160714566008
"MAPK4",22.025,22.025,1.41877,1.120393,1.102628,1.21393033333333,98,66,71,10.400056249888
"MAPK6",15.24419,15.24419,20.597984,23.178316,19.309074,21.028458,1240,1187,1148,0.737418388522701
"MAPK7",2.16328,2.16328,19.988748,22.014795,17.951156,19.9848996666667,325,265,305,0.150740773139111
"MAPK8",20.19064,20.19064,28.717717,30.210998,34.582455,31.17039,836,598,818,0.658700127663979
"MAPK8IP1",0.75905,0.75905,18.924506,9.955366,17.094411,15.324761,644,358,600,0.107753491766281
"MAPK8IP2",0.03795,0.03795,16.540703,10.134508,16.926988,14.5340663333333,1410,676,1228,0.0668176624025832
"MAPK8IP3",5.93321,5.93321,191.277349,139.761021,133.302788,154.780386,2950,1981,2345,0.0445063090291739
"MAPK9",38.87584,38.87584,11.665649,16.30059,14.771396,14.2458783333333,497,470,472,2.61551608429251
"MAPKAP1",137.13443,137.13443,38.335048,50.799876,47.235651,45.4568583333333,706,646,657,2.97339154983037
"MAPKAPK2",128.93672,128.93672,82.819521,121.884944,53.7352,86.146555,657,690,626,1.49101384443711
"MAPKAPK3",263.22473,263.22473,10.769291,9.694478,8.338677,9.60081533333333,281,199,224,24.9249441379446
"MAPKAPK5",28.24919,28.24919,15.544841,17.84559,17.274311,16.8882473333333,571,483,500,1.63510652860308
"MAPKBP1",8.1977,8.1977,42.791185,33.701769,36.264753,37.5859023333333,723,542,556,0.23836944178585
"MAPRE1",75.90467,75.90467,39.560565,41.910642,42.194028,41.221745,1498,1280,1424,1.82144698188102
"MAPRE1P3",0,0,0,0,0,0,0,0,0,1
"MAPRE2",151.278,151.278,42.828502,42.421215,40.580625,41.9434473333333,1845,1180,1753,3.54601247584983
"MAPRE3",47.71873,47.71873,33.489228,21.854496,31.655175,28.999633,675,362,540,1.62397753332516
"MAPT",15.75022,15.75022,61.890581,31.510887,46.475373,46.6256136666667,2990,1640,2933,0.351706124297639
"MARCKS",31.67755,31.67755,105.055162,137.621846,110.890522,117.855843333333,6331,6540,5797,0.274934316088736
"MARCKSL1",16.73698,16.73698,300.371675,295.022544,327.966041,307.786753333333,6290,4917,5961,0.057440870790377
"MARCO",1.23978,1.23978,0,0,0,0,0,0,0,2.23978
"MARK1",21.32921,21.32921,26.166168,28.537063,23.661161,26.121464,726,399,652,0.823304007482782
"MARK2",23.42924,23.42924,13.225062,11.422502,13.795264,12.814276,615,415,507,1.76840538005756
"MARK2P10",0,0,0,0,0,0,0,0,0,1
"MARK2P11",0,0,0,0,0,0,0,0,0,1
"MARK2P12",0,0,0,0,0,0,0,0,0,1
"MARK2P13",0,0,0,0,0,0,0,0,0,1
"MARK2P4",0,0,0,0,0,0,0,0,0,1
"MARK2P5",0,0,0,0,0,0,0,0,0,1
"MARK3",125.74873,125.74873,65.374377,90.718802,75.601229,77.2314693333333,1036,1040,915,1.62017575638189
"MARK4",12.82789,12.82789,47.214029,37.563157,42.170933,42.3160396666667,608,451,510,0.319232554647444
"MARS2",6.32539,6.32539,2.744439,2.770535,2.538756,2.68457666666667,122,100,99,1.98812256134355
"MARVELD1",10.57605,10.57605,31.736003,31.691261,40.761144,34.7294693333333,1021,783,973,0.323991657754633
"MARVELD2",0.69579,0.69579,0.183737,0.190781,0.057352,0.143956666666667,9,10,3,1.48239006722283
"MARVELD3",0.0253,0.0253,0.285329,0.297459,0.340797,0.307861666666667,10,9,12,0.783951411782847
"MAS1",0,0,0.034059,0.01676,0.040887,0.0305686666666667,5,2,6,0.970338059310944
"MAS1L",0,0,0,0,0,0,0,0,0,1
"MAS1LP1",0,0,0,0,0,0,0,0,0,1
"MASP1",190.50806,190.50806,0.097838,0.654286,0.047798,0.266640666666667,6,7,4,151.193677133373
"MASP2",3.47896,3.47896,3.181716,2.681332,2.991893,2.951647,115,78,95,1.13344132206141
"MAST1",0,0,52.210348,37.254675,39.098549,42.854524,1060,540,750,0.0228026645552007
"MAST2",47.56692,47.56692,26.901549,30.622426,17.859009,25.1276613333333,733,545,603,1.85883150353143
"MAST3",0.94881,0.94881,2.657019,8.084273,6.684709,5.808667,199,164,206,0.286224895416386
"MAST4",50.10973,50.10973,1.954926,4.787582,2.037682,2.92673,214,227,201,13.0158503385769
"MASTL",3.44101,3.44101,1.692091,4.08171,2.403016,2.72560566666667,99,150,102,1.19202363248857
"MAT1A",0.22771,0.22771,0,0,0,0,0,0,0,1.22771
"MAT2A",346.606,346.606,88.053819,84.761457,85.034727,85.950001,2924,2183,2541,3.99776878668466
"MAT2B",90.61752,90.61752,11.074021,9.334099,9.225914,9.87801133333333,274,223,232,8.42226737889652
"MATK",0,0,1.560801,0.912579,1.667173,1.38018433333333,10,5,11,0.420135527318402
"MATN1",0.0253,0.0253,1.111588,0.228104,0.705856,0.681849333333333,29,11,14,0.609626546016409
"MATN2",42.34215,42.34215,308.618015,213.062916,318.993706,280.224879,5626,3050,5185,0.154119188011101
"MATN3",0.59459,0.59459,1.357348,7.961388,2.145306,3.82134733333333,44,220,48,0.330735350464275
"MATN4",0,0,0.067032,0,0,0.022344,2,0,0,0.978144342804379
