"Hs_symbol","Heart","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"UBXN11",2.17593,2.17593,2.542304,2.361516,1.988811,2.29754366666667,75,91,67,0.963119922293675
"UBXN2A",18.60929,18.60929,4.430989,3.757657,2.42537,3.53800533333333,332,272,217,4.32112537549537
"UBXN2B",24.11238,24.11238,4.905064,3.937063,3.237788,4.02663833333333,319,323,238,4.99585972467351
"UBXN4",83.12826,83.12826,41.802762,15.391393,12.073917,23.0893573333333,1142,904,706,3.4923414035454
"UBXN6",9.99411,9.99411,57.618058,46.023988,41.219152,48.287066,1079,862,780,0.223062780811501
"UBXN7",9.24772,9.24772,2.767554,1.443594,2.105632,2.10559333333333,376,282,209,3.29976236425031
"UBXN8",8.29891,8.29891,3.458041,2.29934,2.369173,2.70885133333333,26,23,19,2.50722101380176
"UCA1",0,0,0.300592,0.370511,0,0.223701,4,7,0,0.817193088834609
"UCHL1",7.76758,7.76758,20.074591,23.493056,18.133272,20.566973,277,303,238,0.406528074199379
"UCHL3",70.43953,70.43953,11.946563,12.799767,9.886398,11.5442426666667,160,179,133,5.69500542187641
"UCHL5",66.17622,66.17622,8.034135,8.948961,8.548086,8.510394,160,214,174,7.06345289164676
"UCK1",12.05619,12.05619,29.993825,17.531863,18.882168,22.135952,442,313,317,0.564324735805123
"UCK2",9.05796,9.05796,24.799629,26.617862,25.075572,25.4976876666667,1030,917,826,0.379578781610164
"UCKL1",8.1977,8.1977,23.064716,19.321171,13.310677,18.5655213333333,561,480,333,0.470097363791175
"UCMA",0,0,0,0,0,0,0,0,0,1
"UCN",0,0,1.96447,1.340073,1.423352,1.575965,26,15,17,0.388204032275283
"UCN2",0.12651,0.12651,0.406138,0.575732,0.63749,0.539786666666667,12,16,18,0.731601347372796
"UCN3",0,0,0,0,0,0,0,0,0,1
"UCP1",0.25302,0.25302,0,0,0,0,0,0,0,1.25302
"UCP2",13.35922,13.35922,97.432058,94.258545,86.941282,92.877295,1390,1256,1175,0.152957325836881
"UCP3",1.23978,1.23978,2.471849,1.531019,1.610918,1.871262,48,33,36,0.780068137285974
"UEVLD",21.11415,21.11415,3.853952,2.513805,2.13408,2.83394566666667,166,123,101,5.76798732237294
"UFC1",154.6178,154.6178,41.76433,47.323976,41.407118,43.4984746666667,535,515,473,3.49714908579938
"UFL1",35.68784,35.68784,5.467394,3.571112,3.268252,4.10225266666667,336,240,218,7.190518070515
"UFM1",72.76727,72.76727,6.891992,5.844658,5.209128,5.981926,287,310,242,10.5654614500354
"UFSP1",0.30362,0.30362,0.978453,0.689028,0.865645,0.844375333333333,18,8,11,0.706808411736874
"UFSP2",94.60251,94.60251,22.455022,22.145785,17.228166,20.6096576666667,241,263,188,4.42406406777414
"UGCG",15.5225,15.5225,4.042577,2.520542,1.816644,2.79325433333333,153,178,127,4.35575855138635
"UGDH",11.25919,11.25919,4.307165,2.464896,2.734611,3.16889066666667,124,99,109,2.94063600612537
"UGGT1",24.4413,24.4413,7.179828,4.281411,3.878412,5.113217,827,512,473,4.16168770060019
"UGGT2",12.03089,12.03089,3.738188,2.2414,2.992928,2.99083866666667,180,159,147,3.26520089845777
"UGP2",525.85487,525.85487,326.199231,199.478356,179.997335,235.224974,2777,2731,1937,2.23030978087863
"UGT1A1",0,0,0.044395,0,0,0.0147983333333333,3,0,0,0.985417463896768
"UGT1A10",0,0,0,0,0,0,0,0,0,1
"UGT1A11P",0,0,0,0,0,0,0,0,0,1
"UGT1A12P",0,0,0,0,0,0,0,0,0,1
"UGT1A13P",0,0,0,0,0,0,0,0,0,1
"UGT1A3",0,0,0,0,0,0,0,0,0,1
"UGT1A4",0,0,0,0,0,0,0,0,0,1
"UGT1A5",0,0,0,0,0,0,0,0,0,1
"UGT1A6",0,0,0,0,0,0,0,0,0,1
"UGT1A7",0.15181,0.15181,0,0,0,0,0,0,0,1.15181
"UGT1A8",0,0,0,0,0,0,0,0,0,1
"UGT1A9",0,0,0,0,0,0,0,0,0,1
"UGT2A1",0,0,0.152284,0,0.146027,0.099437,1,0,1,0.909556436612557
"UGT2A3",0.26567,0.26567,0,0.04054,0,0.0135133333333333,0,2,0,1.24879462200793
"UGT2A3P7",1.54339,1.54339,0,0,0,0,0,0,0,2.54339
"UGT2B10",0.06325,0.06325,0.064477,0.039647,0,0.034708,3,2,0,1.02758459391442
"UGT2B11",0,0,0,0,0,0,0,0,0,1
"UGT2B15",0,0,0,0,0,0,0,0,0,1
"UGT2B17",0.55663,0.55663,0.0284,0,0,0.00946666666666667,1,0,0,1.54203209615639
"UGT2B28",0,0,0,0,0,0,0,0,0,1
"UGT2B4",46.58016,46.58016,0,0,0.142972,0.0476573333333333,0,0,1,45.4157657147439
"UGT2B7",0.16446,0.16446,0,0,0,0,0,0,0,1.16446
"UGT3A1",0,0,0,0,0,0,0,0,0,1
"UGT3A2",0,0,0.203633,0.163419,0.044303,0.137118333333333,3,6,2,0.879415950553372
"UGT8",0.65784,0.65784,0.089822,0.114568,0.022765,0.0757183333333333,4,7,1,1.54114692352862
"UHMK1",14.28273,14.28273,1.431592,1.013035,0.824104,1.089577,202,154,124,7.313791260145
"UHRF1",0.0506,0.0506,1.554557,1.344554,1.019302,1.30613766666667,125,111,83,0.455566905300392
"UHRF1BP1",12.09414,12.09414,2.800453,2.189092,1.669132,2.219559,575,441,334,4.06706011599725
"UHRF1BP1L",13.46043,13.46043,3.916516,2.553916,2.346295,2.938909,164,123,110,3.6711764602838
"UHRF2",21.70873,21.70873,14.629832,8.574384,4.339739,9.18131833333333,329,271,187,2.23043119334088
"UIMC1",37.93968,37.93968,26.396429,24.371236,17.920954,22.8962063333333,326,282,269,1.62953397107566
"ULBP1",0.60724,0.60724,0.031669,0.046716,0.032985,0.0371233333333333,2,3,2,1.54970961345002
"ULBP2",0.49338,0.49338,0.637444,0.384328,0.306573,0.442781666666667,15,9,7,1.03506998633427
"ULBP3",0.29097,0.29097,0.60972,0.56123,0.426995,0.532648333333333,21,36,27,0.84231325081096
"ULK1",9.02,9.02,13.661116,7.789891,6.77662,9.409209,1002,733,627,0.962609166556267
"ULK2",9.63989,9.63989,8.49189,6.289058,3.682814,6.15458733333333,330,285,227,1.48714237513442
"ULK3",20.14004,20.14004,14.132041,12.900719,13.459255,13.4973383333333,456,369,301,1.45820146525747
"ULK4",1.22713,1.22713,2.271697,1.429688,1.388962,1.69678233333333,41,32,19,0.825847148459763
"ULK4P1",0,0,0.166017,0.26809,0.523847,0.319318,1,2,4,0.757967374052351
"ULK4P3",0.22771,0.22771,0.728338,0.769612,0.627063,0.708337666666667,11,12,8,0.718657689258544
"UMOD",0.32892,0.32892,0,0,0,0,0,0,0,1.32892
"UMODL1",0.01265,0.01265,0,0,0,0,0,0,0,1.01265
"UMPS",6.91998,6.91998,5.942148,15.446461,4.235567,8.541392,102,84,66,0.830065466338664
"UNC119",10.91762,10.91762,15.31118,18.480141,17.593711,17.128344,312,273,229,0.657402573561049
"UNC119B",10.76581,10.76581,2.734122,2.321433,1.7599,2.27181833333333,260,205,159,3.5961073633367
"UNC13A",0.03795,0.03795,0.081815,0.126009,0.037546,0.08179,19,6,8,0.95947457454774
"UNC13B",22.53103,22.53103,6.506932,3.948222,3.447906,4.63435333333333,669,477,413,4.17634972602594
"UNC13C",0.10121,0.10121,0.034543,0.020871,0.012048,0.0224873333333333,8,5,3,1.076991336812
"UNC13D",2.01147,2.01147,75.530622,49.672659,91.56412,72.2558003333333,454,299,273,0.0411089631987776
"UNC45A",5.18682,5.18682,7.973259,6.202961,5.072816,6.41634533333333,420,306,286,0.834214120557852
"UNC45B",124.66076,124.66076,58.286556,36.321397,28.982434,41.1967956666667,5580,4241,3232,2.97796925133028
"UNC50",58.18093,58.18093,12.734069,11.960714,9.633421,11.4427346666667,189,165,133,4.75626392311829
"UNC5A",0,0,0.032262,0.034393,0,0.0222183333333333,2,1,0,0.978264591223988
"UNC5B",2.32774,2.32774,4.990861,3.870704,3.406053,4.089206,750,549,486,0.653881961154648
"UNC5C",1.91027,1.91027,0.286622,0.133755,0.070692,0.163689666666667,48,27,14,2.50089872185282
"UNC5CL",0.86025,0.86025,1.580847,1.671085,1.690636,1.64752266666667,73,86,65,0.70263798811669
"UNC5D",0.01265,0.01265,0.019706,0.005599,0,0.008435,1,1,0,1.00417974386054
"UNC79",0.48073,0.48073,0.196123,0.031533,0.066464,0.09804,27,6,12,1.34852100105643
"UNC80",0.0506,0.0506,0.550677,0.29911,0.17934,0.343042333333333,34,18,10,0.782253823222748
"UNC93A",0.0506,0.0506,0,0.029166,0,0.009722,0,1,0,1.04048441056053
"UNC93B1",3.188,3.188,1.54047,0.525641,0.779828,0.948646333333333,16,14,19,2.14918424567892
"UNC93B6",0,0,0,0,0,0,0,0,0,1
"UNC93B8",0,0,0,0,0,0,0,0,0,1
"UNCX",0,0,0,0,0,0,0,0,0,1
"UNG",30.34922,30.34922,6.397781,5.852869,4.677222,5.642624,268,235,187,4.7194030551782
"UNK",17.12915,17.12915,12.811396,8.229453,6.556487,9.199112,355,286,233,1.77752239606742
"UNKL",2.80847,2.80847,32.295985,26.86342,2.734885,20.63143,196,149,105,0.176061869233795
"UPB1",2.68196,2.68196,0.296767,0.167331,0.214014,0.226037333333333,19,10,12,3.00313856674294
"UPF1",4.49103,4.49103,10.962,8.703286,7.002885,8.88939033333333,937,665,597,0.555244541363874
"UPF2",21.21535,21.21535,2.014357,1.426868,1.308812,1.58334566666667,218,157,141,8.59944926714543
"UPF3A",57.39658,57.39658,43.037791,36.768387,29.230089,36.3454223333333,942,903,652,1.56368776549829
"UPF3B",12.38511,12.38511,4.69211,2.557239,2.825859,3.35840266666667,159,105,115,3.07110449026891
"UPK1A",0,0,0,0.057214,0.057967,0.0383936666666667,0,1,1,0.963025904433803
"UPK1B",0.16446,0.16446,0.054756,0.328718,0.381641,0.255038333333333,2,7,10,0.92782823366617
"UPK2",0,0,0.121009,0.064067,0.062754,0.08261,2,1,1,0.923693666232531
"UPK3A",0,0,0,0.052128,0.105242,0.0524566666666667,0,1,2,0.950157884568486
"UPK3B",0.35422,0.35422,0,0.020579,0,0.00685966666666667,0,1,0,1.34499379092551
"UPK3BP1",0,0,0,0,0,0,0,0,0,1
"UPP1",20.39305,20.39305,33.081742,31.019002,21.763466,28.6214033333333,1055,960,759,0.722215951731299
"UPP2",0.11386,0.11386,0,0.022099,0,0.00736633333333333,0,1,0,1.10571493521556
"UPRT",27.00941,27.00941,5.075918,3.242019,3.671084,3.99634033333333,118,90,86,5.6059852074395
"UQCR10",231.1297,231.1297,182.096019,170.56112,160.5993,171.085479666667,1859,1718,1593,1.34892089936722
"UQCR11",272.59895,272.59895,367.877472,364.678905,379.362495,370.639624,1747,1645,1683,0.736194238534694
"UQCRB",3756.64838,3756.64838,438.990679,425.998953,341.129078,402.03957,3355,3320,2698,9.3232740894399
"UQCRBP2",0,0,0,0,0,0,0,0,0,1
"UQCRBP3",0,0,0,0,0,0,0,0,0,1
"UQCRC1",465.2956,465.2956,361.673549,342.79499,276.451059,326.973199333333,4897,4261,3561,1.42174909702327
"UQCRC2",1111.61117,1111.61117,586.427151,459.290471,399.133865,481.617162333333,5037,4340,3383,2.30537008800268
"UQCRC2P1",0,0,0,0,0,0,0,0,0,1
"UQCRFS1",687.69626,687.69626,38.489732,42.063871,33.511678,38.0217603333333,2322,2570,2010,17.6490310564411
"UQCRH",2098.34651,2098.34651,401.160119,432.861665,402.249493,412.090425666667,2822,2930,2686,5.0820507558653
"UQCRHP1",0,0,0,0,0,0,0,0,0,1
"UQCRHP4",0,0,0,0,0,0,0,0,0,1
"UQCRQ",1018.32433,1018.32433,1771.299106,1588.925902,1193.604185,1517.94306433333,2094,1669,1565,0.67107474528506
"URB1",4.61753,4.61753,1.303994,0.957656,0.594971,0.952207,282,191,139,2.87752784412719
"URB2",2.82112,2.82112,0.661114,0.805061,0.328003,0.598059333333333,80,66,38,2.39110020529067
"URGCP",32.70226,32.70226,8.457621,6.543804,7.220125,7.40718333333333,561,470,394,4.00874569564519
"URI1",72.4257,72.4257,30.004953,27.428386,33.478452,30.3039303333333,315,310,314,2.3455744763722
"URM1",26.1112,26.1112,19.196934,17.391177,15.345573,17.311228,464,409,366,1.48057792737876
"UROC1",0,0,0,0,0,0,0,0,0,1
"UROD",45.92232,45.92232,49.326355,46.772147,34.082917,43.3938063333333,941,883,603,1.05695645125992
"UROS",116.03293,116.03293,35.134445,38.935726,32.231963,35.4340446666667,721,697,585,3.21218604935929
"USB1",29.09679,29.09679,19.894286,14.58943,17.577736,17.3538173333333,802,658,617,1.63981091526609
"USE1",12.49897,12.49897,11.186013,10.535436,8.285331,10.00226,172,141,114,1.22692701317729
"USF1",35.95351,35.95351,27.997536,21.211353,21.24569,23.4848596666667,364,299,280,1.50923919936972
"USF1P1",0,0,0,0,0,0,0,0,0,1
"USF2",83.0397,83.0397,85.334601,73.217849,70.982565,76.5116716666667,949,825,812,1.08421993995184
"USH1C",0,0,0.402826,0,0.196558,0.199794666666667,2,0,3,0.833475950329279
"USH1G",0,0,0,0,0,0,0,0,0,1
"USH2A",0.16446,0.16446,0.120482,0.00986,0.012509,0.047617,10,4,5,1.11153217254016
"USHBP1",1.16387,1.16387,0.053291,0.023181,0.042451,0.039641,4,1,3,2.08136270116319
"USO1",139.1712,139.1712,27.279524,12.444773,16.484248,18.7361816666667,891,787,616,7.10224512357127
"USP1",24.03648,24.03648,3.936453,3.280548,2.254009,3.15700333333333,240,219,144,6.02272309941216
"USP10",79.59869,79.59869,51.078037,40.164947,29.989616,40.4108666666667,609,520,402,1.94631739173132
"USP11",23.25213,23.25213,59.285515,60.155539,46.652535,55.3645296666667,1517,1303,1059,0.430272906443544
"USP12",18.34363,18.34363,3.311616,1.871178,2.051267,2.41135366666667,180,142,154,5.67036780413953
"USP13",91.42717,91.42717,9.719183,6.744956,5.557155,7.34043133333333,1524,1081,892,11.0818213478488
"USP14",68.20034,68.20034,10.804376,9.235746,5.896884,8.64566866666667,657,639,457,7.17423979522968
"USP15",88.89701,88.89701,29.720195,23.604668,16.529323,23.2847286666667,475,428,250,3.70179182291598
"USP16",79.86436,79.86436,8.061956,7.514454,5.191647,6.92268566666667,379,417,265,10.2066853845058
"USP17L2",0,0,0.07696,0,0,0.0256533333333333,3,0,0,0.974988300140398
"USP17L3",0,0,0,0,0,0,0,0,0,1
"USP17L5",0,0,0,0,0,0,0,0,0,1
"USP17L6P",0,0,0,0,0,0,0,0,0,1
"USP17L7",0,0,0,0,0,0,0,0,0,1
"USP17L8",0,0,0,0,0,0,0,0,0,1
"USP18",2.93498,2.93498,0.238795,0.615643,0.339939,0.398125666666667,9,22,12,2.81446803661187
"USP19",16.20565,16.20565,17.306538,13.101699,13.398458,14.6022316666667,806,565,494,1.10276852488731
"USP2",74.045,74.045,26.468569,22.085922,18.91452,22.4896703333333,1313,1058,906,3.19480856627887
"USP20",3.2639,3.2639,6.809977,5.662124,4.976875,5.81632533333333,236,190,160,0.62554232544456
"USP21",21.08885,21.08885,9.685026,7.675586,6.560015,7.97354233333333,214,179,144,2.46155299428947
"USP22",52.1465,52.1465,56.80212,31.944595,32.393973,40.3802293333333,3730,2796,2427,1.28434522611958
"USP24",38.2686,38.2686,10.441631,7.47307,3.299433,7.071378,524,372,252,4.86516676582363
"USP24P1",0,0,0,0,0,0,0,0,0,1
"USP25",76.33479,76.33479,18.712156,12.94982,13.334772,14.998916,513,383,333,4.83375186168863
"USP26",0,0,0.18727,0,0,0.0624233333333333,1,0,0,0.941244387830338
"USP28",133.95908,133.95908,51.228843,30.267727,30.982933,37.4931676666667,1426,1121,902,3.50605284471999
"USP29",0,0,0.187778,0.180449,0.200788,0.189671666666667,1,1,1,0.840568055892172
"USP3",12.43571,12.43571,9.042917,6.71438,5.4022,7.05316566666667,254,276,198,1.66837620832917
"USP30",13.42247,13.42247,4.385552,3.260763,2.59134,3.41255166666667,162,124,107,3.26851017041916
"USP31",13.78935,13.78935,2.000952,1.873113,1.329926,1.73466366666667,305,236,203,5.40810564029141
"USP32",14.90262,14.90262,23.266628,21.031025,13.505686,19.2677796666667,849,548,404,0.78462566011383
"USP32P1",31.17152,31.17152,0.42743,0.093018,0.298361,0.272936333333333,14,6,6,25.2734713885926
"USP32P2",0.70844,0.70844,0.055402,0.095492,0.137353,0.0960823333333333,4,7,10,1.55867852992795
"USP33",48.56633,48.56633,16.514567,11.038625,7.713515,11.755569,504,380,268,3.88585801229251
"USP34",123.6487,123.6487,38.887649,38.216117,36.339331,37.8143656666667,987,778,565,3.21140634038615
"USP35",2.82112,2.82112,4.561295,3.484256,3.70055,3.915367,299,200,224,0.777382441636606
"USP36",19.62136,19.62136,11.645321,9.179381,5.858237,8.894313,380,272,212,2.08416289236049
"USP37",4.22536,4.22536,3.906295,0.517086,0.417003,1.61346133333333,144,84,66,1.99940207010269
"USP38",14.51044,14.51044,3.312113,2.281365,1.468508,2.35399533333333,303,239,160,4.62446678021615
"USP39",44.91026,44.91026,29.172408,31.715452,21.150259,27.3460396666667,472,402,310,1.61963577769165
"USP4",53.29773,53.29773,25.733098,22.54837,21.320751,23.2007396666667,918,688,569,2.24363927499241
"USP40",18.82436,18.82436,7.634105,3.556144,3.454154,4.88146766666667,249,166,121,3.37064847135944
"USP41",0,0,0.130771,10.662433,5.351051,5.38141833333333,2,2,1,0.156704974938957
"USP42",4.8073,4.8073,1.278688,0.797094,0.701911,0.925897666666667,138,84,70,3.01537309095516
"USP43",0,0,0.203322,0.119934,0.019503,0.114253,13,9,1,0.897462246006966
"USP44",1.06267,1.06267,0,0,0,0,0,0,0,2.06267
"USP45",17.1418,17.1418,3.521339,2.053567,2.422645,2.66585033333333,89,73,84,4.94886543376794
"USP46",47.52897,47.52897,5.070339,3.190223,2.155512,3.47202466666667,318,272,203,10.8516776219332
"USP47",95.90554,95.90554,23.499794,21.463595,16.056524,20.339971,970,830,572,4.54103428725372
"USP48",48.28802,48.28802,25.971151,17.941081,16.341814,20.084682,760,608,436,2.33762216570304
"USP49",1.40424,1.40424,0.799988,0.63564,0.347761,0.594463,120,95,54,1.50786816627291
"USP5",19.70991,19.70991,40.583462,32.36892,22.607653,31.853345,1346,959,829,0.630374471762312
"USP50",1.91027,1.91027,4.441646,2.682149,2.833938,3.31924433333333,17,19,16,0.673791472628738
"USP51",2.4669,2.4669,0.3955,0.344496,0.327659,0.355885,29,25,24,2.55692776304775
"USP53",47.57957,47.57957,7.75969,3.542315,2.878655,4.72688666666667,464,279,204,8.48271894094872
"USP54",30.0962,30.0962,2.022854,2.950485,0.920688,1.96467566666667,100,80,48,10.4889045198536
"USP6",2.99823,2.99823,0.069276,0.058539,0.064622,0.0641456666666667,12,10,11,3.75722058101695
"USP6NL",4.12415,4.12415,2.742445,1.701501,1.651455,2.03180033333333,249,171,143,1.69013438769769
"USP7",80.67401,80.67401,77.770656,87.724729,34.107068,66.534151,1027,881,640,1.20937346202812
"USP8",43.22771,43.22771,12.499339,13.831822,9.44238,11.9245136666667,455,377,298,3.42200187493838
"USP8P1",0,0,0,0,0,0,0,0,0,1
"USP9X",41.02647,41.02647,33.787775,21.05976,14.125343,22.9909593333333,2546,1840,1343,1.7517627959799
"USP9Y",0,0,0.751988,0.721797,0.034192,0.502659,12,6,2,0.665486980079978
"USP9YP1",0,0,0,0,0,0,0,0,0,1
"USP9YP10",0,0,0,0,0,0,0,0,0,1
"USP9YP14",0,0,0,0,0,0,0,0,0,1
"USP9YP15",0,0,0,0,0,0,0,0,0,1
"USP9YP16",0,0,0,0,0,0,0,0,0,1
"USP9YP17",0,0,0,0,0,0,0,0,0,1
"USP9YP18",0,0,0,0,0,0,0,0,0,1
"USP9YP2",0,0,0,0,0,0,0,0,0,1
"USP9YP20",0,0,0,0,0,0,0,0,0,1
"USP9YP21",0,0,0,0.246515,0,0.0821716666666667,0,1,0,0.924067808095758
"USP9YP23",0,0,0,0,0,0,0,0,0,1
"USP9YP24",0,0,0,0,0,0,0,0,0,1
"USP9YP25",0,0,0,0,0,0,0,0,0,1
"USP9YP26",0,0,0,0,0,0,0,0,0,1
"USP9YP27",0,0,0,0,0,0,0,0,0,1
"USP9YP28",0,0,0,0,0,0,0,0,0,1
"USP9YP29",0,0,0,0,0,0,0,0,0,1
"USP9YP3",0,0,0.11423,0,0,0.0380766666666667,3,0,0,0.963319985999749
"USP9YP31",0,0,0,0,0,0,0,0,0,1
"USP9YP33",0,0,0,0,0,0,0,0,0,1
"USP9YP34",0,0,0,0,0,0,0,0,0,1
"USP9YP35",0,0,0,0,0,0,0,0,0,1
"USP9YP36",0,0,0,0,0,0,0,0,0,1
"USP9YP5",0,0,0,0,0,0,0,0,0,1
"USPL1",16.50926,16.50926,1.483081,1.175114,0.804797,1.15433066666667,145,106,76,8.12747099176357
"UST",3.07414,3.07414,1.015875,0.913204,1.502472,1.14385033333333,53,41,44,1.90038452622081
"UTF1",0,0,0,0,0,0,0,0,0,1
"UTP14A",12.34716,12.34716,3.070794,2.548599,2.774677,2.79802333333333,156,124,121,3.51423854689325
"UTP14C",16.193,16.193,2.278325,1.281499,1.754589,1.771471,246,141,190,6.20356482171381
"UTP15",12.49897,12.49897,1.668888,1.274079,1.809442,1.58413633333333,97,67,71,5.22378398766113
"UTP18",14.66225,14.66225,3.425024,3.046796,2.044786,2.83886866666667,43,40,42,4.0799129535212
"UTP20",5.94587,5.94587,0.736631,0.757154,0.405755,0.63318,144,106,78,4.25297272805202
"UTP23",13.53633,13.53633,4.357096,1.290813,0.692238,2.11338233333333,60,66,35,4.66898326118422
"UTP3",26.68049,26.68049,8.902345,7.378243,7.512395,7.93099433333333,319,270,270,3.09937381739092
"UTP6",55.61282,55.61282,30.804628,28.379295,26.530187,28.57137,424,369,278,1.91444698030561
"UTRN",37.67402,37.67402,39.675253,20.447573,17.77325,25.9653586666667,1149,629,472,1.43421122181501
"UTS2",10.75316,10.75316,0,0,0,0,0,0,0,11.75316
"UTS2R",0,0,0.02294,0,0.077907,0.0336156666666667,1,0,3,0.967477595637579
"UTY",0,0,0.01173,0,0.011185,0.00763833333333333,1,0,1,0.992419568529052
"UVRAG",15.35804,15.35804,6.714856,3.447538,2.989383,4.38392566666667,260,203,157,3.03831089297481
"UVSSA",3.60547,3.60547,2.559417,0.984249,0.68019,1.407952,214,102,80,1.91260872309747
"UXS1",41.5072,41.5072,11.258907,9.062219,6.887176,9.069434,247,245,195,4.22140906827534
"UXT",155.50336,155.50336,35.86429,30.029567,25.392599,30.4288186666667,267,215,181,4.97961319067926
"VAC14",8.61518,8.61518,10.062063,15.250176,14.626149,13.312796,398,336,304,0.671789076012821
"VAMP1",9.27302,9.27302,3.14955,3.467669,3.21942,3.27887966666667,115,117,82,2.40086676894162
"VAMP2",86.75903,86.75903,15.386348,16.700461,15.626918,15.9045756666667,558,653,586,5.19143643297997
"VAMP3",101.38333,101.38333,108.30033,71.897732,68.291879,82.8299803333333,779,794,697,1.22132117403455
"VAMP4",17.02795,17.02795,2.143091,1.876133,1.105728,1.70831733333333,43,51,41,6.6565131707855
"VAMP5",11.3098,11.3098,23.111754,26.906791,24.173497,24.7306806666667,224,248,216,0.478409419458032
"VAMP7",0,0,10.940048,5.908457,6.134893,7.66113266666667,229,231,210,0.115458339975395
"VAMP8",23.12562,23.12562,4.737069,3.493145,4.062246,4.09748666666667,47,33,38,4.73284612155271
"VANGL1",4.78199,4.78199,1.589513,2.368751,0.629363,1.529209,158,148,113,2.28608628231198
"VANGL2",3.99765,3.99765,4.602275,4.387704,2.659917,3.88329866666667,304,268,235,1.02341682152556
"VAPA",447.29354,447.29354,64.719074,55.71389,44.202609,54.8785243333333,937,929,763,8.02264457317779
"VAPB",62.29243,62.29243,10.559989,10.68265,11.353934,10.8655243333333,590,493,495,5.334145227969
"VARS2",15.01647,15.01647,5.700408,5.762887,4.087306,5.18353366666667,331,233,171,2.59018077096262
"VASH1",7.21094,7.21094,5.302241,4.958112,4.824348,5.02823366666667,761,655,530,1.3620805784956
"VASH2",1.42954,1.42954,0.937949,0.251373,0.360389,0.516570333333333,10,6,4,1.60199625866346
"VASN",0.40482,0.40482,2.935424,2.729834,2.000534,2.555264,191,156,119,0.395138026318158
"VASP",24.3907,24.3907,64.114591,63.078618,58.049766,61.7476583333333,539,583,492,0.404647769724209
"VAT1",51.223,51.223,47.719616,40.935073,41.762483,43.4723906666667,1207,981,922,1.17427912502897
"VAT1L",16.67372,16.67372,1.917352,1.811759,1.735016,1.82137566666667,156,142,114,6.26422075188617
"VAV1",0.59459,0.59459,0,0.100913,0.042735,0.0478826666666667,0,1,1,1.5217257148383
"VAV2",1.80906,1.80906,4.813189,3.857906,3.094388,3.92182766666667,516,389,308,0.570735139514231
"VAV3",0.98676,0.98676,0.17214,0.088833,0.324758,0.195243666666667,12,8,6,1.66222173386682
"VAX1",0,0,0,0,0,0,0,0,0,1
"VAX2",0,0,0.178179,0.049355,0.047542,0.091692,4,1,1,0.916009277341961
"VBP1",156.41421,156.41421,27.143538,19.330297,17.864577,21.4461373333333,382,435,341,7.01297544705984
"VCAM1",5.66755,5.66755,9.188989,7.247183,6.137165,7.52444566666667,540,404,322,0.782168162097891
"VCAN",23.41659,23.41659,28.391067,23.971439,18.955207,23.772571,1789,1191,748,0.985630034121206
"VCL",339.73663,339.73663,47.039817,26.212743,22.330351,31.8609703333333,4011,3067,2589,10.3690373882346
"VCP",257.21561,257.21561,158.010677,146.004886,115.174958,139.730173666667,6240,4940,4125,1.83482762276418
"VCPIP1",5.45249,5.45249,0.619826,0.36054,0.339179,0.439848333333333,106,67,62,4.48136782925053
"VCX",0,0,0,0.364058,0.277639,0.213899,0,4,3,0.823791765212757
"VCX2",0,0,0,0,0,0,0,0,0,1
"VCX3A",0.10121,0.10121,0.105756,0,0,0.035252,1,0,0,1.06371202373915
"VCX3B",0.13916,0.13916,0.126116,0.268315,0.198255,0.197562,2,3,2,0.951232587540353
"VCY",0,0,0,0,0,0,0,0,0,1
"VCY1B",0,0,0,0,0,0,0,0,0,1
"VDAC1",1065.73945,1065.73945,202.360349,158.618975,157.267289,172.748871,5246,4863,4394,6.13954751970734
"VDAC1P9",0,0,0,0,0,0,0,0,0,1
"VDAC2",670.51651,670.51651,220.26846,196.849626,146.319165,187.812417,3129,3017,2216,3.55652727013182
"VDAC3",874.08017,874.08017,388.329405,326.707556,306.069074,340.368678333333,2993,2852,2599,2.56344599121516
"VDR",0.17711,0.17711,0,0.02066,0,0.00688666666666667,0,2,0,1.16905907980375
"VEGFA",171.92407,171.92407,116.568766,78.223603,72.392825,89.0617313333333,3396,2273,2638,1.92006157820772
"VEGFB",178.59103,178.59103,133.510866,144.606347,159.598797,145.905336666667,960,783,780,1.22249493500361
"VEGFC",7.45131,7.45131,1.381055,1.180631,0.766347,1.10934433333333,55,48,32,4.00660521207775
"VENTX",0.56928,0.56928,0.101505,0.062744,0.04119,0.0684796666666667,5,3,2,1.46870366274323
"VENTXP2",0,0,0,0,0,0,0,0,0,1
"VEPH1",0.16446,0.16446,1.687402,1.284065,1.025078,1.33218166666667,46,42,22,0.499300726287046
"VEZF1",65.44247,65.44247,4.182974,3.322332,2.976482,3.49392933333333,355,243,234,14.7849387633154
"VEZT",57.34597,57.34597,21.536737,14.137177,14.465035,16.712983,605,454,417,3.29396635225134
"VGF",0.03795,0.03795,0,0.046016,0.132027,0.0593476666666667,0,2,5,0.97980109142639
"VGLL1",0,0,0,0,0,0,0,0,0,1
