"Hs_symbol","Heart","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"CRYZL1",55.13209,55.13209,58.947012,34.747598,49.148633,47.6144143333333,1.1546388199829
"CS",766.80158,766.80158,165.667748,178.449666,191.418929,178.512114333333,4.27715746567544
"CSAD",19.67196,19.67196,38.359292,24.692011,32.75303,31.9347776666667,0.627663566131255
"CSAG1",0,0,0,0,0,0,1
"CSAG2",0,0,0.095178,0,0,0.031726,0.969249587584301
"CSAG3",0,0,0.087467,0,0,0.0291556666666667,0.971670304492323
"CSAG4",0,0,0,0,0,0,1
"CSDC2",10.65195,10.65195,4.672909,3.515326,3.345791,3.84467533333333,2.40510440809725
"CSDE1",982.09251,982.09251,264.471144,236.122964,233.721904,244.772004,4.00001828523968
"CSE1L",59.88878,59.88878,24.872545,23.337237,29.571799,25.9271936666667,2.26123749670114
"CSF1",12.87849,12.87849,2.139266,2.195621,2.28415,2.20634566666667,4.32844472892661
"CSF1R",6.75552,6.75552,0.536266,0.335906,0.631581,0.501251,5.16603819081553
"CSF2",0,0,0.091799,0,0,0.0305996666666667,0.970308871954484
"CSF2RA",0,0,1.800223,2.050677,3.584653,2.47851766666667,0.287478775681557
"CSF2RB",0.64519,0.64519,0,0,0,0,1.64519
"CSF3",0,0,0.150192,0,0,0.050064,0.952322906032394
"CSF3R",1.85966,1.85966,0.151683,0.177573,0.17529,0.168182,2.44795759564862
"CSGALNACT1",49.50249,49.50249,5.438887,3.072853,1.97283,3.49485666666667,11.2356174501671
"CSGALNACT2",12.90379,12.90379,12.279382,9.085531,9.720782,10.3618983333333,1.22372068399955
"CSH1",0,0,0,0,0,0,1
"CSH2",0,0,0,0,0,0,1
"CSHL1",0,0,0,0,0,0,1
"CSK",2.53016,2.53016,39.997105,53.281894,46.722009,46.6670026666667,0.0740587786625952
"CSMD1",0,0,45.857983,17.841664,2.103407,21.9343513333333,0.0436027156585229
"CSMD2",0.11386,0.11386,5.380341,10.117226,10.315855,8.604474,0.115973035066782
"CSMD3",0.03795,0.03795,2.720309,1.64003,3.591904,2.65074766666667,0.284311624568593
"CSN1S1",0,0,0,0,0,0,1
"CSN1S2AP",0,0,0,0,0,0,1
"CSN2",0,0,0,0,0,0,1
"CSN3",0,0,0,0,0,0,1
"CSNK1A1",132.78256,132.78256,87.617292,88.32266,84.104419,86.681457,1.52577939027633
"CSNK1A1L",0,0,0,0,0,0,1
"CSNK1D",35.42218,35.42218,106.186206,69.664379,102.244505,92.6983633333333,0.388717355397421
"CSNK1E",33.76493,33.76493,136.308657,111.588814,129.805285,125.900918666667,0.273953335919638
"CSNK1G1",3.45366,3.45366,14.649752,18.96803,12.867997,15.4952596666667,0.269996355922779
"CSNK1G2",1.21447,1.21447,76.040317,80.710608,59.949334,72.2334196666667,0.030238516924097
"CSNK1G3",15.4719,15.4719,22.777219,22.330182,21.941863,22.3497546666667,0.705442101433071
"CSNK2A1",92.32537,92.32537,87.817487,77.576184,88.198984,84.530885,1.09113064830324
"CSNK2A2",31.98117,31.98117,33.500202,26.631976,30.798166,30.3101146666667,1.05337110231386
"CSNK2B",135.55308,135.55308,77.24698,68.92399,86.101994,77.4243213333333,1.74120830985068
"CSPG4",1.97352,1.97352,19.963663,9.766432,10.058546,13.2628803333333,0.208479628974428
"CSPG5",0.08856,0.08856,9.330537,8.819865,10.2138,9.454734,0.104121252630626
"CSPP1",8.72904,8.72904,4.214143,3.691214,4.361453,4.08893666666667,1.9118021381022
"CSRNP1",2.88438,2.88438,2.45416,1.078061,1.281342,1.604521,1.49139899428724
"CSRNP2",20.91174,20.91174,18.796168,24.556377,30.652928,24.668491,0.853643480639357
"CSRNP3",3.22595,3.22595,4.146397,5.990799,6.048607,5.39526766666667,0.660793295959518
"CSRP1",39.38187,39.38187,110.800637,130.546366,107.595297,116.3141,0.34422008948626
"CSRP2",32.94262,32.94262,94.97729,60.067025,16.835852,57.293389,0.58227220242762
"CSRP3",2097.78988,2097.78988,1.257415,0.136623,0,0.464679333333333,1432.93472655448
"CST1",0,0,6.82398,9.242739,11.003913,9.023544,0.0997651130179106
"CST11",0,0,0,0,0,0,1
"CST13P",0,0,0,0,0,0,1
"CST2",0,0,1.976119,2.733624,1.861064,2.190269,0.313453191564724
"CST3",104.8876,104.8876,122.40245,129.553267,134.746108,128.900608333333,0.815143218792984
"CST4",0,0,0,0,0,0,1
"CST5",0,0,0,0.129137,0,0.0430456666666667,0.958730793825901
"CST6",0,0,0,0,0,0,1
"CST7",0.75905,0.75905,0.077489,0,0.117138,0.0648756666666667,1.65188298978253
"CST8",0,0,0,0,0,0,1
"CST9",0,0,0,0,0,0,1
"CST9L",0,0,0,0,0,0,1
"CSTA",2.98558,2.98558,0,0,0,0,3.98558
"CSTB",56.91585,56.91585,57.011135,59.499074,68.400197,61.636802,0.924629740835108
"CSTF1",22.68284,22.68284,10.784864,9.769943,12.399509,10.984772,1.97607764252837
"CSTF2",8.65313,8.65313,7.493075,5.27581,5.702942,6.15727566666667,1.34871569149658
"CSTF2T",25.59252,25.59252,5.953909,4.204846,5.819715,5.32615666666667,4.20358226980362
"CSTF3",24.06178,24.06178,26.965258,25.306414,30.34445,27.5387073333333,0.878168016065946
"CSTL1",0,0,0.49387,0.65481,0,0.382893333333333,0.72312157119855
"CT45A1",0,0,0,0,0,0,1
"CT45A2",0,0,0,0,0,0,1
"CT45A3",0,0,0.10197,0,0,0.03399,0.967127341657076
"CT45A5",0,0,0,0,0,0,1
"CT45A6",0.92351,0.92351,0,0,0,0,1.92351
"CT47A1",0,0,0,0,0,0,1
"CT47A10",0,0,0,0,0,0,1
"CT47A11",0,0,0,0,0,0,1
"CT47A12",0,0,0,0,0,0,1
"CT47A6",0,0,0,0,0,0,1
"CT47A7",0,0,0,0,0,0,1
"CT47B1",0,0,0,0,0,0,1
"CT62",0.50603,0.50603,0.112119,0.051647,0.16934,0.111035333333333,1.35551944642625
"CTAG1A",0,0,0.072035,0,0,0.0240116666666667,0.976551373926404
"CTAG1B",0,0,7e-06,0,0,2.33333333333333e-06,0.999997666672111
"CTAG2",0,0,0,0,0,0,1
"CTAGE1",0,0,0,0,0,0,1
"CTAGE10P",0,0,0,0.018231,0,0.006077,0.993959706861403
"CTAGE11P",0,0,0,0,0.035706,0.011902,0.988237991426047
"CTAGE4",0.03795,0.03795,1.892914,2.056103,1.640779,1.86326533333333,0.362505698621946
"CTAGE7P",1.12592,1.12592,0.234103,0.39682,0.368753,0.333225333333333,1.59456916010197
"CTAGE8",0,0,0.137452,0,0,0.0458173333333333,0.956189927367813
"CTAGE9",0,0,0,0,0,0,1
"CTBP1",57.14356,57.14356,104.74024,100.136336,108.878533,104.585036333333,0.550679926049748
"CTBP2",22.49308,22.49308,44.313254,32.567443,31.8988,36.2598323333333,0.630520282266076
"CTBS",10.6393,10.6393,4.319457,2.991809,2.981619,3.43096166666667,2.62681126030956
"CTC1",16.76228,16.76228,26.188452,22.792099,29.1925,26.0576836666667,0.656459740560941
"CTCF",24.92203,24.92203,10.785775,11.651321,14.69446,12.3771853333333,1.9377790883563
"CTCFL",0,0,0.350023,0.182037,0.304977,0.279012333333333,0.781853289400128
"CTDNEP1",178.75549,178.75549,67.077894,54.291029,57.431956,59.600293,2.96624786946162
"CTDP1",1.63195,1.63195,6.152829,5.479495,4.883278,5.50520066666667,0.404591669782977
"CTDSP1",12.27125,12.27125,21.216398,11.563256,13.673103,15.4842523333333,0.805086559683619
"CTDSP2",53.37363,53.37363,58.794537,23.778978,24.374914,35.6494763333333,1.48361273993283
"CTDSPL",36.91497,36.91497,14.024815,8.540807,11.817795,11.461139,3.04265685504351
"CTDSPL2",13.38452,13.38452,13.658787,7.388658,13.70707,11.5848383333333,1.1430039559507
"CTF1",4.46572,4.46572,0.992476,0.175543,0.415034,0.527684333333333,3.57778101191498
"CTH",2.10003,2.10003,4.551121,1.85745,2.399398,2.93598966666667,0.787611315713989
"CTHRC1",1.68255,1.68255,14.194013,4.48104,2.337947,7.00433333333333,0.335137217340607
"CTIF",9.24772,9.24772,56.559234,69.101718,67.815772,64.4922413333333,0.156472275056866
"CTLA4",0.45543,0.45543,0.030131,0,0.044117,0.0247493333333333,1.4202790405979
"CTNNA1",538.5436,538.5436,625.273908,426.840259,509.892619,520.668928666667,1.03426439711297
"CTNNA2",0.43013,0.43013,48.437224,72.763404,67.385179,62.8619356666667,0.0223940910194877
"CTNNA3",21.01294,21.01294,1.425378,1.740626,2.032468,1.732824,8.05501561754434
"CTNNAL1",92.50249,92.50249,7.875709,4.113086,6.95423,6.31434166666667,12.7834457646564
"CTNNB1",144.13031,144.13031,270.687236,315.381998,373.357998,319.809077333333,0.452388414961226
"CTNNBIP1",23.55575,23.55575,25.318234,21.801833,21.39443,22.8381656666667,1.03010233016111
"CTNNBL1",40.16622,40.16622,24.715521,30.083579,33.5656,29.4549,1.35171089052993
"CTNND1",68.06118,68.06118,61.947275,52.794861,48.104199,54.2821116666667,1.24925003618561
"CTNND2",10.31038,10.31038,59.689538,79.304306,86.015215,75.0030196666667,0.148814876693123
"CTNS",8.53927,8.53927,11.435425,13.536114,13.02367,12.6650696666667,0.698076938697885
"CTPS1",13.005,13.005,19.566381,30.169513,30.724081,26.8199916666667,0.503414960284855
"CTPS2",13.16946,13.16946,14.708169,14.727892,17.127177,15.5210793333333,0.857659461232133
"CTR9",24.58046,24.58046,17.504627,23.294752,23.104246,21.3012083333333,1.14704367663187
"CTRB1",0,0,0,0.063939,0.186813,0.083584,0.922863386687142
"CTRB2",0,0,0.049812,0.21131,0.045428,0.102183333333333,0.907290075758721
"CTRC",0,0,0.958025,0.067841,0.025986,0.350617333333333,0.740402166712901
"CTRL",2.22654,2.22654,3.740665,1.425168,3.567611,2.911148,0.824959832765214
"CTSA",75.51249,75.51249,46.596218,70.227077,81.813507,66.2122673333333,1.13837091108001
"CTSB",380.87696,380.87696,236.366157,311.245545,289.024101,278.878601,1.36443786211437
"CTSC",18.45748,18.45748,131.021686,110.767126,154.169484,131.986098666667,0.146312134840279
"CTSD",37.83848,37.83848,197.919739,246.237078,282.928214,242.361677,0.159591602419801
"CTSE",0.15181,0.15181,0,0,0.186922,0.0623073333333333,1.08425308181374
"CTSF",61.15386,61.15386,36.453001,38.754532,33.647008,36.284847,1.66700053777879
"CTSG",0.39217,0.39217,0,0,0,0,1.39217
"CTSH",119.28418,119.28418,2.788449,1.698605,1.993389,2.16014766666667,38.0628352493655
"CTSK",14.15622,14.15622,5.893199,5.19117,2.78454,4.62296966666667,2.69541201508645
"CTSO",20.54486,20.54486,2.942467,2.173346,3.443945,2.85325266666667,5.5913436942192
"CTSS",9.817,9.817,1.974428,1.285518,1.255116,1.50502066666667,4.31812804738005
"CTSW",0.16446,0.16446,0.901006,0.41156,0.723603,0.678723,0.693658215202866
"CTSZ",149.02616,149.02616,8.8661,12.543859,17.856791,13.0889166666667,10.6485234847723
"CTTN",112.49071,112.49071,117.035223,90.406244,95.733704,101.058390333333,1.11201744049977
"CTTNBP2",0.8476,0.8476,5.276106,5.673187,8.892293,6.613862,0.242662659239161
"CTTNBP2NL",8.57723,8.57723,8.202311,12.278741,10.105669,10.1955736666667,0.855447901568004
"CTU1",0.21506,0.21506,0.884489,1.234586,1.096452,1.07184233333333,0.586463545247249
"CTU2",0.63254,0.63254,9.900549,21.538683,17.285676,16.241636,0.0946859103161672
"CTXN1",0,0,32.005287,43.767264,53.529695,43.1007486666667,0.0226753520117867
"CTXN2",0,0,2.862477,3.669375,3.885335,3.47239566666667,0.223593812920696
"CTXN3",0,0,1.209237,5.71635,8.80551,5.243699,0.160161468385968
"CUBN",0.21506,0.21506,5.646822,10.589128,9.771733,8.66922766666667,0.125662570154259
"CUEDC1",30.23536,30.23536,53.670227,52.407985,62.939608,56.3392733333333,0.544746352441858
"CUEDC2",24.11238,24.11238,57.739842,66.496426,88.183444,70.8065706666667,0.349722591774703
"CUL1",57.85201,57.85201,21.139737,28.828219,27.082805,25.683587,2.20555092536847
"CUL2",53.05736,53.05736,27.490037,29.449048,28.94987,28.6296516666667,1.82443454307681
"CUL3",109.08765,109.08765,76.502387,67.573407,102.836036,82.3039433333333,1.32151787292342
"CUL4A",154.02322,154.02322,39.736269,29.693079,27.617716,32.3490213333333,4.64850882580622
"CUL4B",24.27684,24.27684,18.664142,20.707096,26.329587,21.900275,1.10377888475138
"CUL5",28.74257,28.74257,14.50402,6.674047,7.292896,9.490321,2.83523926484232
"CUL7",2.23919,2.23919,14.996248,11.168208,12.817392,12.9939493333333,0.231470753740998
"CUL9",8.29891,8.29891,20.311849,23.070476,29.106958,24.1630943333333,0.369545568474932
"CUTA",67.98528,67.98528,114.08163,138.599023,165.323787,139.334813333333,0.491576383374959
"CUTC",93.41334,93.41334,11.503951,6.480877,9.143554,9.042794,9.40110292016345
"CUX1",111.02322,111.02322,16.744877,13.662323,16.596146,15.667782,6.72094343446536
"CUX2",0,0,2.59895,6.264893,6.172051,5.01196466666667,0.166334976242375
"CUZD1",0.797,0.797,0,0.118741,0.197521,0.105420666666667,1.62562547832469
"CWC15",100.66224,100.66224,44.441593,37.883889,44.597577,42.3076863333333,2.34744103431247
"CWC22",18.96352,18.96352,5.184042,5.204464,4.837854,5.07545333333333,3.28593092641646
"CWC25",19.17858,19.17858,10.795901,6.335586,8.07227,8.40125233333333,2.14637149228027
"CWC27",59.09178,59.09178,13.987868,15.340346,17.579106,15.6357733333333,3.61220237832847
"CWF19L1",18.7358,18.7358,9.432503,6.498476,6.900491,7.61049,2.2920646792459
"CWF19L2",13.33392,13.33392,2.380498,1.912681,2.143875,2.14568466666667,4.55669322227042
"CWH43",0,0,0,0,0,0,1
"CX3CL1",4.27596,4.27596,2.058214,1.06816,0.790171,1.305515,2.2884084467028
"CX3CR1",1.22713,1.22713,0,0,0.026247,0.008749,2.20781383674234
"CXADR",15.01647,15.01647,17.379818,27.419486,11.930262,18.9098553333333,0.804449340884211
"CXCL1",0.88555,0.88555,1.560767,0.871659,0.801383,1.07793633333333,0.907414712256984
"CXCL10",0.65784,0.65784,0.792184,0.36729,0.162186,0.440553333333333,1.15083555855852
"CXCL11",0.12651,0.12651,0.043897,0,0.14382,0.0625723333333333,1.06017253099946
"CXCL12",192.07675,192.07675,95.48425,38.888803,46.118692,60.163915,3.15671012883986
"CXCL13",0.16446,0.16446,0.175191,0,0,0.058397,1.10021097943399
"CXCL14",1.30303,1.30303,0.265622,0.839693,0.474576,0.526630333333333,1.50857083716621
"CXCL16",2.80847,2.80847,2.07441,1.600535,2.86424,2.17972833333333,1.19773439764508
"CXCL17",0,0,0.10175,0,0,0.0339166666666667,0.967195937777061
"CXCL2",4.99706,4.99706,0.501215,0,0.275241,0.258818666666667,4.76403802930578
"CXCL3",0.26567,0.26567,0.549649,0,0.089956,0.213201666666667,1.04324782497002
"CXCL5",0,0,0.344298,0,0,0.114766,0.897049246209518
"CXCL6",0.31627,0.31627,0.594837,0.907453,0.883327,0.795205666666667,0.733214040285449
"CXCL9",0.60724,0.60724,0,0.027177,0,0.009059,1.5928107276185
"CXCR1",0.13916,0.13916,0,0,0,0,1.13916
"CXCR2",0.43013,0.43013,0.021193,0.050725,0,0.0239726666666667,1.39664860845895
"CXCR3",0,0,0,0,0,0,1
"CXCR4",3.2133,3.2133,10.827439,0.566258,3.559238,4.98431166666667,0.704057581671186
"CXCR5",0,0,0,0,0,0,1
"CXCR6",2.13798,2.13798,0.094335,0.038821,0.073604,0.06892,2.93565467948958
"CXXC1",18.43218,18.43218,34.8533,26.679071,37.075205,32.869192,0.573742060336131
"CXXC1P1",0,0,0,0.040157,0,0.0133856666666667,0.986791142694275
"CXXC4",4.47838,4.47838,6.46109,7.115917,7.91172,7.162909,0.671130843183478
"CXXC5",25.66843,25.66843,94.659553,61.232191,102.711364,86.201036,0.305826985817003
"CXorf21",0.34157,0.34157,0.035487,0.092958,0,0.042815,1.28648897455445
"CXorf38",5.86996,5.86996,3.620478,2.762952,3.714277,3.36590233333333,1.57354871352673
"CXorf40A",20.48161,20.48161,16.515971,10.537855,14.473425,13.842417,1.44731211904368
"CXorf40B",27.36363,27.36363,17.358368,16.58611,19.43053,17.7916693333333,1.50937255742828
"CXorf51A",0,0,0,0,0,0,1
"CXorf51B",0,0,0,0,0,0,1
"CXorf56",22.58164,22.58164,14.532234,16.912086,20.794694,17.4130046666667,1.28070569833126
"CXorf58",0.73375,0.73375,0.039087,0.540668,0.545655,0.375136666666667,1.26078377664281
"CXorf65",0.18976,0.18976,2.964792,0,4.988826,2.651206,0.325853978110246
"CXorf66",0,0,0,0,0,0,1
"CYB561",5.23742,5.23742,13.708109,27.684429,26.407117,22.599885,0.264298745523548
"CYB561D1",3.3145,3.3145,6.938449,6.644945,8.583687,7.389027,0.514302791014977
"CYB561D2",1.74581,1.74581,5.228052,3.464405,5.908219,4.866892,0.468017819315576
"CYB5A",128.46865,128.46865,42.71194,31.006119,36.81436,36.8441396666667,3.42110168550183
"CYB5B",92.60369,92.60369,69.112001,60.788821,77.542681,69.1478343333333,1.33437747422404
"CYB5D1",39.25536,39.25536,9.375225,5.988676,8.095058,7.819653,4.56427934296281
"CYB5D2",7.26155,7.26155,12.700897,21.282444,19.132505,17.705282,0.441669363765807
"CYB5R1",260.82108,260.82108,41.127721,34.655321,38.289414,38.024152,6.70920613470345
"CYB5R2",2.87173,2.87173,6.084414,8.92488,10.008589,8.33929433333333,0.414563441499131
"CYB5R3",90.14944,90.14944,80.068703,78.271226,80.672383,79.6707706666667,1.12989425099992
"CYB5R4",18.21712,18.21712,6.143541,5.363915,10.017383,7.17494633333333,2.35073347474371
"CYB5RL",2.71992,2.71992,5.035766,2.875901,2.902882,3.60484966666667,0.807826589199546
"CYBA",1.60665,1.60665,86.659417,100.445712,149.652367,112.252498666667,0.0230162692275081
"CYBB",10.52545,10.52545,0.152846,0.734132,0.329594,0.405524,8.20010899849451
"CYBRD1",102.4713,102.4713,18.037269,7.092855,8.517815,11.2159796666667,8.4701598089868
"CYC1",75.33538,75.33538,44.492835,49.091071,49.046059,47.5433216666667,1.57252073774789
"CYCS",1712.5484,1712.5484,117.620106,125.260182,130.678797,124.519695,13.6516297302985
"CYCSP52",0,0,0,1.086291,1.221502,0.769264333333333,0.565206668760443
"CYFIP1",14.6243,14.6243,43.866742,27.297294,24.597296,31.920444,0.474607815131533
"CYFIP2",19.33039,19.33039,74.272645,101.953282,100.009413,92.0784466666667,0.218422102302667
"CYGB",12.11944,12.11944,31.003736,19.910824,22.606583,24.5070476666667,0.514345688746442
"CYHR1",2.92233,2.92233,23.679185,21.657317,24.612256,23.3162526666667,0.161304871016447
"CYLC1",0,0,0,0,0,0,1
"CYLC2",0.03795,0.03795,0,0.042987,0,0.014329,1.02328731604834
"CYLD",23.99852,23.99852,9.024207,8.795248,10.453731,9.42439533333333,2.3980786607415
"CYMP",0,0,0,0,0,0,1
"CYP11A1",0.56928,0.56928,1.184998,1.041433,0.400964,0.875798333333333,0.836593130569295
"CYP11B1",0,0,0,0,0,0,1
"CYP11B2",0,0,0,0,0,0,1
"CYP17A1",0.41748,0.41748,0,0,0.193189,0.0643963333333333,1.33172198701674
"CYP19A1",1.46749,1.46749,0.146572,0.35229,0.387984,0.295615333333333,1.9044927429592
"CYP1A1",0.39217,0.39217,1.331007,1.990054,2.719505,2.013522,0.461974394081079
"CYP1A2",0,0,0.104239,0.200696,0.10984,0.138258333333333,0.878535188994882
"CYP1B1",8.98205,8.98205,8.345412,3.082035,2.939845,4.78909733333333,1.72428436166099
"CYP20A1",15.53515,15.53515,3.646775,3.328133,4.551934,3.84228066666667,3.41474423690985
"CYP21A1P",0.37952,0.37952,0.877691,0.732929,0.867424,0.826014666666667,0.755481336038922
"CYP21A2",0.13916,0.13916,0.363957,0.648898,0.52425,0.512368333333333,0.753229206729842
"CYP24A1",0,0,0.337776,0.548205,0.596094,0.494025,0.669332842489249
"CYP26A1",0,0,6.452,0,14.943571,7.131857,0.122973141313233
"CYP26B1",0.78435,0.78435,2.591524,1.769605,0.795468,1.71886566666667,0.656284722660688
"CYP26C1",0,0,0.975085,0,0,0.325028333333333,0.754700842875058
"CYP27A1",6.26213,6.26213,3.967919,3.964838,3.245854,3.72620366666667,1.53656729844694
"CYP27B1",0.03795,0.03795,0.781594,0.926154,0.942714,0.883487333333333,0.551078832137974
"CYP27C1",0.25302,0.25302,8.42945,3.403896,4.588986,5.47411066666667,0.193543185236459
"CYP2A13",0,0,0,0.042875,0,0.0142916666666667,0.985909707102658
"CYP2A6",0,0,0.249932,0.71743,0.36565,0.444337333333333,0.692359033392938
"CYP2A7",0,0,0.157364,0.499294,0.280489,0.312382333333333,0.761973073395532
"CYP2B6",0,0,0.06737,0.123615,0.143374,0.111453,0.89972315518515
"CYP2C18",0.15181,0.15181,0,0,0,0,1.15181
"CYP2C19",0.10121,0.10121,0.040008,0.056978,0.057606,0.0515306666666667,1.04724477840558
"CYP2C8",0.58194,0.58194,1.52283,3.078811,3.093768,2.56513633333333,0.443724966478608
"CYP2C9",0.39217,0.39217,0.26461,0.088124,0,0.117578,1.24570276079164
"CYP2D6",0.35422,0.35422,2.444289,4.38415,3.606747,3.47839533333333,0.302389561261005
"CYP2E1",1.48014,1.48014,3.305716,3.042188,3.572613,3.306839,0.575860857580235
"CYP2F1",0.48073,0.48073,0.053655,0,0.298047,0.117234,1.32535350696452
"CYP2G1P",0.17711,0.17711,0.180814,0.029171,0.177977,0.129320666666667,1.04231688549045
"CYP2J2",256.87404,256.87404,1.220219,0.122699,0.494207,0.612375,159.934283277773
"CYP2R1",14.19417,14.19417,21.582243,26.43233,31.736148,26.5835736666667,0.550841242821316
"CYP2S1",0.13916,0.13916,0.188439,0,0,0.062813,1.07183483830175
"CYP2U1",12.67608,12.67608,4.742433,6.262769,7.335812,6.11367133333333,1.92250658755015
"CYP2W1",0,0,0.503634,0.224076,0.077624,0.268444666666667,0.788367065808152
"CYP39A1",6.18623,6.18623,0.413282,1.290852,0.471072,0.725068666666667,4.16576460917691
"CYP3A4",0.45543,0.45543,0,0.032202,0.087401,0.0398676666666667,1.3996300170246
"CYP3A43",0.10121,0.10121,0.071941,0.110962,0.074355,0.0857526666666667,1.01423651427059
"CYP3A5",1.53074,1.53074,1.523471,1.512927,1.257004,1.431134,1.04097100365508
"CYP3A7",0.0506,0.0506,0.239179,0,0,0.0797263333333333,0.973024337339801
"CYP46A1",1.32833,1.32833,9.306125,9.04226,11.276892,9.87509233333333,0.214097492566883
