"Hs_symbol","Heart","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"MMAA",5.56634,5.56634,1.830379,2.753573,1.54223,2.04206066666667,2.15851711044115
"MMAB",27.7052,27.7052,15.213774,16.976926,21.200051,17.796917,1.5271227723142
"MMACHC",16.66107,16.66107,3.843815,3.019147,3.188178,3.35038,4.05966145486141
"MMADHC",224.37419,224.37419,79.496747,76.164499,93.858353,83.1731996666667,2.67750532108203
"MMD",18.77375,18.77375,29.97027,32.114707,37.369271,33.151416,0.579002346491285
"MMD2",0,0,0.023952,0.251232,0,0.091728,0.91597907171017
"MME",2.20124,2.20124,11.180574,0.716608,1.175669,4.357617,0.597511916212002
"MMEL1",0,0,0.831178,1.229743,1.606874,1.22259833333333,0.449923850388322
"MMGT1",33.3854,33.3854,11.155716,12.442816,14.322206,12.640246,2.52087828914522
"MMP1",0,0,0.209136,0.903772,1.172561,0.761823,0.567593906992927
"MMP10",0,0,0.371385,2.665006,0.543475,1.19328866666667,0.455936336697434
"MMP11",0.46808,0.46808,14.742386,11.727703,18.803409,15.091166,0.0912351534997526
"MMP12",0,0,0,0,0,0,1
"MMP13",0,0,0.086022,0.055911,0,0.047311,0.954826216854401
"MMP14",8.32421,8.32421,72.533508,43.741666,57.930249,58.0684743333333,0.157854254832822
"MMP15",2.65666,2.65666,54.118642,58.79737,77.09809,63.338034,0.0568351218192337
"MMP16",0.797,0.797,6.668794,6.030198,5.537609,6.078867,0.253854183162362
"MMP17",0,0,58.855135,47.229167,58.873427,54.9859096666667,0.0178616370789343
"MMP19",13.20741,13.20741,7.523381,0.412438,0.477242,2.80435366666667,3.73451346663266
"MMP2",114.04676,114.04676,544.114913,212.624612,309.904135,355.547886666667,0.322668466992082
"MMP20",0,0,0,0.16406,0,0.0546866666666667,0.948148897302832
"MMP21",0,0,0.641628,0.471213,0.558132,0.556991,0.642264470379084
"MMP23A",0,0,0.89993,0,0,0.299976666666667,0.769244576184701
"MMP23B",0,0,3.5939,1.460916,1.444989,2.16660166666667,0.315795955811725
"MMP24",0.75905,0.75905,9.400668,14.548417,16.158734,13.369273,0.122417466770935
"MMP25",0.12651,0.12651,2.150521,2.321473,2.333712,2.26856866666667,0.344649329686205
"MMP26",0,0,0,0,0,0,1
"MMP27",0,0,0,0,0,0,1
"MMP28",2.20124,2.20124,1.064178,1.703721,0.792856,1.18691833333333,1.4638132349097
"MMP3",0,0,0,5.52198,1.549267,2.35708233333333,0.297877710674756
"MMP7",0.08856,0.08856,0,0.163738,0,0.0545793333333333,1.03222201079862
"MMP8",0,0,0.112115,0.277698,0.785712,0.391841666666667,0.718472527406733
"MMP9",0.0759,0.0759,5.402639,0.108465,0.252519,1.92120766666667,0.368306578226836
"MMRN1",1.45484,1.45484,1.084757,0.014751,0.561572,0.553693333333333,1.58000291777871
"MMRN2",19.98823,19.98823,5.341856,10.409793,6.542249,7.43129933333333,2.48932331426338
"MMS19",59.10443,59.10443,68.247756,61.293118,78.021328,69.1874006666667,0.856342155844286
"MMS22L",2.32774,2.32774,2.395142,1.899542,1.171854,1.82217933333333,1.17913839163068
"MN1",3.80788,3.80788,5.209009,1.065484,3.512882,3.26245833333333,1.12795941309299
"MNAT1",68.2636,68.2636,38.098203,12.403256,27.967161,26.1562066666667,2.55056241286522
"MND1",0.53133,0.53133,4.023743,1.983275,2.684235,2.89708433333333,0.392942484436869
"MNDA",3.17535,3.17535,0,0,0,0,4.17535
"MNS1",2.93498,2.93498,2.450814,0.81205,0.526189,1.26301766666667,1.73881983245675
"MNT",1.45484,1.45484,11.379316,12.742007,12.045031,12.0554513333333,0.188031798926191
"MNX1",0,0,0,0.109071,0.06359,0.0575536666666667,0.945578490736955
"MOAP1",83.69754,83.69754,72.091449,103.035024,115.523522,96.8833316666667,0.865290734978558
"MOB1A",44.7205,44.7205,18.811231,11.917543,15.191631,15.3068016666667,2.80376869324774
"MOB1B",13.27067,13.27067,9.936329,5.365236,5.858505,7.05335666666667,1.77201514730711
"MOB2",10.99353,10.99353,10.216145,12.643129,12.928262,11.9291786666667,0.927632783892228
"MOB3A",5.49044,5.49044,17.84875,18.970619,16.447733,17.7557006666667,0.346051588013188
"MOB3B",1.40424,1.40424,5.246114,6.003278,6.171157,5.80684966666667,0.35320891715497
"MOB3C",11.09473,11.09473,2.744854,1.786911,1.973022,2.16826233333333,3.81746482062144
"MOB4",92.09766,92.09766,24.247294,29.044503,48.282367,33.8580546666667,2.67076464508002
"MOBP",0.0759,0.0759,0.096415,0.050288,0.027804,0.058169,1.01675630263219
"MOCOS",0.31627,0.31627,2.754179,1.808629,0.799361,1.78738966666667,0.47222317558997
"MOCS1",23.68226,23.68226,4.907932,4.19096,4.540565,4.54648566666667,4.45007189837986
"MOCS2",202.18473,202.18473,28.89387,29.822097,34.105787,30.9405846666667,6.36133408703832
"MOCS3",3.55487,3.55487,1.520822,1.945336,2.027883,1.831347,1.60872899012378
"MOG",4.32657,4.32657,0.033029,0,0.059065,0.030698,5.1679250372078
"MOGAT1",0.65784,0.65784,0,0,0.080953,0.0269843333333333,1.61427973747084
"MOGAT2",0.0506,0.0506,0,0,0,0,1.0506
"MOGAT3",0,0,0.10534,0.234142,0.182144,0.173875333333333,0.851879217157075
"MOGS",14.96587,14.96587,33.808328,26.489874,34.678379,31.6588603333333,0.488867946922949
"MOK",12.11944,12.11944,11.751013,11.307829,13.195827,12.0848896666667,1.00264047571004
"MON1A",1.22713,1.22713,8.573601,13.122611,8.673009,10.1230736666667,0.200226130541076
"MON1B",7.45131,7.45131,13.475104,15.510777,12.538426,13.8414356666667,0.569440193645237
"MON2",25.68108,25.68108,29.022471,16.386835,16.85879,20.756032,1.22637620683772
"MORC1",0,0,0,0,0,0,1
"MORC2",12.73933,12.73933,34.236379,31.779872,28.863248,31.6264996666667,0.421109531833627
"MORC3",24.82083,24.82083,18.443349,14.835051,20.748045,18.008815,1.35836084469232
"MORC4",6.51515,6.51515,15.449637,11.052887,10.755778,12.419434,0.560019893536493
"MORF4L1",655.08256,655.08256,322.462525,287.699573,323.322614,311.161570666667,2.10174032184308
"MORF4L2",251.34565,251.34565,206.409852,188.451098,209.602589,201.487846333333,1.24622615415935
"MORN1",0.8729,0.8729,4.130384,4.060176,5.157461,4.44934033333333,0.3436929766606
"MORN2",53.27242,53.27242,18.27172,13.653958,13.996243,15.307307,3.32810438903247
"MORN3",0,0,0.82156,0.513122,0.709139,0.681273666666667,0.594787166316965
"MORN4",24.40335,24.40335,27.061723,27.594996,32.700546,29.1190883333333,0.843430243268209
"MORN5",0.15181,0.15181,0.65389,0.19125,1.028318,0.624486,0.709030425623859
"MOS",0,0,0.062157,0,0,0.020719,0.979701563309785
"MOSPD1",38.79993,38.79993,9.577685,8.8374,8.065727,8.82693733333333,4.0500848484092
"MOSPD2",8.80494,8.80494,13.240755,8.016265,8.17115,9.80939,0.907076162484655
"MOSPD3",3.47896,3.47896,13.527622,9.93024,10.343903,11.267255,0.365115097061241
"MOV10",12.81524,12.81524,37.309872,22.445581,22.204423,27.3199586666667,0.487826983174975
"MOV10L1",0.0506,0.0506,0.18043,0.3195,0.115141,0.205023666666667,0.871850096443472
"MOXD1",4.8326,4.8326,78.551252,82.173581,121.56189,94.0955743333333,0.0613340845868947
"MOXD2P",0,0,0,0.18015,0.20573,0.128626666666667,0.886032582371496
"MPC1",1089.04218,1089.04218,41.938304,29.891031,33.36444,35.0645916666667,30.2247198602692
"MPC1L",0,0,0,0,0,0,1
"MPC2",493.92431,493.92431,21.444886,18.868244,19.73413,20.0157533333333,23.5501579291471
"MPDU1",45.85907,45.85907,36.865442,44.847085,54.263532,45.325353,1.01152105629934
"MPDZ",71.85642,71.85642,34.133,17.838492,14.46701,22.1461673333333,3.14766669361617
"MPEG1",8.55193,8.55193,0.012068,0.035355,0,0.0158076666666667,9.40328598950654
"MPG",0.0759,0.0759,26.171177,23.393912,29.228693,26.264594,0.0394614348557694
"MPHOSPH10",42.99999,42.99999,23.970458,22.583906,25.391838,23.9820673333333,1.76126296566703
"MPHOSPH6",30.61488,30.61488,21.187618,24.724705,31.614693,25.8423386666667,1.17779901343917
"MPHOSPH8",43.96145,43.96145,34.98437,35.81539,45.813166,38.8709753333333,1.12767369305889
"MPHOSPH9",24.42865,24.42865,18.072595,10.22187,7.895474,12.063313,1.94656975607949
"MPI",49.47719,49.47719,34.822641,23.090607,22.272166,26.7284713333333,1.82041012622718
"MPL",0.0506,0.0506,0.046583,0.23207,0.022117,0.100256666666667,0.954868106532718
"MPLKIP",18.74845,18.74845,1.746075,1.71528,2.152898,1.87141766666667,6.87759577063734
"MPND",1.03736,1.03736,22.692075,32.676692,33.806026,29.724931,0.066309668848402
"MPO",0.18976,0.18976,2.096824,0.284533,0,0.793785666666667,0.663267647918545
"MPP1",57.7761,57.7761,8.909755,14.231646,11.225537,11.455646,4.71883192569859
"MPP2",5.7055,5.7055,15.990615,18.22149,17.405559,17.205888,0.368314909989559
"MPP3",57.0044,57.0044,51.802871,62.510337,55.05217,56.455126,1.0095600521353
"MPP4",0.08856,0.08856,0.158261,0.513305,0.254003,0.308523,0.831899783190666
"MPP5",13.68814,13.68814,4.189595,4.195555,4.929288,4.438146,2.70094624160514
"MPP6",0.60724,0.60724,4.761746,2.12044,3.170964,3.35105,0.369391296353754
"MPP7",13.70079,13.70079,1.373509,1.148387,1.422331,1.31474233333333,6.35094014063768
"MPPE1",41.4819,41.4819,30.94844,42.060619,33.972479,35.6605126666667,1.1587917601225
"MPPED1",0,0,0.205691,0.229622,0.239475,0.224929333333333,0.816373624818629
"MPPED2",13.72609,13.72609,5.820293,24.370453,31.248629,20.4797916666667,0.685578809539975
"MPRIP",239.01114,239.01114,234.271024,173.151948,151.162835,186.195269,1.28214319347996
"MPST",6.64166,6.64166,16.090821,9.390134,15.88888,13.789945,0.516679406177643
"MPV17",130.74579,130.74579,52.595302,39.998256,50.386382,47.65998,2.7074772739323
"MPV17L",5.59164,5.59164,3.871974,3.24355,4.772993,3.962839,1.32819944390701
"MPV17L2",3.25125,3.25125,8.554971,7.151244,8.26994,7.99205166666667,0.472778644695658
"MPZ",2.17593,2.17593,115.645687,133.80524,155.714535,135.055154,0.0233429598705243
"MPZL1",53.39893,53.39893,73.308571,81.075902,85.04073,79.808401,0.673184091342186
"MPZL2",9.60194,9.60194,0.045581,0.029437,0.090041,0.0550196666666667,10.049044899321
"MPZL3",1.82171,1.82171,0.619933,0.645975,0.791589,0.685832333333333,1.67377855093142
"MR1",3.89644,3.89644,0.42901,0.112621,0.151856,0.231162333333333,3.97708723490837
"MRAP",0,0,0,0,0,0,1
"MRAP2",0.25302,0.25302,2.669981,0.566947,0.551924,1.26295066666667,0.553710701013956
"MRAS",102.97733,102.97733,23.665653,30.783238,21.910803,25.4532313333333,3.93060978788552
"MRC1",1.08797,1.08797,0,0,0,0,2.08797
"MRC2",1.83436,1.83436,437.392786,97.225547,154.352569,229.656967333333,0.0122882045696193
"MREG",0.69579,0.69579,4.285249,3.777468,2.330657,3.464458,0.379842301125915
"MRFAP1",402.91461,402.91461,158.104906,149.800954,189.173025,165.692961666667,2.4231053666663
"MRFAP1L1",99.258,99.258,42.386286,45.531009,62.179371,50.032222,1.9646018940739
"MRGPRD",0,0,0.06851,0,0,0.0228366666666667,0.97767320295518
"MRGPRE",0,0,0.181482,0.034334,0.11869,0.111502,0.899683491347744
"MRGPRF",1.05001,1.05001,0.159262,0.105494,0.161969,0.142241666666667,1.79472528434584
"MRGPRG",0,0,0,0,0,0,1
"MRGPRX1",0,0,0,0,0,0,1
"MRGPRX2",0.03795,0.03795,0,0,0,0,1.03795
"MRGPRX3",0,0,0.128984,0.307857,0,0.145613666666667,0.872894614560289
"MRGPRX4",0,0,0.12495,0.76949,0.564759,0.486399666666667,0.672766566372122
"MRI1",5.30068,5.30068,11.189088,8.150097,10.463375,9.93418666666667,0.57623673274281
"MRM1",4.36452,4.36452,1.517882,1.875396,1.871629,1.754969,1.94721610297611
"MRO",3.73198,3.73198,0.355291,0.315463,0.469206,0.379986666666667,3.42900414496758
"MRPL1",98.68872,98.68872,41.505125,50.632559,61.670907,51.2695303333333,1.90720519898046
"MRPL10",47.83259,47.83259,17.52513,13.492073,15.936432,15.6512116666667,2.9326748694064
"MRPL11",42.78493,42.78493,14.805984,11.389897,14.556704,13.584195,3.00221781181615
"MRPL12",32.94262,32.94262,27.039683,24.939384,34.331132,28.7700663333333,1.14015936746485
"MRPL13",89.02352,89.02352,46.440404,37.087171,52.332989,45.2868546666667,1.94490467430335
"MRPL14",14.5737,14.5737,15.182838,13.155746,14.852713,14.397099,1.01146975803689
"MRPL15",266.19766,266.19766,61.382786,68.456659,77.102229,68.980558,3.81816989798795
"MRPL16",133.08618,133.08618,20.048307,13.767624,27.282112,20.3660143333333,6.27567584239662
"MRPL17",25.68108,25.68108,86.351642,64.180896,72.026499,74.1863456666667,0.354866030040729
"MRPL18",78.1818,78.1818,28.103283,34.498146,33.266423,31.9559506666667,2.40265561752065
"MRPL19",68.68107,68.68107,31.415082,32.482314,38.262259,34.0532183333333,1.98786511804361
"MRPL2",57.73815,57.73815,29.462772,35.411628,40.395761,35.0900536666667,1.62754399155276
"MRPL20",195.53042,195.53042,89.62807,105.78343,92.120009,95.8438363333333,2.02935393145258
"MRPL21",94.85553,94.85553,33.346137,36.259275,42.265631,37.2903476666667,2.50338625374891
"MRPL22",109.10031,109.10031,22.564241,25.448928,30.67855,26.230573,4.04326085976964
"MRPL23",11.14533,11.14533,48.754918,31.053873,28.352286,36.0536923333333,0.32777651119735
"MRPL24",206.46069,206.46069,31.899402,30.748253,26.042001,29.5632186666667,6.7879202207935
"MRPL27",60.01529,60.01529,30.556454,35.641687,44.406873,36.868338,1.61124816198693
"MRPL28",28.57811,28.57811,44.053767,38.48873,39.057575,40.5333573333333,0.712153119783109
"MRPL3",123.15532,123.15532,50.750593,56.743133,63.207472,56.9003993333333,2.14429125583809
"MRPL30",26.0859,26.0859,20.432909,20.69973,21.38691,20.8398496666667,1.24020542326993
"MRPL32",138.09589,138.09589,30.872265,32.341502,38.745944,33.9865703333333,3.97569377834891
"MRPL33",1454.42194,1454.42194,73.562823,75.609351,79.856087,76.3427536666667,18.81781900697
"MRPL34",112.07324,112.07324,32.567494,35.142999,46.529457,38.0799833333333,2.89337994429373
"MRPL35",184.43569,184.43569,24.409367,23.382118,28.727693,25.5063926666667,6.99588557115115
"MRPL36",64.3292,64.3292,26.568256,24.607267,24.624943,25.266822,2.48713757606459
"MRPL37",100.94055,100.94055,29.72909,28.583518,32.279174,30.1972606666667,3.26761221407238
"MRPL38",17.07855,17.07855,45.26633,35.807095,60.158328,47.077251,0.376031275165878
"MRPL39",124.91378,124.91378,15.09013,13.587713,14.875533,14.517792,8.11415567369378
"MRPL4",5.21212,5.21212,19.870343,16.989855,19.596311,18.8188363333333,0.313445244489548
"MRPL40",87.39157,87.39157,15.802347,15.574544,17.464527,16.2804726666667,5.11511297781245
"MRPL41",5.27537,5.27537,36.529689,35.836514,49.58419,40.650131,0.150668673767197
"MRPL42",73.94379,73.94379,29.034411,21.38444,27.213166,25.877339,2.78836346112984
"MRPL43",40.92527,40.92527,31.754159,26.659519,33.848476,30.7540513333333,1.32031247162436
"MRPL44",57.18151,57.18151,14.370142,15.194584,19.732854,16.4325266666667,3.33752594288302
"MRPL45",66.11296,66.11296,16.940041,17.480969,21.432403,18.6178043333333,3.42102300847021
"MRPL46",149.684,149.684,8.508807,10.708444,12.565006,10.5940856666667,12.9966264121388
"MRPL47",135.99586,135.99586,31.904714,29.850643,39.369527,33.7082946666667,3.94706398904608
"MRPL48",86.05059,86.05059,33.720317,44.152045,47.716703,41.8630216666667,2.03090185001345
"MRPL49",23.63165,23.63165,37.624983,28.457716,28.018938,31.3672123333333,0.761006222789015
"MRPL50",34.66313,34.66313,5.192136,5.235481,5.806511,5.411376,5.562476760059
"MRPL51",352.05849,352.05849,147.451115,130.812122,149.81595,142.693062333333,2.45703226214909
"MRPL52",91.32596,91.32596,162.380614,134.684246,158.509205,151.858021666667,0.603998134957763
"MRPL53",36.34568,36.34568,37.860586,28.545301,39.131475,35.1791206666667,1.03224399354759
"MRPL54",7.07178,7.07178,15.819096,16.9747,19.540256,17.444684,0.43762094270631
"MRPL55",10.42424,10.42424,136.96321,209.61248,160.428926,169.001538666667,0.0672008035315508
"MRPL9",83.67224,83.67224,66.114081,63.35121,86.890945,72.1187453333333,1.15801002347615
"MRPS10",117.53837,117.53837,13.019557,12.676493,13.86073,13.1855933333333,8.35625040240357
"MRPS11",40.58369,40.58369,23.366189,21.413216,27.976219,24.2518746666667,1.64675654971834
"MRPS12",9.53869,9.53869,14.602143,12.536698,13.998755,13.712532,0.716307023155498
"MRPS14",41.57045,41.57045,14.691921,15.611641,15.356256,15.2199393333333,2.6245751679548
"MRPS15",241.50334,241.50334,37.442121,33.878707,38.281043,36.533957,6.46090525440736
"MRPS16",86.67048,86.67048,33.568303,37.929771,48.610878,40.0363173333333,2.13641198082817
"MRPS17",28.29979,28.29979,6.42211,8.290716,10.900715,8.537847,3.07195009523638
"MRPS18A",22.97381,22.97381,22.622307,21.418031,26.662349,23.5675623333333,0.975831858070521
"MRPS18B",166.11736,166.11736,26.413947,24.06997,27.111342,25.8650863333333,6.22061503642541
"MRPS18C",109.42923,109.42923,81.768353,95.693873,108.007164,95.1564633333333,1.14843273319225
"MRPS2",6.30009,6.30009,26.00318,24.61254,30.987427,27.201049,0.258858810535736
"MRPS21",109.36597,109.36597,40.815492,43.976503,45.492634,43.4282096666667,2.4841417385046
"MRPS22",164.10589,164.10589,29.794178,28.956784,34.463209,31.0713903333333,5.14807397758486
"MRPS23",184.67605,184.67605,24.109728,24.906678,28.75185,25.922752,6.89662223237803
"MRPS24",164.87758,164.87758,37.196367,32.009932,33.956041,34.3874466666667,4.68746958667264
"MRPS25",106.22858,106.22858,46.080997,56.322047,51.221104,51.2080493333333,2.05387064579595
"MRPS26",15.83877,15.83877,18.605895,18.131699,21.702798,19.4801306666667,0.822200320596913
"MRPS27",148.58338,148.58338,73.683872,78.102937,57.249965,69.6789246666667,2.11637883153231
"MRPS28",289.42449,289.42449,37.548861,27.738875,37.183916,34.1572173333333,8.26073597481909
"MRPS30",124.74932,124.74932,14.330812,13.803048,16.886133,15.0066643333333,7.85606028722245
"MRPS31",63.72197,63.72197,22.167784,12.61046,25.548976,20.1090733333333,3.06607348309305
"MRPS33",292.99201,292.99201,41.021939,46.981042,55.944121,47.9823673333333,6.00199675935086
"MRPS34",23.72021,23.72021,45.517041,42.204619,56.422182,48.0479473333333,0.504000908172562
"MRPS35",127.16562,127.16562,29.280615,30.984442,44.741806,35.0022876666667,3.55992989075148
"MRPS36",209.38302,209.38302,132.272106,75.495286,140.372315,116.046569,1.79743004683888
"MRPS5",147.64722,147.64722,34.574799,27.030445,34.667234,32.090826,4.49209759828902
"MRPS6",86.75903,86.75903,45.449071,40.282277,43.881279,43.204209,1.98530936273512
"MRPS7",135.52778,135.52778,35.155177,39.78112,47.075216,40.6705043333333,3.27636495368231
"MRPS9",131.97291,131.97291,16.540383,12.290542,13.377024,14.0693163333333,8.82408379110497
"MRRF",57.88996,57.88996,15.229229,10.511294,13.552513,13.0976786666667,4.17728062842308
"MRS2",66.6949,66.6949,16.819668,18.302062,20.42825,18.51666,3.46856992948589
"MRTO4",12.51162,12.51162,24.96618,17.230057,19.640381,20.612206,0.625184675733704
"MRVI1",8.1471,8.1471,1.624962,0.757776,0.723727,1.03548833333333,4.49381106745064
"MS4A1",0.13916,0.13916,0,0,0,0,1.13916
"MS4A10",0,0,0.199638,0.065361,0.161028,0.142009,0.875649841638726
"MS4A12",0,0,0,0,0,0,1
"MS4A13",0,0,0,0,0,0,1
"MS4A14",2.99823,2.99823,0,0.029286,0,0.009762,3.95957661310289
"MS4A15",0,0,0,0,0,0,1
"MS4A18",0,0,0,0,0,0,1
"MS4A2",0.34157,0.34157,0.064317,0.062551,0.110707,0.0791916666666667,1.24312486969414
"MS4A3",0.13916,0.13916,0,0,0,0,1.13916
"MS4A4A",24.54251,24.54251,0,0.247837,0,0.0826123333333333,23.5934038561664
"MS4A4E",0.8729,0.8729,1.496849,2.053565,2.916518,2.155644,0.593508012944426
"MS4A5",0,0,0,0,0,0,1
"MS4A6A",49.85671,49.85671,0,0.031353,0,0.010451,50.3307038144353
"MS4A6E",0,0,0,0,0,0,1
"MS4A7",9.12121,9.12121,0.082806,0.052505,0.057829,0.06438,9.50901933519983
"MSANTD1",0.0506,0.0506,1.90128,3.287025,3.01362,2.733975,0.281362355130926
"MSANTD2",11.44895,11.44895,8.000906,6.405764,8.796355,7.73434166666667,1.42528772918394
"MSANTD3",23.5937,23.5937,14.788886,15.849011,19.096942,16.5782796666667,1.39909595628044
"MSANTD4",27.17387,27.17387,35.19659,33.530331,44.045442,37.5907876666667,0.730067244114211
"MSC",3.37776,3.37776,22.405528,15.054056,17.14427,18.2012846666667,0.22799307837979
"MSGN1",0,0,0,0,0,0,1
"MSH2",19.81112,19.81112,12.097368,11.709846,15.837332,13.2148486666667,1.46404091158574
"MSH3",7.76758,7.76758,5.503332,4.720761,7.437846,5.887313,1.27300443583731
"MSH4",0.34157,0.34157,0.124837,0.185472,0.301893,0.204067333333333,1.11419848613117
"MSH5",4.44042,4.44042,23.780102,5.658994,12.389034,13.94271,0.364085229519946
"MSH6",18.43218,18.43218,23.594024,13.814141,17.187414,18.1985263333333,1.0121703959257
"MSI1",1.6952,1.6952,9.942113,7.907885,12.49039,10.1134626666667,0.242516673771163
"MSI2",100.27006,100.27006,148.168196,74.874449,117.080065,113.374236666667,0.885427198916679
"MSL1",93.74226,93.74226,77.137175,66.576066,82.945671,75.5529706666667,1.2376039646134
"MSL2",12.75198,12.75198,8.205075,6.704367,9.144102,8.017848,1.52497358571579
"MSL3",23.99852,23.99852,28.191599,36.543679,44.818024,36.5177673333333,0.666311504570519
"MSL3P1",0.53133,0.53133,0.448899,0,0.129468,0.192789,1.2838230399509
"MSLN",0,0,0.241489,0.036779,0.344567,0.207611666666667,0.828080770998403
"MSMB",0,0,0,0,0,0,1
"MSMO1",11.4616,11.4616,76.171895,56.096027,64.600475,65.622799,0.187047079784204
"MSMP",3.63077,3.63077,0,0,0,0,4.63077
"MSN",120.10648,120.10648,79.327466,54.085977,65.097655,66.170366,1.80297484161393
"MSR1",3.69403,3.69403,0.987668,0.191694,0.214611,0.464657666666667,3.20486493658473
"MSRA",33.75227,33.75227,5.478641,5.869207,7.88021,6.40935266666667,4.69032472382428
"MSRB1",9.41218,9.41218,17.253403,11.0015,13.820707,14.0252033333333,0.692980971305768
"MSRB2",105.53279,105.53279,26.094386,21.64513,22.162436,23.3006506666667,4.38394804572585
"MSRB3",112.04794,112.04794,5.778386,4.656766,4.72619,5.05378066666667,18.6739405050574
"MSS51",11.81583,11.81583,3.333198,2.194712,2.575984,2.701298,3.46252314728509
"MST1",0.94881,0.94881,12.710375,12.988711,11.663131,12.4540723333333,0.144849080019564
"MST1R",0.56928,0.56928,0.261489,1.432206,2.150651,1.28144866666667,0.687843659569519
"MSTN",0.40482,0.40482,4.160197,1.926174,1.512823,2.53306466666667,0.397620800223111
"MSTO1",16.38276,16.38276,39.963753,49.003674,55.390047,48.119158,0.353889616756053
"MSX1",2.4669,2.4669,1.565219,0.83652,0.971503,1.124414,1.6319323822946
"MSX2",0.7464,0.7464,0.714641,0.26327,0.275698,0.417869666666667,1.23170700456953
"MT1A",1.10062,1.10062,0,0,0,0,2.10062
"MT1B",0,0,0,0,0,0,1
"MT1E",107.02558,107.02558,0,0.798359,2.693191,1.16385,49.9228597176329
"MT1F",0.67049,0.67049,8.759862,28.483214,37.061371,24.768149,0.0648277064836904
"MT1G",0.61989,0.61989,0.325629,0,0,0.108543,1.46127845288816
"MT1H",0,0,0,0,0,0,1
"MT1JP",0.45543,0.45543,0,0,0,0,1.45543
"MT1L",9.32362,9.32362,0,0,0,0,10.32362
"MT1M",2.63136,2.63136,0,0,0,0,3.63136
"MT1X",31.04501,31.04501,5.634712,10.79074,9.376255,8.600569,3.33782403938767
"MT2A",20.93704,20.93704,11.077292,9.450093,3.965533,8.164306,2.39374809178131
"MT3",0,0,52.759796,19.043745,20.580462,30.7946676666667,0.0314518148289499
"MT4",0,0,0,0,0,0,1
"MTA1",59.58516,59.58516,93.756978,60.539852,87.846916,80.714582,0.741424094906341
"MTA2",38.02824,38.02824,36.369156,29.204918,33.755583,33.1098856666667,1.14419146347769
"MTA3",36.21918,36.21918,44.772942,30.5187,29.152531,34.8147243333333,1.03921447652634
"MTAP",14.94057,14.94057,66.288315,40.026683,59.725376,55.3467913333333,0.282901113316278
"MTBP",1.6952,1.6952,3.8657,2.736305,2.383079,2.995028,0.674638575749657
"MTCH1",133.75667,133.75667,84.56509,81.29038,95.212508,87.0226593333333,1.53093159216753
"MTCH2",218.15001,218.15001,97.935042,115.429788,135.121616,116.162148666667,1.87048472987206
"MTCP1",135.0091,135.0091,0.426483,0.90017,1.206697,0.84445,73.7396513865922
"MTDH",61.15386,61.15386,42.943232,39.442806,41.87316,41.4197326666667,1.46521102545374
"MTF1",2.31509,2.31509,3.07326,2.424284,1.81882,2.438788,0.964028605427261
"MTF2",12.48632,12.48632,18.162193,17.394534,19.079921,18.212216,0.701965874212532
"MTFMT",27.14857,27.14857,30.429407,59.719636,37.37379,42.507611,0.646980363964365
"MTFP1",8.55193,8.55193,9.279138,4.587857,5.085742,6.317579,1.30534019516564
"MTFR1",53.00676,53.00676,15.330229,13.921407,14.896374,14.7160033333333,3.43641820725838
"MTG1",10.04472,10.04472,35.968022,31.15896,41.161046,36.0960093333333,0.297733373440672
"MTHFD1",78.27036,78.27036,49.70876,53.616725,81.088435,61.4713066666667,1.26890830734451
"MTHFD1L",2.4669,2.4669,21.514374,14.305432,17.430957,17.7502543333333,0.18489882528349
"MTHFD2",44.6952,44.6952,36.011376,46.086932,52.948878,45.0157286666667,0.993034367248891
"MTHFD2L",27.36363,27.36363,8.688225,10.283932,9.197974,9.39004366666667,2.72988554331068
"MTHFR",13.16946,13.16946,16.00342,16.936871,17.426609,16.7889666666667,0.796530808422449
"MTHFS",22.98646,22.98646,3.349529,4.603967,3.943807,3.96576766666667,4.83036291871086
"MTHFSD",8.8682,8.8682,8.151416,7.393965,9.739807,8.428396,1.04664674670007
"MTIF2",91.07295,91.07295,13.626069,17.07777,19.528033,16.7439573333333,5.18897494343239
"MTIF3",295.80048,295.80048,72.200355,62.740801,43.156494,59.3658833333333,4.91669240324212
"MTM1",10.81641,10.81641,3.654133,2.150974,3.475525,3.093544,2.88659655301128
"MTMR1",24.26419,24.26419,15.242423,12.984064,14.820921,14.349136,1.64596821606115
"MTMR10",35.30832,35.30832,4.771894,3.324551,4.040051,4.04549866666667,7.19618067484047
"MTMR11",5.40188,5.40188,9.981828,5.408199,5.45961,6.949879,0.80528018099395
"MTMR12",14.51044,14.51044,7.636291,9.368427,8.607792,8.53750333333333,1.62625788509991
"MTMR14",47.94645,47.94645,15.884867,16.305093,17.064847,16.418269,2.81006396215376
"MTMR2",28.56546,28.56546,20.063058,24.393801,26.357189,23.6046826666667,1.20161923649005
"MTMR3",15.50985,15.50985,17.110862,14.706109,23.139405,18.318792,0.854600536099773
"MTMR4",20.75993,20.75993,45.52876,48.948454,43.606741,46.027985,0.462701729619077
"MTMR6",25.79494,25.79494,21.969872,29.733738,17.607928,23.103846,1.11164583444484
"MTMR7",0.99941,0.99941,20.300005,19.619471,18.397942,19.4391393333333,0.0978226121654372
