"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"MYL6B","Myl6b",13.565491,16.604568,18.334359,165,380,429,16.1681393333333,254.27523,254.27523,0.0672534477134085
"MYL7","Myl7",0,0,0,0,0,0,0,69.14411,69.14411,0.0142563645044466
"MYL9","Myl9",37.921212,37.115242,46.437813,207,403,433,40.4914223333333,36.17982,36.17982,1.11596619707501
"MYLIP","Mylip",4.282775,2.870629,2.352288,192,230,190,3.168564,22.07301,22.07301,0.180668408673164
"MYLK","Mylk",9.091992,4.136474,4.229484,304,244,283,5.81931666666667,101.21636,101.21636,0.0667145324551438
"MYLK2","Mylk2",0.023205,0.012495,0,1,1,0,0.0119,2.75913,2.75913,0.269184625165929
"MYLK3","Mylk3",2.285858,0.477534,1.383455,28,39,37,1.38228233333333,0.74683,0.74683,1.36377457069854
"MYLK4","Mylk4",0.160921,0.03325,0.013221,10,5,2,0.0691306666666667,0.60161,0.60161,0.667534959613556
"MYLPF","Mylpf",10.390848,2.705361,9.147121,3,5,21,7.41444333333333,14.00308,14.00308,0.560847728155374
"MYNN","Mynn",8.8246,8.437622,9.315703,210,316,294,8.85930833333333,1.9708,1.9708,3.3187384991697
"MYO10","Myo10",8.721485,3.126115,4.184462,567,329,417,5.34402066666667,30.03921,30.03921,0.204387310974302
"MYO16","Myo16",4.701677,2.044768,2.318635,456,338,378,3.02169333333333,2.40646,2.40646,1.18060782552366
"MYO18A","Myo18a",126.846573,37.287386,55.817867,2393,1446,1623,73.3172753333333,343.58378,343.58378,0.215672587181362
"MYO19","Myo19",1.098203,0.552366,0.568697,59,54,58,0.739755333333333,25.76567,25.76567,0.0649995062082635
"MYO1A","Myo1a",0.228731,0.168047,0.082829,6,9,2,0.159869,0.08298,0.08298,1.07099761768454
"MYO1B","Myo1b",17.009081,7.71518,10.976994,509,345,322,11.9004183333333,10.8498,10.8498,1.0886612713576
"MYO1C","Myo1c",6.388974,3.834596,3.449622,305,364,353,4.55773066666667,16.45103,16.45103,0.318475795793524
"MYO1D","Myo1d",3.980203,2.258003,2.552695,323,328,380,2.93030033333333,229.0282,229.0282,0.0170861674061412
"MYO1E","Myo1e",3.560861,1.578068,1.562904,251,198,199,2.23394433333333,67.75417,67.75417,0.0470363373353694
"MYO1F","Myo1f",0.834445,1.42217,1.670193,22,47,35,1.308936,5.49751,5.49751,0.355357052163059
"MYO1G","Myo1g",0.273951,0.119567,0.288885,6,4,14,0.227467666666667,0.99577,0.99577,0.615034631579123
"MYO1H","Myo1h",0.542414,0.543203,0.549451,11,18,17,0.545022666666667,0.06224,0.06224,1.45449490385098
"MYO3A","Myo3a",0.066201,0.019087,0.0189,3,1,2,0.0347293333333333,0.08298,0.08298,0.955446391746231
"MYO3B","Myo3b",0.186639,0.154395,0.122962,18,17,21,0.154665333333333,0.35267,0.35267,0.85361938487091
"MYO5A","Myo5a",83.889128,24.063028,24.312322,9434,4931,4967,44.0881593333333,19.83251,19.83251,2.16431718181503
"MYO5B","Myo5b",32.784415,22.524555,24.487154,621,677,614,26.598708,1.41068,1.41068,11.4485157714836
"MYO6","Myo6",34.522676,19.727541,19.965827,2038,2003,1979,24.7386813333333,24.50021,24.50021,1.00935173997913
"MYO7A","Myo7a",9.687344,4.305244,4.409674,300,207,217,6.13408733333333,3.02881,3.02881,1.77076787769424
"MYO7B","Myo7b",0,0.021452,0.010573,0,4,2,0.010675,2.96658,2.96658,0.254797583812756
"MYO9A","Myo9a",25.314399,5.902659,5.79974,2114,921,840,12.3389326666667,4.58471,4.58471,2.38847364799008
"MYO9B","Myo9b",12.036633,4.612252,5.283915,414,371,374,7.31093333333333,52.81755,52.81755,0.154427939089262
"MYOC","Myoc",10.424125,11.063587,13.358687,306,586,718,11.6154663333333,1.24472,1.24472,5.62006233888117
"MYOCD","Myocd",0.053483,0.139502,0.050533,3,1,4,0.0811726666666667,0.66385,0.66385,0.649801764982821
"MYOD1","Myod1",0.082768,0.063606,0.041052,2,3,2,0.0624753333333333,0,0,1.06247533333333
"MYOF","Myof",1.643124,1.318199,0.742072,86,60,75,1.234465,5.22782,5.22782,0.358787665667922
"MYOG","Myog",0,0,0,0,0,0,0,0.33192,0.33192,0.75079584359421
"MYOM1","Myom1",0.657894,0.596283,0.979925,27,26,36,0.744700666666667,20.66233,20.66233,0.0805407666980729
"MYOM3","Myom3",1.107539,0.481378,0.48894,34,32,33,0.692619,1.14099,1.14099,0.790577723389647
"MYOT","Myot",0,0,0.038181,0,0,2,0.012727,17.05264,17.05264,0.0560985540065054
"MYOZ1","Myoz1",0,0,0,0,0,0,0,14.64619,14.64619,0.0639133233074634
"MYOZ2","Myoz2",0.066644,0.037948,0.037357,1,1,1,0.0473163333333333,1.07876,1.07876,0.503817820880397
"MYOZ3","Myoz3",0.022353,0,0.010858,1,0,1,0.0110703333333333,0.66385,0.66385,0.60766916088189
"MYPN","Mypn",0.292663,0.445947,0.387383,20,35,31,0.375331,0.58087,0.58087,0.869983616616167
"MYPOP","Mypop",9.694067,11.754366,11.502493,252,618,617,10.983642,21.36767,21.36767,0.53575727825026
"MYRIP","Myrip",22.10628,9.37417,7.80368,926,932,881,13.09471,63.52213,63.52213,0.218447686088478
"MYSM1","Mysm1",6.068753,4.159983,3.882034,371,305,273,4.70359,7.38533,7.38533,0.68018670702286
"MYT1","Myt1",7.40726,2.68149,2.76328,165,134,157,4.28401,5.02036,5.02036,0.87769003846946
"MYT1L","Myt1l",71.988098,14.021522,12.647711,3479,1317,1264,32.885777,75.24323,75.24323,0.444443093504827
"MZT1","Mzt1",33.424787,30.357319,26.218635,930,1464,1139,30.000247,14.66693,14.66693,1.97870591111341
"MZT2A","Mzt2",12.393757,13.923806,17.078189,143,313,358,14.4652506666667,282.86227,282.86227,0.0544815296047152
"N4BP1","N4bp1",8.501459,3.343676,2.929296,814,573,508,4.92481033333333,25.84865,25.84865,0.220674422488033
"N4BP2L1","N4bp2l1",18.767926,12.392693,10.64904,305,443,411,13.936553,24.91511,24.91511,0.576364638236149
"N4BP2L2","N4bp2l2",18.70901,15.522153,16.240753,481,578,503,16.823972,87.71116,87.71116,0.200921417327876
"N4BP3","N4bp3",4.340818,4.577967,4.141978,117,280,253,4.35358766666667,2.53093,2.53093,1.51619762121216
"N6AMT1","N6amt1",7.600877,7.859936,9.364461,194,351,414,8.27509133333333,16.72072,16.72072,0.523403751841535
"NAA10","Naa10",33.148615,43.874176,40.308213,203,484,466,39.1103346666667,95.49065,95.49065,0.415691413278558
"NAA11","Naa11",0,0,0,0,0,0,0,0,0,1
"NAA15","Naa15",26.444992,11.200108,10.777913,946,869,761,16.1410043333333,7.13639,7.13639,2.10670879018008
"NAA16","Naa16",1.928609,1.98908,1.728013,84,90,86,1.88190066666667,8.17365,8.17365,0.31414983857752
"NAA20","Naa20",62.136198,76.622512,74.175551,531,1004,1154,70.978087,34.29199,34.29199,2.03950207965037
"NAA25","Naa25",11.927046,7.141066,7.000897,728,762,673,8.68966966666667,7.40607,7.40607,1.15269914081927
"NAA30","Naa30",13.330226,5.615546,5.43901,558,496,390,8.12826066666667,5.47676,5.47676,1.40938689509364
"NAA35","Naa35",93.735491,100.394761,74.033473,544,941,767,89.3879083333333,6.76297,6.76297,11.6434700035339
"NAA38","Naa38",42.199593,72.293213,73.882075,152,429,460,62.791627,10.10296,10.10296,5.74546130040998
"NAA40","Naa40",6.465519,4.019437,3.715449,290,333,292,4.73346833333333,13.83712,13.83712,0.386427307545759
"NAA50","Naa50",24.680324,16.124644,12.142153,1243,1335,968,17.6490403333333,20.35115,20.35115,0.873444303156192
"NAA60","Naa60",137.499816,90.114875,98.284751,1098,1650,1576,108.633147333333,81.57055,81.57055,1.32775120588798
"NAAA","Naaa",16.219288,18.871188,17.03007,280,586,532,17.3735153333333,11.53439,11.53439,1.46584838459098
"NAALAD2","Naalad2",0.51069,0.340249,0.337461,22,25,27,0.396133333333333,4.33577,4.33577,0.261655456163465
"NAALADL1","Naaladl1",0.389322,0.136689,0.164732,14,9,11,0.230247666666667,2.09528,2.09528,0.397459249782464
"NAB1","Nab1",15.573094,9.75147,7.15154,442,504,458,10.825368,18.25587,18.25587,0.614117565189212
"NAB2","Nab2",14.746091,9.37858,6.312008,366,499,360,10.1455596666667,15.28929,15.28929,0.684226241086423
"NABP1","Nabp1",7.284813,3.778983,4.407572,182,176,152,5.15712266666667,2.92509,2.92509,1.56865770381486
"NABP2","Nabp2",43.224644,62.068987,62.095913,439,1012,1055,55.7965146666667,148.47417,148.47417,0.379975447708903
"NACA","Naca",94.465025,122.560271,130.67933,979,2207,2387,115.901542,855.80617,855.80617,0.136438725692183
"NACAD","Nacad",17.230385,15.599082,19.549387,489,735,754,17.459618,130.65395,130.65395,0.140213172487419
"NACC1","Nacc1",30.622554,16.698721,18.435897,1550,1734,1810,21.9190573333333,68.00312,68.00312,0.332145232466783
"NACC2","Nacc2",23.08479,9.60957,11.738541,2219,1720,2067,14.810967,72.40112,72.40112,0.215404982921241
"NADK","Nadk",26.357244,22.066931,20.958336,717,1362,1217,23.1275036666667,48.66849,48.66849,0.485770831097677
"NADSYN1","Nadsyn1",3.15215,2.112646,1.877807,47,67,67,2.38086766666667,127.85333,127.85333,0.0262381086050835
"NAE1","Nae1",26.411071,28.700455,33.520707,445,774,846,29.5440776666667,54.87134,54.87134,0.54668596934791
"NAF1","Naf1",5.808099,3.412187,4.284005,212,225,222,4.50143033333333,5.49751,5.49751,0.846698247995514
"NAGA","Naga",26.725756,28.720673,25.158196,190,411,411,26.8682083333333,6.05763,6.05763,3.94866383379879
"NAGK","Nagk",20.22426,28.259073,29.645891,244,628,639,26.0430746666667,135.96475,135.96475,0.197445508181241
"NAGPA","Nagpa",7.965166,6.623977,6.477926,81,155,169,7.02235633333333,30.88976,30.88976,0.251565277798683
"NAGS","Nags",0.042947,0.077969,0.0229,1,4,1,0.0479386666666667,1.43143,1.43143,0.430996848219635
"NAIF1","Naif1",0.909288,0.636616,0.610993,60,78,77,0.718965666666667,37.73571,37.73571,0.0443767693083893
"NAIP","Naip1",0.04172,0.008757,0.080143,1,1,1,0.04354,27.23859,27.23859,0.0369543946776379
"NALCN","Nalcn",18.261692,17.019246,9.02866,1999,1850,1734,14.769866,15.0196,15.0196,0.984410721865715
"NAMPT","Nampt",18.525878,16.236773,17.056435,805,1427,1263,17.2730286666667,18.98196,18.98196,0.914476290947768
"NANOG","Nanog",0.035892,0.020245,0.080319,1,1,4,0.0454853333333333,0.2282,0.2282,0.851233783857135
"NANOS1","Nanos1",7.861009,7.827973,7.102869,412,752,696,7.59728366666667,2.67614,2.67614,2.33867145067018
"NANOS2","Nanos2",0.283201,0.052559,0.103569,6,2,4,0.146443,0.16596,0.16596,0.983261003808021
"NANOS3","Nanos3",0.141637,0.552692,1.110901,1,3,7,0.601743333333333,31.8233,31.8233,0.0487989730872074
"NANP","Nanp",7.339701,6.004456,5.460917,133,187,165,6.268358,0.66385,0.66385,4.36839739159179
"NANS","Nans",7.946161,12.142751,14.091054,143,313,351,11.393322,16.59625,16.59625,0.70431609007601
"NAP1L1","Nap1l1",125.860026,104.38416,99.015729,3474,4745,4345,109.753305,286.43046,286.43046,0.38532208799304
"NAP1L2","Nap1l2",41.782868,39.991994,36.202636,1484,2470,2184,39.3258326666667,27.25933,27.25933,1.42699181709781
"NAP1L3","Nap1l3",21.395675,19.039289,15.811214,862,1346,1088,18.748726,65.6589,65.6589,0.296265404919673
"NAP1L4","Nap1l4",209.303311,326.863278,293.45622,1175,2418,2476,276.540936333333,114.32739,114.32739,2.40654831721531
"NAP1L5","Nap1l5",257.781994,315.953894,319.551093,4530,9577,8762,297.762327,36.40801,36.40801,7.98658701705865
"NAPA","Napa",201.637334,279.744926,238.880975,2072,4913,4460,240.087745,127.12724,127.12724,1.88162755242367
"NAPB","Napb",107.040028,74.433809,71.119758,7127,8604,8289,84.197865,79.89018,79.89018,1.05325349751972
"NAPEPLD","Napepld",5.283789,3.427687,2.918784,307,342,290,3.87675333333333,19.99848,19.99848,0.232243159187395
"NAPG","Napg",71.263793,65.282182,63.23698,2238,3462,2853,66.5943183333333,20.89052,20.89052,3.08783520598567
"NAPSA","Napsa",0.65824,1.038882,1.011318,4,16,11,0.902813333333333,2.71764,2.71764,0.511833672258028
"NARF","Narf",14.285419,16.500238,15.435224,514,1018,922,15.4069603333333,68.52175,68.52175,0.235997516364783
"NARS2","Nars2",6.938434,8.527358,8.884331,124,244,249,8.11670766666667,16.74146,16.74146,0.51386456732798
"NASP","Nasp",9.039458,6.604377,5.701711,249,294,256,7.115182,118.80838,118.80838,0.0677346776577732
"NAT10","Nat10",14.069903,8.006347,7.02008,260,406,387,9.69877666666667,18.46332,18.46332,0.549689193142109
"NAT14","Nat14",27.903958,31.978827,28.609701,436,759,759,29.4974953333333,78.12683,78.12683,0.385425466094539
"NAT2","Nat1",0.586159,1.582845,1.18071,9,42,32,1.11657133333333,0,0,2.11657133333333
"NAT8L","Nat8l",54.546599,32.490288,34.138767,5038,5669,6121,40.3918846666667,62.5471,62.5471,0.651357570473974
"NAT9","Nat9",17.215633,24.711633,18.861673,126,281,248,20.2629796666667,30.28815,30.28815,0.679585711097226
"NAV1","Nav1",9.623909,1.431676,1.691462,1686,331,558,4.24901566666667,22.55015,22.55015,0.222886719051329
"NAV3","Nav3",14.242065,4.561902,3.278982,1361,682,715,7.360983,10.60085,10.60085,0.720721585056268
"NBEA","Nbea",45.569837,13.159165,13.010021,4564,1952,2010,23.9130076666667,11.47216,11.47216,1.99748942177351
"NBEAL2","Nbeal2",2.810824,1.466118,3.073211,115,84,109,2.450051,13.0488,13.0488,0.245576205796936
"NBL1","Nbl1",23.400561,25.129295,27.348788,460,956,1052,25.2928813333333,149.34547,149.34547,0.174883096466647
"NBN","Nbn",6.234508,5.656661,4.979509,229,362,321,5.62355933333333,11.20247,11.20247,0.542804803726896
"NBR1","Nbr1",213.962572,112.360253,112.940602,2435,2423,2195,146.421142333333,37.61124,37.61124,3.81808878278277
"NCALD","Ncald",189.893294,166.059146,144.540023,7401,11656,10254,166.830821,305.9103,305.9103,0.54683997571929
"NCAM1","Ncam1",50.116777,21.34761,43.535499,3170,2169,2376,38.3332953333333,464.38371,464.38371,0.0845179891091017
"NCAM2","Ncam2",15.559843,6.073156,5.19955,1350,892,713,8.944183,78.54173,78.54173,0.125018440006271
"NCAN","Ncan",22.890351,6.558199,7.305881,2510,1322,1500,12.251477,12.75836,12.75836,0.963158181643742
"NCAPD2","Ncapd2",7.145737,5.036877,5.351498,232,253,214,5.844704,16.01538,16.01538,0.402265714900284
"NCAPD3","Ncapd3",5.495011,3.656495,4.054003,289,377,339,4.40183633333333,36.36652,36.36652,0.144563537983557
"NCAPG2","Ncapg2",2.600937,0.738671,0.676723,88,72,66,1.338777,4.35651,4.35651,0.436623286430904
"NCAPH","Ncaph",0.647237,0.373953,0.34016,15,19,22,0.453783333333333,1.16174,1.16174,0.672506098482395
"NCAPH2","Ncaph2",55.120057,84.65388,80.562087,1060,2439,2515,73.4453413333333,87.29625,87.29625,0.843131405165376
"NCBP1","Ncbp1",18.662235,19.80065,18.825116,650,1130,1005,19.0960003333333,14.81215,14.81215,1.27092143278007
"NCBP2","Ncbp2",48.118398,48.413521,40.882472,602,1027,935,45.804797,33.3792,33.3792,1.36142775282729
"NCCRP1","Nccrp1",0,0.155791,0.050845,0,6,2,0.0688786666666667,1.99155,1.99155,0.357299281866145
"NCDN","Ncdn",326.721283,206.530582,207.337452,15643,19140,19634,246.863105666667,253.36244,253.36244,0.974448529691202
"NCEH1","Nceh1",31.54498,24.711494,21.124885,2111,2877,2431,25.7937863333333,12.26048,12.26048,2.02057439348601
"NCF1","Ncf1",2.293414,2.658136,1.651321,81,127,110,2.200957,3.13254,3.13254,0.774573748832437
"NCF2","Ncf2",2.778767,1.734141,1.161075,43,74,64,1.89132766666667,4.08683,4.08683,0.568394789420261
"NCF4","Ncf4",1.791835,0.792782,0.698284,6,17,15,1.09430033333333,6.14061,6.14061,0.293294317058813
"NCK1","Nck1",12.445724,15.433202,15.688014,229,423,411,14.5223133333333,42.46564,42.46564,0.35711687055185
"NCK2","Nck2",12.912932,11.841397,11.872308,289,471,422,12.208879,64.45567,64.45567,0.201798851039184
"NCKAP1","Nckap1",185.204612,140.064491,117.72713,9139,11276,9738,147.665411,43.87633,43.87633,3.31278005576659
"NCKAP1L","Nckap1l",2.167042,1.461372,1.825067,125,180,187,1.817827,3.33999,3.33999,0.64927039002394
"NCKAP5L","Nckap5l",8.059913,3.021926,1.91116,214,127,140,4.33099966666667,19.31388,19.31388,0.262431385174406
"NCKIPSD","Nckipsd",161.393058,124.946053,134.698441,803,1146,1092,140.345850666667,29.3961,29.3961,4.65013112427801
"NCL","Ncl",90.158683,41.910514,45.4598,3969,3055,3023,59.1763323333333,211.39468,211.39468,0.28332316201768
"NCLN","Ncln",29.757546,30.863038,24.637098,488,873,783,28.4192273333333,42.17521,42.17521,0.681391644263765
"NCMAP","Ncmap",0.365257,1.640504,0.696487,8,17,14,0.900749333333333,1.3277,1.3277,0.816578310492475
"NCOA1","Ncoa1",32.360651,9.86126,11.109922,2042,1157,1187,17.7772776666667,19.9155,19.9155,0.897768528921932
"NCOA2","Ncoa2",23.175244,5.559422,7.451877,1609,872,922,12.062181,6.34806,6.34806,1.7776366823352
"NCOA3","Ncoa3",7.34265,3.886659,4.643002,584,346,365,5.29077033333333,4.89589,4.89589,1.06697552588894
"NCOA5","Ncoa5",19.264394,11.221415,13.700504,595,898,786,14.728771,11.28545,11.28545,1.28027634315389
"NCOA6","Ncoa6",11.162206,2.082338,2.400822,1043,346,404,5.215122,20.72456,20.72456,0.286087359191625
"NCOA7","Ncoa7",30.417046,24.81338,23.256239,1150,1559,1362,26.1622216666667,46.1998,46.1998,0.575473236468516
"NCOR1","Ncor1",113.66073,37.16588,40.194153,3446,1907,1901,63.6735876666667,52.13296,52.13296,1.21720279966835
"NCOR2","Ncor2",52.280652,9.077063,14.657592,2128,691,1020,25.3384356666667,305.22571,305.22571,0.0860098770500578
"NCR1","Ncr1",0,0,0,0,0,0,0,0,0,1
"NCS1","Ncs1",94.88507,68.697854,75.428785,4705,6544,6551,79.6705696666667,232.67937,232.67937,0.345219048077144
"NCSTN","Ncstn",20.139235,15.406572,13.587302,770,1088,1027,16.377703,45.80564,45.80564,0.371273696930541
"NDC80","Ndc80",0.249427,0.208546,0.167038,9,14,13,0.208337,2.21975,2.21975,0.375289075238761
"NDE1","Nde1",12.533521,13.230918,11.023679,323,631,519,12.262706,40.07993,40.07993,0.322851231732868
"NDEL1","Ndel1",50.507857,47.525672,47.508903,967,1717,1736,48.514144,28.25511,28.25511,1.69249556744104
"NDFIP1","Ndfip1",334.640887,408.194101,381.040891,6244,12849,11572,374.625293,67.2148,67.2148,5.50650728287703
"NDFIP2","Ndfip2",49.873622,47.62642,47.056554,1335,2181,1863,48.185532,26.67847,26.67847,1.77703218422117
"NDN","Ndn",28.1458,44.410777,47.267365,1538,4317,4472,39.941314,32.79833,32.79833,1.2113413295864
"NDNF","Ndnf",5.609512,2.328793,3.307527,276,230,296,3.74861066666667,1.30695,1.30695,2.0583934054343
"NDOR1","Ndor1",7.179759,5.182545,7.065079,180,311,283,6.47579433333333,16.63774,16.63774,0.423852167756942
"NDP","Ndp",3.283982,4.175243,4.699632,89,198,226,4.05295233333333,7.42682,7.42682,0.599627419754229
"NDRG1","Ndrg1",101.579155,91.865534,107.665625,1845,3431,3855,100.370104666667,632.50368,632.50368,0.160015021012454
"NDRG2","Ndrg2",1039.051901,1143.327321,1180.430548,8431,17157,17916,1120.93659,3310.66065,3310.66065,0.33878368244041
"NDRG3","Ndrg3",789.932176,840.897637,688.308009,6044,10621,9592,773.045940666667,68.7292,68.7292,11.1007431702453
"NDRG4","Ndrg4",807.683606,666.274889,615.557543,20264,30191,26662,696.505346,714.92479,714.92479,0.974271817015863
"NDST1","Ndst1",50.957399,18.070539,17.230634,1823,1211,1438,28.7528573333333,48.37806,48.37806,0.602552172631597
"NDST2","Ndst2",7.550717,9.799296,8.324998,140,208,182,8.558337,21.55437,21.55437,0.423790910586286
"NDST3","Ndst3",3.281285,2.880938,1.911246,259,323,266,2.69115633333333,2.17826,2.17826,1.16137645546095
"NDST4","Ndst4",9.563173,3.267979,4.150786,268,245,256,5.660646,0.82981,0.82981,3.64007519906438
"NDUFA1","Ndufa1",133.858569,189.148319,178.035621,365,922,875,167.014169666667,131.13109,131.13109,1.27157181301287
"NDUFA10","Ndufa10",810.945415,962.79407,897.409038,1430,3329,3316,890.382841,190.5249,190.5249,4.65413552493697
"NDUFA11","Ndufa11",144.047459,251.996759,272.173823,436,1416,1493,222.739347,282.55109,282.55109,0.789061847725572
"NDUFA12","Ndufa12",102.424599,137.684702,153.570154,612,1422,1615,131.226485,107.4192,107.4192,1.21958550699507
"NDUFA13","Ndufa13",62.231538,89.07747,94.359142,963,2682,2914,81.8893833333333,263.11274,263.11274,0.313840912533539
"NDUFA2","Ndufa2",58.628167,76.711773,93.218993,303,716,883,76.186311,81.3631,81.3631,0.937146744112351
"NDUFA3","Ndufa3",303.155045,442.729207,477.341298,474,1233,1331,407.74185,601.07454,601.07454,0.67888911230161
"NDUFA4","Ndufa4",395.166469,486.882137,566.871307,1351,3012,3462,482.973304333333,893.10623,893.10623,0.541292844289132
"NDUFA4L2","Ndufa4l2",5.35778,5.915051,6.097672,25,45,64,5.79016766666667,73.74957,73.74957,0.0908388859851189
"NDUFA5","Ndufa5",209.914013,220.722071,231.553576,399,715,731,220.729886666667,128.76612,128.76612,1.70868857500453
"NDUFA6","Ndufa6",264.255155,267.90745,278.122616,455,956,968,270.095073666667,46.1998,46.1998,5.74356403346342
"NDUFA7","Ndufa7",166.569364,260.821326,301.043963,378,1066,1276,242.811551,142.47877,142.47877,1.69928659828907
"NDUFA8","Ndufa8",73.848214,92.82653,97.957141,728,1663,1782,88.2106283333333,79.43378,79.43378,1.10911893402664
"NDUFA9","Ndufa9",60.387325,70.748219,70.878217,1061,2118,2142,67.3379203333333,61.46835,61.46835,1.09396070703538
"NDUFAB1","Ndufab1",183.432394,258.291872,297.25161,580,1157,1220,246.325292,93.31239,93.31239,2.62240509438898
"NDUFAF1","Ndufaf1",32.589477,29.42396,29.87299,245,420,431,30.628809,17.88246,17.88246,1.67503646241009
"NDUFAF2","Ndufaf2",100.070042,128.391103,132.328557,132,258,308,120.263234,398.24767,398.24767,0.303729346748598
"NDUFAF3","Ndufaf3",38.945697,69.68387,61.62057,217,676,624,56.7500456666667,133.99394,133.99394,0.42779731939572
"NDUFAF4","Ndufaf4",13.963527,14.467981,15.210171,387,623,579,14.5472263333333,29.76952,29.76952,0.505280106200335
"NDUFAF5","Ndufaf5",20.11654,25.949056,26.64077,295,663,695,24.2354553333333,25.89014,25.89014,0.938465003653136
"NDUFAF6","Ndufaf6",20.248788,21.654505,17.893565,48,98,118,19.932286,19.99848,19.99848,0.996847676593734
"NDUFB10","Ndufb10",149.924899,198.267106,205.715608,885,2144,2319,184.635871,151.17106,151.17106,1.21991573824878
