"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"MRI1","Mri1",3.481663,6.73821,5.851212,65,161,161,5.35702833333333,5.30068,5.30068,1.00894321459483
"MRM1","Mrm1",17.812882,24.911074,44.472571,134,269,263,29.065509,4.36452,4.36452,5.60451056198877
"MRO","Mro",8.732507,8.661,7.837042,139,278,232,8.410183,3.73198,3.73198,1.98863541266024
"MRPL1","Mrpl1",3.39939,3.02989,3.760595,169,268,329,3.396625,98.68872,98.68872,0.0441035354852585
"MRPL10","Mrpl10",20.325951,29.024407,26.970961,477,1145,1117,25.4404396666667,47.83259,47.83259,0.541450692389379
"MRPL11","Mrpl11",41.178125,63.099783,75.322067,263,699,793,59.8666583333333,42.78493,42.78493,1.39012802654551
"MRPL12","Mrpl12",24.234963,41.05879,44.9523,366,1053,1178,36.7486843333333,32.94262,32.94262,1.1121323083879
"MRPL13","Mrpl13",24.45428,30.903583,39.841336,241,544,686,31.7330663333333,89.02352,89.02352,0.363605714743584
"MRPL14","Mrpl14",14.783133,23.703328,27.610223,75,210,260,22.032228,14.5737,14.5737,1.47891817615596
"MRPL15","Mrpl15",36.650985,37.44121,38.999773,310,618,621,37.6973226666667,266.19766,266.19766,0.144826577697824
"MRPL16","Mrpl16",11.732745,15.409178,19.130963,176,391,494,15.4242953333333,133.08618,133.08618,0.12249059025571
"MRPL17","Mrpl17",37.919766,63.989757,68.103832,292,571,637,56.6711183333333,25.68108,25.68108,2.16149864748104
"MRPL18","Mrpl18",180.864548,227.668999,256.739538,296,604,644,221.757695,78.1818,78.1818,2.81324363679532
"MRPL19","Mrpl19",25.374356,29.840116,28.448783,397,607,657,27.8877516666667,68.68107,68.68107,0.414571011419122
"MRPL2","Mrpl2",176.414351,263.995803,201.249616,177,569,602,213.88659,57.73815,57.73815,3.65838198853726
"MRPL20","Mrpl20",75.869672,103.620026,111.976824,343,822,937,97.1555073333333,195.53042,195.53042,0.499441803123065
"MRPL21","Mrpl21",25.726876,33.251229,33.080924,174,418,402,30.686343,94.85553,94.85553,0.330563536605556
"MRPL22","Mrpl22",18.650168,18.899955,19.052392,116,231,247,18.867505,109.10031,109.10031,0.180449128617349
"MRPL23","Mrpl23",1.406855,1.004358,1.085657,18,23,18,1.16562333333333,11.14533,11.14533,0.178309138848704
"MRPL24","Mrpl24",23.807421,27.534458,30.191209,310,672,716,27.177696,206.46069,206.46069,0.135821856179115
"MRPL27","Mrpl27",39.120494,51.595112,54.086638,295,645,763,48.2674146666667,60.01529,60.01529,0.807460141001816
"MRPL28","Mrpl28",25.425301,35.82352,38.689665,320,810,933,33.3128286666667,28.57811,28.57811,1.16007509156828
"MRPL3","Mrpl3",31.791237,43.647376,45.079796,705,1225,1248,40.172803,123.15532,123.15532,0.331623348882674
"MRPL30","Mrpl30",66.419422,94.584288,101.006513,355,858,930,87.336741,26.0859,26.0859,3.2613552069527
"MRPL32","Mrpl32",17.793887,16.775482,18.693015,164,276,284,17.754128,138.09589,138.09589,0.134828771719998
"MRPL33","Mrpl33",45.03047,47.076599,53.616752,123,220,285,48.574607,1454.42194,1454.42194,0.0340620170945066
"MRPL34","Mrpl34",18.376428,25.859324,25.088313,102,281,281,23.1080216666667,112.07324,112.07324,0.213207136070981
"MRPL35","Mrpl35",12.882212,12.130172,12.996955,351,510,525,12.6697796666667,184.43569,184.43569,0.0737170911741244
"MRPL36","Mrpl36",16.268678,24.840733,23.473184,153,445,420,21.5275316666667,64.3292,64.3292,0.344830974000396
"MRPL37","Mrpl37",21.12495,24.464473,22.668294,360,718,720,22.7525723333333,100.94055,100.94055,0.233004161085391
"MRPL38","Mrpl38",60.698387,70.022102,60.932466,330,762,781,63.8843183333333,17.07855,17.07855,3.58902225750037
"MRPL39","Mrpl39",8.743656,12.086958,8.33676,243,549,488,9.722458,124.91378,124.91378,0.085157144833552
"MRPL4","Mrpl4",26.702931,39.077716,51.322616,300,729,839,39.034421,5.21212,5.21212,6.44456658918372
"MRPL40","Mrpl40",19.502762,29.464341,27.136705,208,549,520,25.367936,87.39157,87.39157,0.298308266274714
"MRPL41","Mrpl41",49.212246,62.019566,67.342563,301,706,811,59.5247916666667,5.27537,5.27537,9.64481642782285
"MRPL42","Mrpl42",53.922605,65.309307,67.818505,352,732,767,62.350139,73.94379,73.94379,0.845302045706522
"MRPL43","Mrpl43",13.931172,23.398521,21.940053,250,711,707,19.756582,40.92527,40.92527,0.49508523141294
"MRPL44","Mrpl44",10.283985,15.181737,14.084979,194,517,488,13.183567,57.18151,57.18151,0.243781349091833
"MRPL45","Mrpl45",14.64182,15.365444,20.072678,334,698,778,16.693314,66.11296,66.11296,0.263634832974138
"MRPL46","Mrpl46",14.654829,16.476437,18.214531,209,422,474,16.448599,149.684,149.684,0.115795963738685
"MRPL47","Mrpl47",12.775105,14.257497,12.261029,184,310,291,13.097877,135.99586,135.99586,0.102907321432925
"MRPL48","Mrpl48",42.019806,51.455646,47.93337,659,1212,1147,47.136274,86.05059,86.05059,0.552968957476336
"MRPL49","Mrpl49",30.747909,34.948709,33.607322,368,805,751,33.1013133333333,23.63165,23.63165,1.38445103488127
"MRPL50","Mrpl50",14.287295,13.930087,13.833295,430,727,723,14.0168923333333,34.66313,34.66313,0.421076117921599
"MRPL51","Mrpl51",24.66018,37.550848,40.002804,353,728,755,34.0712773333333,352.05849,352.05849,0.0993356011162154
"MRPL52","Mrpl52",92.184569,113.84885,134.735064,88,234,291,113.589494333333,91.32596,91.32596,1.24114056689292
"MRPL53","Mrpl53",17.972316,19.131166,23.961841,128,251,319,20.3551076666667,36.34568,36.34568,0.571822702563367
"MRPL54","Mrpl54",23.637404,27.969415,32.463572,129,293,346,28.0234636666667,7.07178,7.07178,3.59567080206183
"MRPL55","Mrpl55",16.692481,22.951842,23.81812,150,365,393,21.1541476666667,10.42424,10.42424,1.93922288630724
"MRPL9","Mrpl9",15.276917,19.938839,19.663714,334,779,781,18.2931566666667,83.67224,83.67224,0.227856930047754
"MRPS10","Mrps10",23.257729,20.387722,23.876871,185,371,387,22.5074406666667,117.53837,117.53837,0.198310814183346
"MRPS11","Mrps11",14.645474,24.207429,27.916694,130,383,438,22.2565323333333,40.58369,40.58369,0.559270529703673
"MRPS12","Mrps12",67.504689,97.607347,107.553696,221,582,637,90.8885773333333,9.53869,9.53869,8.71916503221305
"MRPS14","Mrps14",35.140904,46.212644,48.053013,394,775,719,43.1355203333333,41.57045,41.57045,1.03676424217581
"MRPS15","Mrps15",22.615791,28.523513,27.949428,169,412,462,26.3629106666667,241.50334,241.50334,0.112835190915996
"MRPS16","Mrps16",17.070823,25.809102,27.536451,167,445,478,23.4721253333333,86.67048,86.67048,0.279137576677273
"MRPS17","Mrps17",55.640549,74.377625,74.475941,603,963,889,68.164705,28.29979,28.29979,2.3605870554021
"MRPS18A","Mrps18a",31.872725,42.395338,46.375953,311,785,842,40.214672,22.97381,22.97381,1.71915402683178
"MRPS18B","Mrps18b",34.679073,48.14785,53.889747,174,395,408,45.5722233333333,166.11736,166.11736,0.278679745379734
"MRPS18C","Mrps18c",94.448763,124.346841,151.309512,105,219,247,123.368372,109.42923,109.42923,1.12622692379545
"MRPS2","Mrps2",10.703648,10.113593,9.534454,315,532,506,10.1172316666667,6.30009,6.30009,1.52288967213646
"MRPS21","Mrps21",207.816956,354.56762,371.670574,243,571,644,311.351716666667,109.36597,109.36597,2.83014516763334
"MRPS22","Mrps22",9.22321,13.356841,14.58346,140,356,393,12.387837,164.10589,164.10589,0.0810863682694785
"MRPS23","Mrps23",48.088063,84.710225,88.032893,281,722,730,73.6103936666667,184.67605,184.67605,0.401831004411536
"MRPS24","Mrps24",15.23128,25.019668,27.267139,101,310,360,22.506029,164.87758,164.87758,0.141707089047236
"MRPS25","Mrps25",27.739967,37.923198,34.810304,302,624,611,33.4911563333333,106.22858,106.22858,0.321660105294067
"MRPS26","Mrps26",22.868664,29.718113,31.474466,338,860,917,28.0204143333333,15.83877,15.83877,1.72342839372076
"MRPS27","Mrps27",12.446772,15.871069,15.560631,299,637,671,14.6261573333333,148.58338,148.58338,0.104464528969283
"MRPS28","Mrps28",8.763093,11.825786,12.934746,74,187,209,11.1745416666667,289.42449,289.42449,0.0419198176664326
"MRPS30","Mrps30",4.559484,5.577221,5.913628,217,471,494,5.350111,124.74932,124.74932,0.0504981736680564
"MRPS31","Mrps31",9.701643,12.298528,13.314587,198,432,457,11.771586,63.72197,63.72197,0.197329994745216
"MRPS33","Mrps33",51.805432,59.942704,65.98355,268,547,616,59.2438953333333,292.99201,292.99201,0.204916777613559
"MRPS34","Mrps34",21.594008,32.504102,38.391081,214,626,762,30.8297303333333,23.72021,23.72021,1.28759951203219
"MRPS35","Mrps35",26.954119,33.336774,36.810728,174,328,340,32.367207,127.16562,127.16562,0.260344443385051
"MRPS36","Mrps36",22.720939,28.487176,31.282439,135,300,331,27.4968513333333,209.38302,209.38302,0.135452240077803
"MRPS5","Mrps5",47.429228,57.905423,53.081531,529,770,733,52.805394,147.64722,147.64722,0.361967038468664
"MRPS6","Mrps6",22.051301,27.270869,28.074697,197,469,489,25.7989556666667,86.75903,86.75903,0.305369779801197
"MRPS7","Mrps7",25.961343,34.080873,36.699619,320,821,904,32.2472783333333,135.52778,135.52778,0.243520244256029
"MRPS9","Mrps9",13.917863,16.415118,16.362326,236,526,552,15.5651023333333,131.97291,131.97291,0.124575015567707
"MRRF","Mrrf",14.842376,12.945119,15.593096,209,410,410,14.460197,57.88996,57.88996,0.26252687215274
"MRS2","Mrs2",153.964699,69.974988,57.943478,1361,1284,1106,93.961055,66.6949,66.6949,1.40278004694593
"MRTO4","Mrto4",22.314627,24.164285,29.209511,225,484,517,25.2294743333333,12.51162,12.51162,1.94125310905231
"MS4A1","Ms4a1",0.052189,0,0.064106,2,0,5,0.038765,0.13916,0.13916,0.911869272095228
"MS4A10","Ms4a10",0,0,0,0,0,0,0,0,0,1
"MS4A13","Ms4a13",0,0,0,0,0,0,0,0,0,1
"MS4A15","Ms4a15",0,0,0.023227,0,0,1,0.00774233333333333,0,0,1.00774233333333
"MS4A2","Ms4a2",0,0.016741,0,0,1,0,0.00558033333333333,0.34157,0.34157,0.749554874761163
"MS4A3","Ms4a3",0,0.030713,0,0,1,0,0.0102376666666667,0.13916,0.13916,0.886826843170991
"MS4A6E","Ms4a6b",1.262008,0.775012,0.960827,17,23,18,0.999282333333333,0,0,1.99928233333333
"MSANTD1","Msantd1",0.910732,4.185061,2.767182,11,36,29,2.62099166666667,0.0506,0.0506,3.44659400977219
"MSANTD2","Msantd2",14.767595,12.12339,13.950112,83,98,78,13.613699,11.44895,11.44895,1.17389008711578
"MSANTD3","Msantd3",8.916222,8.489933,4.428689,109,149,150,7.27828133333333,23.5937,23.5937,0.336601704230487
"MSANTD4","Msantd4",22.187206,21.14602,18.837916,894,1486,1322,20.723714,27.17387,27.17387,0.771058928006696
"MSC","Msc",0.893569,0.677061,0.805596,13,20,18,0.792075333333333,3.37776,3.37776,0.40935897201613
"MSGN1","Msgn1",0,0,0,0,0,0,0,0,0,1
"MSH2","Msh2",16.479535,12.944699,15.784846,409,660,598,15.0696933333333,19.81112,19.81112,0.772168597044913
"MSH3","Msh3",9.622772,6.452406,5.103433,312,361,293,7.059537,7.76758,7.76758,0.919243052244747
"MSH4","Msh4",0.24922,0.208848,0.196975,10,14,13,0.218347666666667,0.34157,0.34157,0.908150649363557
"MSH5","Msh5",0.510706,1.05313,0.268449,4,5,5,0.610761666666667,4.44042,4.44042,0.296073036027856
"MSH6","Msh6",4.586349,3.285935,2.713216,286,345,311,3.5285,18.43218,18.43218,0.233041274833807
"MSI1","Msi1",11.031075,7.944383,8.260089,285,399,429,9.07851566666667,1.6952,1.6952,3.73943145839517
"MSI2","Msi2",29.81302,13.315164,15.770824,1632,1776,1591,19.6330026666667,100.27006,100.27006,0.203742376242955
"MSL1","Msl1",106.586432,45.947522,49.786927,2133,1918,1715,67.4402936666667,93.74226,93.74226,0.722384009698171
"MSL2","Msl2",12.293822,6.57268,5.80698,850,768,667,8.224494,12.75198,12.75198,0.670775699208405
"MSL3","Msl3",6.886577,6.379226,6.222131,216,349,344,6.495978,23.99852,23.99852,0.299856871526794
"MSLN","Msln",1.270129,4.246803,1.015117,19,18,13,2.17734966666667,0,0,3.17734966666667
"MSMB","Msmb",0,0,0,0,0,0,0,0,0,1
"MSMO1","Msmo1",73.129556,102.511938,107.802822,1135,2211,2224,94.4814386666667,11.4616,11.4616,7.66205291990328
"MSMP","Msmp",0,0,0,0,0,0,0,3.63077,3.63077,0.215946807982258
"MSN","Msn",6.985758,4.923811,4.740131,401,496,483,5.5499,120.10648,120.10648,0.0540838112048174
"MSR1","Msr1",0.105698,0.081961,0.024287,3,2,2,0.0706486666666667,3.69403,3.69403,0.228087308062937
"MSRA","Msra",17.110738,19.110949,19.66194,258,528,558,18.6278756666667,33.75227,33.75227,0.564794059975555
"MSRB1","Msrb1",13.381536,17.671013,20.92947,140,345,413,17.3273396666667,9.41218,9.41218,1.76018275391577
"MSRB2","Msrb2",43.641561,56.262449,43.972062,167,347,390,47.9586906666667,105.53279,105.53279,0.45956452155873
"MSRB3","Msrb3",2.050585,1.229866,1.545391,114,97,118,1.608614,112.04794,112.04794,0.0230752900052845
"MSS51","Mss51",0.23604,0.067551,0.022215,6,3,1,0.108602,11.81583,11.81583,0.0865025519221151
"MST1","Mst1",0.031846,0.215923,0.017156,1,1,1,0.0883083333333333,0.94881,0.94881,0.55844763385519
"MST1R","Mst1r",0.606433,0.190083,0.191847,15,25,21,0.329454333333333,0.56928,0.56928,0.847174712819467
"MSTN","Mstn",0.105595,0.139971,0.049251,4,9,3,0.0982723333333333,0.40482,0.40482,0.781788651452381
"MSTO1","Msto1",6.365801,8.937103,8.523634,160,421,397,7.94217933333333,16.38276,16.38276,0.514428050167714
"MSX1","Msx1",1.615413,2.748161,2.814743,39,131,139,2.39277233333333,2.4669,2.4669,0.978618458372994
"MSX2","Msx2",0.17228,0.098182,0.19663,5,6,12,0.155697333333333,0.7464,0.7464,0.661759810658116
"MT1X","Mt1",237.734539,354.977232,326.577508,1134,3170,2960,306.429759666667,31.04501,31.04501,9.59368587080068
"MT2A","Mt2",239.992206,317.959733,309.479278,809,1928,1837,289.143739,20.93704,20.93704,13.226202760263
"MT3","Mt3",265.341071,402.762753,410.395775,1171,3403,3551,359.499866333333,0,0,360.499866333333
"MT4","Mt4",0,0,0,0,0,0,0,0,0,1
"MTA1","Mta1",16.5211,13.665522,12.081761,576,913,815,14.089461,59.58516,59.58516,0.249061998020637
"MTA2","Mta2",12.996003,11.471881,9.936198,469,825,737,11.4680273333333,38.02824,38.02824,0.31946168552139
"MTA3","Mta3",27.418412,17.86945,16.195554,1024,1140,1149,20.494472,36.21918,36.21918,0.577510627585025
"MTAP","Mtap",4.235083,4.247485,4.432544,154,303,315,4.30503733333333,14.94057,14.94057,0.33280098097705
"MTBP","Mtbp",1.430001,1.098517,1.775519,20,33,50,1.434679,1.6952,1.6952,0.903338898783022
"MTCH1","Mtch1",286.253048,337.594497,366.548327,3541,8336,7835,330.131957333333,133.75667,133.75667,2.4572583853054
"MTCH2","Mtch2",77.058902,65.891521,68.537271,902,1767,1650,70.495898,218.15001,218.15001,0.326241819473337
"MTCP1","Mtcp1",1.927766,0.75198,0.697053,36,30,27,1.12559966666667,135.0091,135.0091,0.0156283635923381
"MTDH","Mtdh",35.649575,35.066768,32.746445,1179,1520,1200,34.487596,61.15386,61.15386,0.570963669834826
"MTF1","Mtf1",7.230291,4.141238,3.664519,468,426,363,5.012016,2.31509,2.31509,1.81353025106407
"MTF2","Mtf2",13.331379,7.298667,5.854416,436,363,301,8.828154,12.48632,12.48632,0.72874987394634
"MTFMT","Mtfmt",4.50813,4.931821,3.771557,84,177,159,4.403836,27.14857,27.14857,0.191975507103913
"MTFP1","Mtfp1",32.219413,42.311226,39.597042,566,1351,1268,38.0425603333333,8.55193,8.55193,4.08740017287955
"MTFR1","Mtfr1",3.647166,4.407771,3.766713,105,244,201,3.94055,53.00676,53.00676,0.0914802146990488
"MTG1","Mtg1",57.817983,77.522961,79.788459,152,362,368,71.709801,10.04472,10.04472,6.58321813500025
"MTHFD1","Mthfd1",21.227212,18.17564,20.870752,489,671,618,20.0912013333333,78.27036,78.27036,0.266066677801556
"MTHFD1L","Mthfd1l",3.931466,3.091332,2.390338,163,239,238,3.137712,2.4669,2.4669,1.19349043814359
"MTHFD2","Mthfd2",7.223066,5.883731,5.817528,116,224,197,6.30810833333333,44.6952,44.6952,0.159931641251889
"MTHFD2L","Mthfd2l",6.389584,5.840623,4.782182,101,191,175,5.67079633333333,27.36363,27.36363,0.235188385031582
"MTHFR","Mthfr",5.866009,3.524258,4.157611,294,314,338,4.51595933333333,13.16946,13.16946,0.389285077436496
"MTHFS","Mthfs",11.547651,5.912501,17.885305,31,42,60,11.781819,22.98646,22.98646,0.532876422781853
"MTHFSD","Mthfsd",24.333535,29.618275,31.346205,326,505,484,28.4326716666667,8.8682,8.8682,2.98257753862575
"MTIF2","Mtif2",14.30302,8.461845,13.301489,264,425,451,12.022118,91.07295,91.07295,0.141432614030505
"MTIF3","Mtif3",16.263936,22.138363,12.933569,175,363,359,17.111956,295.80048,295.80048,0.0610240118210051
"MTM1","Mtm1",1.704444,1.264045,1.586442,81,102,124,1.51831033333333,10.81641,10.81641,0.213119749004421
"MTMR1","Mtmr1",19.217707,11.839008,9.881274,625,853,671,13.6459963333333,24.26419,24.26419,0.579713671142171
"MTMR10","Mtmr10",6.327843,5.286601,4.364549,381,546,489,5.326331,35.30832,35.30832,0.174239155102742
"MTMR11","Mtmr11",5.26322,4.835364,5.998822,87,134,143,5.365802,5.40188,5.40188,0.994364467937543
"MTMR12","Mtmr12",8.669396,3.619598,3.043779,597,430,360,5.11092433333333,14.51044,14.51044,0.393987812939758
"MTMR14","Mtmr14",13.653595,16.199828,14.576637,140,297,277,14.81002,47.94645,47.94645,0.323006469314935
"MTMR2","Mtmr2",21.774858,24.539759,25.055529,786,1443,1367,23.7900486666667,28.56546,28.56546,0.838480059727353
"MTMR3","Mtmr3",16.138701,10.581445,10.72898,1313,1591,1612,12.483042,15.50985,15.50985,0.816666535431879
"MTMR4","Mtmr4",16.137719,9.953486,8.972395,1374,1442,1320,11.6878666666667,20.75993,20.75993,0.583083983572864
"MTMR6","Mtmr6",47.138932,34.293666,34.549262,2059,2976,2836,38.66062,25.79494,25.79494,1.48015334238479
"MTMR7","Mtmr7",22.747157,17.940673,16.378842,823,1141,1059,19.022224,0.99941,0.99941,10.0140661495141
"MTMR9","Mtmr9",36.167715,22.124883,22.066949,1088,1170,1185,26.7865156666667,14.56104,14.56104,1.78564643922686
"MTNR1A","Mtnr1a",0,0,1.017346,0,0,4,0.339115333333333,0,0,1.33911533333333
"MTNR1B","Mtnr1b",0,0,0,0,0,0,0,0,0,1
"MTO1","Mto1",11.173855,7.484418,7.442554,228,398,399,8.70027566666667,38.92644,38.92644,0.242953683490606
"MTOR","Mtor",23.725503,10.432497,7.961228,1681,963,1114,14.0397426666667,34.82759,34.82759,0.419781030950356
"MTPAP","Mtpap",9.1518,8.426206,6.935133,303,465,401,8.17104633333333,23.47984,23.47984,0.374636694248546
"MTPN","Mtpn",80.317142,50.883489,40.438307,4730,5188,3882,57.2129793333333,39.98911,39.98911,1.42020598479287
"MTR","Mtr",2.488928,0.83833,0.688915,323,173,158,1.33872433333333,38.12944,38.12944,0.0597689190883727
"MTRF1","Mtrf1",2.68463,3.584893,3.471514,67,156,153,3.24701233333333,24.3654,24.3654,0.167433288390222
"MTRF1L","Mtrf1l",3.855077,3.512859,5.27472,62,107,121,4.21421866666667,49.99587,49.99587,0.10224786177129
"MTRR","Mtrr",5.82294,7.568769,4.653558,138,292,249,6.015089,41.93733,41.93733,0.163379721095839
"MTSS1","Mtss1",20.47507,10.71551,10.976151,601,598,630,14.055577,25.01059,25.01059,0.578824894014323
"MTTP","Mttp",3.303364,2.895545,3.065695,168,271,295,3.08820133333333,2.60606,2.60606,1.13370308129464
"MTUS1","Mtus1",26.772266,13.812177,14.493509,745,864,812,18.3593173333333,207.23239,207.23239,0.0929697696565521
"MTUS2","Mtus2",12.714819,4.558271,6.23812,666,488,527,7.83707,111.4407,111.4407,0.0785931606615754
"MTX1","Mtx1",46.835205,62.203676,66.049261,238,538,571,58.362714,7.3248,7.3248,7.13082764751105
"MTX2","Mtx2",21.996731,30.163831,35.80879,254,594,638,29.3231173333333,196.70694,196.70694,0.153374066349585
"MUC1","Muc1",0.06261,0.051881,0.27365,2,3,3,0.129380333333333,0.40482,0.40482,0.803932413642554
"MUC13","Muc13",0.068878,0,0,3,0,0,0.0229593333333333,0.59459,0.59459,0.641518718500262
"MUC15","Muc15",0.195758,0.07601,0.065271,10,6,5,0.112346333333333,0,0,1.11234633333333
"MUC19","Muc19",0,0,0.013428,0,0,1,0.004476,0,0,1.004476
"MUC20","Muc20",0,0,0,0,0,0,0,3.17535,3.17535,0.239500880165735
"MUC4","Muc4",0,0.139502,0,0,1,0,0.0465006666666667,0.08856,0.08856,0.961362411503883
"MUC6","Muc6",0.029509,0,0,4,0,0,0.00983633333333333,0.7464,0.7464,0.57823885326004
"MUL1","Mul1",16.593545,17.943906,18.73764,551,1046,989,17.7583636666667,18.97617,18.97617,0.939037045973611
"MUS81","Mus81",19.468276,18.141772,16.251909,138,301,351,17.9539856666667,18.86231,18.86231,0.954268947905187
"MUSK","Musk",0.094802,0.090536,0.167334,3,8,15,0.117557333333333,2.21389,2.21389,0.347727312799546
"MUSTN1","Mustn1",1.196141,0.836837,0.859129,19,24,25,0.964035666666667,9.28567,9.28567,0.19094873417742
"MUTYH","Mutyh",2.016848,0.935069,0.41471,15,19,15,1.122209,6.17358,6.17358,0.295836806726906
"MVD","Mvd",7.341309,8.052984,7.588073,175,362,346,7.66078866666667,1.80906,1.80906,3.0831625763304
"MVK","Mvk",10.545547,26.474134,21.022027,158,466,472,19.347236,6.40129,6.40129,2.74914724325084
"MVP","Mvp",2.431586,1.916637,1.768384,112,159,149,2.038869,11.37305,11.37305,0.245603872933513
"MX2","Mx1",0.236672,0.214821,0.21187,8,11,11,0.221121,9.7917,9.7917,0.11315371998851
"MXD1","Mxd1",6.263858,4.471811,2.657186,345,364,336,4.464285,4.41512,4.41512,1.00907920784766
"MXD3","Mxd3",0.584989,0.384518,0.606047,4,7,15,0.525184666666667,0.32892,0.32892,1.14768734511232
"MXD4","Mxd4",22.01638,24.130187,22.277863,1001,1723,1510,22.8081433333333,8.81759,8.81759,2.42504966425908
"MXI1","Mxi1",27.520553,25.819191,21.411922,831,1350,1139,24.917222,121.39686,121.39686,0.21174744188699
"MXRA7","Mxra7",5.36532,5.025456,5.78488,122,229,245,5.39188533333333,643.01372,643.01372,0.0099250763374006
"MXRA8","Mxra8",8.901647,5.310618,6.300397,83,117,149,6.837554,3.36511,3.36511,1.79549976976525
"MYADM","Myadm",21.143696,8.684837,8.649,768,520,577,12.8258443333333,38.1927,38.1927,0.352765804176118
"MYADML2","Myadml2",5.087308,4.609931,4.875098,70,121,138,4.85744566666667,1.08797,1.08797,2.80533037671359
"MYB","Myb",0.289992,0.230885,0.31601,12,16,22,0.278962333333333,0,0,1.27896233333333
"MYBBP1A","Mybbp1a",18.190709,13.060957,15.935429,542,788,771,15.7290316666667,6.91998,6.91998,2.11225680704581
"MYBL1","Mybl1",1.493721,0.617332,0.940238,54,71,78,1.017097,4.45307,4.45307,0.369901174934486
