"Hs_symbol","DRG","dHs_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg__TPM","FoldChange"
"C3orf72",0.04182,0.04182,0.92769,0.46977,1.09242,0.82996,0.569312990447879
"C3orf74",0,0,0,0,0,0,1
"C3orf77",0.01045,0.01045,0.01657,0.05527,0,0.0239466666666667,0.986818974946612
"C3orf78",59.36787,59.36787,34.52321,38.52078,38.43134,37.1584433333333,1.58203177924886
"C3orf79",0,0,0,0,0,0,1
"C3orf80",12.39836,12.39836,0.54667,0.46977,9.91918,3.64520666666667,2.88434099092828
"C3P1",0,0,0,0.38687,0,0.128956666666667,0.885773590365145
"C4A",9.07401,9.07401,7.90191,3.92392,4.67556,5.50046333333333,1.54973722385943
"C4B",2.27896,2.27896,1.50749,0.85663,0.6336,0.99924,1.64010323923091
"C4BPA",0,0,1.07678,0.93953,0.08739,0.701233333333333,0.587808844563748
"C4BPAP1",0,0,0.0497,0,0,0.0165666666666667,0.983703315080172
"C4BPAP2",0,0,0,0,0,0,1
"C4BPB",0.18817,0.18817,0.87799,0.80136,0.41512,0.698156666666667,0.699682204429509
"C4orf17",0.03136,0.03136,0,0,0,0,1.03136
"C4orf19",4.85062,4.85062,1.39153,0.80136,2.73105,1.64131333333333,2.21504201192841
"C4orf21",0.96176,0.96176,2.56771,3.01203,2.94953,2.84309,0.510464235810246
"C4orf22",7.00413,7.00413,2.07073,15.14303,1.52939,6.24771666666667,1.10436574277416
"C4orf26",0.10454,0.10454,1.83881,1.51983,1.50754,1.62206,0.421248941671815
"C4orf27",44.18876,44.18876,17.77515,20.39335,29.75753,22.64201,1.91137555563169
"C4orf29",1.78762,1.78762,5.98027,6.02405,6.72931,6.24454333333333,0.384788919292359
"C4orf3",75.33102,75.33102,84.50236,104.6472,62.35534,83.8349666666667,0.899758943737429
"C4orf32",2.69711,2.69711,1.32527,2.34883,2.44702,2.04037333333333,1.21600527128247
"C4orf33",11.9593,11.9593,8.92899,8.87028,5.74613,7.84846666666667,1.46458143407144
"C4orf34",27.85972,27.85972,20.01154,24.86994,41.05315,28.6448766666667,0.973514591560115
"C4orf36",3.12573,3.12573,7.20614,9.06371,11.77629,9.34871333333333,0.398670817048432
"C4orf40",0,0,0.08283,0.0829,0,0.0552433333333333,0.947648725570406
"C4orf45",0.39725,0.39725,0.41415,0,6.70746,2.37387,0.414138659758675
"C4orf46",1.74581,1.74581,1.83881,1.79616,1.44199,1.69232,1.01986762346229
"C4orf47",0.45997,0.45997,11.28134,12.68367,2.01005,8.65835333333333,0.151161378095507
"C4orf48",535.31441,535.31441,68.38379,97.49018,109.37311,91.7490266666667,5.78242628817524
"C4orf50",0.26135,0.26135,2.6174,2.32119,1.28906,2.07588333333333,0.410077321961713
"C4orf51",0,0,0,9.39531,0,3.13177,0.242027024737582
"C4orf52",53.13733,53.13733,27.97971,49.51882,29.25501,35.5845133333333,1.47978816901942
"C4orf6",0.02091,0.02091,0,0,0,0,1.02091
"C5",1.80853,1.80853,3.13094,2.79096,2.57811,2.83333666666667,0.732659362904902
"C5AR1",6.68006,6.68006,2.15356,3.50943,5.26547,3.64282,1.65418000267079
"C5orf15",22.7373,22.7373,12.22559,8.89791,10.11581,10.4131033333333,2.07982871150149
"C5orf17",0.30316,0.30316,0.89456,0,0.19664,0.363733333333333,0.955582714118107
"C5orf20",0.02091,0.02091,0,0.13817,0.10924,0.08247,0.943130063650725
"C5orf22",5.9901,5.9901,12.85509,12.49024,15.59976,13.6483633333333,0.477193242749076
"C5orf24",11.71886,11.71886,20.47538,19.34329,18.76778,19.5288166666667,0.619561283366715
"C5orf25",4.00386,4.00386,7.15644,8.92555,12.58468,9.55555666666667,0.474049844836859
"C5orf27",0.55406,0.55406,1.65658,2.70806,1.81342,2.05935333333333,0.507970093897839
"C5orf28",5.1956,5.1956,2.74993,3.26073,4.98144,3.66403333333333,1.32837815624531
"C5orf30",16.75765,16.75765,11.13225,10.30721,11.51411,10.9845233333333,1.48171516764538
"C5orf34",0.73178,0.73178,1.85537,2.40409,0.89578,1.71841333333333,0.63705543920228
"C5orf38",0.01045,0.01045,1.50749,1.10533,1.11427,1.24236333333333,0.450618320848985
"C5orf4",22.83138,22.83138,52.8616,40.42748,33.44991,42.24633,0.551061327053648
"C5orf42",2.18487,2.18487,14.7933,15.08777,15.68715,15.1894066666667,0.196725554282203
"C5orf43",11.40524,11.40524,19.92871,20.17229,12.54098,17.5473266666667,0.668842481881486
"C5orf44",24.28448,24.28448,18.42122,15.8615,12.45359,15.57877,1.52511193532451
"C5orf45",199.54462,199.54462,141.14097,125.51032,159.73368,142.128323333333,1.40115258342648
"C5orf46",0,0,0.26505,0.829,0,0.364683333333333,0.732770728251975
"C5orf47",0.01045,0.01045,0.19879,0.52503,0.19664,0.30682,0.773212837269096
"C5orf48",0,0,0,0,0,0,1
"C5orf49",3.57524,3.57524,8.58111,16.5247,15.25019,13.452,0.316581787987822
"C5orf50",0,0,0,0,0,0,1
"C5orf51",6.79505,6.79505,8.051,6.90832,7.93097,7.63009666666667,0.903240172280805
"C5orf52",0.18817,0.18817,0,0,0,0,1.18817
"C5orf54",2.37304,2.37304,3.94267,3.73049,2.31593,3.32969666666667,0.77904764690983
"C5orf55",8.80221,8.80221,7.66998,9.56111,14.74767,10.6595866666667,0.840699613136658
"C5orf56",12.73289,12.73289,18.60344,35.48112,39.50191,31.19549,0.42654701015577
"C5orf58",1.13948,1.13948,0.59637,0.27633,2.90584,1.25951333333333,0.946876466023657
"C5orf60",0.10454,0.10454,0.03313,0.0829,0,0.0386766666666667,1.06341081440166
"C5orf62",20.66742,20.66742,7.09018,6.88068,7.16628,7.04571333333333,2.69303902616466
"C5orf63",1.55764,1.55764,8.06756,24.04095,26.58951,19.5660066666667,0.124362499801452
"C5orf64",1.54718,1.54718,17.07938,18.84589,28.66511,21.5301266666667,0.113056621371266
"C5orf65",0.5227,0.5227,2.13699,4.39369,1.81342,2.78136666666667,0.402685096217417
"C6",0.35543,0.35543,0.94425,0.44213,0.24033,0.542236666666667,0.878872892400864
"C6orf1",347.87544,347.87544,81.63647,101.30357,202.49101,128.477016666667,2.6944970542391
"C6orf10",0,0,0,0.19343,0,0.0644766666666667,0.939428764682489
"C6orf100",0.14636,0.14636,0,0.46977,0.78654,0.41877,0.807995658210986
"C6orf106",41.04213,41.04213,53.64019,52.94535,57.19912,54.5948866666667,0.75622296439013
"C6orf108",121.10878,121.10878,122.38844,123.35492,110.79326,118.84554,1.01888464101376
"C6orf118",0.03136,0.03136,4.35682,8.78738,0.21848,4.45422666666667,0.189093718143972
"C6orf120",14.95957,14.95957,10.10516,9.75454,6.83855,8.89941666666667,1.61217277112288
"C6orf123",0.11499,0.11499,1.06021,0.6632,0,0.57447,0.708168463038356
"C6orf130",29.03056,29.03056,27.23424,29.37417,22.43831,26.3489066666667,1.09805340176914
"C6orf132",0.14636,0.14636,1.65658,1.4093,1.07057,1.37881666666667,0.481903467410267
"C6orf136",90.58331,90.58331,145.81254,159.58214,153.87831,153.090996666667,0.594345626812417
"C6orf141",0.35543,0.35543,81.32172,54.90731,3.91086,46.7132966666667,0.0284078044212553
"C6orf15",0,0,0,0,0,0,1
"C6orf162",5.50922,5.50922,6.32815,6.13459,10.2032,7.55531333333333,0.760839462727646
"C6orf163",0.42861,0.42861,1.34183,0.22107,0.80839,0.79043,0.797914467474294
"C6orf164",0.32407,0.32407,1.01052,0.829,0,0.613173333333333,0.820785945713625
"C6orf165",1.23356,1.23356,2.81619,5.27795,2.84029,3.64481,0.480872199293405
"C6orf170",1.75626,1.75626,8.31605,6.21749,8.8486,7.79404666666667,0.31342339931484
"C6orf183",0.01045,0.01045,0,0.52503,0,0.17501,0.859950128084016
"C6orf195",0.1359,0.1359,0,0.1658,0.48066,0.215486666666667,0.934522797452872
"C6orf201",0.06272,0.06272,0.36445,0.69083,0,0.35176,0.786175060661656
"C6orf203",33.54666,33.54666,20.09437,20.69732,24.36097,21.7175533333333,1.52070337386685
"C6orf211",8.1018,8.1018,9.29344,9.78218,6.64191,8.57251,0.950826899110056
"C6orf222",0.01045,0.01045,0,0,0.06555,0.02185,0.988843763761805
"C6orf223",2.17442,2.17442,0.33132,0.55267,1.96636,0.950116666666667,1.62781030194775
"C6orf225",25.12079,25.12079,19.00102,20.58679,13.15274,17.5801833333333,1.40584134889232
"C6orf226",34.02754,34.02754,21.50246,39.15635,16.80142,25.8200766666667,1.30601938373778
"C6orf228",13.31831,13.31831,14.18036,10.03088,14.00483,12.73869,1.04218888409302
"C6orf25",0.06272,0.06272,1.60689,1.54746,0.48066,1.21167,0.480505681227308
"C6orf47",7.04595,7.04595,11.61265,10.63881,11.95108,11.4008466666667,0.648822634153475
"C6orf48",239.55181,239.55181,213.73249,250.71667,164.82436,209.75784,1.14136589177418
"C6orf52",3.39753,3.39753,3.396,4.28316,3.71423,3.79779666666667,0.916572815716103
"C6orf57",18.40937,18.40937,51.93391,49.27012,71.99049,57.7315066666667,0.33047628269029
"C6orf58",0.28226,0.28226,0.23192,0,0.19664,0.142853333333333,1.12198123993747
"C6orf62",68.45234,68.45234,132.51017,126.17352,120.55949,126.414393333333,0.545090222407631
"C6orf70",30.94363,30.94363,30.63024,25.22918,36.00617,30.6218633333333,1.01017544928567
"C6orf89",19.37113,19.37113,19.74648,15.30883,11.66705,15.57412,1.22909270597775
"C6orf99",0.55406,0.55406,3.04811,4.31079,1.63863,2.99917666666667,0.388594985801244
"C7",17.86577,17.86577,20.85639,10.44538,5.74613,12.3493,1.41324039462743
"C7orf10",4.9238,4.9238,9.24374,20.94602,14.76952,14.9864266666667,0.370551851487345
"C7orf13",2.57167,2.57167,7.50433,4.94636,2.64366,5.03145,0.592174352767577
"C7orf23",15.33592,15.33592,13.60056,16.276,17.21654,15.6977,0.97833354294304
"C7orf25",3.03164,3.03164,1.72285,2.34883,3.03693,2.36953666666667,1.19649684773673
"C7orf26",17.55215,17.55215,32.98259,28.43464,33.62469,31.68064,0.567680131111263
"C7orf29",2.56121,2.56121,0.97738,1.4093,0.87394,1.08687333333333,1.70648114723462
"C7orf31",2.55076,2.55076,3.47883,2.43173,0.89578,2.26878,1.08626460024841
"C7orf33",0.12545,0.12545,0,0,0,0,1.12545
"C7orf34",0.07318,0.07318,0.36445,0.55267,0,0.305706666666667,0.821915080467282
"C7orf41",62.1068,62.1068,575.21571,845.46756,355.8231,592.16879,0.106389279179709
"C7orf43",46.17501,46.17501,26.00837,21.05655,34.54233,27.2024166666667,1.67272934648035
"C7orf45",0.05227,0.05227,0.23192,0,0,0.0773066666666667,0.976759944553083
"C7orf49",48.37034,48.37034,151.77624,15.47463,21.12741,62.79276,0.773917604442887
"C7orf50",109.18085,109.18085,106.18704,152.06589,186.08286,148.11193,0.738913714013359
"C7orf53",1.27538,1.27538,2.81619,3.61996,11.55781,5.99798666666667,0.325147804416127
"C7orf55",26.39617,26.39617,49.43247,56.86927,68.05778,58.11984,0.463400611368366
"C7orf57",0.10454,0.10454,0.84486,2.26593,0.19664,1.10247666666667,0.525351846948757
"C7orf59",483.75563,483.75563,234.65514,218.33048,171.0293,208.004973333333,2.31934973732363
"C7orf60",2.41486,2.41486,18.98445,15.00487,19.0955,17.69494,0.182662260483318
"C7orf61",4.15021,4.15021,4.09176,8.75975,3.3865,5.41267,0.803130365354837
"C7orf62",0.01045,0.01045,0,0,0,0,1.01045
"C7orf63",2.55076,2.55076,6.60977,19.37092,5.87722,10.6193033333333,0.305591471204097
"C7orf65",0.01045,0.01045,0,0,0,0,1.01045
"C7orf66",0,0,0,0,0,0,1
"C7orf69",0,0,0,0,0,0,1
"C7orf71",0,0,0,0,0,0,1
"C7orf72",0.02091,0.02091,0.0994,0.19343,0.17479,0.155873333333333,0.883236917539984
"C7orf73",32.03084,32.03084,39.67519,38.68658,31.11213,36.4913,0.881026798217186
"C8A",0,0,0,0.13817,0,0.0460566666666667,0.955971155163678
"C8B",0.02091,0.02091,0,0.30397,0.37142,0.22513,0.833307485736207
"C8G",1.90262,1.90262,1.47436,3.17783,2.90584,2.51934333333333,0.824761816361575
"C8orf12",0.2718,0.2718,0.96082,3.26073,0.98318,1.73491,0.46502444321751
"C8orf17",0,0,0.21536,0.05527,0,0.09021,0.917254473908697
"C8orf22",0.05227,0.05227,0.99395,0,0,0.331316666666667,0.790397976940122
"C8orf31",2.50894,2.50894,4.15803,12.51787,6.05201,7.57597,0.409159546966699
"C8orf33",50.74338,50.74338,26.7704,38.57605,33.55915,32.9685333333333,1.5232738927007
"C8orf34",4.53701,4.53701,23.4738,35.03899,12.10402,23.5389366666667,0.225641806538479
"C8orf37",0.86768,0.86768,5.25137,7.62678,6.77301,6.55038666666667,0.247362165999446
"C8orf4",7.34911,7.34911,5.13541,2.87386,8.34609,5.45178666666667,1.29407719618752
"C8orf40",66.18383,66.18383,48.72014,136.09386,175.2242,120.012733333333,0.55517984057876
"C8orf42",12.45063,12.45063,75.82186,140.12832,102.38162,106.1106,0.125577020388272
"C8orf44",4.41156,4.41156,15.48906,7.35045,19.00811,13.9492066666667,0.361996467148089
"C8orf46",7.11913,7.11913,52.1824,48.27532,72.79888,57.7522,0.138192782568142
"C8orf47",3.35571,3.35571,6.41098,4.83582,0.93948,4.06209333333333,0.860456280274037
"C8orf48",1.24402,1.24402,1.75598,1.29876,0.65545,1.23673,1.00325922216808
"C8orf49",0,0,0,0,0,0,1
"C8orf56",0.43907,0.43907,4.92005,4.58712,3.97641,4.49452666666667,0.261909730774504
"C8orf58",10.46438,10.46438,6.1128,4.75292,9.11078,6.65883333333333,1.49688333732292
"C8orf59",190.73196,190.73196,207.53686,261.82524,422.96325,297.441783333333,0.642443420148888
"C8orf73",5.88556,5.88556,11.21507,9.36768,16.05858,12.2137766666667,0.5210894790866
"C8orf74",0,0,0,0,0,0,1
"C8orf76",21.30511,21.30511,19.26607,13.8719,7.97467,13.7042133333333,1.51691964026637
"C8orf82",41.56483,41.56483,13.15328,13.7061,15.94933,14.26957,2.78755917815629
"C8orf86",0.04182,0.04182,0.16566,0.27633,0.28403,0.242006666666667,0.83881997412789
"C8orf87",0.04182,0.04182,0,0,0,0,1.04182
"C9",0,0,0.03313,0,0,0.0110433333333333,0.989077289796349
"C9orf106",0.10454,0.10454,0.38101,0.1658,0.06555,0.20412,0.917300601268977
"C9orf11",0.16726,0.16726,0.61294,0,1.13612,0.58302,0.737362762315069
"C9orf114",43.19564,43.19564,49.68096,56.67584,40.17921,48.8453366666667,0.886655461784757
"C9orf116",10.6421,10.6421,19.94527,22.07898,14.04852,18.6909233333333,0.591241954626472
"C9orf117",0.30316,0.30316,4.88692,50.51362,0.98318,18.7945733333333,0.0658342050649572
"C9orf118",0.01045,0.01045,0,0,0,0,1.01045
"C9orf123",80.34891,80.34891,89.78686,79.74962,62.9234,77.4866266666667,1.03646842086219
"C9orf129",3.73205,3.73205,9.9892,7.12938,14.66028,10.5929533333333,0.408183304455638
"C9orf131",0.2718,0.2718,0.61294,0,0.91763,0.51019,0.842145690277382
"C9orf135",0.15681,0.15681,1.39153,4.72529,0.80839,2.30840333333333,0.349658092876624
"C9orf139",0.21953,0.21953,0.33132,0.2487,0.37142,0.317146666666667,0.925887777620311
"C9orf141",4.36974,4.36974,0,0,0,0,5.36974
"C9orf142",104.86338,104.86338,85.89389,111.11338,139.78609,112.264453333333,0.934656698412235
"C9orf147",0.26135,0.26135,3.54509,4.20026,4.69741,4.14758666666667,0.245037156570458
"C9orf152",0.01045,0.01045,0,0,0,0,1.01045
"C9orf153",0.19862,0.19862,0,0,0,0,1.19862
"C9orf156",10.80936,10.80936,14.29632,10.08614,6.75116,10.3778733333333,1.03792331431592
"C9orf16",312.32162,312.32162,189.21504,220.37534,374.08837,261.22625,1.19485223161297
"C9orf163",0.20908,0.20908,0.5798,0.52503,0.61176,0.572196666666667,0.769038648684749
"C9orf169",3.88886,3.88886,4.85379,6.77015,5.28731,5.63708333333333,0.73659765208111
"C9orf170",0.06272,0.06272,0.23192,0.35923,0,0.19705,0.887782465227017
"C9orf171",0.10454,0.10454,1.06021,5.74772,0,2.26931,0.33785110619672
"C9orf172",9.189,9.189,16.83089,20.78022,22.98452,20.1985433333333,0.480646233082367
"C9orf173",0.04182,0.04182,0.19879,0.829,0.74285,0.590213333333333,0.655144802374524
"C9orf174",2.68666,2.68666,14.27976,19.75779,20.25347,18.0970066666667,0.193049102634235
"C9orf24",12.2311,12.2311,130.07499,122.05616,61.96207,104.69774,0.125178646203788
"C9orf3",133.73713,133.73713,83.74033,84.80651,124.47036,97.6724,1.36549967366761
"C9orf35",0,0,0,0,0,0,1
"C9orf37",14.57278,14.57278,20.87296,18.54192,18.39636,19.2704133333333,0.768251724516718
"C9orf38",0.01045,0.01045,0.08283,0.38687,0.30588,0.258526666666667,0.802883265617468
"C9orf40",8.17497,8.17497,6.42755,5.41612,6.16125,6.00164,1.31040299129918
"C9orf41",1.71444,1.71444,9.70758,8.87028,4.80665,7.79483666666667,0.308640183198399
"C9orf43",0.78404,0.78404,1.29214,2.56989,1.3546,1.73887666666667,0.651376537582926
"C9orf47",0.15681,0.15681,0.31475,0.44213,0.41512,0.390666666666667,0.831838446788111
"C9orf50",0.67951,0.67951,0.94425,1.3264,1.74787,1.33950666666667,0.717890666408303
"C9orf53",0.02091,0.02091,0,0,0.85209,0.28403,0.795082669408036
"C9orf57",0,0,0.28162,0,0,0.0938733333333333,0.914182629311133
"C9orf62",0,0,0,0,0,0,1
"C9orf64",5.46741,5.46741,5.9637,9.69928,8.1713,7.94476,0.723038963594328
"C9orf66",0.15681,0.15681,0.03313,0.2487,0.13109,0.13764,1.01685067332372
"C9orf69",50.44021,50.44021,31.12722,32.27566,28.00965,30.4708433333333,1.63453547955976
"C9orf72",20.73014,20.73014,8.18353,7.79258,12.38804,9.45471666666667,2.07850109121401
"C9orf78",70.16678,70.16678,102.75791,136.81233,133.45005,124.340096666667,0.567789413704245
"C9orf84",0.06272,0.06272,0.06626,0.02763,0.10924,0.06771,0.995326446319694
"C9orf85",7.4432,7.4432,13.10358,16.4418,17.26024,15.6018733333333,0.508569113284806
"C9orf89",310.00085,310.00085,49.20055,69.91218,105.41855,74.84376,4.10054630730333
"C9orf9",20.84514,20.84514,28.54294,29.62287,33.79948,30.6550966666667,0.690098666575967
"C9orf91",8.43632,8.43632,19.19981,18.84589,21.82656,19.95742,0.450261530283785
"C9orf92",9.26218,9.26218,0,0,0,0,10.26218
"C9orf96",2.81211,2.81211,8.31605,6.27275,14.17961,9.58947,0.3599906322035
"CA1",0.04182,0.04182,0.7289,0,0.58991,0.439603333333333,0.72368545965208
"CA10",30.40003,30.40003,35.15272,45.12513,195.82724,92.03503,0.337507603318879
"CA11",28.54968,28.54968,487.18483,438.62291,455.0804,460.296046666667,0.0640579519671294
"CA12",0.35543,0.35543,80.82474,51.09392,0.91763,44.2787633333333,0.0299352257044123
"CA13",3.10482,3.10482,2.12043,1.02243,2.1193,1.75405333333333,1.49046496315733
"CA14",2.29986,2.29986,7.35523,6.60435,5.87722,6.61226666666667,0.433492433265606
"CA15P1",0.04182,0.04182,0,0.80136,0,0.26712,0.82219521434434
"CA15P2",0,0,0.6792,0,0,0.2264,0.815394651011089
"CA2",6.73233,6.73233,95.75056,95.69402,41.7086,77.7177266666667,0.0982285735047057
"CA3",1.02449,1.02449,2.93215,3.78576,1.57309,2.76366666666667,0.53790364006731
"CA4",5.88556,5.88556,12.05993,20.03412,28.40292,20.1656566666667,0.325317570271463
"CA5A",0.17772,0.17772,1.83881,0.4145,1.70418,1.31916333333333,0.507821067655146
"CA5AP1",0,0,0,0,0.91763,0.305876666666667,0.765769100195782
"CA5B",4.17112,4.17112,11.91084,12.73894,3.56129,9.40369,0.497046720923057
"CA5BP1",18.03303,18.03303,28.79143,22.88035,18.39636,23.3560466666667,0.781449890472099
"CA6",0.16726,0.16726,0,0,0,0,1.16726
"CA7",0.34498,0.34498,10.37022,9.69928,11.40487,10.4914566666667,0.117041732742324
"CA8",2.5194,2.5194,8.71363,15.88913,5.57134,10.0580333333333,0.318266358394048
"CA9",0.17772,0.17772,0.19879,0.2487,2.29408,0.913856666666667,0.615364786983351
"CAAP1",4.29657,4.29657,7.38837,11.16384,9.32927,9.29382666666667,0.514538487145046
"CAB39",72.62345,72.62345,31.83955,30.20317,31.13398,31.0589,2.29650580649991
"CAB39L",30.44185,30.44185,22.49641,26.52794,27.61638,25.54691,1.18438831487356
"CABIN1",22.47595,22.47595,74.72851,61.56693,71.42243,69.23929,0.334228179128804
"CABLES1",6.60688,6.60688,368.6231,578.53016,355.51723,434.223496666667,0.017478100466221
"CABLES2",2.33123,2.33123,7.43806,3.53706,6.20495,5.72669,0.495225735094081
"CABP1",87.18578,87.18578,50.04541,36.42065,468.71381,185.059956666667,0.473964315481316
"CABP2",0,0,0,0,0,0,1
"CABP4",0.76314,0.76314,0.89456,0.80136,0.78654,0.827486666666667,0.964789528788172
"CABP5",0,0,0,0,0,0,1
"CABP7",0.73178,0.73178,2.43518,1.9896,1.22351,1.88276333333333,0.600736099275117
"CABS1",0,0,0,0,0,0,1
"CABYR",12.6388,12.6388,8.26635,4.67002,4.85035,5.92890666666667,1.96839135755906
"CABYRP1",0,0,0,0,0,0,1
"CACFD1",12.7747,12.7747,16.61554,23.62645,23.2904,21.1774633333333,0.621112513769609
"CACHD1",4.25475,4.25475,23.12591,16.3589,10.2032,16.56267,0.299199950804747
"CACNA1A",7.1923,7.1923,117.65061,113.60038,168.3638,133.20493,0.0610432120489165
"CACNA1B",10.34939,10.34939,25.27947,15.41937,25.58448,22.09444,0.491433868931223
"CACNA1C",2.20578,2.20578,7.57059,9.09135,9.30742,8.65645333333333,0.331983171185004
"CACNA1D",0.74223,0.74223,7.35523,8.28998,12.89056,9.51192333333333,0.165738461436014
"CACNA1E",0.08363,0.08363,26.35625,17.32606,7.20997,16.9640933333333,0.0603219978817003
"CACNA1F",0.21953,0.21953,0.81173,1.7409,2.18484,1.57915666666667,0.472840605520926
"CACNA1G",0.25089,0.25089,2.40205,1.63036,10.90235,4.97825333333333,0.209240045587451
"CACNA1H",7.87181,7.87181,62.13847,52.50322,9.30742,41.31637,0.209654325264667
"CACNA1I",0.24044,0.24044,24.69967,8.01365,10.68387,14.46573,0.0802057193549868
"CACNA1S",0,0,0.54667,0.35923,0.24033,0.382076666666667,0.723548862460597
"CACNA2D1",17.06081,17.06081,13.15328,7.79258,11.6889,10.8782533333333,1.52049375385158
"CACNA2D2",11.44705,11.44705,27.86375,16.13783,9.54775,17.8497766666667,0.66032877843115
"CACNA2D3",63.12083,63.12083,158.40258,88.84097,156.65306,134.632203333333,0.472755204325738
"CACNA2D4",9.53398,9.53398,2.31922,3.17783,1.3983,2.29845,3.19361518288893
"CACNB1",36.92328,36.92328,62.81767,55.87447,76.75344,65.1485266666667,0.573304983663531
"CACNB2",1.65172,1.65172,40.22186,24.98048,46.51525,37.2391966666667,0.069345599048934
"CACNB3",104.93655,104.93655,83.97225,79.47329,183.11147,115.519003333333,0.909178305421482
"CACNB4",3.65888,3.65888,18.90163,10.27958,9.06709,12.7494333333333,0.338841600744758
"CACNG1",0.08363,0.08363,2.45174,1.9067,0.89578,1.75140666666667,0.393845814625731
"CACNG2",2.52985,2.52985,5.93057,6.05169,16.21152,9.39792666666667,0.339476331499421
"CACNG3",2.45667,2.45667,53.70646,44.65537,82.63066,60.33083,0.056361050388524
