"Hs_symbol","DRG","dHs_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg__TPM","FoldChange"
"PTOV1",111.73161,111.73161,172.18536,138.47032,152.58925,154.414976666667,0.72535872936999
"PTP4A1",25.70621,25.70621,89.05796,133.1371,129.21146,117.135506666667,0.22606421010539
"PTP4A1P1",0,0,0.74546,0.4145,0.65545,0.605136666666667,0.622999910703346
"PTP4A1P2",0,0,0.39758,0.4974,0,0.298326666666667,0.770222183425846
"PTP4A1P3",0,0,0,0,0,0,1
"PTP4A1P4",0,0,0,0,0,0,1
"PTP4A1P5",0,0,0,0,0,0,1
"PTP4A1P6",0,0,0,0,0,0,1
"PTP4A1P7",0,0,0,0,0,0,1
"PTP4A2",66.13156,66.13156,179.19271,271.74559,116.82342,189.253906666667,0.352852465298479
"PTP4A2P1",0.17772,0.17772,0.36445,0,0,0.121483333333333,1.05014489738293
"PTP4A2P2",0.18817,0.18817,0.33132,0,1.81342,0.714913333333333,0.692845508227821
"PTP4A3",43.35245,43.35245,42.0938,30.4795,45.99089,39.5213966666667,1.09454396068447
"PTPDC1",7.45365,7.45365,17.4107,11.60597,4.54447,11.1870466666667,0.693658622242086
"PTPLA",20.86604,20.86604,5.56612,2.26593,5.11253,4.31486,4.11413282758154
"PTPLAD1",59.71285,59.71285,69.42744,52.42032,43.1069,54.9848866666667,1.08445070830425
"PTPLAD2",9.53398,9.53398,8.7302,6.32802,8.30239,7.78687,1.19883189349564
"PTPLB",10.32848,10.32848,39.55923,35.01135,18.37451,30.9816966666667,0.354217605090578
"PTPMT1",72.17394,72.17394,49.86318,48.82799,63.42592,54.03903,1.32949181698878
"PTPN1",12.58653,12.58653,15.95291,16.71813,12.14771,14.9395833333333,0.852376735067311
"PTPN11",18.05394,18.05394,65.35224,72.06757,49.53033,62.3167133333333,0.300930654749715
"PTPN12",24.19039,24.19039,29.4375,27.30167,19.57617,25.4384466666667,0.952793873165015
"PTPN13",6.63825,6.63825,12.0268,8.78738,8.49903,9.77107,0.709144959600114
"PTPN14",0.73178,0.73178,3.46226,2.59753,5.5058,3.85519666666667,0.356685860305007
"PTPN18",45.8823,45.8823,82.3488,50.65179,59.20917,64.06992,0.72049112708299
"PTPN2",17.09218,17.09218,16.53271,20.55915,12.60653,16.56613,1.02994683518794
"PTPN20A",0.15681,0.15681,0,0.13817,0.10924,0.08247,1.06867626816448
"PTPN20B",0.43907,0.43907,0.0497,0.13817,0.30588,0.164583333333333,1.23569516994633
"PTPN20C",0.01045,0.01045,3.06468,0,0,1.02156,0.499836759730109
"PTPN21",3.70069,3.70069,6.24532,9.39531,6.48898,7.37653666666667,0.561173452353618
"PTPN22",0.37634,0.37634,0.33132,0.1658,0.39327,0.296796666666667,1.06133832340716
"PTPN23",18.91116,18.91116,25.44513,24.67651,22.08874,24.0701266666667,0.794218563980131
"PTPN2P1",0.01045,0.01045,0,0,0,0,1.01045
"PTPN2P2",0,0,0,0,0,0,1
"PTPN3",8.34224,8.34224,0.19879,0.88426,2.92769,1.33691333333333,3.99768355408987
"PTPN4",7.64182,7.64182,18.86849,8.51105,20.42826,15.9359333333333,0.510265352957617
"PTPN5",17.77168,17.77168,665.79773,453.29618,74.85263,397.98218,0.0470489183251242
"PTPN6",40.56125,40.56125,16.61554,7.76495,9.04524,11.14191,3.42295816720763
"PTPN7",1.81898,1.81898,25.89241,22.57638,1.00503,16.4912733333333,0.161164939011492
"PTPN9",24.79672,24.79672,13.51773,13.31924,11.09899,12.64532,1.89051777459231
"PTPRA",87.04988,87.04988,89.58807,89.58706,107.05718,95.41077,0.913278464636264
"PTPRB",1.51582,1.51582,9.06152,8.37288,3.97641,7.13693666666667,0.309185151987992
"PTPRC",6.18873,6.18873,4.83723,7.46098,4.30414,5.53411666666667,1.10018390652141
"PTPRCAP",14.86549,14.86549,5.26794,6.71488,4.93774,5.64018666666667,2.38931385463059
"PTPRD",2.69711,2.69711,58.64308,38.54841,32.2264,43.1392966666667,0.0837600568926147
"PTPRE",6.55461,6.55461,12.44095,14.4522,13.98298,13.6253766666667,0.516541226402602
"PTPRF",61.06141,61.06141,76.81581,68.97264,61.98392,69.2574566666667,0.88334267911871
"PTPRG",8.53041,8.53041,8.69707,11.02568,8.34609,9.35628,0.920254183934772
"PTPRH",4.69381,4.69381,1.42466,0.9948,1.09242,1.17062666666667,2.62311805500101
"PTPRJ",3.83659,3.83659,6.84169,5.44375,5.04698,5.77747333333333,0.713627300636127
"PTPRK",2.34168,2.34168,26.83666,38.76948,68.75693,44.78769,0.0729820613356996
"PTPRM",53.03279,53.03279,144.37131,65.26979,68.14517,92.5954233333333,0.577301625182741
"PTPRN",259.69654,259.69654,237.637,157.45438,241.20638,212.099253333333,1.22335736011338
"PTPRN2",36.35877,36.35877,153.26716,143.77591,120.90907,139.31738,0.266244780226085
"PTPRO",4.61018,4.61018,19.11698,13.51267,7.93097,13.5202066666667,0.386370533752734
"PTPRQ",0.03136,0.03136,1.45779,1.9067,0.91763,1.42737333333333,0.424887258106156
"PTPRR",20.71969,20.71969,6.36128,3.06729,6.64191,5.35682666666667,3.41675039118051
"PTPRS",33.61984,33.61984,43.89948,33.21519,72.66779,49.9274866666667,0.679786933657175
"PTPRT",0.80495,0.80495,6.56007,5.49902,9.96287,7.34065333333333,0.216403910804749
"PTPRU",29.99233,29.99233,29.15588,12.40734,38.43134,26.6648533333333,1.12027812425296
"PTPRVP",0.48088,0.48088,2.50144,1.63036,0.80839,1.64673,0.55951305951117
"PTPRZ1",22.40277,22.40277,107.0319,124.29445,84.1382,105.15485,0.220458792038235
"PTRF",134.89752,134.89752,30.34862,38.74185,20.40641,29.8322933333333,4.40763580349953
"PTRH1",45.60004,45.60004,17.77515,34.87319,35.32887,29.3257366666667,1.53664989286877
"PTRH2",58.35384,58.35384,34.39069,27.32931,22.83158,28.18386,2.03378990990225
"PTRHD1",74.64106,74.64106,61.72433,48.99379,75.35514,62.02442,1.20018653087168
"PTS",77.9236,77.9236,34.32442,34.23762,47.91355,38.8251966666667,1.98175041445704
"PTTG1",7.92408,7.92408,4.57217,2.48699,5.81168,4.29028,1.68688235783361
"PTTG1IP",110.5085,110.5085,98.38453,93.67679,113.15288,101.738066666667,1.08536692988188
"PTTG2",0,0,0,0,0,0,1
"PTTG3P",0.05227,0.05227,0,0,0,0,1.05227
"PTTG4P",0,0,0,0,0,0,1
"PTX3",3.88886,3.88886,0.41415,0.55267,0.89578,0.620866666666667,3.01620120922963
"PTX4",0.02091,0.02091,0.24849,0.80136,0.76469,0.604846666666667,0.636141770553366
"PUF60",328.82838,328.82838,121.67611,115.61761,114.76967,117.354463333333,2.78678446685252
"PUM1",11.07071,11.07071,33.92684,30.9769,38.05992,34.32122,0.341741027065317
"PUM2",11.48887,11.48887,20.44225,19.67489,20.88707,20.3347366666667,0.585377274401168
"PURA",7.56865,7.56865,11.3476,15.8615,8.2587,11.8226,0.668245909565923
"PURB",3.34526,3.34526,12.62317,11.55071,16.34261,13.5054966666667,0.299559546277744
"PURG",1.68308,1.68308,6.90796,5.88589,4.26044,5.68476333333333,0.401372474418192
"PUS1",24.53537,24.53537,36.29576,23.26721,24.44836,28.0037766666667,0.880415343610999
"PUS10",2.08033,2.08033,3.3463,2.37646,3.32096,3.01457333333333,0.767287017632426
"PUS3",7.10867,7.10867,10.70153,8.98081,15.29388,11.65874,0.640559012982335
"PUS7",4.23384,4.23384,6.04653,9.09135,5.26547,6.80111666666667,0.670909079255748
"PUS7L",0.99312,0.99312,3.67762,1.79616,1.48569,2.31982333333333,0.600369296759767
"PUSL1",19.6952,19.6952,9.14434,7.62678,13.0435,9.93820666666667,1.89201032954214
"PVALB",254.96091,254.96091,4.14146,5.00162,49.07151,19.4048633333333,12.5441129312473
"PVR",22.02643,22.02643,12.20903,8.64921,12.40989,11.0893766666667,1.904682982001
"PVRIG",0.36589,0.36589,11.82801,10.91514,18.96441,13.90252,0.0916549684214482
"PVRL1",20.56288,20.56288,11.52983,7.93075,28.59956,16.0200466666667,1.26691074485891
"PVRL2",77.6727,77.6727,24.63341,29.53997,32.9037,29.0256933333333,2.6201792953324
"PVRL3",6.29327,6.29327,2.30265,4.14499,4.7848,3.74414666666667,1.53731967252277
"PVRL4",0.14636,0.14636,0.28162,0.27633,0.80839,0.455446666666667,0.787634494794267
"PVT1",24.04404,24.04404,3.2966,13.07054,29.25501,15.2073833333333,1.54522414167206
"PWP1",40.33126,40.33126,21.58529,17.38133,12.51914,17.16192,2.27570983684544
"PWP2",17.23853,17.23853,21.27054,13.81664,12.58468,15.89062,1.07980228079253
"PWRN1",0.17772,0.17772,74.8776,28.2412,8.69566,37.2714866666667,0.0307727789687815
"PWWP2A",3.65888,3.65888,7.02392,6.02405,7.69064,6.91287,0.58877246814367
"PWWP2AP1",0.02091,0.02091,0.11596,0,0,0.0386533333333333,0.982916982246242
"PWWP2B",29.72052,29.72052,28.90739,35.92325,18.63669,27.8224433333333,1.06585412085698
"PXDC1",19.76838,19.76838,18.22243,28.9873,23.66182,23.62385,0.843425378241014
"PXDN",18.45119,18.45119,5.53299,5.33322,7.95282,6.27301,2.67443465635273
"PXDNL",0.3868,0.3868,0.59637,0.55267,0.721,0.623346666666667,0.854284564397829
"PXK",15.20001,15.20001,78.47239,39.59848,54.81765,57.6295066666667,0.276311552340084
"PXMP2",22.67457,22.67457,40.2053,56.67584,76.09799,57.65971,0.403591664534312
"PXMP4",4.63109,4.63109,5.91401,4.61476,3.71423,4.74766666666667,0.979717566548744
"PXN",32.87761,32.87761,19.24951,20.14465,23.81476,21.06964,1.53503228870068
"PXT1",0.08363,0.08363,0.38101,0.3316,0.74285,0.485153333333333,0.72964183271761
"PYCARD",40.46716,40.46716,7.13988,5.69245,3.14617,5.32616666666667,6.55486366151171
"PYCR1",14.34279,14.34279,15.53876,14.2035,10.42169,13.3879833333333,1.06636139648943
"PYCR2",92.82045,92.82045,74.04931,69.08318,72.42746,71.8533166666667,1.28779929717224
"PYCRL",29.07238,29.07238,13.71652,14.56273,14.92246,14.40057,1.95267967354455
"PYDC1",0.91995,0.91995,16.03573,8.04128,21.28035,15.11912,0.119110100303242
"PYDC2",0,0,0,0,0,0,1
"PYGB",140.90853,140.90853,91.87416,99.28634,85.36171,92.17407,1.52304745300919
"PYGL",30.77637,30.77637,15.90321,11.21911,9.89733,12.3398833333333,2.38205756422158
"PYGM",1.75626,1.75626,31.80642,48.10953,34.56417,38.16004,0.0703845042037751
"PYGO1",0.64814,0.64814,2.41861,2.37646,1.59493,2.13,0.526562300319489
"PYGO2",11.11253,11.11253,24.86533,22.65928,37.42632,28.3169766666667,0.413157541369943
"PYHIN1",0.21953,0.21953,0.28162,0.44213,0.58991,0.437886666666667,0.848140558133928
"PYROXD1",8.73949,8.73949,4.72126,2.73569,1.50754,2.98816333333333,2.44209907818887
"PYROXD2",6.13646,6.13646,18.22243,15.6128,10.9679,14.9343766666667,0.447865652311888
"PYURF",151.56108,151.56108,54.10404,60.07473,45.55392,53.24423,2.81248494079462
"PYY",0.26135,0.26135,2.99842,0.63557,2.20669,1.94689333333333,0.428027029595008
"PYY2",0.4077,0.4077,2.36892,3.67523,0.39327,2.14580666666667,0.447484587948825
"PYY3",0,0,0,0,0,0,1
"PZP",0.10454,0.10454,0.29819,7.01885,0.89578,2.73760666666667,0.295520662955438
"QARS",120.10521,120.10521,92.86811,106.63679,86.2138,95.2395666666667,1.25837235343606
"QDPR",169.86591,169.86591,529.59338,448.90249,466.70375,481.733206666667,0.353955161236681
"QKI",45.78821,45.78821,487.7812,596.85102,527.63895,537.423723333333,0.0868984927156225
"QPCT",19.24569,19.24569,4.98632,4.97399,10.33429,6.76486666666667,2.60734547920977
"QPCTL",7.45365,7.45365,14.36258,13.7061,17.30394,15.1242066666667,0.52428315853059
"QPRT",16.55903,16.55903,16.88059,27.4951,24.66685,23.01418,0.731194236072187
"QRFP",0.19862,0.19862,0,0,0.98318,0.327726666666667,0.902761110469524
"QRFPR",7.89272,7.89272,0.0994,0.46977,0,0.189723333333333,7.4746117444672
"QRICH1",24.29493,24.29493,51.91735,42.7763,41.59936,45.4310033333333,0.544785341346274
"QRICH2",5.3315,5.3315,9.06152,11.02568,11.14269,10.4099633333333,0.554909758693352
"QRSL1",6.82642,6.82642,5.99683,5.77535,5.94277,5.90498333333333,1.13344516882734
"QRSL1P1",0,0,0,0,0,0,1
"QRSL1P2",0,0,0,0,0,0,1
"QRSL1P3",0.01045,0.01045,0,0,0,0,1.01045
"QSER1",1.71444,1.71444,2.73336,2.68043,1.61678,2.34352333333333,0.811850174018027
"QSOX1",49.81298,49.81298,48.96863,34.62449,30.01971,37.8709433333333,1.30722271297249
"QSOX2",3.65888,3.65888,13.23611,9.64401,8.23685,10.3723233333333,0.409668267727175
"QTRT1",59.79648,59.79648,144.83515,116.8611,147.52042,136.405556666667,0.442460126612541
"QTRTD1",3.04209,3.04209,6.77543,5.63719,2.94953,5.12071666666667,0.660394888398145
"R3HCC1",51.14063,51.14063,42.54108,34.81792,59.88647,45.74849,1.11534361858533
"R3HCC1L",5.26878,5.26878,5.9637,3.73049,2.40332,4.03250333333333,1.2456583900259
"R3HDM1",8.03907,8.03907,47.22921,39.10108,117.60996,67.9800833333333,0.131038838505317
"R3HDM2",23.3959,23.3959,89.5715,101.02724,102.0102,97.5363133333333,0.24758283697374
"R3HDM2P1",0,0,0,0,0,0,1
"R3HDM2P2",0,0,0,0,0,0,1
"R3HDM4",30.05505,30.05505,62.48635,55.62577,70.15522,62.75578,0.487093876037592
"R3HDML",0,0,0,0.11053,0,0.0368433333333333,0.964465862730789
"RAB10",58.2493,58.2493,111.7366,104.1498,119.0738,111.6534,0.525943291547348
"RAB11A",389.15801,389.15801,122.90198,108.37769,86.08271,105.78746,3.65359387703388
"RAB11B",209.28769,209.28769,179.06018,170.91178,215.55635,188.509436666667,1.10964231490952
"RAB11FIP1",1.76671,1.76671,0.99395,1.18823,1.33275,1.17164333333333,1.27401675843025
"RAB11FIP1P1",0.6586,0.6586,2.23639,1.79616,1.00503,1.67919333333333,0.619066933081848
"RAB11FIP2",6.39781,6.39781,12.44095,11.63361,7.69064,10.5884,0.638380622001312
"RAB11FIP3",40.21627,40.21627,98.03665,81.07602,95.95819,91.6902866666667,0.444666550101654
"RAB11FIP4",15.86907,15.86907,106.81655,219.60161,174.08808,166.835413333333,0.100509598451054
"RAB11FIP5",83.69417,83.69417,42.65704,30.61766,32.07346,35.1160533333333,2.34505606740345
"RAB12",11.55159,11.55159,35.18585,30.78346,24.84164,30.2703166666667,0.401389923031373
"RAB13",80.0562,80.0562,36.8093,47.28053,38.84646,40.9787633333333,1.93088584712159
"RAB14",46.57226,46.57226,32.02177,26.91481,28.97098,29.30252,1.56991101730153
"RAB15",92.20367,92.20367,54.81637,56.75874,107.3849,72.98667,1.25973597676446
"RAB17",0.72132,0.72132,1.14304,1.79616,3.08062,2.00660666666667,0.572512533509538
"RAB18",106.49419,106.49419,67.6052,56.45477,39.82964,54.62987,1.93231064534215
"RAB19",0.01045,0.01045,0,0,0,0,1.01045
"RAB1A",195.59304,195.59304,115.64614,110.20149,115.53436,113.793996666667,1.7125724838282
"RAB1B",123.63863,123.63863,94.93884,95.50058,98.77663,96.40535,1.27958710686836
"RAB1C",0,0,0.48041,0,0,0.160136666666667,0.861967411885381
"RAB20",18.64981,18.64981,3.09781,2.56989,1.90081,2.52283666666667,5.57783736780303
"RAB21",21.00195,21.00195,29.71912,28.04777,22.48201,26.7496333333333,0.792873539470191
"RAB22A",8.2586,8.2586,10.46961,10.55591,9.35112,10.1255466666667,0.832192815094629
"RAB23",5.56149,5.56149,3.99237,4.83582,3.71423,4.18080666666667,1.26649968280358
"RAB24",50.46112,50.46112,44.92656,39.32214,45.26989,43.1728633333333,1.16499398310833
"RAB25",0.09409,0.09409,1.34183,2.92913,1.59493,1.95529666666667,0.370213255522006
"RAB26",16.45449,16.45449,101.0682,90.2779,83.4609,91.6023333333333,0.188488662992653
"RAB27A",4.54746,4.54746,7.10675,9.36768,7.16628,7.88023666666667,0.624697314748744
"RAB27B",2.64484,2.64484,4.95319,3.70286,7.27552,5.31052333333333,0.577581257127644
"RAB28",31.77995,31.77995,383.76428,337.65094,308.17174,343.195653333333,0.0952363857083766
"RAB2A",87.48894,87.48894,257.91359,209.54309,321.28078,262.912486666667,0.33529652619948
"RAB2B",21.72327,21.72327,23.12591,24.23438,16.03673,21.13234,1.02669984285439
"RAB30",3.21981,3.21981,9.31,11.19147,10.05027,10.1839133333333,0.3773106849302
"RAB31",78.42539,78.42539,221.73379,336.73904,362.85829,307.110373333333,0.257782265299041
"RAB32",28.9992,28.9992,4.20772,3.75812,4.56632,4.17738666666667,5.79427458898183
"RAB33A",43.20609,43.20609,10.63527,4.83582,13.08719,9.51942666666667,4.20232883414432
"RAB33B",3.69024,3.69024,3.87641,3.23309,4.87219,3.99389666666667,0.939194443350517
"RAB34",97.55608,97.55608,38.68124,42.6934,32.75076,38.0418,2.52437336393302
"RAB35",31.41406,31.41406,25.62736,23.48828,23.18116,24.0989333333333,1.29145169515836
"RAB36",3.80523,3.80523,11.3476,11.44017,10.88051,11.22276,0.393137883751297
"RAB37",22.63276,22.63276,3.06468,2.34883,21.43328,8.94893,2.37540720459386
"RAB38",0.97222,0.97222,0.92769,0.38687,0,0.438186666666667,1.37132407476081
"RAB39A",1.76671,1.76671,0.77859,0.77373,0.19664,0.582986666666667,1.7477784609683
"RAB39B",10.06713,10.06713,7.07361,6.07932,5.54949,6.23414,1.52984736264435
"RAB3A",339.13595,339.13595,435.5491,296.1734,786.60808,506.110193333333,0.670733805929281
"RAB3B",0.62724,0.62724,1.73941,1.0777,1.57309,1.4634,0.66056669643582
"RAB3C",19.64294,19.64294,25.39543,13.98244,13.26198,17.5466166666667,1.11302995964223
"RAB3D",41.90981,41.90981,8.16696,10.11378,6.68561,8.32211666666667,4.60301147629204
"RAB3GAP1",16.45449,16.45449,40.13903,32.16513,50.53536,40.9465066666667,0.416113077990126
"RAB3GAP2",8.87539,8.87539,9.84011,9.36768,8.06206,9.08995,0.978735276190665
"RAB3IL1",29.75189,29.75189,29.23871,22.05135,17.151,22.8136866666667,1.29135359973662
"RAB3IP",23.51089,23.51089,11.14881,17.71293,8.71751,12.5264166666667,1.81207562978616
"RAB40A",0.4077,0.4077,2.84932,1.96196,0.83024,1.88050666666667,0.48869874744258
"RAB40AL",0.01045,0.01045,0,0,0,0,1.01045
"RAB40B",23.38544,23.38544,249.24965,209.84706,124.01154,194.369416666667,0.124817079438824
"RAB40C",35.12521,35.12521,60.2831,51.64658,65.54521,59.1582966666667,0.600502540824377
"RAB41",0.87813,0.87813,2.65053,1.54746,1.3109,1.83629666666667,0.662176852679962
"RAB42",1.00358,1.00358,0.84486,1.02243,1.92266,1.26331666666667,0.885240686602994
"RAB42P1",0,0,0,0,0,0,1
"RAB43",2.85392,2.85392,5.18511,9.14661,8.08391,7.47187666666667,0.454907472291657
"RAB43P1",0.24044,0.24044,0,0,0,0,1.24044
"RAB44",0.07318,0.07318,0,0,2.64366,0.88122,0.570470226767736
"RAB4A",53.8482,53.8482,38.59841,54.54808,75.07112,56.0725366666667,0.961026146784785
"RAB4B",155.90992,155.90992,68.38379,59.41153,98.16488,75.3200666666667,2.05594579319899
"RAB5A",42.5475,42.5475,43.08775,41.89204,44.43965,43.1398133333333,0.986580973307242
"RAB5B",42.28615,42.28615,106.07108,106.74733,62.98895,91.9357866666667,0.465764067347433
"RAB5C",128.40563,128.40563,138.44074,145.26811,165.13024,149.61303,0.859192793611549
"RAB6A",152.6692,152.6692,122.23934,105.33803,103.86731,110.48156,1.37842706901482
"RAB6B",224.55042,224.55042,107.16443,97.71125,191.50126,132.125646666667,1.69426722534356
"RAB6C",0.39725,0.39725,1.67315,1.0777,1.17981,1.31022,0.604812528676923
"RAB7A",231.77409,231.77409,537.89287,673.31228,909.04654,706.750563333333,0.328892836063161
"RAB7L1",6.03192,6.03192,18.8188,18.81826,25.60633,21.08113,0.318458339767938
"RAB8A",22.96728,22.96728,35.66626,25.92001,25.91221,29.16616,0.794508813849691
"RAB8B",10.27621,10.27621,25.01442,22.54875,19.1392,22.2341233333333,0.485329695389124
"RAB9A",23.08228,23.08228,19.26607,20.36572,8.60827,16.08002,1.40996790401885
"RAB9AP1",0,0,0,0,0,0,1
"RAB9AP2",0,0,0,0,0,0,1
"RAB9AP3",0,0,0,0,0,0,1
"RAB9AP4",0,0,0,0,0,0,1
"RAB9AP5",0,0,0,0,0,0,1
"RAB9B",6.13646,6.13646,10.17143,8.87028,8.87045,9.30405333333333,0.692587641885911
"RAB9BP1",0,0,0,0,0,0,1
"RABAC1",1005.31267,1005.31267,255.04769,238.50276,285.73342,259.76129,3.85913365438559
"RABEP1",31.59178,31.59178,49.13429,75.05196,41.796,55.3274166666667,0.578613079184352
"RABEP2",36.21241,36.21241,13.81591,14.4522,14.85691,14.3750066666667,2.42031830013299
"RABEPK",37.6237,37.6237,39.75802,35.53639,32.79445,36.02962,1.04304878094887
"RABEPKP1",0,0,0,0,0,0,1
"RABGAP1",22.90456,22.90456,44.64494,44.8488,39.21788,42.9038733333333,0.544474967356715
"RABGAP1L",52.28011,52.28011,43.76695,43.74347,45.75056,44.4203266666667,1.17304550429624
"RABGEF1",12.90015,12.90015,20.757,14.4522,19.64172,18.28364,0.720826047364502
"RABGGTA",76.15688,76.15688,56.70488,34.20999,53.31011,48.0749933333333,1.57222395275584
"RABGGTB",58.00886,58.00886,39.90711,32.08223,34.12721,35.3721833333333,1.62236232725466
"RABIF",12.85833,12.85833,8.36575,6.52145,8.58642,7.82454,1.57043086665141
"RABL2A",5.91692,5.91692,51.90078,56.64821,37.44816,48.6657166666667,0.139269509517464
"RABL2B",7.66273,7.66273,47.22921,43.2737,49.07151,46.5248066666667,0.182278069235702
"RABL3",12.7747,12.7747,9.67445,11.74414,9.30742,10.2420033333333,1.22528873116031
"RABL5",38.14639,38.14639,53.29231,58.9694,32.31379,48.1918333333333,0.795790425917581
"RABL6",89.23475,89.23475,178.19876,157.78598,118.30911,151.431283333333,0.591970021026961
"RAC1",245.79281,245.79281,207.96757,211.61559,205.76827,208.450476666667,1.17828717283257
"RAC1P1",0,0,0,0,0,0,1
"RAC1P2",8.33178,8.33178,1.14304,0.77373,0,0.638923333333333,5.69384779031763
"RAC1P3",0,0,0,0,0,0,1
"RAC1P4",0,0,0,0,0,0,1
"RAC1P5",0,0,0,0,0,0,1
"RAC1P6",0,0,0,0,0,0,1
"RAC1P7",0,0,0,0,0,0,1
"RAC1P8",0,0,0,0,0,0,1
"RAC2",11.20661,11.20661,2.40205,2.34883,5.92092,3.55726666666667,2.6784936877368
"RAC3",121.8092,121.8092,8.49828,8.40051,43.12875,20.00918,5.84550182348859
"RACGAP1",6.63825,6.63825,11.06598,7.95838,7.494,8.83945333333333,0.776288045812843
"RAD1",12.6388,12.6388,17.09595,20.42099,16.03673,17.8512233333333,0.723496812850519
"RAD17",13.94554,13.94554,25.67705,20.39335,12.40989,19.49343,0.729284458482548
"RAD17P1",0,0,0,0,0,0,1
"RAD17P2",0.01045,0.01045,0.13253,0,0,0.0441766666666667,0.967700229526932
"RAD18",2.71802,2.71802,3.26347,1.4093,1.02687,1.89988,1.28212891567927
"RAD21",43.27927,43.27927,56.17477,57.17324,45.96904,53.1056833333333,0.818384821557563
"RAD21-AS1",0.33453,0.33453,0.6295,0.30397,0.37142,0.434963333333333,0.930009826035044
"RAD21L1",0.02091,0.02091,0.06626,0.2487,0.13109,0.148683333333333,0.888765398064451
"RAD23A",108.83587,108.83587,113.69137,101.05487,133.29711,116.01445,0.938652192101061
"RAD23B",53.58685,53.58685,42.1932,37.99575,33.82133,38.0034266666667,1.39953985239587
"RAD23BLP",0,0,0,0,0,0,1
"RAD50",9.15764,9.15764,13.73308,12.84947,8.08391,11.5554866666667,0.809020014092113
"RAD51",2.18487,2.18487,0.92769,0.46977,0.89578,0.764413333333333,1.80505890532075
"RAD51AP1",1.23356,1.23356,1.39153,0.44213,1.3983,1.07732,1.07521229276183
"RAD51AP2",0.01045,0.01045,0,0.22107,0.21848,0.146516666666667,0.881321684522685
"RAD51B",4.42201,4.42201,15.68785,27.13587,23.79291,22.2055433333333,0.233651499648863
"RAD51C",40.15355,40.15355,34.45695,36.97332,52.91683,41.4490333333333,0.969481440880868
"RAD51D",8.59313,8.59313,37.91921,20.22755,16.80142,24.9827266666667,0.369211827652679
"RAD51L3-RFFL",0.10454,0.10454,0,0.02763,0.83024,0.285956666666667,0.858924743446513
"RAD52",3.64842,3.64842,23.73885,25.25681,21.65177,23.5491433333333,0.189351617564931
"RAD54B",1.78762,1.78762,6.46068,3.61996,6.24864,5.44309333333333,0.432652431958148
"RAD54L",1.7249,1.7249,14.04783,6.60435,8.69566,9.78261333333333,0.252712391306498
"RAD54L2",1.00358,1.00358,3.06468,2.65279,2.20669,2.64138666666667,0.550224456617259
"RAD9A",7.3073,7.3073,26.0912,21.24999,27.87856,25.07325,0.318613905055948
"RAD9B",0.21953,0.21953,0.16566,0.96716,0.76469,0.632503333333333,0.747030633934387
"RADIL",7.46411,7.46411,12.62317,5.83062,18.57114,12.3416433333333,0.634412852189873
"RAE1",15.18956,15.18956,21.90004,17.38133,15.90564,18.39567,0.834699703593637
"RAET1E",0.18817,0.18817,0.36445,0.88426,0.32773,0.52548,0.778882712326612
"RAET1G",1.18129,1.18129,2.53457,2.56989,8.71751,4.60732333333333,0.389007351695432
"RAET1K",0.03136,0.03136,0.13253,0.13817,0.32773,0.199476666666667,0.859841653165408
"RAET1L",0.1359,0.1359,0,0,0,0,1.1359
"RAET1M",0,0,0,0,0,0,1
"RAF1",37.7805,37.7805,50.01228,39.87481,42.05818,43.9817566666667,0.862138406184967
"RAG1",0.28226,0.28226,0.19879,0.1658,1.52939,0.631326666666667,0.786022828045885
"RAG2",0.05227,0.05227,0,0,0,0,1.05227
"RAI1",6.23054,6.23054,43.99887,37.69178,55.25461,45.64842,0.155000748149669
"RAI14",35.01021,35.01021,62.48635,88.9515,45.55392,65.6639233333333,0.540175378216814
"RAI2",8.3736,8.3736,9.49223,12.8771,11.6015,11.32361,0.760621278992114
"RALA",41.64846,41.64846,29.5369,31.44666,36.2902,32.4245866666667,1.27596072990581
"RALB",45.19234,45.19234,47.14638,53.74671,48.83118,49.90809,0.907367375205002
"RALBP1",53.85865,53.85865,24.6831,27.13587,28.51217,26.7770466666667,1.97496338103619
"RALGAPA1",15.00139,15.00139,28.47668,19.50909,20.66859,22.8847866666667,0.669940670742157
"RALGAPA1P",0.1359,0.1359,0,0,0,0,1.1359
"RALGAPA2",5.34196,5.34196,7.62029,12.35207,7.42846,9.13360666666667,0.625834434729063
"RALGAPB",10.98708,10.98708,12.82196,9.45058,8.01836,10.0969666666667,1.08021231027098
"RALGDS",88.78523,88.78523,166.22165,128.82631,149.07166,148.039873333333,0.602424223745762
"RALGPS1",12.68062,12.68062,21.73438,31.0598,35.72214,29.50544,0.44846492953388
"RALGPS2",2.82256,2.82256,3.64449,2.59753,2.1193,2.78710666666667,1.00936158826615
"RALY",158.09479,158.09479,87.6333,130.53957,222.76633,146.979733333333,1.07511201984416
"RALYL",21.91144,21.91144,99.37848,65.71192,151.99935,105.696583333333,0.214734523676563
"RAMP1",44.66964,44.66964,285.29692,296.80897,399.76024,327.28871,0.139114257081823
"RAMP2",65.87022,65.87022,31.98864,50.70705,28.35923,37.0183066666667,1.75889527606525
"RAMP3",99.78277,99.78277,13.13671,13.92717,7.60324,11.5557066666667,8.02684967685345
"RAN",377.8155,377.8155,161.26847,125.12345,127.50728,137.9664,2.72595030165565
