"Hs_symbol","DRG","dHs_Avg_TPM","Brain_2_Hippocampus","dHs_Avg__TPM","FoldChange"
"AL135998.1",0,0,0,0,1
"AL136115.1",0.01045,0.01045,0.49789,0.49789,0.674582245692274
"AL136218.1",5.23742,5.23742,55.51444,55.51444,0.110368606678222
"AL136219.1",15.99451,15.99451,41.46987,41.46987,0.400154509538174
"AL136419.1",0,0,0,0,1
"AL136531.1",0.02091,0.02091,0,0,1.02091
"AL137003.1",0.35543,0.35543,0.4564,0.4564,0.930671518813513
"AL137059.1",0.55406,0.55406,7.82098,7.82098,0.176177703611163
"AL137067.1",0.02091,0.02091,0,0,1.02091
"AL137145.1",0.07318,0.07318,0.72609,0.72609,0.621740465445023
"AL137145.2",0.11499,0.11499,1.0995,1.0995,0.531074065253632
"AL137798.1",0,0,1.5559,1.5559,0.391251613912907
"AL138479.3",0,0,0,0,1
"AL138751.1",0,0,0,0,1
"AL138764.1",0,0,0,0,1
"AL138795.1",0.08363,0.08363,0,0,1.08363
"AL138815.1",0,0,0,0,1
"AL138831.1",0.12545,0.12545,1.26546,1.26546,0.496786524591032
"AL138935.1",0,0,0,0,1
"AL138968.1",0.5436,0.5436,0.66385,0.66385,0.927727860083541
"AL139099.1",0.14636,0.14636,0,0,1.14636
"AL139147.1",0.10454,0.10454,3.58894,3.58894,0.240696108469494
"AL139333.1",0,0,0,0,1
"AL139385.1",65.59841,65.59841,52.42339,52.42339,1.24661519982165
"AL139812.1",0,0,0,0,1
"AL139819.1",43.63471,43.63471,0,0,44.63471
"AL158821.1",2.05942,2.05942,6.05763,6.05763,0.433491129458473
"AL158835.1",0,0,0,0,1
"AL160314.1",0.06272,0.06272,0,0,1.06272
"AL160471.6",0.03136,0.03136,0,0,1.03136
"AL161645.1",0.33453,0.33453,2.44795,2.44795,0.387050276251106
"AL161915.1",2.16396,2.16396,8.52632,8.52632,0.332128250993038
"AL162151.3",0,0,0,0,1
"AL162389.1",2.20578,2.20578,22.44642,22.44642,0.136727909847218
"AL162407.1",3.84705,3.84705,4.00384,4.00384,0.968666064462493
"AL162415.1",0,0,0,0,1
"AL162415.2",0,0,0,0,1
"AL162415.4",0,0,0,0,1
"AL162431.1",0,0,57.25705,57.25705,0.0171653044567138
"AL162458.1",0,0,0,0,1
"AL162497.1",19.90428,19.90428,70.57554,70.57554,0.292058991102268
"AL162574.1",0,0,0,0,1
"AL163952.1",0.06272,0.06272,2.63465,2.63465,0.29238578680203
"AL163953.1",0,0,0,0,1
"AL353354.1",0,0,0,0,1
"AL353608.1",0,0,0,0,1
"AL353662.1",0,0,0,0,1
"AL353662.2",3.04209,3.04209,32.15523,32.15523,0.121914099223561
"AL353662.3",0,0,0,0,1
"AL353671.1",0,0,0,0,1
"AL353671.2",0.97222,0.97222,42.71459,42.71459,0.0451158297492897
"AL353671.3",9.81624,9.81624,9.62582,9.62582,1.01792049931205
"AL353671.4",0,0,0,0,1
"AL353698.1",0.01045,0.01045,0,0,1.01045
"AL353791.1",0.18817,0.18817,0.97503,0.97503,0.601595925125188
"AL353898.1",0,0,2.55167,2.55167,0.281557689762844
"AL353898.2",0.10454,0.10454,8.79601,8.79601,0.112754070279634
"AL353898.3",3.70069,3.70069,18.73301,18.73301,0.238214545069404
"AL353997.11",0,0,0,0,1
"AL353997.4",0.07318,0.07318,0,0,1.07318
"AL353997.7",0,0,0,0,1
"AL354808.1",97.68153,97.68153,214.11232,214.11232,0.458744203958193
"AL354993.1",12.03247,12.03247,0.31118,0.31118,9.93949724675483
"AL355149.1",0.25089,0.25089,4.27353,4.27353,0.237201646714819
"AL355390.1",0,0,0,0,1
"AL355490.1",0,0,0,0,1
"AL356356.1",0.53315,0.53315,1.12025,1.12025,0.723098691192076
"AL356475.1",0.04182,0.04182,0.37342,0.37342,0.758558925893026
"AL356740.1",63.45536,63.45536,85.118,85.118,0.748453981745976
"AL356806.3",0,0,0,0,1
"AL357153.1",0.2718,0.2718,0.20745,0.20745,1.05329413226221
"AL357673.1",1.25447,1.25447,2.38571,2.38571,0.665878058073491
"AL358175.1",0.04182,0.04182,0.10373,0.10373,0.943908383390865
"AL358175.2",0.37634,0.37634,0.76758,0.76758,0.778657825954129
"AL358781.1",37.47734,37.47734,68.81219,68.81219,0.551155034672312
"AL358813.1",0,0,0,0,1
"AL358813.2",3.12573,3.12573,3.79639,3.79639,0.860174005866912
"AL359195.1",0,0,0,0,1
"AL359392.1",0.75268,0.75268,0,0,1.75268
"AL359697.1",0,0,0,0,1
"AL359736.1",0,0,0,0,1
"AL359757.1",0,0,0,0,1
"AL359853.2",0.55406,0.55406,0,0,1.55406
"AL359878.1",0.26135,0.26135,0.29043,0.29043,0.977464876049069
"AL360004.1",0.03136,0.03136,0.08298,0.08298,0.952335223180483
"AL360078.1",0,0,0,0,1
"AL365202.1",0,0,2.09528,2.09528,0.323072549171642
"AL365331.2",0,0,0,0,1
"AL390877.1",0.04182,0.04182,0,0,1.04182
"AL391005.1",0,0,0,0,1
"AL391137.1",0,0,0,0,1
"AL391152.1",3.63797,3.63797,3.40223,3.40223,1.05355013254646
"AL391319.1",6.41871,6.41871,1.26546,1.26546,3.27470359220644
"AL391357.1",201.73995,201.73995,284.81233,284.81233,0.70934640923294
"AL391421.1",0.06272,0.06272,0,0,1.06272
"AL391994.1",3.27208,3.27208,30.51635,30.51635,0.135551229758522
"AL392086.1",0,0,7.19862,7.19862,0.121971746464649
"AL445199.1",0,0,0,0,1
"AL445665.1",0.08363,0.08363,0.31118,0.31118,0.826454033771107
"AL445989.1",0.96176,0.96176,0,0,1.96176
"AL450307.1",0.01045,0.01045,0.06224,0.06224,0.951244539840337
"AL450992.6",0,0,0,0,1
"AL451105.1",0,0,0,0,1
"AL512625.1",0.11499,0.11499,2.48944,2.48944,0.31953264707231
"AL512652.1",0.12545,0.12545,1.9708,1.9708,0.378837350208698
"AL513013.1",0.01045,0.01045,0.58087,0.58087,0.639173366563981
"AL513327.1",3.93068,3.93068,11.05725,11.05725,0.408939020091646
"AL513477.1",0.18817,0.18817,0.53938,0.53938,0.771849705725682
"AL583828.1",1.21266,1.21266,1.3277,1.3277,0.950577823602698
"AL583842.7",0,0,0,0,1
"AL589642.1",0,0,0,0,1
"AL589645.1",0,0,0,0,1
"AL589685.1",0,0,0,0,1
"AL589765.1",0,0,0.62236,0.62236,0.61638600557213
"AL589988.1",0,0,0,0,1
"AL590325.1",0,0,1.53515,1.53515,0.394453977082224
"AL590325.2",0,0,0,0,1
"AL590369.1",6.77415,6.77415,0.51863,0.51863,5.11918637192733
"AL590489.1",0,0,0,0,1
"AL590639.1",1.87125,1.87125,4.58471,4.58471,0.514126964515615
"AL590708.2",0.1359,0.1359,0,0,1.1359
"AL590710.1",8.55132,8.55132,1.9708,1.9708,3.21506664871415
"AL590762.1",78.67628,78.67628,20.1022,20.1022,3.77573333586072
"AL590762.10",0,0,4.12832,4.12832,0.194995632097841
"AL590762.11",0.04182,0.04182,0,0,1.04182
"AL590762.6",0.06272,0.06272,0,0,1.06272
"AL590762.7",0.03136,0.03136,0,0,1.03136
"AL590763.5",0.02091,0.02091,0,0,1.02091
"AL590812.1",0,0,0,0,1
"AL590812.3",0,0,0,0,1
"AL590822.1",0.57497,0.57497,1.49366,1.49366,0.631589711508385
"AL590867.1",1.03494,1.03494,4.56397,4.56397,0.365735257379173
"AL591025.1",0,0,0,0,1
"AL591069.1",0.01045,0.01045,0,0,1.01045
"AL591471.1",8.20634,8.20634,0,0,9.20634
"AL591516.1",0.19862,0.19862,0,0,1.19862
"AL591516.2",0,0,0,0,1
"AL591516.3",0.28226,0.28226,4.64695,4.64695,0.22707125085223
"AL591516.4",0.26135,0.26135,0,0,1.26135
"AL591516.5",1.90262,1.90262,0,0,2.90262
"AL591684.1",0,0,0,0,1
"AL591704.5",0,0,0,0,1
"AL591704.7",0,0,0,0,1
"AL591704.9",0,0,0,0,1
"AL591845.1",5.87511,5.87511,11.22321,11.22321,0.562463542719138
"AL592284.2",6.70097,6.70097,52.6101,52.6101,0.143647745480796
"AL592494.1",0.1359,0.1359,0,0,1.1359
"AL592494.3",0.01045,0.01045,0.16596,0.16596,0.8666249270987
"AL592494.4",0,0,0,0,1
"AL592494.5",3.02119,3.02119,3.65117,3.65117,0.864554509940509
"AL596137.1",0.55406,0.55406,0,0,1.55406
"AL603965.1",0,0,0,0,1
"AL627171.1",0,0,0,0,1
"AL645728.1",0.66905,0.66905,1.38994,1.38994,0.698364812505753
"AL645728.2",8.03907,8.03907,3.09105,3.09105,2.20947434032828
"AL645728.3",0.26135,0.26135,9.04495,9.04495,0.125570560331311
"AL645730.2",0,0,0,0,1
"AL672183.2",0.28226,0.28226,0,0,1.28226
"AL672296.1",0,0,0,0,1
"AL691479.1",0.14636,0.14636,3.60968,3.60968,0.248685375123653
"AL713998.1",0,0,0.6431,0.6431,0.608605684377092
"AL732372.1",0,0,0,0,1
"AL772307.1",0,0,0,0,1
"AL773602.1",0,0,0,0,1
"AL928654.1",0,0,0,0,1
"AL928654.7",1.18129,1.18129,0.51863,0.51863,1.43635381890256
"AL929472.1",0,0,0,0,1
"AL953854.2",0.02091,0.02091,0.35267,0.35267,0.754736927705944
"ALAD",43.68697,43.68697,115.69658,115.69658,0.382932987410599
"ALAS1",43.55107,43.55107,31.3669,31.3669,1.37643920177712
"ALAS2",0.05227,0.05227,1.92931,1.92931,0.359221113504545
"ALB",0.73178,0.73178,14.50097,14.50097,0.111720750378847
"ALCAM",75.49829,75.49829,52.1537,52.1537,1.4391903103641
"ALDH16A1",17.80304,17.80304,12.3642,12.3642,1.40697086245342
"ALDH18A1",10.48529,10.48529,7.01191,7.01191,1.4335270865499
"ALDH1A1",54.9145,54.9145,93.9555,93.9555,0.588849513719584
"ALDH1A2",0.96176,0.96176,10.53862,10.53862,0.170016865101719
"ALDH1A3",5.16424,5.16424,10.3934,10.3934,0.541036038408201
"ALDH1B1",10.03577,10.03577,6.43105,6.43105,1.48508891744774
"ALDH1L1",19.61157,19.61157,20.76605,20.76605,0.94695959992741
"ALDH1L2",3.64842,3.64842,2.11602,2.11602,1.49178118240576
"ALDH2",176.086,176.086,165.00818,165.00818,1.06673056713229
"ALDH3A1",0.73178,0.73178,0.60161,0.60161,1.08127446756701
"ALDH3A2",42.05616,42.05616,25.72418,25.72418,1.61113119279993
"ALDH3B1",24.43084,24.43084,6.16136,6.16136,3.55111878190735
"ALDH3B2",0.02091,0.02091,1.03727,1.03727,0.501116690473035
"ALDH4A1",66.13156,66.13156,18.69152,18.69152,3.40916089768591
"ALDH5A1",4.74608,4.74608,14.1483,14.1483,0.379321772080035
"ALDH6A1",11.09162,11.09162,42.00925,42.00925,0.281139987328307
"ALDH7A1",37.49825,37.49825,54.14525,54.14525,0.69812449848355
"ALDH7A1P1",0.04182,0.04182,0,0,1.04182
"ALDH7A1P2",0,0,0.53938,0.53938,0.649612181527628
"ALDH7A1P3",0,0,0,0,1
"ALDH7A1P4",0,0,0,0,1
"ALDH8A1",0.66905,0.66905,8.23589,8.23589,0.180713499186326
"ALDH9A1",36.77693,36.77693,37.77721,37.77721,0.974204436059221
"ALDOA",4744.1504,4744.1504,2300.38492,2300.38492,2.06186733855891
"ALDOAP1",0,0,0,0,1
"ALDOAP2",0,0,0,0,1
"ALDOB",0.53315,0.53315,1.14099,1.14099,0.716093956534127
"ALDOC",1208.28618,1208.28618,336.2192,336.2192,3.58605375969103
"ALG1",22.76866,22.76866,14.54246,14.54246,1.52927271487268
"ALG10",0.82586,0.82586,0.33192,0.33192,1.37084809898492
"ALG10B",0.3868,0.3868,0.6431,0.6431,0.844014363094151
"ALG11",1.43219,1.43219,1.70112,1.70112,0.900437596256368
"ALG12",17.17581,17.17581,12.55091,12.55091,1.34129811208251
"ALG13",13.89327,13.89327,35.01808,35.01808,0.413494278429056
"ALG14",40.75987,40.75987,32.88131,32.88131,1.23253410213478
"ALG1L",4.4011,4.4011,3.83788,3.83788,1.11641876193705
"ALG1L2",0,0,5.39378,5.39378,0.156402003196857
"ALG2",16.82037,16.82037,5.16558,5.16558,2.89029904729158
"ALG3",54.82041,54.82041,21.90704,21.90704,2.43682335212232
"ALG5",75.97917,75.97917,20.28891,20.28891,3.61592819923613
"ALG6",5.59285,5.59285,5.3108,5.3108,1.04469322431387
"ALG8",32.7208,32.7208,33.35845,33.35845,0.98144124662201
"ALG9",13.55875,13.55875,17.01115,17.01115,0.808318735894154
"ALK",0.28226,0.28226,2.48944,2.48944,0.367468705580265
"ALKBH1",5.49877,5.49877,5.45602,5.45602,1.00662172669849
"ALKBH2",27.59838,27.59838,16.26432,16.26432,1.65650196474579
"ALKBH3",83.98688,83.98688,30.2674,30.2674,2.71806674043892
"ALKBH4",13.66329,13.66329,17.0319,17.0319,0.813186075787909
"ALKBH5",57.99841,57.99841,50.76377,50.76377,1.13976261775369
"ALKBH6",93.60449,93.60449,35.39149,35.39149,2.59963222170898
"ALKBH7",100.39955,100.39955,44.35347,44.35347,2.23576167380357
"ALKBH8",2.59257,2.59257,3.19478,3.19478,0.856438239907695
"ALLC",6.07373,6.07373,1.34844,1.34844,3.01209739231149
"ALMS1",5.56149,5.56149,21.51288,21.51288,0.291454936018848
"ALMS1P",0.16726,0.16726,2.8836,2.8836,0.300561334843959
"ALOX12",0.43907,0.43907,2.01229,2.01229,0.477732887603783
"ALOX12B",0.61678,0.61678,0.70534,0.70534,0.948069006766979
"ALOX12P1",0,0,0,0,1
"ALOX12P2",0.14636,0.14636,3.92086,3.92086,0.232959279475539
"ALOX15",0.16726,0.16726,12.69613,12.69613,0.0852255345123038
"ALOX15B",12.59699,12.59699,0.66385,0.66385,8.17200468792259
"ALOX15P2",0.08363,0.08363,0,0,1.08363
"ALOX5",31.18407,31.18407,7.42682,7.42682,3.81924260871835
"ALOX5AP",147.50496,147.50496,9.39762,9.39762,14.2825915930761
"ALOXE3",0.20908,0.20908,1.28621,1.28621,0.528857803963765
"ALPI",0,0,0,0,1
"ALPK1",6.19918,6.19918,6.8667,6.8667,0.915146122262194
"ALPK2",0.08363,0.08363,0.72609,0.72609,0.627794610941492
"ALPK3",0.45997,0.45997,3.54745,3.54745,0.321052457970951
"ALPL",74.31699,74.31699,12.69613,12.69613,5.49914391875661
"ALPP",0.01045,0.01045,0.08298,0.08298,0.933027387394042
"ALPPL2",0,0,0,0,1
"ALS2",6.98323,6.98323,6.57626,6.57626,1.05371647752321
"ALS2CL",4.52655,4.52655,5.47676,5.47676,0.853289298970473
"ALS2CR11",1.37992,1.37992,0.78832,0.78832,1.33081327726581
"ALS2CR12",0.44952,0.44952,1.92931,1.92931,0.494833254247587
"ALS2CR8",1.68308,1.68308,10.99501,10.99501,0.223683014853677
"ALX1",1.13948,1.13948,0.18671,0.18671,1.80286674924792
"ALX3",1.90262,1.90262,2.48944,2.48944,0.831829749186116
"ALX4",0.07318,0.07318,0.12447,0.12447,0.954387400286357
"ALYREF",53.04324,53.04324,58.91667,58.91667,0.901973357331107
"AMACR",21.29466,21.29466,9.5221,9.5221,2.11884129593902
"AMBN",0.02091,0.02091,0,0,1.02091
"AMBP",0.02091,0.02091,0.60161,0.60161,0.637427338740392
"AMBRA1",12.06384,12.06384,33.08877,33.08877,0.383230019739639
"AMD1",46.24819,46.24819,68.56324,68.56324,0.679212037852176
"AMDHD1",1.50537,1.50537,0.14522,0.14522,2.18767573042734
"AMDHD2",31.46633,31.46633,27.98542,27.98542,1.12009175647619
"AMDP1",0,0,0,0,1
"AMELX",0,0,0,0,1
"AMELY",0,0,0,0,1
"AMFR",108.57452,108.57452,63.2317,63.2317,1.70592589017572
"AMH",0.6586,0.6586,2.77987,2.77987,0.43879815972507
"AMHR2",0.14636,0.14636,0,0,1.14636
"AMICA1",4.93426,4.93426,1.03727,1.03727,2.91284905780775
"AMIGO1",24.30539,24.30539,9.27315,9.27315,2.46325518463178
"AMIGO2",3.86795,3.86795,3.07031,3.07031,1.19596541786744
"AMIGO3",36.41104,36.41104,1.26546,1.26546,16.5136616846027
"AMMECR1",0.84677,0.84677,1.30695,1.30695,0.800524502048159
"AMMECR1L",5.22697,5.22697,4.25279,4.25279,1.18545953674143
"AMMECR1LP1",0,0,0,0,1
"AMN",0.33453,0.33453,5.80869,5.80869,0.196003930271462
"AMN1",44.00059,44.00059,36.42876,36.42876,1.20229978230644
"AMOT",2.33123,2.33123,11.59663,11.59663,0.264454064301325
"AMOTL1",5.47786,5.47786,7.53055,7.53055,0.759371904507916
"AMOTL2",13.94554,13.94554,46.07533,46.07533,0.317481364442905
"AMPD1",0.02091,0.02091,2.01229,2.01229,0.338914911910872
"AMPD2",48.78849,48.78849,115.3854,115.3854,0.42778982587163
"AMPD3",4.96562,4.96562,28.50405,28.50405,0.202196647578892
"AMPH",46.48863,46.48863,19.95699,19.95699,2.26600432600292
"AMT",9.189,9.189,18.17289,18.17289,0.531427447818248
"AMTN",0,0,0,0,1
"AMY1A",0,0,0,0,1
"AMY1B",0.01045,0.01045,0.14522,0.14522,0.882319554321441
"AMY1C",0,0,0,0,1
"AMY2A",0.02091,0.02091,0,0,1.02091
"AMY2B",6.81596,6.81596,24.06456,24.06456,0.311833122145372
"AMYP1",0,0,0,0,1
"AMZ1",0.14636,0.14636,6.11987,6.11987,0.161008557740521
"AMZ2",101.66447,101.66447,142.08461,142.08461,0.717508822227632
"AMZ2P1",20.44789,20.44789,33.71112,33.71112,0.617896800794673
"AMZ2P2",0,0,0,0,1
"ANAPC1",3.18845,3.18845,7.17788,7.17788,0.512168190288926
"ANAPC10",27.74473,27.74473,64.87058,64.87058,0.436381917390131
"ANAPC10P1",0,0,0,0,1
"ANAPC11",384.93462,384.93462,209.984,209.984,1.82921273651083
"ANAPC13",129.31512,129.31512,39.35385,39.35385,3.22931071013051
"ANAPC15",130.35006,130.35006,111.25708,111.25708,1.17008263532242
"ANAPC16",104.31977,104.31977,89.45377,89.45377,1.16434914763641
"ANAPC1P1",0.01045,0.01045,0.35267,0.35267,0.747004073425152
"ANAPC2",39.00361,39.00361,70.94895,70.94895,0.55599991382779
"ANAPC4",13.90373,13.90373,25.62045,25.62045,0.559860182679106
"ANAPC5",111.10437,111.10437,122.14837,122.14837,0.91031956005589
"ANAPC7",50.22068,50.22068,34.4787,34.4787,1.44370227770465
"ANG",10.65256,10.65256,10.66309,10.66309,0.999097151783961
"ANGEL1",9.32491,9.32491,20.91127,20.91127,0.471214585005798
"ANGEL2",4.89244,4.89244,20.60009,20.60009,0.272797011493934
"ANGPT1",1.53673,1.53673,2.8836,2.8836,0.653190338860851
"ANGPT2",1.41128,1.41128,1.72186,1.72186,0.885894204698258
"ANGPT4",0.30316,0.30316,0.16596,0.16596,1.11767127517239
"ANGPTL1",2.39395,2.39395,0.78832,0.78832,1.89784266797888
"ANGPTL2",7.66273,7.66273,19.54208,19.54208,0.42170656525532
"ANGPTL3",0.02091,0.02091,0.08298,0.08298,0.942685922177695
"ANGPTL4",39.08725,39.08725,18.15214,18.15214,2.09309507971433
"ANGPTL5",0.87813,0.87813,0.10373,0.10373,1.70162086742229
"ANGPTL6",8.00771,8.00771,5.41453,5.41453,1.4042665635674
"ANGPTL7",73.98247,73.98247,4.4395,4.4395,13.7848092655575
"ANHX",0.02091,0.02091,0,0,1.02091
"ANK1",52.88643,52.88643,7.13639,7.13639,6.62289172470838
"ANK2",107.01689,107.01689,95.73959,95.73959,1.11657378328769
"ANK3",18.84844,18.84844,79.41304,79.41304,0.246831110974041
"ANKAR",0.94085,0.94085,3.04956,3.04956,0.479274291527969
"ANKDD1A",8.43632,8.43632,17.63351,17.63351,0.506416665459165
"ANKDD1B",0.22999,0.22999,0.41491,0.41491,0.869306174951057
"ANKFN1",0.03136,0.03136,2.24049,2.24049,0.318272853796802
"ANKFY1",8.48859,8.48859,16.51326,16.51326,0.541794617335665
"ANKH",53.52412,53.52412,201.87259,201.87259,0.268760407702194
"ANKHD1",14.56232,14.56232,42.50714,42.50714,0.357695771314777
"ANKHD1-EIF4EBP3",5.07016,5.07016,2.77987,2.77987,1.605917663835
"ANKIB1",5.91692,5.91692,27.32157,27.32157,0.244227985948519
"ANKK1",0.18817,0.18817,0.8713,0.8713,0.634943622080906
"ANKLE1",0.43907,0.43907,1.68037,1.68037,0.536892294720505
"ANKLE2",20.51061,20.51061,24.20977,24.20977,0.853264825502176
"ANKMY1",6.9205,6.9205,20.45487,20.45487,0.369170262975259
"ANKMY2",16.0886,16.0886,8.52632,8.52632,1.79383014637342
"ANKRA2",11.36342,11.36342,24.10605,24.10605,0.492447836278507
"ANKRD1",0.01045,0.01045,4.39801,4.39801,0.187189353113462
"ANKRD10",50.77474,50.77474,93.76879,93.76879,0.546326907835375
"ANKRD11",33.68256,33.68256,185.35932,185.35932,0.18610585185651
"ANKRD12",5.67648,5.67648,16.16059,16.16059,0.389058884339058
"ANKRD13A",9.65943,9.65943,34.58243,34.58243,0.29957004060712
"ANKRD13B",14.13371,14.13371,64.39343,64.39343,0.231425542290716
"ANKRD13C",6.74279,6.74279,10.3934,10.3934,0.679585549528675
"ANKRD13D",80.54753,80.54753,63.81257,63.81257,1.25820546847625
"ANKRD16",8.31087,8.31087,9.12794,9.12794,0.91932515397998
"ANKRD17",15.31501,15.31501,15.95314,15.95314,0.962359185378048
"ANKRD18A",4.19203,4.19203,56.86289,56.86289,0.0897298769556792
"ANKRD18B",0.11499,0.11499,5.39378,5.39378,0.174386669544464
"ANKRD18DP",0.18817,0.18817,0.24894,0.24894,0.951342738642369
"ANKRD18EP",0.75268,0.75268,1.01652,1.01652,0.869160732350783
"ANKRD19P",2.85392,2.85392,3.94161,3.94161,0.779891573798823
"ANKRD2",3.36617,3.36617,2.71764,2.71764,1.17444669198739
"ANKRD20A1",0.01045,0.01045,0,0,1.01045
"ANKRD20A10P",0.31362,0.31362,0.18671,0.18671,1.10694272400165
"ANKRD20A11P",0.11499,0.11499,0,0,1.11499
"ANKRD20A12P",0,0,0,0,1
"ANKRD20A14P",0.01045,0.01045,0.60161,0.60161,0.630896410486948
"ANKRD20A17P",0.01045,0.01045,0.20745,0.20745,0.836846246221376
"ANKRD20A18P",0,0,0,0,1
"ANKRD20A2",0,0,0,0,1
"ANKRD20A3",0.14636,0.14636,1.30695,1.30695,0.496915841262273
"ANKRD20A4",0.03136,0.03136,0.18671,0.18671,0.869091859005149
"ANKRD20A5P",3.28253,3.28253,1.68037,1.68037,1.59773837194119
"ANKRD20A7P",0.01045,0.01045,0.41491,0.41491,0.71414436253896
"ANKRD20A8P",0.02091,0.02091,0.12447,0.12447,0.907903278878049
"ANKRD20A9P",0.01045,0.01045,0,0,1.01045
"ANKRD22",2.16396,2.16396,0.91279,0.91279,1.65410735104219
"ANKRD23",4.61018,4.61018,15.7042,15.7042,0.335854455765616
"ANKRD24",7.47456,7.47456,8.11142,8.11142,0.93010310138266
"ANKRD26",2.5194,2.5194,2.34422,2.34422,1.0523829173918
"ANKRD26P1",0.05227,0.05227,0,0,1.05227
"ANKRD26P2",0,0,0,0,1
"ANKRD26P3",0.02091,0.02091,0,0,1.02091
"ANKRD26P4",0,0,0,0,1
"ANKRD27",14.71913,14.71913,6.43105,6.43105,2.11533094246439
"ANKRD28",4.75654,4.75654,20.82829,20.82829,0.263719237741481
"ANKRD29",23.3959,23.3959,7.94545,7.94545,2.72718532885433
"ANKRD30A",0,0,0.06224,0.06224,0.941406838379274
"ANKRD30B",0.09409,0.09409,0.78832,0.78832,0.611797664847455
"ANKRD30BL",0.16726,0.16726,4.41875,4.41875,0.215411303344867
"ANKRD30BP1",0,0,0,0,1
"ANKRD30BP2",0,0,0.33192,0.33192,0.75079584359421
"ANKRD31",0.29271,0.29271,0.39416,0.39416,0.927232168474207
"ANKRD32",1.52627,1.52627,2.98732,2.98732,0.633575935716221
"ANKRD33",0.17772,0.17772,0,0,1.17772
"ANKRD33B",0.49133,0.49133,2.57242,2.57242,0.417456514071694
"ANKRD34A",10.15077,10.15077,8.09067,8.09067,1.22661696002605
"ANKRD34B",0.03136,0.03136,1.26546,1.26546,0.455254120575954
"ANKRD34C",0.4077,0.4077,0.4564,0.4564,0.9665613842351
"ANKRD35",11.39478,11.39478,5.9539,5.9539,1.78242137505572
"ANKRD36",0.76314,0.76314,3.31925,3.31925,0.408205128205128
"ANKRD36B",0.57497,0.57497,4.97887,4.97887,0.263422686895684
"ANKRD36BP1",0.24044,0.24044,0.58087,0.58087,0.784656549874436
"ANKRD36BP2",2.68666,2.68666,3.19478,3.19478,0.878868498467143
"ANKRD36C",0.51224,0.51224,4.4395,4.4395,0.278010846585164
"ANKRD36P1",0,0,0,0,1
"ANKRD37",20.69878,20.69878,22.42568,22.42568,0.926281755748392
"ANKRD39",50.28341,50.28341,18.96121,18.96121,2.56915337296687
"ANKRD40",18.10621,18.10621,148.34969,148.34969,0.127929358273191
"ANKRD42",6.87869,6.87869,5.99539,5.99539,1.12626887135671
"ANKRD44",4.39065,4.39065,46.96738,46.96738,0.112381580982743
"ANKRD45",0.33453,0.33453,1.12025,1.12025,0.629421058837401
"ANKRD46",44.31421,44.31421,19.33463,19.33463,2.22842559712176
"ANKRD49",5.96919,5.96919,6.09912,6.09912,0.981697731549826
"ANKRD5",1.25447,1.25447,0.26969,0.26969,1.77560664414148
"ANKRD50",5.30014,5.30014,1.82559,1.82559,2.2296723870059
"ANKRD52",17.6776,17.6776,9.68806,9.68806,1.74752012993939
"ANKRD53",0.60633,0.60633,0.56012,0.56012,1.02961951644745
"ANKRD54",18.38846,18.38846,21.13947,21.13947,0.875741831218182
"ANKRD54P1",0.03136,0.03136,0,0,1.03136
"ANKRD55",0.78404,0.78404,4.50173,4.50173,0.324268911778659
"ANKRD6",15.36728,15.36728,12.3642,12.3642,1.22471079451071
"ANKRD60",0,0,0,0,1
"ANKRD61",0.09409,0.09409,0,0,1.09409
"ANKRD62",0.01045,0.01045,0.06224,0.06224,0.951244539840337
"ANKRD62P1",0,0,0,0,1
"ANKRD63",0,0,0.49789,0.49789,0.66760576544339
"ANKRD65",19.27705,19.27705,58.97891,58.97891,0.338069664820518
"ANKRD7",1.91307,1.91307,0,0,2.91307
"ANKRD9",82.93103,82.93103,33.64889,33.64889,2.42232954648764
"ANKS1A",28.1838,28.1838,18.08991,18.08991,1.52875524295295
"ANKS1B",11.87566,11.87566,724.92403,724.92403,0.0177369248955707
"ANKS3",23.87678,23.87678,41.30391,41.30391,0.588049189779384
"ANKS4B",0,0,0.24894,0.24894,0.800678975771454
"ANKS6",7.01459,7.01459,25.26778,25.26778,0.305111052399556
"ANKUB1",0.07318,0.07318,0.80907,0.80907,0.593221931710769
"ANKZF1",17.10263,17.10263,50.09992,50.09992,0.354259458723223
"ANLN",1.36946,1.36946,266.66018,266.66018,0.00885249348633032
"ANO1",2.72848,2.72848,2.57242,2.57242,1.04368467313474
"ANO10",68.55688,68.55688,147.12572,147.12572,0.469580029720699
"ANO2",0.80495,0.80495,2.84211,2.84211,0.469780927667349
"ANO3",5.09106,5.09106,3.60968,3.60968,1.32136287117544
"ANO4",8.54086,8.54086,32.36268,32.36268,0.285974028465339
"ANO5",24.89081,24.89081,2.05379,2.05379,8.47825488982543
"ANO6",6.60688,6.60688,3.33999,3.33999,1.75274136576352
"ANO7",1.19175,1.19175,10.93278,10.93278,0.18367471787798
"ANO7L1",1.41128,1.41128,0,0,2.41128
"ANO8",13.0256,13.0256,24.62468,24.62468,0.547347322971448
"ANO9",0.59587,0.59587,2.01229,2.01229,0.529786308755133
"ANP32A",42.33842,42.33842,114.09919,114.09919,0.376531059862367
"ANP32AP1",0,0,0,0,1
"ANP32B",119.1539,119.1539,372.31603,372.31603,0.321855721009355
"ANP32BP1",0.03136,0.03136,0,0,1.03136
"ANP32BP2",0,0,0,0,1
