"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"ACPP",0,0.025974,0.047048,0,1,2,5.63797466666667,0.265858,0.022854,0.050647,3,1,2,35.9895656666667,0.17945532874014
"ACR",0.050784,0.062833,0,1,1,0,6.30690966666667,0.041913,0,0.163679,1,0,1,8.31229433333333,0.784651924124821
"ACRBP",0.933344,1.400639,0.994766,9,11,8,1.396431,0.967429,0.571787,0.527381,14,5,4,2.267959,0.733311219632804
"ACRV1",0.230836,0.190941,0.387534,4,4,4,1.409463,0.120346,0.767177,1.18959,4,7,14,5.148476,0.391879711330092
"ACSBG1",1.680716,3.357604,1.221717,49,54,34,42.5405296666667,6.630397,3.875408,5.355253,156,78,93,32.7340093333333,1.29070129898978
"ACSBG2",0.206484,0.414199,0.534768,2,2,6,74.0247403333333,0.74582,0.53011,0.820644,10,3,4,92.1382493333333,0.8055201903659
"ACSF2",52.435691,50.495669,51.622443,334,301,283,4.91425733333333,42.632059,13.17411,6.555456,402,55,44,1.35264933333333,2.51387117048751
"ACSF3",19.896846,16.478566,14.431669,339,249,243,1.56849833333333,22.250491,16.962759,21.849371,350,268,226,3.623156,0.555572499247988
"ACSL1",22.571965,34.049958,24.018834,390,247,333,0.187325333333333,85.585307,101.814344,82.647096,1143,969,970,0.0864153333333333,1.09288344604856
"ACSL3",125.144372,117.20619,162.941162,2688,1748,2708,26.998922,127.281776,105.351012,89.76463,3228,2050,1832,38.1292903333333,0.715548934352852
"ACSL4",25.373504,30.774505,32.691471,1627,1473,1507,3.55108633333333,69.219653,62.683685,53.413498,3943,2820,2527,11.3800783333333,0.36761369442062
"ACSL5",0.550356,0.183705,0.680974,9,2,6,18.5806646666667,0.206791,0.83348,0.182037,6,12,5,11.1325353333333,1.61389718873269
"ACSL6",5.279576,2.761154,5.097792,259,134,211,6.56396133333333,13.388689,15.367533,10.761177,980,1036,796,22.599885,0.320508397957589
"ACSM1",0,0.132055,0,0,1,0,94.2345353333333,0.060423,0,0,2,0,0,136.466925666667,0.692781444492768
"ACSM2A",0.231348,3.931815,1.327585,4,10,8,22.303694,0.816039,2.615985,1.21988,4,7,2,18.5761573333333,1.19041207133739
"ACSM2B",0.259345,0.573845,1.003013,6,3,7,8.893309,0.4576,0.459343,0.100414,8,5,3,10.370608,0.870077396037222
"ACSM3",0.848148,3.771251,3.221045,19,43,27,0.85487,1.696961,2.786466,2.358993,15,14,19,0.829955333333333,1.01361490426178
"ACSM4",0.291138,0.408874,0.146039,9,5,4,8.28690366666667,0.215017,0.529825,0.278182,8,15,7,11.1502983333333,0.764335443615308
"ACSM5",0,0.083985,0,0,1,0,12.967463,0.201606,0,0.029441,1,0,1,29.724931,0.454597050193538
"ACSM6",0.184682,0.037403,0,5,1,0,193.311350333333,0.145067,0.22124,0.069825,4,5,1,30.823932,6.10582470869198
"ACSS1",2.170075,1.974672,2.210112,125,92,110,10.940165,7.426916,3.07265,5.466344,515,157,255,10.6308603333333,1.02659344689921
"ACSS2",53.386125,66.083436,55.009702,306,259,305,0.242889333333333,183.462238,133.340645,131.295035,1363,636,598,0.22016,1.01862815805577
"ACSS3",7.547094,17.434579,3.069008,223,394,163,0.423533666666667,6.876982,2.730375,3.127256,286,78,82,9.17650766666667,0.139884301500551
"ACTA1",0.240853,0.05949,0.233685,5,1,4,6.335552,43.17532,0.074509,0.342321,1089,1,4,5.80116033333333,1.07857360222013
"ACTA2",6.327661,72.105899,6.461854,99,1023,93,2.15443666666667,25.800466,5.539749,5.485474,558,76,68,2.26856866666667,0.965081963501659
"ACTA2.AS1",0.315759,0.698281,0.224611,3,12,3,3.51530733333333,0.754069,0.282828,0.269851,15,5,3,3.51343666666667,1.00041446613852
"ACTB",1508.849694,1933.919489,1684.423797,16993,17349,16522,90.7907526666667,2138.164791,2243.689595,2712.36844,29266,23222,24748,113.660235,0.800545652698747
"ACTBL2",0.024972,0,0,1,0,0,14.5340663333333,0,0.02739,0.030881,0,1,1,30.6769663333333,0.490389962532081
"ACTC1",0.053354,2.151921,0.356773,1,24,3,117.71839,869.621513,0.354562,0.525835,16803,6,3,117.865059333333,0.998766085389971
"ACTG1",1419.3332,1648.589858,1463.03336,26010,23050,24917,8.06576833333333,1869.624603,1654.156602,1676.836666,40874,26878,29741,13.2536763333333,0.636030180658188
"ACTG1P17",0.273704,0.544365,0.24387,5,6,5,10.7477633333333,0.566011,0.233651,1.137973,8,5,5,12.553571,0.866765174531002
"ACTG2",7.933159,66.52499,5.367457,155,991,99,96.3586746666667,5.162967,3.078347,2.858471,118,58,48,85.6373743333333,1.123749137319
"ACTL10",0.108181,0.047738,0.13155,3,1,3,604.161329333333,0.061689,0.082599,0,2,2,0,494.121312333333,1.22224859697802
"ACTL6A",127.358034,224.770196,142.955043,297,293,270,197.892047333333,158.27347,137.510766,210.020503,387,170,252,244.772004,0.809254284850659
"ACTL6B",28.097481,15.805406,34.483202,158,77,164,30.8968773333333,50.973446,92.448261,75.837415,303,437,363,38.6208793333333,0.805052231803908
"ACTL7A",0,0,0,0,0,0,13.9404776666667,0,0,0.059905,0,0,1,23.195771,0.617483016625784
"ACTL7B",0,0,0.060404,0,0,1,0.560291,0.043131,0,0,1,0,0,2.01739533333333,0.517098632308262
"ACTL8",0,0,0,0,0,0,0.050287,0,0,0,0,0,0,0.994155666666667,0.526682554203809
"ACTL9",0,0,0,0,0,0,2.951647,0,0,0,0,0,0,2.25077233333333,1.21560250758871
"ACTN1",90.571305,205.524402,69.241953,1789,3484,1635,0.220393333333333,69.241658,47.821745,50.974833,1648,918,920,0.154033333333333,1.0575026717888
"ACTN1.AS1",0.171928,0.531569,0.196484,1,2,1,1.29680266666667,0.213109,0.18718,0,1,1,0,3.04498433333333,0.567814972171709
"ACTN2",1.088077,0.737005,1.599137,35,16,39,0.0645133333333333,69.76771,1.253103,0.801863,2414,37,25,0.020969,1.04265000537071
"ACTN3",0.045257,0.139648,0.025741,2,5,1,75.4631816666667,0.648357,0.142398,0.028312,33,2,1,53.984983,1.39061935631892
"ACTN4",278.496919,323.301901,259.392949,4353,4197,3672,22.8294763333333,209.643774,167.250481,183.429698,3505,2178,2093,36.396988,0.637203090616103
"ACTR10",106.898089,119.583704,114.844543,926,725,903,0.286794,157.019067,205.113642,237.357145,1492,1517,1594,0.415568333333333,0.909029942037415
"ACTR1A",74.839265,81.902002,83.592002,2113,1784,2155,15.099539,115.943189,124.852514,131.407319,3642,2918,2824,16.9579516666667,0.896513104547651
"ACTR1B",21.363274,19.600556,20.09068,569,419,496,17.4022466666667,30.556702,30.517172,34.362579,1047,814,792,25.1231436666667,0.704442271630121
"ACTR2",75.976968,94.052154,82.283986,4054,4017,3903,0.0441766666666667,96.131777,93.793262,100.811332,5682,4350,4406,0.299872333333333,0.803291707877979
"ACTR3",45.55178,67.520844,47.924974,1318,1529,1194,6.98355033333333,61.541822,74.758475,82.615188,1929,1669,1860,6.750096,1.03012276665132
"ACTR3B",10.065129,3.446338,9.264419,128,93,123,16.65475,12.200305,11.066625,8.231572,240,204,198,20.6181496666667,0.816663325595442
"ACTR3C",0.124921,0.064517,0.014714,4,4,1,32.3947433333333,0.478798,0.028455,0.143524,7,2,9,21.607242,1.47717016225745
"ACTR5",2.283258,2.083983,2.205831,85,62,72,73.8459896666667,2.300345,2.272068,2.6564,103,77,79,77.2166353333333,0.95690628147961
"ACTR6",13.415528,14.382194,12.825706,179,170,172,100.668015333333,26.189179,23.847515,19.715424,497,369,392,174.989375333333,0.577694051932218
"ACTR8",27.345583,31.670753,28.516672,451,420,408,41.686823,26.624084,28.334546,22.577852,586,511,414,50.064741,0.835935366831685
"ACTRT1",0.102041,0,0,2,0,0,50.456778,0,0,0,0,0,0,41.262396,1.21755467910527
"ACTRT2",0,0,0,0,0,0,0.534309333333333,0,0,0,0,0,0,9.92666933333333,0.140418757676935
"ACTRT3",1.292807,1.228868,1.115009,30,23,23,33.5236663333333,0.786164,0.893232,0.943422,22,19,18,56.6807803333333,0.598529807222153
"ACVR1",7.037928,8.229634,8.26402,266,286,274,9.35262066666667,7.530875,6.531985,5.489665,334,179,196,12.368327,0.774414080884367
"ACVR1B",23.506718,19.491365,37.165374,1068,588,961,21.4957263333333,35.019207,49.193225,49.103909,1431,1584,1379,6.01997766666667,3.20452961555006
"ACVR1C",0.0076,0,0,1,0,0,5.124483,0.202768,0.064909,0.072133,22,3,2,6.484563,0.818281975848156
"ACVR2A",16.277364,13.847823,12.988231,858,613,699,33.67373,16.001132,14.786883,12.909514,1121,784,770,34.0859053333333,0.988252395672351
"ACVR2B",4.35859,4.450622,4.619946,801,656,751,79.08499,4.136669,3.378978,3.850929,910,569,582,88.861043,0.891209219550234
"ACVR2B.AS1",0.424389,0.268246,0.324133,16,8,11,0,0.552097,0.855593,1.095801,25,29,33,0.128331666666667,0.886264233772871
"ACVRL1",0.590729,2.94744,0.548938,17,29,14,5.830483,1.158399,0.437574,0.500078,37,18,23,10.1446623333333,0.612892772854162
"ACY1",20.950655,16.690042,15.695317,158,95,107,0.739843333333333,16.513926,11.864692,15.383214,136,84,80,1.31022033333333,0.753107099019848
"ACY3",0,0,0,0,0,0,21.972037,0,0,0,0,0,0,70.614812,0.320772146968702
"ACYP1",10.41891,8.717873,14.17402,56,39,67,0.16162,23.726514,23.728152,24.186164,153,116,104,0.091525,1.06421749387325
"ACYP2",10.213957,4.257689,7.281641,107,43,69,4.69430766666667,13.526342,21.437315,22.138132,163,188,173,5.39523166666667,0.890398966521671
"ADA",1.881756,4.803617,1.30235,34,81,20,3.90720466666667,2.752245,0.680643,2.280619,55,11,27,2.47183966666667,1.41343067013751
"ADA2",2.245861,1.223755,1.282529,57,32,50,5.48943566666667,2.338413,4.38061,5.758638,97,158,142,5.22038066666667,1.04325378371806
"ADAD1",0,0,0,0,0,0,0.138639666666667,0,0,0,0,0,0,0.030144,1.10532087423376
"ADAD2",0.3516,0,0,2,0,0,2.18113066666667,0,0.231674,0.001766,0,1,0,1.408676,1.32069679220728
"ADAL",7.68946,6.63051,7.245079,179,129,165,9.54691866666667,12.105016,15.600091,15.33191,307,321,294,16.86225,0.590458574181117
"ADAM10",123.897107,145.822332,94.147613,2639,2371,2045,189.041460333333,70.311374,70.683677,76.336447,1888,1354,1326,177.042488666667,1.06739386624241
"ADAM11",76.352617,40.073029,61.625283,3716,1536,3032,4.38252666666667,21.676701,61.251494,63.202393,1266,2768,2775,20.0909006666667,0.255206107682899
"ADAM12",263.2453,223.75449,242.910757,19064,13110,16722,0.0641973333333333,253.498386,167.661955,151.796176,20837,10523,10029,1.24002766666667,0.475082227407013
"ADAM15",60.668103,38.00024,71.175865,825,388,844,13.8212193333333,30.979275,23.526472,41.074168,498,372,446,12.1665156666667,1.12567513748955
"ADAM17",20.368008,22.287947,19.327487,954,877,913,55.6194626666667,14.349408,16.247264,14.244751,856,534,597,77.2503786666667,0.723567906397693
"ADAM18",0.173553,0,0.041788,3,0,1,17.197763,0,0,0,0,0,0,24.3440916666667,0.718027824368007
"ADAM19",29.941341,40.231067,28.930422,3088,3156,2634,366.704015333333,16.94927,22.701045,23.52762,1960,1980,1753,229.656967333333,1.59415958505145
"ADAM2",0,0,0,0,0,0,3.16173666666667,0,0,0,0,0,0,1.867029,1.45158513104216
"ADAM20",0.04832,0.029938,0.054296,2,1,2,0.0355616666666667,0.060308,0.079075,0.087706,3,3,3,0.424805333333333,0.726809229611718
"ADAM20P1",0.548452,0.338998,0.190061,19,9,7,10.2699263333333,0.293669,0.308602,0.879615,15,12,25,18.3644463333333,0.581990630629787
"ADAM21",0.668215,0.347816,0.872414,26,11,31,8.05146833333333,0.188727,0.221899,0.309121,9,8,10,7.21721933333333,1.10152448975237
"ADAM21P1",0.092513,0.167063,0.171162,3,4,4,11.635704,0.012879,0,0,0,0,0,10.048766,1.14363033844685
"ADAM22",4.293794,2.708427,3.651038,478,274,429,10.1099363333333,13.135,11.196035,9.8092,1606,1240,1028,10.763871,0.944411608503131
"ADAM23",37.576591,23.373305,38.05317,1238,742,1078,3.466875,48.84821,52.745915,47.205046,2519,1761,1594,10.108519,0.402112558838851
"ADAM28",0.348438,0.553339,0.041631,9,6,4,3.34284866666667,1.502507,0.416905,0.03323,52,9,3,2.94559833333333,1.10068189911205
"ADAM29",0.239099,0.065655,0.330303,6,2,12,104.195606333333,0.184234,0.673702,0.264276,8,7,9,102.793878,1.0135049230296
"ADAM30",0,0,0,0,0,0,6.336774,0,0,0,0,0,0,6.02901333333333,1.0437843338847
"ADAM32",2.254211,1.354362,2.923583,55,59,42,22.5945126666667,0.985926,0.562709,0.705876,77,43,33,21.2352353333333,1.0611316818984
"ADAM33",2.494698,2.736092,1.700388,101,92,56,11.6260856666667,1.225579,0.212729,0.396698,54,8,12,10.923589,1.05891654489824
"ADAM3A",0.436679,0.176368,0.214035,6,2,3,24.6463663333333,0.341385,0,0.42368,6,0,5,42.6771043333333,0.587181012221102
"ADAM3B",0,0,0,0,0,0,278.175118,0,0,0,0,0,0,177.012926666667,1.56828564772019
"ADAM5",0,0.04341,0,0,1,0,10.2367903333333,0,0,0,0,0,0,27.9426016666667,0.388243961712495
"ADAM6",0,0,0,0,0,0,7.65808433333333,0,0,0,0,0,0,14.672322,0.552444260227255
"ADAM7",0,0,0,0,0,0,7.751645,0.297177,0.021595,0.063257,18,1,2,10.9525803333333,0.732197128647898
"ADAM8",5.202434,6.064427,4.039568,86,51,59,7.47368066666667,5.896302,4.237317,5.824988,93,66,47,6.74807766666667,1.09364942263313
"ADAM9",71.058484,58.878118,62.020836,3410,2438,2937,31.4416803333333,31.044422,15.040139,19.545192,1575,713,795,13.7932536666667,2.19300507274025
"ADAMDEC1",0,0,0.041296,0,0,1,5.36314166666667,0,0,0,0,0,0,8.67121233333333,0.657946640746901
"ADAMTS1",58.569233,141.380568,62.579103,2243,3762,2049,16.9064376666667,53.416922,36.50485,34.398098,2281,1139,1236,19.158878,0.888265590310466
"ADAMTS10",42.167717,37.796595,30.528394,656,454,461,29.4872816666667,30.984806,32.271974,30.357747,529,437,369,30.1365026666667,0.979149199672479
"ADAMTS12",2.859441,10.976222,1.680552,349,1188,204,158.937147666667,3.104435,1.18569,1.477975,449,149,114,197.055837333333,0.807535641565
"ADAMTS13",8.033716,6.591312,8.465815,314,196,249,19.3182656666667,8.251614,7.895253,8.511647,354,284,270,8.52441366666667,2.13328257022016
"ADAMTS14",1.42471,0.587428,0.773549,121,40,57,65.4003666666667,1.91118,0.569069,0.357461,195,44,24,103.597948666667,0.634815190097769
"ADAMTS15",17.611965,40.095153,16.907602,1580,2875,1319,5.77883566666667,3.856279,2.752015,3.081575,417,225,219,8.38056033333333,0.722647200783777
"ADAMTS16",38.407432,28.686978,28.018399,364,175,311,63.033851,38.568071,1.033011,1.581908,238,65,86,120.971797666667,0.524988991102651
"ADAMTS17",1.589791,1.49711,1.624783,80,45,50,0.577586333333333,0.604486,0.821092,0.902747,37,26,26,0.652910666666667,0.954429277484647
"ADAMTS18",0.011209,0.177952,0.012741,1,2,1,0,0.836196,0.34132,0.027707,21,6,2,0,1
"ADAMTS19",0.180133,0.223756,0.149189,4,5,10,5.09970233333333,0.691824,0.172356,0.296478,17,12,6,9.21067566666667,0.59738478945582
"ADAMTS19.AS1",0.111602,0,0,1,0,0,25.9493156666667,0.374882,0.121996,0.026086,5,1,1,58.700416,0.45140917722695
"ADAMTS2",2.426145,2.693979,2.505131,114,108,129,5.04007666666667,1.05629,1.019052,1.068975,93,20,17,4.52479433333333,1.09326724258755
"ADAMTS20",0.301329,0.112757,0.27111,27,9,20,91.4972293333333,1.283844,0.25905,0.359154,110,21,25,84.8402003333333,1.07755141500311
"ADAMTS3",0.311518,0.618834,0.46883,30,34,23,0.862474,6.587764,4.025588,2.784121,750,346,213,0.519982,1.22532635254891
"ADAMTS4",6.532971,7.047095,3.966088,241,351,176,103.175866333333,25.829682,6.699742,10.583665,847,236,217,38.8605756666667,2.61350631773365
"ADAMTS5",9.333422,9.994655,11.137729,1385,1186,1450,9.99483133333333,2.810816,3.243508,4.167592,494,438,505,14.1029706666667,0.727991305551544
"ADAMTS6",0.660235,2.234675,0.319661,44,48,29,1.85679366666667,1.385549,0.272905,0.54382,98,28,26,1.19742333333333,1.30006522791087
"ADAMTS7",47.865694,42.976341,40.737031,3447,2438,2449,0,30.711528,21.35642,27.594435,2499,1418,1547,0,1
"ADAMTS7P1",0.2297,0.232345,0.325576,17,14,21,61.5433833333333,0.150186,0.168203,0.185199,14,12,11,59.6190646666667,1.03174444668931
"ADAMTS8",3.929698,1.378664,3.233674,189,53,134,0,1.292831,3.322689,5.300198,79,144,195,0.0695593333333333,0.934964493165098
"ADAMTS9",15.906889,31.515497,16.64845,1115,1769,829,31.3546446666667,11.33945,7.446555,7.577687,1039,380,389,36.034942,0.873624823461764
"ADAMTS9.AS1",0.308365,0.600059,0.487865,7,6,5,0.0450203333333333,0.494178,0.230452,0.251472,8,2,2,0.291094333333333,0.80940664547362
"ADAMTS9.AS2",0.169311,0.907569,0.112358,6,13,4,18.4306493333333,0.433971,0.091595,0.138096,17,4,5,18.241578,1.00982618646627
"ADAMTSL1",28.516986,26.791015,30.129519,2165,1551,1738,45.9817323333333,5.919842,5.793045,6.199496,392,254,315,36.4680486666667,1.25391457535739
"ADAMTSL2",0.121693,0.420352,0.182929,7,20,9,7.556008,0.70847,0.709747,0.641205,50,37,29,17.4676143333333,0.463297957471244
"ADAMTSL3",0.847963,1.791333,1.116183,48,72,20,70.052826,1.068124,0.941684,1.198236,69,31,31,61.048069,1.14512549939306
"ADAMTSL4",1.589016,2.016736,1.720831,70,68,61,9.97444666666667,1.307851,0.581012,0.686961,61,25,23,8.74818933333333,1.12579334391262
"ADAMTSL4.AS1",1.104908,0.342468,0.654419,16,4,6,35.148877,0.581504,0.269881,0.499135,15,4,3,43.3101823333333,0.815814223648685
"ADAMTSL5",3.215463,1.806809,1.858656,27,25,26,31.6686546666667,5.943779,4.096958,2.883372,62,23,23,20.5242606666667,1.51775966536489
"ADAP1",12.000304,6.450336,13.338759,167,77,148,1.58942533333333,34.213031,38.13869,48.991537,519,451,555,6.28373766666667,0.35550776975173
"ADAP2",0.829332,2.203443,4.074633,11,7,13,2.805207,1.058876,0.353861,4.97029,7,3,13,2.98146166666667,0.955731165731848
"ADAR",81.262583,104.679305,79.527831,3440,3058,3093,59.930796,105.908597,112.956385,96.851585,5486,4023,3650,68.1844726666667,0.880700446956744
"ADARB1",105.018409,174.424258,70.337136,1757,1868,1443,67.596767,68.1759,68.438509,91.97377,1634,1218,1112,54.7777476666667,1.22982317984478
"ADARB2",1.462916,2.153002,0.868352,39,48,24,30.1906413333333,1.417302,0.902524,0.536378,56,24,10,39.8031416666667,0.764417641860502
"ADARB2.AS1",0,0.189939,0,0,1,0,181.208250333333,0,0,0,0,0,0,96.4658786666667,1.86945680709949
"ADAT1",27.014364,30.208847,30.118773,245,210,212,5.39518833333333,38.849966,55.207581,52.832268,508,481,421,4.33619233333333,1.19845536552062
"ADAT2",6.534624,5.544724,3.678619,206,149,184,82.2995163333333,3.889025,2.159954,2.429168,236,114,122,69.7521843333333,1.17734197351259
"ADAT3",1.184894,0.938623,1.665099,19,10,19,2.96224266666667,0.789433,1.103201,1.650664,15,14,18,4.74008533333333,0.690275916920167
"ADCK1",8.663261,7.385662,8.66168,168,137,156,12.024067,6.371801,4.972601,7.045702,158,98,124,9.29779733333333,1.26474299099303
"ADCK2",5.161437,5.534839,5.097272,89,65,99,23.7980023333333,11.198469,11.32432,12.399282,275,218,192,39.8790866666667,0.606618306703852
"ADCK5",4.175554,5.241788,5.289252,108,76,89,81.4874446666667,7.056568,12.014195,5.892048,112,122,102,46.6017116666667,1.73286719696739
"ADCY1",3.661098,3.382841,3.704939,707,474,576,18.6763536666667,8.094792,11.432533,9.663837,1872,2052,1484,26.159468,0.724474929577658
"ADCY10",0.053466,0.167833,0.0602,2,3,2,3.90275333333333,0.112042,0.05848,0.015777,4,2,1,4.32952933333333,0.919922384640845
"ADCY10P1",2.866743,2.976731,2.767627,99,83,71,0.306530333333333,2.283359,2.212481,2.87769,115,65,74,0.539944666666667,0.848426804945805
"ADCY2",14.593373,4.981748,9.636167,252,113,245,3.046413,12.940722,10.140875,15.029355,374,286,287,4.08819633333333,0.79525488698058
"ADCY3",8.478605,7.57696,7.556443,116,100,113,2.53358233333333,14.158841,11.038002,13.410534,322,189,174,2.66301066666667,0.964666132558355
"ADCY4",0.732117,2.361618,0.879664,10,24,9,8.172813,0.882454,0.117475,0.194074,22,5,5,14.457261,0.593430686070449
"ADCY5",6.913004,4.761138,6.939458,315,229,233,6.10311866666667,15.25583,30.492998,24.515758,870,987,926,6.031057,1.01024905169545
"ADCY6",71.638608,61.951681,41.722674,2644,1920,1815,5.82432833333333,72.815918,48.329999,61.034132,3230,1716,1967,8.60336433333333,0.710618497482809
"ADCY6.DT",0,0,0.307701,0,0,1,3.96319333333333,0.530542,0.348757,0.392167,2,1,1,4.14764266666667,0.964168194010877
"ADCY7",3.441974,6.103553,3.220625,163,210,102,47.2240486666667,7.516,7.546295,5.754411,737,407,340,105.876805,0.451211548349211
"ADCY8",0.058901,0.222647,0.022424,3,2,1,0.0243406666666667,0.668336,0.19604,0.591981,32,5,29,0.113119666666667,0.920243076590447
"ADCY9",4.428433,4.191662,3.639031,316,208,256,104.601477333333,6.52854,10.236519,6.97731,529,588,463,310.030069,0.339521762872815
"ADCYAP1",7.110352,6.317393,10.156609,315,201,354,31.6566303333333,0.932518,1.91493,3.584293,47,65,121,49.9787443333333,0.640593069923463
"ADCYAP1R1",2.195651,1.502736,1.773417,188,124,120,2.889036,7.602388,9.933134,7.812192,766,669,518,6.949879,0.489194363838745
"ADD1",150.96491,139.708909,137.07957,2838,2435,2477,20.8397503333333,181.509736,172.477131,177.693218,4281,3516,3583,21.6335283333333,0.964929109226378
