"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"EIF2AK1",48.717212,60.207339,51.131028,1382,1243,1309,0,53.409002,50.5759,53.83141,1683,1308,1341,0.941979666666667,0.514938450265271
"EIF2AK2",3.823317,5.307087,4.680867,600,583,550,1.05271666666667,12.260729,7.861453,7.868204,2181,1118,1016,1.41882333333333,0.84864265958517
"EIF2AK3",39.17658,41.059917,37.0973,798,747,699,21.7640463333333,24.31701,15.570733,21.208231,663,405,470,15.8053866666667,1.35456843599354
"EIF2AK3.DT",0.447851,0.397675,0.59236,22,18,17,11.2182133333333,0.824148,0.697206,0.547173,37,24,23,19.101999,0.60781086166273
"EIF2AK4",13.888083,17.184138,14.529462,727,770,686,55.5001313333333,16.171203,13.197599,16.998606,1046,654,578,89.8847256666667,0.62166806269027
"EIF2B1",18.062381,15.798741,19.814599,459,301,409,2.73343066666667,23.468651,19.042116,26.282972,612,439,464,3.04692266666667,0.922535707790479
"EIF2B2",32.491426,28.785565,30.837984,438,319,377,19.066328,32.294893,36.501128,36.061622,512,437,417,24.039763,0.801378511449969
"EIF2B3",14.286247,11.873462,18.29245,160,124,136,5.46476266666667,19.612482,22.549035,39.537332,374,314,337,5.632124,0.974765047617727
"EIF2B4",24.87295,24.423582,18.559241,419,354,348,0.100147333333333,19.427827,20.445354,25.121979,465,345,366,0.166791333333333,0.942882674822748
"EIF2B5",29.954138,32.824664,32.83605,605,494,578,0.102893333333333,30.258373,40.64878,37.155191,827,644,714,0.173396666666667,0.939915175033166
"EIF2D",27.104543,22.265476,22.645269,420,290,373,1.753227,19.53885,22.134179,13.235153,494,279,253,3.76064866666667,0.578330221945945
"EIF2S1",39.819409,41.463426,31.151014,672,651,616,4.628888,54.304674,59.06425,67.294815,1013,901,957,9.47396833333333,0.537416938915702
"EIF2S2",22.959529,26.470591,26.300449,862,801,879,4.47316633333333,24.431669,20.403821,26.183247,1106,703,813,5.89185633333333,0.794149800665704
"EIF2S3",203.362138,187.750779,172.600674,1934,1573,1819,56.8208966666667,179.069525,101.224268,176.064602,2232,1274,1517,38.5282983333333,1.46277221900816
"EIF2S3B",0.041463,0.051645,0,1,1,0,34.81183,0.107537,0.096071,0,4,3,0,36.7622593333333,0.948349771232791
"EIF3A",39.254293,50.437035,36.179055,3422,3413,2841,0.185043333333333,41.084459,37.906556,38.390562,4128,2900,2745,0.213299,0.976711703655351
"EIF3B",90.695136,112.714887,89.286449,1883,1630,1679,135.097241333333,74.426735,60.022113,79.754509,1771,1168,1312,107.465806,1.25474789108499
"EIF3C",222.123969,220.035996,224.34016,3028,2483,2479,115.112249,282.4734,318.363424,377.662346,4898,4203,4000,46.0350813333333,2.46863076895994
"EIF3CL",4.821546,1.942356,3.36938,224,73,138,35.7358126666667,1.278101,3.688135,6.940483,72,157,259,44.7328466666667,0.803269757826869
"EIF3D",58.674614,66.411703,62.264393,1264,1052,1039,0.574029,60.416592,38.392836,48.225831,1587,696,788,1.52457833333333,0.623481941208664
"EIF3E",397.512893,364.619659,392.785027,1479,1201,1457,0,548.489841,303.928709,281.661991,2847,1117,1336,0.0269843333333333,0.973724688432443
"EIF3F",60.149333,64.217043,66.396248,1558,1287,1449,41.7715226666667,79.26368,46.11318,59.620647,2394,1642,1687,66.0747696666667,0.637669318571247
"EIF3G",147.353741,126.885303,151.94045,823,650,744,0.086208,141.02479,89.181117,98.948197,971,542,559,0.202346666666667,0.903406671398155
"EIF3H",95.65484,84.393832,104.567633,1302,953,1244,52.9205453333333,122.849017,97.422879,106.989687,2018,1148,1247,30.0586326666667,1.73608883275802
"EIF3I",56.469498,52.142492,57.401937,826,667,768,20.3097303333333,66.953331,62.833837,65.163534,1296,824,863,26.6450286666667,0.770834083417964
"EIF3IP1",0,0,0,0,0,0,0,0.142479,0,0,2,0,0,0,1
"EIF3J",41.140136,52.882741,38.434687,616,622,608,0.0918803333333333,50.222722,48.18964,61.906292,1034,818,902,0.116656666666667,0.977812040107822
"EIF3J.DT",4.464086,4.086527,7.487494,99,52,90,0.580114,6.6662,8.071441,11.112728,159,153,163,0.279012333333333,1.23541732852719
"EIF3K",103.245691,117.444866,121.010544,745,589,743,30.2685126666667,131.620208,126.604975,138.587463,1064,809,708,19.4206283333333,1.53122186821382
"EIF3L",392.603297,308.66449,415.380988,2620,1800,2548,0,493.646558,288.63706,413.633003,4013,1986,2207,0,1
"EIF3M",103.291661,103.334581,104.106032,952,831,899,0.284209666666667,127.4178,82.925045,102.93278,1397,784,855,0.202706333333333,1.06776661191053
"EIF4A1",1152.836648,1258.326279,1215.052519,6257,5414,5746,4.39685333333333,1101.262331,956.999021,1283.771901,6718,4963,5352,7.652544,0.623730238567216
"EIF4A2",344.006924,316.399267,333.764984,4966,3994,4271,0.0711206666666667,490.070755,463.446544,536.53488,8039,6215,6630,0.0720616666666667,0.999122251984883
"EIF4A3",33.276968,35.037353,38.819018,687,560,635,0.155434666666667,29.588619,35.250938,46.09017,693,580,656,0.468849333333333,0.786625721539854
"EIF4B",157.570183,152.4026,139.40515,3701,2792,3307,5.12889933333333,197.788214,154.331659,170.370046,5826,3328,3490,8.733204,0.629689805467278
"EIF4E",53.275361,50.898504,56.461359,687,562,608,26.3917833333333,63.502798,73.409007,90.014502,1070,968,1088,16.51038,1.5643168985101
"EIF4E1B",0,0,0,0,0,0,1.02054266666667,1.069713,0.624136,1.599314,17,5,8,2.83302866666667,0.527139983125615
"EIF4E2",226.008336,145.468797,121.922648,796,666,662,13.6845276666667,174.184493,143.018767,145.323246,1086,700,830,27.7764853333333,0.510296080169902
"EIF4E3",1.758732,1.277503,2.240753,127,82,133,0.197716666666667,9.011662,10.81193,9.058898,585,537,461,0.110343666666667,1.07869005121838
"EIF4EBP1",26.534397,32.852313,29.291627,217,212,203,7.76118633333333,27.120324,14.208616,22.602062,260,103,146,3.20978933333333,2.08114602409242
"EIF4EBP2",13.696377,16.78163,13.415319,1605,1580,1395,17.1283816666667,22.411246,14.837705,16.256255,3158,1590,1568,10.5217783333333,1.57340135716897
"EIF4EBP3",1.58763,0.953328,2.379247,12,6,16,105.185105333333,1.641657,1.234422,1.637861,15,8,10,83.9423,1.25008512052691
"EIF4ENIF1",40.860891,55.932235,27.087732,425,380,400,1.32111366666667,41.448808,55.035199,46.173321,629,566,578,2.198173,0.725762385795473
"EIF4G1",204.789862,208.605929,186.963309,5198,4429,4055,0.022344,164.744411,176.030184,185.859311,5043,4142,4267,0.0767546666666667,0.949467907267022
"EIF4G2",4254.105234,4848.001035,4192.139788,11645,10953,10775,11.6583306666667,5195.373049,6582.429218,7573.928757,17248,15929,16935,9.86377466666667,1.16518715226175
"EIF4G3",71.683098,68.289046,68.750728,3448,2700,2955,15.971226,88.757932,110.648643,96.794812,4563,4034,3588,27.6553476666667,0.592253362179297
"EIF4H",67.64719,73.292315,63.348651,2140,1870,1820,1.00518433333333,92.05946,69.540065,78.351344,3658,2081,2152,1.20423966666667,0.90969433299676
"EIF5",135.775556,161.785008,144.022971,2288,2089,2228,57.6787583333333,177.374506,164.588592,180.991511,3418,2566,2693,66.132734,0.87407073773181
"EIF5A",174.325049,180.461677,188.011917,2261,1826,2116,7.22099066666667,173.517325,171.710614,203.314707,2671,2028,2266,9.451555,0.786580625243485
"EIF5A2",1.83413,5.732374,3.205113,69,67,60,381.932748,10.224538,3.154312,1.165627,225,93,75,281.817738,1.35399126910491
"EIF5AL1",0.165345,0.204769,0.103716,10,10,5,0.110045,0.191166,0.167662,0.112393,14,9,5,2.481212,0.318867394459171
"EIF5B",32.514372,43.360082,39.027917,1702,1670,1596,107.588575333333,27.847365,23.563349,39.134681,1685,1276,1337,80.143816,1.3382236710846
"EIF6",52.038953,58.875605,63.700508,642,561,680,20.8561533333333,37.756628,49.045633,45.167558,606,560,477,68.2553733333333,0.315587835013716
"EIPR1",9.902883,8.892873,10.7819,182,141,167,0,13.681666,15.269818,16.807613,240,261,270,0,1
"ELAC1",4.049692,4.524184,4.358825,72,76,80,4.20918966666667,4.068181,5.762021,5.838786,83,104,83,13.0974656666667,0.369512491807925
"ELAC2",63.291321,62.139904,45.878301,870,633,690,5.10923833333333,59.124768,75.679004,74.121186,987,822,830,5.50923733333333,0.938549022025724
"ELANE",0,0,0,0,0,0,0.00190633333333333,0.077149,0,0,1,0,0,0.00186633333333333,1.00003992548574
"ELAVL1",18.273506,25.323883,20.700195,911,873,870,0.429475,23.412255,20.047628,20.116835,1342,915,990,2.016039,0.473957730652687
"ELAVL2",38.6128,35.066952,37.490794,1096,760,1089,19.7742606666667,99.824011,135.112226,129.107976,3076,3295,3386,25.9271936666667,0.771497428355605
"ELAVL3",22.840679,12.619499,16.377184,905,468,781,0.229806333333333,29.975485,55.268536,53.662368,1638,1809,1789,0.518813333333333,0.809715260159247
"ELAVL4",35.284692,33.353595,41.453632,1102,659,1134,3.85641733333333,53.68126,119.645791,98.875383,1762,2770,2594,5.448586,0.753098017663614
"ELF1",14.806131,14.523239,14.653453,505,414,444,4.37205066666667,10.596955,7.160094,7.549018,451,222,243,2.460886,1.55221832405536
"ELF2",10.579459,14.117813,11.44107,357,300,338,25.5851016666667,12.914326,13.954236,14.035721,490,365,325,37.6373246666667,0.688067869502421
"ELF3",0.422479,0.30708,0.246882,6,5,4,0.365187,0.872795,0.443067,0.143937,12,7,6,0.200052666666667,1.13760590507417
"ELF4",0.643463,2.094087,0.878577,51,133,62,2.38750166666667,0.716743,0.359256,1.423789,68,26,35,1.77361633333333,1.22133029934806
"ELF5",0.029216,0,0.034724,1,0,1,1.53153433333333,0.024681,0,0,0,0,0,1.831347,0.89410952925704
"ELFN1",3.51337,3.780957,2.962774,196,162,138,34.8171376666667,5.246178,5.460821,6.051732,343,267,257,27.9364546666667,1.23778597202947
"ELFN1.AS1",0.927666,0.382344,0,6,2,0,17.7941673333333,0.38222,0.670325,0.387816,3,4,2,20.1640316666667,0.888023965818107
"ELFN2",0.088673,0.220835,0.589114,12,24,12,21.697857,2.022854,1.310934,2.182525,243,162,112,25.7896843333333,0.847261084437563
"ELFN2.1",0,0.04269,0.039319,0,1,1,0,0.166187,0.113003,0.454596,4,3,5,0,1
"ELK1",9.558461,9.691986,7.813654,296,275,272,12.812301,11.649221,7.884656,7.651372,580,273,252,13.8930616666667,0.927431935027463
"ELK3",9.972216,21.924538,13.459163,520,917,495,0.0326993333333333,11.926725,4.952828,6.351641,637,226,276,0,1.03269933333333
"ELK4",3.034588,3.910436,2.942754,426,439,362,0,4.992442,2.641854,2.963409,721,328,293,0,1
"ELL",2.780837,2.594243,4.553059,133,127,134,0,2.889267,2.561813,3.696528,192,103,104,0,1
"ELL2",8.653254,6.790835,4.370625,340,318,282,5.62963033333333,1.666974,2.501656,3.725552,177,74,66,8.717725,0.682220409955348
"ELL3",1.839878,2.806859,1.463336,13,12,11,0.108430666666667,0.937591,0.61476,0.779455,7,3,5,0.093254,1.01388210486005
"ELMO1",1.143703,2.332172,2.599597,40,21,30,1.61654866666667,13.151803,9.021046,14.201388,242,135,182,1.23034833333333,1.17315695829276
"ELMO1.AS1",0,0,0,0,0,0,0.0274733333333333,0,0,0,0,0,0,0.0664776666666667,0.963426957213981
"ELMO2",33.719693,33.788597,27.87415,744,551,600,0.2307,39.132724,41.126934,51.922172,1122,917,1018,0.436622,0.856662364908793
"ELMO3",0.825711,1.018091,1.094525,27,29,22,1.511365,1.247653,0.733907,0.991848,38,25,27,2.42276466666667,0.733724122040136
"ELMOD1",0.176539,0.351493,0.118612,7,8,3,0.10442,5.685338,0.04367,1.943815,189,1,53,0.0718743333333333,1.03036332306368
"ELMOD2",12.207078,14.00918,11.053522,638,572,567,24.9559423333333,17.894933,15.40455,11.243723,793,557,586,24.5048696666667,1.01768574678334
"ELMOD3",15.06921,12.887466,12.797345,299,220,248,7.24657666666667,13.307968,12.001339,11.01855,307,216,204,7.899878,0.926594349570485
"ELMSAN1",10.840979,10.127041,11.408261,629,522,569,37.018521,12.021151,9.731469,8.295988,867,406,431,42.5833486666667,0.872317574557488
"ELN",0.806363,2.239825,0.393968,4,31,3,10.356675,4.665435,1.469325,0.716813,118,16,11,35.4925363333333,0.311205417356165
"ELOA",14.101052,15.621517,11.741089,958,813,803,2.39335,11.019782,12.402262,13.077503,841,646,739,7.36560833333333,0.405630991171194
"ELOA.AS1",1.592008,2.651377,2.526353,24,20,16,18.418265,3.050816,1.607622,2.468711,24,16,11,21.7986306666667,0.851729443049006
"ELOA2",0,0,0.073343,0,0,3,2.56253,0.088521,0.046727,0,5,2,0,1.302024,1.54756423043374
"ELOA3C",0,0,0,0,0,0,0.0232363333333333,0,0,0,0,0,0,0,1.02323633333333
"ELOB",174.366704,169.629555,184.599505,572,422,560,27.597224,291.116764,233.484835,233.956586,1007,656,630,32.5149893333333,0.853266689587091
"ELOC",44.76697,50.63185,49.505682,421,384,390,154.716661333333,74.601688,76.565787,81.01996,803,644,612,159.292405666667,0.971453767168179
"ELOF1",18.971903,21.678511,19.8773,211,164,195,13.9997863333333,16.312208,21.631573,19.406372,233,202,168,13.3649186666667,1.04419570214065
"ELOVL1",39.431699,41.488521,54.870587,551,416,586,1.35818,24.900589,22.339262,28.348388,364,247,267,2.52093533333333,0.669759531700194
"ELOVL2",0.736467,1.762671,0.716833,44,85,38,19.582115,3.210915,0.823217,1.833424,229,45,91,25.0572313333333,0.789881117326177
"ELOVL2.AS1",0.085189,0.211257,0.095753,2,4,2,20.8308773333333,0.070784,0,0.206448,2,0,4,23.9820673333333,0.873861920314521
"ELOVL3",0,0.130096,0,0,2,0,0.170685,0.173777,0.22925,0.327603,4,4,5,0.0207153333333333,1.14692604467586
"ELOVL4",12.002534,8.613457,11.936059,520,300,454,9.34367466666667,18.334778,32.360036,35.587981,936,1276,1278,20.6327003333333,0.478149953879236
"ELOVL5",30.074925,31.160124,32.828885,1149,981,1106,208.82563,34.824008,34.243965,39.036853,1581,1240,1279,298.618732666667,0.700308782873854
"ELOVL6",24.85414,7.523407,34.308679,484,365,440,0.0238883333333333,53.497802,61.413529,42.156391,1080,870,839,0.0592423333333333,0.966623312827061
"ELOVL7",0.247721,0.314062,0.221392,8,9,11,0.541532666666667,1.701381,0.412661,0.633302,93,17,23,8.014746,0.171001231389844
"ELP1",35.254365,25.650898,26.058327,1098,808,960,4.682723,58.193078,53.051424,64.25486,2647,2014,1890,5.660267,0.853227505744139
"ELP2",76.755519,85.287517,67.34763,1388,1172,1166,0,93.887942,66.944215,67.387638,1421,1021,957,0,1
"ELP3",18.363208,11.523444,20.101634,339,262,331,8.22793566666667,26.365879,27.605485,31.575862,538,486,447,11.0665286666667,0.764754795814516
"ELP4",5.368195,6.17375,4.496442,86,91,71,0.164264666666667,10.821441,9.194102,9.732506,225,142,128,0.292770666666667,0.900596445051352
"ELP5",18.661112,18.639565,20.36097,233,177,198,0.0103163333333333,22.144815,24.980631,28.899225,336,285,297,0.018826,0.991647576066309
"ELP6",19.671812,19.799483,18.113222,222,175,174,0.165581333333333,22.475554,25.741201,26.426069,329,273,272,0.136091,1.02595772110978
"ELSPBP1",0,0,0,0,0,0,0.227901,0,0.643337,0,0,2,0,0.462712333333333,0.83946854895369
"EMB",5.513381,7.976116,7.509795,319,247,356,22.7518496666667,15.95664,19.41831,14.717465,785,814,745,26.989027,0.848612910576229
"EMBP1",0.447042,0.563658,0.538225,17,13,8,0,1.312936,1.770702,1.320911,65,39,31,0.0524466666666667,0.950166912654323
"EMC1",74.600968,70.013328,67.701996,2397,1613,1920,0.214096,45.0425,45.025627,45.246384,1573,1348,1245,0.706969333333333,0.711258237796891
"EMC1.AS1",1.171558,2.025754,1.58842,5,7,6,3.37076633333333,2.040046,1.788648,0,11,7,0,4.39098333333333,0.810754933391867
"EMC10",46.141453,53.346727,48.951422,1336,1255,1266,1.638179,28.574447,31.099847,34.708184,1221,782,783,2.35832733333333,0.785563388599602
"EMC2",28.040783,22.316983,26.462864,232,175,205,0.125039333333333,65.119053,45.846804,48.818277,565,337,347,1.76491866666667,0.406897803865478
"EMC3",55.902279,43.219616,59.54904,623,387,559,10.8331923333333,45.603007,48.713103,62.233678,617,553,601,6.40547666666667,1.59789745697216
"EMC4",80.76269,76.89684,86.578714,543,401,512,5.185561,82.337583,82.17224,99.428651,710,532,573,7.46337566666667,0.730862157562268
"EMC6",18.12515,19.382029,24.253585,126,108,146,16.5690526666667,18.266945,20.874874,23.1991,151,131,128,18.51666,0.90020795908043
"EMC7",86.794959,60.932051,90.952975,800,483,835,13.8253186666667,57.052714,63.889669,72.852915,649,556,554,20.3282143333333,0.695103604782166
"EMC8",15.592408,18.316211,21.267203,254,194,273,22.2699273333333,19.43866,19.768471,21.061184,297,217,232,32.252433,0.699796232454128
"EMC9",7.425462,7.167635,7.668216,55,51,55,2.00796633333333,16.876285,11.873476,13.072452,159,90,92,1.96510033333333,1.01445684637316
"EMCN",0.400651,0.672735,0.206248,7,16,2,0.0100913333333333,7.518404,0.637435,0.35826,28,5,5,0.00835533333333333,1.00172161533005
"EMD",30.919864,37.009809,34.190171,292,277,282,54.7174613333333,46.008344,29.71969,44.955314,548,274,304,58.3293096666667,0.939122023269342
"EME1",6.812939,11.415228,3.778475,93,99,60,0.0745586666666667,6.609702,3.573083,4.559543,125,40,45,0.269938,0.846150494486082
"EME2",27.242889,18.296109,19.884088,1136,730,888,0.0316423333333333,22.691969,29.214711,36.322706,1263,1264,1267,0.0564396666666667,0.976527449587751
"EMG1",9.913428,10.962316,9.756875,246,183,185,10.8961003333333,10.088494,8.104663,12.025698,267,203,224,18.749935,0.602336176465053
"EMID1",2.246733,0.939703,0.944612,35,19,19,141.557334666667,2.187219,1.436314,1.270659,72,24,30,177.754441333333,0.797503735310454
"EMILIN1",19.44468,20.683684,15.768251,816,697,573,66.7173656666667,22.488581,5.143687,5.518731,1161,205,182,45.421984,1.45873484568576
"EMILIN2",0.820794,1.686242,1.319266,40,82,53,0,4.055597,1.536229,1.251244,133,32,28,0.0311463333333333,0.969794458529811
"EMILIN3",0.334215,0.245862,0.286136,19,11,14,5.47686866666667,0.676419,0.367145,0.605873,47,19,27,6.77686966666667,0.832837496869456
"EML1",15.617289,13.630524,17.231786,272,212,278,7.166052,34.235603,44.791616,33.564762,661,660,653,18.421373,0.420467286221216
"EML2",50.112555,59.125507,52.78836,199,143,199,14.9647813333333,401.957249,230.457375,258.794268,1400,702,586,19.1361743333333,0.792840838038699
"EML2.AS1",0.714413,1.194635,0.733885,8,7,7,0.234711,0.527283,0,0,7,0,0,0.215428333333333,1.01586491456373
"EML3",11.941584,13.901061,9.971905,157,180,128,5.02173266666667,18.211358,8.985708,15.946869,338,118,173,5.062192,0.993325956463713
"EML4",9.762254,13.005949,11.276604,738,762,692,0.0448846666666667,44.516194,27.003898,29.102406,3756,1703,1781,0,1.04488466666667
"EML5",0.161443,0.100033,0.362961,15,6,9,2.705191,0.960028,1.89325,0.738354,73,40,41,4.159391,0.718145029132314
"EML6",6.973108,2.116552,3.18165,53,30,49,524.300098333333,18.322484,19.992098,17.642562,283,231,187,425.094670333333,1.23282485068962
"EMP1",6.211593,21.084501,9.011899,76,224,97,5.265703,64.021438,13.705305,13.332721,1007,168,128,4.54648566666667,1.12967081798402
"EMP2",13.060708,13.752942,14.080732,753,726,723,4.296225,13.094769,4.904723,10.551677,872,315,397,2.58933166666667,1.47554628322171
"EMP3",652.757753,736.899567,749.450008,900,746,954,7.70238033333333,367.827683,263.51439,320.079022,616,384,343,9.050268,0.865885400601589
"EMSY",11.063668,8.050218,8.495,326,296,281,0.0925743333333333,12.226172,11.43714,13.293981,435,277,269,0.0723643333333333,1.01884620680844
"EMX1",0.085516,0.02779,0,2,1,0,6.907263,0.07413,0,0,4,0,0,11.085407,0.654281895512497
"EMX2",0,0,0.065738,0,0,1,0.0270076666666667,0.096094,0.063369,0,4,1,0,0.130576333333333,0.908393034938817
"EMX2OS",0.037315,0.068188,0.064271,4,6,6,0.0424066666666667,0.052314,0.058239,0.032693,7,6,3,0.0488803333333333,0.993828021690431
"EN1",0,0,0.037626,0,0,1,12.0540873333333,0.213979,0,0.082799,8,0,2,15.9689,0.769294847240147
"EN2",0.456965,0.583552,0.607122,22,22,25,0,2.462266,0.20867,1.848459,140,9,70,1.42065933333333,0.413110587776498
"ENAH",20.351286,62.744078,21.735349,1578,1942,1448,24.711436,49.28083,35.149649,32.96728,3641,2709,2542,39.389745,0.636583271322956
"ENAM",0,0.02818,0.025499,0,2,2,2.16256233333333,0.165974,0.218854,0.095788,3,2,7,1.47933133333333,1.27557067133961
"ENC1",99.20111,185.041559,102.869897,6635,8666,5767,0.163596333333333,169.991373,74.616611,73.572386,12342,4250,4220,0.009079,1.15312709246088
"ENDOD1",13.875636,14.510937,13.657017,988,830,859,0,30.821252,26.820905,23.933652,2629,1743,1396,0.067202,0.937029728205157
"ENDOG",4.245209,5.886041,5.810403,50,52,56,22.7913733333333,12.311391,9.889458,15.497633,170,101,132,33.5676486666667,0.688255471546585
"ENDOU",0,0,0,0,0,0,0.116408,0.096472,0,0,4,0,0,1.05373666666667,0.543598416544802
"ENDOV",28.958068,23.69061,30.678405,286,202,271,5.17421,24.178578,19.484483,28.402168,396,235,312,16.463239,0.353554687077237
"ENG",18.118031,24.669951,20.614675,729,734,716,33.0856623333333,8.811412,7.875348,8.862401,415,251,269,29.198773,1.12871017419593
"ENGASE",21.483495,19.318699,13.126495,347,281,313,33.880111,39.84522,37.788872,37.639066,676,417,438,20.424858,1.62802063845651
"ENHO",4.222765,2.543302,4.440431,54,26,49,30.9511346666667,10.795633,17.565843,21.983927,166,204,221,45.031246,0.69411839659232
"ENKD1",22.791543,23.200948,14.9367,89,51,52,0.826560666666667,41.635329,7.165871,31.133886,135,36,76,3.014682,0.454970198552878
"ENKUR",0.072137,0.089524,0.268282,2,3,5,0,1.183231,0.129185,0.495859,18,3,7,0.015362,0.984870420598762
"ENO1",311.076628,311.91987,298.295208,5617,4489,5103,10.6215763333333,781.048031,279.526382,334.769297,17535,4676,4927,11.2553316666667,0.948287378051376
"ENO1.AS1",0.294026,0.365214,0.664868,1,1,2,120.847294666667,0,0.321669,0,0,1,0,52.454317,2.27946593474699
"ENO2",103.225545,66.954175,106.173097,1669,874,1570,21.489041,563.693972,485.094153,461.432354,11846,7725,6583,26.790043,0.809248154096055
"ENO3",20.43482,19.709854,24.676583,187,154,188,33.9266493333333,82.843519,13.945705,13.464058,1282,127,114,161.068282333333,0.215505766029519
"ENO4",0.159347,0.246604,0.295849,6,4,11,15.5904026666667,0.521883,0.433076,0.225009,16,14,7,9.93928566666667,1.51658921543841
"ENOPH1",17.470998,17.07355,17.718229,441,329,407,4.62311533333333,29.528533,30.115587,36.554024,880,688,746,10.4753443333333,0.490017133254941
"ENOSF1",12.844057,21.588272,17.910149,275,257,237,2.814969,36.205971,10.585781,22.118224,655,163,199,4.30835366666667,0.718672725963185
"ENOX1",11.07976,15.597308,7.939865,223,285,208,7.780981,9.219782,12.121419,20.790333,370,396,384,8.79316233333333,0.896644076869007
"ENOX2",2.656668,2.960924,3.069812,95,79,92,19.9377086666667,4.027498,2.632808,3.338884,147,67,78,23.5819683333333,0.851750697208204
"ENPEP",1.491602,0.495709,0.902891,20,14,21,21.0282676666667,0.38465,0.605782,0.556292,15,16,18,35.4406516666667,0.604497083865725
"ENPP1",0.819057,1.036924,1.20223,80,46,95,0,0.891106,0.383491,0.604217,101,30,47,0,1
"ENPP2",121.488821,92.522684,113.264632,4935,2839,3969,0.933478333333333,46.478532,48.179744,64.214256,2111,1745,2033,0.921023666666667,1.00648334889506
"ENPP3",0.726361,0.254127,0.599704,16,8,14,0.00786333333333333,0.340165,0.224638,0.058055,8,7,2,0.076128,0.936564547463994
"ENPP4",2.079428,1.874523,2.351764,141,103,140,0.029897,3.453024,4.233308,4.211127,275,262,237,0,1.029897
"ENPP5",0.727196,0.39994,0.510533,28,17,21,28.3283606666667,2.237735,1.607986,1.326771,89,62,51,62.7964306666667,0.459717892681269
"ENPP6",0.287059,0.1257,0.401332,6,6,5,0,0.524956,0.11083,0.144722,10,6,7,0,1
"ENPP7",0,0,0,0,0,0,14.3892823333333,0,0,0,0,0,0,1.71888966666667,5.66013491536803
"ENSA",59.965133,61.570996,64.349204,739,611,632,0.351472,95.019594,102.029682,114.996204,1766,1442,1406,0.795205666666667,0.752822935607935
"ENTHD1",0.025143,0,0,1,0,0,0.346164333333333,0.125995,0.493242,0.15092,6,18,5,0.340270333333333,1.00439762028108
"ENTPD1",3.841411,3.487032,3.426567,337,283,256,1.9632,3.293792,3.29383,3.695292,568,404,340,0.826431333333333,1.62239879809333
"ENTPD1.AS1",4.447231,4.773315,3.344151,179,175,128,0.315273666666667,5.643052,5.445492,6.325859,333,296,227,0.242392333333333,1.05866209198007
"ENTPD2",0.195861,0.059098,0.112243,4,1,3,1.26025733333333,2.300876,0.937888,0.94616,57,21,16,1.41530333333333,0.935806820675388
"ENTPD3",0.137773,0.108164,0.232809,6,3,9,0,0.777069,0.611433,0.618977,37,22,22,0,1
"ENTPD3.AS1",0.841586,0.609542,0.509814,15,15,13,0,1.555414,0.563842,0.655402,24,16,15,0,1
"ENTPD4",46.463398,71.833978,36.061296,2180,2025,1828,13.576101,59.061606,57.755082,40.947649,2382,1798,1547,15.9509213333333,0.859900220959474
"ENTPD5",4.72348,4.658414,4.766996,302,266,304,52.8903116666667,4.380436,4.327588,4.748874,330,248,276,52.1832626666667,1.01329457736415
"ENTPD6",85.608102,57.378019,81.065806,1583,866,1378,5.39547966666667,55.65165,60.882685,59.958978,1298,1227,1052,4.47422166666667,1.16829022573376
"ENTPD7",8.285448,12.205857,10.621902,1069,983,986,0.0393566666666667,5.081053,8.142907,6.316138,546,514,467,0.0329216666666667,1.00622990126712
"ENTPD8",0.064572,0.175532,0.163143,2,3,3,1.707148,0.470318,0.027074,0.160744,12,1,4,1.845391,0.951415113072333
"ENTR1",53.223822,45.472686,49.246409,422,362,379,120.659636333333,43.408917,35.550996,42.776675,463,299,329,112.913736666667,1.0679979420685
"ENY2",51.16395,68.121435,52.211644,487,483,473,1.724284,57.822346,46.157329,52.758755,650,469,503,2.30103766666667,0.825281101003291
"EOGT",6.438529,7.958075,7.384487,204,185,185,59.1115343333333,6.35626,5.340086,5.119281,205,157,149,86.2450443333333,0.688996547513551
"EOMES",0.066369,0.041145,0.111992,2,1,3,0,0,0,0.080898,0,0,2,0.108543,0.902084989035157
"EP300",34.922392,49.294689,21.06993,1489,1422,1128,20.449594,40.340168,26.360925,18.652243,1671,1142,892,8.164306,2.3405584667295
"EP400",13.943234,14.755121,15.06072,1325,1218,1083,12.8479193333333,13.062553,10.472645,14.265768,1826,1029,1013,13.2467436666667,0.972005930431214
"EP400P1",8.942721,7.918715,7.494238,468,385,410,28.7606283333333,7.387654,5.180147,5.207309,404,284,293,50.7457246666667,0.575132120093864
"EPAS1",0.959532,6.144427,1.322988,40,111,39,14.7044706666667,1.883561,1.336408,2.317454,48,24,36,48.3015346666667,0.318539184892446
"EPB41",71.798038,59.899487,40.667672,741,596,730,0.0136126666666667,52.896964,37.799854,37.186815,877,709,611,0.00483933333333333,1.00873108072335
