"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg__TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"TBX5",0,0,0,0,0,0,0,10.715918,9.275819,8.829217,9.60698466666667,734,703,566,0.0942775002911604
"TBX5.AS1",0,0,0,0,0,0,0,2.289019,2.048852,1.736244,2.024705,162,137,125,0.330610753775988
"TBX6",0.13415,0.300363,0.303138,0.245883666666667,4,7,8,0.125468,0.121004,0.175384,0.140618666666667,5,5,7,1.09228763571582
"TBXA2R",0.471251,0.489394,0.197182,0.385942333333333,6,8,5,0.527392,0.681378,0.39372,0.534163333333333,16,20,19,0.903386427781484
"TBXAS1",2.670481,5.594005,1.399479,3.22132166666667,13,6,10,0.20846,0.923054,0.67604,0.602518,2,5,5,2.63418050010463
"TBXT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TC2N",0.681085,0.612379,0.636855,0.643439666666667,17,13,16,0,0,0,0,0,0,0,1.64343966666667
"TCAF1",47.632961,45.678535,42.900066,45.403854,3310,2690,2989,16.455522,10.73387,9.355075,12.181489,1844,1270,1061,3.52038028480697
"TCAF1P1",2.614399,2.209394,1.919254,2.24768233333333,87,60,56,0.482436,0.095975,0.066907,0.215106,23,4,3,2.67275639601264
"TCAF2",0.429057,0.627137,0.522548,0.526247333333333,37,44,39,0.096833,0.158866,0.199185,0.151628,12,19,16,1.32529543683666
"TCAIM",13.645078,13.581671,11.252901,12.82655,334,266,250,8.794659,6.786837,4.580894,6.72079666666667,298,283,228,1.79081908214135
"TCAM1P",0.089537,0.17207,0.089331,0.116979333333333,5,7,4,0.263548,0.046745,0.037801,0.116031333333333,5,3,3,1.00084943851636
"TCAP",1.629968,2.681834,0.83611,1.71597066666667,19,19,8,346.875879,291.129391,317.137358,318.380876,5124,4334,5008,0.00850386128525324
"TCEA1",85.362355,152.718989,126.871335,121.650893,542,607,550,69.404457,77.812867,85.926337,77.7145536666667,381,412,344,1.55817300977645
"TCEA2",98.804498,95.720259,108.899299,101.141352,436,340,382,53.401982,48.024295,45.386861,48.9377126666667,287,276,277,2.04537505916203
"TCEA3",0.148942,0.105954,0.352131,0.202342333333333,3,2,3,23.318734,16.994148,14.691779,18.334887,624,495,455,0.0621851233644827
"TCEAL1",7.582592,6.742454,7.256898,7.19398133333333,104,80,80,7.807905,6.093881,6.226803,6.70952966666667,106,92,101,1.06283803132132
"TCEAL2",3.070791,3.330374,3.927195,3.44278666666667,42,37,48,0,0,0,0,0,0,0,4.44278666666667
"TCEAL3",15.302763,16.423741,18.546695,16.757733,205,177,223,6.573671,5.556284,5.275853,5.801936,125,101,95,2.61068804528593
"TCEAL4",78.9588,64.231476,85.869655,76.3533103333333,512,391,551,81.544038,61.415735,59.760775,67.573516,805,694,689,1.12803476976933
"TCEAL4P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCEAL5",1.668154,0.917292,2.184232,1.58989266666667,22,10,25,0,0.119479,0,0.0398263333333333,0,2,0,2.49069732477763
"TCEAL6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCEAL7",5.357607,13.693174,6.605556,8.55211233333333,63,130,75,1.929992,1.860108,1.682199,1.82409966666667,22,26,20,3.38235666611861
"TCEAL8",47.872871,46.239843,43.54923,45.8873146666667,571,468,510,36.331471,30.033279,33.748339,33.3710296666667,434,424,365,1.36415216888711
"TCEAL9",74.195164,103.517087,74.902407,84.204886,790,896,711,42.599696,38.648792,42.861323,41.369937,502,469,499,2.01097504582081
"TCEANC",1.508727,1.337012,2.753582,1.86644033333333,44,30,63,0.84033,0.487004,0.251755,0.526363,23,25,12,1.87795454510712
"TCEANC2",1.512605,2.353502,2.144774,2.003627,163,168,161,0.971675,0.646852,0.690797,0.769774666666667,130,82,93,1.69718046967938
"TCERG1",74.285984,84.785007,76.286036,78.4523423333333,1137,1006,987,36.374981,23.822417,23.010593,27.735997,578,469,411,2.76490641105417
"TCERG1L",1.019567,1.789381,1.091345,1.30009766666667,40,56,35,0,0.010777,0,0.00359233333333333,0,1,0,2.29186452533681
"TCERG1L.AS1",0.818505,0,0,0.272835,3,0,0,0,0,0,0,0,0,0,1.272835
"TCERG1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCERG1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCF12",64.705571,201.626816,99.549477,121.960621333333,971,1147,880,70.813027,16.519227,67.856232,51.7294953333333,532,369,337,2.33191348705367
"TCF15",0.167326,0.149453,0.067999,0.128259333333333,3,2,1,0.034867,0.164115,0.154654,0.117878666666667,1,4,4,1.00928604058401
"TCF19",0.566311,1.164046,0.8598,0.863385666666667,13,40,23,2.230984,1.681803,1.531954,1.81491366666667,125,109,78,0.661969029008705
"TCF20",8.025668,7.720802,8.029237,7.92523566666667,708,552,550,1.513493,1.70026,1.541705,1.58515266666667,208,126,115,3.45249848558267
"TCF21",0,0,0,0,0,0,0,0.093124,0.092176,0.03246,0.0725866666666667,6,4,2,0.932325592959077
"TCF23",0.139475,0.097693,0.121076,0.119414666666667,11,6,8,0.05592,0.06865,0.023876,0.049482,6,7,2,1.06663541315303
"TCF24",0,0.337088,0.036938,0.124675333333333,0,2,1,0.055366,0,0,0.0184553333333333,2,0,0,1.10429519736752
"TCF25",582.230006,563.792144,502.876584,549.632911333333,1868,1376,1452,332.592626,218.975167,185.700427,245.756073333333,1467,1173,952,2.23148676300058
"TCF3",96.047966,92.825157,82.320213,90.3977786666667,1134,1164,953,33.570326,25.771841,19.635183,26.3257833333333,468,362,282,3.3447450545791
"TCF4",63.375871,74.727052,33.992006,57.3649763333333,361,787,266,9.771675,1.063783,1.070854,3.96877066666667,125,81,70,11.7463614742533
"TCF4.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCF7",1.196003,1.699258,2.162965,1.68607533333333,45,54,41,1.10541,0.884369,0.820455,0.936744666666667,64,40,38,1.38690214542134
"TCF7L1",12.225953,12.440565,10.44092,11.7024793333333,440,345,341,2.522718,2.560993,1.970569,2.35142666666667,142,134,101,3.79017075315189
"TCF7L1.IT1",0.291199,0.361702,0,0.217633666666667,1,1,0,0,0,0,0,0,0,0,1.21763366666667
"TCF7L2",141.7261,110.014918,73.434925,108.391981,841,532,761,37.816695,13.249685,29.990584,27.018988,148,185,144,3.9042088529393
"TCFL5",3.864099,5.098075,3.869854,4.27734266666667,129,132,110,1.125016,1.178751,0.904528,1.06943166666667,52,51,40,2.55014106127367
"TCHH",0.190923,0.090866,0.145783,0.142524,21,8,14,0,0,0,0,0,0,0,1.142524
"TCHHL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCHP",9.651589,11.1944,10.455463,10.4338173333333,273,191,246,6.352353,4.644595,3.094682,4.69721,236,189,187,2.00691519767278
"TCIM",3.984654,10.325946,3.732983,6.01452766666667,96,202,78,0.126982,0,0.037871,0.054951,3,0,1,6.64915021329585
"TCIRG1",24.758936,35.229573,13.207589,24.3986993333333,92,94,83,38.521699,38.562491,54.57536,43.8865166666667,270,207,185,0.565842511726795
"TCL1A",0.081444,0,0,0.027148,1,0,0,0,0,0,0,0,0,0,1.027148
"TCL1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCN1",379.607058,163.787888,452.794877,332.063274333333,2029,694,2040,0,0,0,0,0,0,0,333.063274333333
"TCN2",8.338667,5.147951,7.915654,7.13409066666667,133,75,138,2.112608,1.528762,1.169507,1.60362566666667,62,54,25,3.12413983730636
"TCOF1",14.339432,17.788668,12.650663,14.9262543333333,577,614,449,10.741238,5.513006,4.893144,7.04912933333333,558,323,299,1.97863069082254
"TCP1",105.699202,108.811063,101.884706,105.464990333333,1791,1445,1651,74.588152,62.344639,50.656736,62.5298423333333,1702,1609,1215,1.67582645294041
"TCP10L",0.288101,0.349444,0.304032,0.313859,5,10,4,0.587559,0.224078,0.533165,0.448267333333333,11,5,7,0.907193699505754
"TCP10L3",0,0,0.119421,0.039807,0,0,2,0,0,0,0,0,0,0,1.039807
"TCP11",0,0.12722,0,0.0424066666666667,0,1,0,0.066149,0,0,0.0220496666666667,2,0,0,1.01991781873614
"TCP11L1",5.691231,7.67625,6.087122,6.48486766666667,214,215,184,1.759103,1.143964,0.689181,1.197416,71,52,31,3.40621332813935
"TCP11L2",2.160823,14.673631,6.961412,7.93195533333333,67,71,60,8.848071,7.880568,2.260598,6.32974566666667,79,61,42,1.21859007659065
"TCP11X1",0.041679,0,0,0.013893,1,0,0,0,0,0,0,0,0,0,1.013893
"TCP11X2",0,1.292911,0,0.430970333333333,0,7,0,0,0,0,0,0,0,0,1.43097033333333
"TCP11X3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCP1P2",0,0.057833,0,0.0192776666666667,0,1,0,0,0,0,0,0,0,0,1.01927766666667
"TCP1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCTA",17.418959,15.141001,20.717297,17.7590856666667,531,350,541,8.331288,7.53479,6.632747,7.49960833333333,367,320,270,2.20705295243997
"TCTE1",0.814626,0.262915,0.119819,0.39912,9,10,5,0,0.181676,0.031612,0.071096,0,1,2,1.30625079357966
"TCTEX1D1",1.527476,0.404601,0.274469,0.735515333333333,10,5,2,1.551014,2.677139,1.794321,2.00749133333333,17,28,28,0.577064117890503
"TCTEX1D4",0.541027,0.318829,0.072564,0.310806666666667,9,4,1,0.038083,0.087979,0.126475,0.084179,1,2,3,1.2090315959511
"TCTN1",147.062938,109.458386,138.132764,131.551362666667,646,426,562,14.647296,22.691327,24.096357,20.4783266666667,181,195,164,6.17140081365743
"TCTN2",3.630027,3.842319,2.827204,3.43318333333333,149,129,105,0.992984,0.629917,0.798013,0.806971333333333,57,36,44,2.45337778832131
"TCTN3",59.928023,30.782285,53.444577,48.0516283333333,1867,892,1620,7.323251,6.768428,5.172112,6.42126366666667,373,325,241,6.60960592919687
"TDG",25.314122,31.569464,26.150188,27.6779246666667,869,896,809,6.74608,5.43906,3.712974,5.29937133333333,280,281,178,4.55250582148039
"TDGF1",0.32583,0.408064,0.51027,0.414721333333333,5,5,7,10.112225,6.497621,1.86552,6.15845533333333,49,44,57,0.197629414092407
"TDGF1P3",0,0.090378,0.028057,0.0394783333333333,0,3,1,0.594226,0.995529,0.156253,0.582002666666667,4,8,3,0.657064842705701
"TDH",0.051287,0.063399,0,0.0382286666666667,1,1,0,0.050026,0.081237,0.411733,0.180998666666667,1,2,5,0.879110786464337
"TDO2",0,0,0,0,0,0,0,0,0.066599,0,0.0221996666666667,0,2,0,0.97828245558027
"TDP1",9.931958,11.336758,6.91571,9.39480866666667,226,203,201,3.493758,4.597956,2.177465,3.42305966666667,62,76,60,2.35013982402378
"TDP2",8.466278,9.916565,9.499992,9.29427833333333,226,195,217,9.05189,6.767269,6.418603,7.41258733333333,214,236,179,1.22367565713632
"TDRD1",0.015458,0.017824,0,0.011094,1,1,0,0.043777,0.012985,0,0.0189206666666667,4,1,0,0.992318669232345
"TDRD10",0,0.068716,0.062943,0.0438863333333333,0,1,1,0.52054,0.205956,0.083289,0.269928333333333,3,6,2,0.822004128841916
"TDRD12",0.299502,0.137839,0.077124,0.171488333333333,8,6,3,0.044904,0.048947,0,0.0312836666666667,3,3,0,1.13595160206487
"TDRD15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TDRD3",4.371425,2.92988,4.100599,3.80063466666667,107,75,100,8.21935,6.101551,6.137239,6.81938,380,292,287,0.613940576703865
"TDRD5",0.148117,0.098565,0.063472,0.103384666666667,8,4,3,0.082509,0.148404,0.120344,0.117085666666667,6,6,4,0.98773504986338
"TDRD6",1.09478,2.296888,1.635883,1.67585033333333,43,25,34,0.796268,0.657761,0.133455,0.529161333333333,20,13,10,1.74988098051132
"TDRD7",2.728867,2.760554,3.140009,2.87647666666667,144,100,140,1.49886,0.763837,0.493741,0.918812666666667,107,58,37,2.02024759061072
"TDRD9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TDRG1",2.844007,2.468915,2.800346,2.70442266666667,30,23,31,0,0.06217,0,0.0207233333333333,0,1,0,3.6292132703279
"TDRKH",5.861017,5.607846,4.792592,5.420485,167,127,145,1.551545,1.462199,0.942104,1.318616,65,61,48,2.769102343812
"TDRKH.AS1",2.570664,3.484665,2.277665,2.77766466666667,22,22,18,0.139504,0.781654,0.326959,0.416039,2,7,5,2.66776880203629
"TDRP",94.804203,35.981514,57.486361,62.7573593333333,617,394,548,20.817803,9.807022,7.917899,12.8475746666667,163,176,128,4.60422571230524
"TEAD1",9.945574,15.126538,9.535152,11.5357546666667,1337,1647,1152,11.229791,6.028226,4.730695,7.32957066666667,1695,1034,816,1.50497008409237
"TEAD2",37.827496,81.541035,19.164155,46.177562,344,431,279,36.951216,28.163801,22.542799,29.219272,629,531,477,1.56117467025678
"TEAD3",4.705098,9.561632,4.668659,6.31179633333333,207,323,167,20.273896,16.925055,15.09117,17.4300403333333,1091,909,823,0.396732519359109
"TEAD4",2.259898,3.109597,2.317987,2.562494,27,44,25,9.109825,8.975551,6.140205,8.07519366666667,255,253,179,0.392552944967455
"TEC",0.056026,0.034771,0.040546,0.043781,3,1,2,0.64529,1.2576,0.38875,0.76388,24,21,28,0.591752840329274
"TECPR1",44.156449,38.643702,36.360584,39.720245,760,496,560,11.860351,7.371401,6.084868,8.43887333333333,419,264,224,4.31410016449703
"TECPR2",9.863569,15.793031,13.803489,13.153363,607,434,473,7.655293,6.422919,1.613645,5.230619,345,250,185,2.27158216543172
"TECR",141.000708,113.271731,155.407071,136.559836666667,569,343,503,65.255225,46.890342,48.267399,53.4709886666667,400,410,340,2.52537800458257
"TECRL",0.042792,0.131714,0.024569,0.0663583333333333,2,5,1,203.764809,381.932151,150.733261,245.476740333333,1890,2179,1559,0.00432640553380898
"TECRP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TECTA",0.851481,0.691258,1.162128,0.901622333333333,80,44,78,0.467027,0.494662,0.334076,0.431921666666667,62,40,31,1.32802120227713
"TECTB",0,0.03023,0,0.0100766666666667,0,1,0,0,0,0,0,0,0,0,1.01007666666667
"TEDC1",9.874425,5.707901,6.780288,7.45420466666667,135,77,87,6.084983,7.609201,4.89489,6.196358,129,142,95,1.17478934020051
"TEDC2",6.601021,5.607468,6.445271,6.21792,77,54,60,4.686352,3.656849,2.017946,3.45371566666667,71,53,43,1.62065128091174
"TEDDM1",0.08018,0,0,0.0267266666666667,3,0,0,0,0,0.020185,0.00672833333333333,0,0,1,1.01986467716382
"TEF",1.091366,1.075226,2.24008,1.46889066666667,75,60,73,2.287178,1.587822,1.72479,1.86659666666667,224,147,158,0.861261961047886
"TEFM",6.611949,9.433091,6.255412,7.433484,78,59,92,4.791042,4.236801,2.178408,3.735417,83,82,51,1.78093798286402
"TEK",0.047547,0.14927,0,0.0656056666666667,2,8,0,0.146882,0.150777,0.205141,0.1676,14,13,19,0.912646168779262
"TEKT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEKT2",0.279883,0.30144,0.54293,0.374751,7,6,9,0.056301,0.08609,0,0.0474636666666667,2,2,0,1.31245697941472
"TEKT3",1.348866,0.300578,0,0.549814666666667,8,1,0,0.066879,0,0,0.022293,1,0,0,1.51601807570498
"TEKT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEKT4P2",0,0,0,0,0,0,0,0.030608,0,0,0.0102026666666667,1,0,0,0.989900376426117
"TEKT4P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEKT5",1.150375,1.435866,1.55483,1.380357,14,11,12,0.092887,0.172914,0.032945,0.099582,3,2,1,2.1647835268311
"TELO2",28.205743,18.744869,26.619121,24.5232443333333,498,344,392,10.707639,14.467202,7.305536,10.8267923333333,369,312,224,2.15808679259524
"TEMN3.AS1",0.398483,0,0,0.132827666666667,1,0,0,0.286369,0,0,0.0954563333333333,1,0,0,1.03411485441836
"TEN1",34.05993,43.458013,39.331299,38.9497473333333,57,64,51,46.99871,40.424894,12.200963,33.208189,125,87,50,1.16784163386531
"TEN1.CDK3",1.73105,1.054194,1.309468,1.364904,105,51,68,0.557293,0.586289,0.215742,0.453108,44,40,17,1.62747985696865
"TENM1",0.418538,0.872777,0.389558,0.560291,85,143,70,0,0.048555,0,0.016185,0,0,0,1.53543990513538
"TENM2",1.16473,1.088317,0.726899,0.993315333333333,140,134,97,0.829454,0.4324,0.665484,0.642446,173,88,67,1.21362609993469
"TENM3",7.810585,15.62889,6.879296,10.106257,1282,1622,1028,2.252059,1.159195,1.1788,1.530018,414,249,192,4.38979366945215
"TENM4",13.458089,46.768485,40.310191,33.512255,1019,1052,843,0.107976,0.079654,0.316385,0.168005,36,21,29,29.5480370375127
"TENT2",24.964779,33.436916,24.281083,27.560926,468,413,420,13.405908,12.754437,6.950845,11.0370633333333,240,221,158,2.37274866876445
"TENT4A",8.108167,13.604805,9.031384,10.2481186666667,416,356,333,5.654647,3.037626,1.932549,3.54160733333333,262,200,179,2.47668233757476
"TENT4B",2.020272,3.291086,2.638776,2.65004466666667,167,214,169,0.987173,0.882462,0.873354,0.914329666666667,87,70,67,1.9066959731248
"TENT5A",35.130538,32.343611,31.567236,33.013795,1895,1119,1629,3.363638,2.308442,3.919728,3.19726933333333,292,240,187,8.10379136975405
"TENT5B",4.93277,5.387314,4.496597,4.93889366666667,171,148,134,1.217087,1.329423,1.189701,1.24540366666667,63,63,57,2.64491136040721
"TENT5C",5.270585,1.450914,4.966979,3.89615933333333,464,103,389,0.068332,0.076865,0.078264,0.074487,8,9,9,4.55674134106167
"TENT5D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEP1",8.683923,11.613744,7.14895,9.14887233333333,468,465,329,5.231457,3.842,4.101413,4.39162333333333,336,240,153,1.88234075451611
"TEPP",0.19992,0.401298,0.453686,0.351634666666667,7,9,8,0.081001,0.101936,0.132236,0.105057666666667,4,4,6,1.22313496158421
"TEPSIN",20.708348,21.640011,21.618241,21.3222,399,293,304,9.352732,4.29758,4.406534,6.01894866666667,205,126,91,3.18027685627753
"TERB1",0.405268,1.649236,0.382533,0.812345666666667,3,13,5,0.21727,0.180449,0,0.132573,2,1,0,1.60020207674619
"TERB2",0,0.042367,0,0.0141223333333333,0,0,0,0.085929,0,0,0.028643,1,0,0,0.985883667446659
"TERC",3e-06,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,1.000001
"TERF1",27.98846,33.144462,33.055973,31.3962983333333,666,603,657,6.756178,6.743474,4.773121,6.09092433333333,265,247,227,4.568698918566
"TERF2",37.314609,44.430905,37.70458,39.816698,309,254,267,30.626625,17.930554,11.572253,20.043144,338,286,238,1.93966728545886
"TERF2IP",39.349941,34.671222,45.585343,39.8688353333333,1200,839,1180,19.444739,17.536495,12.38895,16.456728,738,734,474,2.34115094955557
"TERT",0.024803,0.047724,0.031745,0.0347573333333333,2,3,1,0.008201,0,0,0.00273366666666667,1,0,0,1.03193636329487
"TES",50.174366,69.186091,50.117466,56.492641,880,1230,874,23.990447,12.061999,14.692791,16.915079,430,290,296,3.20917596846768
"TESC",1.449043,0.903755,1.264068,1.205622,9,4,6,24.377011,19.570888,23.631598,22.526499,141,117,146,0.0937505406137989
"TESK1",12.567342,11.349853,16.356385,13.4245266666667,265,193,279,8.843314,6.4805,6.608293,7.31070233333333,288,226,248,1.73565675777021
"TESK2",0.564393,1.260907,1.412265,1.07918833333333,23,22,24,0.146256,0.095463,0.032746,0.0914883333333333,9,5,2,1.9049111839644
"TESMIN",0.776529,1.070256,0.499041,0.781942,11,7,8,1.033202,1.627717,2.27075,1.64388966666667,31,42,25,0.673985008703717
"TESPA1",0.058809,0.136534,0.053325,0.0828893333333333,4,7,3,0.057849,0.046201,0.023903,0.042651,5,4,2,1.03859233179015
"TET1",0.172544,0.231015,0.172237,0.191932,26,28,23,0.673054,0.410268,0.284568,0.455963333333333,126,79,54,0.818655231702264
"TET2",2.980343,3.172231,2.695281,2.949285,449,383,358,2.906167,1.190215,1.026075,1.70748566666667,482,227,192,1.4586540747461
"TET3",4.112325,4.474997,3.583394,4.05690533333333,757,639,580,1.99299,1.472966,1.32467,1.59687533333333,483,364,324,1.94730384952377
"TEX10",11.729136,13.093254,11.855692,12.2260273333333,504,446,481,3.249273,2.883458,1.737885,2.62353866666667,211,182,114,3.65003068823331
"TEX101",0,0.250274,0.057012,0.102428666666667,0,4,1,0,0,0,0,0,0,0,1.10242866666667
"TEX11",0,0,0.034636,0.0115453333333333,0,0,1,0,0,0,0,0,0,0,1.01154533333333
"TEX12",0.136957,0.146767,0,0.0945746666666667,1,1,0,0,0.108153,0,0.036051,0,1,0,1.05648724499727
"TEX13A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX13B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX13C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX13D",0.092118,0,0.051638,0.0479186666666667,2,0,1,0.011374,0,0,0.00379133333333333,1,0,0,1.0439606638033
"TEX14",0,0.231252,0.179135,0.136795666666667,0,4,2,0.028842,0.431131,0,0.153324333333333,3,6,0,0.985668674293123
"TEX15",0.044604,0.039453,0.028592,0.0375496666666667,7,5,4,0.135239,0,0,0.0450796666666667,1,0,0,0.99279480766857
"TEX19",0,0,0,0,0,0,0,0,0.026284,0,0.00876133333333333,0,1,0,0.991314760941141
"TEX2",36.524324,21.907551,41.690327,33.3740673333333,1768,1030,1657,21.61238,14.34778,12.090917,16.0170256666667,1321,959,819,2.0199809300791
"TEX22",4.403806,5.811001,2.588999,4.26793533333333,31,31,15,2.413552,0.639368,0.055681,1.03620033333333,32,13,3,2.58714000145041
"TEX26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX26.AS1",0,0.436849,0.468522,0.301790333333333,0,2,5,0.395717,0.160633,0.120566,0.225638666666667,5,2,2,1.06213223255576
"TEX261",27.672033,29.974555,24.232263,27.2929503333333,1004,836,975,12.997062,11.94841,9.903298,11.6162566666667,899,808,685,2.24257884734431
"TEX264",27.01196,24.669361,31.904813,27.8620446666667,263,180,287,22.896125,22.786989,20.367225,22.0167796666667,389,374,319,1.25395668224018
"TEX28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX28P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX29",0.305979,0.757,0.138779,0.400586,3,6,1,0.413368,0.152707,0.092878,0.219651,5,2,1,1.14834981482408
"TEX30",4.544875,7.086661,3.534223,5.055253,44,48,45,2.49178,2.564541,2.126408,2.394243,32,39,34,1.78397745830219
"TEX33",0.081304,0,0,0.0271013333333333,1,0,0,0,0,0,0,0,0,0,1.02710133333333
"TEX35",0.70308,0.66013,0.757397,0.706869,10,8,10,0.186726,0.281629,0.085271,0.184542,4,6,1,1.44095270577151
"TEX36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX36.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX38",0,0,0.348129,0.116043,0,0,2,0.169319,0.138783,0,0.102700666666667,3,1,0,1.01209968737361
"TEX41",1.883557,2.18021,14.27201,6.11192566666667,11,19,5,1.94787,18.992182,0.182111,7.040721,9,7,1,0.884488551047433
"TEX43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX45",1.592969,0.836571,0.941606,1.12371533333333,10,4,5,0.053408,0.086495,0.086529,0.0754773333333333,1,1,1,1.97467233154147
"TEX46",0,0.889875,0,0.296625,0,3,0,0,0,0,0,0,0,0,1.296625
"TEX47",0.077168,0,0.17272,0.083296,1,0,2,0,0,0,0,0,0,0,1.083296
"TEX48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX49",0,0,0.360206,0.120068666666667,0,0,2,0,0,0,0,0,0,0,1.12006866666667
"TEX50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX52",1.51324,1.275784,1.015333,1.268119,22,15,13,0.385468,0.254564,0.051591,0.230541,8,5,1,1.84318848376446
"TEX53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX9",1.133512,1.853964,0.71074,1.23273866666667,32,40,16,0.299829,0.703865,0.412851,0.472181666666667,8,10,7,1.51661898610792
"TF",1.99804,1.881452,1.607612,1.82903466666667,91,77,52,0.261348,0.16084,0.145174,0.189120666666667,69,57,56,2.37909805621072
"TFAM",8.306626,10.909442,9.052816,9.42296133333333,291,264,277,7.676293,6.800775,5.546302,6.67445666666667,148,193,145,1.3581367106553
"TFAP2A",57.560392,76.25794,62.506046,65.4414593333333,1565,1523,1404,0,0,0.027162,0.009054,0,0,1,65.8452960231398
"TFAP2A.AS2",0.639863,0.847274,0.632745,0.706627333333333,33,35,29,0.015804,0.060614,0,0.0254726666666667,1,4,0,1.66423483414803
"TFAP2B",2.897143,9.640176,2.205453,4.91425733333333,193,467,158,0,0,0,0,0,0,0,5.91425733333333
"TFAP2C",0.119637,0.972854,0.355665,0.482718666666667,5,32,13,0,0,0,0,0,0,0,1.48271866666667
"TFAP2D",1.510095,1.024919,2.170481,1.56849833333333,41,16,35,0,0,0,0,0,0,0,2.56849833333333
"TFAP2E",2.093049,0.982572,2.230719,1.76878,46,17,41,0.369601,0.312628,0.314496,0.332241666666667,11,8,8,2.07828659715142
"TFAP4",2.325518,2.433628,2.768369,2.50917166666667,59,46,53,1.120377,1.143514,0.683408,0.982433,46,65,40,1.77013380359723
"TFB1M",15.759955,11.617319,8.777577,12.051617,143,122,94,8.92618,15.534084,13.62145,12.6939046666667,144,169,110,0.953096820643851
"TFB2M",4.966842,5.992781,6.604698,5.85477366666667,124,121,147,3.132118,2.410704,2.699612,2.747478,98,79,86,1.82916982212215
"TFCP2",12.838973,13.283218,14.899267,13.6738193333333,472,408,434,7.442491,6.908181,6.046693,6.79912166666667,269,260,230,1.8814707553607
"TFCP2L1",0.046858,0.008287,0.02265,0.0259316666666667,7,1,3,0.004892,0.015,0.010155,0.0100156666666667,1,3,2,1.0157581714079
"TFDP1",26.331096,28.186978,25.512374,26.676816,532,517,490,21.340072,17.465907,16.47715,18.4277096666667,571,496,464,1.42460518892182
"TFDP2",55.620582,46.337489,49.842074,50.6000483333333,729,585,583,52.482944,45.045158,23.58371,40.370604,855,705,539,1.2472635964738
"TFDP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TFE3",17.013894,17.188202,16.694966,16.9656873333333,646,600,598,6.782524,5.824206,4.914113,5.840281,431,367,326,2.62645457596455
"TFEB",0.47173,1.514679,0.285524,0.757311,6,18,7,38.02426,29.546953,30.416587,32.6626,562,478,394,0.0522036622245459
"TFEC",0.011007,0.064369,0.029313,0.0348963333333333,1,5,1,0,0,0,0,0,0,0,1.03489633333333
"TFF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TFF2",0.156223,0.193615,0,0.116612666666667,1,1,0,0,0.202716,0,0.067572,0,2,0,1.04593663627996
