"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg__TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"ABCC11",0.25035,0.196406,0.516811,0.321189,9,7,11,0.152197,0,0.378463,0.176886666666667,2,0,3,1.12261361898342
"ABCC12",0,0.024085,0,0.00802833333333333,0,1,0,0.174113,0,0.046512,0.0735416666666667,1,0,1,0.938974577915777
"ABCC13",0.022398,0.058119,0,0.026839,1,2,0,0,0.021593,0,0.00719766666666667,0,1,0,1.01950097183836
"ABCC2",0.146712,0.308158,0.143396,0.199422,16,10,4,0.206724,0.320286,0.182112,0.236374,3,4,1,0.970112603467883
"ABCC3",0.822929,0,0.384356,0.402428333333333,11,0,3,0.348225,0.325404,0.504307,0.392645333333333,2,3,3,1.00702476055162
"ABCC4",3.767094,1.945293,3.623133,3.11184,163,129,110,0.874694,0.850797,0.835235,0.853575333333333,82,50,37,2.21832904552391
"ABCC5",24.407761,29.952643,29.4664,27.942268,1378,1518,1344,26.815209,20.139758,16.661965,21.205644,1688,1220,1081,1.3033744033724
"ABCC5.AS1",0,0,0,0,0,0,0,0.393644,0.205992,0,0.199878666666667,2,1,0,0.833417601113001
"ABCC6",0.709936,0.292227,1.18336,0.728507666666667,40,15,21,2.370812,3.482122,1.641663,2.498199,98,80,51,0.494113590069252
"ABCC6P1",0.402881,0.194607,0.446474,0.347987333333333,12,2,9,1.554418,1.274452,1.425343,1.418071,38,40,29,0.557463917864005
"ABCC6P2",1.433948,0.663051,0.936095,1.01103133333333,12,5,6,2.969539,3.945743,2.768744,3.22800866666667,30,40,28,0.475645035732346
"ABCC8",14.908165,22.713792,23.804669,20.475542,270,363,349,0.18336,0.761856,0.182109,0.375775,9,6,1,15.6097777616253
"ABCC9",1.933667,0.299867,0.41351,0.882348,229,35,44,5.937915,4.245439,2.802442,4.32859866666667,581,434,370,0.35325385110632
"ABCD1",7.188261,4.56707,5.591021,5.78211733333333,256,128,147,9.855316,6.357848,6.647314,7.62015933333333,690,437,443,0.786774010905754
"ABCD1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ABCD2",0.823714,0.905926,0.985813,0.905151,90,77,76,0.210704,0.12733,0.165506,0.167846666666667,19,13,17,1.63133659099083
"ABCD3",22.412866,15.820691,18.169306,18.8009543333333,1142,727,822,10.323186,7.852999,5.423063,7.866416,539,489,336,2.2332534739328
"ABCD4",63.780985,46.864754,55.905635,55.5171246666667,1013,556,577,36.841234,32.142947,25.91358,31.632587,577,476,396,1.73192289862482
"ABCE1",47.892143,47.474433,56.270122,50.545566,1284,1130,1197,25.279482,10.850918,4.462396,13.530932,450,444,265,3.54729937487836
"ABCF1",48.558347,63.90383,48.560484,53.6742203333333,990,770,800,30.647549,12.146954,19.277681,20.690728,895,681,599,2.52062634012714
"ABCF2",15.544121,48.430262,33.217097,32.39716,485,502,554,6.164294,6.22041,10.611419,7.66537433333333,480,500,342,3.85409316612327
"ABCF2.H2BE1",6.976405,9.86168,8.581834,8.47330633333333,270,289,221,4.069336,1.886728,2.946105,2.96738966666667,184,81,125,2.38779326692471
"ABCF2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ABCF2P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ABCF3",38.478334,54.941591,52.139742,48.519889,684,676,609,42.225453,35.384299,25.704264,34.4380053333333,787,609,496,1.39736671221224
"ABCG1",9.640229,12.006134,8.714856,10.1204063333333,505,488,311,4.885127,3.443918,3.219942,3.84966233333333,306,199,192,2.29302693032855
"ABCG2",0.524925,0.589011,0.449804,0.521246666666667,43,28,26,0.576877,0.198017,0.199392,0.324762,10,14,4,1.14831695554875
"ABCG4",9.828186,11.963485,13.918554,11.9034083333333,504,512,438,0.753032,0.371896,0.214828,0.446585333333333,40,26,15,8.91990816995241
"ABCG5",0.143393,0,0.032884,0.058759,8,0,1,0,0.01593,0,0.00531,0,1,0,1.05316668490316
"ABCG8",0.175022,0.165036,0.187492,0.17585,13,11,10,0.035989,0.06211,0.039485,0.0458613333333333,4,5,3,1.12428862462328
"ABHD1",0.980869,0.239741,0.305691,0.508767,35,9,12,0.548215,0.837679,0.573511,0.653135,17,19,15,0.912670169102947
"ABHD10",21.945498,27.924148,27.804594,25.8914133333333,652,596,653,4.682414,3.63352,2.996599,3.77084433333333,164,141,99,5.6366151260577
"ABHD11",9.519305,7.909704,9.968295,9.13243466666667,144,94,107,16.413349,19.071503,13.597818,16.36089,302,309,281,0.583635669983893
"ABHD12",61.002748,58.3518,58.606077,59.3202083333333,751,570,568,31.484105,29.04836,22.06709,27.533185,638,567,468,2.11403698301936
"ABHD12B",1.215684,4.568525,10.647778,5.477329,18,72,72,0.21345,0.366161,0.189974,0.256528333333333,7,7,3,5.15494066322951
"ABHD13",3.390322,2.495253,3.321503,3.069026,307,176,213,1.172633,1.326137,0.716184,1.07165133333333,82,109,59,1.96414615458135
"ABHD14A",15.051411,20.447943,23.789903,19.7630856666667,233,218,216,8.546513,7.684425,5.406513,7.21248366666667,139,127,86,2.52823463758487
"ABHD14A.ACY1",6.987703,5.383026,5.109098,5.826609,46,28,32,2.555792,7.592045,3.544598,4.564145,22,61,25,1.22689272116381
"ABHD14B",7.978791,5.158438,4.171231,5.76948666666667,200,107,84,8.124944,8.387924,5.480449,7.33110566666667,292,279,180,0.812555612366298
"ABHD15",1.666242,0.980568,1.679204,1.44200466666667,104,46,69,1.644095,1.578787,1.43262,1.551834,123,111,101,0.956960627794232
"ABHD16A",38.772235,39.606803,45.286219,41.2217523333333,679,661,613,19.452254,20.109003,15.952975,18.504744,486,433,358,2.16469143780269
"ABHD16B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ABHD17A",19.891946,16.379027,21.502911,19.2579613333333,759,552,573,21.413135,20.573032,17.57639,19.8541856666667,715,597,525,0.971409848225993
"ABHD17B",8.626714,9.022235,10.593376,9.41410833333333,391,316,341,2.046774,1.634046,1.489593,1.723471,103,84,78,3.82383668977321
"ABHD17C",13.219325,17.660275,23.594158,18.1579193333333,422,387,432,1.848624,2.204347,1.707873,1.92028133333333,50,65,54,6.56029921318083
"ABHD18",5.486353,3.54464,4.951791,4.660928,236,155,188,8.712244,6.827573,4.421348,6.65372166666667,367,326,288,0.739630763508733
"ABHD2",36.149134,28.486848,25.146828,29.9276033333333,3943,2908,2699,3.332886,2.82704,2.375777,2.84523433333333,614,430,406,8.04309975733598
"ABHD3",9.642693,6.919606,4.384585,6.98229466666667,104,59,62,2.331696,3.741765,1.156728,2.410063,72,76,34,2.34080562929971
"ABHD4",39.666519,10.931269,10.1797,20.2591626666667,306,154,175,15.0237,23.747182,16.357654,18.3761786666667,409,343,303,1.09718035905807
"ABHD5",7.984091,8.165592,14.175874,10.108519,242,266,255,7.210165,4.691474,4.783658,5.56176566666667,177,215,128,1.69291613939073
"ABHD6",8.283415,13.65003,12.504431,11.479292,185,149,202,2.357982,2.891814,1.502824,2.25087333333333,64,48,45,3.83875061265588
"ABHD8",6.351783,4.187949,6.20397,5.581234,187,106,136,4.748047,3.701303,3.322699,3.92401633333333,184,148,137,1.336558117293
"ABI1",15.274284,15.178726,16.016221,15.4897436666667,630,503,508,10.258949,6.855637,7.216852,8.11047933333333,359,321,284,1.80997542097858
"ABI2",55.693149,35.541915,32.008028,41.0810306666667,3195,2224,2142,21.727203,10.892244,9.493522,14.0376563333333,933,760,670,2.79837693679616
"ABI3",0.080843,0.106816,0.123214,0.103624333333333,1,1,1,0.029558,0.160231,0.222847,0.137545333333333,1,5,7,0.970180529069025
"ABI3BP",15.784185,1.403237,1.486131,6.22451766666667,97,18,19,0.659504,0.308934,0,0.322812666666667,5,4,0,5.46148207430732
"ABITRAM",15.771021,15.579426,12.779188,14.7098783333333,218,171,188,13.449005,10.517363,5.073883,9.68008366666667,184,198,136,1.47095086739489
"ABL1",25.90656,19.930765,26.375471,24.070932,2130,1113,1157,7.760499,5.097737,3.86969,5.57597533333333,787,524,458,3.81250396012232
"ABL2",6.897981,5.749299,4.319143,5.65547433333333,1188,807,647,1.446018,0.98648,1.194757,1.209085,315,194,136,3.01277421798316
"ABLIM1",40.278722,80.432426,57.957359,59.556169,4547,5302,4617,59.262507,38.678189,34.133185,44.024627,7498,5439,4652,1.34495659453214
"ABLIM2",8.029056,12.377298,11.75464,10.7203313333333,245,279,223,6.864886,5.835002,6.004859,6.23491566666667,163,143,105,1.61996792683186
"ABLIM3",55.789335,56.612711,66.861423,59.7544896666667,2333,2247,2011,1.439051,0.939932,0.795889,1.05829066666667,79,55,65,29.5169631046603
"ABO",0.183863,0.173732,0.075984,0.144526333333333,22,16,6,0.108377,0.428422,0.100191,0.21233,15,12,11,0.944071608665407
"ABR",197.043613,257.031715,274.908047,242.994458333333,1875,1447,1461,137.5781,52.298863,84.704982,91.527315,1454,973,842,2.63699922918258
"ABRA",0.063103,0.063272,0,0.042125,3,2,0,1.22541,0.904378,0.700678,0.943488666666667,55,43,33,0.536213571951196
"ABRACL",11.912176,11.774747,14.945013,12.877312,113,90,104,1.304502,3.067132,2.188819,2.18681766666667,11,29,19,4.35459867853542
"ABRAXAS1",7.491499,5.007126,3.562498,5.35370766666667,275,121,99,1.870927,1.13124,1.242214,1.41479366666667,62,58,36,2.63115965325402
"ABRAXAS2",7.8423,8.782454,8.707067,8.44394033333333,412,353,319,2.908321,2.115077,1.946772,2.32339,158,120,108,2.84165876810526
"ABT1",4.02236,4.495368,5.868998,4.79557533333333,215,183,215,3.32542,2.791458,2.174212,2.76369666666667,199,168,128,1.53986249334652
"ABTB1",8.227788,5.243431,7.957303,7.14284066666667,219,121,132,4.435767,2.908722,2.928956,3.42448166666667,118,103,97,1.84040556163076
"ABTB2",3.451672,3.840048,4.832426,4.041382,318,267,292,6.950399,6.045716,4.152189,5.71610133333333,790,633,438,0.750641145775843
"ACAA1",37.51069,45.687812,49.761725,44.3200756666667,672,620,569,73.219918,69.137641,52.278734,64.8787643333333,1732,1479,1295,0.687931477241379
"ACAA2",24.508458,12.44024,15.340642,17.42978,617,249,284,33.764452,29.686524,22.134757,28.5285776666667,1017,904,664,0.624133685274129
"ACACA",52.07295,52.263549,60.592741,54.9764133333333,2805,2326,1935,7.1497,4.870629,6.747958,6.25609566666667,693,417,430,7.71439847333876
"ACACB",5.82404,4.214339,4.586609,4.874996,290,101,72,26.02878,14.841445,7.767875,16.2127,1315,753,655,0.341317515555375
"ACAD10",24.09517,13.699953,18.003391,18.5995046666667,465,241,262,20.02537,13.653281,10.050915,14.576522,659,558,399,1.25827220394043
"ACAD11",21.296656,12.759557,10.656436,14.9042163333333,568,268,245,6.08628,6.516346,6.250521,6.28438233333333,364,279,315,2.18333080356802
"ACAD8",29.394922,40.292933,40.865493,36.851116,722,686,705,17.886304,13.41606,11.385466,14.2292766666667,633,534,433,2.48541784540872
"ACAD9",20.618117,20.88167,21.133159,20.8776486666667,574,471,475,9.950716,8.300763,6.289277,8.180252,369,346,279,2.38312071026663
"ACADL",0.63777,0.16945,0.095375,0.300865,23,5,4,0.430319,0.363646,0.199827,0.331264,20,21,12,0.977165310561992
"ACADM",31.38729,31.831206,37.816546,33.6783473333333,662,516,582,55.824798,42.128201,34.763102,44.2387003333333,1043,919,796,0.766563740289002
"ACADS",3.919399,3.709052,4.464577,4.03100933333333,114,83,88,15.466497,14.289382,12.849752,14.201877,587,501,461,0.33094658859122
"ACADSB",7.753468,4.374615,3.829584,5.31922233333333,527,304,282,6.230585,3.533107,3.515221,4.42630433333333,558,395,389,1.16455361607989
"ACADVL",417.243124,362.292121,441.590667,407.041970666667,2854,1977,2042,539.418883,513.721339,438.661315,497.267179,4271,3691,3049,0.818922031921887
"ACAN",0.61022,0.60714,1.230414,0.815924666666667,58,65,66,0,0.022851,0,0.007617,0,2,0,1.80219732960705
"ACAP1",11.702953,8.178989,5.156753,8.34623166666667,76,54,37,14.853065,11.82895,6.245988,10.976001,42,44,28,0.78041340065575
"ACAP2",18.902318,8.651381,7.061189,11.538296,805,452,432,2.720509,0.953916,0.841565,1.50533,159,108,106,5.00464848942056
"ACAP3",213.831943,213.096372,204.054479,210.327598,2582,2252,2362,32.135196,15.329502,11.519368,19.6613553333333,755,449,440,10.2281575719799
"ACAT1",113.018886,107.505607,145.26679,121.930427666667,828,668,739,106.632562,103.500411,97.170077,102.43435,946,923,785,1.18848745766437
"ACAT2",94.414141,82.903806,86.300184,87.8727103333333,2278,1511,1430,7.765272,8.394048,3.664681,6.60800033333333,210,229,100,11.681480867443
"ACBD3",43.967242,69.083492,58.658097,57.236277,939,748,717,26.857783,13.437707,11.62415,17.3065466666667,382,312,276,3.18117218175502
"ACBD3.AS1",0,0.469787,0,0.156595666666667,0,2,0,0.324008,0.319377,0,0.214461666666667,2,2,0,0.952352551267571
"ACBD4",5.340975,3.641431,4.100437,4.36094766666667,153,68,74,4.538466,2.387986,1.850638,2.92569666666667,119,81,68,1.36560415178962
"ACBD5",15.374346,21.627524,21.759596,19.5871553333333,885,847,801,7.618894,5.044549,4.657079,5.77350733333333,439,324,287,3.03936414625569
"ACBD6",30.045769,28.430908,40.527744,33.0014736666667,567,434,470,23.154423,24.794667,23.033485,23.6608583333333,532,463,433,1.37876278299316
"ACBD7",1.327791,0.639002,1.059258,1.00868366666667,81,30,45,0.572654,0.568327,0.510339,0.55044,37,38,33,1.29555717516748
"ACCS",14.477036,14.943544,19.448083,16.2895543333333,190,194,188,8.564602,4.575821,7.352098,6.83084033333333,163,107,122,2.20787981843243
"ACCSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACD",13.137008,9.048602,13.611827,11.932479,198,130,153,6.047245,4.588355,4.00999,4.88186333333333,85,83,68,2.19870443549918
"ACE",6.841322,8.479831,10.149919,8.49035733333333,209,183,161,1.157448,0.481306,0.687591,0.775448333333333,31,27,17,5.34533005278479
"ACE2",0,0.095415,0.225191,0.106868666666667,0,0,1,0.292,0.608641,1.089188,0.663276333333333,17,9,22,0.66547490906001
"ACE3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACER1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACER2",2.060095,1.631226,2.154176,1.948499,103,62,73,0.086941,0.071304,0.036141,0.0647953333333333,5,4,2,2.76907580987395
"ACER3",7.649808,4.8069,3.760922,5.40587666666667,518,375,350,5.889447,3.785697,2.608854,4.094666,373,369,276,1.25736930873715
"ACHE",52.081818,67.700639,62.028934,60.603797,1662,1679,1380,0.074404,0.220625,0.154447,0.149825333333333,5,9,7,53.5766565704472
"ACIN1",122.816081,100.430979,109.79734,111.0148,3076,1982,1940,48.187336,30.018075,26.134553,34.779988,1665,1167,1053,3.13065504661432
"ACKR1",2.616941,4.886551,6.520383,4.674625,86,122,141,0,0,0,0,0,0,0,5.674625
"ACKR2",0.123068,0.277159,0.172717,0.190981333333333,7,9,4,2.083034,1.740608,0.931254,1.58496533333333,43,37,20,0.460733967289826
"ACKR3",2.012493,0.697493,1.28327,1.33108533333333,52,13,22,4.479841,2.665596,2.943872,3.363103,125,78,87,0.534272359220796
"ACKR4",0.105038,0.101865,0.037545,0.0814826666666667,4,3,1,0,0,0,0,0,0,0,1.08148266666667
"ACLY",200.668971,184.300449,184.729433,189.899617666667,7551,5465,5135,20.336467,13.559479,13.590368,15.8287713333333,1109,844,693,11.343645586802
"ACMSD",0.185122,0.039662,0.088863,0.104549,6,1,2,0.044606,0.168465,0.027939,0.0803366666666667,1,1,1,1.02241184075335
"ACNATP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACO1",9.64322,6.563351,6.68116,7.62924366666667,860,462,416,8.895559,7.661565,6.460032,7.67238533333333,708,594,504,0.995025397856707
"ACO2",71.653142,76.994982,73.567485,74.0718696666667,2492,1993,1982,146.738618,107.939366,96.620982,117.099655333333,7447,5908,4897,0.635665442500896
"ACOD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACOT1",4.205801,4.758707,5.368048,4.77751866666667,99,81,76,6.652744,7.561148,4.666439,6.29344366666667,192,191,127,0.792152367347642
"ACOT11",1.265227,0.289037,0.841305,0.798523,109,23,34,20.174206,15.320592,11.474642,15.65648,1325,899,708,0.107977375772072
"ACOT12",0.237945,0.109798,0.174106,0.173949666666667,8,3,2,0.102651,0,0,0.034217,1,0,0,1.13510962077269
"ACOT13",11.326065,11.195552,12.209772,11.5771296666667,355,281,284,28.624228,30.396445,27.420034,28.813569,613,576,520,0.421859243576865
"ACOT2",24.173517,18.076715,19.437196,20.562476,254,164,153,88.207517,93.696934,77.668179,86.52421,1144,999,964,0.246360132813538
"ACOT4",0.591094,0.748843,1.193545,0.844494,24,23,33,0.124947,0.174781,0.261237,0.186988333333333,6,8,12,1.55392765725021
"ACOT6",0.245134,0.088672,0.12044,0.151415333333333,3,1,1,0.188194,0,0.040322,0.076172,5,0,1,1.06991757203619
"ACOT7",80.632403,114.029529,128.44021,107.700714,1778,1946,1942,18.509861,18.078012,11.411107,15.99966,521,479,300,6.39428753280948
"ACOT8",20.763417,18.37889,19.993785,19.7120306666667,370,284,270,14.918157,12.104523,11.463739,12.8288063333333,289,242,204,1.49774537059947
"ACOT9",18.917753,21.089502,23.207269,21.071508,535,461,410,29.935853,23.797934,22.855973,25.52992,918,759,709,0.831947778206644
"ACOX1",21.711569,42.59937,35.250653,33.1871973333333,754,736,847,26.743277,25.166,14.165662,22.0249796666667,569,533,438,1.48478729745965
"ACOX2",5.471821,1.789143,2.323278,3.19474733333333,63,12,15,17.904677,19.718667,13.035042,16.8861286666667,296,273,205,0.234525168162904
"ACOX3",11.236717,10.706481,12.961887,11.6350283333333,231,182,207,11.241262,6.789727,5.371668,7.80088566666667,239,160,120,1.4356541843497
