"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"PEX2",14.053681,11.18614,9.514693,11.584838,225,232,174,"Pex2",11.759807,11.791923,11.542967,689,168,267,11.6982323333333,0.991070069411499
"PEX26",4.363324,3.779037,3.234876,3.79241233333333,562,447,391,"Pex26",3.872871,3.566596,4.054323,618,134,253,3.83126333333333,0.991958418053525
"PEX3",9.043627,10.148213,6.001691,8.39784366666667,125,104,72,"Pex3",17.916471,14.376257,14.44502,884,215,366,15.5792493333333,0.566843738079979
"PEX5",4.890987,3.865979,3.573011,4.10999233333333,312,215,201,"Pex5",16.835472,17.719772,16.545386,1503,348,574,17.0335433333333,0.283360415581112
"PEX5L",0.070661,0.030621,0.024617,0.0419663333333333,11,4,4,"Pex5l",48.744153,46.361208,53.618325,5378,1282,2397,49.574562,0.0206025775039502
"PEX6",6.135426,5.170799,4.527365,5.27786333333333,459,354,309,"Pex6",12.117039,11.822266,8.357191,1274,262,402,10.7654986666667,0.533582426992186
"PEX7",4.225995,6.808341,5.204612,5.41298266666667,106,167,127,"Pex7",15.33534,19.612177,18.845311,1031,277,457,17.9309426666667,0.338756647230175
"PFAS",12.185846,8.137166,5.637185,8.653399,369,273,178,"Pfas",3.110337,5.227651,3.111458,445,96,176,3.816482,2.00424272321582
"PFDN1",103.491696,86.71055,77.020734,89.0743266666667,1265,1101,1000,"Pfdn1",97.278021,101.831857,93.644159,1642,376,621,97.584679,0.913674696518175
"PFDN2",31.199915,39.355557,29.46783,33.3411006666667,247,266,202,"Pfdn2",71.418236,69.229711,67.105774,1906,466,702,69.2512403333333,0.488832659803904
"PFDN4",15.793692,17.479457,12.838361,15.3705033333333,81,135,103,"Pfdn4",66.471261,71.453242,53.853765,728,192,255,63.9260893333333,0.252140603283319
"PFDN5",171.892497,159.155233,148.897583,159.981771,1143,1068,984,"Pfdn5",268.957827,304.299918,260.877487,2022,502,727,278.045077333333,0.576902386304057
"PFDN6",38.342492,39.797302,38.466918,38.868904,267,250,250,"Pfdn6",77.586268,78.312981,71.506887,1019,244,358,75.8020453333333,0.519112529190629
"PFKFB1",0.188474,0.049663,0,0.079379,5,1,0,"Pfkfb1",1.428037,2.249792,1.538484,60,17,22,1.738771,0.394110716083966
"PFKFB2",6.424442,5.542592,4.050103,5.33904566666667,670,411,391,"Pfkfb2",12.464344,14.704948,14.917221,1274,347,578,14.0288376666667,0.421792144360332
"PFKFB3",17.907947,12.531195,5.058657,11.8325996666667,259,164,173,"Pfkfb3",23.355947,20.585754,25.511103,3918,873,1637,23.1509346666667,0.53135002200881
"PFKFB4",6.577849,3.107257,4.707823,4.797643,276,175,192,"Pfkfb4",11.895529,12.988923,13.289613,874,214,321,12.7246883333333,0.422424382921628
"PFKL",17.400388,14.962211,14.748601,15.7037333333333,1075,745,706,"Pfkl",37.273895,30.335062,30.93141,3239,687,1078,32.846789,0.493510132773107
"PFKM",117.18505,89.273133,76.013729,94.157304,3945,3073,2608,"Pfkm",113.863202,142.23738,114.350144,9992,2601,3846,123.483575333333,0.764416540456799
"PFKP",548.05823,410.962423,393.5712,450.863951,11502,8058,8186,"Pfkp",212.037036,237.771143,212.739535,17117,4190,6542,220.849238,2.0368064144534
"PFN1",319.288286,321.333265,291.387695,310.669748666667,4289,4046,3659,"Pfn1",130.682115,116.624252,130.073495,3553,766,1432,125.793287333333,2.45809344659786
"PFN2",63.275289,49.371643,42.028142,51.558358,1083,1126,829,"Pfn2",194.380857,191.551511,192.090246,14319,3447,5673,192.674204666667,0.27137510692484
"PFN3",0,0,0,0,0,0,0,"Pfn3",0,0,0,0,0,0,0,1
"PFN4",1.147867,0.767833,1.56981,1.16183666666667,22,12,20,"Pfn4",2.068113,3.136903,1.992921,81,29,45,2.39931233333333,0.635962940347641
"PGAM1",266.072572,212.48416,223.047886,233.868206,9649,7356,7666,"Pgam1",303.761416,234.094278,237.040529,15920,3278,5716,258.298741,0.905782284534887
"PGAM2",74.420597,65.766174,60.509624,66.8987983333333,1072,898,825,"Pgam2",2.702059,1.531045,5.920741,73,10,62,3.384615,15.4856922063473
"PGAM4",0.143524,0.169836,0.04373,0.11903,5,5,1,"Pgam1",303.761416,234.094278,237.040529,15920,3278,5716,258.298741,0.00431560136267688
"PGAM5",6.777331,5.21664,4.961637,5.65186933333333,350,286,278,"Pgam5",15.448097,11.188534,17.193251,1103,211,455,14.6099606666667,0.426129794646931
"PGAP1",0.559735,0.36827,0.364223,0.430742666666667,75,65,54,"Pgap1",3.859362,3.664797,3.923341,1713,407,674,3.81583333333333,0.297091399896176
"PGAP2",16.999735,16.998336,13.353644,15.783905,366,346,280,"Pgap2",13.188198,14.631353,11.800219,370,71,155,13.20659,1.18141686358232
"PGAP3",8.847078,7.01982,5.951612,7.27283666666667,309,231,234,"Pgap3",4.009643,3.186678,5.316197,301,56,129,4.17083933333333,1.59990209197501
"PGAP4",3.897415,3.377991,2.683164,3.31952333333333,349,300,234,"Pgap4",107.948264,116.350579,144.31327,2657,598,1016,122.870704333333,0.0348712260625369
"PGAP6",29.773432,24.562761,18.91028,24.415491,674,547,466,"Pgap6",13.036049,11.791225,12.596167,1555,330,597,12.4744803333333,1.88619452262859
"PGBD1",1.668418,1.072291,0.913955,1.21822133333333,104,67,56,"Pgbd1",0.483123,0.603305,0.481254,55,13,19,0.522560666666667,1.45690177205856
"PGBD5",0.508595,0.810304,0.406822,0.575240333333333,45,64,49,"Pgbd5",24.418852,19.576008,26.464068,1827,454,757,23.4863093333333,0.0643314724113589
"PGC",0.037351,0,0,0.0124503333333333,1,0,0,"Pgc",0.091994,0,0,2,0,0,0.0306646666666667,0.982327585370476
"PGD",52.903624,38.451625,26.053919,39.1363893333333,1031,889,699,"Pgd",28.071389,33.257187,27.294294,2451,651,930,29.5409566666667,1.31418245248157
"PGF",1.650258,0.978214,1.049122,1.22586466666667,64,41,40,"Pgf",4.653239,5.022237,4.586836,266,65,97,4.754104,0.386830802270287
"PGGHG",2.679043,2.439425,1.962206,2.36022466666667,104,74,66,"Pgghg",1.303085,1.123285,1.613444,161,36,79,1.34660466666667,1.43195175327075
"PGGT1B",5.800448,5.1055,4.969236,5.291728,122,123,121,"Pggt1b",5.63901,4.633611,4.930264,1355,307,516,5.06762833333333,1.03693365090204
"PGK1",723.814172,530.160444,500.918513,584.964376333333,8249,5715,6804,"Pgk1",132.088684,95.582115,133.734612,9314,1634,3690,120.468470333333,4.82400391414605
"PGK2",0,0,0,0,0,0,0,"Pgk2",0,0,0,0,0,0,0,1
"PGLS",22.842509,20.113465,14.814376,19.2567833333333,376,305,257,"Pgls",19.95961,17.458072,23.986461,608,122,310,20.4680476666667,0.943578272596531
"PGLYRP1",0,0.094005,0,0.031335,0,1,0,"Pglyrp1",0.754091,0.656142,1.45585,15,3,10,0.955361,0.527439690164629
"PGLYRP2",0,0,0,0,0,0,0,"Pglyrp2",0,0,0,0,0,0,0,1
"PGLYRP3",0,0,0,0,0,0,0,"Pglyrp3",0,0,0,0,0,0,0,1
"PGLYRP4",0,0,0,0,0,0,0,"Pglyrp4",0,0,0,0,0,0,0,1
"PGM1",34.943575,30.440244,27.288299,30.890706,1682,1405,1232,"Pgm1",40.785131,38.471161,38.555866,3918,898,1446,39.2707193333333,0.79190802965377
"PGM2",2.807741,3.085489,3.210331,3.03452033333333,77,58,46,"Pgm2",4.805916,5.874434,5.815782,206,46,96,5.49871066666667,0.620818580834393
"PGM2L1",0.521446,0.309581,0.371415,0.400814,62,49,58,"Pgm2l1",63.767844,59.589005,64.048363,22268,5341,8864,62.468404,0.0220710449879912
"PGM3",90.292401,61.969791,51.430939,67.8977103333333,589,493,378,"Pgm3",5.927477,5.4406,6.753433,505,109,199,6.04050333333333,9.785906926162
"PGM5",32.070236,20.921513,19.309994,24.100581,1206,959,827,"Pgm5",0.359353,0.413347,0.354174,37,7,14,0.375624666666667,18.2466784786742
"PGP",11.181907,8.526371,5.732539,8.48027233333333,430,351,258,"Pgp",18.981201,14.724075,19.712205,1848,342,802,17.805827,0.504113556576551
"PGPEP1",23.071202,28.878668,24.5635,25.5044566666667,992,797,675,"Pgpep1",36.523038,31.879892,19.788318,717,139,220,29.3970826666667,0.871940802915648
"PGPEP1L",0,0,0,0,0,0,0,"Pgpep1l",0.461548,0.423145,0.39586,13,2,4,0.426851,0.700844026461067
"PGR",0.055218,0.022033,0.030556,0.0359356666666667,13,5,2,"Pgr",1.366689,1.11986,1.261394,362,69,136,1.24931433333333,0.460556202090029
"PGRMC1",10.394345,9.89327,7.189091,9.158902,335,333,238,"Pgrmc1",76.20937,79.675729,85.455478,5417,1409,2422,80.446859,0.124730433128182
"PGRMC2",43.924767,41.053978,36.175111,40.3846186666667,1030,1138,1000,"Pgrmc2",25.901915,30.729514,27.81262,2563,624,1042,28.1480163333333,1.41980909415574
"PGS1",6.665079,4.860457,2.891516,4.805684,220,161,124,"Pgs1",40.054654,39.998354,38.179201,3738,894,1404,39.4107363333333,0.143666869915733
"PHACTR1",4.548916,2.745161,2.490538,3.26153833333333,161,90,72,"Phactr1",161.962266,118.890269,136.399633,8170,1797,2956,139.084056,0.0304212945785446
"PHACTR2",8.442055,3.750568,2.892237,5.02828666666667,409,320,258,"Phactr2",22.547807,19.014116,21.446692,6205,1318,2361,21.0028716666667,0.273977267967219
"PHACTR3",0.22264,0.245817,0.136299,0.201585333333333,7,8,4,"Phactr3",13.518666,13.839047,13.268377,1274,307,487,13.54203,0.0826284455013044
"PHACTR4",6.451976,5.081141,5.581767,5.70496133333333,540,400,390,"Phactr4",3.478527,4.210146,3.405465,415,90,171,3.698046,1.4271808605819
"PHAX",11.75635,8.733547,7.991148,9.49368166666667,193,163,143,"Phax",20.609406,16.317137,19.045584,1037,210,394,18.6573756666667,0.533829227492507
"PHB",110.673776,107.737797,84.739454,101.050342333333,1459,1291,1060,"Phb",53.216213,74.283769,49.477446,2277,562,768,58.992476,1.70105235085369
"PHB2",130.223538,146.586425,149.032829,141.947597333333,1904,1681,1499,"Phb2",105.115325,83.096783,108.424468,1636,324,675,98.8788586666667,1.4312097599193
"PHC1",11.115078,6.415221,5.628243,7.719514,377,272,267,"Phc1",2.861677,1.434332,1.643422,275,54,95,1.97981033333333,2.92619765172974
"PHC2",25.370853,18.114084,17.44707,20.310669,964,838,715,"Phc2",31.201279,32.144663,27.743601,3012,678,1070,30.363181,0.679480471065738
"PHC3",7.533254,2.327057,1.827503,3.895938,392,267,225,"Phc3",6.153416,6.187169,5.732534,2697,684,1008,6.024373,0.696992884631838
"PHETA1",7.003236,6.321404,5.53786,6.2875,372,324,247,"Pheta1",3.245511,3.705105,3.690295,282,81,141,3.54697033333333,1.60271553710746
"PHETA2",0.278278,0.232575,0.233933,0.248262,14,11,11,"Pheta2",0.301435,0.365641,1.181135,34,10,17,0.616070333333333,0.772405738941643
"PHEX",0.039875,0.11558,0.03158,0.062345,5,15,4,"Phex",0.030283,0.123,0.019579,4,3,2,0.0576206666666667,1.00446694498532
"PHF1",23.353364,20.50539,15.867452,19.9087353333333,536,429,365,"Phf1",17.050428,16.128928,16.390954,1475,360,557,16.5234366666667,1.19318691481941
"PHF10",9.595147,6.76506,5.197423,7.18587666666667,500,420,355,"Phf10",18.46722,12.187961,13.277606,1317,346,536,14.6442623333333,0.523251048355598
"PHF11",7.704288,10.644103,6.828385,8.39225866666667,110,133,115,"Phf11d",1.311886,1.14017,1.262608,63,16,26,1.23822133333333,4.19630468479138
"PHF11",7.704288,10.644103,6.828385,8.39225866666667,110,133,115,"Phf11a",0.183616,0.48978,0.186807,9,6,4,0.286734333333333,7.29929902650197
"PHF11",7.704288,10.644103,6.828385,8.39225866666667,110,133,115,"Phf11b",1.707996,1.026692,1.832482,70,10,30,1.52239,3.72355530535194
"PHF11",7.704288,10.644103,6.828385,8.39225866666667,110,133,115,"Phf11c",0.296731,0.339654,0.317868,41,12,17,0.318084333333333,7.12568872047388
"PHF12",16.845124,10.586218,7.919542,11.783628,451,332,296,"Phf12",10.086389,11.433763,10.636025,728,197,304,10.7187256666667,1.09087185446814
"PHF13",3.53192,3.729634,3.615451,3.62566833333333,279,238,268,"Phf13",3.936592,3.659917,3.346323,499,112,172,3.64761066666667,0.995278792715856
"PHF14",11.051203,11.673551,7.898799,10.207851,197,164,141,"Phf14",20.405855,15.907344,23.00894,1649,481,797,19.7740463333333,0.539512178810166
"PHF19",12.391341,9.947062,10.897045,11.0784826666667,384,325,257,"Phf19",0.160594,1.263987,0.226778,22,7,8,0.550453,7.79029268650302
"PHF2",4.472131,4.194146,4.177472,4.28124966666667,407,319,279,"Phf2",4.994891,4.520783,4.602285,1139,250,417,4.70598633333333,0.925562971613613
"PHF20",13.851301,9.571434,9.130755,10.8511633333333,292,234,203,"Phf20",80.103355,91.384638,66.315851,5131,1212,1931,79.267948,0.147645026796167
"PHF20L1",17.482142,7.238137,5.98789,10.2360563333333,819,506,433,"Phf20l1",8.736603,12.18585,9.036246,1460,411,662,9.986233,1.02273967185416
"PHF21A",21.919955,13.645925,11.699413,15.7550976666667,530,451,370,"Phf21a",16.707036,19.959541,18.031834,949,213,353,18.2328036666667,0.871172916703027
"PHF21B",0.303883,0.142611,0.12253,0.189674666666667,12,9,9,"Phf21b",3.582282,6.143902,1.24975,60,14,16,3.65864466666667,0.255369265481649
"PHF23",12.908689,15.619149,10.996915,13.1749176666667,416,360,320,"Phf23",39.416572,38.854815,40.069979,1843,413,604,39.447122,0.350455532204904
"PHF24",0.608273,0.782384,0.674009,0.688222,63,28,36,"Phf24",628.941493,623.872195,582.646499,82229,18773,31129,611.820062333333,0.00275484127195842
"PHF3",5.483154,3.449478,3.30041,4.07768066666667,555,450,358,"Phf3",40.658177,22.921148,60.962759,2245,445,843,41.514028,0.119435417097309
"PHF5A",39.300554,39.205402,38.524016,39.0099906666667,125,137,124,"Phf5a",45.110265,51.798599,39.480316,873,200,283,45.46306,0.861113983165695
"PHF6",3.746843,1.839449,1.349889,2.31206033333333,225,154,110,"Phf6",13.892027,15.532404,11.501505,1052,256,389,13.6419786666667,0.226203056891036
"PHF7",10.110755,7.348542,8.272113,8.57713666666667,112,81,64,"Phf7",2.259401,2.591571,2.934088,135,41,64,2.59502,2.6640009420439
"PHF8",4.86108,1.334925,2.39854,2.86484833333333,215,136,161,"Phf8",5.977606,8.795787,5.151048,1004,217,363,6.64148033333333,0.505772201817266
"PHGDH",6.628487,7.662523,6.859721,7.05024366666667,127,127,97,"Phgdh",29.924721,24.897401,28.675329,1168,293,409,27.8324836666667,0.279207430054789
"PHIP",0.839076,0.71442,0.479866,0.677787333333333,159,149,98,"Phip",4.212415,5.257095,3.944779,1622,426,628,4.47142966666667,0.30664514314327
"PHKA1",6.011924,4.119437,3.68157,4.60431033333333,723,512,450,"Phka1",5.907767,5.83851,6.239929,1484,353,630,5.995402,0.801141997748426
"PHKA2",17.747819,14.737862,13.171726,15.2191356666667,533,349,297,"Phka2",17.15609,15.868242,15.642172,833,217,330,16.222168,0.941759229538736
"PHKB",25.456592,22.583601,20.118309,22.7195006666667,1070,818,639,"Phkb",18.389494,19.993981,21.432593,1751,385,698,19.9386893333333,1.13280732566706
"PHKG1",0.471381,0.718052,0.494717,0.561383333333333,11,7,6,"Phkg1",0.909503,1.255573,1.149939,51,16,37,1.105005,0.741748040186761
"PHKG2",10.426069,10.033591,8.297544,9.58573466666667,271,255,223,"Phkg2",43.984794,41.403188,41.269039,1780,393,677,42.219007,0.244932389739234
"PHLDA1",9.077603,8.506692,6.636595,8.07363,940,932,718,"Phlda1",4.566691,4.605791,3.59295,277,51,87,4.255144,1.72661871872588
"PHLDA2",1.398189,1.436793,1.657265,1.49741566666667,23,21,25,"Phlda2",2.10159,1.435419,0.446414,25,6,4,1.32780766666667,1.07286168974728
"PHLDA3",20.078863,20.900406,16.642914,19.2073943333333,492,493,389,"Phlda3",23.84055,21.230277,25.358361,651,136,339,23.476396,0.825586999545739
"PHLDB1",40.892482,27.794358,23.760226,30.8156886666667,2495,1615,1288,"Phldb1",22.630361,23.762848,29.101477,2037,528,831,25.1648953333333,1.21596850518008
"PHLDB2",126.443254,68.553951,56.202965,83.73339,3696,2263,1759,"Phldb2",4.055164,3.156029,4.183531,470,123,206,3.79824133333333,17.659259739888
"PHLDB3",5.324936,4.517987,3.39824,4.413721,76,72,58,"Phldb3",0.237235,0,0.079241,8,0,3,0.105492,4.8971145878939
"PHLPP1",1.351491,1.124751,0.496735,0.990992333333333,99,64,54,"Phlpp1",4.139346,3.434201,5.01442,967,193,400,4.195989,0.383178704445551
"PHLPP2",1.06505,0.737769,0.383515,0.728778,153,98,65,"Phlpp2",5.64473,5.168577,5.512888,1897,419,731,5.442065,0.268357739327374
"PHOSPHO1",0,0.181429,0,0.0604763333333333,0,2,0,"Phospho1",26.768268,23.420647,37.821679,1086,226,538,29.3368646666667,0.0349566886685741
"PHOSPHO2",0.335216,0.314754,1.761516,0.803828666666667,4,5,13,"Phospho2",11.589537,9.817522,11.962928,1005,214,375,11.123329,0.148789879963388
"PHOX2A",0,0,0,0,0,0,0,"Phox2a",0,0,0,0,0,0,0,1
"PHOX2B",0.174113,0,0,0.0580376666666667,1,0,0,"Phox2b",0,0,0,0,0,0,0,1.05803766666667
"PHPT1",133.267542,120.262838,119.266411,124.265597,1198,1011,1002,"Phpt1",21.848644,23.225926,18.00393,496,119,165,21.0261666666667,5.68712653888935
"PHRF1",4.103053,2.858499,2.512909,3.15815366666667,524,344,306,"Phrf1",16.341673,12.225529,15.230459,1566,324,586,14.5992203333333,0.266561634351768
"PHTF1",20.570875,15.558067,14.276848,16.80193,637,478,418,"Phtf1",33.031709,44.701295,37.62536,3036,785,1207,38.452788,0.451221089875828
"PHTF2",31.501237,15.62926,10.719772,19.283423,470,441,239,"Phtf2",6.462506,6.592043,7.560875,963,203,371,6.871808,2.57671719127296
"PHYH",20.969255,18.856723,17.161825,18.9959343333333,473,507,439,"Phyh",40.316248,45.108761,44.569022,1773,411,800,43.3313436666667,0.451056356055559
"PHYHD1",12.680277,14.662856,17.024584,14.789239,180,212,191,"Phyhd1",4.513984,4.413085,5.649057,125,24,57,4.85870866666667,2.69500326750047
"PHYHIP",0.452442,0.57641,0.498311,0.509054333333333,30,36,23,"Phyhip",3.684019,4.193501,2.080532,200,48,64,3.31935066666667,0.349370646143417
"PHYHIPL",0.02735,0.10621,0.054173,0.0625776666666667,1,6,2,"Phyhipl",53.538351,49.739601,56.918748,2929,613,1218,53.3989,0.0195330726662978
"PHYKPL",17.221143,13.420849,7.842139,12.8280436666667,288,236,133,"Phykpl",5.383393,6.720704,5.587004,330,96,143,5.89703366666667,2.00492622408058
"PI15",0.079261,0.009577,0.009556,0.032798,5,1,1,"Pi15",0.270115,0.214258,0.339657,75,15,37,0.274676666666667,0.810243120477611
"PI16",0.192924,0.203028,0.205856,0.200602666666667,5,5,3,"Pi16",2.807518,6.107248,3.39133,206,105,101,4.102032,0.235318529297085
"PI4K2A",4.596621,3.276291,3.43341,3.768774,418,280,293,"Pi4k2a",46.030687,44.13452,43.407372,5989,1366,2285,44.524193,0.104752521368144
"PI4K2B",1.169586,1.23426,0.622582,1.00880933333333,47,51,36,"Pi4k2b",2.735438,3.426629,3.738895,313,84,155,3.30032066666667,0.467130125644894
"PI4KA",40.476661,28.029427,22.525779,30.3439556666667,1169,875,674,"Pi4ka",65.234713,61.203495,64.720305,7639,1693,3011,63.7195043333333,0.484304631031038
"PI4KB",23.791082,19.816102,16.438612,20.0152653333333,617,496,409,"Pi4kb",24.356742,23.456769,25.563697,1518,367,547,24.4590693333333,0.825453006870846
"PIANP",0.019625,0.021189,0.021089,0.0206343333333333,1,1,1,"Pianp",78.03403,57.737502,59.648678,609,114,221,65.14007,0.0154314069116246
"PIAS1",9.288223,7.863298,6.948438,8.03331966666667,461,431,295,"Pias1",8.597715,6.759274,7.455556,1415,363,575,7.60418166666667,1.04987551595552
"PIAS2",9.981751,5.785295,3.81517,6.52740533333333,443,379,300,"Pias2",7.883845,7.969102,7.791474,790,198,311,7.88147366666667,0.847540128569504
"PIAS3",6.30101,6.037068,4.038531,5.45886966666667,332,285,223,"Pias3",9.793611,10.392372,11.473466,633,154,281,10.5531496666667,0.559057040981811
"PIAS4",19.857035,9.708209,17.07297,15.5460713333333,152,141,118,"Pias4",111.033906,109.435484,78.687361,703,131,288,99.718917,0.164279678794931
"PIBF1",4.264128,5.609566,3.16643,4.346708,110,132,78,"Pibf1",4.470045,4.490845,3.911417,430,108,173,4.290769,1.01057294317707
"PICALM",63.716821,43.558858,42.096728,49.7908023333333,1506,1570,1123,"Picalm",143.111898,124.990573,157.169408,8099,1959,3397,141.757293,0.355784291408029
"PICK1",16.65931,10.430185,9.259056,12.1161836666667,436,333,267,"Pick1",21.486748,26.035447,24.061645,1057,257,441,23.86128,0.527574753458658
"PID1",0.234413,0.551905,0.571415,0.452577666666667,12,10,13,"Pid1",4.878387,4.12627,5.59674,454,106,194,4.86713233333333,0.247578814340703
"PIDD1",6.388634,5.861074,4.888198,5.71263533333333,287,219,191,"Pidd1",2.319956,3.134063,2.257157,206,49,87,2.570392,1.88008356878834
"PIEZO1",29.769449,25.157859,24.746306,26.5578713333333,915,617,500,"Piezo1",1.508749,0.847297,0.997331,212,71,84,1.11779233333333,13.0125465559497
"PIEZO2",0.69418,0.491864,0.03566,0.407234666666667,17,16,7,"Piezo2",104.65349,93.784506,95.619963,24484,5484,9705,98.0193196666667,0.0142117181920044
"PIF1",10.110139,13.379663,8.360879,10.6168936666667,93,90,58,"Pif1",0.014791,0,0,2,0,0,0.00493033333333333,11.5598995087885
"PIFO",4.181368,5.836735,3.386066,4.46805633333333,82,80,64,"Pifo",0.691842,0.28444,0.795157,20,2,9,0.590479666666667,3.43799197684388
"PIGA",2.448117,7.536054,23.115759,11.03331,57,51,50,"Piga",1.553774,1.913526,1.35055,144,47,57,1.60595,4.61762888773768
"PIGB",1.912149,1.900397,2.418347,2.07696433333333,25,21,21,"Pigb",7.576674,8.075792,7.701525,808,215,337,7.78466366666667,0.350265468330774
"PIGBOS1",5.034059,6.567926,11.741936,7.781307,53,71,60,"Pigbos1",8.269139,8.758251,9.874755,109,29,50,8.96738166666667,0.881004389484433
"PIGC",6.028371,5.494788,3.900102,5.141087,143,149,104,"Pigc",9.400575,11.127711,9.930604,654,163,245,10.1529633333333,0.550623795350055
"PIGF",2.812257,3.227748,3.142043,3.06068266666667,27,37,29,"Pigf",5.381308,7.024084,4.571969,175,56,58,5.65912033333333,0.609792654795596
"PIGG",15.827518,13.430515,10.113229,13.123754,392,262,193,"Pigg",3.465721,3.744463,3.296296,624,157,235,3.50216,3.13710618902927
"PIGH",10.935782,6.083343,4.398685,7.13927,123,86,65,"Pigh",7.085286,7.247864,6.658603,658,165,244,6.997251,1.01775847725675
"PIGK",5.289741,6.000219,3.839708,5.04322266666667,164,181,104,"Pigk",196.992053,179.841452,180.336603,4871,1166,1971,185.723369333333,0.0323645759405641
"PIGL",11.075939,8.533504,8.066009,9.22515066666667,113,90,72,"Pigl",3.153316,3.091769,3.543286,217,52,96,3.26279033333333,2.39869894296936
"PIGM",0.784863,0.695617,0.629486,0.703322,100,94,84,"Pigm",3.508805,3.113206,3.194635,1118,246,404,3.27221533333333,0.398697599980525
"PIGN",3.309766,3.613727,3.074611,3.33270133333333,204,168,134,"Pign",5.729973,7.396622,4.758911,588,155,248,5.96183533333333,0.622350447243174
"PIGO",5.733079,5.50784,4.05838,5.09976633333333,238,174,139,"Pigo",5.334235,6.814231,7.116075,406,92,181,6.42151366666667,0.821903267621821
"PIGP",14.65882,18.402277,10.943892,14.6683296666667,175,185,136,"Pigp",68.373137,58.786299,76.241909,1026,215,444,67.8004483333333,0.227735865771611
"PIGQ",37.809852,27.021147,49.419862,38.0836203333333,369,322,223,"Pigq",76.893063,70.653695,72.854055,3264,683,1314,73.4669376666667,0.524845274399248
"PIGR",0.053673,0.013188,0.022435,0.0297653333333333,5,1,2,"Pigr",0,0.025385,0,0,1,0,0.00846166666666667,1.02112491468028
"PIGS",27.949223,18.216516,17.648328,21.2713556666667,1057,824,764,"Pigs",32.931816,27.337383,29.260806,3393,682,1174,29.843335,0.722080010694909
"PIGT",46.020877,43.677796,52.894871,47.5311813333333,1216,973,959,"Pigt",12.642399,10.110662,13.951186,1163,226,502,12.234749,3.66695139691228
"PIGU",6.633117,8.422686,6.695637,7.25048,141,151,106,"Pigu",14.010493,11.399184,13.314291,890,182,353,12.9079893333333,0.59321874659668
"PIGV",1.374381,1.451881,1.261899,1.36272033333333,60,66,43,"Pigv",3.746021,2.327414,2.995368,334,69,129,3.02293433333333,0.587312677156135
"PIGW",1.934042,1.762025,1.504081,1.73338266666667,90,67,65,"Pigw",1.577193,1.249275,1.296871,136,26,40,1.37444633333333,1.15116632803802
"PIGX",7.953617,6.910587,6.234416,7.03287333333333,180,181,176,"Pigx",5.998792,6.284374,8.495367,127,30,67,6.92617766666667,1.01346117525417
"PIGY",347.845021,209.643539,214.173819,257.220793,96,56,56,"Pigyl",12.683964,10.512324,12.582854,259,52,100,11.9263806666667,19.9762640184252
"PIH1D1",34.852763,34.798659,28.274162,32.6418613333333,254,225,195,"Pih1d1",59.712808,44.5797,55.869112,864,174,307,53.3872066666667,0.618562036831946
"PIH1D2",0.373096,0.363383,0.423525,0.386668,7,4,6,"Pih1d2",1.619166,2.201202,3.200679,36,8,19,2.340349,0.415126682870562
"PIK3AP1",0.049477,0.118285,0.041514,0.0697586666666667,4,9,4,"Pik3ap1",0.303489,0.366857,0.526635,54,15,35,0.398993666666667,0.764662980366125
"PIK3C2A",5.770272,1.249327,0.940951,2.65351666666667,360,198,149,"Pik3c2a",7.666369,6.046985,10.135254,1690,421,764,7.949536,0.408235317078636
"PIK3C2B",3.93244,2.674681,2.166333,2.92448466666667,386,275,205,"Pik3c2b",0.916319,0.796419,0.888644,304,54,87,0.867127333333333,2.10188378510875
"PIK3C2G",0,0,0,0,0,0,0,"Pik3c2g",0.203709,4.353253,0.09701,17,8,5,1.551324,0.391953354415198
"PIK3C3",26.355409,24.115183,11.696545,20.722379,331,274,231,"Pik3c3",21.961523,21.602374,20.914228,2933,703,1091,21.4927083333333,0.96575204186542
"PIK3CA",4.140198,3.661492,6.3896,4.73043,243,197,150,"Pik3ca",32.288708,30.632313,34.135431,4051,913,1480,32.3521506666667,0.171815906484471
"PIK3CB",6.017169,5.32488,2.832542,4.72486366666667,263,263,175,"Pik3cb",6.001328,5.110556,5.936487,1329,278,535,5.68279033333333,0.856657680566665
"PIK3CD",0.44454,0.348408,0.231117,0.341355,55,41,27,"Pik3cd",23.54408,16.04428,21.984304,3076,639,1029,20.5242213333333,0.0623183983860415
"PIK3CG",0.007468,0.007369,0,0.00494566666666667,1,1,0,"Pik3cg",0.172703,0.130873,0.561331,39,7,22,0.288302333333333,0.780054216052288
"PIK3IP1",6.351393,5.228001,4.145642,5.24167866666667,324,253,200,"Pik3ip1",54.342872,44.738041,52.019819,2862,618,1154,50.3669106666667,0.121511661605864
"PIK3R1",22.503982,8.652718,7.323652,12.826784,1214,942,656,"Pik3r1",50.351503,47.696228,53.737534,8243,2065,3242,50.5950883333333,0.267986439148455
"PIK3R2",27.341829,18.977336,15.839818,20.719661,1091,812,684,"Pik3r2",57.529549,59.058298,75.989318,2205,519,836,64.1923883333333,0.333162529480372
