"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"ACOT2",88.207517,93.696934,77.668179,86.52421,1144,999,964,"Acot5",0.022455,0,0.05176,1,0,1,0.0247383333333333,85.4112773504781
"ACOT2",88.207517,93.696934,77.668179,86.52421,1144,999,964,"Acot3",0.045948,0,0.019346,4,0,1,0.0217646666666667,85.6598518771772
"ACOT2",88.207517,93.696934,77.668179,86.52421,1144,999,964,"Acot2",1.608437,2.231103,1.605401,127,42,54,1.81498033333333,31.0922989278433
"ACOT4",0.124947,0.174781,0.261237,0.186988333333333,6,8,12,"Acot4",0.992779,0.335627,0.515927,108,21,53,0.614777666666667,0.73507849274606
"ACOT6",0.188194,0,0.040322,0.076172,5,0,1,"Acot6",2.60611,2.315262,2.593869,342,74,141,2.50508033333333,0.307032049954918
"ACOT7",18.509861,18.078012,11.411107,15.99966,521,479,300,"Acot7",344.989077,443.110743,384.06596,14119,3064,5131,390.721926666667,0.043397264341717
"ACOT8",14.918157,12.104523,11.463739,12.8288063333333,289,242,204,"Acot8",5.935894,5.306174,7.500256,219,50,102,6.24744133333333,1.90809496721694
"ACOT9",29.935853,23.797934,22.855973,25.52992,918,759,709,"Acot9",26.639485,27.561747,26.413979,1699,442,663,26.871737,0.951857431777574
"ACOT9",29.935853,23.797934,22.855973,25.52992,918,759,709,"Acot10",0.019903,0,0.102498,1,0,2,0.0408003333333333,25.4899226588769
"ACOX1",26.743277,25.166,14.165662,22.0249796666667,569,533,438,"Acox1",47.232225,43.761836,45.586086,6737,1580,2594,45.5267156666667,0.494876531402421
"ACOX2",17.904677,19.718667,13.035042,16.8861286666667,296,273,205,"Acox2",0.274602,0.923317,0.505337,7,3,3,0.567752,11.4087742619156
"ACOX3",11.241262,6.789727,5.371668,7.80088566666667,239,160,120,"Acox3",31.629305,24.683028,32.841768,2119,531,940,29.7180336666667,0.286505502343298
"ACOXL",0.725081,0.07677,0.356086,0.385979,14,3,7,"Acoxl",0.278136,0.365673,0.129186,7,1,3,0.257665,1.10202557914866
"ACP1",30.223411,32.418039,30.824921,31.155457,582,628,585,"Acp1",69.524444,80.252228,59.21009,2779,715,1126,69.662254,0.455058467282971
"ACP2",43.214406,45.839884,42.704658,43.9196493333333,569,466,395,"Acp2",20.104189,18.283754,25.826221,3506,850,1395,21.4047213333333,2.00491890370012
"ACP3",0.862381,0.252187,0.58269,0.565752666666667,9,11,11,"Acpp",134.809442,127.300134,124.943353,24531,5637,8911,129.017643,0.0120426169136651
"ACP4",0,0.080253,0,0.026751,0,2,0,"Acp4",0.036404,0,0,2,0,0,0.0121346666666667,1.0144410954537
"ACP5",0.224677,1.062225,0,0.428967333333333,1,4,0,"Acp5",0.179136,0.609455,0.256272,9,1,5,0.348287666666667,1.05983861505322
"ACP6",5.616296,6.558338,5.860511,6.011715,182,148,113,"Acp6",4.6856,4.305309,3.799063,212,42,65,4.263324,1.33218380627907
"ACR",0,0.037509,0.037908,0.025139,0,1,1,"Acr",0.201876,0.564647,0.515537,11,7,9,0.427353333333333,0.718209693465295
"ACRBP",0.3985,0.030659,0.225437,0.218198666666667,4,1,2,"Acrbp",3.415024,1.196725,2.57384,77,13,19,2.39519633333333,0.358800654532595
"ACRV1",0.027065,0.168649,0.254211,0.149975,1,3,3,"Acrv1",0.114023,0.122849,0.250645,15,4,13,0.162505666666667,0.989220984442513
"ACSBG1",0.540764,0.319036,0.523883,0.461227666666667,30,21,25,"Acsbg1",34.319032,30.107846,30.144743,2415,552,943,31.5238736666667,0.0449278484365859
"ACSBG2",0.522338,0.103219,0.103778,0.243111666666667,4,1,1,"Acsbg2",0,0,0,0,0,0,0,1.24311166666667
"ACSF2",61.978687,54.648487,53.059789,56.562321,577,446,412,"Acsf2",2.962773,6.226708,2.39288,242,54,70,3.860787,11.8421813175521
"ACSF3",19.299129,13.763293,10.433563,14.4986616666667,273,225,190,"Acsf3",7.079854,7.732363,7.600715,636,166,267,7.47097733333333,1.82961906953515
"ACSL1",43.878419,27.152981,30.101182,33.7108606666667,716,624,486,"Acsl1",31.518812,33.060954,24.203139,2001,474,766,29.5943016666667,1.13455312838486
"ACSL3",71.523045,48.918818,50.907122,57.1163283333333,1224,1079,919,"Acsl3",45.969302,57.728258,62.958441,2506,745,1153,55.5520003333333,1.0276617624625
"ACSL4",36.054531,15.661033,10.428141,20.7145683333333,1246,833,675,"Acsl4",53.619701,41.553782,41.232363,4215,1119,1724,45.4686153333333,0.467295360052548
"ACSL5",0.1358,0,0.182111,0.105970333333333,3,0,1,"Acsl5",90.390459,93.88375,81.628422,2955,774,1189,88.6342103333333,0.0123387078351048
"ACSL6",0.165731,0.038947,0.026724,0.077134,5,3,2,"Acsl6",48.881353,50.106389,54.954088,5551,1364,2527,51.3139433333333,0.0205898070641842
"ACSM1",0,0.159858,0,0.053286,0,2,0,"Acsm1",0,0,0,0,0,0,0,1.053286
"ACSM2A",1.918943,2.292445,1.490272,1.90055333333333,10,6,4,"Acsm2",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,2.78214078463784
"ACSM2B",0,0.111241,0,0.0370803333333333,0,2,0,"Acsm2",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,0.994742437297874
"ACSM3",1.027824,2.197071,1.355443,1.52677933333333,11,13,11,"Acsm3",1.668536,0.086036,4.170879,7,1,6,1.97515033333333,0.849294674297131
"ACSM4",0,0,0,0,0,0,0,"Acsm4",0.011681,0,0,1,0,0,0.00389366666666667,0.996121435171919
"ACSM5",0.347033,0.226793,0.050724,0.208183333333333,7,6,1,"Acsm5",0.010922,0,0.067589,1,0,1,0.0261703333333333,1.17737113818986
"ACSS1",0.37447,0.329271,0.198105,0.300615333333333,29,24,13,"Acss1",5.087956,4.342374,2.77257,379,83,138,4.06763333333333,0.256651428345908
"ACSS2",136.021315,95.971222,128.057604,120.016713666667,1559,1286,1185,"Acss2",32.116218,36.911547,32.976423,2928,717,1271,34.001396,3.45748248631759
"ACSS3",2.79066,4.630495,1.143408,2.85485433333333,125,108,90,"Acss3",0.843975,1.166672,1.521837,128,38,81,1.17749466666667,1.77031631459028
"ACTA1",636.770692,441.289829,564.554107,547.538209333333,19134,12570,15960,"Acta1",1.394919,0.378221,25.322945,73,5,539,9.03202833333333,54.6786941889618
"ACTA2",51.781238,68.388245,46.909126,55.6928696666667,1324,1661,1126,"Acta2",4.303764,4.087699,3.435474,254,52,85,3.94231233333333,11.4709200558416
"ACTB",429.465479,453.29093,375.743403,419.499937333333,7846,7769,6339,"Actb",1556.786857,1612.427402,1492.218794,24658,5626,8954,1553.81101766667,0.270450834574343
"ACTBL2",0,0.022184,0.02198,0.0147213333333333,0,1,1,"Actbl2",0,0,0,0,0,0,0,1.01472133333333
"ACTC1",5080.246607,4691.279529,4052.296585,4607.940907,121009,106500,94643,"Actc1",0.036088,0.148678,0.092232,2,2,2,0.0923326666666667,4219.35647229568
"ACTG1",124.614163,112.983909,79.093729,105.563933666667,2936,2870,2190,"Actg1",2004.01029,1523.633044,1856.611586,88405,19214,32920,1794.75164,0.0593422449368704
"ACTG2",0.271346,0.303675,0.231978,0.268999666666667,8,3,6,"Actg2",0.473826,0.461321,0.243348,22,4,4,0.392831666666667,0.911093348203121
"ACTL10",0.248173,0.129837,0.099075,0.159028333333333,11,5,4,"Actl10",0.710671,1.282088,1.125032,41,18,26,1.03926366666667,0.568356290693814
"ACTL6A",129.936939,63.089341,28.578082,73.8681206666667,238,226,162,"Actl6a",15.588001,15.09347,14.716698,542,125,207,15.132723,4.64076155442988
"ACTL6B",0,0,0,0,0,0,0,"Actl6b",27.33672,29.359854,27.058544,1222,287,444,27.9183726666667,0.034580092439042
"ACTL7A",0,0,0,0,0,0,0,"Actl7a",0,0,0,0,0,0,0,1
"ACTL7B",0,0,0,0,0,0,0,"Actl7b",0.036577,0,0,2,0,0,0.0121923333333333,0.987954529063482
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.05846,0.08034,0,3,1,0,0.0462666666666667,0.955779278705238
"ACTN1",97.368685,90.347999,62.458246,83.3916433333333,3154,2333,1894,"Actn1",26.457163,22.758434,23.531673,2408,540,957,24.24909,3.34236375779616
"ACTN2",978.395053,817.138475,753.753803,849.762443666667,32985,24389,21981,"Actn2",0.779912,0.277064,1.615409,32,6,43,0.890795,449.94959457089
"ACTN3",0.251983,0.266257,0.25194,0.256726666666667,16,16,15,"Actn3",0.298521,0.370089,4.380687,36,4,187,1.683099,0.468386245407518
"ACTR10",123.432299,114.333934,91.069828,109.612020333333,961,968,829,"Actr10",185.797811,187.589243,180.691628,4556,1115,1722,184.692894,0.595671799553802
"ACTR1A",64.377145,42.659304,39.165459,48.7339693333333,3101,2292,2094,"Actr1a",165.00618,161.356953,178.532191,14779,3373,5588,168.298441333333,0.293765075104334
"ACTR1B",19.202777,14.33055,13.258617,15.5973146666667,779,576,553,"Actr1b",227.024848,189.513865,231.271463,13607,3035,5063,215.936725333333,0.076507629776213
"ACTR2",26.040333,13.291404,11.523641,16.9517926666667,1146,882,773,"Actr2",96.296041,101.249478,99.582966,13928,3643,5634,99.0428283333333,0.179441075044909
"ACTR3",38.861514,29.33901,25.230379,31.1436343333333,1098,1075,941,"Actr3",145.131737,168.363044,170.156065,9217,2330,3769,161.216948666667,0.19815213266885
"ACTR3B",7.030276,2.889677,2.312428,4.07746033333333,129,80,93,"Actr3b",30.263875,28.982306,32.323404,2303,528,966,30.523195,0.161070612713379
"ACTR3C",0.6982,1.16039,0.413306,0.757298666666667,10,10,5,"Actr3b",30.263875,28.982306,32.323404,2303,528,966,30.523195,0.0557462105813407
"ACTR5",1.163629,0.795908,0.976133,0.978556666666667,62,40,49,"Actr5",3.185785,3.273232,1.840116,157,40,66,2.76637766666667,0.525320836563301
"ACTR8",17.708309,15.074514,11.257858,14.680227,360,281,217,"Actr8",24.912195,25.178437,23.250779,1393,346,585,24.447137,0.616188257248743
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",0.448872,0.581869,0.461129,0.49729,14,18,14,"Actrt3",0.065465,0.160985,0.13359,5,3,4,0.120013333333333,1.33685015654576
"ACVR1",7.233818,5.194846,4.253429,5.56069766666667,358,289,222,"Acvr1",6.331841,5.288368,7.568124,673,151,282,6.396111,0.887046944896672
"ACVR1B",7.139766,4.870088,4.743164,5.58433933333333,614,453,436,"Acvr1b",11.607059,11.481997,11.118233,2190,527,822,11.4024296666667,0.530891084271149
"ACVR1C",0.00775,0.013681,0,0.00714366666666667,1,2,0,"Acvr1c",0.080072,0.045659,0.043683,23,3,6,0.0564713333333333,0.953309034414564
"ACVR2A",2.344089,1.398215,1.171016,1.63777333333333,115,94,85,"Acvr2a",7.64131,6.40039,7.648165,1424,353,587,7.229955,0.320508840368305
"ACVR2B",1.1158,1.888897,1.517997,1.50756466666667,261,178,121,"Acvr2b",1.358074,0.918885,2.699623,132,27,71,1.65886066666667,0.943097431957698
"ACVRL1",1.239071,1.061599,0.85141,1.05069333333333,40,22,30,"Acvrl1",6.082505,9.150695,10.053328,277,93,123,8.42884266666667,0.217491521052
"ACY1",29.01427,20.193338,18.22011,22.475906,288,174,168,"Acy1",4.989371,3.982819,4.037825,145,35,48,4.33667166666667,4.39897888915157
"ACY3",0,0,0.038868,0.012956,0,0,1,"Acy3",1.653723,1.194308,1.348363,53,11,18,1.398798,0.422276490142146
"ACYP2",14.923638,15.092443,14.910934,14.9756716666667,179,179,196,"Acyp2",48.054839,48.618364,51.955606,1220,310,511,49.5429363333333,0.316081194042749
"ADA",4.945909,4.204043,4.670719,4.60689033333333,124,113,122,"Ada",2.553355,2.584854,2.5156,167,36,64,2.55126966666667,1.57884105112078
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0,0,0,0,0,0,"Adad2",0,0,0,0,0,0,0,1
"ADAL",13.118704,10.233636,7.871906,10.408082,497,431,361,"Adal",9.814622,8.060594,10.907806,724,153,280,9.59434066666667,1.07680905862256
"ADAM10",24.348027,13.702235,11.245455,16.4319056666667,536,434,351,"Adam10",20.803336,22.193819,23.33995,3832,1035,1664,22.1123683333333,0.754224119971551
"ADAM11",11.764671,7.939555,6.243467,8.649231,981,771,582,"Adam11",137.812725,161.782235,134.020864,11859,2760,4460,144.538608,0.0663001462814596
"ADAM12",0.692991,0.787749,1.408243,0.962994333333333,57,72,53,"Adam12",0.563817,0.709663,0.437105,105,22,29,0.570195,1.25015958739732
"ADAM15",11.532537,17.778786,12.695181,14.002168,314,295,237,"Adam15",63.263206,51.405287,70.5958,3352,696,1175,61.7547643333333,0.239060223703706
"ADAM17",5.863159,4.842983,3.098865,4.601669,292,270,199,"Adam17",8.31185,6.102938,11.098401,847,190,321,8.50439633333333,0.589376621464544
"ADAM2",0,0,0,0,0,0,0,"Adam2",0,0.078051,0,0,1,0,0.026017,0.97464272034479
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam20",0,0,0,0,0,0,0,1.030394
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam39",0,0,0,0,0,0,0,1.030394
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam25",0,0,0,0,0,0,0,1.030394
"ADAM21",0.092614,0.093693,0.038026,0.0747776666666667,5,5,2,"Adam21",0.204589,0.03484,0.152023,24,1,7,0.130484,0.950723465937304
"ADAM22",0.473128,0.221024,0.122401,0.272184333333333,42,22,22,"Adam22",73.005469,65.709896,69.824886,12397,2947,4961,69.513417,0.0180417342891401
"ADAM23",41.864549,35.696454,23.789355,33.7834526666667,1340,1061,895,"Adam23",107.87443,102.211616,126.643939,15260,3452,6510,112.243328333333,0.307156749793516
"ADAM28",0.222073,0,0.032833,0.0849686666666667,7,0,4,"Adam28",0.058131,0.12204,0.083089,7,4,4,0.0877533333333333,0.997439983329554
"ADAM29",0.022632,0,0,0.007544,1,0,0,"Adam29",0,0,0,0,0,0,0,1.007544
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.151082,0.049411,0.215616,0.138703,10,3,12,"Adam33",1.08604,1.806548,0.918762,72,23,28,1.27045,0.501531854918629
"ADAM7",0,0,0,0,0,0,0,"Adam7",0.220917,0.074536,0.327898,20,2,9,0.207783666666667,0.827962844339397
"ADAM8",1.440741,0.605901,0.327876,0.791506,22,10,8,"Adam8",7.150305,7.312317,5.429994,379,89,132,6.630872,0.234770809941511
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0,0.052747,0,0,2,0.0175823333333333,0.982721463652245
"ADAMTS1",7.164372,3.536363,3.442214,4.71431633333333,277,249,139,"Adamts1",1.972872,2.418183,2.902107,371,102,193,2.431054,1.6654696584004
"ADAMTS10",2.733393,2.863047,1.555908,2.384116,70,54,46,"Adamts10",6.12289,6.497636,5.084381,491,119,180,5.90163566666667,0.490335358666426
"ADAMTS12",9.689995,10.514763,8.128071,9.44427633333333,421,377,273,"Adamts12",0.178758,0.087886,0.199341,55,8,29,0.155328333333333,9.04009365303081
"ADAMTS13",3.498026,3.363595,2.00095,2.95419033333333,170,115,87,"Adamts13",0.247012,0,0.680334,5,0,3,0.309115333333333,3.02050570537966
"ADAMTS14",1.363407,0.882597,0.773,1.00633466666667,169,102,89,"Adamts14",0.192023,0.34364,0.261029,43,18,23,0.265564,1.58532849122341
"ADAMTS15",5.729811,5.379448,3.798096,4.96911833333333,751,656,463,"Adamts15",3.714761,5.700539,6.051831,943,226,410,5.15571033333333,0.969687982394233
"ADAMTS16",0.036176,0.066894,0.143115,0.0820616666666667,4,7,12,"Adamts16",0.211167,0.245886,0.270788,42,11,23,0.242613666666667,0.870794918560099
"ADAMTS17",0.492449,0.402607,0.432152,0.442402666666667,33,26,24,"Adamts17",9.208173,8.081907,4.724541,140,28,59,7.338207,0.17298715019508
"ADAMTS18",0.121899,0.017094,0.017158,0.0520503333333333,3,2,2,"Adamts18",0.220331,0.258775,0.412392,37,12,28,0.297166,0.811037549036386
"ADAMTS19",2.13328,0.847573,1.17336,1.38473766666667,96,45,53,"Adamts19",0.154421,0.135047,0.096842,31,6,8,0.12877,2.11268696604859
"ADAMTS2",0.115833,0.086629,0.03467,0.079044,13,8,5,"Adamts2",6.094016,1.726416,1.766584,414,103,172,3.195672,0.25718025622594
"ADAMTS20",0.194401,0.034761,0.182112,0.137091333333333,12,3,3,"Adamts20",1.574943,1.493663,1.521023,361,75,147,1.52987633333333,0.449465184661859
"ADAMTS3",0.99259,0.688442,0.66207,0.781034,83,76,57,"Adamts3",2.699881,3.257766,2.563263,416,85,142,2.84030333333333,0.463774302550753
"ADAMTS4",0.02932,0.026379,0.464571,0.173423333333333,6,6,4,"Adamts4",0.058826,0.154843,0.136769,11,7,10,0.116812666666667,1.05068949194105
"ADAMTS5",0.014722,0,0,0.00490733333333333,1,0,0,"Adamts5",4.137986,4.408364,4.740094,1902,504,861,4.42881466666667,0.18510621471452
"ADAMTS6",0.791118,0.693934,0.622677,0.702576333333333,95,61,55,"Adamts6",0.376293,0.30588,0.157867,52,20,19,0.280013333333333,1.33012390495932
"ADAMTS7",5.459603,4.568133,3.862321,4.630019,514,375,312,"Adamts7",1.506469,1.401897,1.187099,135,33,69,1.365155,2.38040170728768
"ADAMTS8",0.317805,0.100515,0.182645,0.200321666666667,24,7,13,"Adamts8",1.705504,1.753598,1.893282,241,60,111,1.784128,0.431130201868113
"ADAMTS9",11.270211,9.013448,9.75239,10.0120163333333,594,373,363,"Adamts9",1.969646,2.202028,1.971447,560,151,217,2.047707,3.61321358428922
"ADAMTSL1",2.699594,2.503845,1.528651,2.24403,224,163,120,"Adamtsl1",1.041698,1.147851,1.06388,117,34,53,1.08447633333333,1.55628056223234
"ADAMTSL2",0.864767,0.719934,0.473671,0.686124,77,57,38,"Adamtsl2",2.665958,2.016539,2.342673,119,34,44,2.34172333333333,0.504567204346659
"ADAMTSL3",0.184832,0.214714,0.105793,0.168446333333333,11,12,8,"Adamtsl3",2.561912,1.950429,2.810193,297,56,132,2.44084466666667,0.339581250107774
"ADAMTSL4",12.635359,12.932216,10.354914,11.974163,763,595,511,"Adamtsl4",11.314464,7.309392,8.231005,298,67,137,8.95162033333333,1.30372367166606
"ADAMTSL5",42.692522,31.619021,21.507695,31.939746,494,357,323,"Adamtsl5",11.286791,5.808438,10.442508,412,101,178,9.17924566666667,3.23597121816852
"ADAP1",2.559191,2.013888,2.267124,2.28006766666667,50,43,34,"Adap1",106.404698,100.798629,102.857309,6578,1401,2262,103.353545333333,0.031432259020901
"ADAP2",3.159636,0.302603,0.075168,1.17913566666667,8,6,4,"Adap2",0.756104,1.038981,1.135843,42,14,31,0.976976,1.10225701610271
"ADAR",31.090188,13.016808,8.388818,17.4986046666667,1562,1005,859,"Adar",17.754365,14.530618,18.285544,3192,734,1207,16.8568423333333,1.03593929550105
"ADARB1",19.742685,2.826503,2.675535,8.41490766666667,369,269,279,"Adarb1",11.689801,9.665161,10.36096,2984,649,1040,10.571974,0.813595646401095
"ADARB2",0.115823,0.022508,0.083771,0.074034,3,4,2,"Adarb2",0.098649,0.117972,0.093987,21,5,8,0.103536,0.97326593785794
"ADAT1",12.085066,7.251189,8.024499,9.12025133333333,134,77,60,"Adat1",2.988552,2.521812,2.702469,384,77,129,2.737611,2.70767913871543
"ADAT2",0.527551,0.654778,0.610782,0.597703666666667,63,65,57,"Adat2",1.887569,1.711842,1.641896,104,23,36,1.74710233333333,0.581595977434162
"ADAT3",0.613159,0.450686,0.803128,0.622324333333333,20,11,23,"Adat3",2.379345,1.291363,1.587192,51,3,15,1.75263333333333,0.589371753109144
"ADCK1",6.62267,6.828834,4.626745,6.026083,191,206,136,"Adck1",8.364382,8.074955,7.663834,768,185,269,8.03439033333333,0.777704166054961
"ADCK2",8.450675,6.860918,7.832185,7.71459266666667,216,169,177,"Adck2",23.992903,19.824526,20.347792,629,144,245,21.388407,0.389245767537935
"ADCK5",4.110263,2.199273,1.452022,2.587186,128,66,57,"Adck5",23.297127,9.207389,22.120758,283,63,104,18.2084246666667,0.18675066082983
"ADCY1",0.4447,0.546407,0.45112,0.480742333333333,108,68,50,"Adcy1",8.226906,7.911924,8.117026,4358,1027,1689,8.08528533333333,0.162982479801772
"ADCY10",0.095948,0.039473,0.019977,0.0517993333333333,1,4,2,"Adcy10",0.008435,0.051925,0.226777,2,1,2,0.0957123333333333,0.959922875134197
"ADCY2",0.17816,0.66433,0.071804,0.304764666666667,11,16,10,"Adcy2",7.522754,6.030767,7.545049,1277,248,510,7.03285666666667,0.162428476046504
"ADCY3",0.989079,0.854518,0.47374,0.772445666666667,27,19,13,"Adcy3",8.456142,10.516189,8.114078,940,226,368,9.028803,0.17673551536177
"ADCY4",0.32983,0.401649,0.214958,0.315479,5,3,3,"Adcy4",0.544269,0.77078,0.996493,76,13,27,0.770514,0.742992712850619
"ADCY5",29.485628,24.648613,19.357219,24.4971533333333,2001,1890,1434,"Adcy5",14.862687,15.095945,10.672673,3395,732,1242,13.5437683333333,1.75313252720724
"ADCY6",52.569283,30.652688,27.231797,36.8179226666667,3885,2826,2457,"Adcy6",18.039716,27.817246,12.610773,1083,262,415,19.489245,1.84574505632915
"ADCY7",1.115192,0.719433,0.654716,0.829780333333333,39,31,24,"Adcy7",1.977884,1.78601,1.899815,506,112,191,1.887903,0.633601728774593
"ADCY8",0.108939,0,0.014524,0.0411543333333333,9,0,1,"Adcy8",1.469716,1.260958,1.237004,430,89,147,1.32255933333333,0.448278895781349
"ADCY9",3.831584,2.220177,1.998618,2.68345966666667,528,363,299,"Adcy9",6.578852,5.795345,6.654467,1267,271,510,6.342888,0.501636367961307
"ADCYAP1",0,0,0,0,0,0,0,"Adcyap1",133.941737,113.221038,118.964567,3754,843,1402,122.042447333333,0.0081272765754643
"ADCYAP1R1",0.006753,0,0,0.002251,1,0,0,"Adcyap1r1",0.666241,0.717749,0.71448,154,34,74,0.69949,0.589736332664505
"ADD1",153.183987,134.469754,126.62982,138.094520333333,4224,3342,2845,"Add1",275.430684,285.43531,265.220373,15049,3535,5787,275.362122333333,0.503305297987128
"ADD2",5.559971,3.289912,3.736443,4.195442,820,551,534,"Add2",60.067129,53.527453,55.233238,19591,4287,7146,56.27594,0.0907089783249301
"ADD3",179.187635,64.000519,43.576139,95.5880976666667,1088,803,587,"Add3",13.770719,11.618171,15.650723,2026,473,829,13.679871,6.57962850400161
"ADGB",0.054045,0.059068,0.038539,0.0505506666666667,7,8,5,"Adgb",0.709139,1.1436,0.999638,133,38,67,0.950792333333333,0.538525115521437
"ADGRA1",0,0,0,0,0,0,0,"Adgra1",1.974302,2.719455,1.080129,241,62,87,1.92462866666667,0.341923749636136
"ADGRA2",1.052057,0.576,0.480785,0.702947333333333,151,82,66,"Adgra2",3.760546,2.808438,3.527116,626,138,255,3.36536666666667,0.390104076786219
"ADGRA3",26.061508,22.676209,17.139068,21.9589283333333,503,415,325,"Adgra3",134.829051,87.027523,117.866451,1365,302,543,113.241008333333,0.200969237476823
"ADGRB1",0,0.242985,0.016005,0.08633,0,3,2,"Adgrb1",16.922598,13.512347,14.584145,1414,319,590,15.0063633333333,0.0678686330790525
"ADGRB2",15.420485,13.604855,10.864538,13.296626,1003,721,599,"Adgrb2",10.441854,2.963454,13.030392,510,98,224,8.8119,1.45707008836209
"ADGRB3",0.034338,0,0.364223,0.132853666666667,2,0,2,"Adgrb3",5.409408,6.54154,5.561977,842,248,369,5.83764166666667,0.165679004822569
"ADGRD1",10.457535,3.538922,4.19323,6.063229,275,217,185,"Adgrd1",1.412643,1.446831,1.608786,316,76,140,1.48942,2.83729904957781
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",1.472139,3.651292,0.535302,85,22,28,1.88624433333333,0.346471013715286
"ADGRE5",5.268911,2.790159,3.153039,3.73736966666667,167,156,138,"Adgre5",6.939442,5.241608,6.523235,376,84,157,6.23476166666667,0.654806596946179
"ADGRF1",0.060606,0.230254,0.111599,0.134153,5,8,4,"Adgrf1",0.018671,0,0,3,0,0,0.00622366666666667,1.12713806837512
"ADGRF2",0.023203,0.023839,0.039741,0.0289276666666667,1,2,4,"Adgrf2",0.088196,0,0.075097,9,0,3,0.054431,0.975813179493648
"ADGRF3",0.040836,0.044289,0,0.028375,3,4,0,"Adgrf3",0,0,0,0,0,0,0,1.028375
"ADGRF4",0.063151,0.032288,0,0.031813,4,2,0,"Adgrf4",0.316947,0.110694,0.091902,16,3,4,0.173181,0.879500264665043
"ADGRF5",0.145344,0.152902,0.153877,0.150707666666667,15,11,7,"Adgrf5",11.777152,8.448455,9.495035,1843,434,776,9.90688066666667,0.105502911587126
"ADGRG1",0.426519,0.391658,0.399369,0.405848666666667,9,5,9,"Adgrg1",248.435093,226.192925,233.872744,6409,1399,2306,236.166920666667,0.00592767601280517
"ADGRG2",0.154332,0.157483,0.118789,0.143534666666667,15,14,11,"Adgrg2",12.237364,10.800596,11.75527,2017,509,869,11.5977433333333,0.0907729770649399
