"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"ANAPC10",8.515703,8.697641,7.538116,8.25048666666667,98,87,89,"Anapc10",8.070072,8.165254,8.737574,186,266,52,8.3243,0.99208376678857
"ANAPC11",96.022571,82.904174,75.843786,84.9235103333333,566,469,461,"Anapc11",38.367577,36.560638,32.740067,585,908,208,35.8894273333333,2.32921778798373
"ANAPC13",27.841039,28.27715,21.891925,26.0033713333333,472,578,383,"Anapc13",63.793356,63.12147,82.430806,269,393,108,69.7818773333333,0.381501202718406
"ANAPC16",73.070938,72.034206,63.789452,69.631532,1369,1283,1148,"Anapc16",34.126463,35.350929,38.764706,588,767,213,36.0806993333333,1.90480582270212
"ANAPC2",19.739067,14.052945,14.954881,16.2489643333333,447,305,272,"Anapc2",57.035313,45.629205,60.322693,1603,2138,602,54.3290703333333,0.311752289156783
"ANAPC4",6.306426,6.531216,5.315445,6.051029,206,222,188,"Anapc4",54.372195,47.704165,59.507009,975,1246,314,53.861123,0.128525057717101
"ANAPC5",83.286871,69.36874,58.889276,70.5149623333333,1036,844,653,"Anapc5",117.178019,94.020453,113.64282,2763,3302,856,108.280430666667,0.654416915243245
"ANAPC7",36.868929,30.593725,19.471998,28.9782173333333,678,624,469,"Anapc7",19.706917,10.902572,14.598276,468,633,142,15.069255,1.86556360785446
"ANG",0.170885,4.259603,4.517124,2.98253733333333,2,5,4,"Ang",2.174269,2.09721,1.678311,29,36,6,1.98326333333333,1.33496003816849
"ANG",0.170885,4.259603,4.517124,2.98253733333333,2,5,4,"Ang4",0,0,0,0,0,0,0,3.98253733333333
"ANG",0.170885,4.259603,4.517124,2.98253733333333,2,5,4,"Ang6",0,0,0,0,0,0,0,3.98253733333333
"ANG",0.170885,4.259603,4.517124,2.98253733333333,2,5,4,"Ang2",0,0,0,0,0,0,0,3.98253733333333
"ANGEL1",4.792983,3.427489,2.101525,3.44066566666667,315,238,179,"Angel1",7.799076,14.731039,9.767713,382,590,143,10.7659426666667,0.377416905085491
"ANGEL2",4.667814,3.262159,3.260348,3.730107,155,126,105,"Angel2",13.955603,10.757375,8.926685,662,841,192,11.213221,0.387293982480134
"ANGPT1",0.774191,0.47984,0.177619,0.477216666666667,19,17,8,"Angpt1",2.128626,2.07194,2.078923,179,275,56,2.093163,0.477574788870379
"ANGPT2",0.345305,0.220195,0.17701,0.247503333333333,24,15,13,"Angpt2",0.52744,0.140859,0.332697,34,14,4,0.333665333333333,0.9353945867479
"ANGPT4",0.009902,0.010515,0.010527,0.0103146666666667,1,1,1,"Angpt4",0.183775,0.053826,0.064518,9,4,1,0.100706333333333,0.917878489539596
"ANGPTL1",0.050629,0,0,0.0168763333333333,2,0,0,"Angptl1",0.315419,0.204669,0.500296,11,11,6,0.340128,0.758790453847195
"ANGPTL2",8.894499,6.937236,9.171113,8.33428266666667,372,330,284,"Angptl2",2.133698,2.245683,2.883616,147,192,65,2.420999,2.72852540052384
"ANGPTL3",0,0,0,0,0,0,0,"Angptl3",0.431534,0.371795,0.111031,6,10,1,0.304786666666667,0.766408812679467
"ANGPTL4",0.62497,0.384203,0.40266,0.470611,24,13,6,"Angptl4",1.374235,1.368737,1.248959,32,49,16,1.33064366666667,0.630989207416378
"ANGPTL6",0.12944,0.088018,0.074395,0.0972843333333333,2,2,2,"Angptl6",1.252203,1.006547,1.319169,38,46,12,1.19263966666667,0.500439880758641
"ANGPTL7",0.3556,0.374116,0.378985,0.369567,9,13,11,"Angptl7",0.148933,0.194243,0.070955,7,13,1,0.138043666666667,1.2034397625633
"ANGPTL8",0.065407,0.236847,0.643642,0.315298666666667,1,1,3,"Angptl8",0.345903,0.044642,0,5,1,0,0.130181666666667,1.16379402131516
"ANK1",1.108226,0.527437,0.631554,0.755739,97,48,52,"Ank1",75.607752,65.083088,65.051118,5484,6162,1191,68.5806526666667,0.0252331493412551
"ANK2",63.997233,31.195211,20.865434,38.6859593333333,1508,1002,807,"Ank2",437.107486,331.250505,193.471565,15141,20314,3305,320.609852,0.12339783463267
"ANKAR",1.959995,0.874741,0.41458,1.08310533333333,20,13,9,"Ankar",0,0,0,0,0,0,0,2.08310533333333
"ANKDD1A",0.778346,0.516946,0.246954,0.514082,26,23,11,"Ankdd1a",0.680697,0.580909,0.226464,18,24,2,0.496023333333333,1.01207111297284
"ANKDD1B",0.215605,0.0697,0,0.0951016666666667,3,1,0,"Ankdd1b",0.058943,0.291347,0.203527,1,9,2,0.184605666666667,0.924444055504265
"ANKEF1",0.984918,0.569292,0.55131,0.70184,91,56,51,"Ankef1",1.551107,1.382336,0.154499,23,42,3,1.029314,0.838628226090196
"ANKFN1",0,0.087772,0.029924,0.039232,0,1,1,"Ankfn1",3.287328,1.609329,1.05007,180,111,20,1.98224233333333,0.348473357910664
"ANKFY1",6.216896,4.822006,4.177365,5.072089,603,494,419,"Ankfy1",8.504687,7.075352,7.40276,1157,1485,294,7.660933,0.701089478466119
"ANKH",67.877172,41.59204,42.210821,50.560011,1208,995,792,"Ank",69.694734,68.358997,82.855773,3974,5946,1468,73.6365013333333,0.690814950847285
"ANKHD1",16.025674,11.391314,11.837621,13.0848696666667,420,393,363,"Ankhd1",26.703361,23.153749,17.291335,1197,1364,208,22.382815,0.602359881248971
"ANKIB1",5.569659,2.04416,2.061099,3.22497266666667,286,181,166,"Ankib1",11.909784,10.417299,8.535397,1246,1866,341,10.2874933333333,0.374305662196035
"ANKK1",0.019121,0.01901,0.182112,0.0734143333333333,1,1,1,"Ankk1",0.051783,0.057236,0.054461,3,5,1,0.0544933333333333,1.01794321443474
"ANKLE1",0.358499,0.380347,0.17063,0.303158666666667,23,23,10,"Ankle1",0.26839,0.226612,0.097751,4,11,1,0.197584333333333,1.08815607418601
"ANKLE2",17.384781,11.885569,11.166136,13.4788286666667,537,405,334,"Ankle2",12.237466,11.61182,14.426322,603,793,174,12.758536,1.05235242082927
"ANKMY1",3.25557,1.755946,1.113149,2.041555,51,42,31,"Ankmy1",0.113801,0.064945,0.176384,8,5,3,0.118376666666667,2.71961593142442
"ANKMY2",7.299697,5.881248,4.981128,6.05402433333333,350,282,238,"Ankmy2",10.595532,9.276138,9.636194,559,716,158,9.83595466666667,0.65098318979063
"ANKRA2",16.657751,12.839547,10.938451,13.478583,165,149,115,"Ankra2",10.026959,8.592929,11.42207,317,407,105,10.013986,1.31456341055818
"ANKRD1",1286.136455,1071.578731,943.134533,1100.28323966667,43257,36419,31414,"Ankrd1",0.057333,0.019288,0.090838,2,1,1,0.0558196666666667,1043.05997930834
"ANKRD10",89.758426,53.614986,56.640692,66.671368,796,761,560,"Ankrd10",15.234975,11.474049,10.533582,817,944,222,12.414202,5.04475540177492
"ANKRD11",70.815099,37.256239,24.201515,44.090951,1147,710,602,"Ankrd11",34.576205,30.93997,30.369016,3765,5003,934,31.9617303333333,1.36797888169119
"ANKRD12",1.623188,0.675639,1.324886,1.20790433333333,126,101,83,"Ankrd12",16.909728,13.579412,15.355815,1192,1387,231,15.2816516666667,0.135606901470172
"ANKRD13A",14.079086,7.084846,7.109486,9.42447266666667,476,353,327,"Ankrd13a",24.043274,28.179638,23.657742,1332,2243,421,25.2935513333333,0.396464993812044
"ANKRD13B",2.564558,2.871247,2.035223,2.49034266666667,77,61,46,"Ankrd13b",16.143447,12.991503,11.765293,750,960,199,13.6334143333333,0.238518679725759
"ANKRD13C",7.926254,5.661222,3.922254,5.83657666666667,187,140,136,"Ankrd13c",23.627954,20.850039,22.259243,1003,1334,246,22.2457453333333,0.29410012751294
"ANKRD13D",13.779772,14.364403,7.21057,11.784915,229,198,171,"Ankrd13d",41.485592,31.050972,48.015299,707,888,229,40.1839543333333,0.310434372001335
"ANKRD16",2.89333,1.800547,1.848615,2.18083066666667,131,92,97,"Ankrd16",18.42739,14.67419,19.852161,573,670,148,17.651247,0.170542520114964
"ANKRD17",15.983946,20.543419,11.753146,16.0935036666667,1028,708,540,"Ankrd17",17.62446,13.774589,13.480332,2758,3353,690,14.9597936666667,1.07103537950919
"ANKRD2",1.346543,1.080955,1.148351,1.19194966666667,32,23,25,"Ankrd2",0.05028,0.031667,0.317182,1,1,2,0.133043,1.93456882630815
"ANKRD22",0,0,0,0,0,0,0,"Ankrd22",0,0.041448,0,0,1,0,0.013816,0.986372280571622
"ANKRD23",0.775957,0.493249,0.364224,0.544476666666667,24,19,14,"Ankrd23",2.706004,3.992927,2.906933,82,155,22,3.20195466666667,0.367561477737662
"ANKRD24",0.644174,0.401291,0.541806,0.529090333333333,35,29,23,"Ankrd24",35.042415,28.755983,22.616525,1066,1197,229,28.8049743333333,0.0513031924212472
"ANKRD27",2.372367,3.120346,2.472344,2.655019,163,104,99,"Ankrd27",14.133271,11.175387,15.742098,570,821,171,13.6835853333333,0.248918701871995
"ANKRD28",6.126186,2.52247,2.513038,3.72056466666667,185,160,132,"Ankrd28",19.092525,22.559471,13.567255,1892,2971,516,18.406417,0.243247615810104
"ANKRD29",1.131537,0.481903,0.6814,0.764946666666667,25,11,15,"Ankrd29",23.021264,17.30803,16.848452,569,681,137,19.0592486666667,0.0879866786635711
"ANKRD31",0.019385,0.054322,0.009582,0.027763,1,5,1,"Ankrd31",0,0,0,0,0,0,0,1.027763
"ANKRD33",0,0,0,0,0,0,0,"Ankrd33",0.264657,0.162021,0.559946,6,7,3,0.328874666666667,0.752516414891397
"ANKRD33B",1.053109,0.689526,0.618281,0.786972,214,136,116,"Ankrd33b",0.415292,0.178023,0.603319,48,29,16,0.398878,1.27743234220568
"ANKRD34A",0.380918,0.464535,0.811647,0.552366666666667,31,35,28,"Ankrd34a",6.06233,4.573692,6.002752,340,395,105,5.546258,0.23713802093756
"ANKRD34B",0,0,0,0,0,0,0,"Ankrd34b",11.514447,10.002041,9.854313,884,1219,249,10.4569336666667,0.0872833891767608
"ANKRD34C",0.276344,0.118733,0.091465,0.162180666666667,27,12,9,"Ankrd34c",2.597309,2.132715,1.998467,270,332,63,2.24283033333333,0.358384666234465
"ANKRD35",0,0.015451,0,0.00515033333333333,0,1,0,"Ankrd35",12.140314,12.610109,9.007288,560,792,212,11.2525703333333,0.0820358754112845
"ANKRD37",2.720035,2.68025,2.596049,2.66544466666667,32,24,31,"Ankrd37",7.515748,4.967925,7.571781,42,50,12,6.68515133333333,0.476951527391306
"ANKRD39",5.485401,4.856439,5.10677,5.14953666666667,115,88,81,"Ankrd39",4.665578,5.279635,7.058472,165,255,54,5.667895,0.922260573489335
"ANKRD40",6.320131,5.290175,4.892002,5.50076933333333,507,399,347,"Ankrd40",75.220552,71.008878,73.340923,3250,5005,1056,73.1901176666667,0.0876231166331484
"ANKRD40CL",0.373989,0.301839,0.079009,0.251612333333333,5,4,1,"Gm21885",0.548863,0.36527,0,1,3,0,0.304711,0.959302353803512
"ANKRD42",1.404755,0.980008,1.093197,1.15932,76,54,56,"Ankrd42",6.103556,4.798939,4.743544,294,335,69,5.21534633333333,0.347417486362653
"ANKRD44",14.077039,0.199939,0.197793,4.82492366666667,24,21,23,"Ankrd44",10.176788,6.878593,7.176742,337,446,86,8.07737433333333,0.641696976765271
"ANKRD45",0.228418,0.303201,0.10569,0.212436333333333,5,8,3,"Ankrd45",7.58867,6.722945,7.778047,486,552,130,7.36322066666667,0.144972419317566
"ANKRD46",6.584671,5.64961,2.754002,4.99609433333333,145,147,88,"Ankrd46",59.557606,48.877093,51.527837,3056,3767,869,53.3208453333333,0.110382934885108
"ANKRD49",1.510316,1.899827,1.726972,1.71237166666667,37,37,29,"Ankrd49",3.047556,3.188456,2.837501,125,208,36,3.02450433333333,0.673964156082824
"ANKRD50",6.651578,2.914703,2.588795,4.051692,895,502,440,"Ankrd50",20.838356,15.273646,17.635106,1668,1975,442,17.9157026666667,0.267063407002168
"ANKRD53",0.222525,0.057929,0.03096,0.103804666666667,2,2,1,"Ankrd53",0.539797,0.264054,0.17953,19,14,2,0.327793666666667,0.831307374313429
"ANKRD54",14.828377,9.177841,8.358635,10.7882843333333,354,295,303,"Ankrd54",9.948358,7.775153,11.452056,210,301,87,9.725189,1.09912136124905
"ANKRD55",0.210538,0,0,0.0701793333333333,3,0,0,"Ankrd55",7.968573,5.746755,8.767207,396,457,132,7.49417833333333,0.125989741601454
"ANKRD6",35.146701,21.538385,16.031337,24.2388076666667,805,637,411,"Ankrd6",10.055972,8.169052,8.96798,845,1103,277,9.06433466666667,2.50774725827215
"ANKRD60",0,0,0,0,0,0,0,"Ankrd60",1.092136,1.028067,0,9,10,0,0.706734333333333,0.585914269414709
"ANKRD61",0.145428,0.075585,0.152234,0.124415666666667,4,2,4,"Ankrd61",0.767574,0.683588,0.538856,27,36,6,0.663339333333333,0.675998964332393
"ANKRD62",0.015693,0.043269,0.014831,0.0245976666666667,1,3,1,"Ccdc144b",0.090933,0.04723,0.056623,8,9,2,0.0649286666666667,0.962127979777049
"ANKRD62",0.015693,0.043269,0.014831,0.0245976666666667,1,3,1,"Ankrd26",6.07334,3.988805,6.159708,518,588,99,5.40728433333333,0.159911377950919
"ANKRD63",0.257513,0.273578,0.178952,0.236681,5,4,3,"Ankrd63",0,0.006352,0,0,1,0,0.00211733333333333,1.2340680665471
"ANKRD65",0.039271,0,0.067676,0.035649,1,0,1,"Ankrd65",0.064759,0.125554,0,1,3,0,0.0634376666666667,0.973869021628912
"ANKRD66",0,0,0,0,0,0,0,"Ankrd66",0.361805,0.107469,1.01828,9,4,8,0.495851333333333,0.668515632346708
"ANKRD9",22.642613,18.879074,17.405541,19.6424093333333,1102,877,873,"Ankrd9",13.156804,8.642816,8.548925,208,234,79,10.1161816666667,1.85696941200883
"ANKS1A",1.724115,1.261864,1.083073,1.35635066666667,231,168,145,"Anks1",27.85798,31.021595,25.607689,1431,2071,497,28.1624213333333,0.0808009266354472
"ANKS3",4.776895,3.890927,3.130669,3.93283033333333,156,129,76,"Anks3",32.426718,29.359806,28.619745,610,697,175,30.135423,0.158431453888818
"ANKS4B",0.01192,0.044622,0.011157,0.0225663333333333,1,4,1,"Anks4b",0.013516,0.032056,0.037542,1,4,1,0.0277046666666667,0.995000184878016
"ANKS6",3.703129,3.332315,2.329792,3.12174533333333,164,114,96,"Anks6",4.085017,3.218776,2.581221,214,281,63,3.29500466666667,0.959660268898427
"ANKUB1",0.096273,0.025181,0,0.0404846666666667,4,1,0,"Ankub1",3.520555,3.626244,3.435339,160,255,47,3.52737933333333,0.229820518684172
"ANKZF1",40.905507,26.140747,26.734623,31.2602923333333,766,548,548,"Ankzf1",9.84208,8.021873,5.864077,379,505,112,7.90934333333333,3.62095062748732
"ANLN",28.922751,31.224329,20.993531,27.0468703333333,1261,971,721,"Anln",40.206567,66.917207,56.207645,2295,5309,733,54.4438063333333,0.505861198719167
"ANO1",2.26695,0.365163,0.277016,0.969709666666667,17,21,3,"Ano1",3.052371,1.616325,1.544413,178,175,44,2.07103633333333,0.641382729760388
"ANO10",5.266898,3.408325,6.818955,5.164726,136,109,116,"Ano10",16.429033,17.165497,25.088322,717,1023,269,19.5609506666667,0.299826895163667
"ANO2",0,0,0.182112,0.060704,0,0,1,"Ano2",0.069201,0.147209,0,4,5,0,0.0721366666666667,0.989336558461141
"ANO3",0,0.173678,0.175119,0.116265666666667,0,1,1,"Ano3",8.473111,7.190719,6.055107,1201,1569,270,7.23964566666667,0.1354749599467
"ANO4",3.44021,2.043154,2.221403,2.56825566666667,123,74,76,"Ano4",20.552262,19.274913,14.076413,1126,1448,275,17.9678626666667,0.188121125156466
"ANO5",3.103787,2.460192,1.705148,2.42304233333333,365,314,214,"Ano5",0.306978,0.226828,0.22373,44,50,12,0.252512,2.73294174693203
"ANO6",9.222496,7.078164,6.349379,7.550013,1093,848,765,"Ano6",6.148886,4.897341,4.259013,582,684,146,5.10174666666667,1.40124024596236
"ANO7",0.728302,0.183498,0.18718,0.366326666666667,18,8,7,"Ano7",0.50256,0.224395,0.264628,10,9,2,0.330527666666667,1.02690586666994
"ANO8",3.045515,1.997394,1.605273,2.21606066666667,278,152,125,"Ano8",12.296809,10.646147,10.951199,856,1114,235,11.2980516666667,0.261509770314566
"ANO9",3.559602,0.180449,3.752525,2.49752533333333,4,2,4,"Ano9",0,0,0,0,0,0,0,3.49752533333333
"ANP32A",122.515278,105.984803,87.194394,105.231491666667,1505,1331,1161,"Anp32a",154.812372,123.549763,133.027238,1467,1866,429,137.129791,0.76907009630288
"ANP32B",32.82155,44.312431,26.532828,34.555603,700,759,591,"Anp32b",26.878047,29.494145,30.730723,868,1416,310,29.034305,1.18383305356991
"ANP32D",0,0,0,0,0,0,0,"Anp32a",154.812372,123.549763,133.027238,1467,1866,429,137.129791,0.0072395678930695
"ANP32E",20.914777,18.584768,15.528145,18.3425633333333,448,408,374,"Anp32e",45.052007,45.139692,32.70585,1480,2094,443,40.9658496666667,0.4609119912255
"ANPEP",0.208383,1.046057,0.295378,0.516606,10,13,6,"Anpep",1.692912,0.70215,2.423874,55,50,14,1.606312,0.581897332322454
"ANTKMT",11.565356,18.224164,11.185909,13.6584763333333,105,124,91,"Antkmt",48.321827,39.156527,63.453969,762,951,281,50.3107743333333,0.285680279118506
"ANTXR1",22.8584,18.566092,12.725822,18.0501046666667,1960,1417,1067,"Antxr1",5.925429,4.624347,5.618033,627,752,187,5.38926966666667,2.98157781100594
"ANTXR2",33.036799,26.118841,19.421779,26.192473,1260,1087,802,"Antxr2",0.599679,0.294668,0.264663,68,53,10,0.386336666666667,19.614624393786
"ANTXRL",0,0,0,0,0,0,0,"Antxrl",0,0,0,0,0,0,0,1
"ANTXRL",0,0,0,0,0,0,0,"Gm30083",0,0.068711,0,0,1,0,0.0229036666666667,0.977609165542145
"ANXA1",19.462143,17.374066,15.769809,17.5353393333333,446,417,365,"Anxa1",1.070887,2.758543,1.227398,26,17,11,1.68560933333333,6.90172584049206
"ANXA10",0.075283,0.180449,0.446427,0.234053,1,1,6,"Anxa10",0.044223,0.029817,0.141817,1,1,1,0.0719523333333333,1.15122003248279
"ANXA11",169.940334,164.691984,164.871935,166.501417666667,2131,1814,1686,"Anxa11",4.360822,3.180685,3.6501,217,241,59,3.73053566666667,35.408551899725
"ANXA13",0.102303,0.026212,0.053206,0.0605736666666667,4,1,2,"Anxa13",0.089108,0.090396,0.100082,2,3,1,0.0931953333333333,0.970159343282963
"ANXA2",200.133588,144.107558,103.378406,149.206517333333,3014,2617,2062,"Anxa2",33.671118,30.038502,43.827417,807,1020,361,35.845679,4.07663860213659
"ANXA3",69.198769,56.887992,47.584326,57.8903623333333,651,595,546,"Anxa3",22.808145,21.054499,24.294008,212,274,66,22.718884,2.48284709910185
"ANXA4",16.568406,14.514656,11.48517,14.1894106666667,305,277,235,"Anxa4",5.17813,6.008807,7.156251,163,238,57,6.114396,2.13502462706134
"ANXA5",109.054183,96.209045,63.7275,89.663576,1542,1449,1092,"Anxa5",125.790095,182.142996,143.859067,1799,3744,645,150.597386,0.598055008679371
"ANXA6",286.648914,208.932352,162.321835,219.301033666667,6090,4799,3914,"Anxa6",56.043374,56.744455,68.074176,2947,4490,1139,60.287335,3.59456050204609
"ANXA7",25.571052,21.972149,18.995233,22.179478,891,789,688,"Anxa7",32.279427,25.139406,30.079939,1052,1338,350,29.1662573333333,0.768390912530835
"ANXA8",0.716604,0.270974,0.637853,0.541810333333333,20,9,22,"Anxa8",0.044113,0,0,1,0,0,0.0147043333333333,1.51946757561234
"ANXA8L1",0.137594,0.419856,0.259013,0.272154333333333,5,14,9,"Anxa8",0.044113,0,0,1,0,0,0.0147043333333333,1.25371922789988
"ANXA9",2.46819,2.425909,0.899367,1.93115533333333,76,71,26,"Anxa9",0.768178,0.316567,0.687651,12,16,8,0.590798666666667,1.84256838703243
"AOAH",0,0.11578,0,0.0385933333333333,0,1,0,"Aoah",0.227445,0,0.051141,8,0,1,0.092862,0.95034261721364
"AOC1",0.332072,0.062924,0.190656,0.195217333333333,8,1,3,"Doxl1",0,0,0,0,0,0,0,1.19521733333333
"AOC1",0.332072,0.062924,0.190656,0.195217333333333,8,1,3,"Aoc1",0,0.055526,0,0,1,0,0.0185086666666667,1.17349746001179
"AOC1",0.332072,0.062924,0.190656,0.195217333333333,8,1,3,"Doxl2",0,0,0,0,0,0,0,1.19521733333333
"AOC1",0.332072,0.062924,0.190656,0.195217333333333,8,1,3,"Svs1",0,0,0,0,0,0,0,1.19521733333333
"AOC2",0.373945,0.292057,0.212295,0.292765666666667,21,16,11,"Aoc2",1.247809,1.072012,0.761691,67,88,13,1.02717066666667,0.63771920535551
"AOC3",0.294647,0.104284,0.126597,0.175176,11,6,6,"Aoc3",0.382344,0.075928,0.223102,37,11,5,0.227124666666667,0.957666349574914
"AOPEP",40.366246,38.864965,31.576864,36.936025,740,679,521,"Aopep",25.954832,19.98697,24.479285,436,470,145,23.4736956666667,1.55007341419503
"AOX1",0.348225,0,0,0.116075,3,0,0,"Aox1",2.206151,2.537028,1.881634,234,404,62,2.208271,0.347874291168047
"AP1AR",3.356196,1.141536,1.54436,2.01403066666667,64,47,36,"Ap1ar",119.95384,117.003361,94.145407,995,1119,266,110.367536,0.0270638174725053
"AP1B1",16.68053,10.839774,9.493605,12.3379696666667,1278,914,793,"Ap1b1",109.99163,79.113222,73.877229,3477,4261,1148,87.6606936666667,0.150438363552769
"AP1G1",10.3588,6.569457,4.808633,7.24563,531,455,332,"Ap1g1",25.398113,21.859181,21.133253,2392,2852,577,22.796849,0.346500916991153
"AP1G2",23.04734,16.712632,18.11303,19.2910006666667,206,150,143,"Ap1g2",6.869743,5.617242,4.735857,95,117,31,5.74094733333333,3.01011114065966
"AP1M1",57.825969,33.448154,37.884548,43.0528903333333,871,725,584,"Ap1m1",42.759379,32.273721,35.342651,1198,1500,403,36.791917,1.16566964129746
"AP1M2",0,0,0,0,0,0,0,"Ap1m2",0.488885,0.308396,0.31949,14,11,6,0.372257,0.728726470333181
"AP1S1",55.964742,21.691524,6.503989,28.0534183333333,119,123,102,"Ap1s1",81.81258,83.404776,100.638216,1057,1555,423,88.618524,0.324189877679009
"AP1S2",20.710874,20.330206,15.323302,18.7881273333333,468,600,415,"Ap1s2",38.169,34.877188,39.255642,1319,1856,423,37.4339433333333,0.514860709496111
"AP1S3",0.505491,0.332214,0.519339,0.452348,19,11,19,"Ap1s3",3.285732,3.034373,2.4402,178,260,41,2.92010166666667,0.370487330047988
"AP2A1",35.821548,29.129068,27.131848,30.6941546666667,1438,1040,927,"Ap2a1",107.321933,89.044688,80.96498,3823,5234,1254,92.443867,0.339178543056942
"AP2A2",81.520647,43.690188,43.619465,56.2767666666667,845,662,542,"Ap2a2",20.552692,15.547554,18.303528,2104,2394,591,18.1345913333333,2.99336242247766
"AP2B1",95.019603,42.554469,37.791779,58.4552836666667,2575,1985,1737,"Ap2b1",39.493471,29.373983,29.393497,4104,4960,1154,32.7536503333333,1.76144751988355
"AP2M1",404.950085,366.597377,292.131011,354.559491,4957,4206,3606,"Ap2m1",446.200143,445.645277,407.215172,6092,7740,2164,433.020197333333,0.819223375282062
"AP2S1",229.357091,231.760256,175.809241,212.308862666667,833,747,591,"Ap2s1",171.511638,162.944945,185.201172,1044,1462,426,173.219251666667,1.22437021526639
"AP3B1",11.692746,16.261176,10.099859,12.6845936666667,467,387,286,"Ap3b1",11.550623,12.128402,8.581834,618,748,165,10.7536196666667,1.16428760286299
"AP3B2",0.039212,0.367848,0.376281,0.261113666666667,3,4,3,"Ap3b2",48.84633,37.126095,51.316474,2486,2982,777,45.7629663333333,0.0269682136431907
"AP3D1",29.453795,22.744846,23.929439,25.3760266666667,1541,1108,991,"Ap3d1",55.776692,48.550421,28.717304,2270,2984,675,44.348139,0.581634158496927
"AP3M1",9.707842,7.856178,6.634624,8.06621466666667,687,644,466,"Ap3m1",43.383156,42.474835,36.101879,1202,1874,363,40.65329,0.217659029254752
"AP3M2",9.865429,2.114707,8.168215,6.716117,164,117,154,"Ap3m2",20.600243,16.166531,16.761723,1390,1611,369,17.8428323333333,0.409498787841467
"AP3S1",19.334626,36.105772,21.223643,25.5546803333333,116,174,123,"Ap3s1",29.378269,30.748387,30.032974,462,745,134,30.05321,0.855134793901608
