"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"AHDC1",8.720524,4.980401,3.705219,5.802048,855,610,498,"Ahdc1",12.38739,10.525164,5.309956,713,884,208,9.40750333333333,0.653571541813903
"AHNAK",25.177395,24.338481,25.463756,24.9932106666667,5436,3274,2927,"Ahnak",6.820893,3.808673,4.045079,2625,2101,458,4.89154833333333,4.41194898115351
"AHNAK2",6.352105,4.722924,5.104707,5.39324533333333,778,384,441,"Ahnak2",20.331551,23.584155,27.832291,2127,3706,832,23.915999,0.256591972625032
"AHR",1.744644,0.649098,0.384949,0.926230333333333,73,43,44,"Ahr",0.637659,0.425673,0.525918,65,76,19,0.52975,1.25917982241107
"AHRR",0.125704,0.179308,0.108044,0.137685333333333,16,22,13,"Ahrr",0.36514,2.47007,1.434154,19,28,7,1.42312133333333,0.469512325975147
"AHSA1",158.605398,162.899639,141.274599,154.259878666667,1011,1022,864,"Ahsa1",70.919028,59.460164,80.946875,1624,2082,574,70.4420223333333,2.17322905477475
"AHSG",0,0.068161,0.068956,0.0457056666666667,0,2,2,"Ahsg",0.137051,0.054446,0,1,2,0,0.0638323333333333,0.982960974113402
"AICDA",0.019139,0.054139,0.038144,0.0371406666666667,1,2,2,"Aicda",0,0.028807,0,0,1,0,0.00960233333333333,1.02727641609386
"AIDA",10.993077,9.065285,7.751276,9.26987933333333,444,468,400,"Aida",34.695612,31.126057,21.234843,912,1137,239,29.0188373333333,0.342114493619295
"AIF1",0,0,0,0,0,0,0,"Aif1",4.943255,6.681913,5.082575,32,71,12,5.56924766666667,0.152224432802884
"AIF1L",2.336113,1.715606,1.478634,1.843451,61,56,38,"Aif1l",62.631419,59.50841,40.949373,343,485,111,54.3630673333333,0.0513600697533606
"AIFM1",51.762293,48.094343,43.107555,47.6547303333333,1391,1132,955,"Aifm1",12.245613,11.505695,13.380407,475,629,165,12.3772383333333,3.63712816658844
"AIFM2",8.131755,7.248161,5.827723,7.069213,503,433,372,"Aifm2",5.183394,4.00315,4.331149,205,255,63,4.50589766666667,1.46555811395696
"AIFM3",0.174113,0.080761,0.361313,0.205395666666667,4,3,6,"Aifm3",54.053928,39.880735,44.082739,1716,1858,458,46.0058006666667,0.0256435514249511
"AIG1",23.028146,15.902997,18.699268,19.210137,497,393,400,"Aig1",26.048381,25.284314,32.360271,608,927,215,27.8976553333333,0.699369439038457
"AIM2",0,0,0,0,0,0,0,"Aim2",5.974869,8.034771,8.900955,104,178,38,7.636865,0.115782752190754
"AIMP1",14.035394,15.28016,12.368764,13.8947726666667,419,404,356,"Aimp1",53.789183,69.480118,74.626051,505,678,204,65.9651173333333,0.222425842883612
"AIMP2",29.300659,27.910825,23.676455,26.9626463333333,564,526,454,"Aimp2",12.181506,9.761752,12.950028,194,221,69,11.6310953333333,2.21379425896186
"AIP",16.064166,13.686924,11.641792,13.7976273333333,310,246,239,"Aip",67.610666,75.597275,81.234893,877,1274,356,74.814278,0.195182592563017
"AIPL1",0.023446,0.074105,0.024636,0.040729,1,3,1,"Aipl1",0.062084,0.013711,0.107672,3,1,2,0.0611556666666667,0.980750546495378
"AIRE",0.019329,0.043618,0.035934,0.0329603333333333,1,2,2,"Aire",0.051304,0.177387,0.099309,1,14,2,0.109333333333333,0.931154146634615
"AJAP1",0,0.003998,0.003997,0.002665,0,1,1,"Ajap1",16.118569,11.59318,12.680309,462,501,138,13.4640193333333,0.0693213260362069
"AJM1",1.298846,1.14221,0.706277,1.049111,125,88,60,"Ajm1",10.81094,10.20767,9.983723,930,1226,335,10.334111,0.180791506276937
"AJUBA",19.641896,16.50701,11.426623,15.8585096666667,736,570,459,"Ajuba",1.061043,0.469177,0.876898,58,40,16,0.802372666666667,9.35350939261914
"AK1",169.511885,155.942241,149.917065,158.457063666667,1791,1422,1387,"Ak1",88.801494,79.274099,79.709692,1426,1946,537,82.595095,1.9074930612456
"AK2",290.041271,188.130079,164.329545,214.166965,1564,1283,969,"Ak2",18.173837,15.709996,29.150117,265,426,97,21.0113166666667,9.77528824188164
"AK3",30.129824,23.841137,20.645666,24.872209,965,1047,768,"Ak3",40.072227,45.679162,37.896414,2394,4075,710,41.2159343333333,0.612854113229268
"AK4",16.698496,10.748464,10.077317,12.5080923333333,1325,939,973,"Ak4",8.129672,6.33982,7.319987,511,563,131,7.26315966666667,1.63473693819866
"AK5",1.332174,8.911239,2.018469,4.087294,15,19,19,"Ak5",25.780855,14.877134,18.073824,757,815,206,19.577271,0.247228799193051
"AK7",0.390036,0.783811,0.340842,0.504896333333333,10,19,8,"Ak7",1.732448,1.273456,1.088359,116,102,23,1.36475433333333,0.636385907880776
"AK8",0.063736,0.067156,0,0.0436306666666667,2,3,0,"Ak8",0.867241,0.536351,2.855888,19,25,5,1.41982666666667,0.431283232407831
"AK9",2.322972,2.558557,1.427276,2.102935,67,63,44,"Ak9",0.175122,0.133446,0.182773,27,31,9,0.163780333333333,2.66625488601658
"AKAP1",33.668563,25.43591,17.371185,25.491886,811,713,585,"Akap1",8.473822,6.582467,7.340385,499,608,166,7.465558,3.12937268872294
"AKAP10",57.573597,23.208753,28.45495,36.4124333333333,255,217,144,"Akap10",8.372822,5.941195,5.140283,563,677,127,6.48476666666667,4.99847690642772
"AKAP11",1.277409,0.690851,0.511723,0.826661,228,133,97,"Akap11",43.472587,36.892681,31.040355,4826,6191,1033,37.1352076666667,0.0478995949351196
"AKAP12",2.116452,1.322612,1.137142,1.525402,305,206,169,"Akap12",19.160156,16.067324,16.251831,2512,3278,690,17.1597703333333,0.139065745526774
"AKAP13",88.390787,83.642969,72.945434,81.65973,5789,3754,3120,"Akap13",7.345103,5.143958,1.73045,779,845,158,4.739837,14.4010587757109
"AKAP14",0,0,0,0,0,0,0,"Akap14",0.387221,0.129939,0.176002,14,7,2,0.231054,0.812312051299131
"AKAP3",0.550055,0.44909,0.240807,0.413317333333333,17,11,14,"Akap3",0.015288,0.053929,0.101948,1,5,2,0.057055,1.33703292007827
"AKAP4",0,0,0,0,0,0,0,"Akap4",0,0,0,0,0,0,0,1
"AKAP5",0.180639,0.096267,0.060495,0.112467,18,11,7,"Akap5",1.845196,1.357158,1.033658,230,247,47,1.412004,0.461221042751173
"AKAP6",16.827521,7.914701,5.542469,10.094897,2066,1351,1009,"Akap6",18.071858,16.269319,12.281514,5290,7206,1244,15.540897,0.67075546144807
"AKAP7",1.486933,3.486018,1.8294,2.26745033333333,50,51,46,"Akap7",34.292544,15.763727,10.432198,355,473,90,20.162823,0.154395769096275
"AKAP8",4.156941,3.114607,3.634783,3.63544366666667,262,212,227,"Akap8",53.206012,42.825088,30.873312,1884,2339,462,42.3014706666667,0.107050490325148
"AKAP8L",32.282756,23.60905,22.763673,26.218493,863,655,569,"Akap8l",96.468387,67.706766,73.398969,1824,1907,494,79.191374,0.339419212345707
"AKAP9",11.09532,9.145132,9.459289,9.89991366666667,419,278,225,"Akap9",19.619671,16.862603,17.355245,1981,2298,360,17.9458396666667,0.57531964053533
"AKIP1",19.270267,17.234192,17.45468,17.9863796666667,228,163,186,"Akip1",2.691384,5.089935,6.835906,43,76,22,4.87240833333333,3.23315045360436
"AKIRIN1",29.683135,27.962873,24.374267,27.3400916666667,1403,1341,1184,"Akirin1",21.777152,19.502146,19.707984,978,1329,291,20.329094,1.32870583563778
"AKIRIN2",12.048266,12.146192,12.830216,12.341558,374,368,294,"Akirin2",22.693096,18.342124,18.813894,580,705,150,19.9497046666667,0.636837521687259
"AKNA",2.140785,1.393399,1.110215,1.548133,153,96,75,"Akna",0.662983,0.684665,1.774827,80,126,30,1.040825,1.24857986353558
"AKNAD1",0,0,0,0,0,0,0,"Aknad1",0.02635,0.023384,0,3,4,0,0.016578,0.9836923482507
"AKR1A1",72.634197,76.767677,49.552026,66.3179666666667,515,541,388,"Akr1a1",202.429044,159.849886,200.227349,3777,4803,1372,187.502093,0.357120526331061
"AKR1B1",185.181796,188.783693,142.060414,172.008634333333,4627,4533,3413,"Akr1b3",29.643169,22.505626,43.726202,681,770,272,31.9583323333333,5.24931396963784
"AKR1B10",0,0.073031,0,0.0243436666666667,0,1,0,"Akr1b10",19.884006,17.019502,20.053972,457,629,153,18.9858266666667,0.0512535049838652
"AKR1B10",0,0.073031,0,0.0243436666666667,0,1,0,"Akr1b7",0.123142,0.055173,0.131911,3,2,1,0.103408666666667,0.928344771625865
"AKR1B10",0,0.073031,0,0.0243436666666667,0,1,0,"Akr1b8",0.885866,0.56577,2.227543,23,22,17,1.226393,0.460091127966476
"AKR1D1",0.06208,0.088247,0,0.050109,3,3,0,"Akr1d1",0.11261,0.054836,0.06007,6,4,1,0.0758386666666667,0.97608408447859
"AKR1E2",0.575951,0.83067,0.189243,0.531954666666667,6,7,1,"Akr1e1",23.909773,20.830033,18.865394,407,525,117,21.2017333333333,0.0690015794562587
"AKR7L",0.533508,0.21134,0.046218,0.263688666666667,8,8,1,"Akr7a5",11.901475,10.188107,19.493482,267,346,141,13.8610213333333,0.0850337697741008
"AKT1",65.94609,62.155122,45.190461,57.763891,2055,1764,1475,"Akt1",90.35355,71.322374,71.231182,2501,3173,826,77.635702,0.747292762770783
"AKT1S1",16.032576,21.837213,11.741968,16.5372523333333,641,613,482,"Akt1s1",50.879284,28.742436,68.509538,414,540,154,49.377086,0.348119625921462
"AKT2",73.642982,43.027711,27.408836,48.0265096666667,1149,849,756,"Akt2",16.921319,16.984314,17.79293,935,1250,281,17.2328543333333,2.68891029184807
"AKT3",1.892572,1.095038,1.036197,1.341269,175,132,111,"Akt3",30.161789,28.04532,18.683801,2363,2714,612,25.6303033333333,0.0879174739654361
"AKTIP",14.133107,9.487839,7.205187,10.2753776666667,221,195,145,"Aktip",70.815693,72.726767,76.775345,2432,3527,865,73.4392683333333,0.151470828759041
"ALAD",9.543816,6.97306,5.66043,7.39243533333333,555,393,325,"Alad",12.268398,10.451402,14.933847,281,360,109,12.5512156666667,0.619312358372178
"ALAS1",60.090393,67.559925,52.034616,59.894978,1589,1312,1071,"Alas1",43.461621,37.621949,56.541569,740,940,290,45.8750463333333,1.29909157992015
"ALAS2",0.18876,0.028796,0.062778,0.0934446666666667,3,1,1,"Alas2",2.104391,1.979741,1.88166,74,121,24,1.98859733333333,0.365872195116728
"ALB",0.034711,0,0.077145,0.0372853333333333,1,0,2,"Alb",0.02375,0.016051,0,1,1,0,0.013267,1.02370385429836
"ALCAM",6.022683,3.964638,3.460491,4.482604,425,319,255,"Alcam",21.427957,19.145782,16.056178,1407,1805,361,18.876639,0.275831542747242
"ALDH16A1",6.720437,7.124547,4.958975,6.26798633333333,172,150,107,"Aldh16a1",9.458775,15.18374,12.935639,123,178,63,12.5260513333333,0.537332452333835
"ALDH18A1",8.41965,5.737147,5.392003,6.51626666666667,283,234,193,"Aldh18a1",11.778937,8.250793,14.123375,381,437,121,11.3843683333333,0.606915626567416
"ALDH1A1",0.238054,0.391803,0.05298,0.227612333333333,6,15,2,"Aldh1a1",91.553704,112.13268,99.788625,3082,5597,1120,101.158336333333,0.012016761210047
"ALDH1A1",0.238054,0.391803,0.05298,0.227612333333333,6,15,2,"Aldh1a7",1.205154,0.811007,1.454776,51,51,20,1.156979,0.569135041803065
"ALDH1A2",0.271216,0,3.936171,1.40246233333333,1,0,3,"Aldh1a2",1.119983,0.637774,1.805055,53,45,27,1.187604,1.09821628289825
"ALDH1A3",0.136278,0.032584,0.083014,0.0839586666666667,6,2,5,"Aldh1a3",0.420094,0.465932,0.534446,18,26,9,0.473490666666667,0.735639995005058
"ALDH1B1",7.030124,5.286041,5.021026,5.77906366666667,448,328,306,"Aldh1b1",1.693696,1.308261,1.185733,81,90,18,1.39589666666667,2.82944743025923
"ALDH1L1",0.363672,0.275458,0.238492,0.292540666666667,6,5,2,"Aldh1l1",32.015453,21.599019,24.448301,1078,1504,394,26.0209243333333,0.04783480574986
"ALDH1L2",0.174113,0.137701,0.026891,0.112901666666667,14,21,4,"Aldh1l2",3.911822,4.611893,4.506788,238,557,83,4.343501,0.208272004939583
"ALDH2",38.985731,34.457752,32.021821,35.1551013333333,918,847,669,"Aldh2",68.526416,62.281045,90.88717,1371,1912,534,73.8982103333333,0.482723167515293
"ALDH3A1",0,0.035059,0,0.0116863333333333,0,1,0,"Aldh3a1",0.202041,0.268795,0.272575,7,14,3,0.247803666666667,0.810773650021331
"ALDH3A2",83.916515,51.005104,42.09327,59.004963,1691,1418,1310,"Aldh3a2",30.301248,42.563414,29.168059,1008,1506,283,34.010907,1.71389341612887
"ALDH3B1",0.215259,0.251194,0.580203,0.348885333333333,17,17,14,"Aldh3b1",1.845273,2.168073,2.582027,72,110,32,2.19845766666667,0.42172993170771
"ALDH3B2",0,0,0,0,0,0,0,"Aldh3b2",0.068654,0.253813,0.075332,3,17,1,0.132599666666667,0.882924504951588
"ALDH3B2",0,0,0,0,0,0,0,"Aldh3b3",0.066037,0.103051,0,1,5,0,0.0563626666666667,0.946644586707595
"ALDH4A1",16.091227,14.236378,12.313582,14.213729,1111,876,692,"Aldh4a1",7.158391,6.806587,8.265608,522,779,173,7.41019533333333,1.80896262179563
"ALDH5A1",3.385817,8.035504,2.834501,4.75194066666667,246,238,168,"Aldh5a1",16.784322,14.359758,13.006761,2085,2654,508,14.716947,0.365970609092635
"ALDH6A1",4.066482,2.282981,1.973144,2.77420233333333,250,204,214,"Aldh6a1",25.316726,24.283108,21.991594,1519,2231,441,23.8638093333333,0.151795015909871
"ALDH7A1",156.150491,115.877195,117.350024,129.79257,852,714,639,"Aldh7a1",42.015984,48.006799,31.726222,1052,1616,368,40.5830016666667,3.14533739166898
"ALDH8A1",1.973945,1.89352,0.292725,1.38673,17,17,9,"Aldh8a1",0.059646,0.044962,0,3,4,0,0.0348693333333333,2.30631049072862
"ALDH9A1",31.358528,31.25721,25.597701,29.4044796666667,824,861,587,"Aldh9a1",19.385897,19.156391,19.335909,857,1296,297,19.2927323333333,1.49829402799166
"ALDOA",2589.019865,2131.424549,2169.654342,2296.69958533333,22044,17694,18082,"Aldoart1",0.048547,0.015978,0.077118,2,1,1,0.0472143333333333,2194.10631825449
"ALDOA",2589.019865,2131.424549,2169.654342,2296.69958533333,22044,17694,18082,"Aldoart2",0,0.02017,0,0,1,0,0.00672333333333333,2282.35455487605
"ALDOA",2589.019865,2131.424549,2169.654342,2296.69958533333,22044,17694,18082,"Aldoa",546.866843,486.929392,629.830958,13971,18645,5403,554.542397666667,4.13595721043776
"ALDOB",0.234879,0.199183,0.057365,0.163809,6,6,1,"Aldob",1.456873,0.691662,1.306508,37,30,7,1.151681,0.54088361611224
"ALDOC",24.639877,20.540509,19.423294,21.53456,764,619,583,"Aldoc",1621.725935,1552.526092,1776.127568,21712,30792,7900,1650.12653166667,0.0136479909733225
"ALG1",4.513467,4.842633,3.364197,4.240099,112,129,96,"Alg1",11.70913,13.485402,12.035439,309,378,118,12.4099903333333,0.390760833508928
"ALG10",0.172368,0.330183,0.220861,0.241137333333333,4,9,2,"Alg10b",3.983036,3.462228,2.610542,554,747,114,3.35193533333333,0.285192044060704
"ALG10B",0.398857,0.259484,0.215005,0.291115333333333,28,40,33,"Alg10b",3.983036,3.462228,2.610542,554,747,114,3.35193533333333,0.296676130144703
"ALG11",4.134385,1.791691,2.808169,2.911415,153,152,52,"Alg11",13.465941,9.735497,9.611747,853,960,216,10.9377283333333,0.327651533925285
"ALG12",5.192142,4.293435,2.45076,3.978779,196,155,118,"Alg12",6.29365,4.472744,6.415339,195,241,84,5.72724433333333,0.740091893991463
"ALG13",70.964744,38.792106,36.390042,48.7156306666667,426,336,302,"Alg13",6.306126,5.80394,3.888123,153,172,23,5.33272966666667,7.85058470573169
"ALG14",11.590344,2.792666,2.618942,5.66731733333333,122,100,82,"Alg14",20.680134,17.063807,24.919077,229,417,94,20.8876726666667,0.304615179277931
"ALG1L2",0,0,0,0,0,0,0,"Alg1",11.70913,13.485402,12.035439,309,378,118,12.4099903333333,0.0745712692658913
"ALG2",7.409787,6.951899,5.822761,6.728149,233,235,182,"Alg2",63.088805,49.870061,46.719125,2826,3312,851,53.225997,0.142517416507805
"ALG3",11.608373,11.057107,8.584718,10.4167326666667,162,153,158,"Alg3",5.729373,4.965922,5.598366,141,185,44,5.43122033333333,1.77520471620187
"ALG5",5.172008,5.927054,3.278011,4.79235766666667,100,106,69,"Alg5",7.760999,8.256533,10.847784,220,329,92,8.95510533333333,0.58184795365969
"ALG6",1.53222,1.52415,0.829703,1.29535766666667,35,33,19,"Alg6",5.286085,5.914684,4.521447,269,354,55,5.24073866666667,0.367802240931309
"ALG8",33.078802,37.23564,21.692844,30.6690953333333,256,302,199,"Alg8",4.012625,2.771246,6.330139,69,85,22,4.37133666666667,5.89594309548027
"ALG9",12.649706,15.972491,10.466024,13.029407,253,228,190,"Alg9",33.54756,40.350841,45.631813,254,379,68,39.8434046666667,0.343492593590018
"ALK",0.009665,0,0,0.00322166666666667,1,0,0,"Alk",1.746211,1.016835,1.033485,193,167,36,1.26551033333333,0.442823699325435
"ALKAL1",0,0,0,0,0,0,0,"Alkal1",0,0,0,0,0,0,0,1
"ALKAL2",0,0.097113,0,0.032371,0,1,0,"Alkal2",0,0,0,0,0,0,0,1.032371
"ALKBH1",4.325263,2.424107,1.617972,2.789114,111,97,58,"Alkbh1",5.854422,5.272786,4.872499,215,285,70,5.33323566666667,0.59829038416224
"ALKBH2",5.338183,6.169713,5.013227,5.507041,82,62,59,"Alkbh2",2.241963,2.226358,2.109134,35,55,11,2.192485,2.03823698466868
"ALKBH3",11.345233,12.48607,11.245197,11.6921666666667,115,109,102,"Alkbh3",18.895599,17.489202,28.694541,179,277,88,21.693114,0.559295946191724
"ALKBH4",5.049144,2.85456,3.091505,3.66506966666667,151,96,113,"Alkbh4",2.519286,2.326921,3.126564,71,98,30,2.65759033333333,1.27544892716708
"ALKBH5",28.321725,27.523161,26.594966,27.4799506666667,1572,1363,1236,"Alkbh5",11.621087,9.19908,11.939583,1258,1522,337,10.9199166666667,2.38927430980362
"ALKBH6",8.55216,10.942767,7.670948,9.05529166666667,127,134,103,"Alkbh6",28.474243,19.406978,37.149174,348,445,144,28.343465,0.342675674691679
"ALKBH7",36.648495,35.020329,29.256138,33.641654,399,319,306,"Alkbh7",9.11921,9.002395,8.713474,133,178,42,8.94502633333333,3.48331445678424
"ALKBH8",1.070503,0.713031,0.675869,0.819801,67,56,44,"Alkbh8",10.008185,5.460777,5.689908,673,806,130,7.05295666666667,0.225979236611646
"ALLC",0,0.097035,0.059728,0.0522543333333333,0,1,2,"Allc",0,0,0,0,0,0,0,1.05225433333333
"ALMS1",10.24326,7.37953,6.188354,7.937048,184,106,98,"Alms1",1.892936,1.530497,1.402149,327,355,56,1.60852733333333,3.42608945890542
"ALOX12",0.133725,0.117388,0.504773,0.251962,3,2,9,"Alox12",0.069305,0.139626,0.286324,4,13,5,0.165085,1.07456709167142
"ALOX12B",0.291425,0.162251,0,0.151225333333333,3,2,0,"Alox12b",0.234594,0.246315,0.738591,12,19,12,0.4065,0.818503614172295
"ALOX15",0.138451,0.036416,0.381451,0.185439333333333,8,2,2,"Alox15",0.019713,0.333222,0,1,5,0,0.117645,1.06065819945809
"ALOX15B",0.017612,0.037552,0,0.018388,1,2,0,"Alox8",3.446017,3.571172,2.89616,208,296,64,3.30444966666667,0.236589594225325
"ALOX5",0.059109,0.112697,0.924425,0.365410333333333,3,1,5,"Alox5",0.286299,0.826339,0.645696,9,25,5,0.586111333333333,0.860854030002938
"ALOX5AP",0,0,0,0,0,0,0,"Alox5ap",6.867063,6.818621,8.004824,46,72,21,7.23016933333333,0.121504182903001
"ALOXE3",0,0,0,0,0,0,0,"Aloxe3",1.532466,0.675121,1.169829,35,26,10,1.12580533333333,0.470409959143327
"ALPG",0,0,0,0,0,0,0,"Akp3",0,0,0,0,0,0,0,1
"ALPG",0,0,0,0,0,0,0,"Alpi",0,0,0,0,0,0,0,1
"ALPG",0,0,0,0,0,0,0,"Alppl2",0,0,0,0,0,0,0,1
"ALPI",0,0,0,0,0,0,0,"Alpi",0,0,0,0,0,0,0,1
"ALPI",0,0,0,0,0,0,0,"Alppl2",0,0,0,0,0,0,0,1
"ALPI",0,0,0,0,0,0,0,"Akp3",0,0,0,0,0,0,0,1
"ALPK1",0.472221,0.138482,0.253335,0.288012666666667,12,10,10,"Alpk1",1.839178,1.620471,0.952885,182,189,34,1.47084466666667,0.521284354311225
"ALPK2",72.714027,40.86153,32.745724,48.7737603333333,9289,5813,4736,"Alpk2",1.40435,1.638114,1.253586,26,34,5,1.43201666666667,20.4660440923513
"ALPK3",103.59781,44.609377,36.71073,61.6393056666667,11154,7098,6071,"Alpk3",0.048549,0.134772,0.02193,7,13,1,0.068417,58.6281439425493
"ALPL",0.091124,0.032574,0.097775,0.0738243333333333,3,1,3,"Alpl",4.792076,3.804749,4.252307,173,202,72,4.283044,0.203258639021998
"ALPP",0.032776,0,0,0.0109253333333333,2,0,0,"Alpi",0,0,0,0,0,0,0,1.01092533333333
"ALPP",0.032776,0,0,0.0109253333333333,2,0,0,"Alppl2",0,0,0,0,0,0,0,1.01092533333333
"ALPP",0.032776,0,0,0.0109253333333333,2,0,0,"Akp3",0,0,0,0,0,0,0,1.01092533333333
"ALS2",11.104254,6.920543,6.334719,8.11983866666667,1198,770,731,"Als2",6.580632,4.694106,4.081526,786,948,185,5.11875466666667,1.49047300692559
"ALS2CL",4.791277,3.984902,3.70468,4.16028633333333,334,229,219,"Als2cl",11.059054,13.74623,7.387182,585,1003,202,10.730822,0.439891282412548
"ALX3",0,0,0,0,0,0,0,"Alx3",0,0,0,0,0,0,0,1
"ALX4",0.00769,0,0,0.00256333333333333,1,0,0,"Alx4",0.087396,0.105867,0.054916,10,19,2,0.0827263333333333,0.92596190049871
"ALYREF",97.053612,115.2418,98.82736,103.707590666667,280,269,267,"Gm4303",0,0,0,0,0,0,0,104.707590666667
"ALYREF",97.053612,115.2418,98.82736,103.707590666667,280,269,267,"Gm5698",0,0,0,0,0,0,0,104.707590666667
"ALYREF",97.053612,115.2418,98.82736,103.707590666667,280,269,267,"Gm4302",0,0,0,0,0,0,0,104.707590666667
"ALYREF",97.053612,115.2418,98.82736,103.707590666667,280,269,267,"Alyref",16.069696,13.728432,21.821101,323,381,88,17.2064096666667,5.75113888919963
"ALYREF",97.053612,115.2418,98.82736,103.707590666667,280,269,267,"Alyref2",1.613926,1.233819,2.094917,37,44,15,1.647554,39.548802655835
"ALYREF",97.053612,115.2418,98.82736,103.707590666667,280,269,267,"Gm4301",0,0,0,0,0,0,0,104.707590666667
"AMACR",5.457509,4.84526,3.662822,4.655197,191,174,129,"Amacr",6.623366,4.34141,4.521247,140,163,42,5.16200766666667,0.917752347273397
"AMBN",0,0,0,0,0,0,0,"Ambn",0,0,0,0,0,0,0,1
"AMBP",0.052291,0.135405,0.138226,0.108640666666667,1,3,1,"Ambp",0,0,0,0,0,0,0,1.10864066666667
"AMBRA1",4.348576,4.659669,2.875896,3.96138033333333,322,272,215,"Ambra1",78.91789,46.617986,22.8958,1036,1338,248,49.4772253333333,0.0982894820499774
"AMD1",7.879581,7.871752,6.103857,7.28506333333333,403,402,295,"Amd1",37.806938,33.933443,31.425013,2377,3114,673,34.3884646666667,0.234117625937507
"AMD1",7.879581,7.871752,6.103857,7.28506333333333,403,402,295,"Amd2",0.146516,0.229881,0.5175,10,23,11,0.297965666666667,6.38311439670849
"AMDHD1",2.14025,0.344696,2.347355,1.610767,20,4,17,"Amdhd1",0.019797,0,0.062836,1,0,1,0.0275443333333333,2.54078283078135
"AMDHD2",11.055598,8.755988,6.632758,8.81478133333333,185,154,113,"Amdhd2",15.411993,10.909078,17.811275,229,287,86,14.710782,0.624716282953537
"AMELX",0,0,0,0,0,0,0,"Amelx",0,0,0,0,0,0,0,1
"AMER1",0.821371,0.655407,0.654158,0.710312,155,119,117,"Amer1",2.321186,1.72388,1.457616,445,492,88,1.83422733333333,0.603449123464808
"AMER2",0.005362,0.005114,0,0.003492,1,1,0,"Amer2",7.762035,6.424554,5.439088,1713,2195,381,6.54189233333333,0.133055731326846
"AMER3",0,0,0,0,0,0,0,"Amer3",2.9637,2.47503,2.434867,288,363,75,2.62453233333333,0.275897662935273
"AMFR",29.70119,20.11146,17.666709,22.4931196666667,615,477,524,"Amfr",92.569632,73.335655,74.982613,2752,3698,798,80.2959666666667,0.288982598152676
"AMH",2.646751,1.702482,2.248779,2.19933733333333,62,40,51,"Amh",0.612091,0.201187,0.49509,20,10,5,0.436122666666667,2.22776048842624
"AMIGO1",2.542253,1.827104,1.854758,2.074705,287,195,197,"Amigo1",15.153821,16.350195,13.255321,1443,1796,403,14.919779,0.193137417297062
"AMIGO2",0.578137,0.733753,0.425631,0.579173666666667,33,40,23,"Amigo2",3.468989,1.954669,3.558024,208,176,66,2.993894,0.395396990172164
"AMIGO3",0.553335,0,0.107865,0.2204,36,0,6,"Amigo3",1.283564,0.795566,0.70459,69,65,12,0.927906666666667,0.6330181959016
"AMMECR1",1.201502,1.067747,0.705163,0.991470666666667,96,106,69,"Ammecr1",0.439038,0.373671,0.207783,48,64,7,0.340164,1.48599027183738
"AMMECR1L",4.000701,3.499461,3.349551,3.616571,394,338,321,"Ammecr1l",9.114673,7.146991,6.679694,615,732,146,7.64711933333333,0.53388542727794
"AMN",0.033049,0.024263,0.073361,0.0435576666666667,2,1,2,"Amn",2.4035,1.302586,2.506327,41,31,15,2.07080433333333,0.339832028807219
"AMN1",2.716728,2.913017,1.902251,2.51066533333333,31,44,24,"Amn1",12.829329,15.828032,18.255946,205,348,77,15.637769,0.211005774472126
"AMOT",0.514903,0.541348,0.325477,0.460576,75,48,47,"Amot",8.199135,6.552046,5.252113,977,1193,224,6.66776466666667,0.190482632617746
"AMOTL1",0.720755,0.486584,0.51022,0.572519666666667,143,93,96,"Amotl1",5.611683,3.794474,3.013923,1061,1075,194,4.14002666666667,0.305936091122744
"AMOTL2",9.024298,6.349538,5.440585,6.93814033333333,608,481,385,"Amotl2",18.307337,14.27449,18.013541,545,828,203,16.8651226666667,0.444337297954555
"AMPD1",0,0,0,0,0,0,0,"Ampd1",0.636395,0.134681,0,7,4,0,0.257025333333333,0.795528915354663
"AMPD2",20.201797,13.881209,11.777282,15.2867626666667,491,409,319,"Ampd2",43.506609,32.767683,47.945495,1520,1749,522,41.4065956666667,0.384062017019412
"AMPD3",1.738649,1.238804,1.611106,1.52951966666667,71,50,57,"Ampd3",9.99448,9.962779,6.631676,587,848,169,8.86297833333333,0.256466108023151
"AMPH",0.846319,0.957411,0.428158,0.743962666666667,19,18,9,"Amph",42.595577,34.035075,35.926161,2824,3282,783,37.5189376666667,0.0452754611707749
"AMT",20.184859,17.047204,13.649249,16.9604373333333,444,361,330,"Amt",14.193132,12.861334,15.337022,425,563,145,14.130496,1.1870355957487
"AMTN",0,0,0,0,0,0,0,"Amtn",0,0,0,0,0,0,0,1
"AMZ1",0.201188,0.153268,0.008448,0.120968,8,1,1,"Amz1",1.58843,2.582755,2.059388,81,139,35,2.07685766666667,0.364322344885848
"AMZ2",45.44696,45.803927,39.23198,43.494289,563,542,450,"Amz2",27.78156,23.013675,25.296595,749,857,193,25.3639433333333,1.68769475937022
"ANAPC1",4.623434,3.509686,2.765658,3.632926,296,236,167,"Anapc1",22.637482,22.077889,23.78198,1765,2168,455,22.8324503333333,0.194395705653486
