"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"MCTP1",0.330494,0.118483,0.045506,0.164827666666667,13,4,2,"Mctp1",0.121108,0.18832,0.185715,12,17,8,0.165047666666667,0.999811166524517
"MCTP2",0.013734,0.038062,0.038676,0.0301573333333333,2,2,3,"Mctp2",0.015385,0,0.177649,3,0,3,0.0643446666666667,0.967879452583342
"MCU",7.563545,3.216338,3.780617,4.8535,150,121,130,"Mcu",2.173748,2.340578,2.652225,181,182,156,2.38885033333333,1.72728194645362
"MCUB",0.536836,0.64236,0.600586,0.593260666666667,10,18,14,"Mcub",1.138978,1.109269,1.252867,12,16,10,1.167038,0.735225070657121
"MCUR1",13.125192,17.825437,10.547425,13.8326846666667,339,366,232,"Mcur1",6.540605,7.830292,8.586489,824,846,724,7.652462,1.71427330933862
"MDC1",27.06707,12.286341,4.316113,14.556508,469,352,221,"Mdc1",0.807138,1.412522,1.439275,187,151,140,1.219645,7.00855677371832
"MDFI",2.239519,0.867968,1.320635,1.47604066666667,47,26,17,"Mdfi",0.078101,0.044327,0.113531,3,1,3,0.078653,2.29549323708984
"MDFIC",7.054628,4.969001,3.533209,5.18561266666667,158,123,119,"Mdfic",1.517183,1.420643,1.429097,151,128,107,1.455641,2.51894013280714
"MDGA1",0.203294,0.142663,0.755239,0.367065333333333,3,5,5,"Mdga1",2.810771,3.360888,9.842545,126,132,132,5.338068,0.215691174871165
"MDGA2",0.273645,0.404064,0.060711,0.24614,20,19,6,"Mdga2",0.153469,0.990538,0.249907,9,12,5,0.464638,0.850817744726001
"MDH1",762.464057,799.091733,602.946485,721.500758333333,10823,10722,7711,"Mdh1",641.801868,692.71373,769.718077,17159,17328,15219,701.411225,1.02860081476251
"MDH1B",0.476435,0.834258,0.456605,0.589099333333333,16,21,17,"Mdh1b",0,0,0,0,0,0,0,1.58909933333333
"MDH2",254.246904,218.476571,212.539165,228.42088,4331,3898,3458,"Mdh2",452.103484,479.828891,498.091694,10209,9769,8381,476.674689666667,0.480286866696026
"MDK",123.705918,119.144695,103.141641,115.330751333333,1410,1346,1265,"Mdk",0.356469,0.265722,0.430814,7,5,6,0.351001666666667,86.1070376177676
"MDM1",5.452997,6.268576,3.83929,5.18695433333333,112,104,69,"Mdm1",1.95553,0.825383,0.851362,56,40,31,1.21075833333333,2.79856655521672
"MDM2",25.181702,35.751835,10.055579,23.6630386666667,649,680,444,"Mdm2",11.636166,12.328483,13.66725,475,486,405,12.5439663333333,1.82096130924129
"MDM4",10.446865,4.971235,5.278027,6.898709,617,555,363,"Mdm4",4.711926,4.554085,3.413679,527,425,265,4.22656333333333,1.51126246756154
"MDN1",5.759037,5.13967,3.65308,4.85059566666667,436,280,189,"Mdn1",1.533612,2.542224,1.177145,238,273,181,1.75099366666667,2.12672087818935
"ME1",7.901363,6.311764,5.279168,6.49743166666667,450,377,314,"Me1",19.585245,16.773087,21.892868,1568,1370,1254,19.4170666666667,0.367213948461418
"ME2",12.0708,11.325536,8.044389,10.4802416666667,525,490,361,"Me2",1.079185,1.157709,1.098788,90,90,66,1.111894,5.43599331532106
"ME3",4.20641,2.295884,2.818241,3.106845,131,94,102,"Me3",20.255964,21.742984,24.336444,737,732,631,22.1117973333333,0.177694747871332
"MEA1",28.894127,27.35986,23.85364,26.7025423333333,519,471,400,"Mea1",5.933838,7.22733,8.376126,122,133,117,7.179098,3.3869923472409
"MEAF6",14.339407,13.841128,10.423843,12.868126,269,305,228,"Meaf6",4.6049,4.92097,6.882259,93,95,92,5.46937633333333,2.14365733038976
"MEAK7",4.957261,1.600351,1.760454,2.77268866666667,190,139,133,"Meak7",2.272748,1.545326,2.442864,161,127,124,2.08697933333333,1.22212955102388
"MECOM",0.658051,0.474252,0.474746,0.535683,13,11,12,"Mecom",2.131841,1.845061,1.254997,136,129,130,1.74396633333333,0.559658105620586
"MECP2",25.911352,9.434345,27.86932,21.0716723333333,649,484,398,"Mecp2",2.000304,1.971261,2.01547,623,569,459,1.99567833333333,7.36783789091731
"MECR",24.388413,26.144252,20.522554,23.685073,314,279,212,"Mecr",8.10387,8.82089,8.475088,133,122,100,8.466616,2.6075920899295
"MED1",2.834838,2.508825,2.236345,2.52666933333333,421,310,266,"Med1",4.559199,6.11265,5.539547,481,492,353,5.40379866666667,0.550715210909192
"MED11",12.621678,11.949434,11.439996,12.0037026666667,172,144,141,"Med11",1.050636,1.169929,1.819603,25,26,31,1.34672266666667,5.54121833456247
"MED12",10.872672,4.485697,6.299302,7.21922366666667,347,189,156,"Med12",2.838127,2.210397,2.172212,320,267,212,2.406912,2.41251422598138
"MED12L",3.042706,3.83052,0.731461,2.53489566666667,88,54,41,"Med12l",0.31732,0.35899,0.458899,108,112,111,0.378403,2.56448634156097
"MED13",10.252527,11.066235,15.510288,12.27635,336,253,191,"Med13",3.50269,2.53388,3.812949,834,683,674,3.283173,3.09965299090184
"MED13L",5.605787,5.376575,2.384955,4.45577233333333,372,222,179,"Med13l",1.269848,1.279232,1.327585,397,370,297,1.29222166666667,2.38012423173152
"MED14",19.175045,17.651675,13.631711,16.819477,849,682,469,"Med14",2.212046,2.034246,2.213444,349,343,281,2.15324533333333,5.65115464110203
"MED15",22.492434,16.217728,13.368561,17.3595743333333,955,762,691,"Med15",5.059744,5.041267,3.5652,182,198,151,4.55540366666667,3.30481373360748
"MED16",14.747017,15.757939,11.798018,14.1009913333333,340,277,216,"Med16",3.750271,4.571022,4.473067,328,328,310,4.26478666666667,2.86830070987365
"MED17",13.403656,11.890533,9.625507,11.6398986666667,312,280,233,"Med17",3.663852,3.814203,4.300921,115,114,104,3.92632533333333,2.56578642525707
"MED18",15.8039,3.954833,4.538164,8.09896566666667,140,131,126,"Med18",0.384696,0.207633,0.31986,17,10,10,0.304063,6.9773973087701
"MED19",5.272817,5.034293,4.405774,4.90429466666667,120,103,94,"Med19",2.228089,2.216401,3.268566,108,105,103,2.57101866666667,1.65339227200903
"MED20",4.674414,4.339173,3.883915,4.29916733333333,218,213,138,"Med20",2.211053,2.34036,1.760102,155,173,101,2.10383833333333,1.70729489239936
"MED20",4.674414,4.339173,3.883915,4.29916733333333,218,213,138,"Gm20517",0.263408,0.273628,0.25974,12,3,3,0.265592,4.18710558642385
"MED21",10.896654,7.433379,6.591498,8.307177,165,193,116,"Med21",7.038499,7.731092,7.625319,132,126,95,7.46497,1.09949320552819
"MED22",8.299864,4.293852,6.318619,6.30411166666667,336,283,269,"Med22",3.056381,3.107676,4.164408,165,181,141,3.44282166666667,1.64402539977409
"MED23",4.986996,3.268641,2.448737,3.56812466666667,246,153,122,"Med23",2.159952,2.10509,2.464513,195,152,127,2.243185,1.408530400414
"MED24",53.347693,48.385903,36.050055,45.9278836666667,752,581,405,"Med24",9.085617,13.609396,12.559745,404,374,349,11.751586,3.68016054368975
"MED25",15.016101,10.496941,8.788174,11.4337386666667,728,525,446,"Med25",11.229188,15.731175,15.497085,476,521,440,14.1524826666667,0.820574353404089
"MED26",1.202703,1.164271,1.568239,1.31173766666667,77,58,64,"Med26",0.884403,1.001288,0.934236,87,98,65,0.939975666666667,1.1916323005426
"MED27",10.941598,8.196568,7.213068,8.78374466666667,210,200,166,"Med27",2.525132,2.797914,5.305891,67,63,59,3.542979,2.1535967185115
"MED28",16.617858,7.914385,6.039418,10.1905536666667,367,308,253,"Med28",10.597078,11.079953,12.3355,200,194,177,11.3375103333333,0.907034998498211
"MED29",12.36153,8.765529,6.143946,9.090335,534,453,388,"Med29",2.595376,3.063376,3.043137,99,109,83,2.90062966666667,2.58684773031089
"MED30",1.745466,2.994441,2.429881,2.38992933333333,19,23,20,"Med30",2.876922,3.564843,2.709912,61,71,47,3.050559,0.836904075050711
"MED31",5.530867,7.787975,6.405704,6.57484866666667,43,63,50,"Med31",1.123372,1.027886,1.513792,36,30,34,1.22168333333333,3.40950870586117
"MED4",21.882325,17.558599,18.846605,19.4291763333333,306,305,238,"Med4",4.677828,4.945434,4.245616,177,172,116,4.62295933333333,3.63317163121341
"MED6",11.748279,8.129173,6.54204,8.80649733333333,190,147,143,"Med6",3.983452,4.186279,2.132887,62,61,34,3.434206,2.21155655225159
"MED7",3.408911,3.29686,1.866336,2.857369,98,98,56,"Med7",6.536262,3.383469,7.242072,110,91,83,5.720601,0.573961912037331
"MED8",10.072002,10.502396,9.385874,9.98675733333333,291,286,233,"Med8",7.403556,8.179756,6.539104,130,141,88,7.37413866666667,1.31198655415944
"MED9",6.86037,6.133154,5.003201,5.99890833333333,329,266,233,"Med9",2.684911,3.707487,3.626912,162,213,157,3.33977,1.61273715734551
"MEDAG",0.216558,0.44147,0.046682,0.234903333333333,8,2,2,"Medag",1.759611,1.720925,2.028698,154,146,130,1.83641133333333,0.435375264095452
"MEF2A",47.119257,34.998846,40.657227,40.92511,3050,2366,2255,"Mef2a",13.758338,18.29239,20.70807,1956,1898,1917,17.586266,2.25570375458955
"MEF2C",19.951484,3.613367,13.387334,12.317395,280,268,189,"Mef2c",7.157864,7.480421,10.957546,734,742,683,8.53194366666667,1.39713320448705
"MEF2D",11.228984,7.91526,7.397948,8.84739733333333,1111,865,848,"Mef2d",17.771995,17.441863,20.703873,1587,1352,1237,18.6392436666667,0.501414285624815
"MEFV",0.051215,0.120658,0.109755,0.093876,1,3,4,"Mefv",0,0,0,0,0,0,0,1.093876
"MEGF10",0.042757,0.064513,0.022645,0.043305,3,6,1,"Megf10",0.02263,0.064662,0.042233,6,16,8,0.043175,1.00012461955089
"MEGF11",0.174113,0,0.197784,0.123965666666667,1,0,3,"Megf11",0.052513,0.3635,0.073047,9,16,10,0.16302,0.966419895329974
"MEGF6",1.805662,0.841581,1.036368,1.22787033333333,107,66,66,"Megf6",0.585483,0.297251,0.298251,42,37,25,0.393661666666667,1.59857330270259
"MEGF8",92.755133,60.847236,70.062102,74.5548236666667,2092,1482,1348,"Megf8",1.922106,1.766858,2.118041,553,577,469,1.93566833333333,25.7368391411155
"MEGF9",1.345142,1.093197,1.020411,1.15291666666667,167,137,127,"Megf9",0.785725,0.963023,1.093937,207,240,204,0.947561666666667,1.10544210410111
"MEI1",0.539438,1.449804,0.362876,0.784039333333333,5,10,4,"Mei1",0,0,0,0,0,0,0,1.78403933333333
"MEI4",0,0,0,0,0,0,0,"Mei4",0.026139,0,0,2,0,0,0.008713,0.99136226062319
"MEIG1",0.566669,0,0.218884,0.261851,4,0,1,"Meig1",0.811832,1.040321,1.136124,7,7,7,0.996092333333333,0.632160636523661
"MEIKIN",0,0,0,0,0,0,0,"Meikin",0,0,0,0,0,0,0,1
"MEIOB",0.031476,0.205471,0.092378,0.109775,1,4,3,"Meiob",0,0.081662,0.081016,0,4,3,0.054226,1.05269173782472
"MEIOC",0.54305,0.025459,0.039228,0.202579,12,2,3,"Meioc",0.006658,0,0,1,0,0,0.00221933333333333,1.19991598645406
"MEIOSIN",0,0.018901,0,0.00630033333333333,0,1,0,"Meiosin",0,0.018062,0,0,1,0,0.00602066666666667,1.0002779929637
"MEIS1",14.427504,8.967627,6.778055,10.0577286666667,328,295,211,"Meis1",2.023655,2.551276,2.312253,167,152,124,2.295728,3.35517028913389
"MEIS2",38.156363,19.520144,27.730528,28.4690116666667,863,731,594,"Meis2",9.616549,8.11995,10.723363,193,185,158,9.48662066666667,2.81015329946457
"MEIS3",1.197645,1.453728,1.127284,1.25955233333333,33,23,28,"Meis3",1.156918,1.347389,1.547872,34,40,30,1.35072633333333,0.96121454092416
"MELK",3.893772,3.282457,2.578279,3.25150266666667,130,131,100,"Melk",0.289399,0.154521,0,4,6,0,0.147973333333333,3.70348556296314
"MELTF",10.455811,4.963793,15.447755,10.2891196666667,377,215,317,"Meltf",0.00691,0,0,1,0,0,0.00230333333333333,11.263176816067
"MEMO1",34.093077,24.988521,29.43696,29.506186,599,538,467,"Memo1",10.719807,14.798257,12.919697,402,469,315,12.812587,2.20857874053572
"MEN1",3.499032,2.818472,2.531222,2.94957533333333,220,157,142,"Men1",3.123003,3.528037,2.436649,114,97,92,3.02922966666667,0.980230877879138
"MEOX1",0,0,0,0,0,0,0,"Meox1",1.283172,1.161262,1.849662,92,78,95,1.43136533333333,0.411291543187806
"MEOX2",0,0,0,0,0,0,0,"Meox2",1.770911,1.779216,2.376547,138,131,132,1.975558,0.336071419209439
"MEP1B",0.373632,0.569912,0.399268,0.447604,2,3,3,"Mep1b",0.017734,0,0,0,0,0,0.00591133333333333,1.43909701782861
"MEPCE",5.643579,4.793202,4.582689,5.00649,261,237,222,"Mepce",9.255999,7.409795,11.400367,214,249,194,9.355387,0.580035299501602
"MEPE",0,0,0,0,0,0,0,"Mepe",0,0,0,0,0,0,0,1
"MERTK",1.207457,0.541815,0.783692,0.844321333333333,33,17,17,"Mertk",0.886943,0.928382,0.603471,110,104,56,0.806265333333333,1.02106888688926
"MESD",6.226733,6.073026,4.391071,5.56361,460,429,355,"Mesd",9.343198,10.05507,11.207811,365,338,294,10.2020263333333,0.585930599044298
"MESP1",1.588723,0.870595,0.315731,0.925016333333333,11,8,14,"Mesp1",0,0,0,0,0,0,0,1.92501633333333
"MESP2",0.104981,0.222221,0.223895,0.183699,1,2,4,"Mesp2",0,0,0,0,0,0,0,1.183699
"MEST",23.30022,4.847637,7.515298,11.8877183333333,203,192,193,"Mest",1.045173,2.466864,0.9565,63,74,53,1.48951233333333,5.17680437279751
"MET",1.312155,0.477663,0.435678,0.741832,86,66,59,"Met",0.507762,0.066696,0.069292,15,14,11,0.214583333333333,1.43409838765009
"METAP1",23.691985,31.204415,25.387838,26.7614126666667,897,850,649,"Metap1",8.16477,8.257408,10.259619,440,421,344,8.89393233333333,2.80590282320171
"METAP1D",4.041314,2.656404,1.788299,2.82867233333333,55,48,49,"Metap1d",7.902991,7.430129,8.087763,351,283,262,7.806961,0.434732518212961
"METAP2",105.692485,63.505003,98.674578,89.2906886666667,643,576,509,"Metap2",55.335378,61.207942,55.527875,950,949,773,57.357065,1.54721092753151
"METRN",12.845746,15.1974,12.417514,13.4868866666667,212,195,163,"Metrn",6.620458,7.140655,8.30597,168,179,143,7.35569433333333,1.73377412920363
"METRNL",20.668838,20.864645,17.470368,19.6679503333333,265,230,230,"Metrnl",2.596344,2.482539,2.988772,85,76,64,2.68921833333333,5.60225729840693
"METTL1",4.282459,6.573745,5.379628,5.411944,60,71,41,"Mettl1",1.285205,1.18971,1.715783,65,50,58,1.39689933333333,2.6750994131585
"METTL11B",1.211367,0.635191,0.573753,0.806770333333333,30,25,22,"Mettl11b",0.212684,0.39782,0.320018,9,14,12,0.310174,1.37903082593101
"METTL14",9.477776,4.108536,3.936041,5.84078433333333,193,142,138,"Mettl14",1.992716,2.40718,3.128267,175,184,146,2.50938766666667,1.94928146534205
"METTL15",3.184992,2.420369,1.808688,2.47134966666667,171,138,110,"Mettl15",1.615643,1.047764,1.940104,77,50,79,1.53450366666667,1.36963686907272
"METTL16",4.743972,7.759548,5.272436,5.92531866666667,338,307,252,"Mettl16",2.788102,1.844258,2.587465,237,216,200,2.40660833333333,2.0329072171001
"METTL17",67.755684,36.006873,72.754288,58.8389483333333,507,413,376,"Mettl17",6.755553,17.300343,14.11762,86,91,71,12.7245053333333,4.36000765637795
"METTL18",1.845293,1.337448,1.191165,1.45796866666667,33,33,24,"Mettl18",0.633018,0.594267,0.667187,24,21,20,0.631490666666667,1.50657844196473
"METTL21A",5.090925,4.274989,3.76754,4.377818,155,122,123,"Mettl21a",1.495417,1.62918,0.792437,66,64,36,1.305678,2.33242369489582
"METTL21C",0,0,0,0,0,0,0,"Mettl21c",0,0,0,0,0,0,0,1
"METTL22",37.485903,34.209282,39.806124,37.167103,233,166,122,"Mettl22",7.911434,8.475619,10.614829,171,176,161,9.00062733333333,3.81647088006012
"METTL23",15.782144,18.703712,11.32388,15.269912,226,218,150,"Mettl23",7.541193,8.345357,8.38875,184,199,140,8.09176666666667,1.78952150847103
"METTL24",0.215595,0.118391,0.174208,0.169398,4,2,3,"Mettl24",0.162905,0.113136,0.268909,7,5,8,0.18165,0.989631447552151
"METTL25",3.768638,5.22756,5.085552,4.69391666666667,35,55,45,"Mettl25",0.387884,0.600524,0.93995,23,26,28,0.642786,3.46601241224765
"METTL26",25.284952,24.876495,23.664881,24.608776,253,265,250,"Mettl26",5.034954,3.393203,6.42492,69,55,65,4.95102566666667,4.30325416733485
"METTL27",0.651061,0.868445,0.636968,0.718824666666667,11,9,10,"Mettl27",0.111138,0.095225,0.614554,5,5,7,0.273639,1.34953834380595
"METTL2A",6.690782,6.444646,6.235791,6.457073,270,220,244,"Mettl2",2.132546,1.296699,1.735028,70,63,53,1.72142433333333,2.74013607825216
"METTL2B",7.324289,6.677871,5.421856,6.474672,280,252,215,"Mettl2",2.132546,1.296699,1.735028,70,63,53,1.72142433333333,2.74660291246998
"METTL3",16.221687,13.833082,11.74684,13.9338696666667,575,483,413,"Mettl3",5.342784,4.323434,1.467767,112,83,63,3.71132833333333,3.1697790113687
"METTL4",3.101027,1.49443,1.19855,1.93133566666667,66,62,44,"Mettl4",0.898825,1.025378,0.81836,155,145,116,0.914187666666667,1.53137318650226
"METTL5",133.243526,149.691737,125.485755,136.140339333333,261,318,205,"Mettl5",3.759125,6.038257,6.972923,100,87,82,5.59010166666667,20.8100491115337
"METTL6",5.263252,4.392764,2.751095,4.13570366666667,121,112,87,"Mettl6",2.553753,3.998598,5.737975,86,78,73,4.09677533333333,1.0076378358447
"METTL7A",1.384949,0.972986,0.986672,1.114869,58,52,32,"Mettl7a2",0.020994,0.023848,0,1,1,0,0.0149473333333333,2.0837228992506
"METTL7A",1.384949,0.972986,0.986672,1.114869,58,52,32,"Methig1",0.023464,0,0,1,0,0,0.00782133333333333,2.09845627399566
"METTL7A",1.384949,0.972986,0.986672,1.114869,58,52,32,"Mettl7a1",13.589913,9.883944,12.840026,430,364,331,12.1046276666667,0.161383371874002
"METTL7A",1.384949,0.972986,0.986672,1.114869,58,52,32,"Mettl7a3",0,0.022193,0,0,1,0,0.00739766666666667,2.09933879140081
"METTL8",2.225887,2.693989,2.231683,2.383853,93,68,71,"Mettl8",1.038542,0.934157,0.93069,46,30,39,0.967796333333333,1.71961546155945
"METTL9",32.387599,29.953206,23.204966,28.515257,604,630,507,"Mettl9",16.907867,20.825558,21.350104,525,595,478,19.6945096666667,1.42623611167464
"MEX3A",1.474148,1.134652,0.86312,1.15730666666667,209,152,116,"Mex3a",0.063222,0.038114,0.044513,12,7,6,0.0486163333333333,2.05728882727683
"MEX3B",0.393342,0.262872,0.27194,0.309384666666667,26,16,17,"Mex3b",0.201129,0.193763,0.19546,21,20,14,0.196784,1.09408603947468
"MEX3C",4.28913,2.539608,3.04843,3.29238933333333,195,179,148,"Mex3c",1.512565,1.520999,1.906047,164,161,146,1.646537,1.6218890320949
"MEX3D",2.246387,1.383407,1.822283,1.817359,91,49,62,"Mex3d",0.869756,0.737068,0.929685,60,62,41,0.845503,1.52660765113901
"MFAP1",7.102162,6.909048,8.534178,7.51512933333333,286,270,259,"Mfap1b",4.475055,3.871382,4.450048,486,391,347,4.265495,1.61715647500061
"MFAP1",7.102162,6.909048,8.534178,7.51512933333333,286,270,259,"Mfap1a",3.909188,3.708818,3.615522,528,467,351,3.74450933333333,1.7947333928735
"MFAP2",3.923316,4.190507,3.95024,4.02135433333333,70,61,48,"Mfap2",0.534898,0.471064,1.020782,15,14,16,0.675581333333333,2.99678340492374
"MFAP3",8.072885,2.22753,1.851909,4.05077466666667,193,92,79,"Mfap3",2.247025,1.39043,2.445284,187,187,152,2.02757966666667,1.6682549173768
"MFAP3L",0.440694,0.614601,0.486629,0.513974666666667,25,19,15,"Mfap3l",0.955288,1.025034,1.14892,190,190,173,1.04308066666667,0.741025399225549
"MFAP4",5.845115,5.395656,4.070425,5.103732,152,109,105,"Mfap4",3.783472,3.424939,3.835221,105,93,72,3.68121066666667,1.30387893957916
"MFAP5",0.203059,0.347754,0,0.183604333333333,2,2,0,"Mfap5",8.890002,8.864422,9.442205,161,139,124,9.065543,0.11758971506389
"MFF",53.193098,58.685111,39.084124,50.3207776666667,849,809,629,"Mff",48.022123,43.197329,55.225158,1027,947,829,48.81487,1.03023008323954
"MFGE8",230.446782,174.239332,152.749538,185.811884,5288,4327,3822,"Mfge8",12.441167,17.48071,16.431518,822,923,718,15.4511316666667,11.3555643335175
"MFHAS1",3.70161,4.420484,3.002627,3.70824033333333,234,239,171,"Mfhas1",3.862538,3.980847,4.740947,710,631,579,4.19477733333333,0.906341125176235
"MFN1",21.446166,7.958786,6.608798,12.0045833333333,480,431,310,"Mfn1",463.065416,454.118632,400.920566,3496,3326,2647,439.368204666667,0.0295311586883913
"MFN2",124.103245,82.05887,73.903979,93.3553646666667,4893,3640,2984,"Mfn2",76.952136,88.60237,116.265654,8164,8140,7024,93.9400533333333,0.993841496332282
"MFNG",0.376334,0.609096,0.587373,0.524267666666667,5,5,6,"Mfng",2.458994,1.193922,1.60482,77,64,62,1.75257866666667,0.553759892541975
"MFRP",0,0,0,0,0,0,0,"Mfrp",0,0.057313,0.027726,0,2,1,0.0283463333333333,0.972435032425846
"MFSD1",8.667178,6.365009,4.660991,6.56439266666667,185,218,120,"Mfsd1",5.633601,4.110878,4.171098,254,206,164,4.63852566666667,1.34155506489669
"MFSD10",13.214943,16.828081,11.127511,13.7235116666667,368,393,292,"Mfsd10",9.90699,8.852306,11.345847,47,37,39,10.0350476666667,1.33424993814405
"MFSD11",12.049631,12.020001,9.769708,11.27978,349,348,258,"Mfsd11",6.249549,8.692168,10.157923,224,216,165,8.36654666666667,1.31102533697941
"MFSD12",16.629746,13.651944,12.864575,14.3820883333333,372,282,259,"Mfsd12",0.617891,0.630971,0.903623,82,88,78,0.717495,8.95611826138261
"MFSD13A",0.856558,0.872913,0.771608,0.833693,11,17,11,"Mfsd13a",0.341963,1.000143,0.473753,23,15,13,0.605286333333333,1.14228406604097
"MFSD14A",4.0442,2.785963,3.398868,3.409677,191,137,166,"Mfsd14a",2.57737,2.425161,2.28296,234,163,147,2.428497,1.28618371257143
"MFSD14B",6.438151,7.07299,4.874038,6.128393,376,357,255,"Mfsd14b",2.659144,3.312737,4.13271,204,225,168,3.368197,1.6318845052089
"MFSD2A",0.292555,0.159809,0.817402,0.423255333333333,11,6,10,"Mfsd2a",0,0,0,0,0,0,0,1.42325533333333
"MFSD2B",0.773432,0.147839,0.956328,0.625866333333333,11,3,11,"Mfsd2b",0.076515,0.233406,0.156331,8,15,3,0.155417333333333,1.40716803048365
"MFSD3",8.093217,9.292324,6.86374,8.08309366666667,241,222,185,"Mfsd3",2.872414,4.613094,3.865801,42,37,30,3.78376966666667,1.89873139795123
"MFSD4A",0.21268,0.271852,0.280206,0.254912666666667,5,12,9,"Mfsd4a",3.845398,3.717862,14.009904,216,206,168,7.19105466666667,0.153205260828439
"MFSD4B",5.831532,3.447034,1.617491,3.632019,275,202,151,"Mfsd4b1",0.87848,0.565952,0.587628,47,40,32,0.677353333333333,2.76150463229771
"MFSD4B",5.831532,3.447034,1.617491,3.632019,275,202,151,"Mfsd4b5",0.134354,0.262323,0.2634,13,24,13,0.220025666666667,3.79665701022137
"MFSD5",8.106762,3.892519,6.854901,6.28472733333333,148,134,109,"Mfsd5",2.615907,2.077131,2.860475,145,112,112,2.51783766666667,2.07079689957268
"MFSD6",1.23299,1.8761,1.179992,1.429694,80,69,59,"Mfsd6",2.013868,2.084273,1.993872,274,282,196,2.030671,0.801701669366289
"MFSD6L",0,0,0,0,0,0,0,"Mfsd6l",0.044538,0.031732,0,3,2,0,0.0254233333333333,0.975206987683136
