"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"B4GALT5",6.898956,5.595357,5.244285,5.912866,697,549,510,"B4galt5",27.976812,22.370154,23.933013,683,975,895,24.759993,0.268356672301891
"B4GALT7",6.515263,7.754001,4.948018,6.40576066666667,170,171,120,"B4galt7",6.915525,9.325074,10.017751,195,443,510,8.75278333333333,0.759348425321319
"B4GAT1",8.260805,7.182392,7.404954,7.61605033333333,343,283,292,"B4gat1",37.453174,43.905342,43.266054,1069,2295,2295,41.5415233333333,0.202532717642065
"B9D1",11.504558,9.112227,8.662795,9.75986,141,121,113,"B9d1",16.150919,18.206096,15.538479,86,147,149,16.6318313333333,0.610251981009951
"B9D2",2.219996,1.791117,1.832316,1.94780966666667,32,25,30,"B9d2",22.2051,27.765169,29.707203,105,226,229,26.5591573333333,0.106962982612724
"BAALC",0.182318,0.809949,1.040548,0.677605,6,10,8,"Baalc",72.800005,67.374367,66.96109,2717,4416,4441,69.045154,0.0239503363787308
"BAAT",0.198269,0.240236,0.546335,0.32828,7,10,13,"Baat",0,0.104977,0.1036,0,5,3,0.0695256666666667,1.24193372950065
"BABAM1",92.95119,92.380137,84.784493,90.0386066666667,713,649,589,"Babam1",247.970543,328.411478,332.939396,501,1353,1432,303.107139,0.299363595889364
"BABAM2",19.473713,16.31004,16.267934,17.3505623333333,504,416,361,"Babam2",49.37956,59.937159,57.313537,337,681,649,55.5434186666667,0.324539314495876
"BACE1",11.372317,5.818225,5.226793,7.472445,681,462,483,"Bace1",56.158922,38.29702,37.14162,1776,1607,1543,43.865854,0.188839490272491
"BACE2",5.224815,10.378657,1.646216,5.749896,81,65,56,"Bace2",2.340654,9.730054,9.057768,62,100,113,7.04282533333333,0.839244384933387
"BACH1",8.008405,1.996798,1.439624,3.81494233333333,189,129,105,"Bach1",2.954668,1.129142,1.265623,215,179,198,1.78314433333333,1.73003687795327
"BACH2",1.109939,1.139572,0.656317,0.968609333333333,208,150,123,"Bach2",3.917185,0.1321,0.787211,169,31,41,1.61216533333333,0.753631214767416
"BAD",56.743382,59.631664,51.163281,55.846109,398,367,301,"Bad",22.112699,33.768687,38.446509,167,462,518,31.4426316666667,1.75220400071326
"BAG1",58.771344,50.277661,45.948579,51.6658613333333,1227,999,920,"Bag1",62.644791,69.448042,73.818727,932,1877,2030,68.6371866666667,0.756289331236625
"BAG2",2.975747,3.086976,2.285932,2.782885,299,347,256,"Bag2",4.832953,6.490632,8.129818,89,218,204,6.48446766666667,0.505431403872277
"BAG3",34.507788,30.919814,28.886879,31.4381603333333,1859,1565,1483,"Bag3",2.821256,1.398932,2.016952,102,95,140,2.07904666666667,10.5351311120109
"BAG4",1.530273,0.906745,0.912931,1.11664966666667,99,57,65,"Bag4",18.832143,17.835773,13.130592,1075,1431,1169,16.5995026666667,0.120267584076429
"BAG5",3.662251,2.916508,2.428328,3.00236233333333,351,282,230,"Bag5",15.484597,13.699619,13.262788,452,707,669,14.1490013333333,0.264199747908575
"BAG6",184.084365,164.089048,128.268092,158.813835,2934,2251,1897,"Bag6",94.577221,70.958676,75.549988,2048,2714,2742,80.3619616666667,1.96423281501919
"BAHCC1",2.080527,1.644232,1.997491,1.90741666666667,170,124,114,"Bahcc1",3.378938,1.061572,0.945523,323,130,176,1.79534433333333,1.04009249665485
"BAHD1",4.138919,3.282199,2.542435,3.32118433333333,358,254,243,"Bahd1",9.114748,3.62532,3.303879,598,455,425,5.34798233333333,0.68071776297214
"BAIAP2",8.476986,8.637408,7.769202,8.294532,169,167,113,"Baiap2",92.742785,58.238249,42.118674,2230,2876,2083,64.3665693333333,0.142190910350565
"BAIAP2L1",1.355975,0.675886,0.890203,0.974021333333333,85,50,65,"Baiap2l1",0.804593,0.412386,0.381815,25,35,25,0.532931333333333,1.28774282996803
"BAIAP2L2",0.555964,0.702393,0.431441,0.563266,13,15,10,"Baiap2l2",0.528348,6.198439,4.835273,11,27,32,3.85402,0.322055945381354
"BAIAP3",1.866761,0.492196,3.75874,2.03923233333333,34,16,35,"Baiap3",27.739922,22.580917,19.542045,678,1104,1207,23.287628,0.125135000146302
"BAK1",19.891207,17.927564,16.684893,18.167888,916,782,721,"Bak1",3.522375,4.754773,4.586916,97,234,232,4.28802133333333,3.62477508915748
"BAMBI",38.606603,37.703289,31.775101,36.028331,1167,1089,931,"Bambi",0.717276,0.639853,0.778754,55,86,104,0.711961,21.6291907350693
"BANF2",0,0,0,0,0,0,0,"Banf2",0,0,0,0,0,0,0,1
"BANK1",0.023735,0,0.048448,0.024061,1,0,2,"Bank1",0.323014,0.469804,0.25876,16,19,22,0.350526,0.75826825992243
"BANP",6.172217,2.629901,2.128035,3.64338433333333,98,76,81,"Banp",13.233929,18.975853,16.314049,253,432,374,16.1746103333333,0.270363300430824
"BAP1",22.085926,17.095388,11.811623,16.9976456666667,814,636,523,"Bap1",45.818843,48.163554,36.513173,1471,2900,2851,43.4985233333333,0.404454896892833
"BARD1",46.338401,13.833477,26.015955,28.7292776666667,106,122,72,"Bard1",0.092956,0.085817,0.094553,8,13,14,0.0911086666666667,27.2468532006894
"BARHL1",0,0,0,0,0,0,0,"Barhl1",0.412257,0.905349,1.562427,11,32,58,0.960011,0.510201218258469
"BARHL2",0,0,0,0,0,0,0,"Barhl2",0.188533,0.384521,0.377845,6,23,23,0.316966333333333,0.759320853304526
"BARX1",0.037195,0,0,0.0123983333333333,1,0,0,"Barx1",0,0,0,0,0,0,0,1.01239833333333
"BARX2",0.186357,0.094381,0.023813,0.101517,8,4,1,"Barx2",1.36832,1.418725,1.39847,35,68,69,1.39517166666667,0.459890627185386
"BASP1",1.680703,1.038781,0.89182,1.203768,25,33,21,"Basp1",182.271044,165.945975,142.398584,3600,6304,5603,163.538534333333,0.0133936284830121
"BATF",0,0,0,0,0,0,0,"Batf",0.266703,0.047964,0.094515,3,1,2,0.136394,0.879976487028266
"BATF2",0,0,0.052349,0.0174496666666667,0,0,2,"Batf2",0,0.11104,0.117381,0,2,4,0.0761403333333333,0.945461883688651
"BATF3",0,0.49174,0.248501,0.246747,0,6,2,"Batf3",0.238187,0.368844,1.430591,2,5,19,0.679207333333333,0.74246162177313
"BAX",114.281559,131.665246,112.021036,119.322613666667,384,374,336,"Bax",96.949417,142.838199,190.59497,227,454,517,143.460862,0.832908041671983
"BAZ1A",9.137835,5.719729,6.872293,7.24328566666667,196,106,107,"Baz1a",0.812136,1.207192,0.241602,35,42,13,0.753643333333333,4.70066262048725
"BAZ1B",7.796095,5.925038,6.560138,6.76042366666667,915,626,675,"Baz1b",17.163679,8.20387,7.475641,1640,1351,1245,10.94773,0.64953122196992
"BAZ2B",6.469108,2.246199,2.870351,3.861886,241,150,94,"Baz2b",11.051207,5.706188,5.588541,462,236,241,7.44864533333333,0.575463380006957
"BBC3",2.690774,3.256954,2.522511,2.823413,92,87,75,"Bbc3",2.850789,1.781515,1.934283,39,56,54,2.18886233333333,1.19898967102897
"BBIP1",29.579461,24.629312,20.425696,24.8781563333333,184,143,120,"Bbip1",31.808187,29.441299,29.964236,363,552,562,30.404574,0.824025071422186
"BBOF1",4.439854,3.533133,1.727635,3.23354066666667,91,65,55,"Bbof1",3.50467,2.314905,1.39326,42,56,45,2.40427833333333,1.24359416361862
"BBOX1",0.201614,0.50407,0.659826,0.45517,6,15,8,"Bbox1",0.83796,2.070582,3.057884,43,114,160,1.98880866666667,0.48687291904266
"BBS1",14.872598,7.26377,6.054778,9.39704866666667,366,294,150,"Bbs1",8.331548,7.629975,4.985234,625,631,553,6.98225233333333,1.30252067117063
"BBS10",1.636612,1.383049,1.442196,1.48728566666667,92,86,88,"Bbs10",1.277161,1.443105,1.497888,51,100,106,1.40605133333333,1.03376251047013
"BBS12",0.596223,0.464127,0.382577,0.480975666666667,39,31,25,"Bbs12",1.11214,1.217617,0.985264,39,72,58,1.105007,0.703549045996838
"BBS2",36.425472,26.253845,30.319974,30.9997636666667,319,263,235,"Bbs2",12.86281,11.122184,8.276756,247,350,317,10.7539166666667,2.72247664962743
"BBS4",13.489014,22.969763,8.339453,14.9327433333333,245,200,154,"Bbs4",28.56331,30.136389,31.995737,625,1203,1268,30.231812,0.510144699043825
"BBS5",2.417507,1.942585,2.091196,2.15042933333333,133,99,110,"Bbs5",19.024282,18.332621,15.727004,143,298,245,17.6946356666667,0.168520499115727
"BBS7",31.03292,2.357815,2.832518,12.0744176666667,88,82,73,"Bbs7",8.667823,10.202991,4.588687,192,317,231,7.81983366666667,1.4823882355151
"BBS9",5.451079,2.952527,1.7627,3.38876866666667,103,76,52,"Bbs9",9.442692,8.514543,7.867996,186,273,253,8.60841033333333,0.456763243285023
"BBX",6.739408,2.985261,4.420637,4.715102,400,269,219,"Bbx",3.685529,1.073482,1.11197,478,225,233,1.95699366666667,1.93274069688572
"BCAM",114.977075,91.634631,77.344741,94.652149,3743,3116,2523,"Bcam",17.198645,15.916403,22.751436,203,461,518,18.6221613333333,4.87469995660009
"BCAN",0.294528,0,0,0.098176,4,0,0,"Bcan",73.833727,54.97123,57.92165,2566,3908,4211,62.2422023333333,0.0173646071686719
"BCAP29",70.691557,111.675593,38.242437,73.536529,337,355,286,"Bcap29",19.154394,21.130523,19.532331,566,1050,957,19.9390826666667,3.55968454714858
"BCAP31",40.345236,40.212862,33.917075,38.158391,938,894,734,"Bcap31",38.76055,54.416838,55.514957,605,1483,1538,49.564115,0.774430463185206
"BCAR1",28.831611,24.321282,19.637878,24.2635903333333,1603,1332,1055,"Bcar1",11.997582,10.244787,9.478299,534,869,826,10.573556,2.18287191363945
"BCAR3",1.706851,2.67657,0.62586,1.66976033333333,52,32,19,"Bcar3",8.105552,4.69069,7.447217,199,310,282,6.74781966666667,0.344582146745026
"BCAS1",0.067106,0.024214,0.007802,0.0330406666666667,3,2,1,"Bcas1",156.665265,157.213602,180.540408,2443,4388,5074,164.806425,0.00623040190792767
"BCAS2",15.838237,14.088645,9.377759,13.101547,244,253,176,"Bcas2",36.070354,36.818235,36.184524,521,892,875,36.3577043333333,0.37747359618716
"BCAS3",14.115402,10.016155,7.019414,10.383657,303,221,193,"Bcas3",85.925225,41.383928,48.053753,670,736,816,58.454302,0.19146902103064
"BCAT1",0.922389,0.874114,0.73852,0.845007666666667,59,81,45,"Bcat1",58.1582,54.185401,65.88923,1495,2244,2254,59.4109436666667,0.0305409509384092
"BCAT2",22.251791,20.881867,16.305,19.812886,653,564,459,"Bcat2",4.086891,5.878849,7.735343,81,158,183,5.900361,3.01620248563807
"BCCIP",15.001993,16.320441,12.819105,14.7138463333333,334,398,278,"Bccip",106.532836,160.167054,160.901706,322,654,651,142.533865333333,0.10947831925825
"BCDIN3D",1.207048,1.0136,1.066649,1.09576566666667,62,55,63,"Bcdin3d",2.266097,2.616727,2.353567,68,105,93,2.41213033333333,0.614210320805448
"BCHE",0.822158,0.237437,0.609635,0.55641,21,9,9,"Bche",1.204997,0.971658,1.315479,112,154,199,1.16404466666667,0.71921343582865
"BCKDHA",32.172867,36.534867,30.596824,33.1015193333333,792,633,660,"Bckdha",18.882754,21.934458,23.935634,382,930,969,21.584282,1.50996694662834
"BCKDHB",13.105944,13.084512,6.872449,11.0209683333333,168,148,111,"Bckdhb",21.251713,23.063745,21.030585,271,528,517,21.7820143333333,0.527651688628118
"BCKDK",30.620304,32.581346,27.656735,30.2861283333333,595,504,441,"Bckdk",25.584349,31.919355,33.365477,361,920,935,30.289727,0.999884988876168
"BCL10",3.83374,3.066199,3.676111,3.52535,84,91,108,"Bcl10",4.459473,5.277525,5.433382,115,254,262,5.05679333333333,0.747152783816299
"BCL11A",8.9998,10.824328,10.500603,10.1082436666667,150,150,141,"Bcl11a",20.516729,13.349782,11.816378,872,906,742,15.2276296666667,0.684526569489333
"BCL11B",0.013283,0.020414,0,0.0112323333333333,2,3,0,"Bcl11b",9.21803,2.553049,2.301769,1066,539,408,4.69094933333333,0.177691326016608
"BCL2",0.043827,0.039272,0.072711,0.0519366666666667,6,5,10,"Bcl2",3.720923,1.476044,1.362593,412,289,269,2.18652,0.330120842381867
"BCL2A1",0.429151,0,0,0.143050333333333,5,0,0,"Bcl2a1a",0.220841,0.074129,0.211382,2,1,3,0.168784,0.977982529991284
"BCL2A1",0.429151,0,0,0.143050333333333,5,0,0,"Bcl2a1c",0,0,0,0,0,0,0,1.14305033333333
"BCL2A1",0.429151,0,0,0.143050333333333,5,0,0,"Bcl2a1d",0,0,0,0,0,0,0,1.14305033333333
"BCL2A1",0.429151,0,0,0.143050333333333,5,0,0,"Bcl2a1b",0.588596,0.199182,0.799411,5,3,13,0.529063,0.747549534148255
"BCL2L1",12.261964,10.529326,9.580909,10.790733,607,526,467,"Bcl2l1",53.671277,48.357972,43.724666,1222,2186,1959,48.5846383333333,0.237790037324396
"BCL2L11",2.460953,2.299301,3.034898,2.598384,93,97,83,"Bcl2l11",2.2625,0.478762,0.674409,84,50,57,1.138557,1.68262244120685
"BCL2L12",20.519811,27.634346,14.992367,21.0488413333333,140,157,121,"Bcl2l12",1.045101,0.641499,1.170063,7,18,31,0.952221,11.294234276413
"BCL2L13",23.471554,18.573449,14.90537,18.9834576666667,1005,762,696,"Bcl2l13",9.975213,11.648942,8.842607,766,1004,896,10.1555873333333,1.79134070394979
"BCL2L14",0.268014,0.135932,0.153397,0.185781,4,3,2,"Bcl2l14",0,0,0,0,0,0,0,1.185781
"BCL2L15",0.045213,0.071499,0.103645,0.0734523333333333,5,8,12,"Bcl2l15",0.323294,0,0.146227,3,0,2,0.156507,0.928184899298779
"BCL2L2",14.711911,6.954452,6.895319,9.52056066666667,564,448,386,"Bcl2l2",62.662897,53.962984,52.424154,674,992,958,56.3500116666667,0.183444786860985
"BCL3",10.494546,7.944204,8.96258,9.13377666666667,141,145,117,"Bcl3",0.126723,0.328455,0.583177,1,4,8,0.346118333333333,7.52814698063939
"BCL6",18.194316,8.211961,8.811855,11.7393773333333,505,367,277,"Bcl6",8.69783,5.426705,4.358946,451,504,401,6.16116033333333,1.77895435101974
"BCL6B",0.103993,0.081533,0.041157,0.075561,8,6,3,"Bcl6b",0.420053,0.325342,0.431219,21,29,39,0.392204666666667,0.772559542251211
"BCL7A",3.187595,2.562418,1.926381,2.558798,282,227,164,"Bcl7a",14.531573,11.009168,10.126427,940,1291,1210,11.889056,0.276110058021317
"BCL7B",19.697205,16.718111,14.379257,16.9315243333333,402,333,319,"Bcl7b",36.256827,37.686379,37.931991,438,804,821,37.2917323333333,0.468287101174678
"BCL7C",8.036949,8.04213,7.415755,7.83161133333333,266,238,217,"Bcl7c",10.222872,12.54175,13.657784,165,236,221,12.140802,0.67207551969304
"BCL9",2.957093,1.611245,2.216702,2.26168,284,215,199,"Bcl9",9.705139,4.270303,3.825631,638,338,354,5.933691,0.470410348543078
"BCL9L",16.041207,6.623978,10.565,11.0767283333333,1264,925,844,"Bcl9l",6.044194,1.727123,2.576682,484,295,382,3.449333,2.71427837236128
"BCLAF3",1.553458,5.038157,2.340381,2.977332,110,81,75,"Bclaf3",3.69725,2.295811,1.996219,143,154,126,2.66309333333333,1.08578505598183
"BCO1",0,0,0,0,0,0,0,"Bco1",0.098843,0.020025,0.022819,3,1,1,0.047229,0.954900981542719
"BCO2",11.822577,12.447542,9.455148,11.2417556666667,183,158,113,"Bco2",1.495419,1.043651,1.045987,45,55,56,1.195019,5.57706136788186
"BCOR",16.060705,10.831795,7.404877,11.432459,744,508,374,"Bcor",7.311804,4.282643,3.428552,520,320,336,5.00766633333333,2.0694323403114
"BCORL1",1.438991,0.529741,1.13763,1.035454,134,78,107,"Bcorl1",6.637911,1.88995,2.089894,346,186,223,3.53925166666667,0.448411797686183
"BCR",13.664427,14.679157,16.250081,14.864555,570,449,396,"Bcr",41.411862,17.065054,16.093957,1958,1323,1349,24.8569576666667,0.613550720255527
"BCS1L",37.249439,44.452019,24.348332,35.34993,311,326,211,"Bcs1l",7.546089,9.645187,8.922915,172,374,326,8.70473033333333,3.74558887794615
"BDH1",12.167457,9.495354,9.270155,10.3109886666667,343,282,260,"Bdh1",26.56725,38.770876,36.010602,504,975,992,33.7829093333333,0.325188113457406
"BDH2",21.859226,18.467087,14.902518,18.4096103333333,486,423,342,"Bdh2",1.072432,2.07522,2.833252,15,53,63,1.99363466666667,6.48362692664346
"BDKRB1",0.27827,0.052924,0,0.110398,2,1,0,"Bdkrb1",0.199342,0.096433,0.053225,3,3,1,0.116333333333333,0.994683189011645
"BDKRB2",0.031207,0.032869,0.023931,0.0293356666666667,1,2,2,"Bdkrb2",0.28107,0.290998,0.344095,16,30,36,0.305387666666667,0.788528720586962
"BDNF",0.230552,0.124949,0.098875,0.151458666666667,16,9,7,"Bdnf",9.143549,4.992936,3.885648,540,489,382,6.00737766666667,0.164320908824999
"BDP1",2.052225,1.219121,1.178595,1.48331366666667,212,136,129,"Bdp1",5.381963,1.413794,1.765124,563,266,235,2.853627,0.644409452878202
"BEAN1",1.937698,2.016625,0.788246,1.58085633333333,60,64,33,"Bean1",3.761974,2.73485,2.610827,153,212,210,3.03588366666667,0.63947738500226
"BECN1",55.424895,48.516119,52.120909,52.020641,772,679,585,"Becn1",234.660778,216.892832,216.555177,1234,1893,1682,222.702929,0.237013619969187
"BEGAIN",0.026499,0.018781,0.036072,0.0271173333333333,2,1,2,"Begain",32.562935,22.198289,24.743259,921,1419,1625,26.5014943333333,0.0373476917611859
"BEND2",0.068036,0.058955,0,0.0423303333333333,6,5,0,"Gm15262",0,0,0,0,0,0,0,1.04233033333333
"BEND3",0.782155,0.785743,0.601005,0.722967666666667,112,109,82,"Bend3",1.503819,0.288846,0.464091,94,48,79,0.752252,0.983287601707213
"BEND4",0,0,0,0,0,0,0,"Bend4",1.54705,0.305351,0.290332,175,60,58,0.714244333333333,0.58334741469176
"BEND5",2.118389,2.49628,1.991236,2.20196833333333,33,25,33,"Bend5",5.849989,7.460205,8.424594,73,166,177,7.24492933333333,0.388356067575756
"BEND6",0.299793,0.521361,0.059891,0.293681666666667,16,18,3,"Bend6",72.783513,94.408723,95.949904,1932,4284,4482,87.7140466666667,0.0145826023642855
"BEND7",3.411668,5.731634,3.302021,4.148441,142,132,98,"Bend7",1.01455,0.826297,0.929047,36,54,62,0.923298,2.67688158569291
"BEST1",0.240548,0.62763,0.426717,0.431631666666667,20,24,15,"Best1",1.176322,1.367147,1.27165,13,39,37,1.27170633333333,0.630201028037808
"BEST2",0.372465,0.367311,0.142435,0.294070333333333,5,4,2,"Best2",0.037651,0,0,1,0,0,0.0125503333333333,1.27803062300442
"BEST3",0.875455,0.916074,0.87974,0.890423,17,13,9,"Best3",0.353209,0.013946,0.041173,14,1,3,0.136109333333333,1.66394460861748
"BEX1",47.0472,43.905009,37.677904,42.8767043333333,591,530,451,"Bex1",44.191457,62.229675,59.007379,378,1000,951,55.142837,0.781519187092974
"BEX1",47.0472,43.905009,37.677904,42.8767043333333,591,530,451,"Bex2",187.568878,192.864621,183.34359,1935,3649,3532,187.925696333333,0.232243179116931
"BEX2",5.68274,5.047005,4.189335,4.97302666666667,66,58,48,"Bex1",44.191457,62.229675,59.007379,378,1000,951,55.142837,0.10638982612629
"BEX2",5.68274,5.047005,4.189335,4.97302666666667,66,58,48,"Bex2",187.568878,192.864621,183.34359,1935,3649,3532,187.925696333333,0.0316157451452664
"BEX3",103.299491,109.811282,98.83614,103.982304333333,1310,1337,1238,"Bex3",123.365563,163.49238,166.64702,1050,2496,2584,151.168321,0.689909066771745
"BEX4",24.983925,24.215354,26.230314,25.1431976666667,532,534,574,"Bex6",0,0,0,0,0,0,0,26.1431976666667
"BEX4",24.983925,24.215354,26.230314,25.1431976666667,532,534,574,"Bex4",14.508063,18.37415,15.868044,136,305,265,16.2500856666667,1.51554016437058
"BFAR",20.918661,14.718776,10.170391,15.269276,569,457,413,"Bfar",9.531558,10.380658,11.153826,391,710,774,10.3553473333333,1.43274137923038
"BFSP1",0.908199,0.613932,0.807689,0.776606666666667,26,19,20,"Bfsp1",0.298508,0.285032,0.278986,9,16,16,0.287508666666667,1.37987938463068
"BFSP2",0,0,0,0,0,0,0,"Bfsp2",3.335525,5.677776,5.276315,48,154,136,4.76320533333333,0.173514553475335
"BGLAP",1.249054,0.457822,0.550109,0.752328333333333,8,5,5,"Bglap",0,0.179731,0,0,1,0,0.0599103333333333,1.65327979001997
"BGLAP",1.249054,0.457822,0.550109,0.752328333333333,8,5,5,"Bglap2",0,0,0.308817,0,0,2,0.102939,1.58878082408305
"BGLAP",1.249054,0.457822,0.550109,0.752328333333333,8,5,5,"Bglap3",0.420045,0.220418,0.28696,8,6,10,0.309141,1.33853292604336
"BGN",2.442726,1.314773,0.853151,1.53688333333333,68,63,40,"Bgn",18.241194,6.235899,11.42308,261,229,306,11.9667243333333,0.19564565946789
"BHLHA15",0.155615,0,0,0.0518716666666667,2,0,0,"Bhlha15",0,0.031776,0.040323,0,3,4,0.024033,1.02718532182719
"BHLHA9",0,0,0,0,0,0,0,"Bhlha9",1.158192,0.897849,0.701663,17,26,21,0.919234666666667,0.521041026075672
"BHLHB9",0.551467,0.752692,0.711244,0.671801,38,67,42,"Bhlhb9",23.680652,17.473176,14.074099,963,1178,956,18.409309,0.0861339782884594
"BHLHE22",0,0.036009,0,0.012003,0,2,0,"Bhlhe22",12.331917,6.52825,4.976686,504,504,382,7.94561766666667,0.113128353760406
"BHLHE23",0,0,0,0,0,0,0,"Bhlhe23",0.09083,0.151458,0.087181,3,9,5,0.109823,0.901044580982733
"BHLHE40",21.099429,14.355224,13.73801,16.3975543333333,770,580,629,"Bhlhe40",56.061536,37.7417,31.910756,1594,2050,1759,41.904664,0.405493312646227
"BHLHE41",12.815126,4.412637,3.1554,6.79438766666667,136,112,90,"Bhlhe41",13.972028,11.091206,10.578545,537,771,804,11.880593,0.60512646169836
"BHMT",0.432663,0,0,0.144221,5,0,0,"Bhmt",0.085298,0.279004,0.054928,3,8,4,0.139743333333333,1.00392866230116
"BHMT",0.432663,0,0,0.144221,5,0,0,"Gm5096",0,0,4e-06,0,0,0,1.33333333333333e-06,1.14421947437403
"BHMT2",0.122953,0.039117,0,0.0540233333333333,6,2,0,"Bhmt2",0.172459,0.192111,0.075522,6,12,5,0.146697333333333,0.919181812579431
"BICC1",0.660844,0.463818,0.435652,0.520104666666667,55,44,32,"Bicc1",1.518573,0.747365,0.726945,125,109,107,0.997627666666667,0.7609549527331
"BICD1",1.808062,1.921243,2.000967,1.91009066666667,98,82,78,"Bicd1",17.356497,5.810909,6.819022,803,581,462,9.995476,0.264662545456574
"BICD2",5.049295,4.029281,3.376953,4.151843,521,399,337,"Bicd2",12.054497,4.289903,4.086257,1032,637,626,6.810219,0.659628494412257
"BICDL1",2.894287,2.480388,1.90581,2.42682833333333,40,27,25,"Bicdl1",44.940607,35.947195,30.183427,528,762,671,37.023743,0.0901233824700881
"BICDL2",0.097174,0.028342,0,0.0418386666666667,6,1,0,"Bicdl2",0,0.025087,0.024575,0,1,1,0.016554,1.0248729203433
"BICRA",2.460174,1.88991,1.374588,1.908224,188,137,123,"Bicra",3.36057,0.96856,1.501734,249,66,106,1.94362133333333,0.98797490256899
"BICRAL",1.280693,1.150079,0.815958,1.08224333333333,172,154,108,"Bicral",9.736142,3.133107,4.130171,765,409,434,5.66647333333333,0.312345558021183
"BID",6.146571,4.690531,3.381975,4.73969233333333,120,128,103,"Bid",4.731158,5.768158,4.243026,104,218,221,4.914114,0.970507557570472
