"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"YTHDC2",7.964616,3.772217,2.807516,4.84811633333333,334,264,177,"Ythdc2",5.76991,6.466137,6.76073,182,851,514,6.332259,0.797587255623858
"YTHDF1",5.400258,4.74595,4.730248,4.95881866666667,344,296,293,"Ythdf1",21.381511,22.568444,25.339683,415,1358,844,23.096546,0.247289327967032
"YTHDF2",24.725377,14.325441,14.971927,18.0075816666667,702,587,481,"Ythdf2",17.532856,17.600066,17.606932,224,806,467,17.5799513333333,1.02301568640635
"YTHDF3",9.779619,6.237494,6.140053,7.385722,542,412,422,"Ythdf3",12.87008,15.205402,14.961399,396,1723,977,14.345627,0.546456785376055
"YWHAB",43.407437,32.266398,31.388814,35.6875496666667,1873,1897,1419,"Ywhab",142.135098,130.160029,135.500662,2818,9505,5618,135.931929666667,0.267925455779197
"YWHAE",221.956852,189.199381,176.048259,195.734830666667,4480,4259,3642,"Ywhae",531.362898,351.708364,388.925224,3392,10388,6285,423.998828666667,0.462906759728905
"YWHAG",35.416246,30.142128,25.160505,30.2396263333333,2634,2244,1852,"Ywhag",246.984605,242.930035,230.010253,4976,19601,10474,239.974964333333,0.129638472692626
"YWHAH",56.760684,44.931853,42.31089,48.0011423333333,1148,1136,875,"Ywhah",834.895334,712.872642,828.840038,4596,15603,10010,792.202671333333,0.0617763203582823
"YWHAQ",163.879953,111.763875,126.180716,133.941514666667,3123,3374,2706,"Ywhaq",198.203726,203.256403,200.725858,2295,8434,4885,200.728662333333,0.66892583882647
"YWHAZ",180.764671,110.30547,92.108516,127.726219,3219,3124,2411,"Ywhaz",1675.877053,1072.42034,1100.298396,3306,11724,7235,1282.865263,0.100264585941991
"YY1",17.329979,15.039074,15.770357,16.04647,740,695,571,"Yy1",15.646966,14.52216,16.041079,433,1563,940,15.4034016666667,1.03920335223151
"YY1AP1",30.852026,21.497678,16.025827,22.7918436666667,820,748,643,"Gon4l",9.100111,9.879263,10.614352,341,1592,952,9.86457533333333,2.18985491256814
"ZADH2",12.216405,7.793425,5.803188,8.60433933333333,547,502,374,"Zadh2",9.973384,10.716006,11.441126,197,743,474,10.710172,0.820170645942121
"ZAN",0,0.005448,0,0.001816,0,1,0,"Zan",0.06734,0.180907,0.244887,3,30,18,0.164378,0.860387262555631
"ZAP70",0.098903,0.180449,0.39303,0.224127333333333,3,1,4,"Zap70",0.66288,0.443805,0.388723,6,13,12,0.498469333333333,0.816918508842801
"ZAR1",0.040469,0,0,0.0134896666666667,1,0,0,"Zar1",0.270425,0.335212,0.544197,2,7,7,0.383278,0.732672439427698
"ZAR1L",0.031391,0,0.051288,0.0275596666666667,1,0,1,"Zar1l",0,0,0,0,0,0,0,1.02755966666667
"ZBBX",1.938744,0.114429,0.285169,0.779447333333333,6,3,3,"Zbbx",0.079411,0.11514,0.151959,1,3,5,0.115503333333333,1.59519678710059
"ZBED3",1.713088,3.310879,1.410824,2.14493033333333,144,133,106,"Zbed3",4.10992,2.869382,3.946604,43,126,82,3.64196866666667,0.677499259294153
"ZBED4",1.645412,1.208588,1.059286,1.30442866666667,247,177,153,"Zbed4",2.054562,2.130424,2.065672,76,301,165,2.08355266666667,0.747329108913117
"ZBED9",1.852261,0.123283,0.635179,0.870241,39,14,16,"Zbed5",1.582464,1.481585,2.033973,26,89,61,1.69934066666667,0.692851044366143
"ZBP1",0.41366,0.082049,0.06197,0.185893,2,5,4,"Zbp1",0.267354,0.041757,0,2,2,0,0.103037,1.07511624723377
"ZBTB1",5.81345,4.97034,3.202557,4.66211566666667,255,243,151,"Zbtb1",1.422906,1.425093,1.152271,119,438,202,1.33342333333333,2.42652740537151
"ZBTB10",1.788692,0.673718,0.623055,1.02848833333333,157,108,93,"Zbtb10",2.116979,1.874618,2.02052,102,323,199,2.004039,0.675253661265161
"ZBTB11",1.73754,0.947391,0.471581,1.05217066666667,134,94,48,"Zbtb11",13.095448,11.476768,11.82015,414,1332,784,12.1307886666667,0.156286931330807
"ZBTB12",1.071782,0.650357,0.666939,0.796359333333333,45,25,26,"Zbtb12",5.988107,2.105616,2.345399,25,89,49,3.47970733333333,0.400999261707722
"ZBTB14",1.789929,1.206805,1.394179,1.46363766666667,84,71,73,"Zbtb14",6.32407,6.014389,6.522089,160,573,353,6.28684933333333,0.338093674504409
"ZBTB16",0.021324,0.038763,0.011135,0.0237406666666667,2,4,1,"Zbtb16",3.034134,2.712684,1.730988,106,327,113,2.492602,0.29311689870952
"ZBTB17",13.12018,11.902878,9.25693,11.4266626666667,243,180,130,"Zbtb17",11.1227,10.066469,8.598554,120,432,227,9.929241,1.13701058167412
"ZBTB18",2.268783,1.762433,1.559843,1.86368633333333,151,121,106,"Zbtb18",171.172192,139.63573,155.372172,2416,8590,5968,155.393364666667,0.0183107917617664
"ZBTB2",1.215323,1.030573,0.716268,0.987388,71,62,42,"Zbtb2",3.010033,2.982965,3.263138,65,244,148,3.08537866666667,0.486463596683327
"ZBTB20",8.730902,11.563879,0.668923,6.98790133333333,43,25,31,"Zbtb20",10.279759,7.314047,12.13972,600,3389,2207,9.91117533333333,0.732084407894218
"ZBTB21",1.049752,0.570022,0.238672,0.619482,39,30,21,"Zbtb21",8.003766,10.593802,8.810949,110,431,230,9.13617233333333,0.159772540041989
"ZBTB22",4.116811,4.011021,3.649757,3.925863,239,220,199,"Zbtb22",7.46186,9.532718,8.983314,112,515,331,8.65929733333333,0.509960800461262
"ZBTB24",0.72701,0.582382,0.483804,0.597732,73,61,50,"Zbtb24",3.721455,4.505096,5.280849,68,289,188,4.50246666666667,0.29036650229594
"ZBTB25",2.689662,2.821131,2.349849,2.620214,145,154,110,"Zbtb25",5.208142,6.287612,6.202163,60,206,140,5.89930566666667,0.524721497337148
"ZBTB26",0.905033,0.768084,0.471033,0.714716666666667,60,67,40,"Zbtb26",2.865347,3.098413,3.563599,84,348,209,3.17578633333333,0.410633238817535
"ZBTB3",2.16972,1.940079,0.617279,1.57569266666667,53,55,27,"Zbtb3",1.18686,1.196183,1.205012,15,58,33,1.19601833333333,1.17289215102181
"ZBTB32",0.071833,0.484482,0.025656,0.193990333333333,3,3,1,"Zbtb32",0.179992,0.432732,0.251595,2,11,6,0.288106333333333,0.926934603483822
"ZBTB33",1.016345,0.68572,0.68503,0.795698333333333,91,68,66,"Zbtb33",6.624329,5.816221,6.582324,188,677,454,6.340958,0.244613623090247
"ZBTB34",1.09441,0.878087,0.912365,0.961620666666667,139,115,117,"Zbtb34",0.844768,1.98369,1.701527,38,271,158,1.509995,0.781523734775036
"ZBTB37",0.567589,0.528685,0.330722,0.475665333333333,211,155,117,"Zbtb37",1.761349,2.892419,3.407225,192,891,452,2.68699766666667,0.40023495178055
"ZBTB38",13.850227,18.420261,9.119052,13.7965133333333,354,200,168,"Zbtb38",22.954408,37.370713,19.496344,373,1196,784,26.607155,0.535966612037109
"ZBTB39",0.896214,0.54063,0.479772,0.638872,124,72,63,"Zbtb39",1.998098,1.775837,1.966466,82,278,174,1.913467,0.562516067626646
"ZBTB4",10.233251,8.107624,7.66447,8.66844833333333,1387,1032,974,"Zbtb4",34.910447,34.061664,37.183478,1162,4340,2493,35.3851963333333,0.265724781165351
"ZBTB40",1.879245,1.743278,1.249274,1.62393233333333,366,276,230,"Zbtb40",3.905013,2.968633,3.473868,94,436,245,3.44917133333333,0.589757538370067
"ZBTB41",0.428677,0.242068,0.305358,0.325367666666667,50,31,42,"Zbtb41",4.191124,5.08699,5.246485,215,889,533,4.841533,0.226886960437725
"ZBTB42",1.960747,1.417871,1.489737,1.622785,162,109,115,"Zbtb42",0.283862,1.071767,0.69021,6,34,20,0.681946333333333,1.55937496222135
"ZBTB43",43.531653,5.012478,35.410605,27.984912,329,249,267,"Zbtb43",6.226548,5.754423,5.17807,128,530,311,5.71968033333333,4.31343614014179
"ZBTB44",6.681238,3.356242,2.557243,4.198241,393,325,288,"Zbtb44",3.42199,3.935132,3.785733,155,606,344,3.714285,1.10265734888748
"ZBTB45",3.728097,3.310396,3.737452,3.59198166666667,170,142,168,"Zbtb45",12.019837,7.776994,8.08839,87,378,202,9.29507366666667,0.446036795398032
"ZBTB46",3.973142,1.938264,2.747608,2.886338,297,208,199,"Zbtb46",6.724754,7.196072,8.868187,216,880,614,7.59633766666667,0.452092292171088
"ZBTB47",4.810834,4.040618,3.544141,4.13186433333333,491,366,341,"Zfp651",17.599823,20.366954,22.841373,321,1240,780,20.2693833333333,0.241279413366474
"ZBTB48",9.24484,6.204294,8.547447,7.99886033333333,180,110,111,"Zbtb48",11.197819,7.594732,9.317333,41,148,79,9.36996133333333,0.86778147420929
"ZBTB49",2.06253,0.841001,0.752528,1.21868633333333,52,33,36,"Zbtb49",3.125451,5.517041,2.544239,29,152,71,3.72891033333333,0.469174963562783
"ZBTB5",2.623182,2.047377,1.704893,2.12515066666667,261,200,164,"Zbtb5",2.678776,2.773018,3.972137,77,303,242,3.14131033333333,0.754628466626223
"ZBTB6",0.817961,0.513761,0.40749,0.579737333333333,50,36,28,"Zbtb6",3.218376,3.558443,3.458322,99,403,222,3.41171366666667,0.358077938119435
"ZBTB7A",1.50438,1.276016,1.41121,1.397202,216,169,190,"Zbtb7a",17.607181,16.404087,20.854978,719,2412,1500,18.2887486666667,0.124279808992621
"ZBTB7B",23.962566,9.224889,10.345057,14.5108373333333,387,251,279,"Zbtb7b",22.095145,16.047912,18.188393,169,682,396,18.77715,0.784280714528298
"ZBTB7C",0.084966,0.059631,0.019919,0.0548386666666667,9,6,2,"Zbtb7c",0.747961,0.540517,0.807386,22,63,51,0.698621333333333,0.620996949683116
"ZBTB8A",0.607329,0.38582,0.328107,0.440418666666667,81,43,45,"Zbtb8a",2.909121,2.34498,2.688912,43,133,86,2.647671,0.394887221645446
"ZBTB8B",0.080889,0.061938,0.029947,0.0575913333333333,22,17,8,"Zbtb8b",1.065413,1.386295,1.706056,18,91,43,1.38592133333333,0.443263287250041
"ZBTB8OS",29.297464,30.579671,28.429783,29.4356393333333,222,210,229,"Zbtb8os",12.63975,12.921332,13.149172,49,232,141,12.903418,2.18907604830218
"ZBTB9",2.459775,1.211649,1.295573,1.65566566666667,107,67,70,"Zbtb9",3.875723,3.473952,3.949612,74,247,160,3.766429,0.557160437439993
"ZC2HC1A",6.567617,2.937049,2.658403,4.05435633333333,68,49,54,"Zc2hc1a",21.810108,18.957952,22.178365,329,1266,763,20.9821416666667,0.229930113724891
"ZC2HC1B",0,0,0,0,0,0,0,"Zc2hc1b",0,0,0,0,0,0,0,1
"ZC2HC1C",2.321802,2.970828,2.351524,2.54805133333333,85,68,68,"Zc2hc1c",1.34901,3.080452,1.793003,24,89,42,2.074155,1.15415499001623
"ZC3H11A",19.412061,13.412251,11.279163,14.7011583333333,1582,1187,941,"Zc3h11a",44.680626,42.499508,48.296363,307,1225,978,45.1588323333333,0.340155015619726
"ZC3H11A",19.412061,13.412251,11.279163,14.7011583333333,1582,1187,941,"Zc3h11a",44.680626,42.499508,48.296363,307,1225,978,45.1588323333333,0.340155015619726
"ZC3H11B",0.012472,0.025878,0.012251,0.016867,1,3,1,"Zc3h11a",44.680626,42.499508,48.296363,307,1225,978,45.1588323333333,0.0220297383750255
"ZC3H11B",0.012472,0.025878,0.012251,0.016867,1,3,1,"Zc3h11a",44.680626,42.499508,48.296363,307,1225,978,45.1588323333333,0.0220297383750255
"ZC3H12A",2.504085,1.526895,1.809317,1.94676566666667,81,83,62,"Zc3h12a",0.274839,0.295861,0.312093,5,21,12,0.294264333333333,2.27678812648524
"ZC3H12B",0.163709,0.080228,0.241905,0.161947333333333,24,12,22,"Zc3h12b",3.300864,3.552892,3.987619,118,451,294,3.61379166666667,0.251842176084385
"ZC3H12C",0.688197,0.520209,0.329778,0.512728,99,83,52,"Zc3h12c",3.367202,3.428903,4.341544,154,580,415,3.71254966666667,0.320999905995686
"ZC3H12D",0.024796,0.08434,0.085638,0.0649246666666667,3,6,4,"Zc3h12d",0,0.03875,0.034669,0,4,2,0.024473,1.03948534189448
"ZC3H13",4.656751,2.206697,1.977851,2.94709966666667,567,347,276,"Zc3h13",8.234406,10.436629,8.257606,252,1076,655,8.97621366666667,0.395651075503228
"ZC3H14",36.264895,27.142606,28.36928,30.5922603333333,791,638,536,"Zc3h14",26.134516,37.147706,43.963656,358,1555,874,35.748626,0.859685484113973
"ZC3H15",29.328315,20.774698,19.997332,23.3667816666667,483,497,393,"Zc3h15",124.69082,71.668872,83.948109,596,1755,1023,93.4359336666667,0.258024469294441
"ZC3H18",11.907477,11.887736,10.128604,11.307939,340,248,209,"Zc3h18",10.042525,8.912766,9.333303,214,724,484,9.42953133333333,1.18010470524818
"ZC3H3",2.618116,2.608053,1.846154,2.357441,197,180,129,"Zc3h3",4.708906,6.052807,4.576,72,383,176,5.112571,0.549268221178944
"ZC3H4",3.022291,2.287161,1.882613,2.397355,291,243,182,"Zc3h4",21.332351,14.887031,16.848271,276,1282,783,17.6892176666667,0.181781552368529
"ZC3H6",1.47553,2.270229,1.883514,1.87642433333333,147,94,104,"Zc3h6",4.566475,4.164232,4.161707,139,497,291,4.29747133333333,0.542980632143109
"ZC3H7A",20.663379,19.149733,15.771831,18.5283143333333,376,356,281,"Zc3h7a",22.169285,33.84505,31.06697,161,717,389,29.0271016666667,0.650356286468097
"ZC3H7B",7.830727,5.97571,4.996231,6.267556,1066,766,639,"Zc3h7b",24.364401,24.271804,27.395585,967,3663,2320,25.34393,0.275872126899821
"ZC3H8",13.485694,9.438712,8.466925,10.463777,187,193,164,"Zc3h8",2.426327,2.473118,2.989711,24,92,63,2.62971866666667,3.15831006553676
"ZC3HAV1",2.994587,2.325262,2.35243,2.55742633333333,322,235,266,"Zc3hav1",2.788282,2.155814,2.252438,92,262,157,2.39884466666667,1.0466575210753
"ZC3HAV1L",1.648092,0.769,0.592288,1.00312666666667,56,25,19,"Zc3hav1l",0.601011,0.664489,0.790614,27,111,75,0.685371333333333,1.18853728377169
"ZC3HC1",6.370561,6.666746,4.377067,5.80479133333333,208,191,149,"Zc3hc1",10.739465,14.922109,20.203855,73,370,236,15.2884763333333,0.417767211252765
"ZC4H2",18.894298,14.989555,14.054848,15.979567,416,406,375,"Zc4h2",8.056283,8.436833,9.034097,111,439,261,8.509071,1.78561785898959
"ZCCHC10",9.881895,4.951387,9.990665,8.274649,63,63,79,"Zcchc10",10.750921,4.464281,4.950501,41,101,76,6.721901,1.20108364507652
"ZCCHC13",0,0,0,0,0,0,0,"Zcchc13",0,0,0,0,0,0,0,1
"ZCCHC14",2.004334,1.490573,1.492226,1.66237766666667,274,205,201,"Zcchc14",10.609106,13.07954,17.966058,363,1437,913,13.8849013333333,0.178864314048527
"ZCCHC17",10.865576,10.594418,8.077388,9.845794,302,303,230,"Zcchc17",122.080083,101.824468,119.563799,282,919,579,114.48945,0.0939115564235521
"ZCCHC2",5.121022,1.195823,2.552929,2.95659133333333,125,94,93,"Zcchc2",7.786145,6.95893,6.205309,141,626,356,6.98346133333333,0.49559848393245
"ZCCHC24",14.810885,11.769855,10.004886,12.1952086666667,1493,1161,987,"Zcchc24",31.693694,28.416657,30.301607,864,2961,1789,30.1373193333333,0.423774716294888
"ZCCHC3",6.144799,5.351692,4.888244,5.46157833333333,350,281,261,"Zcchc3",3.154362,2.849905,3.805949,63,204,155,3.270072,1.51322467942773
"ZCCHC4",3.115835,1.768091,1.328113,2.07067966666667,77,67,55,"Zcchc4",5.261233,3.233336,7.375976,54,188,120,5.29018166666667,0.488170267472402
"ZCCHC7",4.529011,3.681546,4.867693,4.35941666666667,95,95,95,"Zcchc7",17.055512,15.759495,11.189245,201,1000,483,14.668084,0.342059480065761
"ZCCHC8",7.997245,6.604258,4.828713,6.47673866666667,271,234,189,"Zcchc8",24.683117,28.704844,37.192352,161,549,332,30.1934376666667,0.239689474002935
"ZCCHC9",5.360258,5.703596,3.901234,4.98836266666667,109,86,64,"Zcchc9",5.778846,3.560275,7.999411,36,123,86,5.77951066666667,0.88330308205135
"ZCRB1",29.370058,22.47199,24.543375,25.4618076666667,355,357,305,"Zcrb1",99.941784,80.069661,86.192925,241,717,435,88.73479,0.294889057707347
"ZCWPW1",3.39676,4.446032,4.527264,4.123352,90,97,81,"Zcwpw1",4.281747,4.060483,5.007318,42,133,80,4.44984933333333,0.940090576204309
"ZDBF2",1.318056,1.443594,1.137303,1.299651,233,122,122,"Zdbf2",2.917371,3.455705,2.807189,201,839,479,3.06008833333333,0.566404179219418
"ZDHHC1",1.733193,1.673777,1.155168,1.52071266666667,52,43,35,"Zdhhc1",8.264612,13.124291,12.361942,102,598,328,11.2502816666667,0.205767731326994
"ZDHHC11",8.124689,4.936286,5.19345,6.08480833333333,108,97,68,"Zdhhc11",0,0,0,0,0,0,0,7.08480833333333
"ZDHHC11B",2.350825,2.183784,1.733058,2.08922233333333,124,102,90,"Zdhhc11",0,0,0,0,0,0,0,3.08922233333333
"ZDHHC12",6.143473,7.382962,6.286687,6.604374,137,154,130,"Zdhhc12",1.770275,2.225802,2.518146,12,59,37,2.17140766666667,2.39779139084716
"ZDHHC13",3.169253,3.92968,4.554947,3.88462666666667,150,122,99,"Zdhhc13",6.188183,7.04458,8.568169,68,341,207,7.26697733333333,0.590860053162518
"ZDHHC14",6.595324,4.261119,2.836886,4.564443,108,100,96,"Zdhhc14",12.145862,11.741201,12.601763,242,840,513,12.162942,0.422735510040233
"ZDHHC15",0.243851,0.335207,0.064442,0.2145,17,15,7,"Zdhhc15",0.918153,0.921423,1.124848,35,130,90,0.988141333333333,0.610872064092023
"ZDHHC16",20.0631,20.220562,16.341276,18.8749793333333,495,445,363,"Zdhhc16",37.900586,36.484897,53.332252,83,334,236,42.5725783333333,0.45613503018546
"ZDHHC17",7.035012,3.877942,1.797831,4.23692833333333,193,157,101,"Zdhhc17",34.295703,38.068421,36.431498,878,3268,1966,36.2652073333333,0.140531308104355
"ZDHHC18",4.879417,3.129791,2.673852,3.56102,280,252,204,"Zdhhc18",111.822321,153.650149,182.964575,159,787,488,149.479015,0.0303100070132703
"ZDHHC19",0.24999,0.135576,0,0.128522,2,1,0,"Zdhhc19",0.170084,0.329789,0.246656,1,4,2,0.248843,0.903654022162914
"ZDHHC2",9.254225,9.180828,7.636878,8.69064366666667,189,205,195,"Zdhhc2",33.6704,19.727712,31.491964,306,995,699,28.296692,0.330776036648324
"ZDHHC20",8.223481,9.87629,4.138992,7.412921,178,152,141,"Zdhhc20",60.780483,83.968592,68.670534,461,1825,965,71.1398696666667,0.116619575816718
"ZDHHC21",1.247624,0.801989,1.230086,1.093233,132,117,124,"Zdhhc21",7.385189,8.079684,8.734232,431,1557,899,8.06636833333333,0.230878883698563
"ZDHHC22",0.013382,0.014065,0.028345,0.0185973333333333,1,1,2,"Zdhhc22",5.864515,9.057406,6.516441,115,653,294,7.14612066666667,0.125040786285104
"ZDHHC23",1.389234,1.290067,0.839479,1.17292666666667,113,106,76,"Zdhhc23",0.789991,0.668189,0.870771,31,86,73,0.776317,1.22327640092769
"ZDHHC24",2.091707,2.869131,1.903733,2.28819033333333,167,190,123,"Zdhhc24",8.446064,7.154012,7.496559,129,361,235,7.69887833333333,0.378001646572441
"ZDHHC3",21.842235,9.588442,10.900172,14.110283,616,521,485,"Zdhhc3",26.644124,26.102312,25.069827,494,1953,1089,25.9387543333333,0.560912461394064
"ZDHHC4",32.390524,25.981931,23.274507,27.215654,407,347,311,"Zdhhc4",11.093597,14.682854,17.597958,73,294,144,14.4581363333333,1.82529467922707
"ZDHHC5",11.8908,9.786245,7.175868,9.61763766666667,788,673,547,"Zdhhc5",15.646808,13.571389,16.5526,459,1643,989,15.2569323333333,0.653114465199328
"ZDHHC6",15.203457,14.033021,18.592345,15.942941,213,206,155,"Zdhhc6",11.467431,11.762606,11.04206,138,538,288,11.4240323333333,1.36372318949481
"ZDHHC7",15.647253,15.734148,12.833414,14.7382716666667,799,703,693,"Zdhhc7",14.648361,11.74707,13.51362,126,452,296,13.303017,1.10034628824581
"ZDHHC8",12.761435,7.407069,6.031867,8.733457,463,332,261,"Zdhhc8",13.606103,16.548783,16.42737,250,1157,587,15.5274186666667,0.588927841443923
"ZDHHC9",5.841633,3.28142,2.377719,3.83359066666667,278,224,195,"Zdhhc9",13.091138,16.512127,17.344642,248,1154,686,15.6493023333333,0.290317910618357
"ZEB1",4.494497,1.972791,1.760675,2.74265433333333,272,175,144,"Zeb1",25.709439,23.100802,31.218625,474,1870,1125,26.6762886666667,0.135229632065552
"ZEB2",14.302554,3.161791,2.787566,6.750637,212,152,140,"Zeb2",88.731194,58.309777,80.884463,551,2036,1199,75.9751446666667,0.100690125800521
"ZER1",14.223089,10.797289,8.297895,11.106091,1171,915,755,"Zer1",24.030511,30.531569,29.471469,644,2886,1695,28.011183,0.4172904979435
"ZFAND1",11.133806,7.440073,7.704883,8.75958733333333,111,109,91,"Zfand1",7.069559,14.818662,11.923242,70,421,214,11.2704876666667,0.795370778933725
"ZFAND2A",5.812084,8.8924,5.666053,6.790179,73,69,49,"Zfand2a",19.182643,24.11123,26.071864,242,1000,514,23.1219123333333,0.322950307270414
"ZFAND2B",11.807625,11.049581,10.917946,11.258384,140,126,122,"Zfand2b",9.428399,8.860884,9.281903,56,217,134,9.19039533333333,1.20293507749421
"ZFAND3",36.958487,22.049239,19.196428,26.0680513333333,948,744,635,"Zfand3",45.444088,36.35779,44.791397,372,1344,837,42.1977583333333,0.626607777293999
"ZFAND4",2.593115,1.638705,1.101814,1.777878,68,44,30,"Zfand4",2.322424,2.842257,3.324403,23,108,56,2.82969466666667,0.725352343145894
"ZFAND5",102.930223,68.422094,67.680265,79.6775273333333,1931,1806,1542,"Zfand5",87.557841,82.572673,90.475222,1238,4272,2793,86.8685786666667,0.918161287658778
"ZFAND6",34.491962,29.884874,23.010888,29.1292413333333,459,460,369,"Zfand6",197.455173,130.497118,174.326642,292,1048,617,167.426311,0.178886785291719
"ZFAT",2.488946,1.670149,2.15235,2.103815,75,72,68,"Zfat",0.80602,0.872413,1.035797,24,95,61,0.904743333333333,1.62951876280794
"ZFC3H1",14.258346,13.209585,10.931048,12.7996596666667,350,310,169,"Zfc3h1",13.384892,15.870886,15.073309,252,977,514,14.7763623333333,0.874704787776701
"ZFHX2",0.864108,0.91053,1.657081,1.14390633333333,45,25,29,"Zfhx2",3.573249,5.869822,5.358188,189,1194,624,4.933753,0.361306972725918
"ZFHX3",0.803687,0.448286,0.543445,0.598472666666667,199,134,122,"Zfhx3",0.970932,1.280148,1.218862,114,447,231,1.15664733333333,0.741184078620797
"ZFHX4",0.45198,0.25107,0.106305,0.269785,20,24,14,"Zfhx4",1.479268,2.428004,2.536929,141,740,442,2.148067,0.403353867627341
"ZFP1",4.214319,0.660974,4.017345,2.96421266666667,57,38,24,"Zfp1",9.010619,6.635943,8.485363,97,269,184,8.043975,0.438326362762686
"ZFP14",0.80136,0.551794,0.189313,0.514155666666667,68,39,27,"Zfp14",2.881544,4.803996,5.297449,57,314,169,4.327663,0.284206352141017
"ZFP2",0.263544,0.695545,0.131314,0.363467666666667,12,18,5,"Zfp2",7.603664,11.13299,11.72542,146,533,330,10.1540246666667,0.122239972334052
"ZFP28",0.627698,0.665846,0.267448,0.520330666666667,38,40,21,"Zfp28",7.410678,5.601198,6.17953,56,226,116,6.39713533333333,0.205529654137282
"ZFP3",0.307943,0.182333,0.145889,0.212055,32,19,15,"Zfp3",5.641354,4.162037,5.270922,73,202,145,5.024771,0.201178600813209
"ZFP30",2.633117,1.015719,1.305651,1.65149566666667,98,65,58,"Zfp30",4.728452,4.339526,4.227152,110,380,212,4.43171,0.488151183819951
"ZFP36",44.016771,41.401976,37.981777,41.133508,1084,955,909,"Zfp36",1.474761,1.561684,1.561693,25,105,59,1.53271266666667,16.6357236470304
"ZFP36L1",53.896716,37.568517,37.121566,42.8622663333333,2602,2094,2067,"Zfp36l1",27.434789,29.852728,51.662643,124,444,380,36.31672,1.17540518923778
