"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"TREH",0.17614,0,0,0.0587133333333333,3,0,0,"Treh",0,0.137006,0,0,1,0,0.0456686666666667,1.01247495223152
"TREM1",0.08123,0,0,0.0270766666666667,4,0,0,"Trem1",0,0.024983,0,0,1,0,0.00832766666666667,1.01859415408285
"TREM2",0,0,0,0,0,0,0,"Trem2",5.234452,7.018154,8.125348,88,106,217,6.79265133333333,0.128326028873185
"TREML1",0.122367,0,0,0.040789,1,0,0,"Treml1",0.112348,0.228922,0.058846,1,2,1,0.133372,0.918311904652665
"TREML2",0.012002,0,0.025534,0.012512,1,0,2,"Treml2",0.124762,0.233585,0.134747,7,10,12,0.164364666666667,0.869583240531174
"TREML4",0,0,0,0,0,0,0,"Treml4",0,0,0,0,0,0,0,1
"TRERF1",0.303822,0.271339,0.206992,0.260717666666667,47,41,32,"Trerf1",6.413575,5.768999,6.328134,554,516,1052,6.170236,0.175826523236706
"TREX1",0.177816,0.882431,0.398912,0.486386333333333,3,16,5,"Trex1",1.775835,5.325841,3.460561,21,63,80,3.52074566666667,0.328792292893864
"TREX2",0,0,0,0,0,0,0,"Trex2",0,0,0,0,0,0,0,1
"TRGC1",0,0,0,0,0,0,0,"Trgv4",0,0,0,0,0,0,0,1
"TRGC1",0,0,0,0,0,0,0,"Trgc1",0,0,0,0,0,0,0,1
"TRGC1",0,0,0,0,0,0,0,"Trgc2",0,0,0,0,0,0,0,1
"TRGC1",0,0,0,0,0,0,0,"Trgv2",0,0,0,0,0,0,0,1
"TRGC1",0,0,0,0,0,0,0,"Trgv3",0,0,0,0,0,0,0,1
"TRGC1",0,0,0,0,0,0,0,"Trgc3",0,0,0,0,0,0,0,1
"TRGC1",0,0,0,0,0,0,0,"Trgv1",0,0,0,0,0,0,0,1
"TRGC2",0,0,0,0,0,0,0,"Trgv2",0,0,0,0,0,0,0,1
"TRGC2",0,0,0,0,0,0,0,"Trgv1",0,0,0,0,0,0,0,1
"TRGC2",0,0,0,0,0,0,0,"Trgv4",0,0,0,0,0,0,0,1
"TRGC2",0,0,0,0,0,0,0,"Trgv3",0,0,0,0,0,0,0,1
"TRGC2",0,0,0,0,0,0,0,"Trgc2",0,0,0,0,0,0,0,1
"TRGC2",0,0,0,0,0,0,0,"Trgc1",0,0,0,0,0,0,0,1
"TRGC2",0,0,0,0,0,0,0,"Trgc3",0,0,0,0,0,0,0,1
"TRGV1",0,0,0,0,0,0,0,"Trgc4",0.091289,0,0,1,0,0,0.0304296666666667,0.970468953242482
"TRGV2",0,0,0,0,0,0,0,"Trgc4",0.091289,0,0,1,0,0,0.0304296666666667,0.970468953242482
"TRGV3",0,0,0,0,0,0,0,"Trgc4",0.091289,0,0,1,0,0,0.0304296666666667,0.970468953242482
"TRGV4",0,0,0.205888,0.0686293333333333,0,0,2,"Trgc4",0.091289,0,0,1,0,0,0.0304296666666667,1.03707159052421
"TRGV5",0,0,0,0,0,0,0,"Trgc4",0.091289,0,0,1,0,0,0.0304296666666667,0.970468953242482
"TRGV8",0,0,0,0,0,0,0,"Trgc4",0.091289,0,0,1,0,0,0.0304296666666667,0.970468953242482
"TRH",2.458051,2.912913,2.39017,2.58704466666667,78,87,71,"Trh",1.530388,3.436579,1.301972,26,57,42,2.08964633333333,1.16098876041799
"TRHDE",0.012578,0.011372,0.005586,0.00984533333333333,2,2,1,"Trhde",4.739288,5.072053,4.150148,359,391,612,4.65382966666667,0.178612620625465
"TRHR",0,0,0,0,0,0,0,"Trhr",1.234962,0.762742,0.823238,46,36,76,0.940314,0.515380500269544
"TRIAP1",10.022922,10.350822,7.036503,9.136749,203,211,141,"Triap1",9.565708,9.214713,7.731506,120,113,185,8.837309,1.03043921869284
"TRIB1",33.326595,27.060493,20.86784,27.084976,1745,1523,1343,"Trib1",4.427892,3.791547,3.471865,256,221,400,3.89710133333333,5.73502039029347
"TRIB2",5.215025,4.363044,4.324605,4.63422466666667,274,220,208,"Trib2",20.687132,10.788123,15.980239,655,521,1031,15.818498,0.335001655122037
"TRIB3",0.532617,0.500992,0.61766,0.550423,24,21,26,"Trib3",0.115282,0.269849,0.445973,3,6,20,0.277034666666667,1.21408058878068
"TRIL",0.027677,0.059652,0.068106,0.0518116666666667,3,6,7,"Tril",6.833766,6.457113,6.458934,475,467,930,6.583271,0.13870157965694
"TRIM10",0,0,0,0,0,0,0,"Trim10",0.066923,0.068339,0.070228,2,2,4,0.0684966666666667,0.935894356245067
"TRIM11",4.016479,3.731838,3.122488,3.62360166666667,246,183,157,"Trim11",5.587988,4.869874,5.726755,185,167,382,5.39487233333333,0.72301704016296
"TRIM13",7.882353,7.015974,4.231843,6.37672333333333,278,241,174,"Trim13",3.564993,3.858463,4.040945,69,73,149,3.821467,1.52997486726205
"TRIM14",0.384604,0.172445,0.064792,0.207280333333333,21,16,4,"Trim14",0.316576,0.325877,1.095794,2,4,16,0.579415666666667,0.764384169926135
"TRIM15",0,0,0,0,0,0,0,"Trim15",0.25301,0.089297,0.1832,6,2,8,0.175169,0.850941439061105
"TRIM16",9.088232,7.896652,7.777744,8.25420933333333,242,198,212,"Trim16",0.553845,0.697008,0.434442,19,22,43,0.561765,5.92548131974614
"TRIM17",1.104781,0.908475,0.562348,0.858534666666667,43,32,20,"Trim17",1.676275,1.6397,1.721514,70,78,161,1.679163,0.693699736323123
"TRIM2",4.825582,3.550076,2.324016,3.566558,421,315,242,"Trim2",40.742889,37.973035,37.496088,3898,3736,6856,38.7373373333333,0.114918570454125
"TRIM21",4.065358,4.361724,3.088499,3.838527,96,97,77,"Trim21",1.308535,0.637546,0.975234,37,18,40,0.973771666666667,2.45141172188948
"TRIM22",2.48193,1.467071,0.430999,1.46,21,21,12,"Trim75",0.166969,0.04541,0.023335,2,2,2,0.0785713333333333,2.28079490338145
"TRIM23",4.188144,1.752056,2.354892,2.76503066666667,159,102,84,"Trim23",18.095932,22.326251,18.432456,854,1005,1611,19.618213,0.182607031301242
"TRIM24",24.376071,16.740342,14.689465,18.6019593333333,1362,1098,889,"Trim24",7.163538,7.107201,7.00712,304,291,542,7.09261966666667,2.42220197423504
"TRIM25",2.822529,1.441394,1.681521,1.98181466666667,157,147,140,"Trim25",1.60073,1.118023,1.303487,107,87,168,1.34074666666667,1.27387329399166
"TRIM26",6.946321,5.170834,3.662032,5.259729,354,355,247,"Trim26",6.759187,8.785902,7.080133,194,218,354,7.54174066666667,0.732839973054673
"TRIM27",13.074513,10.453222,9.420048,10.9825943333333,549,424,360,"Trim27",11.804737,14.00865,12.628555,173,191,389,12.8139806666667,0.86742515589641
"TRIM28",225.864413,191.471838,178.023624,198.453291666667,1997,1719,1471,"Trim28",85.444147,96.769369,92.137695,933,1013,1818,91.4504036666667,2.15740855373442
"TRIM29",0,0.031784,0.086937,0.0395736666666667,0,1,1,"Trim29",0.081052,0.104158,0.028189,3,3,2,0.071133,0.970536494223095
"TRIM3",6.902772,6.02883,5.366403,6.099335,152,121,93,"Trim3",41.694007,44.177086,48.262954,917,948,1785,44.711349,0.155307930203504
"TRIM31",0,0,0,0,0,0,0,"Trim31",0,0,0,0,0,0,0,1
"TRIM32",2.959323,2.174849,1.809727,2.314633,231,167,128,"Trim32",36.737275,43.709329,41.060214,1561,1868,3178,40.5022726666667,0.0798663009763851
"TRIM33",10.139367,5.514377,8.232294,7.96201266666667,236,206,137,"Trim33",16.665789,17.578476,16.592359,1016,1034,1874,16.9455413333333,0.499400519616535
"TRIM34",0.911417,0.603496,0.607254,0.707389,24,18,18,"Trim34b",0,0,0.045005,0,0,2,0.0150016666666667,1.68215388808885
"TRIM34",0.911417,0.603496,0.607254,0.707389,24,18,18,"Trim34a",0.661176,0.623086,0.65826,23,21,43,0.647507333333333,1.03634682860289
"TRIM35",4.192908,2.548444,1.694861,2.812071,129,113,83,"Trim35",32.248951,35.330987,31.956811,1572,1703,3018,33.1789163333333,0.111532822246978
"TRIM36",0.444159,0.334321,0.133527,0.304002333333333,12,13,4,"Trim36",1.146288,1.023109,1.276755,73,60,136,1.14871733333333,0.606874768078692
"TRIM37",8.52257,15.530063,6.796599,10.2830773333333,404,328,243,"Trim37",63.567369,70.051239,63.854809,4623,4968,8333,65.8244723333333,0.16884648601565
"TRIM38",0.096919,0.050701,0.033019,0.060213,18,9,6,"Trim38",0.056032,0,0.058552,1,0,2,0.0381946666666667,1.02120828977481
"TRIM39",3.617816,1.848416,1.386638,2.28429,135,110,84,"Trim39",7.380263,5.409407,6.737176,317,244,588,6.50894866666667,0.437383466819989
"TRIM40",0,0,0,0,0,0,0,"Trim40",0.262703,0.05307,0.027229,2,1,1,0.114334,0.897397010232121
"TRIM41",9.509819,8.731936,8.508717,8.916824,416,366,341,"Trim41",32.007135,24.927287,29.523795,503,428,829,28.8194056666667,0.332562765028058
"TRIM42",0,0,0,0,0,0,0,"Trim42",0,0,0,0,0,0,0,1
"TRIM43",0,0,0,0,0,0,0,"Trim43b",0.082918,0.104774,0.109011,2,3,6,0.098901,0.910000081900007
"TRIM43",0,0,0,0,0,0,0,"Trim43c",0.047355,0.059172,0.047692,1,1,2,0.0514063333333333,0.951107072780932
"TRIM43",0,0,0,0,0,0,0,"Trim43a",0.600941,0.611645,0.313084,8,7,11,0.508556666666667,0.662885274445552
"TRIM43B",0,0,0,0,0,0,0,"Trim43c",0.047355,0.059172,0.047692,1,1,2,0.0514063333333333,0.951107072780932
"TRIM43B",0,0,0,0,0,0,0,"Trim43a",0.600941,0.611645,0.313084,8,7,11,0.508556666666667,0.662885274445552
"TRIM43B",0,0,0,0,0,0,0,"Trim43b",0.082918,0.104774,0.109011,2,3,6,0.098901,0.910000081900007
"TRIM44",8.413652,4.4829,3.799039,5.565197,1002,842,782,"Trim44",121.326824,143.318108,114.638219,3895,4124,7231,126.427717,0.0515209497161438
"TRIM45",3.198376,1.761242,2.226075,2.395231,88,76,85,"Trim45",2.416632,2.887413,2.146151,91,99,170,2.48339866666667,0.974689182863173
"TRIM46",0.164439,0.109792,0.047781,0.107337333333333,11,6,3,"Trim46",19.723581,18.712147,20.455788,722,660,1442,19.6305053333333,0.0536747556805686
"TRIM47",22.177189,25.581053,21.097638,22.95196,251,247,210,"Trim47",2.012749,2.78997,3.025433,18,31,64,2.609384,6.63602431883114
"TRIM5",7.257629,3.800847,3.695694,4.91805666666667,202,174,112,"Trim30c",0.04587,0,0.024015,1,0,1,0.023295,5.78333390338726
"TRIM5",7.257629,3.800847,3.695694,4.91805666666667,202,174,112,"Trim5",0.180542,0.216108,0.27094,9,11,19,0.22253,4.84082735529326
"TRIM5",7.257629,3.800847,3.695694,4.91805666666667,202,174,112,"Trim12a",2.559571,2.182952,3.390856,34,31,88,2.71112633333333,1.59467938709353
"TRIM5",7.257629,3.800847,3.695694,4.91805666666667,202,174,112,"Trim30b",0.034539,0,0.053586,2,0,6,0.029375,5.7491746609998
"TRIM5",7.257629,3.800847,3.695694,4.91805666666667,202,174,112,"Trim30a",3.357705,4.042215,1.049681,50,27,86,2.81653366666667,1.55063656803412
"TRIM5",7.257629,3.800847,3.695694,4.91805666666667,202,174,112,"Trim12c",1.003482,0.465747,1.046255,45,23,95,0.838494666666667,3.2189686344843
"TRIM5",7.257629,3.800847,3.695694,4.91805666666667,202,174,112,"Trim30d",0.523092,0.616265,0.529869,19,12,32,0.556408666666667,3.80237966635155
"TRIM50",0.069599,0.115595,0.243049,0.142747666666667,2,4,8,"Trim50",0,0,0.022643,0,0,1,0.00754766666666667,1.13418719974539
"TRIM54",86.308161,74.837745,63.720437,74.9554476666667,2127,1737,1554,"Trim54",0.118203,0.23142,0.364144,2,4,12,0.237922333333333,61.3571995766024
"TRIM55",59.067193,51.835988,45.813405,52.238862,1719,1520,1304,"Trim55",0,0,0.015018,0,0,1,0.005006,52.9736757790501
"TRIM56",2.775631,2.057715,1.685993,2.173113,612,476,391,"Trim56",1.25169,0.993547,1.125027,132,131,228,1.12342133333333,1.49433979502262
"TRIM58",0.339782,0.40911,0.32672,0.358537333333333,35,42,33,"Trim58",0,0.035652,0,0,1,0,0.011884,1.3425820878019
"TRIM59",1.845605,1.532996,1.081932,1.48684433333333,85,69,56,"Trim59",4.560752,6.545029,4.415101,186,237,294,5.17362733333333,0.402817371224545
"TRIM6",3.111119,2.832268,3.192391,3.04525933333333,101,99,76,"Trim6",0.052745,0.190538,0.027811,2,5,2,0.0903646666666667,3.71000588793841
"TRIM60",0,0,0,0,0,0,0,"Trim60",0,0,0,0,0,0,0,1
"TRIM61",0.187593,0.196098,0.199912,0.194534333333333,5,8,8,"Trim61",0,0,0,0,0,0,0,1.19453433333333
"TRIM62",0.774935,1.582888,0.620557,0.992793333333333,51,48,47,"Trim62",5.181792,5.629916,4.659087,240,267,444,5.15693166666667,0.32366663156621
"TRIM63",73.483338,60.228007,60.961493,64.890946,2628,2062,2061,"Trim63",0.081605,0.192466,0.35666,2,3,12,0.210243666666667,54.4443634078096
"TRIM65",5.158687,4.774392,3.439681,4.45758666666667,251,232,203,"Trim65",1.533406,1.147326,1.647095,74,55,160,1.442609,2.23432676562916
"TRIM66",2.216573,0.442848,0.475405,1.044942,128,80,63,"Trim66",3.977679,4.329633,3.942547,523,540,925,4.08328633333333,0.402287391640801
"TRIM67",0,0.005032,0.024552,0.00986133333333333,0,1,3,"Trim67",0.517261,0.440383,0.4345,61,52,103,0.464048,0.689773377193462
"TRIM68",2.246385,1.329111,1.336272,1.637256,100,91,78,"Trim68",2.173914,1.435845,2.989647,48,32,78,2.199802,0.824193496972625
"TRIM69",32.253613,20.959836,20.965865,24.726438,863,778,613,"Trim69",0.044703,0,0.023377,1,0,1,0.0226933333333333,25.1555741701651
"TRIM7",0.335349,0.3132,0.527625,0.392058,15,14,13,"Trim7",0.41601,0.511523,3.857692,14,18,36,1.595075,0.536423032089631
"TRIM71",0.466645,0.372801,0.376523,0.405323,86,68,68,"Trim71",0.050662,0.098787,0.094784,6,12,23,0.081411,1.29952719178925
"TRIM72",0.896952,0.683737,0.54883,0.709839666666667,74,70,55,"Trim72",0.240988,0.344695,0.317872,5,8,17,0.301185,1.31406346266416
"TRIM8",35.641064,29.684497,27.287229,30.87093,1088,984,853,"Trim8",21.434838,14.835316,16.304302,537,581,1081,17.5248186666667,1.72044491087776
"TRIM9",2.423748,2.028497,1.072954,1.841733,108,103,68,"Trim9",95.771224,72.416833,82.383361,3021,2702,5764,83.523806,0.0336205045002351
"TRIML1",0,0,0,0,0,0,0,"Triml1",0.122385,0.126596,0.176896,3,3,8,0.141959,0.875688181449597
"TRIML2",0.47679,0,0,0.15893,4,0,0,"Triml2",0,0.033307,0.051309,0,1,3,0.0282053333333333,1.12713867787757
"TRIO",53.499741,25.705248,21.453584,33.5528576666667,1464,903,715,"Trio",71.673526,58.898485,79.845055,2494,2119,4576,70.139022,0.485708921703572
"TRIOBP",33.131958,21.814779,18.991351,24.6460293333333,2060,1462,1321,"Triobp",2.793937,6.599885,5.001989,59,86,162,4.79860366666667,4.42279397034148
"TRIP10",58.068146,33.422136,28.974822,40.1550346666667,568,392,402,"Trip10",3.022344,4.428781,3.281719,41,52,100,3.57761466666667,8.99049781676687
"TRIP11",5.412222,4.429119,2.019282,3.953541,291,234,182,"Trip11",5.548934,5.091097,6.176188,643,634,1236,5.60540633333333,0.749922222801434
"TRIP12",64.978879,41.734812,37.283207,47.998966,1937,1449,1053,"Trip12",70.628071,80.552542,77.280787,2608,2639,4953,76.1538,0.635081693967115
"TRIP13",24.34458,24.275843,13.114323,20.5782486666667,165,135,89,"Trip13",0.687949,0.112329,0.144208,6,4,11,0.314828666666667,16.4114528483559
"TRIP4",10.064608,15.245599,9.155609,11.4886053333333,314,272,213,"Trip4",11.918481,10.753074,10.386378,546,493,934,11.019311,1.03904502789996
"TRIP6",7.302675,5.435105,7.031346,6.58970866666667,179,146,156,"Trip6",2.926321,3.513038,2.670828,34,35,99,3.036729,1.88016303959633
"TRIQK",1.557644,2.369628,1.623425,1.85023233333333,53,65,59,"Triqk",7.164174,9.218479,8.106722,156,215,327,8.163125,0.311054616556397
"TRIT1",10.253947,9.570064,4.461771,8.09526066666667,141,162,112,"Trit1",5.688229,8.630304,8.761473,106,108,241,7.69333533333333,1.04623373169469
"TRMO",3.424401,2.593884,2.507221,2.84183533333333,52,71,52,"Trmo",1.264485,1.194363,1.218869,25,24,47,1.22590566666667,1.72596502667004
"TRMT1",15.81369,15.271787,9.686758,13.590745,262,221,177,"Trmt1",47.061852,48.448226,54.272293,458,472,953,49.927457,0.286500560984225
"TRMT10A",1.0655,5.413477,0.670783,2.38325333333333,32,38,23,"Trmt10a",3.704663,2.978811,3.622353,75,61,143,3.43527566666667,0.762805648983712
"TRMT10B",2.930475,2.332284,1.580411,2.28105666666667,79,63,45,"Trmt10b",12.913654,14.717703,14.250728,118,105,244,13.960695,0.219311781081472
"TRMT10C",7.240553,5.586302,5.045567,5.957474,169,184,156,"Trmt10c",2.891863,2.94208,2.550585,118,117,198,2.79484266666667,1.83340249152183
"TRMT11",14.690915,6.763733,1.97132,7.808656,97,104,40,"Trmt11",4.730843,3.743082,4.570763,74,83,147,4.34822933333333,1.64702286513767
"TRMT112",51.947366,47.579904,49.539351,49.6888736666667,451,406,401,"Trmt112",11.670439,12.939923,12.984975,70,82,155,12.531779,3.74591350233156
"TRMT12",3.873612,2.616764,2.899473,3.12994966666667,148,114,100,"Trmt12",1.544367,1.363311,1.224477,97,84,147,1.377385,1.73718167931011
"TRMT13",2.841758,1.827264,1.334105,2.00104233333333,68,73,42,"Trmt13",10.903706,6.890034,6.129968,87,70,145,7.97456933333333,0.334394021804129
"TRMT1L",8.172591,4.747079,4.44506,5.78824333333333,225,168,151,"Trmt1l",8.540035,8.141467,8.579608,281,263,529,8.42037,0.720592007886456
"TRMT2A",32.207034,26.614145,15.059079,24.6267526666667,327,231,187,"Trmt2a",31.179004,36.179541,44.952225,261,248,489,37.4369233333333,0.666722267139488
"TRMT2B",5.255892,4.929761,3.50803,4.564561,328,286,223,"Trmt2b",3.561738,4.288882,4.230903,157,174,315,4.02717433333333,1.10689636583785
"TRMT44",3.627264,2.458879,2.419391,2.835178,96,70,78,"Trmt44",3.203813,3.262108,2.782969,54,54,146,3.08296333333333,0.9393123785094
"TRMT5",2.088496,0.66798,0.571999,1.10949166666667,86,68,57,"Trmt5",13.560552,53.116779,23.980339,75,95,162,30.2192233333333,0.0675702801489723
"TRMT6",2.858073,2.223365,1.766639,2.28269233333333,113,107,84,"Trmt6",9.648947,9.123613,12.499782,256,249,492,10.424114,0.287347651934612
"TRMT61A",1.133689,1.530309,1.172426,1.278808,84,98,81,"Trmt61a",8.890877,6.82629,5.108606,151,166,276,6.94192433333333,0.286933985310781
"TRMT9B",6.725945,3.993842,3.029196,4.58299433333333,440,333,296,"Trmt9b",4.403142,5.370991,4.280068,132,146,241,4.68473366666667,0.982103060706274
"TRMU",37.22178,32.392784,37.991903,35.8688223333333,913,709,593,"Trmu",15.134384,10.450025,13.647565,117,89,241,13.0773246666667,2.61902195241927
"TRNAU1AP",10.255528,10.050944,8.743091,9.68318766666667,179,169,145,"Trnau1ap",9.310226,8.689643,10.956201,113,103,205,9.65202333333333,1.00292567264998
"TRNP1",11.396471,10.677957,10.881852,10.9854266666667,248,238,224,"Trnp1",78.649193,110.142737,96.202203,729,1002,1828,94.9980443333333,0.124850737844719
"TRNT1",10.203144,8.942632,5.393623,8.17979966666667,150,163,100,"Trnt1",18.168145,25.301118,18.564309,439,505,836,20.6778573333333,0.423464345461449
"TRO",9.163454,6.518764,6.888227,7.52348166666667,271,203,148,"Tro",41.230831,35.076691,38.002038,2229,2036,4142,38.1031866666667,0.21797409350099
"TROAP",9.634177,9.508659,11.105063,10.082633,182,206,157,"Troap",0.285025,0.183045,0,2,3,0,0.156023333333333,9.5868592617796
"TRPA1",0.03738,0.019094,0,0.0188246666666667,2,2,0,"Trpa1",0,0.034329,0.011729,0,2,1,0.0153526666666667,1.0034195015328
"TRPC1",4.800388,2.523576,2.523407,3.282457,229,173,132,"Trpc1",15.016138,14.008058,14.518128,576,592,1088,14.514108,0.276036301925963
"TRPC3",0.309841,0.649548,0.253863,0.404417333333333,25,51,23,"Trpc3",57.503304,33.781441,32.754889,221,210,369,41.3465446666667,0.0331648625499031
"TRPC4",0.100091,0.140942,0.055802,0.098945,5,9,4,"Trpc4",4.115934,3.042175,4.201016,189,137,365,3.786375,0.229598600193257
"TRPC4AP",17.431401,15.081828,12.882288,15.131839,1189,986,835,"Trpc4ap",37.906013,39.580848,38.396606,1387,1562,2680,38.6278223333333,0.407083661178892
"TRPC5",0.008388,0,0,0.002796,1,0,0,"Trpc5",1.68177,1.912014,1.703289,96,109,189,1.765691,0.362584251096742
"TRPC5OS",0,0,0,0,0,0,0,"Trpc5os",0.020258,0.042121,0.010812,1,2,1,0.024397,0.976184038024321
"TRPC6",0.348225,0,0,0.116075,2,0,0,"Trpc6",2.670533,1.829515,2.635827,116,80,217,2.378625,0.33033408561175
"TRPC7",0,0,0,0,0,0,0,"Trpc7",0.993859,1.259046,1.271224,47,55,101,1.17470966666667,0.459831496280959
"TRPM1",0,0,0,0,0,0,0,"Trpm1",0.075682,0.194046,1.802714,3,4,13,0.690814,0.591431109512933
"TRPM2",0.008262,0.18045,0,0.062904,1,2,0,"Trpm2",15.349173,14.254694,15.146411,447,395,843,14.9167593333333,0.0667789201143499
"TRPM3",0.011442,0.033763,0.010363,0.0185226666666667,1,3,1,"Trpm3",8.108818,7.87842,6.463492,837,846,1464,7.48357666666667,0.12005816729029
"TRPM4",26.35424,19.578321,19.6564,21.862987,905,729,591,"Trpm4",8.215179,6.696138,7.076008,121,113,252,7.32910833333333,2.74495012971577
"TRPM5",0.012318,0.013327,0,0.00854833333333333,1,1,0,"Trpm5",0.17939,0.143261,0.221123,2,1,3,0.181258,0.853791748570874
"TRPM6",0.049455,0.049559,0,0.0330046666666667,3,3,0,"Trpm6",0.129333,0.022768,0.123995,12,2,22,0.092032,0.945947249409053
"TRPM7",13.430834,8.539378,3.352525,8.44091233333333,422,370,193,"Trpm7",14.83511,13.134562,15.947792,700,633,1335,14.6391546666667,0.603671524104542
"TRPM8",0.174113,0.344416,0,0.172843,1,4,0,"Trpm8",0,0.019655,0.010083,0,1,1,0.00991266666666667,1.16133111179911
"TRPS1",1.806117,0.326138,0.658976,0.930410333333333,77,46,45,"Trps1",2.87277,2.863843,2.690048,319,375,658,2.808887,0.506817433369206
"TRPT1",70.43264,62.389383,50.2033,61.008441,472,370,341,"Trpt1",4.883878,5.204936,4.916167,56,60,105,5.00166033333333,10.3318811055674
"TRPV1",8.596527,6.752484,4.485985,6.61166533333333,519,450,298,"Trpv1",0,0.274018,0.014543,0,1,1,0.096187,6.94376537336543
"TRPV2",1.125267,1.86739,3.742451,2.245036,24,27,47,"Trpv2",6.267916,5.02629,5.526634,162,150,303,5.60694666666667,0.491155167994898
"TRPV3",0.68638,0.709307,0.33316,0.576282333333333,73,55,35,"Trpv3",0.179705,0.122427,0.207754,15,10,33,0.169962,1.34729361580405
"TRPV4",0.136642,0.15001,0.133694,0.140115333333333,8,7,9,"Trpv4",0.635451,0.674091,0.692215,20,19,38,0.667252333333333,0.683828902523653
"TRPV5",0,0,0,0,0,0,0,"Trpv5",0.037493,0,0,1,0,0,0.0124976666666667,0.987656597068701
"TRPV6",0,0,0.182112,0.060704,0,0,1,"Trpv6",1.400216,1.540915,1.223662,55,60,92,1.38826433333333,0.444131742536037
"TRRAP",4.14533,2.628115,2.397945,3.05713,854,478,411,"Trrap",29.982834,30.215949,35.494612,1819,1892,3877,31.8977983333333,0.123325274198947
"TRUB1",3.304377,2.54572,1.632476,2.494191,85,69,70,"Trub1",4.688788,5.871794,6.612336,222,248,488,5.724306,0.519635929715275
"TRUB2",13.510007,12.404901,10.979493,12.2981336666667,526,450,373,"Trub2",13.023715,20.812781,18.051017,230,242,395,17.2958376666667,0.726839290386504
"TSACC",0.261996,0.716068,1.066783,0.681615666666667,3,4,7,"Tsacc",2.493959,1.969221,2.871139,9,7,22,2.444773,0.488164435411758
"TSBP1",0,0,0,0,0,0,0,"BC051142",11.745666,12.448869,11.325072,21,24,43,11.839869,0.0778824145324224
"TSC1",6.850281,4.582885,3.318883,4.91734966666667,591,361,284,"Tsc1",9.564568,10.402597,9.564606,947,957,1839,9.84392366666667,0.545683448958251
"TSC2",87.89205,64.467455,65.349671,72.5697253333333,1155,793,623,"Tsc2",149.632239,107.509622,117.554572,1202,1165,2173,124.898811,0.58435599787621
"TSC22D1",54.541593,36.888582,27.769936,39.7333703333333,1599,1381,1221,"Tsc22d1",175.787015,190.874511,187.599994,3385,3840,7028,184.75384,0.219286827843415
"TSC22D2",20.485471,18.577425,13.284055,17.4489836666667,765,553,484,"Tsc22d2",8.154903,7.02346,5.449078,480,472,903,6.87581366666667,2.3424860525522
