"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"NTM",1.543833,0.532522,0.397734,0.824696333333333,22,18,19,"Ntm",86.865353,98.055951,81.146491,2499,2531,4422,88.689265,0.0203446458540309
"NTMT1",32.206488,26.844657,26.582164,28.5444363333333,447,379,346,"Ntmt1",14.948054,19.115935,15.246115,149,170,285,16.4367013333333,1.69438219813136
"NTN1",0.23441,0.289056,0.205457,0.242974333333333,32,36,26,"Ntn1",2.125124,2.338549,2.315399,163,183,337,2.25969066666667,0.381316652541264
"NTN3",0.137026,0.027828,0.102761,0.089205,6,1,4,"Ntn3",2.852072,4.157722,1.726842,72,78,142,2.912212,0.27841154824943
"NTN4",0.219796,0.313361,0.203266,0.245474333333333,13,19,10,"Ntn4",2.771374,3.06967,2.737618,131,118,209,2.859554,0.322699030337011
"NTN5",0.058264,0.042077,0.097193,0.0658446666666667,3,2,1,"Ntn5",1.085565,1.310687,0.952838,17,24,36,1.11636333333333,0.50362083385178
"NTNG1",0,0,0.024967,0.00832233333333333,0,0,2,"Ntng1",5.357181,7.357639,4.829929,242,277,391,5.84824966666667,0.147237963335546
"NTNG2",0.39934,0.020767,0.051681,0.157262666666667,5,2,5,"Ntng2",9.504852,11.339473,13.029374,175,200,419,11.291233,0.0941535049141666
"NTPCR",18.612044,17.268866,12.793385,16.224765,339,288,199,"Ntpcr",13.490659,15.004243,15.246487,109,132,240,14.580463,1.10553614485012
"NTRK1",0.069942,0,0,0.023314,3,0,0,"Ntrk1",0.884815,0.764876,0.916708,30,26,61,0.855466333333333,0.551513105690052
"NTRK2",0.022513,0,0.015104,0.012539,3,0,2,"Ntrk2",80.27644,72.18965,75.812201,8386,7454,14757,76.0927636666667,0.0131340342704279
"NTRK3",0.17649,0.367417,0.182113,0.242006666666667,2,4,2,"Ntrk3",128.668558,71.321737,144.60248,2802,2470,5170,114.864258333333,0.0107194978376636
"NTS",0.082292,0.592202,0.117804,0.264099333333333,1,6,2,"Nts",9.533532,7.109218,5.439522,141,100,149,7.36075733333333,0.151194357512748
"NTSR1",0.060628,0.016228,0,0.0256186666666667,5,1,0,"Ntsr1",1.685657,1.675042,1.051215,92,90,110,1.470638,0.415123003316013
"NTSR2",0,0,0,0,0,0,0,"Ntsr2",39.919072,37.234264,37.115813,803,746,1537,38.0897163333333,0.0255821759225012
"NUAK1",5.40846,4.529431,3.434282,4.457391,786,572,468,"Nuak1",14.257219,16.119067,17.191705,1001,898,1669,15.855997,0.323765541723815
"NUAK2",0.378306,0.343967,0.167271,0.296514666666667,29,24,12,"Nuak2",0.329527,0.229872,0.305425,13,9,23,0.288274666666667,1.00639615154532
"NUB1",17.928081,8.639234,10.962098,12.5098043333333,355,280,264,"Nub1",21.182317,23.542384,21.211063,961,1049,1847,21.978588,0.587930134494484
"NUBP1",24.038525,25.494407,24.083056,24.5386626666667,311,291,286,"Nubp1",5.756085,4.395776,5.413189,116,128,237,5.18835,4.12689370618447
"NUBP2",18.640858,21.346997,15.51464,18.5008316666667,419,437,275,"Nubp2",10.369871,10.77181,10.272544,141,156,303,10.4714083333333,1.69995096504425
"NUBPL",8.435665,4.342428,3.623311,5.46713466666667,196,189,152,"Nubpl",1.182419,3.154837,2.846624,46,70,71,2.39462666666667,1.90510925109094
"NUCB1",78.198283,69.643656,64.975785,70.9392413333333,2310,2119,1878,"Nucb1",36.486745,35.21523,32.726229,619,578,1040,34.8094013333333,2.00894845081837
"NUCB2",52.192268,65.67681,44.70127,54.190116,419,451,348,"Nucb2",9.871465,11.207097,11.272869,149,156,262,10.7838103333333,4.6835543375882
"NUCKS1",369.989121,244.895356,295.931479,303.605318666667,1990,1903,1457,"Nucks1",22.394214,22.378341,21.393449,1808,1753,3153,22.0553346666667,13.2119235339951
"NUDC",28.598709,30.945796,30.697255,30.0805866666667,978,977,954,"Nudc",631.592988,467.684054,508.703387,786,787,1499,535.993476333333,0.0578788905945176
"NUDCD1",2.904329,2.768938,2.131749,2.601672,133,120,84,"Nudcd1",4.721092,5.79787,6.058796,214,248,461,5.52591933333333,0.551902623374954
"NUDCD2",13.927123,17.881803,12.118365,14.6424303333333,164,196,134,"Nudcd2",12.672755,12.701218,15.00107,120,118,250,13.4583476666667,1.08189612630471
"NUDCD3",27.282924,17.412365,25.122966,23.2727516666667,967,755,747,"Nudcd3",30.896712,36.535691,34.700779,1322,1496,2773,34.044394,0.692628660283487
"NUDT1",14.452844,22.049911,13.799878,16.7675443333333,92,110,82,"Nudt1",28.537504,29.358965,5.009345,25,30,52,20.9686046666667,0.808769815057591
"NUDT11",0.583806,0.864272,0.357021,0.601699666666667,24,37,15,"Nudt11",8.684975,10.197528,8.163296,303,356,570,9.01526633333333,0.15992581858116
"NUDT11",0.583806,0.864272,0.357021,0.601699666666667,24,37,15,"Nudt10",9.691158,9.850467,7.602861,199,205,317,9.048162,0.1594022535332
"NUDT12",3.17984,2.071669,1.344501,2.19867,101,64,58,"Nudt12",2.979037,3.152279,2.610663,82,91,140,2.913993,0.817239581164299
"NUDT13",2.575716,1.44255,2.390613,2.136293,60,44,48,"Nudt13",10.520119,12.757834,11.11166,102,101,173,11.4632043333333,0.251644193268328
"NUDT14",12.704331,15.232882,14.100478,14.0125636666667,166,156,146,"Nudt14",24.796476,25.538681,25.826443,362,356,717,25.3872,0.568933561221602
"NUDT15",4.688857,4.864006,3.9739,4.508921,158,172,137,"Nudt15",1.785224,2.264087,1.771921,89,72,122,1.94041066666667,1.8735209548961
"NUDT16",6.07268,4.625926,3.542879,4.74716166666667,648,503,406,"Nudt16l2",0.105342,0,0,1,0,0,0.035114,5.55220165765961
"NUDT16",6.07268,4.625926,3.542879,4.74716166666667,648,503,406,"Nudt16",7.130937,14.876608,12.853298,79,117,209,11.620281,0.455390943091257
"NUDT16L1",19.258683,18.970447,16.582678,18.2706026666667,527,477,423,"Nudt16l1",20.133793,22.992208,23.349477,310,343,668,22.1584926666667,0.832118175566924
"NUDT17",4.575256,2.575584,2.601596,3.250812,59,40,34,"Nudt17",3.39102,3.307753,3.834763,29,36,74,3.51117866666667,0.94228411554822
"NUDT18",1.66288,1.692296,0.949498,1.43489133333333,57,52,27,"Nudt18",11.555025,15.899655,13.373458,253,355,584,13.6093793333333,0.166666309209851
"NUDT19",2.552087,2.566164,2.719328,2.61252633333333,146,143,153,"Nudt19",41.220083,50.890437,37.287699,451,534,848,43.1327396666667,0.0818559273822256
"NUDT2",8.445837,6.949875,6.223457,7.20638966666667,136,99,88,"Nudt2",12.7684,11.170951,10.478577,115,98,179,11.4726426666667,0.657951156461683
"NUDT21",29.891494,17.621545,20.540748,22.6845956666667,490,442,364,"Nudt21",20.907368,18.173538,16.35371,899,801,1624,18.4782053333333,1.21595369087392
"NUDT22",48.854072,43.876097,41.305013,44.678394,597,459,461,"Nudt22",2.23963,3.824079,4.099543,22,41,67,3.38775066666667,10.4104352024864
"NUDT3",4.187981,3.519449,3.080529,3.59598633333333,891,742,640,"Nudt3",244.488192,258.896777,237.042584,2648,2643,4789,246.809184333333,0.0185464729473108
"NUDT4",44.759426,48.504559,41.111623,44.7918693333333,3067,3592,2922,"Nudt4",47.115718,50.336996,40.741506,1898,2011,3215,46.06474,0.972954898578709
"NUDT4B",0,0,0,0,0,0,0,"Nudt4",47.115718,50.336996,40.741506,1898,2011,3215,46.06474,0.0212473286796018
"NUDT5",45.24791,41.513249,31.658723,39.473294,600,603,470,"Nudt5",8.164894,8.622885,8.253326,214,209,376,8.347035,4.33006766316805
"NUDT6",5.58794,4.514261,5.396386,5.16619566666667,105,73,87,"Nudt6",2.876515,2.727161,2.592211,15,8,32,2.73196233333333,1.65226631887228
"NUDT7",11.729337,9.698437,8.833775,10.087183,73,87,69,"Nudt7",3.497351,3.216829,3.239272,41,36,82,3.31781733333333,2.56777490664265
"NUDT9",19.886852,18.978155,19.560803,19.47527,334,289,292,"Nudt9",19.835034,27.809965,21.357919,327,324,588,23.0009726666667,0.853101675684866
"NUF2",5.935655,10.252796,2.240312,6.142921,77,109,72,"Nuf2",0.991685,0.931044,0.774675,27,19,41,0.899134666666667,3.76114507589772
"NUFIP1",0.839713,0.751373,0.586398,0.725828,48,47,36,"Nufip1",2.319372,2.841799,2.478056,127,153,261,2.546409,0.486640993748888
"NUFIP2",7.719843,3.325803,2.039152,4.36159933333333,699,468,416,"Nufip2",7.167667,5.941355,7.276963,518,418,903,6.79532833333333,0.687796472973022
"NUGGC",0.140679,0.056053,0.014517,0.0704163333333333,12,5,1,"Nuggc",0,0.029432,0,0,1,0,0.00981066666666667,1.0600168612466
"NUMA1",22.996745,27.872401,13.94338,21.6041753333333,1550,1050,872,"Numa1",23.253239,24.880632,22.012623,1021,1044,2006,23.3821646666667,0.927078282111512
"NUMB",12.125574,8.123919,8.844814,9.69810233333333,500,434,362,"Numb",20.45542,20.220779,16.426003,492,461,882,19.0340673333333,0.5339955264867
"NUMBL",5.328334,2.591056,3.290705,3.73669833333333,174,149,132,"Numbl",22.386015,24.161794,23.202697,653,637,1523,23.2501686666667,0.195326407764092
"NUP107",26.322581,12.353011,14.368503,17.681365,360,288,202,"Nup107",6.120013,12.898392,9.729633,139,151,253,9.58267933333333,1.76527743226211
"NUP133",11.874019,10.526851,10.185626,10.8621653333333,562,430,335,"Nup133",6.997679,6.567792,7.056762,303,366,694,6.87407766666667,1.506483150852
"NUP153",2.938904,2.349318,1.696432,2.328218,362,283,205,"Nup153",22.894395,27.303783,19.109859,607,580,1082,23.102679,0.138084982171484
"NUP155",4.41337,2.616542,2.943011,3.32430766666667,262,217,172,"Nup155",5.490853,5.279094,5.927619,302,266,548,5.56585533333333,0.65860538302042
"NUP160",5.208562,3.378815,1.960672,3.51601633333333,360,233,167,"Nup160",27.136271,44.207314,28.492859,170,170,333,33.2788146666667,0.131743655002306
"NUP188",14.61088,8.107153,8.417327,10.3784533333333,766,539,398,"Nup188",4.543789,3.201133,4.777571,222,201,414,4.17416433333333,2.19909005595944
"NUP205",5.452601,7.705001,7.021405,6.72633566666667,294,259,180,"Nup205",5.927914,5.186844,4.86231,335,321,680,5.32568933333333,1.22142192882483
"NUP210",5.719772,3.854018,3.895573,4.48978766666667,894,595,526,"Nup210",17.585939,14.009062,15.799592,345,307,674,15.7981976666667,0.326808135944267
"NUP210L",0,0,0,0,0,0,0,"Nup210l",0.086479,0.050454,0.045295,7,4,7,0.0607426666666667,0.942735718496601
"NUP214",39.806581,27.93293,22.733622,30.157711,553,393,328,"Nup214",26.394918,20.388866,27.998667,425,452,795,24.9274836666667,1.20172521948428
"NUP35",4.718293,2.910471,2.06945,3.232738,68,60,41,"Nup35",7.947644,7.918519,6.079003,133,135,216,7.31505533333333,0.509045079114727
"NUP37",8.489132,9.315172,9.364319,9.05620766666667,171,190,139,"Nup37",3.02234,1.892383,2.357026,37,23,56,2.42391633333333,2.93704830598956
"NUP42",24.652701,22.683944,20.451933,22.5961926666667,204,236,154,"Nupl2",3.201612,3.167152,3.347272,70,81,161,3.23867866666667,5.56687461406998
"NUP43",5.494138,4.325696,4.610778,4.810204,351,324,321,"Nup43",1.984422,4.022625,3.318758,29,41,81,3.10860166666667,1.41415607337614
"NUP50",3.063163,2.124611,2.059923,2.415899,237,157,177,"Nup50",6.437051,7.037542,6.621826,431,422,755,6.69880633333333,0.443692028621407
"NUP54",16.257726,10.835382,8.784559,11.9592223333333,186,154,142,"Nup54",17.814472,14.943489,16.078669,159,125,275,16.2788766666667,0.750003752172933
"NUP58",8.271221,3.784775,3.315277,5.12375766666667,411,316,243,"Nupl1",33.717496,25.871313,34.008384,1075,1064,1887,31.1990643333333,0.190184335894729
"NUP62",11.600481,8.172874,5.907071,8.560142,559,418,367,"Nup62",10.451437,6.537507,7.10929,230,216,425,8.03274466666667,1.05838727350277
"NUP62CL",3.009304,2.042937,0.850836,1.96769233333333,48,29,16,"Nup62cl",0.438933,0.038995,0.076672,4,1,3,0.184866666666667,2.50466353457492
"NUP85",67.337282,57.600249,53.989026,59.6421856666667,364,309,239,"Nup85",29.300285,26.23166,31.410204,271,261,531,28.9807163333333,2.02270636206391
"NUP88",34.558953,42.046439,25.101267,33.9022196666667,314,323,241,"Nup88",30.023022,30.276511,32.396092,507,556,1010,30.8985416666667,1.09416348971021
"NUP93",71.744148,68.257679,58.037328,66.0130516666667,790,665,547,"Nup93",8.135835,13.684841,9.891346,237,266,454,10.570674,5.79162905001616
"NUP98",29.551144,20.309529,21.305413,23.7220286666667,772,556,408,"Nup98",6.497277,6.195001,6.000033,519,493,947,6.23077033333333,3.4190034432016
"NUPR1",0.246882,0.221585,0.143236,0.203901,11,12,6,"Nupr1",10.901081,11.764363,9.646494,35,45,89,10.770646,0.102279942834064
"NUPR2",0,0,0,0,0,0,0,"Nupr1l",1.250014,1.220673,0.097103,3,4,4,0.85593,0.538813425075299
"NUS1",2.397482,2.459867,1.159961,2.00577,176,199,94,"Nus1",21.896393,25.234722,21.617195,1200,1208,2211,22.9161033333333,0.125679754686905
"NUSAP1",37.315577,24.965403,21.147471,27.8094836666667,469,469,337,"Nusap1",1.087885,0.962666,1.113188,52,46,86,1.05457966666667,14.022081564453
"NUTM1",0,0,0,0,0,0,0,"Nutm1",0.038343,0.117714,0.080602,2,6,8,0.0788863333333333,0.926881701161599
"NUTM2A",0.506332,0.250212,0,0.252181333333333,37,17,0,"Nutm2",0,0.029623,0,0,1,0,0.00987433333333333,1.23993777443596
"NUTM2B",0.865578,0.87534,0.897386,0.879434666666667,46,44,43,"Nutm2",0,0.029623,0,0,1,0,0.00987433333333333,1.86105796001681
"NUTM2D",3.42697,2.553299,2.823268,2.93451233333333,175,95,132,"Nutm2",0,0.029623,0,0,1,0,0.00987433333333333,3.89604152067766
"NUTM2E",0,0,0,0,0,0,0,"Nutm2",0,0.029623,0,0,1,0,0.00987433333333333,0.99022221576744
"NUTM2F",0.23358,0.277707,0.217934,0.243073666666667,13,14,11,"Nutm2",0,0.029623,0,0,1,0,0.00987433333333333,1.23091916056882
"NUTM2G",0.119871,0.04674,0.157863,0.108158,8,3,9,"Nutm2",0,0.029623,0,0,1,0,0.00987433333333333,1.09732267018042
"NVL",19.946293,10.73055,10.406954,13.694599,246,185,166,"Nvl",15.905265,13.201104,17.096215,758,559,1495,15.4008613333333,0.895965077769086
"NWD1",0.22787,0.117117,0.020154,0.121713666666667,2,3,3,"Nwd1",9.298213,9.514592,8.277586,1172,1033,2027,9.03013033333333,0.111834405873955
"NWD2",0,0,0,0,0,0,0,"Nwd2",7.263258,7.718664,7.05622,499,576,941,7.34604733333333,0.119817197298426
"NXF1",73.835403,71.432504,66.800014,70.689307,1174,949,858,"Nxf1",53.346683,54.28487,54.895142,708,614,1418,54.175565,1.29929447935875
"NXF2",0,0,0,0,0,0,0,"Nxf7",1.059278,1.494584,1.049591,14,21,20,1.201151,0.454307768980865
"NXF2",0,0,0,0,0,0,0,"Nxf2",0.065667,0,0.022763,2,0,1,0.0294766666666667,0.971367329031255
"NXF2B",0,0,0,0,0,0,0,"Nxf7",1.059278,1.494584,1.049591,14,21,20,1.201151,0.454307768980865
"NXF2B",0,0,0,0,0,0,0,"Nxf2",0.065667,0,0.022763,2,0,1,0.0294766666666667,0.971367329031255
"NXF3",0.025448,0.289534,0,0.104994,1,4,0,"Nxf3",0,0,0.026094,0,0,2,0.008698,1.09546563986446
"NXN",24.251648,20.806257,13.55487,19.5375916666667,839,660,536,"Nxn",3.577895,2.7936,2.94938,125,90,200,3.10695833333333,5.00068176976067
"NXNL1",0.119715,0.06659,0.064869,0.0837246666666667,2,1,1,"Nxnl1",0.034452,0.02797,0,1,1,0,0.0208073333333333,1.061634875925
"NXNL2",0.264179,0.36663,0.369105,0.333304666666667,8,10,10,"Nxnl2",0.026511,0,0.043549,1,0,3,0.0233533333333333,1.30287811964587
"NXPE2",0.117781,0,0.029377,0.0490526666666667,4,0,1,"Nxpe2",0.378473,0.360757,0.258473,8,4,12,0.332567666666667,0.787241573473567
"NXPE3",4.449095,3.148193,2.423741,3.340343,421,319,296,"Nxpe3",2.825008,3.12391,2.70095,256,274,462,2.88328933333333,1.11769755674485
"NXPE4",0,0,0,0,0,0,0,"Nxpe4",2.647528,3.200647,3.284631,134,142,306,3.04426866666667,0.247263493704589
"NXPH1",0,0,0,0,0,0,0,"Nxph1",8.503451,10.419662,8.363929,308,368,571,9.09568066666667,0.0990522613598251
"NXPH2",0.506368,0.405917,0.375394,0.429226333333333,23,20,18,"Nxph2",0.595129,0.622536,0.806584,21,21,53,0.674749666666667,0.853396995252425
"NXPH3",0.354474,0.24654,0.315156,0.30539,44,27,38,"Nxph3",7.307741,8.091899,6.792585,189,212,351,7.39740833333333,0.155451533161521
"NXPH4",1.155285,1.436295,1.140212,1.24393066666667,44,49,40,"Nxph4",1.046058,1.397554,0.874349,20,28,35,1.105987,1.06550072088131
"NXT1",3.813344,3.086714,2.250742,3.05026666666667,74,56,41,"Nxt1",4.323777,5.861458,4.42524,46,63,92,4.87015833333333,0.689975710479132
"NXT2",0.546452,0.335052,0.667392,0.516298666666667,9,8,15,"Nxt2",10.235224,11.061487,9.992208,319,300,569,10.4296396666667,0.132663733143643
"NYAP1",0.308013,0.179805,0.151062,0.21296,24,12,8,"Nyap1",15.140426,18.105622,17.087445,639,747,1417,16.777831,0.0682287957400428
"NYAP2",0.011799,0.01152,0.013464,0.012261,1,1,1,"Nyap2",5.638934,7.099832,5.967076,579,649,1092,6.23528066666667,0.139906251966636
"NYNRIN",0.492493,0.2448,0.108428,0.281907,45,41,18,"Nynrin",1.278287,1.379224,2.069138,138,144,290,1.57554966666667,0.497721716102284
"NYX",0,0.065279,0.06204,0.0424396666666667,0,3,3,"Nyx",0.267211,0.101763,0.109582,18,7,15,0.159518666666667,0.899027929980141
"OAF",0.943969,0.47055,0.603556,0.672691666666667,24,20,26,"Oaf",16.568893,13.663589,14.415248,114,108,232,14.8825766666667,0.105316139929436
"OARD1",18.568096,11.786617,10.806571,13.720428,249,236,184,"Oard1",6.291803,9.453056,7.496928,83,120,196,7.74726233333333,1.68286115575894
"OAS1",0.041736,0.04204,0.02121,0.0349953333333333,2,2,1,"Oas1e",0.130999,0,0.022536,1,0,1,0.0511783333333333,0.984604895775693
"OAS1",0.041736,0.04204,0.02121,0.0349953333333333,2,2,1,"Oas1b",0.153661,0.221025,0.426389,4,5,10,0.267025,0.8168704905849
"OAS1",0.041736,0.04204,0.02121,0.0349953333333333,2,2,1,"Oas1f",0,0,0,0,0,0,0,1.03499533333333
"OAS1",0.041736,0.04204,0.02121,0.0349953333333333,2,2,1,"Oas1c",1.193628,0.534691,0.325724,19,16,19,0.684681,0.614356862416881
"OAS1",0.041736,0.04204,0.02121,0.0349953333333333,2,2,1,"Oas1g",0.128566,0,0.17332,1,0,4,0.100628666666667,0.940367414259608
"OAS1",0.041736,0.04204,0.02121,0.0349953333333333,2,2,1,"Oas1a",0.570406,0.417226,0.225831,14,10,11,0.404487666666667,0.736920200794453
"OAS1",0.041736,0.04204,0.02121,0.0349953333333333,2,2,1,"Oas1d",0,0,0,0,0,0,0,1.03499533333333
"OAS1",0.041736,0.04204,0.02121,0.0349953333333333,2,2,1,"Oas1h",0,0,0,0,0,0,0,1.03499533333333
"OAS2",0.02407,0,0,0.00802333333333333,1,0,0,"Oas2",0.147221,0.075364,0.106332,8,4,11,0.109639,0.908424571715065
"OAS3",0.174113,0.18045,0.0071,0.120554333333333,1,3,1,"Oas3",0.131064,0.064621,0.12532,5,3,12,0.107001666666667,1.01224267955032
"OASL",0,0,0,0,0,0,0,"Oasl1",0.256003,0.316538,0.081437,6,3,1,0.217992666666667,0.821023005611966
"OAT",9.905326,8.010785,6.458402,8.12483766666667,260,237,214,"Oat",32.990296,30.871847,29.182314,816,840,1463,31.014819,0.285019186479445
"OAZ1",210.363479,194.942833,163.687494,189.664602,2909,2526,2162,"Oaz1",327.024834,336.595391,332.784329,1630,1652,3241,332.134851333333,0.572334600348439
"OAZ2",122.757074,113.548132,94.571267,110.292157666667,1449,1430,1179,"Oaz2",74.877547,98.99265,83.034484,1434,1607,2803,85.6348936666667,1.28461123407008
"OAZ3",0.943743,0.626233,0.387921,0.652632333333333,9,5,5,"Oaz3",1.551744,0.713092,1.524136,8,7,15,1.26299066666667,0.730286853444086
"OBI1",3.345667,2.054943,2.158326,2.51964533333333,212,141,143,"Obi1",2.365563,4.254922,4.138155,108,167,259,3.58621333333333,0.767440386549833
"OBP2A",0,0,0,0,0,0,0,"Obp2a",0,0,0,0,0,0,0,1
"OBP2A",0,0,0,0,0,0,0,"Obp2b",0,0,0.146118,0,0,2,0.048706,0.953556096751616
"OBP2B",0,0,0,0,0,0,0,"Obp2a",0,0,0,0,0,0,0,1
"OBP2B",0,0,0,0,0,0,0,"Obp2b",0,0,0.146118,0,0,2,0.048706,0.953556096751616
"OBSCN",69.327149,61.367859,50.058904,60.251304,5480,3416,2963,"Obscn",0.513904,0.754602,1.238126,58,85,147,0.835544,33.3695645541594
"OBSL1",188.384334,153.580035,128.492009,156.818792666667,5924,4081,3508,"Obsl1",7.169064,4.878369,11.672321,121,105,376,7.90658466666667,17.7193389579859
"OC90",0,0,0,0,0,0,0,"Oc90",0,0,0.02573,0,0,1,0.00857666666666667,0.991496267016555
"OCA2",0,0,0,0,0,0,0,"Oca2",0.027282,0.331598,0.073297,1,5,6,0.144059,0.874080794784185
"OCEL1",22.245859,16.918453,15.925188,18.3631666666667,123,114,116,"Ocel1",3.716897,5.188884,8.091438,164,163,370,5.66573966666667,2.9048789234143
"OCIAD1",112.911431,140.242576,129.849293,127.667766666667,1178,1416,988,"Ociad1",221.930515,233.129737,217.728793,2753,2766,4976,224.263015,0.571189046131992
"OCIAD2",97.690412,95.862467,116.139717,103.230865333333,206,204,164,"Ociad2",59.588411,53.871467,55.24207,816,701,1504,56.2339826666667,1.82113598385034
"OCLN",0.24313,0.200223,0.392324,0.278559,18,20,23,"Ocln",4.773432,3.886767,4.973817,107,114,203,4.544672,0.230592359656261
"OCM",0,0,0,0,0,0,0,"Ocm",3.323723,3.382926,1.731625,4,4,7,2.812758,0.26227733310113
"OCM2",0,0,0,0,0,0,0,"Ocm",3.323723,3.382926,1.731625,4,4,7,2.812758,0.26227733310113
"OCRL",2.801253,2.620335,2.169538,2.53037533333333,287,241,199,"Ocrl",18.638859,17.600264,21.088083,845,868,1777,19.1090686666667,0.175561354523861
"OCSTAMP",0,0,0,0,0,0,0,"Ocstamp",0.140327,0.094758,0.114456,7,5,11,0.116513666666667,0.895645104806897
"ODAM",1.572753,1.873726,1.642374,1.69628433333333,15,15,15,"Odam",0,0,0,0,0,0,0,2.69628433333333
"ODAPH",0.071225,0.033222,0,0.0348156666666667,2,1,0,"Odaph",0.13048,0.133699,0.068733,1,1,1,0.110970666666667,0.931451835512008
"ODC1",30.835714,28.269869,22.757473,27.2876853333333,1285,1176,925,"Odc1",31.945932,31.83919,31.346168,603,561,1034,31.71043,0.86479099581795
"ODF1",0,0,0,0,0,0,0,"Odf1",0,0,0.041103,0,0,1,0.013701,0.986484180246443
"ODF2",8.442885,7.151561,5.093757,6.89606766666667,389,337,269,"Odf2",31.717081,24.42187,31.011889,680,646,1476,29.05028,0.262761866667022
"ODF2L",18.755344,14.242769,13.356821,15.4516446666667,253,270,177,"Odf2l",16.537532,13.798915,14.828377,182,114,294,15.0549413333333,1.0247091113631
"ODF3",0,0,0,0,0,0,0,"Odf3",0.126948,0.155875,0.053371,2,3,2,0.112064666666667,0.89922828228814
"ODF3B",0.455827,0.227306,1.296747,0.65996,7,2,7,"Odf3b",0.449422,3.535658,3.957676,4,17,17,2.64758533333333,0.455084624019762
"ODF3L1",0.141135,0.148162,0.049928,0.113075,3,3,1,"Odf3l1",0.159995,0,0,2,0,0,0.0533316666666667,1.05671844417475
"ODF3L2",0.034191,0,0,0.011397,1,0,0,"Odf3l2",0.277778,0.068565,0.210641,4,1,6,0.185661333333333,0.853023516552225
"ODR4",4.581908,4.832171,4.450097,4.621392,146,157,103,"Odr4",22.103306,32.474766,26.148208,522,514,985,26.90876,0.201420342573443
"OFD1",6.854001,6.347906,6.534367,6.578758,223,188,175,"Ofd1",1.587742,1.85724,1.419385,99,114,170,1.62145566666667,2.89104946399373
"OGA",34.857347,20.360466,16.622474,23.9467623333333,1436,1181,919,"Oga",53.501865,60.160009,49.94987,2993,3273,5342,54.537248,0.449189746192201
"OGDH",41.373705,29.077159,25.73248,32.0611146666667,3591,2544,2186,"Ogdh",47.37355,50.961392,46.38008,2697,2804,4791,48.2383406666667,0.671450626057518
"OGDHL",11.943503,7.983009,5.342105,8.42287233333333,702,512,364,"Ogdhl",22.046832,20.700169,21.197724,1111,1037,2015,21.3149083333333,0.422268027839385
"OGFOD1",8.303737,6.26873,5.311621,6.62802933333333,391,323,281,"Ogfod1",33.727917,28.811302,28.594929,1359,1326,2461,30.3780493333333,0.243100813957545
"OGFOD2",12.560498,9.630441,4.974675,9.05520466666667,216,158,151,"Ogfod2",11.558689,11.121321,11.970004,187,182,349,11.5500046666667,0.801211229297285
"OGFOD3",10.070521,5.769018,5.981833,7.27379066666667,334,252,247,"Ogfod3",2.335839,2.947817,2.952159,36,45,89,2.74527166666667,2.20912964480102
"OGFR",6.49609,5.0135,4.602657,5.370749,339,236,215,"Ogfr",10.982135,12.112875,12.801772,299,329,598,11.965594,0.491358051162176
"OGFRL1",1.001733,0.808442,0.46569,0.758621666666667,109,95,62,"Ogfrl1",24.692599,33.157422,27.892087,1632,1707,2914,28.5807026666667,0.0594516528726138
"OGG1",7.512631,7.083615,5.890754,6.829,219,174,160,"Ogg1",3.711317,3.149902,2.817892,45,41,85,3.22637033333333,1.85241693995738
"OGN",0.023955,0,0,0.007985,1,0,0,"Ogn",2.634929,2.771312,4.055074,93,94,268,3.15377166666667,0.242667407091467
"OGT",23.856665,10.84309,10.485354,15.061703,1478,954,700,"Ogt",73.814424,60.3628,75.413537,4123,3579,8151,69.863587,0.226656646663963
"OIP5",3.111352,3.212755,2.019039,2.78104866666667,50,66,41,"Oip5",0.634505,0.602723,0.462094,8,10,12,0.566440666666667,2.41378352026101
"OIT3",0.241416,0.114329,0.069563,0.141769333333333,11,5,3,"Oit3",0.054025,0.027706,0.20269,2,1,1,0.094807,1.04289553622998
"OLA1",47.261813,45.898139,38.584094,43.914682,705,729,605,"Ola1",41.678031,50.831866,47.170614,885,1009,1766,46.5601703333333,0.944375970170166
"OLAH",0.353604,0.066644,0,0.140082666666667,2,2,0,"Olah",0.089623,0,0,2,0,0,0.0298743333333333,1.10701143796509
"OLFM1",0.875013,1.118436,0.542162,0.845203666666667,29,21,21,"Olfm1",339.591305,414.944753,354.858012,6375,7496,12943,369.798023333333,0.00497630394595685
"OLFM2",0.418001,0.308813,0.278835,0.335216333333333,10,10,8,"Olfm2",38.445406,42.326236,37.34203,908,1045,1710,39.371224,0.0330734667181092
"OLFM3",0.079738,0,0,0.0265793333333333,3,0,0,"Olfm3",13.338322,14.439422,13.095112,628,617,938,13.6242853333333,0.0701968889374332
"OLFM4",0,0,0,0,0,0,0,"Olfm4",0.291431,0.23823,0.223315,11,9,16,0.250992,0.799365623441237
"OLFML1",0.156898,0.139091,0.104873,0.133620666666667,5,5,3,"Olfml1",3.790261,3.965093,4.963089,72,83,180,4.239481,0.216361251556531
