"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"THADA","Thada",2.586435,2.301447,2.436449,151,151,299,2.44144366666667,6.711471,10.009359,6.379781,225,154,141,0.720811,1.99989636669377
"THAP1","Thap1",5.833588,3.842603,5.768273,127,82,178,5.14815466666667,3.880392,1.899811,2.63364,54,32,37,0,6.14815466666667
"THAP11","Thap11",9.230309,11.582424,9.606887,199,261,430,10.1398733333333,8.282742,6.883867,5.035333,321,246,181,0.0125793333333333,11.0014820237953
"THAP12","Thap12",18.97876,24.233633,22.928249,750,867,1568,22.0468806666667,3.40349,3.193876,1.823743,206,208,122,0.892223666666667,12.1797867094993
"THAP2","Thap2",3.696519,3.478036,3.927073,260,236,437,3.70054266666667,1.009085,1.357231,1.669171,25,23,24,0.038356,4.52690856186767
"THAP3","Thap3",8.028787,9.8509,7.607315,81,91,140,8.49566733333333,7.446104,6.172172,7.445676,119,100,93,0.667341333333333,5.69509502553366
"THAP4","Thap4",11.799085,11.681497,12.562208,173,154,270,12.0142633333333,43.131169,37.978966,33.39824,757,617,541,0,13.0142633333333
"THAP7","Thap7",16.028015,13.280528,18.09636,105,113,231,15.8016343333333,5.886112,6.834968,8.504886,154,139,152,0,16.8016343333333
"THBD","Thbd",3.231324,3.422677,3.614061,167,174,358,3.42268733333333,1.155446,0.855848,0.917472,100,70,76,0,4.42268733333333
"THBS1","Thbs1",0.65183,0.500791,0.600203,24,30,67,0.584274666666667,49.061378,17.522875,15.832452,1992,1383,1075,0,1.58427466666667
"THBS2","Thbs2",1.046897,1.238994,1.028175,88,96,163,1.10468866666667,0.450547,0.049107,0.071597,17,6,6,2.070072,0.685550262882
"THBS3","Thbs3",19.035055,14.066148,17.797222,143,106,276,16.9661416666667,4.757625,3.947007,3.242518,108,71,78,0,17.9661416666667
"THBS4","Thbs4",2.995155,2.678937,2.926225,89,60,168,2.86677233333333,9.253616,10.181509,7.450078,332,269,213,0,3.86677233333333
"THEG","Theg",0.600489,0.921887,1.105666,4,4,13,0.876014,0,0,0,0,0,0,1.27161633333333,0.82584984641626
"THEGL","Thegl",0.57187,0.187381,0.39472,5,2,10,0.384657,0.030768,0,0.194329,1,0,6,0.0717053333333333,1.29201279207344
"THEM4","Them4",7.52859,8.230877,7.500103,172,182,326,7.75319,13.4848,13.034551,11.050054,515,498,421,0.0790853333333333,8.11167544364734
"THEM5","Them5",0,0,0,0,0,0,0,0,0.048763,0,0,1,0,0.0315693333333333,0.969396789616339
"THEM6","Them6",15.2852,16.379046,15.999426,315,353,688,15.8878906666667,3.873377,4.339589,3.429789,191,192,156,0.651457,10.2260553357833
"THEMIS","Themis",0.347363,0.412414,0.206451,7,6,6,0.322076,0,0,0,0,0,0,1.02874166666667,0.651672917120218
"THEMIS2","Themis2",0.237846,0.290429,0.397807,10,12,32,0.308694,0.060101,0.05161,0,2,3,0,0.501662666666667,0.871496661034391
"THG1L","Thg1l",3.136284,3.146206,2.078676,81,87,103,2.78705533333333,3.948253,4.468847,4.392511,123,112,94,0,3.78705533333333
"THNSL1","Thnsl1",8.457191,9.521949,8.833289,228,269,473,8.93747633333333,0.679324,0.479582,0.518304,49,37,38,0,9.93747633333333
"THNSL2","Thnsl2",1.768245,3.309681,3.473452,25,37,62,2.85045933333333,11.250251,7.390618,6.932053,204,163,135,0,3.85045933333333
"THOC1","Thoc1",34.798451,25.498677,39.986212,355,274,656,33.42778,6.476256,8.809453,9.541901,198,198,159,0.213661,28.3668833389225
"THOC2","Thoc2",64.010978,55.390756,38.62794,764,684,1250,52.676558,20.387768,12.812104,13.554845,413,265,247,0,53.676558
"THOC3","Thoc3",8.465121,9.108002,8.580965,260,273,459,8.71802933333333,16.920636,19.583449,16.524941,163,186,174,0.0195476666666667,9.53170670784397
"THOC5","Thoc5",10.555271,10.006563,9.520734,268,240,479,10.0275226666667,28.828465,24.757934,20.117452,678,560,446,0,11.0275226666667
"THOC6","Thoc6",2.544342,2.050987,2.423054,41,28,64,2.339461,9.209429,10.733594,9.871702,212,230,222,0.365579333333333,2.44545367558287
"THOC7","Thoc7",75.737878,90.966843,62.040376,393,363,677,76.2483656666667,34.104035,31.174194,29.031638,424,419,363,0.0243806666666667,75.4098238870836
"THOP1","Thop1",18.55427,18.616435,15.409352,311,312,627,17.5266856666667,19.148861,12.44003,9.390068,404,269,227,0.0673473333333333,17.3576914356526
"THPO","Thpo",1.369806,1.400605,2.969647,27,22,88,1.91335266666667,0.059207,0,0,1,0,0,0.370799333333333,2.12529477934772
"THRA","Thra",218.895104,245.168466,251.02446,4858,5369,10725,238.362676666667,15.307872,12.352266,10.604371,1045,791,698,0.0863903333333333,220.328430143739
"THRAP3","Thrap3",81.135155,73.673497,74.122913,1468,1394,2494,76.3105216666667,21.938463,12.385204,10.753089,1159,745,800,0,77.3105216666667
"THRB","Thrb",18.858554,19.482838,18.136926,758,698,1388,18.826106,0.296705,0.345663,0.07917,12,11,6,0.0362736666666667,19.1321140715403
"THRSP","Thrsp",7.201481,7.032849,6.957029,111,106,204,7.06378633333333,0.046109,0.143035,0.096303,1,3,2,8.51021766666667,0.847907652166251
"THSD1","Thsd1",1.065135,0.862935,1.102148,56,44,99,1.01007266666667,0.458478,0.279697,0.331316,30,17,20,0.760025666666667,1.14207008723547
"THSD4","Thsd4",0.765156,1.036505,1.005169,89,110,216,0.93561,6.415893,5.600286,5.324517,819,479,482,0.0277256666666667,1.88339170926612
"THSD7A","Thsd7a",9.821871,6.557715,8.873875,734,869,1343,8.41782033333333,0.03024,0.009818,0.067303,6,2,8,0.037411,9.07819594484089
"THSD7B","Thsd7b",1.214956,1.032566,0.926424,58,72,113,1.057982,0,0,0,0,0,0,0,2.057982
"THTPA","Thtpa",6.185016,7.677002,6.714521,238,290,494,6.85884633333333,14.456794,13.575988,17.25473,174,152,164,0.0879316666666667,7.22365804224836
"THUMPD1","Thumpd1",15.362829,15.574594,14.155634,543,554,972,15.031019,2.786532,2.116223,1.380533,178,173,108,0.252727,12.7968974884392
"THUMPD2","Thumpd2",1.227453,1.470714,1.601728,30,34,74,1.43329833333333,4.349418,4.467265,8.987254,87,90,69,0,2.43329833333333
"THUMPD3","Thumpd3",22.221156,13.278851,14.206955,249,235,451,16.5689873333333,33.430132,23.953755,20.405031,501,445,326,0,17.5689873333333
"THY1","Thy1",649.754156,744.89333,644.307461,4951,5605,9457,679.651649,1.920459,2.18058,2.153206,54,73,56,0.0254196666666667,663.778617795186
"THYN1","Thyn1",30.146249,34.775356,34.695464,265,303,573,33.2056896666667,22.249537,20.014196,15.654653,336,289,232,0,34.2056896666667
"TIA1","Tia1",44.964384,43.597241,57.795717,1324,1100,2623,48.7857806666667,55.369829,31.828337,23.836944,713,512,508,0,49.7857806666667
"TIAL1","Tial1",52.232102,43.268616,53.503819,1131,891,1925,49.668179,65.937548,56.996061,53.41652,702,715,547,0,50.668179
"TIAM1","Tiam1",40.334675,56.907843,54.421905,1129,1309,2177,50.5548076666667,0.473462,0.734645,0.227835,38,23,19,1.1432,24.0550614346149
"TIAM2","Tiam2",28.542266,29.92241,27.375567,861,844,1630,28.6134143333333,15.365589,10.336597,12.29607,376,230,272,0,29.6134143333333
"TICAM1","Ticam1",1.342231,1.220228,1.229623,55,49,96,1.26402733333333,0.848504,0.699874,0.875381,51,39,49,0,2.26402733333333
"TICAM2","Ticam2",0.177153,0.237937,0.229347,9,12,18,0.214812333333333,0.145164,1.344401,0,8,17,0,12.20184,0.092018410564992
"TICRR","Ticrr",0.082612,0.355543,0.095287,6,8,12,0.177814,0.725449,0.596984,0.471807,66,54,45,0.061036,1.11006035610479
"TIE1","Tie1",2.129833,2.129588,2.376568,116,114,245,2.21199633333333,1.049654,1.494723,0.631658,31,28,20,0,3.21199633333333
"TIFA","Tifa",2.298525,2.825226,3.79649,61,59,120,2.97341366666667,7.111428,6.286356,4.729578,167,171,178,1.34309866666667,1.69579442948483
"TIFAB","Tifab",0.751196,0.63491,0.738209,31,27,59,0.708105,0,0,0,0,0,0,0.0217916666666667,1.67167638543408
"TIGAR","Tigar",6.670082,7.660142,5.867732,339,312,568,6.732652,4.901547,4.573562,6.309041,132,159,144,0,7.732652
"TIGD2","Tigd2",3.118177,4.238387,3.68645,125,168,286,3.68100466666667,1.339127,0.923067,0.485781,69,51,30,0,4.68100466666667
"TIGD3","Tigd3",0.779988,1.224035,1.357747,22,34,72,1.12059,0.092599,0.124439,0.099217,4,5,4,0.369388333333333,1.54856730438042
"TIGD4","Tigd4",0.042305,0.04359,0.022404,2,2,2,0.0360996666666667,0.024297,0.110979,0.091695,1,5,4,0.0763083333333333,0.962642055792562
"TIGD5","Tigd5",0.660813,0.702406,0.707178,43,46,91,0.690132333333333,1.056859,0.712217,0.725059,130,79,82,0.134661,1.48954827330219
"TIGIT","Tigit",0,0.101622,0.224665,0,1,4,0.108762333333333,0,0,0.017469,0,0,1,22.867906,0.0464541101064054
"TIMD4","Timd4",0.034673,0.070912,0,1,2,0,0.035195,0,0,0,0,0,0,0.0274323333333333,1.00755540429751
"TIMELESS","Timeless",5.707923,3.166486,3.963726,59,48,93,4.27937833333333,3.827525,3.001271,1.725723,238,194,124,0.457086666666667,3.62324249758651
"TIMM10","Timm10",23.010968,20.364452,17.61313,140,120,209,20.3295166666667,25.138415,29.059231,27.286435,192,196,184,0,21.3295166666667
"TIMM10B","Timm10b",30.867425,33.564414,35.405527,137,134,270,33.279122,9.12187,5.620466,3.957821,263,261,181,0.123449666666667,30.5123789850843
"TIMM13","Timm13",64.697692,65.64057,66.563495,276,302,537,65.633919,50.592119,47.608747,43.840525,640,583,583,0.248613666666667,53.3663220088626
"TIMM17A","Timm17a",63.539545,66.313494,60.041242,779,734,1415,63.2980936666667,34.41234,33.245943,25.837494,595,724,497,1.93513633333333,21.9063397282284
"TIMM17B","Timm17b",11.16783,15.031091,13.077045,98,130,204,13.0919886666667,26.25301,27.26296,18.576517,451,440,302,0,14.0919886666667
"TIMM21","Timm21",9.407528,9.907122,10.114086,117,101,226,9.80957866666667,39.276551,32.771415,30.900644,416,367,344,0,10.8095786666667
"TIMM22","Timm22",19.606081,22.821045,21.69781,190,217,346,21.3749786666667,5.33806,5.110161,4.408094,366,333,285,0.021197,21.9105409305616
"TIMM23B","Timm23",28.324588,29.163888,30.428857,325,363,700,29.3057776666667,7.442841,4.05417,4.148227,232,168,145,0.062979,28.5102317794299
"TIMM29","Timm29",14.307458,16.522948,14.186446,571,670,1141,15.0056173333333,8.874185,9.842057,7.352275,142,129,129,0,16.0056173333333
"TIMM44","Timm44",38.588176,30.304313,35.134217,398,358,832,34.6755686666667,33.584488,30.108782,30.035398,632,496,481,0.0924713333333333,32.6558396345411
"TIMM50","Timm50",15.143428,21.51547,22.005957,169,182,379,19.5549516666667,72.601532,59.730602,57.289988,647,505,422,2.50160733333333,5.87014753795923
"TIMM8A","Timm8a1",7.893222,8.29476,6.229267,128,136,202,7.47241633333333,6.609525,6.221472,4.56917,142,139,100,0.0502476666666667,8.06706513352565
"TIMM8B","Timm8b",94.095348,88.757536,86.791477,376,347,661,89.8814536666667,73.293213,51.740945,51.408245,813,575,563,0.181595666666667,76.9141731223907
"TIMM9","Timm9",37.605147,27.028091,34.271216,298,258,548,32.9681513333333,35.037947,33.006252,26.760731,244,244,195,8.753231,3.4827588245714
"TIMMDC1","Timmdc1",7.782904,8.924407,7.851782,149,170,290,8.18636433333333,84.742513,83.990745,79.191896,1062,963,958,0,9.18636433333333
"TIMP1","Timp1",0.682843,0.466832,0.659016,6,4,11,0.602897,116.332734,121.01849,101.854567,650,584,499,0.260976,1.27115583484539
"TIMP2","Timp2",59.959938,66.156519,57.396379,2541,2823,4805,61.1709453333333,15.978356,12.514834,13.474898,1140,866,923,0,62.1709453333333
"TIMP3","Timp3",23.097904,22.929077,24.958393,1508,1489,3142,23.6617913333333,21.038698,20.710113,16.539594,2028,1940,1539,0.0398686666666667,23.7162558348715
"TIMP4","Timp4",4.068643,5.549977,5.934138,242,246,470,5.18425266666667,0.090353,0.190127,0.19188,2,4,4,0,6.18425266666667
"TINAGL1","Tinagl1",2.727353,3.138914,4.309954,64,70,159,3.39207366666667,14.763345,10.62273,9.18974,493,362,340,0.159341666666667,3.78842043976107
"TINF2","Tinf2",6.317676,7.144279,5.875344,95,92,195,6.44576633333333,20.96089,21.347611,15.785471,241,216,185,0.0357336666666667,7.18888124714172
"TIPARP","Tiparp",7.644365,5.208675,6.799639,279,211,465,6.550893,19.678969,12.549099,11.820893,964,786,672,0.059677,7.12565527042674
"TIPIN","Tipin",11.143276,12.249105,11.574991,115,124,185,11.6557906666667,4.710256,4.583424,3.17471,68,69,61,1.88422966666667,4.38792749860766
"TIPRL","Tiprl",42.316315,34.802693,33.443718,453,448,827,36.854242,13.849526,12.134137,10.278364,390,475,299,0,37.854242
"TIRAP","Tirap",0.770859,0.595242,0.502457,28,33,62,0.622852666666667,2.931483,2.20689,1.631443,84,79,53,0.014038,1.60038644179672
"TJAP1","Tjap1",16.807258,10.073096,16.734536,153,105,359,14.5382966666667,6.11679,5.17697,3.958117,318,288,235,0.0724823333333333,14.4881609549435
"TJP1","Tjp1",34.497062,37.304677,39.35801,1351,1232,2580,37.0532496666667,29.405185,26.416226,23.477616,2313,1633,1152,0.0452073333333333,36.4073695745214
"TJP2","Tjp2",5.087461,5.942829,5.222927,303,379,623,5.417739,16.372541,9.407853,8.1896,866,592,465,0.905004333333333,3.36888420026341
"TJP3","Tjp3",0.355774,0.026199,0.187774,3,1,3,0.189915666666667,0.174112,0,0.517363,1,0,1,0.0682313333333333,1.11391196788211
"TK1","Tk1",1.106595,0.953257,0.493461,12,11,18,0.851104333333333,14.821489,12.023698,10.220453,349,310,244,0.0219103333333333,1.81141561343771
"TK2","Tk2",21.304344,10.419387,12.677878,306,319,646,14.8005363333333,14.878343,13.230112,8.093824,231,207,165,0.809815,8.7304704256144
"TKFC","Tkfc",4.423769,5.319584,4.448159,102,129,196,4.730504,18.282032,16.714324,14.966386,243,164,168,0.597986,3.58607897691219
"TKT","Tkt",68.28872,75.491521,69.062758,1213,1304,2273,70.9476663333333,27.309548,21.040874,16.408214,858,634,521,0.215916666666667,59.1715438283874
"TKTL1","Tktl1",0.03022,0,0.142535,1,0,2,0.057585,0.019524,0,0,1,0,0,0,1.057585
"TKTL2","Tktl2",0.012709,0.039223,0.053724,1,3,8,0.0352186666666667,0,0,0,0,0,0,0,1.03521866666667
"TLCD1","Tlcd1",10.723682,12.835225,11.436171,152,171,338,11.665026,6.773433,9.65503,4.581543,42,48,25,0,12.665026
"TLCD2","Tlcd2",1.458073,1.449472,0.953738,15,14,19,1.28709433333333,0.481746,0.409345,0.467927,62,51,58,0.258894,1.81674893464687
"TLDC2","Tldc2",0,0,0,0,0,0,0,0.072204,0.489311,0.113634,3,13,4,0.0124883333333333,0.987665701497795
"TLE1","Tle1",11.353962,15.368915,14.427269,329,372,732,13.7167153333333,0.277684,1.336643,0.80661,7,14,22,0,14.7167153333333
"TLE2","Tle2",10.877916,14.23481,14.863138,160,151,358,13.325288,17.973779,13.86512,16.121395,307,270,227,0.843673666666667,7.76996941432694
"TLE3","Tle3",18.680872,18.224737,11.196861,383,375,719,16.0341566666667,6.024749,3.848669,2.102675,153,92,63,0.088024,15.6560486410839
"TLE4","Tle4",11.343356,13.039367,10.84986,700,787,1284,11.7441943333333,2.488714,0.831887,0.837249,55,35,28,0.018091,12.5177359718663
"TLE5","Tle5",876.355568,1393.567317,1296.705557,1999,2492,4888,1188.87614733333,645.872866,436.902044,393.755615,4227,3682,3472,0.447334333333333,822.115609316714
"TLE6","Tle6",5.225858,6.466187,6.748046,31,35,66,6.146697,20.603837,18.821282,16.160116,312,265,212,0.423415333333333,5.02080933978979
"TLK1","Tlk1",23.413123,32.523889,27.704707,1276,1503,2511,27.880573,6.282631,2.749918,2.721625,222,224,203,0.117512666666667,25.8436202661983
"TLK2","Tlk2",20.037332,25.25882,21.590011,557,580,954,22.2953876666667,23.57002,19.272929,14.393828,486,383,320,0.210983666666667,19.2367480321094
"TLL1","Tll1",0.473704,0.217633,0.350713,31,14,43,0.34735,0.019958,0,0,2,0,0,0,1.34735
"TLL2","Tll2",0.045309,0.092752,0.222548,3,6,28,0.120203,0.20455,0.201106,0.164154,10,10,8,0,1.120203
"TLN1","Tln1",34.711144,35.115692,26.169999,475,545,1006,31.998945,118.670371,84.317397,60.569036,3529,2141,1640,0.027457,32.1171056306979
"TLN2","Tln2",16.020463,15.071625,16.49802,1760,1872,3428,15.8633693333333,14.1872,6.789239,7.350882,1074,704,575,0,16.8633693333333
"TLNRD1","Tlnrd1",4.272045,5.197757,5.085327,218,283,563,4.85170966666667,2.805737,2.502364,2.123928,279,231,202,1.43542066666667,2.40275109214534
"TLR1","Tlr1",0.649193,0.081269,0.478405,10,3,8,0.402955666666667,0,0,0,0,0,0,0.0301476666666667,1.36189763085745
"TLR2","Tlr2",0.221051,0.373584,0.204221,9,15,16,0.266285333333333,0,0.0943,0.28028,0,1,5,0.0361586666666667,1.22209597243151
"TLR3","Tlr3",3.058267,4.889361,3.798795,147,201,271,3.91547433333333,0.088589,0.034848,0.022965,5,4,1,0.571835666666667,3.12721898196737
"TLR4","Tlr4",0.547577,0.407298,0.741955,17,21,45,0.56561,0.050849,0.180449,0.099105,11,9,14,1.54302266666667,0.615649250996321
"TLR5","Tlr5",0.181206,0.162821,0.135598,7,7,11,0.159875,0.42632,0.014796,0,3,1,0,0.0762613333333333,1.07768899994549
"TLR6","Tlr6",0.102483,0.347737,0.133645,5,11,13,0.194621666666667,0.139722,0.06992,0.054046,11,4,3,0.0432716666666667,1.14507247233463
"TLR7","Tlr7",1.150519,0.856769,3.796147,38,44,111,1.93447833333333,0,0,0,0,0,0,0.0124503333333333,2.89839238204607
"TLR8","Tlr8",0.022936,0.291507,0.149215,1,2,3,0.154552666666667,0,0,0,0,0,0,0.0666496666666667,1.08241037591537
"TLR9","Tlr9",0.459443,0.443528,0.379176,22,21,35,0.427382333333333,0,0,0,0,0,0,2.906896,0.365349457301483
"TLX1","Tlx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.167804,0.856308079095465
"TLX2","Tlx2",0,0,0.040811,0,0,1,0.0136036666666667,0,0,0.107625,0,0,3,0,1.01360366666667
"TLX3","Tlx3",0,0,0,0,0,0,0,0,0.038967,0,0,1,0,0,1
"TM2D1","Tm2d1",24.470262,26.151206,25.100981,191,188,364,25.2408163333333,18.193074,25.183569,12.772221,203,234,163,0.035805,25.3337417113582
"TM2D2","Tm2d2",25.149144,27.45729,26.125036,383,416,772,26.2438233333333,64.131835,50.897944,44.647296,310,351,227,0.00842066666666667,27.0163278420183
"TM2D3","Tm2d3",38.754726,42.051843,56.049095,185,196,376,45.6185546666667,8.37575,9.043928,6.319907,188,214,132,0,46.6185546666667
"TM4SF1","Tm4sf1",7.602068,6.894619,8.834821,94,95,184,7.77716933333333,12.6314,10.81386,8.741242,284,297,218,0.112037,7.89287526703998
"TM4SF20","Tm4sf20",0,0,0.028002,0,0,1,0.009334,0.024739,0.046127,0.07066,1,2,3,0.0987156666666667,0.918648955886979
"TM4SF4","Tm4sf4",0,0.05637,0,0,1,0,0.01879,0.206926,0,0,1,0,0,1.16770866666667,0.469984742722192
"TM6SF1","Tm6sf1",6.861344,8.129249,7.047176,121,131,236,7.345923,0.283177,0.298132,0.463758,5,5,5,0.142529666666667,7.30477574761735
"TM6SF2","Tm6sf2",0.806031,1.38929,1.968662,10,10,30,1.38799433333333,3.246172,2.470891,2.992042,69,44,47,9.80136066666667,0.221082732724846
"TM7SF2","Tm7sf2",10.046094,15.839797,10.844758,131,149,275,12.2435496666667,21.021928,20.492297,16.234134,298,278,249,0.086969,12.1839258218649
"TM7SF3","Tm7sf3",10.413161,9.72795,11.352227,420,421,784,10.4977793333333,43.965896,80.001896,28.297562,281,297,264,0.055753,10.8905959380019
"TM9SF1","Tm9sf1",16.514039,15.563944,17.61333,255,238,475,16.563771,15.7962,12.080087,11.681957,417,369,221,0.278954333333333,13.7329148838517
"TM9SF2","Tm9sf2",37.428504,41.017631,34.837141,1491,1514,2581,37.761092,12.973695,12.244683,9.300065,756,773,571,0,38.761092
"TM9SF3","Tm9sf3",45.032395,44.077631,39.417857,2551,2440,4190,42.8426276666667,10.978016,14.478946,10.571416,651,842,540,0.18214,37.0875088117031
"TM9SF4","Tm9sf4",42.673922,56.012453,46.493264,890,1024,1728,48.393213,14.070769,9.464261,7.490615,820,678,560,0.035752,47.6882622481057
"TMA16","Tma16",3.073872,2.869132,3.038892,138,141,264,2.99396533333333,5.195731,4.667031,3.570052,56,70,47,0,3.99396533333333
"TMA7","Tma7",138.508109,188.886342,194.909561,330,387,750,174.101337333333,83.078244,78.077587,88.677197,551,533,586,0.810633333333333,96.7072317237063
"TMBIM1","Tmbim1",17.504906,18.87362,10.927075,334,358,618,15.7685336666667,15.385451,10.203616,8.377342,494,389,367,0.168861333333333,14.346041902889
"TMBIM4","Tmbim4",38.379934,41.697926,34.898626,172,215,400,38.3254953333333,44.30242,49.037688,39.398978,206,276,195,0,39.3254953333333
"TMBIM6","Tmbim6",126.016051,129.923085,129.763509,2595,2680,5009,128.567548333333,118.839806,108.186148,77.623102,2054,1968,1477,0.0184553333333333,127.219666972795
"TMC1","Tmc1",0.092147,0.17711,0.180533,5,5,16,0.14993,0.174112,0.285878,0.047186,1,2,2,0.914116666666667,0.600762753924787
"TMC2","Tmc2",0.068229,0,0.011837,3,0,1,0.0266886666666667,0.040233,0,0.018857,3,0,1,0,1.02668866666667
"TMC3","Tmc3",0.106508,0.085441,0.068324,5,4,5,0.0867576666666667,0.009785,0.010262,0.050355,1,1,5,1.268056,0.479158215964097
"TMC4","Tmc4",3.868804,2.809929,4.324615,68,28,100,3.66778266666667,0.874763,0.662346,0.182112,9,4,1,0,4.66778266666667
"TMC5","Tmc5",1.565276,0.458729,1.458768,9,5,17,1.16092433333333,0.012891,0.06642,0.040365,1,5,3,0.017463,2.12383578895088
"TMC6","Tmc6",2.44588,2.054502,2.281731,27,39,50,2.26070433333333,92.77529,75.406336,62.815056,1886,1320,1177,8.77852666666667,0.333455585333578
"TMC7","Tmc7",3.13613,2.832062,3.284627,198,175,399,3.084273,0.59861,0.50337,0.192813,33,33,17,0.688684,2.4186129554138
"TMC8","Tmc8",0.344637,0.291262,0.058334,5,6,4,0.231411,1.110182,0.066214,1.164509,13,6,16,4.47860866666667,0.224767103277925
"TMCC1","Tmcc1",17.584719,16.600008,17.642025,958,973,1755,17.275584,53.964726,35.805359,36.394128,330,294,241,0.0559273333333333,17.307615233624
"TMCC2","Tmcc2",38.681402,39.485433,36.974286,1683,1785,3221,38.3803736666667,0.507465,0.541584,0.453642,35,38,32,0.374312666666667,28.6545955820825
"TMCC3","Tmcc3",13.149613,9.940511,11.561416,593,543,1019,11.5505133333333,0.373632,0.066445,0.101084,12,7,9,0.0856236666666667,11.5606482418247
"TMCO1","Tmco1",32.163461,35.567329,29.283687,352,357,614,32.338159,35.168397,29.167702,33.547138,518,530,457,1.402764,13.874920300121
"TMCO2","Tmco2",0,0.148099,0.076066,0,1,1,0.0747216666666667,0,0,0,0,0,0,0.0649923333333333,1.00913559002146
"TMCO3","Tmco3",24.222966,22.968857,18.701937,428,390,714,21.9645866666667,28.994593,23.807432,19.636942,547,419,398,0.0317536666666667,22.2578192921372
"TMCO4","Tmco4",1.303571,0.937772,1.211458,41,33,54,1.15093366666667,6.049859,4.960288,3.470576,175,144,117,0.490467333333333,1.44312701027552
"TMCO6","Tmco6",3.149583,3.701388,3.712476,68,72,140,3.521149,3.202127,2.663235,1.762237,48,39,30,2.72855833333333,1.21257295603529
"TMED1","Tmed1",8.008459,5.37189,4.415496,87,71,143,5.93194833333333,23.230459,19.276244,15.964644,330,324,227,0.0601496666666667,6.53865067479466
"TMED10","Tmed10",57.490055,57.956027,51.350135,1580,1554,2731,55.598739,64.826167,51.863188,42.033633,1195,1264,997,0.0284906666666667,55.0308727481565
