"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","FoldChange"
"ABCB6","Abcb6",5.173687,6.132512,9.585194,137,184,314,6.96379766666667,54.080406,38.532465,32.137188,870,459,384,81.0146936666667,0.0971020839147925
"ABCB7","Abcb7",8.209769,8.052259,6.710854,661,619,1003,7.65762733333333,11.18593,7.852267,6.075745,297,164,171,0.421135333333333,6.09204987749231
"ABCB8","Abcb8",22.042302,24.258646,16.042844,379,360,657,20.781264,18.529731,23.651367,21.054635,617,605,535,0.0338166666666667,21.0687878250496
"ABCB9","Abcb9",15.792623,16.120037,13.85818,451,546,923,15.2569466666667,15.865448,14.222772,16.455124,442,382,371,1.56304333333333,6.34282942283457
"ABCC1","Abcc1",5.026846,16.533466,9.187015,253,247,546,10.249109,5.953924,4.982028,4.693158,660,375,308,0.242104,9.05649526931722
"ABCC10","Abcc10",1.786212,1.580769,1.672029,107,92,172,1.67967,35.009112,58.850277,42.406563,641,664,643,0.205172333333333,2.22347454043225
"ABCC12","Abcc12",0.617592,0.291296,0.461868,23,11,36,0.456918666666667,0,0.024085,0,0,1,0,14.3204853333333,0.095096117059477
"ABCC2","Abcc2",0.040083,0.193498,0.02102,1,2,3,0.084867,0.146712,0.308158,0.143396,16,10,4,0.723067666666667,0.629613694799759
"ABCC3","Abcc3",0.865018,0.524918,1.109957,24,29,63,0.833297666666667,0.822929,0,0.384356,11,0,3,0.0271823333333333,1.78478309758053
"ABCC5","Abcc5",110.830973,104.684173,122.928453,2160,1694,4156,112.814533,24.407761,29.952643,29.4664,1378,1518,1344,19.9038253333333,5.44467489491078
"ABCC6","Abcc6",0.333086,0.501555,0.344182,20,11,39,0.392941,0.709936,0.292227,1.18336,40,15,21,22.040551,0.0604560628780102
"ABCC9","Abcc9",1.505095,1.407,1.404328,159,145,281,1.43880766666667,1.933667,0.299867,0.41351,229,35,44,0,2.43880766666667
"ABCD1","Abcd1",2.529592,3.068988,2.866758,117,140,256,2.82177933333333,7.188261,4.56707,5.591021,256,128,147,12.7466093333333,0.278016144975192
"ABCD2","Abcd2",21.283453,23.156367,20.092816,622,705,1081,21.5108786666667,0.823714,0.905926,0.985813,90,77,76,6.260462,3.10047468971901
"ABCD3","Abcd3",19.626549,21.477619,17.245859,868,925,1507,19.450009,22.412866,15.820691,18.169306,1142,727,822,0.244473666666667,16.4326570724277
"ABCD4","Abcd4",4.217752,3.505705,4.803078,126,112,295,4.17551166666667,63.780985,46.864754,55.905635,1013,556,577,11.4227743333333,0.416614801798299
"ABCE1","Abce1",21.503427,20.802145,20.297685,1111,1057,1987,20.8677523333333,47.892143,47.474433,56.270122,1284,1130,1197,74.918402,0.288042842805534
"ABCF1","Abcf1",40.428047,39.029551,41.36944,829,790,1519,40.2756793333333,48.558347,63.90383,48.560484,990,770,800,18.717929,2.09330702698713
"ABCF2","Abcf2",27.333851,29.129407,25.695858,950,991,1703,27.386372,15.544121,48.430262,33.217097,485,502,554,2.28080666666667,8.65225381562665
"ABCF3","Abcf3",159.209364,199.439207,142.427393,559,611,1090,167.025321333333,38.478334,54.941591,52.139742,684,676,609,120.43151,1.38370445474435
"ABCG1","Abcg1",17.234133,21.900282,17.293856,760,872,1413,18.8094236666667,9.640229,12.006134,8.714856,505,488,311,52.408327,0.37090515242439
"ABCG2","Abcg2",18.16712,20.001432,16.758538,248,258,494,18.30903,0.524925,0.589011,0.449804,43,28,26,13.726669,1.31116072480477
"ABCG5","Abcg5",0,0.05032,0,0,1,0,0.0167733333333333,0.143393,0,0.032884,8,0,1,55.182183,0.0180977897091207
"ABCG8","Abcg8",0,0.033475,0.016197,0,1,1,0.0165573333333333,0.175022,0.165036,0.187492,13,11,10,36.5177673333333,0.0270953578954085
"ABHD1","Abhd1",0.649996,1.096359,0.605726,11,18,18,0.784027,0.980869,0.239741,0.305691,35,9,12,32.5293466666667,0.0532079261112951
"ABHD10","Abhd10",5.481654,8.077647,7.063356,175,170,331,6.874219,21.945498,27.924148,27.804594,652,596,653,23.189846,0.325517533265817
"ABHD11","Abhd11",12.200609,15.392922,14.376886,125,184,313,13.990139,9.519305,7.909704,9.968295,144,94,107,0.793785666666667,8.35670575284264
"ABHD12","Abhd12",214.078965,269.055709,213.160251,2243,2720,4516,232.098308333333,61.002748,58.3518,58.606077,751,570,568,0.162103666666667,200.583058998466
"ABHD13","Abhd13",7.469602,7.002554,6.878687,529,486,936,7.11694766666667,3.390322,2.495253,3.321503,307,176,213,23.5291876666667,0.33090976256409
"ABHD14A","Abhd14a",16.426992,14.990829,17.540366,191,184,392,16.3193956666667,15.051411,20.447943,23.789903,233,218,216,7.28496833333333,2.0904600922836
"ABHD14B","Abhd14b",6.531111,6.481165,6.057604,96,91,201,6.35662666666667,7.978791,5.158438,4.171231,200,107,84,35.539614,0.20133290588857
"ABHD15","Abhd15",0.408193,0.235118,0.41716,13,8,24,0.353490333333333,1.666242,0.980568,1.679204,104,46,69,138.210739,0.0097226000167511
"ABHD16A","Abhd16a",33.736441,46.633195,43.466626,458,581,1041,41.278754,38.772235,39.606803,45.286219,679,661,613,13.532581,2.90923917781707
"ABHD16B","Abhd16b",0,0,0,0,0,0,0,0,0,0,0,0,0,12.3178646666667,0.0750871123133503
"ABHD17A","Abhd17a",48.969577,55.61253,52.87584,576,687,1464,52.4859823333333,19.891946,16.379027,21.502911,759,552,573,17.5959036666667,2.8762238873719
"ABHD17B","Abhd17b",12.382332,13.22256,11.078788,355,356,570,12.2278933333333,8.626714,9.022235,10.593376,391,316,341,65.3800016666667,0.199275278716599
"ABHD17C","Abhd17c",11.241835,11.476737,10.167859,301,306,539,10.9621436666667,13.219325,17.660275,23.594158,422,387,432,12.5338163333333,0.883870696338941
"ABHD18","Abhd18",6.383002,4.183919,5.919171,205,165,458,5.495364,5.486353,3.54464,4.951791,236,155,188,0.616735,4.01758111255091
"ABHD2","Abhd2",20.235638,20.449381,19.240001,1984,1970,3592,19.9750066666667,36.149134,28.486848,25.146828,3943,2908,2699,29.3014216666667,0.692211966072219
"ABHD3","Abhd3",28.798305,30.230459,28.405586,531,495,845,29.1447833333333,9.642693,6.919606,4.384585,104,59,62,110.301950333333,0.270837871601118
"ABHD4","Abhd4",21.836205,28.873125,24.957358,613,589,1078,25.2222293333333,39.666519,10.931269,10.1797,306,154,175,7.10910433333333,3.23367763632589
"ABHD5","Abhd5",13.155176,16.798542,15.037815,217,236,397,14.9971776666667,7.984091,8.165592,14.175874,242,266,255,49.767848,0.315104506038284
"ABHD6","Abhd6",16.282993,17.496713,15.971516,434,469,835,16.5837406666667,8.283415,13.65003,12.504431,185,149,202,0.716666,10.2429597060038
"ABHD8","Abhd8",58.365576,67.703025,68.150222,1280,1640,3330,64.7396076666667,6.351783,4.187949,6.20397,187,106,136,1.21588,29.6674944792438
"ABI1","Abi1",76.496327,89.115229,77.664616,1275,1244,2260,81.0920573333333,15.274284,15.178726,16.016221,630,503,508,61.643825,1.31045729301066
"ABI2","Abi2",68.821904,71.851773,63.329113,2703,2838,4925,68.00093,55.693149,35.541915,32.008028,3195,2224,2142,23.091872,2.86407507062963
"ABI3","Abi3",4.448462,2.988214,2.315282,32,27,58,3.25065266666667,0.080843,0.106816,0.123214,1,1,1,67.2956426666667,0.0622390023828167
"ABITRAM","Abitram",4.436395,6.445182,6.370124,259,305,540,5.750567,15.771021,15.579426,12.779188,218,171,188,17.302452,0.368834022894856
"ABL1","Abl1",15.867305,14.205666,13.831194,620,593,1131,14.6347216666667,25.90656,19.930765,26.375471,2130,1113,1157,1.902864,5.38596422934959
"ABL2","Abl2",9.492708,8.919461,10.486961,1187,1052,2148,9.63304333333333,6.897981,5.749299,4.319143,1188,807,647,0,10.6330433333333
"ABLIM1","Ablim1",18.968634,18.284863,19.809479,1355,1418,2732,19.020992,40.278722,80.432426,57.957359,4547,5302,4617,2.11902333333333,6.41899397995313
"ABLIM2","Ablim2",109.201573,115.610371,124.014649,1362,1436,2893,116.275531,8.029056,12.377298,11.75464,245,279,223,20.475542,5.46088806513009
"ABLIM3","Ablim3",4.605573,5.509846,4.850015,275,323,550,4.988478,55.789335,56.612711,66.861423,2333,2247,2011,0.0896073333333333,5.49599641705789
"ABO","Abo",0,0,0.022897,0,0,1,0.00763233333333333,0.183863,0.173732,0.075984,22,16,6,176.944523333333,0.0056626206553477
"ABR","Abr",96.445357,104.64287,101.505422,5290,5229,9515,100.864549666667,197.043613,257.031715,274.908047,1875,1447,1461,967.458404,0.105182162957065
"ABRA","Abra",0.100114,0.078888,0.108371,4,3,8,0.095791,0.063103,0.063272,0,3,2,0,84.6679683333333,0.0127911402746974
"ABRACL","Abracl",42.881988,44.811658,33.402148,62,65,139,40.3652646666667,11.912176,11.774747,14.945013,113,90,104,12.372652,3.09327309696436
"ABRAXAS1","Abraxas1",2.345558,2.82686,3.406936,32,54,91,2.85978466666667,7.491499,5.007126,3.562498,275,121,99,1.305515,1.67415291883448
"ABRAXAS2","Abraxas2",10.187231,12.253166,12.786353,307,322,580,11.74225,7.8423,8.782454,8.707067,412,353,319,40.735399,0.305310367345476
"ABT1","Abt1",1.892098,1.920518,1.687743,119,118,202,1.833453,4.02236,4.495368,5.868998,215,183,215,0.757992333333333,1.61175503799125
"ABTB1","Abtb1",24.692361,19.56887,20.702411,227,242,499,21.6545473333333,8.227788,5.243431,7.957303,219,121,132,16.019151,1.33112088454549
"ABTB2","Abtb2",2.212097,2.390987,1.905456,108,133,227,2.16951333333333,3.451672,3.840048,4.832426,318,267,292,0.286513666666667,2.46364528839051
"ACAA1","Acaa1b",0.234331,0.74511,0.407108,5,7,11,0.462183,37.51069,45.687812,49.761725,672,620,569,5.97435133333333,0.209651468662271
"ACAA2","Acaa2",13.854658,15.004313,13.890623,169,170,337,14.2498646666667,24.508458,12.44024,15.340642,617,249,284,58.23203,0.257459767403999
"ACACA","Acaca",11.431742,15.537958,14.799623,1122,1249,2211,13.9231076666667,52.07295,52.263549,60.592741,2805,2326,1935,5.477393,2.30387559727604
"ACACB","Acacb",0.795556,0.745748,1.683203,62,49,116,1.07483566666667,5.82404,4.214339,4.586609,290,101,72,2.25061966666667,0.638289273870756
"ACAD10","Acad10",0.694572,0.890984,2.146887,24,33,75,1.24414766666667,24.09517,13.699953,18.003391,465,241,262,17.560885,0.120907363343217
"ACAD11","Acad11",7.734487,8.54042,7.545363,260,304,488,7.94009,21.296656,12.759557,10.656436,568,268,245,21.7210943333333,0.393470924808595
"ACAD8","Acad8",11.891332,9.201428,11.699023,187,185,352,10.9305943333333,29.394922,40.292933,40.865493,722,686,705,0.689141333333333,7.06311194800356
"ACAD9","Acad9",23.593852,25.33424,24.45329,422,420,775,24.4604606666667,20.618117,20.88167,21.133159,574,471,475,0.0975493333333333,23.1975546733207
"ACADL","Acadl",15.043563,14.532741,17.541756,319,331,586,15.70602,0.63777,0.16945,0.095375,23,5,4,20.6669163333333,0.771038192190678
"ACADM","Acadm",37.483174,40.525589,45.059684,337,313,591,41.0228156666667,31.38729,31.831206,37.816546,662,516,582,0.0799946666666667,38.9102066553415
"ACADS","Acads",3.093127,3.878782,3.943631,55,47,120,3.63851333333333,3.919399,3.709052,4.464577,114,83,88,42.0700743333333,0.107696896398051
"ACADSB","Acadsb",104.177341,128.461972,119.388577,629,684,1245,117.34263,7.753468,4.374615,3.829584,527,304,282,0,118.34263
"ACADVL","Acadvl",18.306587,19.747246,15.996872,385,370,673,18.0169016666667,417.243124,362.292121,441.590667,2854,1977,2042,21.3632396666667,0.850364345690582
"ACAN","Acan",0.614366,0.464376,0.611317,65,34,81,0.563353,0.61022,0.60714,1.230414,58,65,66,6.38825666666667,0.211599714321421
"ACAP1","Acap1",0,0.108492,0.177938,0,2,7,0.0954766666666667,11.702953,8.178989,5.156753,76,54,37,0.286290333333333,0.851655834050944
"ACAP2","Acap2",40.253599,39.743015,50.029419,1571,1340,3149,43.342011,18.902318,8.651381,7.061189,805,452,432,43.3981663333333,0.998735188005024
"ACAT1","Acat1",36.845443,39.308077,35.252442,744,836,1402,37.1353206666667,113.018886,107.505607,145.26679,828,668,739,5.72257333333333,5.67272661460988
"ACAT2","Acat2",17.578099,21.025242,19.912122,358,390,757,19.5051543333333,94.414141,82.903806,86.300184,2278,1511,1430,29.2640943333333,0.677540656181099
"ACBD3","Acbd3",8.711635,8.351731,8.308599,404,380,741,8.45732166666667,43.967242,69.083492,58.658097,939,748,717,110.271016333333,0.0849935767490024
"ACBD5","Acbd5",26.608624,30.755417,29.504275,1046,980,1737,28.9561053333333,15.374346,21.627524,21.759596,885,847,801,69.6416526666667,0.42405725521012
"ACBD6","Acbd6",32.968509,32.791544,33.694855,319,349,678,33.151636,30.045769,28.430908,40.527744,567,434,470,0.168356333333333,29.2304967462837
"ACBD7","Acbd7",0.4743,0.485264,0.373866,2,2,3,0.444476666666667,1.327791,0.639002,1.059258,81,30,45,9.54563233333333,0.136973926361994
"ACCS","Accs",1.881498,1.749502,1.683049,33,31,62,1.77134966666667,14.477036,14.943544,19.448083,190,194,188,5.07421866666667,0.456247925659136
"ACCSL","Accsl",0,0.034594,0.15719,0,1,5,0.063928,0,0,0,0,0,0,0.0243106666666667,1.03867706802494
"ACD","Acd",14.365661,13.762332,12.201474,225,224,391,13.4431556666667,13.137008,9.048602,13.611827,198,130,153,16.123027,0.843493131597974
"ACE","Ace",5.506368,4.122808,3.689021,187,217,398,4.439399,6.841322,8.479831,10.149919,209,183,161,7.08539466666667,0.672743783605863
"ACE2","Ace2",0.371849,0.51982,0.412893,16,22,36,0.434854,0,0.095415,0.225191,0,0,1,0.0951363333333333,1.31020582216704
"ACER1","Acer1",0,0.031591,0.01834,0,1,1,0.0166436666666667,0,0,0,0,0,0,0,1.01664366666667
"ACER2","Acer2",3.947421,3.484479,3.815831,144,102,257,3.74924366666667,2.060095,1.631226,2.154176,103,62,73,68.53546,0.0682995937132891
"ACER3","Acer3",3.787413,5.229111,4.580194,317,278,569,4.53223933333333,7.649808,4.8069,3.760922,518,375,350,2.440747,1.60785995986724
"ACHE","Ache",40.975505,39.58567,41.793823,506,581,1009,40.7849993333333,52.081818,67.700639,62.028934,1662,1679,1380,28.58467,1.41238686567514
"ACIN1","Acin1",60.779462,47.530941,71.424221,1076,979,2196,59.9115413333333,122.816081,100.430979,109.79734,3076,1982,1940,2.00431066666667,20.2747145989784
"ACKR1","Ackr1",166.944778,148.487797,91.03635,319,329,576,135.489641666667,2.616941,4.886551,6.520383,86,122,141,174.24852,0.778834775133432
"ACKR2","Ackr2",1.395192,2.140758,1.461059,26,41,69,1.66566966666667,0.123068,0.277159,0.172717,7,9,4,0.156066666666667,2.30580964188916
"ACKR3","Ackr3",3.050158,2.948158,3.280716,129,121,228,3.09301066666667,2.012493,0.697493,1.28327,52,13,22,4.96819266666667,0.685804044083027
"ACKR4","Ackr4",0.123105,0.075444,0.028662,3,2,2,0.075737,0.105038,0.101865,0.037545,4,3,1,82.8883526666667,0.0128234369349757
"ACLY","Acly",39.881861,39.46645,46.557589,2100,2194,3861,41.9686333333333,200.668971,184.300449,184.729433,7551,5465,5135,0.0219273333333333,42.04666215667
"ACMSD","Acmsd",0.212751,0.114118,0.264859,6,3,14,0.197242666666667,0.185122,0.039662,0.088863,6,1,2,104.427182666667,0.0113561098417287
"ACO1","Aco1",7.809544,8.457873,6.727965,302,342,592,7.66512733333333,9.64322,6.563351,6.68116,860,462,416,12.6569093333333,0.63448669987021
"ACO2","Aco2",234.286973,235.586682,209.599046,4458,4846,8362,226.490900333333,71.653142,76.994982,73.567485,2492,1993,1982,1.56342266666667,88.7449827496259
"ACOD1","Acod1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACOT1","Acot3",0.609176,0.678222,0.564258,19,18,32,0.617218666666667,4.205801,4.758707,5.368048,99,81,76,0.401354666666667,1.15403951985507
"ACOT11","Acot11",16.39184,11.025737,12.582761,571,446,944,13.333446,1.265227,0.289037,0.841305,109,23,34,0.0814696666666667,13.2536736274619
"ACOT12","Acot12",0.095005,0.210018,0.265278,4,5,8,0.190100333333333,0.237945,0.109798,0.174106,8,3,2,23.5366613333333,0.0485029449266013
"ACOT13","Acot13",123.393218,148.425882,153.998995,274,274,555,141.939365,11.326065,11.195552,12.209772,355,281,284,0.194048666666667,119.709831760068
"ACOT2","Acot2",1.708497,1.578769,1.360424,43,41,72,1.54923,24.173517,18.076715,19.437196,254,164,153,1.51372533333333,1.01412432225425
"ACOT4","Acot4",1.124605,1.253735,2.055501,47,57,95,1.477947,0.591094,0.748843,1.193545,24,23,33,8.85511633333333,0.25143762043871
"ACOT6","Acot6",1.865273,2.034413,1.302298,80,89,113,1.73399466666667,0.245134,0.088672,0.12044,3,1,1,36.710618,0.0724993333884549
"ACOT7","Acot7",111.188515,131.036078,129.630967,1570,1672,2878,123.951853333333,80.632403,114.029529,128.44021,1778,1946,1942,114.444618,1.08235321401759
"ACOT8","Acot8",8.592737,6.335262,7.813267,92,79,179,7.580422,20.763417,18.37889,19.993785,370,284,270,5.99927766666667,1.22590107274403
"ACOT9","Acot9",7.906744,9.434484,8.697412,173,191,328,8.67954666666667,18.917753,21.089502,23.207269,535,461,410,7.34865366666667,1.15941408676633
"ACOX1","Acox1",42.462694,49.530815,42.902378,2083,2319,3937,44.9652956666667,21.711569,42.59937,35.250653,754,736,847,24.672672,1.79043675962777
"ACOX2","Acox2",0.34875,0,0.118511,1,0,2,0.155753666666667,5.471821,1.789143,2.323278,63,12,15,61.9235546666667,0.0183675838529656
"ACOX3","Acox3",9.86655,14.350914,13.065142,304,335,636,12.4275353333333,11.236717,10.706481,12.961887,231,182,207,20.9269013333333,0.61237724059627
"ACOXL","Acoxl",0.051151,0.052153,0,1,1,0,0.0344346666666667,0.106301,0.156535,0.132989,4,4,4,3.325087,0.239170834405566
"ACP1","Acp1",35.477273,40.812405,33.525439,463,546,899,36.605039,74.872622,58.654584,76.070071,1230,785,941,32.0318893333333,1.13844650605716
"ACP2","Acp2",14.524213,21.164139,23.563349,907,1033,1751,19.750567,104.027156,109.16421,127.822959,638,547,541,0.25094,16.5879794394615
"ACP4","Acp4",0,0.057198,0,0,1,0,0.019066,0.279935,0.062067,0,6,1,0,4.81031933333333,0.175388983210217
"ACP5","Acp5",0.06068,0,0.126958,1,0,4,0.062546,0,2.031601,2.612106,0,11,8,0.187026666666667,0.895132375571456
"ACP6","Acp6",8.264773,7.340749,10.902368,110,97,263,8.83596333333333,17.588665,10.559517,14.810767,472,247,242,0.602221,6.13895544580512
"ACP7","Acp7",0.46754,0.532842,0.496098,5,10,24,0.498826666666667,0.15024,0.124344,0.170202,8,5,6,79.7568523333333,0.018559745995053
"ACR","Acr",0.807444,0.628591,0.846833,11,11,18,0.760956,0.041913,0,0.163679,1,0,1,8.31229433333333,0.189100122587047
"ACRBP","Acrbp",4.10962,2.495291,4.514207,43,31,95,3.70637266666667,0.967429,0.571787,0.527381,14,5,4,2.267959,1.44015658295183
"ACRV1","Acrv1",0.089446,0.045734,0.046779,4,2,4,0.060653,0.120346,0.767177,1.18959,4,7,14,5.148476,0.172506650428496
"ACSBG1","Acsbg1",60.868711,58.496547,48.444874,1528,1492,2526,55.9367106666667,6.630397,3.875408,5.355253,156,78,93,32.7340093333333,1.68781333117159
"ACSBG2","Acsbg2",0.061179,0.028799,0.035622,2,1,2,0.0418666666666667,0.74582,0.53011,0.820644,10,3,4,92.1382493333333,0.0111862384586801
"ACSF2","Acsf2",11.545947,8.756051,7.874134,174,149,316,9.392044,42.632059,13.17411,6.555456,402,55,44,1.35264933333333,4.4171665758943
"ACSF3","Acsf3",3.915831,4.53771,4.775548,115,130,272,4.40969633333333,22.250491,16.962759,21.849371,350,268,226,3.623156,1.17013060630732
"ACSL1","Acsl1",26.783503,29.664263,24.04514,610,606,1123,26.8309686666667,85.585307,101.814344,82.647096,1143,969,970,0.0864153333333333,25.6172458292501
"ACSL3","Acsl3",137.743645,126.020907,116.28694,2455,1981,3863,126.683830666667,127.281776,105.351012,89.76463,3228,2050,1832,38.1292903333333,3.26312666493457
"ACSL4","Acsl4",42.27799,43.593616,27.973049,1208,1128,2020,37.9482183333333,69.219653,62.683685,53.413498,3943,2820,2527,11.3800783333333,3.14603973292038
"ACSL5","Acsl5",75.63154,74.775796,56.525036,748,800,1379,68.9774573333333,0.206791,0.83348,0.182037,6,12,5,11.1325353333333,5.76775219776817
"ACSL6","Acsl6",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,13.388689,15.367533,10.761177,980,1036,796,22.599885,3.35405521396962
"ACSM1","Acsm1",0,0,0,0,0,0,0,0.060423,0,0,2,0,0,136.466925666667,0.00727447707985283
