"Hs_symbol","DRG","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","FoldChange"
"PABPC4L",0.09409,0.09409,0,0.016667,0.072948,0.0298716666666667,1.06235566567355
"PABPC5",0.6586,0.6586,1.702848,1.557572,1.596048,1.61882266666667,0.633338034343168
"PABPN1",86.01494,86.01494,145.97799,159.342411,185.955938,163.758779666667,0.528135375705289
"PABPN1L",0.07318,0.07318,0.595962,0.424488,0.335256,0.451902,0.739154571038541
"PACRG",5.90647,5.90647,11.680972,21.435715,22.781037,18.6325746666667,0.35178625917701
"PACRGL",6.04237,6.04237,13.186712,25.340845,9.960218,16.1625916666667,0.410332549814009
"PACS1",16.19314,16.19314,84.953685,74.379151,74.915321,78.082719,0.21740704185955
"PACS2",76.15688,76.15688,46.197536,54.747066,58.838689,53.261097,1.4219557706325
"PACSIN1",16.30813,16.30813,1.886433,4.933829,2.255428,3.02523,4.29991081254984
"PACSIN2",45.31779,45.31779,21.671369,26.103716,27.057068,24.944051,1.78529521083658
"PACSIN3",34.57115,34.57115,0.255721,0.328084,1.362447,0.648750666666667,21.5746084105703
"PADI1",0.01045,0.01045,0,0.032193,0,0.010731,0.999721983396176
"PADI2",7.92408,7.92408,0.102494,0.194113,0.242429,0.179678666666667,7.56483969080846
"PADI3",0,0,0,0,0,0,1
"PADI4",0.16726,0.16726,0.118928,0.228015,0.332205,0.226382666666667,0.951791012484412
"PADI6",0.01045,0.01045,0,0,0,0,1.01045
"PAEP",0,0,0,0.211721,0.601572,0.271097666666667,0.786721607807215
"PAF1",50.62838,50.62838,112.209732,71.786348,95.747286,93.2477886666667,0.547794072735203
"PAFAH1B1",147.51541,147.51541,219.461208,258.949045,252.079345,243.496532666667,0.607433603986842
"PAFAH1B2",60.25645,60.25645,55.233847,54.296397,58.874096,56.13478,1.07213942190729
"PAFAH1B3",144.47332,144.47332,168.75458,160.510086,231.189071,186.817912333333,0.774544441436547
"PAFAH2",5.25833,5.25833,8.960427,16.279933,6.214514,10.484958,0.544915357983895
"PAG1",4.15021,4.15021,8.554491,8.193342,8.591021,8.44628466666667,0.545210120352785
"PAGE1",0.14636,0.14636,0,0,0,0,1.14636
"PAGE2",0,0,0,0,0,0,1
"PAGE2B",0.04182,0.04182,0,0.314242,0,0.104747333333333,0.943039162499299
"PAGE3",0.02091,0.02091,0,0,0,0,1.02091
"PAGE4",0,0,0,0,0,0,1
"PAGE5",0,0,0,0,0,0,1
"PAH",0,0,8.824969,0.065338,0.04581,2.97870566666667,0.251338018888387
"PAICS",29.56372,29.56372,21.032548,22.47103,23.523896,22.3424913333333,1.30935980926572
"PAIP1",67.50103,67.50103,123.562236,127.671881,135.387251,128.873789333333,0.527443068779534
"PAIP2",172.94982,172.94982,138.942026,159.747948,192.08214,163.590704666667,1.05686296411628
"PAIP2B",3.01073,3.01073,1.77833,1.719325,1.97481,1.824155,1.4201522225232
"PAK1",32.16674,32.16674,180.13896,181.85799,203.314747,188.437232333333,0.175080366153365
"PAK1IP1",15.12684,15.12684,15.419398,14.485165,13.601195,14.5019193333333,1.04031247055472
"PAK2",13.69465,13.69465,48.395187,50.847767,60.145323,53.1294256666667,0.271472490591177
"PAK3",1.17084,1.17084,17.726968,18.061808,18.625544,18.1381066666667,0.113430238309885
"PAK4",17.51033,17.51033,2.892336,7.281944,6.632124,5.60213466666667,2.80368864534925
"PAK6",0.51224,0.51224,4.847402,5.359454,5.619889,5.27558166666667,0.24097208519051
"PALB2",4.28611,4.28611,7.673092,7.463411,10.651099,8.59586733333333,0.550873601767872
"PALD1",26.98159,26.98159,1.201665,1.134039,1.063185,1.132963,13.1186476277366
"PALLD",20.56288,20.56288,22.704708,29.793569,36.476508,29.6582616666667,0.703330157281694
"PALM",98.87327,98.87327,106.505411,132.245074,132.920556,123.890347,0.799687665212428
"PALM3",51.89331,51.89331,17.809156,18.624648,18.978971,18.470925,2.71652784857422
"PALMD",10.25531,10.25531,0.147513,0.16776,0.297022,0.204098333333333,9.34750068862039
"PAM",111.62707,111.62707,132.837251,121.549843,78.33753,110.908208,1.00642367537509
"PAM16",122.07054,122.07054,27.002933,34.271503,40.639352,33.9712626666667,3.51919063297953
"PAMR1",1.59945,1.59945,0.401653,0.848345,1.080292,0.776763333333333,1.46302546390534
"PAN2",18.79617,18.79617,30.828678,30.5034,40.831348,34.0544753333333,0.564725896244575
"PAN3",4.27566,4.27566,5.578677,5.514237,6.767099,5.95333766666667,0.758723400603825
"PANK1",5.95874,5.95874,16.259175,12.14041,14.779065,14.3928833333333,0.452075147281265
"PANK2",25.73758,25.73758,65.364775,57.142893,66.921698,63.143122,0.416842510409768
"PANK3",5.3315,5.3315,43.024939,32.902308,43.080581,39.669276,0.155682633740517
"PANK4",13.28695,13.28695,17.665119,15.410619,23.685401,18.9203796666667,0.717202695885699
"PANX1",13.19286,13.19286,15.310073,16.588048,17.472142,16.4567543333333,0.813029714973935
"PANX2",45.81958,45.81958,4.425442,5.196207,5.270818,4.96415566666667,7.85016062905132
"PANX3",0.01045,0.01045,0.095208,0,0,0.031736,0.979368753246955
"PAOX",9.02174,9.02174,1.201717,2.374885,2.601025,2.059209,3.27592524734335
"PAPLN",13.49602,13.49602,0.708053,0.49227,2.15478,1.11836766666667,6.84301418875508
"PAPOLA",45.7464,45.7464,52.87168,53.639251,61.228533,55.9131546666667,0.821363712375248
"PAPOLB",0.02091,0.02091,0.017506,0.032431,0.073802,0.0412463333333333,0.9804692389473
"PAPOLG",2.61348,2.61348,9.113998,6.480047,7.432655,7.67556666666667,0.416512273934075
"PAPPA",0.48088,0.48088,4.678116,3.323955,3.763295,3.92178866666667,0.300882484050852
"PAPPA2",0.30316,0.30316,4.798042,0.628485,4.514527,3.31368466666667,0.30209904077365
"PAPSS1",52.92825,52.92825,169.347316,109.418904,167.588026,148.784748666667,0.360038324863186
"PAPSS2",2.37304,2.37304,2.139387,3.923268,0.921119,2.32792466666667,1.01355659693419
"PAQR3",7.38047,7.38047,24.859703,37.426597,32.761754,31.6826846666667,0.256419265598071
"PAQR4",17.31171,17.31171,11.632219,11.636992,13.078132,12.115781,1.39615856653904
"PAQR5",3.83659,3.83659,0.015067,0.069791,0.072256,0.0523713333333333,4.59589675887535
"PAQR6",56.63939,56.63939,2.158909,2.911482,4.719334,3.26324166666667,13.5200850682872
"PAQR7",8.53041,8.53041,7.020392,8.475977,8.68574,8.060703,1.05184001727018
"PAQR8",33.61984,33.61984,3.830012,3.81115,5.101277,4.24747966666667,6.59742241974068
"PAQR9",2.56121,2.56121,1.327114,1.315718,1.796305,1.47971233333333,1.43613835852196
"PARD3",13.62147,13.62147,15.385499,10.791952,12.331059,12.83617,1.0567570360873
"PARD3B",3.30344,3.30344,0.108121,0.621077,0.476559,0.401919,3.06967806271261
"PARD6A",35.81517,35.81517,8.165092,10.688865,9.424182,9.42604633333333,3.53107676898552
"PARD6B",0.60633,0.60633,1.405579,1.451887,1.727841,1.52843566666667,0.635305861713969
"PARD6G",4.99698,4.99698,4.65483,3.742468,6.979356,5.12555133333333,0.97901065123172
"PARG",10.03577,10.03577,12.355759,9.937119,14.590821,12.2945663333333,0.830096275673929
"PARK7",550.27399,550.27399,203.597599,210.965621,220.345309,211.636176333333,2.59256914559924
"PARL",66.07929,66.07929,24.581715,31.786236,31.206894,29.191615,2.22178541956103
"PARM1",8.81266,8.81266,32.715855,16.416358,17.739693,22.2906353333333,0.421313539092522
"PARN",19.65339,19.65339,11.400474,12.818875,13.707756,12.6423683333333,1.5139152891464
"PARP1",63.40309,63.40309,69.584838,52.604877,76.197488,66.1290676666667,0.959391992747424
"PARP10",62.6295,62.6295,2.33003,3.802828,4.259114,3.46399066666667,14.2539500530616
"PARP11",3.3348,3.3348,6.206219,6.282518,9.403522,7.29741966666667,0.522427474340517
"PARP12",18.07485,18.07485,0.490645,0.85315,0.085296,0.476363666666667,12.9201567545124
"PARP14",7.15049,7.15049,0.250021,0.389576,0.350912,0.330169666666667,6.12740630330617
"PARP15",0.77359,0.77359,0.186402,0.198697,0.371224,0.252107666666667,1.41648361975261
"PARP16",3.35571,3.35571,3.280186,5.483125,6.316665,5.02665866666667,0.722740450540421
"PARP2",23.16591,23.16591,34.388582,33.076719,45.667132,37.710811,0.624267727173166
"PARP3",14.76095,14.76095,3.613492,4.221143,5.711255,4.51529666666667,2.85767945997465
"PARP4",19.32932,19.32932,3.398292,3.552432,5.041696,3.99747333333333,4.06791965539919
"PARP6",74.54698,74.54698,255.686001,243.080505,278.487626,259.084710666667,0.290470669369041
"PARP8",6.57552,6.57552,14.651056,8.264682,12.948488,11.954742,0.584768110395406
"PARP9",21.50373,21.50373,0.636812,0.399024,0.397729,0.477855,15.2272922580361
"PARPBP",0.86768,0.86768,1.997433,2.63312,2.003855,2.21146933333333,0.581565572062134
"PARS2",2.78075,2.78075,1.098782,1.582064,1.265639,1.315495,1.63280421680893
"PART1",0.16726,0.16726,0.129669,0.197758,0.240651,0.189359333333333,0.981419128169283
"PARVA",31.26771,31.26771,21.849148,19.868678,8.64628,16.7880353333333,1.81401202523659
"PARVB",62.04408,62.04408,33.479578,33.511796,25.483246,30.8248733333333,1.98096876426426
"PARVG",27.60883,27.60883,0.282399,0.047067,0.031505,0.120323666666667,25.536218551127
"PASD1",0,0,0,0.022634,0,0.00754466666666667,0.992511829086816
"PASK",1.37992,1.37992,43.985538,32.473814,20.363281,32.274211,0.0715244607903701
"PATE1",0,0,0,0,0,0,1
"PATE2",0.32407,0.32407,0.064727,0,0.416909,0.160545333333333,1.14090329948335
"PATE3",0,0,0,0,0,0,1
"PATE4",0,0,0.040645,0.037469,0.462033,0.180049,0.847422437542848
"PATL1",6.59643,6.59643,8.164214,5.781359,5.623976,6.523183,1.00973617151145
"PATL2",1.35901,1.35901,0.606416,0.122961,0.054125,0.261167333333333,1.87049722717208
"PATZ1",9.80579,9.80579,14.916554,15.259245,21.310492,17.162097,0.59496378639537
"PAWR",3.90977,3.90977,3.546013,4.739486,5.472654,4.586051,0.878933973212919
"PAX1",0.07318,0.07318,0.030857,0.039555,0,0.0234706666666667,1.04856937766007
"PAX2",0.03136,0.03136,0.657761,0.922022,0.392984,0.657589,0.622204901214957
"PAX3",0.9304,0.9304,0.084297,0.10294,0.221428,0.136221666666667,1.69896425726787
"PAX4",0.01045,0.01045,0,0,0,0,1.01045
"PAX5",0.01045,0.01045,0.372935,0.312588,1.676362,0.787295,0.565351550807226
"PAX6",0.48088,0.48088,2.041389,1.073773,3.378145,2.16443566666667,0.467976017208756
"PAX7",0.22999,0.22999,0.143191,0.238119,0.168186,0.183165333333333,1.03957575948811
"PAX8",2.9271,2.9271,0.028191,0.208735,0.039678,0.0922013333333333,3.59558249944149
"PAX9",2.06988,2.06988,0.025066,0.045588,0,0.0235513333333333,2.99924380929926
"PAXIP1",2.3835,2.3835,4.543327,5.015123,6.127808,5.22875266666667,0.543206670912924
"PBK",0.45997,0.45997,0,0,1.40668,0.468893333333333,0.993925131845289
"PBLD",4.58928,4.58928,6.13323,5.851976,8.31587,6.76702533333333,0.719616553329983
"PBOV1",0.01045,0.01045,0.031113,0.115996,0.195624,0.114244333333333,0.906847779945332
"PBRM1",4.7879,4.7879,19.823056,16.762007,24.489564,20.358209,0.270991823331254
"PBX1",4.22339,4.22339,80.925165,78.783475,86.911307,82.206649,0.0627761130002964
"PBX2",19.2875,19.2875,36.527812,31.216466,40.560485,36.1015876666667,0.546809483795406
"PBX3",26.17664,26.17664,29.399879,35.919251,42.077662,35.7989306666667,0.738517111982747
"PBX4",2.15351,2.15351,4.091702,2.674619,3.984339,3.58355333333333,0.688005521189528
"PBXIP1",21.79644,21.79644,2.012686,3.047196,1.862686,2.30752266666667,6.89230046092907
"PC",48.35988,48.35988,5.5245,6.09444,4.939509,5.519483,7.57113409146093
"PCA3",0.07318,0.07318,0.326519,0.222977,0.447647,0.332381,0.805460300019289
"PCBD1",107.12142,107.12142,36.222576,50.392273,44.628227,43.747692,2.41624573620467
"PCBD2",4.73563,4.73563,6.933905,4.573831,9.387,6.964912,0.720112161942279
"PCBP1",185.36909,185.36909,69.129368,65.512094,75.424465,70.0219756666667,2.62410455708387
"PCBP2",383.54425,383.54425,203.790273,208.824791,236.567045,216.394036333333,1.7688813202326
"PCBP3",173.023,173.023,16.192985,29.486819,30.687239,25.455681,6.57790665074923
"PCBP4",254.65774,254.65774,104.470849,106.417891,137.510996,116.133245333333,2.18262321062188
"PCCA",36.05561,36.05561,31.987598,35.670491,42.913592,36.857227,0.978825258384614
"PCCB",36.13924,36.13924,18.880235,24.46382,28.540041,23.9613653333333,1.48786893281051
"PCDH1",15.75407,15.75407,21.66278,19.657843,26.854137,22.72492,0.706180252662601
"PCDH10",9.78488,9.78488,10.099302,9.032981,11.034886,10.055723,0.975502009230875
"PCDH11X",0.07318,0.07318,2.072255,1.807112,3.181833,2.35373333333333,0.319995626764203
"PCDH11Y",0,0,5.54698,9.183766,10.532371,8.421039,0.10614540498134
"PCDH12",1.85035,1.85035,1.044103,1.9487,2.455369,1.81605733333333,1.01217754562762
"PCDH15",0.11499,0.11499,1.19279,0.772315,2.744035,1.56971333333333,0.433896647356255
"PCDH17",2.72848,2.72848,11.903228,8.691837,15.143769,11.9129446666667,0.288739717875866
"PCDH18",2.33123,2.33123,3.261599,1.713095,1.481362,2.15201866666667,1.05685605076789
"PCDH19",0.73178,0.73178,11.766625,24.857286,3.711387,13.4450993333333,0.119887026045142
"PCDH20",0.2718,0.2718,2.654077,1.052661,1.216288,1.64100866666667,0.481558434870717
"PCDH7",6.97277,6.97277,10.175785,14.246624,11.714678,12.0456956666667,0.611141805214067
"PCDH8",0.86768,0.86768,4.785172,2.955657,4.557708,4.09951233333333,0.366246785558645
"PCDH9",9.77442,9.77442,10.652834,17.223098,14.658729,14.1782203333333,0.709860560947187
"PCDHA1",6.36644,6.36644,0,0,0,0,7.36644
"PCDHA10",1.26493,1.26493,4.12698,4.964844,2.76122,3.95101466666667,0.457467842955289
"PCDHA11",1.3172,1.3172,3.197025,4.064755,2.044556,3.102112,0.564879749748422
"PCDHA12",0.77359,0.77359,6.609325,6.478867,5.024518,6.03757,0.252017386683188
"PCDHA13",0.63769,0.63769,0,0.097536,0,0.032512,1.58612200148763
"PCDHA2",0.61678,0.61678,0.907361,0.772738,1.509283,1.06312733333333,0.783654975569451
"PCDHA3",1.25447,1.25447,1.189374,0.903547,1.046565,1.04649533333333,1.10162479399741
"PCDHA4",2.44622,2.44622,38.045189,40.082397,44.369853,40.8324796666667,0.082381442062734
"PCDHA5",0.74223,0.74223,0.06533,0.141157,0.134177,0.113554666666667,1.56456620599977
"PCDHA6",2.21623,2.21623,0.359625,0.407501,0.464919,0.410681666666667,2.27991195745792
"PCDHA7",0.71087,0.71087,0.070546,0.135857,0.059286,0.088563,1.57167752348739
"PCDHA8",0.45997,0.45997,0.390128,0.608992,0.765492,0.588204,0.91925848316715
"PCDHA9",0.08363,0.08363,0.088852,0.068095,0.079869,0.0789386666666667,1.00434810010825
"PCDHAC1",3.02119,3.02119,4.49329,4.822651,5.654058,4.98999966666667,0.671317232683207
"PCDHAC2",13.74692,13.74692,292.934528,269.349348,269.276746,277.186874,0.0530108404755287
"PCDHB1",0.01045,0.01045,0.068321,0.079954,0.066124,0.0714663333333333,0.94305342927247
"PCDHB10",1.53673,1.53673,3.90145,3.898081,4.875194,4.22490833333333,0.485507082261411
"PCDHB11",0.16726,0.16726,0.184615,0.358571,0.381992,0.308392666666667,0.892132789901502
"PCDHB12",0.71087,0.71087,0.278692,0.17599,0.321135,0.258605666666667,1.35933759501586
"PCDHB13",0.50179,0.50179,0.541105,0.430484,0.248539,0.406709333333333,1.06759084084653
"PCDHB14",2.15351,2.15351,5.130225,6.943469,7.067033,6.38024233333333,0.427290847314996
"PCDHB15",1.11857,1.11857,3.16714,1.775492,1.824412,2.25568133333333,0.650730149265223
"PCDHB16",0.81541,0.81541,1.768761,2.784488,2.472101,2.34178333333333,0.543245871715202
"PCDHB2",0.89904,0.89904,274.844247,237.597621,164.130461,225.524109666667,0.00838339019539449
"PCDHB3",0.64814,0.64814,1.503473,1.692744,1.693367,1.62986133333333,0.62670224437689
"PCDHB4",1.73535,1.73535,1.868685,1.965125,2.270451,2.03475366666667,0.901341690445825
"PCDHB5",0.88858,0.88858,0.729026,0.344963,1.137953,0.737314,1.08706888910122
"PCDHB6",0.41816,0.41816,1.076127,0.898031,0.867499,0.947219,0.728300206602339
"PCDHB7",0.99312,0.99312,0.212428,0.212449,0,0.141625666666667,1.74586123822841
"PCDHB8",0.1359,0.1359,0.212717,0.221037,0.414576,0.282776666666667,0.885500983543511
"PCDHB9",0.57497,0.57497,1.343088,1.954075,3.863579,2.386914,0.465016236018984
"PCDHGA1",0.39725,0.39725,0.127319,0.028568,0.105498,0.0871283333333333,1.28526684215448
"PCDHGA10",1.76671,1.76671,0.219226,0.56219,0.212186,0.331200666666667,2.07835683175239
"PCDHGA11",0.41816,0.41816,0.206337,0.108909,0,0.105082,1.28330748306461
"PCDHGA12",3.39753,3.39753,0.030046,0.056622,0.050564,0.045744,4.20516876023195
"PCDHGA2",1.71444,1.71444,0.116577,0.030618,0.08167,0.0762883333333333,2.52203792973692
"PCDHGA3",1.8608,1.8608,0.033459,26.706528,24.396422,17.0454696666667,0.158532864638288
"PCDHGA4",1.73535,1.73535,0.524104,0.132262,0,0.218788666666667,2.2443185392272
"PCDHGA5",1.474,1.474,0.066237,0.080337,0.121299,0.089291,2.27120209383902
"PCDHGA6",1.35901,1.35901,0.074584,0.064647,0.021269,0.0535,2.23921214997627
"PCDHGA7",0.96176,0.96176,0.02922,0,0,0.00974,1.94283676986155
"PCDHGA8",0.03136,0.03136,0.035145,0.132828,0.064344,0.077439,0.957232845664581
"PCDHGA9",2.10124,2.10124,0.552368,0.283909,0.600939,0.479072,2.09674714956405
"PCDHGB1",1.03494,1.03494,0.272422,0.206306,0.045286,0.174671333333333,1.73234839589173
"PCDHGB2",1.07675,1.07675,0.810683,0.448,0.493134,0.583939,1.31113003720472
"PCDHGB3",0.33453,0.33453,0,0,0,0,1.33453
"PCDHGB4",1.92352,1.92352,4.698011,2.313828,1.32685,2.779563,0.773507413423192
"PCDHGB6",3.07346,3.07346,45.261426,46.505842,57.614148,49.7938053333333,0.0801959997536708
"PCDHGB7",3.86795,3.86795,2.95995,5.461709,3.274983,3.89888066666667,0.993686176747042
"PCDHGB8P",0.04182,0.04182,0.082162,0.049889,0,0.044017,0.997895628136323
"PCDHGC3",8.61404,8.61404,12.99671,8.897138,23.152708,15.0155186666667,0.600295263618895
"PCDHGC4",0.34498,0.34498,16.185977,12.017059,17.53973,15.2475886666667,0.0827802837450792
"PCDHGC5",0.09409,0.09409,0.170838,0.413291,0.399764,0.327964333333333,0.823885079242841
"PCED1A",42.35933,42.35933,26.925284,22.507708,27.063428,25.4988066666667,1.63627481589737
"PCED1B",3.66933,3.66933,0,0.134516,0.432778,0.189098,3.92678315832673
"PCF11",13.47512,13.47512,15.801801,18.955779,18.207139,17.6549063333333,0.775941714278955
"PCGF1",46.14365,46.14365,26.363753,50.083309,24.097273,33.5147783333333,1.36589751626682
"PCGF2",25.58077,25.58077,40.196029,40.616773,45.005307,41.9393696666667,0.619030279353037
"PCGF3",23.21818,23.21818,94.812969,92.09025,94.584133,93.8291173333333,0.255387592767217
"PCGF5",22.97774,22.97774,1.838283,1.994589,3.180516,2.337796,7.18370445647367
"PCGF6",3.50207,3.50207,2.487326,2.911111,3.090963,2.8298,1.17553658154473
"PCID2",20.34335,20.34335,21.438007,16.174573,24.090184,20.567588,0.98960300984978
"PCIF1",22.98819,22.98819,8.616371,8.983392,11.579054,9.72627233333333,2.23639576308849
"PCK1",0.5436,0.5436,0,0.016171,0,0.00539033333333333,1.5353240913728
"PCK2",21.37829,21.37829,3.171301,5.312329,2.148231,3.54395366666667,4.92484995262202
"PCLO",1.90262,1.90262,17.539437,16.412495,17.129746,17.027226,0.161013125369372
"PCM1",44.24103,44.24103,100.149453,88.949725,89.620922,92.9067,0.481765731305647
"PCMT1",353.0815,353.0815,197.964161,201.876889,190.195738,196.678929333333,1.79119495028696
"PCMTD1",9.17855,9.17855,10.000799,12.055919,12.565154,11.540624,0.811646214733812
"PCMTD2",9.64898,9.64898,21.958393,20.660294,28.990162,23.8696163333333,0.42819237165822
"PCNA",46.96951,46.96951,6.571365,9.31333,10.773169,8.88595466666667,4.85228909270067
"PCNP",75.12194,75.12194,67.321016,130.377364,81.116479,92.9382863333333,0.810339883462284
"PCNT",14.25916,14.25916,22.29216,18.330703,26.512024,22.3782956666667,0.652706263004316
"PCOLCE",83.58963,83.58963,21.849377,21.949656,36.923673,26.9075686666667,3.03106411777947
"PCOLCE2",3.65888,3.65888,30.663325,19.961027,25.165105,25.2631523333333,0.177392262012924
"PCP2",0.18817,0.18817,0.729787,1.250897,0,0.660228,0.715666763842075
"PCP4",477.431,477.431,39.164602,49.304178,42.492885,43.6538883333333,10.7142069337523
"PCP4L1",3.74251,3.74251,1.113572,0.847837,2.09301,1.351473,2.01682519850324
"PCSK1",30.82864,30.82864,105.306311,77.580719,33.542411,72.143147,0.435155463026495
"PCSK1N",991.13714,991.13714,91.076386,120.485586,104.436606,105.332859333333,9.33048491520235
"PCSK2",63.29855,63.29855,20.320517,21.339906,24.035795,21.8987393333333,2.80795152361954
"PCSK4",3.54388,3.54388,5.093545,3.701283,6.677373,5.15740033333333,0.737954291424178
"PCSK5",1.60991,1.60991,1.850641,1.535234,1.772681,1.71951866666667,0.959695563773786
"PCSK6",9.09492,9.09492,2.578629,4.046299,2.949431,3.191453,2.40845358399581
"PCSK7",88.28344,88.28344,43.094864,35.162687,46.674001,41.6438506666667,2.09370023119863
"PCSK9",0.14636,0.14636,0.195829,0.065305,0.034387,0.098507,1.04356185258719
"PCTP",21.50373,21.50373,3.996981,2.864629,5.30843,4.05668,4.4502974283522
"PCYOX1",26.65752,26.65752,45.897321,44.896537,42.929259,44.5743723333333,0.606865626095988
"PCYOX1L",25.13125,25.13125,13.255956,14.914142,13.652572,13.94089,1.74897546263978
"PCYT1A",23.75133,23.75133,24.046428,23.124861,22.732107,23.301132,1.01852580365392
"PCYT1B",5.69739,5.69739,4.207006,3.065618,6.585221,4.61928166666667,1.19185874588359
"PCYT2",120.93107,120.93107,25.285046,31.327271,26.066019,27.5594453333333,4.26937808409351
"PDAP1",218.50805,218.50805,163.358665,185.612768,150.424703,166.465378666667,1.31076674920923
"PDC",0.02091,0.02091,0.150942,0.199026,0.407368,0.252445333333333,0.815133381736422
"PDCD1",1.22311,1.22311,0,0,0.404379,0.134793,1.95904451296404
"PDCD10",53.4614,53.4614,66.564521,28.565086,45.891792,47.007133,1.1344439169071
"PDCD11",11.99066,11.99066,11.195719,13.028789,15.088733,13.1044136666667,0.921035096318904
"PDCD1LG2",0.53315,0.53315,0.129463,0.239568,0.090999,0.153343333333333,1.32930928344552
"PDCD2",47.83719,47.83719,36.037459,40.737987,40.248682,39.0080426666667,1.22068431107452
"PDCD2L",14.0919,14.0919,23.464483,23.79659,30.449259,25.903444,0.560965354472833
"PDCD4",65.49387,65.49387,24.522871,27.069866,41.381913,30.99155,2.07848228672884
"PDCD5",192.02825,192.02825,154.20064,216.916278,124.759447,165.292121666667,1.1607780817598
"PDCD6",133.01581,133.01581,41.760519,47.220596,43.177979,44.0530313333333,2.97462359432507
"PDCD6IP",38.0314,38.0314,41.733173,42.77024,48.223765,44.2423926666667,0.862717413899226
"PDCD7",8.30042,8.30042,12.943289,18.665932,25.162841,18.9240206666667,0.466794336123121
"PDCL",6.56507,6.56507,7.577234,7.09985,10.26397,8.31368466666667,0.812253181286576
"PDCL2",0,0,0,0,0,0,1
"PDCL3",28.08971,28.08971,13.485456,14.473015,14.617644,14.1920383333333,1.91479967083636
"PDE10A",1.93398,1.93398,5.874833,7.874129,5.685085,6.47801566666667,0.392347399468317
"PDE11A",1.56809,1.56809,0.326881,0.979727,0.606487,0.637698333333333,1.56810930788027
"PDE12",4.08749,4.08749,5.651978,6.982653,6.720159,6.45159666666667,0.682738240887076
"PDE1A",7.37002,7.37002,1.58638,0.997591,2.42171,1.66856033333333,3.13653017151196
"PDE1B",3.53343,3.53343,4.747355,5.447288,6.248562,5.48106833333333,0.699488073082601
"PDE1C",7.04595,7.04595,1.744699,1.513598,2.08721,1.78183566666667,2.8923167879435
"PDE2A",18.12712,18.12712,60.294206,99.661109,96.854443,85.6032526666667,0.220859141095078
"PDE3A",1.18129,1.18129,0.134821,0.119538,0.303637,0.185998666666667,1.83920105587527
"PDE3B",2.44622,2.44622,5.601049,4.752444,6.270684,5.54139233333333,0.526832794058064
"PDE4A",4.30702,4.30702,3.239841,3.825499,4.429259,3.831533,1.09841327793891
"PDE4B",9.27264,9.27264,120.453869,152.801299,185.986902,153.08069,0.0666705217895896
"PDE4C",4.56837,4.56837,12.42242,12.596029,9.466879,11.4951093333333,0.445643959684707
"PDE4D",5.21651,5.21651,9.20407,9.73529,14.583939,11.174433,0.510620083908631
"PDE4DIP",152.77374,152.77374,525.377028,676.503857,766.921339,656.267408,0.233959174193527
"PDE5A",3.94113,3.94113,14.635485,12.233485,14.354209,13.7410596666667,0.335195034260201
"PDE6A",0.03136,0.03136,0.027576,0.134724,0.154322,0.105540666666667,0.932901005902994
"PDE6B",5.36287,5.36287,4.558743,5.403379,4.441588,4.80123666666667,1.09681269108713
"PDE6C",0.09409,0.09409,0.312388,0.041753,0.095354,0.149831666666667,0.95152188943599
"PDE6D",92.2873,92.2873,42.406085,46.450504,46.22844,45.028343,2.02673600481338
"PDE6G",1.10812,1.10812,0.842618,0,0.395018,0.412545333333333,1.49242643775917
"PDE6H",2.39395,2.39395,0,0,0,0,3.39395
"PDE7A",3.37662,3.37662,10.340026,9.060849,11.613801,10.3382253333333,0.386005734701104
"PDE7B",2.60303,2.60303,0.268817,0.281642,0.239457,0.263305333333333,2.852065850536
"PDE8A",8.36314,8.36314,8.681617,24.839516,9.218056,14.2463963333333,0.614121514047833
"PDE8B",4.93426,4.93426,0.676834,1.153425,2.386373,1.405544,2.46690977176057
"PDE9A",25.6644,25.6644,10.025432,11.13742,12.181834,11.1148953333333,2.20095999728819
"PDF",22.78957,22.78957,2.176371,2.476077,0,1.550816,9.32625873445988
"PDGFA",19.93565,19.93565,1.438889,4.241145,1.593775,2.424603,6.11330714830303
"PDGFB",8.55132,8.55132,2.870552,5.1408,3.28618,3.765844,2.00411931234006
"PDGFC",2.91665,2.91665,2.982917,3.983861,3.705021,3.55726633333333,0.859429691732595
"PDGFD",14.42642,14.42642,4.755695,1.965574,2.443696,3.05498833333333,3.80430687634531
"PDGFRA",16.29768,16.29768,0.385987,0.517871,0.795458,0.566438666666667,11.0426794027046
"PDGFRB",25.31942,25.31942,3.495955,11.449283,11.349665,8.76496766666667,2.69529003048756
"PDGFRL",33.42122,33.42122,0.520225,0.153408,0.619499,0.431044,24.0532226821817
"PDHA1",188.25438,188.25438,141.083995,155.611844,148.113485,148.269774666667,1.26786806252386
"PDHA2",0,0,0,0,0,0,1
"PDHB",115.07687,115.07687,48.330313,48.842369,50.192621,49.1217676666667,2.31589737161638
"PDHX",28.05835,28.05835,29.066848,46.135734,36.025051,37.0758776666667,0.763169538845299
"PDIA2",24.37857,24.37857,67.50859,66.11664,92.280687,75.3019723333333,0.332606998533813
"PDIA3",160.66646,160.66646,171.548807,153.539572,146.89943,157.329269666667,1.02107753253937
"PDIA4",26.64707,26.64707,16.609454,19.088015,16.374806,17.357425,1.5060429226866
"PDIA5",12.13701,12.13701,11.922533,9.705742,13.041658,11.5566443333333,1.04621980612495
