"Hs_symbol","DRG","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","FoldChange"
"CERKL",2.01761,2.01761,0.211575,0.300423,0.465152,0.325716666666667,2.27621035163371
"CERS2",61.07186,61.07186,144.774574,171.734563,153.769409,156.759515333333,0.39345873920091
"CERS3",0.03136,0.03136,0.019531,0.375254,0.752904,0.382563,0.745976856027537
"CERS4",53.45095,53.45095,26.422049,25.263978,40.90269,30.8629056666667,1.70891351120447
"CERS5",74.34835,74.34835,127.385868,107.076589,161.003008,131.821821666667,0.567288936821664
"CERS6",3.62751,3.62751,17.357287,19.32197,20.157538,18.9455983333333,0.232006577223931
"CES1",6.91005,6.91005,0,0,0,0,7.91005
"CES1P1",1.10812,1.10812,0,0,0,0,2.10812
"CES2",16.87264,16.87264,35.099027,48.927772,49.58565,44.537483,0.392481947234545
"CES3",0.37634,0.37634,1.828375,4.143277,2.129522,2.70039133333333,0.371944444794758
"CES4A",20.15518,20.15518,18.335434,17.075491,22.245016,19.218647,1.04632026069796
"CES5A",1.93398,1.93398,0.42839,0.388111,0.122149,0.312883333333333,2.2347606413365
"CETN1",0,0,0.047357,0,0,0.0157856666666667,0.984459648147559
"CETN2",58.5211,58.5211,20.389319,19.081136,21.274651,20.2483686666667,2.80120798606877
"CETN3",23.42726,23.42726,11.583243,10.298599,8.937192,10.2730113333333,2.16687975179894
"CETP",0.20908,0.20908,0,0.215708,0.192699,0.136135666666667,1.06420389349042
"CFB",23.3959,23.3959,1.481413,1.432566,1.597512,1.50383033333333,9.74343176341421
"CFC1",0,0,0.473304,1.353469,0.322462,0.716411666666667,0.582610815004559
"CFC1B",0.01045,0.01045,0,0,5.2e-05,1.73333333333333e-05,1.01043248583691
"CFD",80.58935,80.58935,1.082446,1.59436,2.014031,1.56361233333333,31.8259312998052
"CFDP1",81.76019,81.76019,90.034941,85.12874,103.752927,92.9722026666667,0.880687986995076
"CFH",54.40225,54.40225,0.343474,0.461469,0.615703,0.473548666666667,37.5978420348519
"CFHR1",1.79808,1.79808,1.345175,3.01136,1.284516,1.88035033333333,0.971437386493842
"CFHR2",0,0,0,0.114149,0.381063,0.165070666666667,0.858317034846527
"CFHR3",0.24044,0.24044,0.054561,0,0,0.018187,1.21828308552358
"CFHR4",0.15681,0.15681,0.085405,0.283921,0,0.123108666666667,1.0300071883813
"CFHR5",0,0,0.027262,0.025353,0,0.0175383333333333,0.9827639581146
"CFI",8.99038,8.99038,0.102,0.097947,0.721498,0.307148333333333,7.64288164184376
"CFL1",1048.95783,1048.95783,646.757843,637.937029,690.870086,658.521652666667,1.59199902801473
"CFL1P1",3.09436,3.09436,2.0745,3.13257,2.974802,2.72729066666667,1.0984815422677
"CFL2",138.28459,138.28459,60.535896,73.971601,76.840845,70.4494473333333,1.94941451891426
"CFLAR",30.47321,30.47321,17.337082,12.185427,11.977782,13.8334303333333,2.12177556322047
"CFP",2.09079,2.09079,1.293772,1.705258,3.894611,2.29788033333333,0.937205018860094
"CFTR",0,0,2.578672,8.153786,18.297928,9.67679533333333,0.0936610629668965
"CGA",0.34498,0.34498,1.378645,1.418455,0.740457,1.17918566666667,0.617193853912096
"CGB1",0,0,0.194091,0,0,0.064697,0.939234354938541
"CGB2",0.02091,0.02091,0,0.299187,0,0.099729,0.928328706435858
"CGB5",0,0,0,0,0,0,1
"CGB7",0.08363,0.08363,0.037607,0.113605,0,0.050404,1.03163163887419
"CGB8",0,0,0,0,0,0,1
"CGGBP1",16.50676,16.50676,27.450996,32.13069,37.968439,32.5167083333333,0.522329335741751
"CGN",0.87813,0.87813,4.511525,11.631162,6.452226,7.53163766666667,0.220137103025121
"CGNL1",1.67263,1.67263,0.385988,0.73647,0.785354,0.635937333333333,1.63369949786178
"CGREF1",57.37117,57.37117,40.290409,34.1805,25.241007,33.2373053333333,1.70489965351245
"CGRRF1",30.05505,30.05505,16.994549,20.84314,19.450357,19.0960153333333,1.54533371341974
"CH25H",4.28611,4.28611,0.098229,0.226638,0.2062,0.177022333333333,4.49108725492889
"CHAC1",22.69548,22.69548,12.610641,11.408171,16.425884,13.4815653333333,1.63625129290811
"CHAC2",3.29299,3.29299,1.593746,1.381265,1.6139,1.529637,1.69707748582109
"CHAD",0.76314,0.76314,0,0.043695,0.284971,0.109555333333333,1.58905098919507
"CHADL",77.08728,77.08728,1.150836,1.836626,3.075295,2.020919,25.8488493071148
"CHAF1A",5.21651,5.21651,3.573447,3.466099,3.788907,3.60948433333333,1.34863458696356
"CHAF1B",2.97937,2.97937,1.429515,1.223602,2.063905,1.57234066666667,1.54698405680326
"CHAMP1",4.19203,4.19203,11.432726,13.719492,16.454997,13.8690716666667,0.349183198278574
"CHAT",0.16726,0.16726,13.566629,25.982409,9.558201,16.3690796666667,0.0672033304240127
"CHCHD1",54.98767,54.98767,19.289934,18.650509,21.114091,19.6848446666667,2.70670004547935
"CHCHD10",466.55891,466.55891,41.387904,47.224843,38.528414,42.380387,10.7781175396153
"CHCHD2",731.17925,731.17925,82.938103,94.066211,102.481436,93.1619166666667,7.77574709520746
"CHCHD3",52.89689,52.89689,17.150467,19.622149,22.450494,19.7410366666667,2.59856297764609
"CHCHD4",15.48227,15.48227,6.09976,7.813143,8.76066,7.55785433333333,1.92598160216406
"CHCHD5",75.42511,75.42511,8.685758,11.220188,8.953074,9.61967333333333,7.19655940452657
"CHCHD6",124.84084,124.84084,28.575752,31.75946,34.829636,31.721616,3.84580150320204
"CHCHD7",44.11559,44.11559,17.251177,19.441913,13.915784,16.8696246666667,2.52470831601499
"CHD1",7.09822,7.09822,15.908797,15.137395,13.894627,14.980273,0.506763557794038
"CHD1L",16.97718,16.97718,11.00491,10.653698,11.710114,11.1229073333333,1.48290995762788
"CHD2",108.97177,108.97177,132.721681,132.842009,184.763223,150.108971,0.727764667261218
"CHD3",88.33571,88.33571,416.851571,436.145063,500.160037,451.052223666667,0.197622542978296
"CHD4",103.54618,103.54618,342.628645,335.157886,456.656724,378.147751666667,0.275739944495077
"CHD5",7.69409,7.69409,46.220398,46.807546,58.443002,50.4903153333333,0.168849033914766
"CHD6",4.87153,4.87153,5.661032,5.897413,7.398897,6.319114,0.80221868384616
"CHD7",1.85035,1.85035,6.818836,13.585309,14.381508,11.5952176666667,0.226304147767408
"CHD8",23.47953,23.47953,35.050059,34.089881,33.132399,34.0907796666667,0.697605759476856
"CHD9",9.9835,9.9835,10.770172,13.054553,15.036173,12.9536326666667,0.78714269340328
"CHDH",0.32407,0.32407,0.186731,0.062922,0.384484,0.211379,1.09302703778091
"CHEK1",3.3139,3.3139,5.454665,5.258726,6.476881,5.73009066666667,0.640986906961927
"CHEK2",12.03247,12.03247,3.803108,3.896138,4.004932,3.90139266666667,2.65893203958766
"CHEK2P2",0,0,1.024237,4.071124,1.683212,2.25952433333333,0.3067932304642
"CHERP",9.47126,9.47126,11.731202,18.159815,20.903843,16.93162,0.58395504700635
"CHFR",11.94884,11.94884,38.507998,42.115992,47.347031,42.657007,0.296603933476246
"CHGA",110.53986,110.53986,154.335283,160.052513,171.230027,161.872607666667,0.684828846286272
"CHGB",100.50409,100.50409,116.731034,118.735157,112.780686,116.082292333333,0.866946555086382
"CHI3L1",33.84983,33.84983,0.121558,0.452978,0.065911,0.213482333333333,28.7188606234344
"CHI3L2",3.53343,3.53343,0.138474,0.186494,0,0.108322666666667,4.09035214774999
"CHIA",0.01045,0.01045,0,0,0,0,1.01045
"CHIC1",1.94443,1.94443,3.112664,3.206784,3.823057,3.380835,0.672116160503648
"CHIC2",12.08474,12.08474,8.393509,14.586582,9.551239,10.8437766666667,1.10477767086118
"CHID1",73.65839,73.65839,75.3355,69.489767,44.703524,63.1762636666667,1.16333338425212
"CHIT1",0.34498,0.34498,0.21703,0.107093,0.577011,0.300378,1.03429925760048
"CHKA",34.26798,34.26798,55.633527,52.873412,50.416962,52.9746336666667,0.653417681679989
"CHKB",60.29827,60.29827,40.822951,34.425822,47.173982,40.807585,1.46619973385212
"CHL1",27.48338,27.48338,0.808499,0.028232,0,0.278910333333333,22.271600484892
"CHM",11.60386,11.60386,13.573465,17.075465,16.697244,15.782058,0.751031846034616
"CHML",2.25805,2.25805,8.488738,9.637761,10.283767,9.47008866666667,0.311176925403943
"CHMP1A",93.78221,93.78221,52.60003,67.857929,80.602382,67.0201136666667,1.39344386374421
"CHMP1B",28.33015,28.33015,9.048818,11.111032,10.707921,10.289257,2.59805849047462
"CHMP2A",259.33065,259.33065,40.077897,37.690694,47.506503,41.7583646666667,6.08841456003922
"CHMP2B",24.734,24.734,19.754761,24.503152,19.968736,21.408883,1.14838387973198
"CHMP3",109.72445,109.72445,46.409519,49.857479,49.510753,48.5925836666667,2.23268161917571
"CHMP4A",92.38138,92.38138,86.890688,61.289323,68.076653,72.0855546666667,1.2776995457707
"CHMP4B",170.77541,170.77541,41.404859,47.649089,55.956321,48.3367563333333,3.4816924087882
"CHMP4C",1.09766,1.09766,0.08793,0.260168,0.143528,0.163875333333333,1.80230643259043
"CHMP5",138.0546,138.0546,27.791233,35.01649,34.907678,32.5718003333333,4.14200604731743
"CHMP6",30.55684,30.55684,12.864306,13.268737,13.910951,13.347998,2.1993897685238
"CHMP7",20.12382,20.12382,29.426172,30.754071,41.272265,33.8175026666667,0.606701181363687
"CHN1",53.16869,53.16869,56.575917,58.425277,55.584056,56.86175,0.936174415740969
"CHN2",5.40468,5.40468,51.930825,46.771255,78.425448,59.0425093333333,0.10666909279963
"CHODL",2.95846,2.95846,2.233061,3.027965,8.094268,4.45176466666667,0.726087834312242
"CHORDC1",12.5029,12.5029,14.190526,13.513357,14.316176,14.0066863333333,0.899792245940859
"CHP1",87.13351,87.13351,41.321367,43.129995,45.238788,43.23005,1.99261610601842
"CHP2",30.15959,30.15959,0.171433,0.168855,0.177214,0.172500666666667,26.575328173232
"CHPF",118.25486,118.25486,20.023631,23.176471,19.596201,20.932101,5.43745717749522
"CHPF2",27.32657,27.32657,12.90152,12.071106,13.821649,12.931425,2.03328589860693
"CHPT1",45.16098,45.16098,17.51008,22.03437,20.84857,20.1310066666667,2.18451400485416
"CHRAC1",7.79863,7.79863,1.37241,3.428456,3.528329,2.77639833333333,2.32989987373331
"CHRD",3.30344,3.30344,5.433752,4.390921,4.591108,4.80526033333333,0.741300088695419
"CHRDL1",11.12298,11.12298,0.833704,0.786435,1.07228,0.897473,6.38901317699909
"CHRDL2",0.48088,0.48088,0.81592,0.037167,1.251123,0.701403333333333,0.870387386098926
"CHRFAM7A",2.28941,2.28941,1.851515,2.346918,2.037817,2.07875,1.06842387332521
"CHRM1",2.75984,2.75984,0,0,0,0,3.75984
"CHRM2",0.09409,0.09409,17.47412,22.630904,27.137006,22.41401,0.0467280060100769
"CHRM3",0.43907,0.43907,2.093396,2.633959,2.588265,2.43854,0.418511926573488
"CHRM4",33.45258,33.45258,1.014699,2.33178,1.828518,1.724999,12.6431532635425
"CHRM5",0.11499,0.11499,0.43013,0.544007,0.125266,0.366467666666667,0.815965153950465
"CHRNA1",0.03136,0.03136,0.217761,0.092808,0,0.103523,0.934606709601884
"CHRNA10",0.77359,0.77359,0.763181,0.52551,0.913286,0.733992333333333,1.02283612557303
"CHRNA2",0.01045,0.01045,0.65857,0.244952,0.449463,0.450995,0.696384205321176
"CHRNA3",9.36672,9.36672,5.042841,9.801665,9.231567,8.02535766666667,1.14862151538741
"CHRNA4",1.17084,1.17084,22.825392,85.33301,81.998988,63.3857966666667,0.0337161316996466
"CHRNA5",1.3172,1.3172,4.32183,3.495597,6.135271,4.65089933333333,0.410058623117099
"CHRNA6",2.81211,2.81211,9.888576,8.57991,1.164997,6.54449433333333,0.505283698492185
"CHRNA7",6.95186,6.95186,15.423602,11.100455,14.20295,13.575669,0.545557119882456
"CHRNA9",5.62421,5.62421,4.445581,2.449726,2.31844,3.071249,1.62707070975025
"CHRNB1",10.14031,10.14031,6.838196,8.872936,6.309267,7.340133,1.33574728364644
"CHRNB2",12.60744,12.60744,53.724702,21.553101,24.659473,33.3124253333333,0.39657470632893
"CHRNB3",6.04237,6.04237,0.067268,0.618851,0.569375,0.418498,4.96466685183906
"CHRNB4",1.42173,1.42173,1.356864,1.661556,2.794648,1.93768933333333,0.824365589826381
"CHRND",0,0,0.026302,0.119696,0.074042,0.0733466666666667,0.93166544514975
"CHRNE",3.50207,3.50207,0.141785,0.243849,0.064661,0.150098333333333,3.91450875939594
"CHRNG",0,0,0.019507,0,0,0.00650233333333333,0.993539673860667
"CHST1",1.76671,1.76671,12.067481,11.686293,4.983242,9.57900533333333,0.261528368010401
"CHST10",6.97277,6.97277,14.828308,16.298813,17.735007,16.287376,0.46119029284722
"CHST11",17.13399,17.13399,17.28025,19.220148,13.060863,16.5204203333333,1.03502025950253
"CHST12",24.37857,24.37857,2.029616,2.670723,3.253338,2.65122566666667,6.95069883839007
"CHST13",1.14993,1.14993,0.106883,0.080166,0,0.0623496666666667,2.02374987017771
"CHST14",7.58955,7.58955,0.914706,1.282403,1.735388,1.31083233333333,3.71708058438395
"CHST15",11.34251,11.34251,12.799059,12.869604,8.86994,11.5128676666667,0.986385401715669
"CHST2",40.28945,40.28945,2.54716,3.811522,2.849368,3.06935,10.1464484499982
"CHST3",7.22367,7.22367,0.271761,0.799813,0.67869,0.583421333333333,5.1936081868292
"CHST4",0.06272,0.06272,0,0.058709,0,0.0195696666666667,1.042322103868
"CHST5",0.66905,0.66905,1.067464,1.931016,1.657152,1.55187733333333,0.654047895719125
"CHST6",0.09409,0.09409,0.106557,0.13616,0.173454,0.138723666666667,0.960803777094297
"CHST7",4.10839,4.10839,0.273913,0.429935,0.746582,0.483476666666667,3.44352568178805
"CHST8",66.34064,66.34064,35.509898,39.359946,43.643923,39.504589,1.66254347130889
"CHST9",1.09766,1.09766,0.236263,0.183185,0.410394,0.276614,1.64314350304791
"CHSY1",7.20276,7.20276,5.602713,6.596102,7.122825,6.44054666666667,1.10244050168357
"CHSY3",1.07675,1.07675,0.933852,2.101583,1.051635,1.36235666666667,0.879100954273063
"CHTF18",14.99094,14.99094,17.027683,8.113189,13.199065,12.779979,1.16044734175575
"CHTF8",51.97694,51.97694,11.758466,18.874298,19.640724,16.7578293333333,2.98330043641971
"CHTOP",44.63828,44.63828,32.765551,37.146387,41.117359,37.0097656666667,1.20069879936206
"CHUK",8.14361,8.14361,15.462775,15.190872,16.962863,15.87217,0.541934439968303
"CHURC1",43.03883,43.03883,48.729276,45.239148,44.691839,46.2200876666667,0.932629145267082
"CIAO1",56.31532,56.31532,26.205918,29.492355,31.99966,29.2326443333333,1.89580902576909
"CIAPIN1",80.13983,80.13983,125.949347,118.66369,130.766034,125.126357,0.643321760256661
"CIB1",92.05731,92.05731,5.358081,5.142476,5.445009,5.31518866666667,14.7354758364041
"CIB2",81.34203,81.34203,73.621725,60.283573,76.073664,69.9929873333333,1.15986146087049
"CIB3",0.07318,0.07318,0,0,0,0,1.07318
"CIB4",0.1359,0.1359,0.208434,0,0.294118,0.167517333333333,0.972919174362008
"CIC",38.19866,38.19866,42.276459,45.976072,52.468173,46.9069013333333,0.818225744288032
"CIDEA",11.26934,11.26934,0,0,0,0,12.26934
"CIDEB",13.09877,13.09877,0,0.095025,0.055178,0.0500676666666667,13.4265347344282
"CIDEC",5.60331,5.60331,0.363916,0,0,0.121305333333333,5.8889490700719
"CIITA",5.51968,5.51968,0.221737,0.936222,1.607484,0.921814333333333,3.39246090890154
"CILP",2.50894,2.50894,0.219417,0.165523,0.290664,0.225201333333333,2.86397011212307
"CILP2",0.06272,0.06272,0.797092,1.216537,1.193955,1.06919466666667,0.513591116930516
"CINP",52.86553,52.86553,17.153014,19.779067,19.483274,18.8051183333333,2.719778245876
"CIR1",25.09989,25.09989,10.321433,13.059715,18.454104,13.945084,1.74638630334898
"CIRBP",323.13099,323.13099,334.557849,335.423519,362.733269,344.238212333333,0.938861859494991
"CISD1",173.69205,173.69205,61.017838,71.037538,64.279139,65.4448383333333,2.62912897949459
"CISD2",24.84899,24.84899,32.757551,42.080721,31.599326,35.4791993333333,0.708595322057416
"CISD3",106.18057,106.18057,3.469875,4.610561,3.937682,4.00603933333333,21.4102532687518
"CISH",3.21981,3.21981,0.280187,0.180797,0.733633,0.398205666666667,3.01801809318944
"CIT",7.87181,7.87181,19.768172,17.828192,19.713355,19.1032396666667,0.441312452475529
"CITED1",4.22339,4.22339,5.820184,1.973984,4.398682,4.06428333333333,1.03141741016333
"CITED2",23.54225,23.54225,16.785127,19.924215,15.617517,17.4422863333333,1.33075962255511
"CITED4",5.93783,5.93783,3.482261,2.954066,3.02604,3.15412233333333,1.67010729181704
"CIZ1",62.29497,62.29497,80.267244,87.975371,117.223708,95.155441,0.658256769889912
"CKAP2",4.67291,4.67291,8.235623,4.627373,11.117529,7.99350833333333,0.630778311393125
"CKAP2L",0.32407,0.32407,0.046998,0.043736,0.326162,0.138965333333333,1.16252001816854
"CKAP4",27.48338,27.48338,31.794889,30.349444,33.426028,31.856787,0.866894867109191
"CKAP5",34.36207,34.36207,159.819448,158.001398,163.169822,160.330222666667,0.21919061050987
"CKB",1077.74795,1077.74795,893.001252,1140.81452,1198.417118,1077.41096333333,1.00031248445919
"CKLF",54.51725,54.51725,15.186664,18.347154,10.834601,14.789473,3.51609265236401
"CKM",0.06272,0.06272,0.053402,0.145763,0.150152,0.116439,0.95188362284012
"CKMT1A",18.06439,18.06439,96.749085,97.782724,93.749225,96.093678,0.196350477113453
"CKMT1B",20.78241,20.78241,95.986948,101.359117,86.70962,94.6852283333333,0.227646527885347
"CKMT2",17.06081,17.06081,0.234622,1.252318,1.152914,0.879951333333333,9.60706252324971
"CKS1B",45.51641,45.51641,3.134714,5.299868,7.15912,5.19790066666667,7.50518804700645
"CKS2",36.08697,36.08697,8.409229,9.239554,13.134373,10.261052,3.29338413498135
"CLASP1",21.88008,21.88008,30.292883,34.542703,40.467255,35.100947,0.633780604148694
"CLASP2",39.91311,39.91311,210.479285,234.100998,252.152561,232.244281333333,0.175408845036292
"CLASRP",49.42618,49.42618,61.71305,55.230828,54.695712,57.2131966666667,0.866232794064622
"CLC",0.04182,0.04182,0.752093,0,0,0.250697666666667,0.832991079911932
"CLCA1",0.01045,0.01045,0,0.023692,0.03623,0.019974,0.990662507083514
"CLCA2",0.02091,0.02091,0,0.035545,0,0.0118483333333333,1.0089555582276
"CLCA3P",0,0,0,0,0,0,1
"CLCA4",0,0,0,0,0,0,1
"CLCC1",16.89355,16.89355,25.888161,27.940602,32.171765,28.6668426666667,0.603149792549545
"CLCF1",3.18845,3.18845,0.851049,0.935117,0.545835,0.777333666666667,2.35659183109681
"CLCN1",0.10454,0.10454,0.095743,0.108917,0.168618,0.124426,0.98231453203679
"CLCN2",12.01157,12.01157,20.002014,9.748864,14.603178,14.7846853333333,0.824316083927426
"CLCN3",20.40607,20.40607,68.402606,72.180145,75.461086,72.0146123333333,0.293175151054353
"CLCN4",12.04293,12.04293,27.53425,35.478111,29.065909,30.6927566666667,0.411542931944386
"CLCN5",5.08061,5.08061,7.813881,8.528355,7.087734,7.80999,0.690194881038458
"CLCN6",23.59452,23.59452,29.325849,28.474883,24.505989,27.4355736666667,0.864920830798314
"CLCN7",51.47515,51.47515,26.661065,27.673714,30.193311,28.17603,1.79857060744728
"CLCNKA",0.06272,0.06272,0.121145,1.164031,1.823954,1.03637666666667,0.521868089236929
"CLCNKB",0.28226,0.28226,0.325966,0.047037,0.176211,0.183071333333333,1.08383997132886
"CLDN1",21.68145,21.68145,4.60364,5.659797,1.253334,3.83892366666667,4.68729237376549
"CLDN10",0.86768,0.86768,0.100342,0.160533,0.089521,0.116798666666667,1.67235156679986
"CLDN11",27.42066,27.42066,0.64774,1.056072,0.665883,0.789898333333333,15.8783655310032
"CLDN12",10.75709,10.75709,14.442345,14.533617,19.372713,16.116225,0.686897373690752
"CLDN14",0.10454,0.10454,0.041959,0,0,0.0139863333333333,1.08930462244889
"CLDN15",8.09134,8.09134,3.733922,3.984143,3.568603,3.76222266666667,1.90905395155819
"CLDN16",0.07318,0.07318,0.110446,0.492055,0.152803,0.251768,0.857331390481303
"CLDN17",0,0,0,0,0,0,1
"CLDN18",0,0,0.160666,0.08504,0.223478,0.156394666666667,0.864756669003431
"CLDN19",28.35106,28.35106,0,0.049076,0,0.0163586666666667,28.878643890805
"CLDN2",0.04182,0.04182,0.104945,0.311992,0.060632,0.159189666666667,0.898748522315445
"CLDN20",2.02806,2.02806,0.147157,0.202856,0,0.116671,2.71168499943135
"CLDN22",0.6586,0.6586,0,0,0,0,1.6586
"CLDN23",0.94085,0.94085,0.175012,0.332931,0.385874,0.297939,1.49533221515033
"CLDN24",0,0,0,0,0,0,1
"CLDN25",0.02091,0.02091,0,0,0,0,1.02091
"CLDN3",0.75268,0.75268,0.16167,0.404367,0,0.188679,1.47447712965401
"CLDN4",0.58542,0.58542,0.665607,0.919552,1.548869,1.044676,0.775389352640712
"CLDN5",46.32137,46.32137,0.071884,0,0,0.0239613333333333,46.2140204512931
"CLDN6",0.15681,0.15681,13.140776,20.423714,24.540188,19.368226,0.0567948332859229
"CLDN7",1.81898,1.81898,0,0.816289,1.380055,0.732114666666667,1.62747885821262
"CLDN8",0,0,0,0,0,0,1
"CLDN9",0.63769,0.63769,0.220021,0.242603,0.782249,0.414957666666667,1.15741271882575
"CLDND1",77.50544,77.50544,78.407306,105.512648,90.560211,91.4933883333333,0.84876812726416
"CLDND2",1.73535,1.73535,0,1.633482,2.12434,1.25260733333333,1.21430395769525
"CLEC10A",5.81239,5.81239,0,0,0,0,6.81239
"CLEC11A",16.43358,16.43358,1.397658,2.985468,3.797048,2.72672466666667,4.67798980588316
"CLEC12A",0.61678,0.61678,0.059242,0,0,0.0197473333333333,1.58547117227078
"CLEC12B",0.11499,0.11499,0,0,0,0,1.11499
"CLEC14A",13.21377,13.21377,0.040588,0.072077,0.05781,0.056825,13.4495020462234
"CLEC16A",8.6454,8.6454,13.472635,13.496161,17.822812,14.930536,0.605466131208642
"CLEC17A",0.59587,0.59587,0.12544,0.258935,0.285714,0.223363,1.30449425068438
"CLEC18A",0.21953,0.21953,0,0.474691,0.213086,0.229259,0.992085475884252
"CLEC18B",0.53315,0.53315,1.640217,1.968611,3.69743,2.43541933333333,0.446277397674306
"CLEC18C",0.06272,0.06272,0.722225,0.296744,0.478825,0.499264666666667,0.708827482983881
"CLEC19A",0,0,0.133949,0.25517,0.468182,0.285767,0.77774589019628
