"Hs_symbol","DRG","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"ACVR1C",0.08363,0.08363,0.202768,0.064909,0.072133,0.11327,0.973375730954755
"ACVR2A",5.34196,5.34196,16.001132,14.786883,12.909514,14.565843,0.407427981896001
"ACVR2B",1.01403,1.01403,4.136669,3.378978,3.850929,3.78885866666667,0.420565763199248
"ACVRL1",15.74362,15.74362,1.158399,0.437574,0.500078,0.698683666666667,9.85682050670215
"ACY1",23.16591,23.16591,16.513926,11.864692,15.383214,14.5872773333333,1.55036120056203
"ACY3",3.93068,3.93068,0,0,0,0,4.93068
"ACYP1",33.84983,33.84983,23.726514,23.728152,24.186164,23.8802766666667,1.4007010640155
"ACYP2",88.38798,88.38798,13.526342,21.437315,22.138132,19.0339296666667,4.46182958048054
"ADA",1.589,1.589,2.752245,0.680643,2.280619,1.90450233333333,0.891374735798112
"ADAD1",0.01045,0.01045,0,0,0,0,1.01045
"ADAD2",0.99312,0.99312,0,0.231674,0.001766,0.0778133333333333,1.84922559255777
"ADAL",6.65915,6.65915,12.105016,15.600091,15.33191,14.3456723333333,0.499108141607003
"ADAM10",13.71556,13.71556,70.311374,70.683677,76.336447,72.4438326666667,0.200364815746862
"ADAM11",52.30101,52.30101,21.676701,61.251494,63.202393,48.710196,1.07223495960467
"ADAM12",0.11499,0.11499,253.498386,167.661955,151.796176,190.985505666667,0.00580767801260941
"ADAM15",99.64686,99.64686,30.979275,23.526472,41.074168,31.8599716666667,3.06290160627548
"ADAM17",9.50262,9.50262,14.349408,16.247264,14.244751,14.947141,0.658589523977997
"ADAM18",0.01045,0.01045,0,0,0,0,1.01045
"ADAM19",6.81596,6.81596,16.94927,22.701045,23.52762,21.0593116666667,0.354315679387699
"ADAM2",0,0,0,0,0,0,1
"ADAM20",0.14636,0.14636,0.060308,0.079075,0.087706,0.0756963333333333,1.06569109187878
"ADAM21",0.53315,0.53315,0.188727,0.221899,0.309121,0.239915666666667,1.23649538530443
"ADAM21P1",0.09409,0.09409,0.012879,0,0,0.004293,1.08941314934984
"ADAM22",19.30841,19.30841,13.135,11.196035,9.8092,11.3800783333333,1.6404104605154
"ADAM23",51.57969,51.57969,48.84821,52.745915,47.205046,49.5997236666667,1.03912998312751
"ADAM28",7.84045,7.84045,1.502507,0.416905,0.03323,0.650880666666667,5.3549903263753
"ADAM29",0.09409,0.09409,0.184234,0.673702,0.264276,0.374070666666667,0.79623997989429
"ADAM30",0,0,0,0,0,0,1
"ADAM32",0.71087,0.71087,0.985926,0.562709,0.705876,0.751503666666667,0.976800695630859
"ADAM33",24.57719,24.57719,1.225579,0.212729,0.396698,0.611668666666667,15.8700051251229
"ADAM3A",0.02091,0.02091,0.341385,0,0.42368,0.255021666666667,0.813460059786484
"ADAM3B",0,0,0,0,0,0,1
"ADAM5",0.02091,0.02091,0,0,0,0,1.02091
"ADAM6",0,0,0,0,0,0,1
"ADAM7",0.01045,0.01045,0.297177,0.021595,0.063257,0.127343,0.896311060608883
"ADAM8",4.00386,4.00386,5.896302,4.237317,5.824988,5.31953566666667,0.791808174514087
"ADAM9",19.93565,19.93565,31.044422,15.040139,19.545192,21.8765843333333,0.915156287973235
"ADAMDEC1",0.22999,0.22999,0,0,0,0,1.22999
"ADAMTS1",18.81707,18.81707,53.416922,36.50485,34.398098,41.4399566666667,0.466943690721645
"ADAMTS10",5.1956,5.1956,30.984806,32.271974,30.357747,31.2048423333333,0.192381007050834
"ADAMTS12",0.86768,0.86768,3.104435,1.18569,1.477975,1.9227,0.639025558558867
"ADAMTS13",5.32105,5.32105,8.251614,7.895253,8.511647,8.21950466666667,0.685617094251701
"ADAMTS14",1.474,1.474,1.91118,0.569069,0.357461,0.945903333333333,1.27138895217474
"ADAMTS15",1.43219,1.43219,3.856279,2.752015,3.081575,3.22995633333333,0.574991751293886
"ADAMTS16",3.16754,3.16754,38.568071,1.033011,1.581908,13.7276633333333,0.282973605905802
"ADAMTS17",0.44952,0.44952,0.604486,0.821092,0.902747,0.776108333333333,0.81612138899185
"ADAMTS18",0.07318,0.07318,0.836196,0.34132,0.027707,0.401741,0.765605058281095
"ADAMTS19",0.08363,0.08363,0.691824,0.172356,0.296478,0.386886,0.78134035529957
"ADAMTS2",7.24457,7.24457,1.05629,1.019052,1.068975,1.04810566666667,4.02546125142957
"ADAMTS20",0.01045,0.01045,1.283844,0.25905,0.359154,0.634016,0.618384397704796
"ADAMTS3",1.26493,1.26493,6.587764,4.025588,2.784121,4.46582433333333,0.41438031335682
"ADAMTS4",2.04897,2.04897,25.829682,6.699742,10.583665,14.3710296666667,0.198358214519092
"ADAMTS5",0.43907,0.43907,2.810816,3.243508,4.167592,3.40730533333333,0.326519242748177
"ADAMTS6",0.20908,0.20908,1.385549,0.272905,0.54382,0.734091333333333,0.697241244886371
"ADAMTS7",2.4044,2.4044,30.711528,21.35642,27.594435,26.5541276666667,0.123553176539805
"ADAMTS8",19.88338,19.88338,1.292831,3.322689,5.300198,3.30523933333333,4.85068967904069
"ADAMTS9",10.33894,10.33894,11.33945,7.446555,7.577687,8.78789733333333,1.15846535919257
"ADAMTSL1",3.7216,3.7216,5.919842,5.793045,6.199496,5.97079433333333,0.677340310762289
"ADAMTSL2",11.72931,11.72931,0.70847,0.709747,0.641205,0.686474,7.54788392824319
"ADAMTSL3",0.77359,0.77359,1.068124,0.941684,1.198236,1.069348,0.857076721750039
"ADAMTSL4",19.39204,19.39204,1.307851,0.581012,0.686961,0.858608,10.9716734244122
"ADAMTSL5",10.03577,10.03577,5.943779,4.096958,2.883372,4.30803633333333,2.0790682857044
"ADAP1",105.65787,105.65787,34.213031,38.13869,48.991537,40.4477526666667,2.57330888016462
"ADAP2",12.90015,12.90015,1.058876,0.353861,4.97029,2.12767566666667,4.44424278007513
"ADAR",37.63415,37.63415,105.908597,112.956385,96.851585,105.238855666667,0.363653672261097
"ADARB1",13.57966,13.57966,68.1759,68.438509,91.97377,76.1960596666667,0.188865339279687
"ADARB2",8.26906,8.26906,1.417302,0.902524,0.536378,0.952068,4.74832843937814
"ADAT1",29.59508,29.59508,38.849966,55.207581,52.832268,48.9632716666667,0.612351412936229
"ADAT2",3.40798,3.40798,3.889025,2.159954,2.429168,2.826049,1.1520971111452
"ADAT3",3.73205,3.73205,0.789433,1.103201,1.650664,1.18109933333333,2.16957106339953
"ADCK1",7.49547,7.49547,6.371801,4.972601,7.045702,6.13003466666667,1.19150472573672
"ADCK2",40.61352,40.61352,11.198469,11.32432,12.399282,11.6406903333333,3.29202906666147
"ADCK5",14.31143,14.31143,7.056568,12.014195,5.892048,8.320937,1.64269214565016
"ADCY1",3.07346,3.07346,8.094792,11.432533,9.663837,9.73038733333333,0.379619101665233
"ADCY10",0.11499,0.11499,0.112042,0.05848,0.015777,0.0620996666666667,1.0497979003226
"ADCY10P1",0.21953,0.21953,2.283359,2.212481,2.87769,2.45784333333333,0.352685151534723
"ADCY2",3.4707,3.4707,12.940722,10.140875,15.029355,12.7036506666667,0.326241532913176
"ADCY3",163.3113,163.3113,14.158841,11.038002,13.410534,12.8691256666667,11.8472716989586
"ADCY4",11.96975,11.96975,0.882454,0.117475,0.194074,0.398001,9.27735387885989
"ADCY5",16.97718,16.97718,15.25583,30.492998,24.515758,23.4215286666667,0.736120176806841
"ADCY6",4.34884,4.34884,72.815918,48.329999,61.034132,60.726683,0.0866536113725729
"ADCY7",8.76039,8.76039,7.516,7.546295,5.754411,6.938902,1.22943827748472
