"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"CDC7","Cdc7",2.538423,3.783435,3.062339,226,54,102,3.12806566666667,1.58135,1.58135,1.59918866742854
"CDC73","Cdc73",9.222491,4.659906,8.661438,1885,478,791,7.51461166666667,26.0859,26.0859,0.314355870274448
"CDCA2","Cdca2",0.404426,0.224168,0.22298,30,7,11,0.283858,8.43807,8.43807,0.136029717940214
"CDCA3","Cdca3",0.764142,1.243883,0.797417,42,11,19,0.935147333333333,0.18976,0.18976,1.62650226376188
"CDCA4","Cdca4",1.732869,1.935803,2.196853,137,37,72,1.955175,0.89821,0.89821,1.55682195331391
"CDCA5","Cdca5",0.087395,0.061616,0.114882,7,1,3,0.0879643333333333,0.24036,0.24036,0.877135939028454
"CDCA7","Cdca7",0.930048,0.503471,0.974667,49,9,19,0.802728666666667,1.75846,1.75846,0.653527209626627
"CDCA7L","Cdca7l",0.513534,0.768865,0.357953,20,7,10,0.546784,37.3704,37.3704,0.0403119070950524
"CDCA8","Cdca8",1.383438,1.787841,1.936249,70,13,33,1.70250933333333,0.18976,0.18976,2.27147435897436
"CDCP1","Cdcp1",0.041146,0.036534,0,8,2,0,0.0258933333333333,0.20241,0.20241,0.853197605919223
"CDCP2","Cdcp2",0.05543,0.038115,0.040314,6,1,1,0.0446196666666667,0,0,1.04461966666667
"CDH1","Cdh1",37.285006,37.513622,38.41949,6978,1692,2794,37.7393726666667,0,0,38.7393726666667
"CDH10","Cdh10",5.312798,5.199234,4.651649,661,155,227,5.05456033333333,0,0,6.05456033333333
"CDH11","Cdh11",39.468872,37.301855,40.487144,5774,1496,2311,39.085957,6.23683,6.23683,5.53915968732166
"CDH12","Cdh12",1.571835,1.442761,1.232038,202,50,111,1.41554466666667,0,0,2.41554466666667
"CDH13","Cdh13",5.593147,2.977775,5.090254,360,69,139,4.55372533333333,69.94615,69.94615,0.0782808557382371
"CDH15","Cdh15",1.903206,1.083829,2.064327,261,36,113,1.68378733333333,0,0,2.68378733333333
"CDH16","Cdh16",0.163108,0,0,2,0,0,0.0543693333333333,0,0,1.05436933333333
"CDH17","Cdh17",0.067093,0.03038,0.035868,9,1,2,0.044447,0.20241,0.20241,0.868628005422443
"CDH2","Cdh2",19.173554,19.824783,19.376817,3175,781,1266,19.4583846666667,364.393,364.393,0.0559900837363241
"CDH20","Cdh20",1.172633,1.512732,1.458931,197,62,97,1.381432,0,0,2.381432
"CDH22","Cdh22",0.187441,0.451112,0.194124,26,14,9,0.277559,0.0506,0.0506,1.21602798400914
"CDH23","Cdh23",0.189151,0.163322,0.260071,16,6,14,0.204181333333333,0.49338,0.49338,0.806346230251733
"CDH24","Cdh24",0.800515,0.578747,0.798267,110,19,46,0.725843,1.73316,1.73316,0.631446018528004
"CDH26","Cdh26",0.109126,0.034558,0.086108,13,1,4,0.0765973333333333,1.75846,1.75846,0.390289267683176
"CDH3","Cdh3",0.678498,0.52624,0.630289,127,24,46,0.611675666666667,0.21506,0.21506,1.32641652812755
"CDH4","Cdh4",3.046733,1.812947,2.710374,660,111,245,2.52335133333333,0,0,3.52335133333333
"CDH5","Cdh5",2.673287,3.106068,2.903467,453,128,192,2.894274,33.89143,33.89143,0.111611189337898
"CDH6","Cdh6",2.359796,2.38454,2.382464,821,206,318,2.3756,2.68196,2.68196,0.916794316070788
"CDH7","Cdh7",1.239996,1.565306,1.059346,117,28,47,1.288216,0,0,2.288216
"CDH8","Cdh8",5.216795,5.44045,6.096616,656,163,282,5.58462033333333,0.06325,0.06325,6.19291825378164
"CDH9","Cdh9",3.353731,2.507371,2.606892,415,80,130,2.82266466666667,0,0,3.82266466666667
"CDHR1","Cdhr1",14.897157,12.661075,12.502843,2730,564,899,13.3536916666667,0.50603,0.50603,9.53081390587615
"CDHR2","Cdhr2",0.016971,0.116656,0.10185,3,5,7,0.0784923333333333,0,0,1.07849233333333
"CDHR3","Cdhr3",0.321247,0,0.042109,10,0,2,0.121118666666667,1.49279,1.49279,0.449744529890872
"CDHR5","Cdhr5",0.043414,0,0,1,0,0,0.0144713333333333,0,0,1.01447133333333
"CDIPT","Cdipt",165.218782,140.31603,146.656727,6112,1183,2167,150.730513,19.81112,19.81112,7.29083840754366
"CDK1","Cdk1",0.59586,1.946692,0.878984,28,6,15,1.140512,1.01206,1.01206,1.06384103853762
"CDK10","Cdk10",34.099501,42.666266,35.302611,1353,310,550,37.356126,10.05737,10.05737,3.4688290253469
"CDK11B","Cdk11b",26.984817,33.866197,27.633805,2218,624,911,29.4949396666667,26.18711,26.18711,1.12166904340574
"CDK12","Cdk12",5.638163,5.182044,7.265392,1132,237,463,6.028533,14.19417,14.19417,0.462580910967825
"CDK13","Cdk13",9.49877,9.628526,9.6701,1551,379,688,9.599132,26.79435,26.79435,0.381341243813941
"CDK14","Cdk14",48.887093,76.701913,44.609581,9138,2009,3471,56.7328623333333,8.60253,8.60253,6.01225534659442
"CDK15","Cdk15",35.551635,31.140893,32.227803,2211,536,775,32.9734436666667,1.27773,1.27773,14.9154832515999
"CDK16","Cdk16",156.162089,146.226939,144.1655,10240,2298,4043,148.851509333333,65.72079,65.72079,2.24594926608833
"CDK17","Cdk17",22.462437,6.631626,22.849245,967,234,379,17.314436,18.11591,18.11591,0.958072935057761
"CDK18","Cdk18",3.114042,4.103433,4.737345,239,60,76,3.98494,40.84936,40.84936,0.119116278002818
"CDK19","Cdk19",6.687755,6.302405,7.142108,1448,346,622,6.710756,8.0712,8.0712,0.850026016403563
"CDK2","Cdk2",1.056172,0.564753,1.345216,97,15,39,0.988713666666667,11.70197,11.70197,0.156567340866548
"CDK20","Cdk20",8.116209,11.644069,9.601331,556,133,180,9.787203,0.73375,0.73375,6.22189069935112
"CDK2AP1","Cdk2ap1",68.337037,65.626789,65.596347,2067,442,788,66.5200576666667,146.98938,146.98938,0.456249344829113
"CDK2AP2","Cdk2ap2",17.750151,14.70329,20.487623,542,108,224,17.6470213333333,4.25066,4.25066,3.55136712971957
"CDK3","Cdk3",0.386369,0.955743,0.302766,13,7,4,0.548292666666667,1.46749,1.46749,0.627476774644139
"CDK4","Cdk4",55.372874,56.288335,50.911349,1099,241,433,54.1908526666667,46.22594,46.22594,1.16865546067832
"CDK5","Cdk5",95.283522,93.824238,83.946805,3599,812,1353,91.0181883333333,4.65549,4.65549,16.270595179787
"CDK5R1","Cdk5r1",12.034252,9.221279,10.110163,2006,379,695,10.4552313333333,0.92351,0.92351,5.95537914195057
"CDK5R2","Cdk5r2",37.557852,35.172036,41.545755,3598,796,1806,38.091881,0,0,39.091881
"CDK5RAP1","Cdk5rap1",4.912853,5.299197,4.285953,283,55,99,4.83266766666667,50.31214,50.31214,0.113670325709796
"CDK5RAP2","Cdk5rap2",6.104663,6.973511,6.721714,1730,418,658,6.59996266666667,31.93056,31.93056,0.230787531905521
"CDK5RAP3","Cdk5rap3",10.256311,11.147706,12.628602,536,128,258,11.3442063333333,98.52426,98.52426,0.124032133806705
"CDK6","Cdk6",1.00494,1.110824,0.78895,453,103,154,0.968238,4.36452,4.36452,0.366899182033062
"CDK7","Cdk7",17.884703,18.577327,20.195833,1050,245,451,18.8859543333333,18.97617,18.97617,0.995483835656852
"CDK8","Cdk8",12.275141,13.222768,12.933426,1169,283,462,12.810445,20.16534,20.16534,0.652502865533934
"CDK9","Cdk9",53.639602,63.428736,54.721029,1770,398,719,57.2631223333333,28.09738,28.09738,2.00234943260642
"CDKAL1","Cdkal1",4.444255,4.803055,3.778522,268,51,101,4.341944,8.1977,8.1977,0.580791284777716
"CDKL1","Cdkl1",5.868118,6.510578,5.382003,230,66,100,5.920233,5.42718,5.42718,1.07671373759565
"CDKL2","Cdkl2",32.562338,30.975625,31.904576,4535,1143,1862,31.8141796666667,0.51868,0.51868,21.6070401050035
"CDKL3","Cdkl3",9.119472,8.596161,11.245306,258,68,138,9.65364633333333,8.67843,8.67843,1.1007618315505
"CDKL4","Cdkl4",0.83062,1.056746,1.117888,85,29,51,1.00175133333333,0.37952,0.37952,1.45104915719477
"CDKL5","Cdkl5",1.324618,0.979996,1.230307,443,92,175,1.178307,1.15122,1.15122,1.01259145972983
"CDKN1A","Cdkn1a",22.346632,23.049048,22.579082,1674,421,660,22.658254,28.5528,28.5528,0.800541877588587
"CDKN1B","Cdkn1b",29.206102,31.784301,28.883491,3063,788,1238,29.9579646666667,44.55604,44.55604,0.67955785153114
"CDKN1C","Cdkn1c",2.183489,1.92147,1.562674,74,17,42,1.889211,24.63106,24.63106,0.112723039936702
"CDKN2A","Cdkn2a",0.673107,0.859734,0.504803,20,6,6,0.679214666666667,0,0,1.67921466666667
"CDKN2AIP","Cdkn2aip",2.913849,2.713022,2.773155,383,82,145,2.80000866666667,14.91527,14.91527,0.238764951311958
"CDKN2AIPNL","Cdkn2aipnl",17.660079,14.67035,17.944186,1042,227,432,16.758205,49.75551,49.75551,0.349877382770856
"CDKN2B","Cdkn2b",1.855445,1.219683,2.507979,89,14,52,1.86103566666667,1.13857,1.13857,1.33782652270754
"CDKN2C","Cdkn2c",2.134983,1.50806,2.136362,94,21,43,1.92646833333333,15.30744,15.30744,0.179456023344764
"CDKN2D","Cdkn2d",44.203645,40.152428,48.719011,1989,446,829,44.3583613333333,4.9338,4.9338,7.64406642174211
"CDKN3","Cdkn3",5.386282,4.449923,5.02828,116,23,39,4.95482833333333,10.84172,10.84172,0.502868530359891
"CDNF","Cdnf",6.256522,7.313465,5.864949,382,79,143,6.478312,4.0609,4.0609,1.47766444703511
"CDO1","Cdo1",9.791507,12.244684,12.417032,328,74,137,11.4844076666667,10.39894,10.39894,1.0952253162721
"CDON","Cdon",1.27027,1.13943,1.694272,322,71,127,1.36799066666667,3.27655,3.27655,0.553715183188941
"CDPF1","Cdpf1",12.70756,16.301286,17.186393,321,88,127,15.398413,4.8832,4.8832,2.78732883464781
"CDR2","Cdr2",22.005259,19.826949,20.512536,2172,475,809,20.7815813333333,6.79347,6.79347,2.7948502186232
"CDR2L","Cdr2l",26.41632,24.092233,23.30344,3914,863,1412,24.6039976666667,2.63136,2.63136,7.05080126086829
"CDRT4","Cdrt4",0.467761,0,0.239776,10,0,2,0.235845666666667,4.25066,4.25066,0.235369585283882
"CDS1","Cds1",37.402537,30.656213,33.737803,3144,706,1242,33.9321843333333,1.39159,1.39159,14.6062595734776
"CDS2","Cds2",315.923619,213.506838,305.013194,49541,11018,18236,278.147883666667,69.14915,69.14915,3.97934805577354
"CDSN","Cdsn",0.161662,0.111162,0.068924,18,3,3,0.113916,3.99765,3.99765,0.22288795733995
"CDT1","Cdt1",0.553251,0.53912,0.646218,31,7,10,0.579529666666667,0.0253,0.0253,1.54055365909165
"CDV3","Cdv3",35.26386,31.829649,41.60692,4540,1099,1826,36.2334763333333,163.68841,163.68841,0.226084375538833
"CDX1","Cdx1",0.017242,0,0,1,0,0,0.00574733333333333,0,0,1.00574733333333
"CDX2","Cdx2",0,0,0,0,0,0,0,0,0,1
"CDX4","Cdx4",0,0,0,0,0,0,0,0,0,1
"CDYL","Cdyl",4.137501,3.243795,3.744759,509,108,208,3.708685,14.85201,14.85201,0.297040249154524
"CDYL2","Cdyl2",2.621863,1.546987,2.394902,259,37,92,2.18791733333333,0.21506,0.21506,2.62367071036273
"CEACAM1","Ceacam2",0.054744,0.76632,0.424179,7,7,8,0.415081,7.21094,7.21094,0.172340925643105
"CEACAM16","Ceacam16",0.21957,0.064571,0.236348,14,1,6,0.173496333333333,0,0,1.17349633333333
"CEACAM18","Ceacam18",0.012921,0,0,1,0,0,0.004307,0,0,1.004307
"CEACAM20","Ceacam20",0.036601,0.234279,0.023525,4,3,1,0.098135,0.06325,0.06325,1.03280978133083
"CEBPA","Cebpa",2.02832,1.388858,1.656234,164,28,62,1.69113733333333,0,0,2.69113733333333
"CEBPB","Cebpb",1.522969,1.505251,1.731462,45,10,30,1.58656066666667,8.43807,8.43807,0.2740561011591
"CEBPD","Cebpd",0.55036,0.676917,1.253808,80,24,76,0.827028333333333,10.81641,10.81641,0.154617885917409
"CEBPE","Cebpe",0.290894,0.184624,0.161564,13,2,3,0.212360666666667,0,0,1.21236066666667
"CEBPG","Cebpg",8.855428,9.766299,9.776746,1570,423,644,9.46615766666667,22.29067,22.29067,0.449371257532165
"CEBPZ","Cebpz",12.785592,12.030838,11.664749,1370,324,499,12.160393,45.37834,45.37834,0.283761622343534
"CECR2","Cecr2",0.883345,0.462416,0.721977,145,26,44,0.689246,4.46572,4.46572,0.309061935115593
"CEL","Cel",0.072579,0.09967,0.09335,6,2,3,0.088533,0.0759,0.0759,1.01174179756483
"CELA1","Cela1",22.981372,18.616013,27.537381,304,58,117,23.044922,0,0,24.044922
"CELA2A","Cela2a",0,0,0,0,0,0,0,0,0,1
"CELA3B","Cela3b",0.31086,0.254838,0,10,2,0,0.188566,0,0,1.188566
"CELF1","Celf1",21.251866,14.261423,13.410329,2871,665,1139,16.3078726666667,38.2686,38.2686,0.440756040874049
"CELF2","Celf2",10.577096,15.333682,15.004062,2046,464,812,13.63828,41.40599,41.40599,0.345193686080669
"CELF3","Celf3",22.014017,21.654995,22.351336,818,191,339,22.0067826666667,0,0,23.0067826666667
"CELF4","Celf4",59.119868,47.541793,64.640771,3848,851,1524,57.1008106666667,0.20241,0.20241,48.320298955154
"CELF6","Celf6",37.378738,28.048842,35.234138,2439,484,825,33.553906,1.83436,1.83436,12.1910787620486
"CELSR1","Celsr1",2.228153,2.921106,3.040285,564,120,211,2.729848,6.43925,6.43925,0.501374197667776
"CELSR2","Celsr2",10.021656,15.958973,11.193951,2013,482,859,12.3915266666667,2.47955,2.47955,3.84863751538753
"CELSR3","Celsr3",12.470369,13.627318,11.944229,2964,616,1122,12.6806386666667,0.10121,0.10121,12.4232786359247
"CEND1","Cend1",239.276165,222.396376,218.913554,13931,3145,5082,226.862031666667,0,0,227.862031666667
"CENPA","Cenpa",0.841131,3.208123,0.804326,43,8,18,1.61786,0.63254,0.63254,1.60355029585799
"CENPB","Cenpb",18.253715,20.913037,19.546008,3666,1015,1596,19.57092,7.53986,7.53986,2.40881232245025
"CENPE","Cenpe",0.467484,0.795816,0.490219,60,16,26,0.584506333333333,0.83495,0.83495,0.863514718838842
"CENPH","Cenph",0.679303,0.639274,1.191655,22,5,17,0.836744,8.81759,8.81759,0.187087054969702
"CENPI","Cenpi",0.582775,0.663803,1.175536,64,18,19,0.807371333333333,0.58194,0.58194,1.14250308692702
"CENPJ","Cenpj",4.430613,7.575449,4.184659,362,96,118,5.396907,12.63813,12.63813,0.469045756273037
"CENPK","Cenpk",1.588245,1.182404,0.716991,37,10,12,1.16254666666667,0.48073,0.48073,1.4604598182428
"CENPL","Cenpl",2.210654,1.757807,1.521857,172,39,55,1.830106,4.33922,4.33922,0.53005982147205
"CENPM","Cenpm",4.97416,6.856373,8.504174,44,11,13,6.77823566666667,0,0,7.77823566666667
"CENPN","Cenpn",1.545566,1.672662,1.248703,99,21,34,1.488977,8.55193,8.55193,0.260573203530595
"CENPO","Cenpo",2.775649,3.961105,2.745624,173,54,68,3.16079266666667,1.72051,1.72051,1.52941642069563
"CENPP","Cenpp",0.262523,0.678298,0.581712,11,7,9,0.507511,0.70844,0.70844,0.882390367820936
"CENPQ","Cenpq",2.13781,3.188462,2.135612,152,54,63,2.48729466666667,13.40982,13.40982,0.242008204590111
"CENPT","Cenpt",4.104027,5.172756,5.528564,273,65,113,4.93511566666667,14.56104,14.56104,0.381408676198163
"CENPV","Cenpv",16.358724,10.503431,19.098479,233,41,94,15.3202113333333,12.03089,12.03089,1.25242491751011
"CENPW","Cenpw",1.78924,1.631182,1.976802,269,59,119,1.79907466666667,0.91086,0.91086,1.46482456415785
"CEP104","Cep104",9.934685,11.838343,14.275593,1833,399,735,12.016207,14.53574,14.53574,0.837823431648573
"CEP112","Cep112",2.642698,4.596968,4.597637,164,36,70,3.94576766666667,25.52927,25.52927,0.186426828430133
"CEP120","Cep120",26.284956,23.954928,23.903475,5015,1121,1778,24.714453,11.73992,11.73992,2.01841557874775
"CEP128","Cep128",3.236027,3.071254,2.845049,186,30,90,3.05077666666667,1.75846,1.75846,1.4684920813304
"CEP135","Cep135",1.411877,1.16159,1.330966,317,64,119,1.30147766666667,3.15004,3.15004,0.554567586497158
"CEP152","Cep152",0.672266,0.513188,0.473757,167,31,46,0.553070333333333,1.55605,1.55605,0.607605615435274
"CEP164","Cep164",7.120016,5.210351,10.271756,1120,281,461,7.534041,3.74463,3.74463,1.79867365843069
"CEP170","Cep170",42.771554,30.827339,38.744383,5567,1216,2078,37.4477586666667,23.10032,23.10032,1.59532150057205
"CEP19","Cep19",22.508043,20.993345,23.489314,1247,287,527,22.330234,2.30244,2.30244,7.06454439747581
"CEP250","Cep250",7.755914,7.568733,10.730892,2307,590,922,8.68517966666667,8.81759,8.81759,0.986512949376239
"CEP290","Cep290",5.606874,6.797957,7.119462,968,256,401,6.50809766666667,8.40012,8.40012,0.798723597854779
"CEP350","Cep350",8.804952,8.695296,9.53873,2967,615,1257,9.01299266666667,14.54839,14.54839,0.643989034663182
"CEP41","Cep41",2.896537,2.483827,3.89479,271,59,119,3.091718,3.64342,3.64342,0.881186280801651
"CEP44","Cep44",6.455698,8.364124,5.539034,201,72,78,6.78628533333333,12.43571,12.43571,0.579521687602169
"CEP55","Cep55",0.292459,0.624808,0.24294,27,12,8,0.386735666666667,0.10121,0.10121,1.25928357594525
"CEP57","Cep57",7.970886,7.200329,8.943082,412,132,195,8.038099,35.20711,35.20711,0.249622215084275
"CEP57L1","Cep57l1",2.35846,2.096245,2.291159,160,33,57,2.24862133333333,12.60017,12.60017,0.238866229858401
"CEP63","Cep63",15.332434,18.496352,14.795492,856,220,319,16.2080926666667,66.7455,66.7455,0.254010859269865
"CEP68","Cep68",7.33165,6.823386,6.41218,1058,229,368,6.85573866666667,23.21418,23.21418,0.324427202022396
"CEP70","Cep70",5.950285,9.495623,7.614784,341,80,145,7.68689733333333,38.90114,38.90114,0.21771050484606
"CEP72","Cep72",0.929388,2.574903,0.736504,46,19,17,1.41359833333333,0.60724,0.60724,1.5017037488697
"CEP76","Cep76",8.350544,8.647679,6.895277,256,62,84,7.9645,6.42659,6.42659,1.20708158118329
"CEP78","Cep78",4.344869,4.333594,4.229978,438,106,171,4.30281366666667,5.43983,5.43983,0.823440007991929
"CEP85","Cep85",24.279303,17.574784,25.82089,1017,215,407,22.5583256666667,68.75698,68.75698,0.337719976791809
"CEP89","Cep89",11.346247,13.300771,11.375095,300,73,109,12.007371,7.88143,7.88143,1.46455818488689
"CEP95","Cep95",4.763771,4.564484,4.536608,152,57,77,4.621621,49.7049,49.7049,0.11086938343237
"CEP97","Cep97",3.411403,3.301647,3.746332,892,235,351,3.48646066666667,4.09885,4.09885,0.879896577986539
"CEPT1","Cept1",39.197467,34.14092,31.516857,1998,435,767,34.951748,20.03883,20.03883,1.70882829510957
"CER1","Cer1",0.589209,0.370095,0.92648,39,6,24,0.628594666666667,0,0,1.62859466666667
"CERCAM","Cercam",2.278558,4.022672,3.887681,118,28,56,3.39630366666667,3.15004,3.15004,1.05934007061779
"CERK","Cerk",34.249424,30.238541,32.070451,5087,1108,1886,32.1861386666667,30.0709,30.0709,1.06807780484848
"CERS2","Cers2",36.813379,35.203237,37.857235,2782,650,1118,36.624617,74.71549,74.71549,0.496920999916926
"CERS3","Cers3",0.149465,0.305059,0.154336,16,5,8,0.202953333333333,0.0253,0.0253,1.17326961214604
"CERS4","Cers4",36.380449,38.929325,32.146737,4245,1102,1732,35.818837,9.66519,9.66519,3.45224388876335
"CERS5","Cers5",34.788371,34.59076,36.435086,2014,470,821,35.2714056666667,39.82465,39.82465,0.888468257943832
"CERS6","Cers6",3.73803,2.441413,2.686226,742,147,289,2.955223,27.18652,27.18652,0.140323211237145
"CES1","Ces1f",0.117604,0,0,1,0,0,0.0392013333333333,12.05619,12.05619,0.0795945320444428
"CES2","Ces2e",0.126704,0.104326,0.162365,11,2,5,0.131131666666667,100.33332,100.33332,0.0111624850213796
"CES3","Ces3b",0.311368,0,0.299853,8,0,3,0.203740333333333,0.8223,0.8223,0.660561012639704
"CES4A","Ces4a",0.050616,0.041737,0.129792,5,1,5,0.0740483333333333,9.03266,9.03266,0.107055191079268
"CES5A","Ces5a",1.14461,0.98771,0.82179,47,7,10,0.984703333333333,0.18976,0.18976,1.66815436166398
"CETN1","Cetn1",0,0,0,0,0,0,0,0,0,1
"CETN2","Cetn2",28.127997,29.245275,28.603488,1011,248,392,28.65892,53.13327,53.13327,0.547887094202881
"CETN3","Cetn3",93.167494,98.970835,79.679311,1135,305,420,90.60588,66.7708,66.7708,1.35170132269355
"CETN4P","Cetn4",3.842394,4.393658,3.707996,139,30,56,3.98134933333333,0.83495,0.83495,2.71470575946665
"CFB","Cfb",2.684837,2.138088,2.366825,118,20,37,2.39658333333333,6.5531,6.5531,0.449693944649658
"CFC1B","Cfc1",0,0,0,0,0,0,0,0,0,1
"CFD","Cfd",0.280269,0.667981,0.444799,8,5,5,0.464349666666667,21.0762,21.0762,0.0663315999432269
"CFDP1","Cfdp1",47.202866,51.869064,45.568209,1952,522,738,48.2133796666667,81.07883,81.07883,0.599586759054273
"CFH","Cfh",5.015432,7.066672,6.361229,848,298,437,6.14777766666667,60.39481,60.39481,0.116423158026984
"CFI","Cfi",0.122597,0.100675,0.28185,10,2,9,0.168374,18.64725,18.64725,0.0594675590731527
"CFL1","Cfl1",728.750181,651.426378,642.694751,26060,5766,9146,674.290436666667,224.29829,224.29829,2.99731718632515
"CFL2","Cfl2",193.964911,191.106653,218.406211,7890,1922,3198,201.159258333333,1695.68491,1695.68491,0.119149558731758
"CFLAR","Cflar",23.170991,21.454491,22.810874,2600,624,917,22.4787853333333,256.15294,256.15294,0.0913028073228847
"CFP","Cfp",3.80823,5.763057,5.016869,110,37,43,4.86271866666667,0.97411,0.97411,2.96980343884924
"CFTR","Cftr",0.011164,0,0,2,0,0,0.00372133333333333,0.01265,0.01265,0.991182870027486
"CGA","Cga",0,0,0,0,0,0,0,0,0,1
"CGGBP1","Cggbp1",15.746449,12.318233,14.565517,2271,558,860,14.2100663333333,59.66107,59.66107,0.250738510437309
"CGN","Cgn",0.599222,0.60567,0.653685,111,27,52,0.619525666666667,0.17711,0.17711,1.37584904271195
"CGNL1","Cgnl1",28.287339,23.982196,22.963973,4915,1182,1791,25.077836,22.29067,22.29067,1.11966877723998
"CGREF1","Cgref1",19.505956,19.553421,20.171675,1012,247,419,19.743684,0.32892,0.32892,15.6094302140084
"CGRRF1","Cgrrf1",13.740699,13.521616,11.815852,583,118,227,13.0260556666667,33.17034,33.17034,0.41047457141681
"CH25H","Ch25h",0.312138,0.6358,0.396691,16,8,8,0.448209666666667,0.06325,0.06325,1.3620594090446
"CHAC1","Chac1",2.431613,2.101967,2.765206,153,32,69,2.43292866666667,0.10121,0.10121,3.11741508582983
"CHAC2","Chac2",15.820926,17.17638,16.783042,619,172,244,16.5934493333333,7.00853,7.00853,2.1968387873097
"CHAD","Chad",0.305295,0.567614,0.864032,20,9,22,0.578980333333333,0.39217,0.39217,1.13418643795897
"CHADL","Chadl",4.633632,3.125159,5.406809,271,48,147,4.38853333333333,0.06325,0.06325,5.06798338427776
"CHAF1A","Chaf1a",1.010847,1.515434,2.129071,144,32,62,1.551784,8.93145,8.93145,0.25693972179289
"CHAF1B","Chaf1b",1.30268,2.10916,2.123685,70,16,34,1.845175,0.50603,0.50603,1.88918879437993
"CHAMP1","Champ1",6.658427,6.447487,6.091844,1115,264,401,6.39925266666667,10.614,10.614,0.637097698180357
"CHAT","Chat",0.008409,0,0.043095,1,0,2,0.017168,0,0,1.017168
"CHCHD1","Chchd1",32.292828,29.398152,30.770514,490,114,182,30.820498,49.76816,49.76816,0.626780604221228
"CHCHD2","Chchd2",208.030092,132.132081,220.055551,5985,916,2665,186.739241333333,357.20735,357.20735,0.524107730713324
"CHCHD3","Chchd3",56.95996,51.862806,56.94706,1854,382,746,55.2566086666667,342.76017,342.76017,0.163650747166743
"CHCHD4","Chchd4",3.828732,2.849137,3.113072,542,97,174,3.263647,58.80081,58.80081,0.071297479080969
"CHCHD5","Chchd5",7.79194,8.449993,6.215498,294,75,88,7.48581033333333,1.36628,1.36628,3.58613956646438
"CHCHD6","Chchd6",18.767718,18.625432,18.36389,742,179,287,18.58568,2.97293,2.97293,4.92978230172694
"CHCHD7","Chchd7",76.037681,72.719855,70.678381,400,95,174,73.1453056666667,113.37627,113.37627,0.648257769436498
"CHD1","Chd1",4.279778,3.648447,4.061683,946,214,392,3.996636,24.90938,24.90938,0.192850465738663
"CHD1L","Chd1l",2.386269,2.208229,2.381694,278,67,116,2.32539733333333,16.81288,16.81288,0.186684990486285
"CHD2","Chd2",23.080454,26.732939,31.91811,1786,403,727,27.2438343333333,106.59545,106.59545,0.262500266817355
"CHD4","Chd4",49.472333,59.085538,47.233762,8733,2243,3260,51.9305443333333,89.47895,89.47895,0.585003963168597
"CHD5","Chd5",37.030632,17.918355,42.776403,3965,1022,1460,32.57513,0,0,33.57513
"CHD6","Chd6",15.859054,12.60664,14.74098,3878,919,1569,14.4022246666667,10.37364,10.37364,1.35420363811996
"CHD7","Chd7",1.175091,1.327793,1.923124,250,71,142,1.475336,6.74286,6.74286,0.319692723360619
"CHD8","Chd8",38.61944,39.513377,41.540936,3158,742,1195,39.891251,26.74374,26.74374,1.47389108317768
"CHD9","Chd9",135.341315,116.0527,116.070598,5369,1218,2030,122.488204333333,19.00147,19.00147,6.173956430869
"CHDH","Chdh",1.588913,2.147626,1.51043,347,84,139,1.74898966666667,2.08738,2.08738,0.890395632110938
"CHEK1","Chek1",2.261089,3.366642,2.340983,62,5,21,2.656238,1.13857,1.13857,1.70966486951561
"CHEK2","Chek2",2.387163,2.044631,1.865489,67,14,27,2.09909433333333,3.27655,3.27655,0.724671600550288
"CHERP","Cherp",36.47848,34.318115,30.472719,1240,265,465,33.756438,2.97293,2.97293,8.74831371305309
"CHFR","Chfr",20.636716,21.12267,18.750069,1143,300,434,20.1698183333333,8.67843,8.67843,2.18731946538161
"CHGA","Chga",68.656052,75.547601,67.541909,5115,1357,1977,70.581854,0,0,71.581854
"CHGB","Chgb",37.330291,40.051915,38.383562,4028,1042,1676,38.5885893333333,3.70668,3.70668,8.41114954348571
"CHIC1","Chic1",2.448768,2.517136,2.766513,742,193,329,2.57747233333333,8.50132,8.50132,0.37652371810794
"CHIC2","Chic2",8.808885,8.178712,8.276473,438,99,176,8.42135666666667,10.28508,10.28508,0.834850675995799
"CHID1","Chid1",20.686752,18.531137,18.156494,1546,369,526,19.1247943333333,15.15563,15.15563,1.24568304258846
"CHIT1","Chit1",0.33415,0.439388,0.430645,22,7,11,0.401394333333333,0.11386,0.11386,1.25814225605851
"CHKA","Chka",97.13387,117.087927,86.956101,3205,774,1336,100.392632666667,56.94115,56.94115,1.74992440893332
"CHKB","Chkb",35.845567,30.439763,36.922507,934,212,412,34.4026123333333,81.18004,81.18004,0.430793320778784
"CHL1","Chl1",24.810959,17.40314,22.260896,5493,1104,1899,21.491665,5.21212,5.21212,3.6206101942654
"CHM","Chm",18.571878,15.839556,25.63738,1988,499,850,20.0162713333333,14.99117,14.99117,1.31424225577824
"CHML","Chml",6.725038,7.056038,7.245583,1899,461,769,7.00888633333333,5.6296,5.6296,1.2080497063674
"CHMP1A","Chmp1a",211.111028,129.595929,250.64807,3688,790,1384,197.118342333333,3.2386,3.2386,46.7414576353828
"CHMP2A","Chmp2a",72.620351,81.314471,66.901306,1883,504,705,73.6120426666667,97.77786,97.77786,0.755351884184033
