"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"BMX","Bmx",0.430053,0.676837,0.716703,52,18,34,0.607864333333333,1.21034,1.21034,0.727428510244276
"BNC1","Bnc1",0.192117,0.329664,0.297833,38,16,23,0.273204666666667,0.12414,0.12414,1.13260329377717
"BNC2","Bnc2",23.938213,13.739784,22.010071,754,132,286,19.8960226666667,2.82412,2.82412,5.46426960102368
"BNIP1","Bnip1",16.644686,20.176806,18.123499,519,140,213,18.314997,7.57237,7.57237,2.25316884362201
"BNIP2","Bnip2",19.459604,25.691631,25.082365,1120,295,534,23.4112,12.44476,12.44476,1.8156664752662
"BNIP3","Bnip3",115.984273,120.794367,116.21289,6135,1511,2357,117.663843333333,59.12035,59.12035,1.97377166522373
"BNIP3L","Bnip3l",133.215442,122.18322,137.621745,4996,1106,1937,131.006802333333,64.17895,64.17895,2.02529808064311
"BNIPL","Bnipl",0.083505,0.311323,0.235868,4,4,2,0.210232,1.73792,1.73792,0.442026063581113
"BOC","Boc",5.367574,5.497756,5.784581,1019,253,436,5.54997033333333,13.18958,13.18958,0.461604242925677
"BOD1","Bod1",38.992196,32.75147,33.606007,1744,351,628,35.1165576666667,32.30671,32.30671,1.08436281057681
"BOD1L1","Bod1l",7.887408,7.661122,7.645228,3473,825,1324,7.73125266666667,14.05854,14.05854,0.579820664331779
"BOK","Bok",4.879266,6.105771,5.049584,227,55,85,5.34487366666667,163.20942,163.20942,0.0386389140566154
"BOLA1","Bola1",7.679282,5.350238,8.183939,168,28,73,7.071153,27.37226,27.37226,0.284473390558242
"BOLA2","Bola2",93.082022,69.986247,86.203039,778,136,268,83.090436,0,0,84.090436
"BOLA3","Bola3",37.025322,38.583985,43.690332,441,116,201,39.7665463333333,32.64809,32.64809,1.21155602987668
"BOLL","Boll",0.090151,0,0.115211,2,0,1,0.068454,0.80689,0.80689,0.591322105938934
"BOP1","Bop1",18.527504,22.283849,17.938357,1250,324,491,19.5832366666667,9.15512,9.15512,2.02688266280129
"BORA","Bora",1.179431,1.226472,1.020286,157,45,55,1.142063,0.62069,0.62069,1.32169816559614
"BPGM","Bpgm",11.844922,13.097625,15.521559,571,165,310,13.4880353333333,21.32057,21.32057,0.649088949490687
"BPHL","Bphl",50.74773,33.722074,48.908903,556,126,206,44.459569,11.69993,11.69993,3.5795133516484
"BPI","Bpi",0,0,0,0,0,0,0,1.36551,1.36551,0.42274181888895
"BPIFA1","Bpifa1",0,0,0,0,0,0,0,0,0,1
"BPIFA2","Bpifa2",0,0,0,0,0,0,0,0,0,1
"BPIFA3","Bpifa3",0,0,0,0,0,0,0,0,0,1
"BPIFB1","Bpifb1",0.525629,0.45667,0.488293,35,7,12,0.490197333333333,0.12414,0.12414,1.32563322480593
"BPIFB2","Bpifb2",0,0.060957,0,0,1,0,0.020319,1.92413,1.92413,0.348930793090594
"BPIFB3","Bpifb3",0,0,0,0,0,0,0,0,0,1
"BPIFB4","Bpifb4",0,0.073726,0,0,1,0,0.0245753333333333,0,0,1.02457533333333
"BPIFB6","Bpifb6",0,0,0,0,0,0,0,0,0,1
"BPIFB9P","Bpifb9a",0.027686,0,0,2,0,0,0.00922866666666667,0.18621,0.18621,0.850801010501232
"BPIFC","Bpifc",0.076975,0.13589,0.116602,8,4,5,0.109822333333333,0,0,1.10982233333333
"BPNT1","Bpnt1",48.546109,43.713903,36.228047,2459,580,944,42.829353,26.31709,26.31709,1.60446639814124
"BRAF","Braf",12.714109,8.645909,10.925728,2976,769,1279,10.7619153333333,8.78271,8.78271,1.20231667230587
"BRAP","Brap",79.098812,81.078066,77.575583,8246,1981,3218,79.2508203333333,6.20686,6.20686,11.1353377661469
"BRAT1","Brat1",5.954345,6.20549,5.029559,827,200,281,5.729798,32.15154,32.15154,0.203001067220407
"BRCA1","Brca1",1.61253,3.035477,1.60534,136,20,58,2.084449,4.18963,4.18963,0.594348537371643
"BRCA2","Brca2",3.287338,4.269121,5.057793,210,49,111,4.20475066666667,0.52758,0.52758,3.40718696674915
"BRCC3","Brcc3",33.089851,26.987899,31.962791,2044,496,832,30.6801803333333,5.3379,5.3379,4.99852953396761
"BRD1","Brd1",8.490427,8.358446,7.421293,1577,398,567,8.09005533333333,10.73787,10.73787,0.774421196804304
"BRD2","Brd2",98.742769,102.327244,104.041818,5757,1360,2324,101.703943666667,115.8821,115.8821,0.878696940478197
"BRD3","Brd3",5.165992,4.714052,6.434106,1053,210,408,5.43805,20.45161,20.45161,0.300119664677849
"BRD4","Brd4",28.537091,20.318192,25.141222,2725,585,1043,24.6655016666667,15.33095,15.33095,1.57158656824414
"BRD7","Brd7",25.389469,28.450333,26.492538,1045,242,395,26.7774466666667,81.37195,81.37195,0.337219729127047
"BRD8","Brd8",13.275551,11.53836,12.700767,1668,392,647,12.5048926666667,46.11698,46.11698,0.286624751133597
"BRD9","Brd9",22.46958,24.34393,18.989258,1731,400,654,21.934256,33.64119,33.64119,0.662051621205853
"BRDT","Brdt",5.06919,4.320242,4.939803,403,86,167,4.77641166666667,0.18621,0.18621,4.86963662982665
"BRF1","Brf1",15.145171,13.882718,16.730475,1258,293,483,15.252788,37.98599,37.98599,0.416887912811756
"BRF2","Brf2",14.513258,10.106393,12.619734,422,88,148,12.4131283333333,8.5965,8.5965,1.39771044999045
"BRI3","Bri3",31.415772,21.592204,32.673477,615,103,264,28.5604843333333,112.65453,112.65453,0.260090682996387
"BRI3BP","Bri3bp",5.031009,4.915924,5.68445,1283,325,508,5.210461,8.28616,8.28616,0.668786775157869
"BRIP1","Brip1",0.286819,0.359266,0.407856,84,21,47,0.351313666666667,0.15517,0.15517,1.16979636474862
"BRIX1","Brix1",15.01286,23.353927,19.488734,596,185,244,19.2851736666667,17.25507,17.25507,1.1112076626749
"BRK1","Brk1",80.815898,70.400866,73.721841,3085,652,1098,74.979535,132.91994,132.91994,0.567350425933584
"BRMS1","Brms1",20.476929,22.633868,21.393266,806,194,310,21.5013543333333,29.57569,29.57569,0.735923026866551
"BRMS1L","Brms1l",31.549619,26.999312,29.51979,2774,654,1081,29.3562403333333,8.5965,8.5965,3.16326164052866
"BROX","Brox",58.510791,59.743457,65.570398,5833,1477,2381,61.274882,12.72407,12.72407,4.53763949032612
"BRPF1","Brpf1",4.065864,4.570003,3.943602,707,169,270,4.19315633333333,5.92755,5.92755,0.749638231890543
"BRPF3","Brpf3",9.765264,7.080612,11.788251,416,93,184,9.544709,10.98614,10.98614,0.879741851838874
"BRS3","Brs3",0,0,0,0,0,0,0,0,0,1
"BRSK1","Brsk1",63.129431,55.830676,59.234699,6493,1375,2516,59.3982686666667,114.48556,114.48556,0.522994118629781
"BRSK2","Brsk2",51.592021,49.287139,50.912982,4915,1024,1855,50.5973806666667,51.0204,51.0204,0.991868202987033
"BRWD1","Brwd1",40.286144,36.185045,43.699845,3182,761,1327,40.0570113333333,19.98609,19.98609,1.95639165434501
"BRWD3","Brwd3",0.845378,0.86387,1.021732,413,93,191,0.910326666666667,1.14827,1.14827,0.889239558652621
"BSCL2","Bscl2",48.655791,44.327493,45.6072,2725,599,988,46.196828,132.85787,132.85787,0.352589115604484
"BSDC1","Bsdc1",31.659564,31.842685,19.064472,1844,415,627,27.5222403333333,46.48939,46.48939,0.60060237314763
"BSG","Bsg",217.269116,195.164189,217.080336,9736,2065,3821,209.837880333333,371.17031,371.17031,0.566509134845639
"BSN","Bsn",15.345229,12.853509,14.113332,7877,1512,2926,14.1040233333333,1.9862,1.9862,5.05794097291987
"BSND","Bsnd",0,0,0,0,0,0,0,0.15517,0.15517,0.865673450660942
"BSPH1","Bsph1",0.100916,0.159668,0.255851,2,1,2,0.172145,0,0,1.172145
"BSPRY","Bspry",0.200134,0.298633,0.237924,12,6,8,0.245563666666667,1.95516,1.95516,0.421487725424906
"BST1","Bst1",0.192459,0.035498,0.213732,16,1,5,0.147229666666667,4.53101,4.53101,0.207417753116821
"BST2","Bst2",10.435235,14.611312,12.281613,259,88,108,12.44272,91.73741,91.73741,0.144954662848574
"BSX","Bsx",0.074062,0,0.020508,9,0,1,0.0315233333333333,0,0,1.03152333333333
"BTBD1","Btbd1",88.414752,82.65231,84.062887,2845,633,1077,85.0433163333333,34.47911,34.47911,2.42518249001549
"BTBD10","Btbd10",16.763754,18.486522,18.500019,1660,461,703,17.916765,14.49302,14.49302,1.22098628930964
"BTBD11","Btbd11",5.450497,5.352081,5.968915,794,192,320,5.59049766666667,2.76205,2.76205,1.75183680883206
"BTBD16","Btbd16",0.126666,0.173919,0.143062,18,6,8,0.147882333333333,6.76548,6.76548,0.14781859374222
"BTBD17","Btbd17",0.231237,0.484003,0.76754,8,6,16,0.49426,0.77586,0.77586,0.841428941470611
"BTBD18","Btbd18",0.023806,0,0.02032,3,0,1,0.0147086666666667,0,0,1.01470866666667
"BTBD3","Btbd3",25.601884,24.184393,27.757694,5174,1208,2169,25.8479903333333,22.40677,22.40677,1.14701816326359
"BTBD6","Btbd6",12.069799,10.83125,12.197747,801,180,322,11.6995986666667,28.79984,28.79984,0.426163317207967
"BTBD7","Btbd7",5.128035,4.751466,5.95855,1685,380,734,5.27935033333333,9.62064,9.62064,0.591240295625625
"BTBD9","Btbd9",67.833036,54.686966,69.778434,2031,470,793,64.0994786666667,6.88962,6.88962,8.25128189528351
"BTC","Btc",0.547394,0.515007,0.640486,56,11,19,0.567629,0.18621,0.18621,1.32154424595982
"BTD","Btd",8.350579,6.171158,8.99018,580,126,211,7.83730566666667,11.54476,11.54476,0.704461916104148
"BTF3","Btf3",170.676996,170.177971,165.435395,4176,936,1608,168.763454,355.71522,355.71522,0.475907515244233
"BTF3L4","Btf3l4",39.819149,36.223992,44.816801,1613,355,761,40.2866473333333,25.32399,25.32399,1.5684038526581
"BTG1","Btg1",12.522062,7.914738,11.906402,1161,304,410,10.7810673333333,51.79626,51.79626,0.22314208114994
"BTG2","Btg2",1.882104,1.826238,2.05462,211,50,90,1.92098733333333,45.49629,45.49629,0.0628219441450777
"BTG3","Btg3",6.424514,5.76671,6.199457,224,55,80,6.130227,21.87919,21.87919,0.311646828406076
"BTG4","Btg4",0,0,0,0,0,0,0,0,0,1
"BTK","Btk",0.22575,0.099037,0.407875,23,2,8,0.244220666666667,11.63787,11.63787,0.0984517696943129
"BTLA","Btla",0.268136,0.092291,0.680334,25,3,11,0.346920333333333,0.68275,0.68275,0.800428069132868
"BTN1A1","Btn1a1",0,0,0,0,0,0,0,0.0931,0.0931,0.914829384319824
"BTN2A2","Btn2a2",0.083904,0.049148,0.030873,8,1,1,0.0546416666666667,6.29996,6.29996,0.144472252815997
"BTNL10","Btnl10",0.059856,0.073136,0.089099,7,3,6,0.0740303333333333,0,0,1.07403033333333
"BTNL2","Btnl2",0,0,0.048879,0,0,2,0.016293,1.61378,1.61378,0.388821170871305
"BTNL9","Btnl9",0.111723,0.056286,0.128816,11,3,3,0.0989416666666667,20.73092,20.73092,0.0505704161014199
"BTRC","Btrc",37.553364,32.82166,33.086591,2069,545,788,34.487205,16.88266,16.88266,1.9844477834953
"BUB1","Bub1",0.626859,0.764166,0.651657,43,8,12,0.680894,0.83793,0.83793,0.914558225830146
"BUB1B","Bub1b",2.754935,5.544052,3.571286,133,48,66,3.95675766666667,1.21034,1.21034,2.24253176736007
"BUB3","Bub3",40.593008,40.928109,38.397347,2176,480,854,39.9728213333333,47.20318,47.20318,0.850002454886448
"BUD13","Bud13",4.354019,5.073531,3.105783,182,52,75,4.17777766666667,11.38959,11.38959,0.417913560228116
"BUD31","Bud31",50.877144,48.375512,51.777324,1144,275,454,50.3433266666667,123.3924,123.3924,0.412752922740189
"BVES","Bves",6.592222,6.3554,6.646274,1102,284,407,6.53129866666667,7.91375,7.91375,0.844907997943252
"BYSL","Bysl",5.526861,4.229737,4.708482,905,168,301,4.82169333333333,5.95859,5.95859,0.836619679178301
"BZW1","Bzw1",58.21008,68.455659,57.58626,7545,1927,3125,61.417333,35.0998,35.0998,1.72902157352672
"BZW2","Bzw2",11.661879,14.506918,12.338864,659,167,274,12.835887,5.83445,5.83445,2.02443312922035
"C10orf90","D7Ertd443e",1.5757,4.050824,1.774444,96,30,45,2.46698933333333,35.0998,35.0998,0.0960390177600245
"C11orf71","Gm5617",2.308204,1.891788,1.895022,30,6,10,2.03167133333333,8.53443,8.53443,0.317970904745573
"C12orf4","D6Wsu163e",15.234571,16.931583,13.820997,1018,256,391,15.3290503333333,3.0724,3.0724,4.00968724421308
"C12orf45","D10Wsu102e",1.395715,1.517888,1.501954,7578,2025,3197,1.47185233333333,10.55166,10.55166,0.213982434847748
"C12orf57","Grcc10",142.565081,112.884758,144.840698,1446,288,555,133.430179,183.13344,183.13344,0.730069339930867
"C14orf28","Gm527",17.032966,19.975818,21.317908,318,96,158,19.4422306666667,2.48274,2.48274,5.86958276146559
"C15orf62","Gm14137",0.18012,0.354877,0.319361,23,11,16,0.284786,1.83102,1.83102,0.453824416641352
"C17orf67","Gm525",5.413731,5.595716,5.478988,72,19,28,5.496145,4.00343,4.00343,1.29833833989883
"C17orf78","Gm11437",0.068048,0,0.057919,3,0,1,0.041989,0,0,1.041989
"C17orf80","D11Wsu47e",4.256044,5.190882,5.315469,242,67,102,4.92079833333333,7.13789,7.13789,0.727559396026898
"C19orf53","D8Ertd738e",74.406774,66.423053,72.600873,1248,269,472,71.1435666666667,182.29552,182.29552,0.3935915436813
"C1D","C1d",63.156951,76.693584,59.488904,1634,429,617,66.4464796666667,40.22046,40.22046,1.63623791841883
"C1GALT1","C1galt1",4.075784,3.326451,4.430854,977,201,424,3.944363,71.59615,71.59615,0.0681077853302138
"C1GALT1C1","C1galt1c1",16.464039,16.109944,16.250326,837,205,323,16.2747696666667,8.37926,8.37926,1.8418051815033
"C1QA","C1qa",5.74689,8.249856,4.62637,209,73,67,6.20770533333333,88.32364,88.32364,0.080692024343537
"C1QB","C1qb",5.509083,5.250757,5.033517,212,49,76,5.26445233333333,248.5848,248.5848,0.0250994945739217
"C1QBP","C1qbp",65.899956,66.554918,67.174264,1769,408,764,66.543046,67.37548,67.37548,0.987825547988841
"C1QC","C1qc",3.293761,4.782788,3.271864,140,49,57,3.78280433333333,121.65448,121.65448,0.038994126699109
"C1QL1","C1ql1",0.023473,0.099412,0.104266,1,1,2,0.075717,76.59267,76.59267,0.0138636420167008
"C1QL2","C1ql2",0.042819,0.121302,0.031647,3,2,1,0.065256,2.82412,2.82412,0.278562388209575
"C1QL3","C1ql3",1.181194,0.844379,1.453098,110,19,58,1.159557,0.31034,0.31034,1.64808904559122
"C1QL4","C1ql4",5.006554,4.55124,4.620746,259,56,101,4.72618,0.0931,0.0931,5.23847772390449
"C1QTNF1","C1qtnf1",37.733061,24.383411,47.861289,1397,302,602,36.6592536666667,12.32062,12.32062,2.82713970270653
"C1QTNF2","C1qtnf2",0.76777,1.776224,0.519798,23,19,9,1.021264,2.69998,2.69998,0.5462905204893
"C1QTNF3","C1qtnf3",0.036656,0,0.12477,3,0,4,0.0538086666666667,14.49302,14.49302,0.0680182860840989
"C1QTNF4","C1qtnf4",0.858552,0.701487,1.294452,27,5,22,0.951497,12.97234,12.97234,0.139668588081882
"C1QTNF5","C1qtnf5",24.269774,44.142794,25.333271,175,49,68,31.248613,33.51705,33.51705,0.934280681576207
"C1QTNF6","C1qtnf6",2.482747,0.880358,0.810516,60,20,30,1.391207,14.46199,14.46199,0.154650662689602
"C1QTNF7","C1qtnf7",3.096899,3.886563,3.374253,240,74,108,3.45257166666667,2.1724,2.1724,1.40353412768461
"C1QTNF9B","C1qtnf9",0.28075,0.385618,0.273672,21,7,8,0.313346666666667,1.64482,1.64482,0.496573175742269
"C1R","C1ra",1.238655,1.394777,1.286321,153,42,62,1.30658433333333,43.6032,43.6032,0.0517134271382621
"C1RL","C1rl",0.128322,0.197842,0.123467,16,6,6,0.149877,10.64477,10.64477,0.0987462182593559
"C1orf87","Gm12695",0,0,0,0,0,0,0,0.83793,0.83793,0.544090362527408
"C2","C2",4.604212,3.27013,4.138421,210,44,75,4.00425433333333,10.7689,10.7689,0.425210030957297
"C2CD2","C2cd2",29.924616,23.762292,31.271713,1709,413,708,28.3195403333333,24.3309,24.3309,1.15746145353435
"C2CD2L","C2cd2l",88.283587,75.412572,76.940109,2962,625,1152,80.2120893333333,15.8275,15.8275,4.82615298370722
"C2CD3","C2cd3",4.996465,5.667732,5.470066,656,144,283,5.37808766666667,23.58607,23.58607,0.259418754874881
"C2CD4C","C2cd4c",2.391297,2.295336,2.540239,315,75,132,2.40895733333333,7.72754,7.72754,0.39059773238889
"C2CD4D","C2cd4d",1.177954,0.448678,0.993249,25,2,11,0.873293666666667,3.53791,3.53791,0.412809788353376
"C3","C3",2.048105,0.603745,1.517228,108,21,46,1.38969266666667,45.03078,45.03078,0.0519151026045326
"C3AR1","C3ar1",0.23961,0.295297,0.195334,43,13,14,0.243413666666667,11.14132,11.14132,0.102411736670038
"C4B","C4b",15.414353,14.369382,12.147262,2024,449,722,13.976999,1.14827,1.14827,6.97165579745563
"C4orf33","D3Ertd751e",10.273307,7.431471,9.224451,736,164,311,8.97640966666667,10.92408,10.92408,0.836660745874454
"C4orf48","Gm1673",14.73548,6.788488,25.84884,144,17,106,15.790936,194.98855,194.98855,0.0856730456957817
"C5AR1","C5ar1",0.154606,0.21297,0.204921,13,1,8,0.190832333333333,7.04479,7.04479,0.148025285101704
"C5orf46","Gm94",0,0,0,0,0,0,0,0,0,1
"C6orf163","Gm136",0,0,0.108522,0,0,2,0.036174,0.9931,0.9931,0.519880588028699
"C7orf57","Gm11992",0.631943,0.536067,0.687389,57,12,24,0.618466333333333,0.58965,0.58965,1.01812747040753
"C8A","C8a",0.013707,0.028069,0,2,1,0,0.0139253333333333,0.31034,0.31034,0.773787973604815
"C8B","C8b",0.02741,0,0,1,0,0,0.00913666666666667,0.9931,0.9931,0.506315120499055
"C8G","C8g",1.919789,1.718888,1.57028,57,12,19,1.736319,4.2517,4.2517,0.521034902983796
"C9","C9",0.012664,0,0,1,0,0,0.00422133333333333,0.34138,0.34138,0.748647909863971
"CAAP1","Caap1",3.142214,3.09965,2.826638,234,58,84,3.022834,11.60683,11.60683,0.319099567456688
"CAB39","Cab39",95.220603,78.619649,94.648188,12273,2879,4846,89.4961466666667,31.46879,31.46879,2.78717336453458
"CAB39L","Cab39l",72.100682,87.285797,75.767141,6254,1523,2441,78.38454,17.0999,17.0999,4.38591041939458
"CABLES1","Cables1",1.914265,1.983433,2.001507,221,51,86,1.96640166666667,23.3378,23.3378,0.121884544480876
"CABLES2","Cables2",10.502452,10.761015,10.927107,1211,297,510,10.7301913333333,2.94826,2.94826,2.97097742634308
"CABP1","Cabp1",129.16999,151.416863,132.640954,3570,1013,1658,137.742602333333,19.2723,19.2723,6.84394974094372
"CABP2","Cabp2",0,0,0,0,0,0,0,0,0,1
"CABP4","Cabp4",0.144078,0.307293,0.095538,16,8,4,0.182303,1.52068,1.52068,0.469041290445435
"CABP5","Cabp5",0.04427,0,0.263696,3,0,2,0.102655333333333,0,0,1.10265533333333
"CABP7","Cabp7",10.308728,9.054665,10.530666,1123,240,451,9.96468633333333,1.64482,1.64482,4.14572119589739
"CABS1","Cabs1",0,0,0,0,0,0,0,0,0,1
"CABYR","Cabyr",2.531498,2.067741,2.654874,165,30,66,2.41803766666667,10.11718,10.11718,0.307455457828934
"CACFD1","Cacfd1",24.548468,19.233137,26.208712,1700,337,631,23.3301056666667,25.38606,25.38606,0.922081798747773
"CACHD1","Cachd1",17.302255,22.846873,23.83746,1322,318,542,21.3288626666667,2.2655,2.2655,6.83780819680498
"CACNA1A","Cacna1a",25.722306,25.086476,56.724076,4308,941,1751,35.844286,42.33079,42.33079,0.85030266007151
"CACNA1B","Cacna1b",81.953626,77.558349,86.945611,7661,1728,3179,82.1525286666667,8.34823,8.34823,8.89500244074725
"CACNA1C","Cacna1c",8.322753,8.280548,9.114418,4199,958,1699,8.572573,3.1655,3.1655,2.29806097707358
"CACNA1D","Cacna1d",3.729349,3.327817,3.174332,480,118,217,3.41049933333333,5.431,5.431,0.685818587052299
"CACNA1E","Cacna1e",3.485999,5.973042,2.181449,1185,291,461,3.88016333333333,1.42758,1.42758,2.01029969489505
"CACNA1F","Cacna1f",0.033205,0.063039,0.024397,6,3,2,0.0402136666666667,0.15517,0.15517,0.900485354248004
"CACNA1H","Cacna1h",19.850681,17.728594,21.451753,2707,560,1086,19.6770093333333,8.44133,8.44133,2.19005260205218
"CACNA1S","Cacna1s",0.150419,0.365674,0.673719,10,2,25,0.396604,0.34138,0.34138,1.04116954181515
"CACNA2D1","Cacna2d1",43.289976,39.426668,46.199789,10807,2493,4545,42.9721443333333,9.6827,9.6827,4.11620136607162
"CACNA2D2","Cacna2d2",10.82084,10.258163,11.258798,1773,376,733,10.779267,6.73444,6.73444,1.5229631363098
"CACNA2D3","Cacna2d3",24.901768,28.809721,28.431255,2401,601,989,27.3809146666667,13.06544,13.06544,2.01777652648383
"CACNA2D4","Cacna2d4",0.014501,0.156903,0.400892,2,4,4,0.190765333333333,3.01033,3.01033,0.296924525745595
"CACNB1","Cacnb1",17.085979,16.934492,16.999676,2099,505,785,17.0067156666667,9.80684,9.80684,1.66623320662346
"CACNB2","Cacnb2",3.505753,3.799989,2.216685,192,49,85,3.17414233333333,5.86548,5.86548,0.607989875920305
"CACNB3","Cacnb3",209.464576,148.738886,172.919487,11838,2668,4263,177.040983,27.21709,27.21709,6.3096861866337
"CACNB4","Cacnb4",130.895244,76.093906,62.9855,8320,1921,3570,89.99155,2.54481,2.54481,25.6689498167744
"CACNG1","Cacng1",0,0,0.225121,0,0,4,0.0750403333333333,1.14827,1.14827,0.500421424370928
"CACNG2","Cacng2",3.654088,3.958684,4.041518,814,215,366,3.88476333333333,2.0793,2.0793,1.58632264908691
"CACNG3","Cacng3",0.948824,0.887786,0.851943,71,13,15,0.896184333333333,2.23447,2.23447,0.586242671390779
"CACNG4","Cacng4",3.048534,3.14895,3.602817,251,53,105,3.266767,12.662,12.662,0.312309105548236
"CACNG5","Cacng5",5.168761,4.549831,5.539129,800,171,336,5.085907,0,0,6.085907
"CACNG6","Cacng6",0,0,0.065356,0,0,2,0.0217853333333333,0,0,1.02178533333333
"CACNG7","Cacng7",37.115806,32.45027,34.843903,2744,566,1037,34.8033263333333,64.20998,64.20998,0.549046730781597
"CACNG8","Cacng8",0.959139,0.979082,0.972732,30,8,18,0.970317666666667,4.68618,4.68618,0.346509900612831
"CACTIN","Cactin",8.226994,6.24282,5.602962,577,100,181,6.69092533333333,26.53433,26.53433,0.279321317545527
"CACUL1","Cacul1",20.462769,19.513162,19.576834,4162,956,1606,19.8509216666667,8.81374,8.81374,2.12466619929473
"CACYBP","Cacybp",59.396735,59.963256,59.105004,4003,882,1485,59.4883316666667,163.58183,163.58183,0.36752739756671
"CAD","Cad",11.732225,8.004788,12.283128,917,197,342,10.6733803333333,20.97919,20.97919,0.53111057929493
"CADM1","Cadm1",123.650433,113.701345,125.228001,16808,4060,6242,120.859926333333,33.08257,33.08257,3.57543243755777
"CADM2","Cadm2",8.959478,8.832687,10.546344,1534,378,693,9.44616966666667,42.33079,42.33079,0.241079603364413
"CADM3","Cadm3",153.313286,137.909436,150.770134,21885,4984,8453,147.330952,30.69293,30.69293,4.68025367171795
"CADM4","Cadm4",48.780785,49.956216,53.575711,2866,777,1207,50.770904,242.68828,242.68828,0.212447246129358
"CADPS","Cadps",308.064366,287.685161,310.431396,23351,5229,9463,302.060307666667,16.07577,16.07577,17.7479731611908
"CADPS2","Cadps2",14.746881,12.269349,13.444472,2064,486,772,13.4869006666667,15.14474,15.14474,0.897313965208896
"CAGE1","Cage1",1.825457,1.713221,1.978324,203,52,69,1.83900066666667,0,0,2.83900066666667
"CALB1","Calb1",15.77294,15.551519,17.538647,2434,553,893,16.287702,14.7413,14.7413,1.09823851905497
"CALB2","Calb2",5.308248,6.24218,6.794652,284,81,142,6.11502666666667,21.91022,21.91022,0.310561254613298
"CALCB","Calcb",144.363627,124.723823,131.291046,4324,864,1497,133.459498666667,0.27931,0.27931,105.103140495006
"CALCOCO1","Calcoco1",22.325064,23.566835,22.795382,1441,314,503,22.8957603333333,62.22378,62.22378,0.377955261981067
"CALCOCO2","Calcoco2",0.064995,0.133651,0.041533,4,2,1,0.0800596666666667,69.33064,69.33064,0.0153568866523419
"CALCR","Calcr",0,0,0,0,0,0,0,0.27931,0.27931,0.781671369722741
"CALCRL","Calcrl",3.132751,2.347286,2.63836,323,70,111,2.70613233333333,18.093,18.093,0.194109481659945
"CALHM1","Calhm1",0,0,0,0,0,0,0,0.06207,0.06207,0.941557524456957
"CALHM2","Calhm2",0.942507,1.070398,0.67476,95,26,27,0.895888333333333,15.0206,15.0206,0.11834065723714
"CALM1","Calm1",982.844436,905.919277,986.623593,96367,22224,37855,958.462435333333,406.30114,406.30114,2.3556586051621
"CALM2","Calm2",1412.254199,1614.613115,1393.682399,36850,9040,14526,1473.516571,1151.52795,1151.52795,1.27937597608804
"CALM3","Calm3",1170.711546,1074.697796,1158.653564,33617,7953,13030,1134.68763533333,415.20799,415.20799,2.72865409271296
"CALML3","Calml3",0,0,0.048326,0,0,1,0.0161086666666667,2.0793,2.0793,0.329980406802412
"CALML4","Calml4",13.779662,15.984065,19.63924,229,57,116,16.4676556666667,7.78961,7.78961,1.98730724874786
"CALML5","Calm4",0,0,0,0,0,0,0,6.73444,6.73444,0.129291842719059
"CALN1","Caln1",4.623736,4.954447,5.87309,820,240,440,5.15042433333333,74.5444,74.5444,0.0814146956403563
"CALR","Calr",174.843284,176.910991,147.3466,9918,2245,3257,166.366958333333,383.7392,383.7392,0.435014051943065
"CALR3","Calr3",2.796151,3.602872,3.043343,149,46,66,3.14745533333333,0.12414,0.12414,3.68944734048547
"CALU","Calu",41.978707,50.467842,45.325752,4316,1193,1786,45.9241003333333,32.52395,32.52395,1.39971871850821
"CALY","Caly",6.248898,6.08211,5.837788,219,53,82,6.05626533333333,104.05803,104.05803,0.0671654069025788
"CAMK1","Camk1",18.975624,20.690192,21.197516,1114,294,488,20.2877773333333,27.99294,27.99294,0.734240036827356
"CAMK1D","Camk1d",11.918357,11.307963,12.499575,3328,811,1401,11.9086316666667,14.95854,14.95854,0.808885503728202
"CAMK1G","Camk1g",12.234741,13.072449,12.698046,981,235,386,12.668412,1.58275,1.58275,5.29219320491724
"CAMK2A","Camk2a",61.142913,52.599539,48.825194,8251,1871,3057,54.1892153333333,23.27573,23.27573,2.27343174987254
"CAMK2B","Camk2b",14.583625,17.059017,17.248583,2155,565,910,16.297075,82.27195,82.27195,0.20771790500883
"CAMK2D","Camk2d",349.932576,288.111269,342.193774,12039,2654,4636,326.745873,20.01713,20.01713,15.5942259004916
"CAMK2G","Camk2g",248.153983,262.338483,296.043802,13262,2949,5440,268.845422666667,47.63766,47.63766,5.54807576406157
"CAMK2N1","Camk2n1",9.113499,10.257818,9.376579,1545,422,648,9.582632,235.98487,235.98487,0.0446553064758944
"CAMK2N2","Camk2n2",47.916741,44.757795,41.312525,1742,380,715,44.6623536666667,35.34808,35.34808,1.25625215050332
"CAMK4","Camk4",5.565509,5.209411,5.416882,585,117,222,5.39726733333333,16.35508,16.35508,0.3686106507912
"CAMKK1","Camkk1",12.557868,12.032076,9.939885,1351,303,470,11.509943,4.3448,4.3448,2.3405820610687
"CAMKK2","Camkk2",12.162834,8.735606,11.02545,1339,293,509,10.6412966666667,27.52743,27.52743,0.408073796576371
"CAMKMT","Camkmt",6.180867,6.086085,5.936613,408,102,159,6.067855,19.0861,19.0861,0.351877915573456
