"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"CAMKV","Camkv",0.373789,0.348995,0.345227,48,10,16,0.356003666666667,12.07235,12.07235,0.103730673265837
"CAMP","Camp",0.344725,1.247352,1.661168,8,7,15,1.084415,2.29654,2.29654,0.632303870118367
"CAMSAP1","Camsap1",70.507688,73.69532,58.726775,3694,799,1337,67.643261,15.70336,15.70336,4.10954807894939
"CAMSAP2","Camsap2",35.977134,35.761061,34.495633,8309,2028,3227,35.411276,10.33442,10.33442,3.21245162963786
"CAMSAP3","Camsap3",13.247929,8.860951,10.340535,1393,306,498,10.8164716666667,2.2655,2.2655,3.61857959475323
"CAMTA1","Camta1",100.304948,113.913899,113.106645,14094,3136,5728,109.108497333333,286.16734,286.16734,0.383429735893132
"CAMTA2","Camta2",21.005754,20.975722,20.041979,3854,863,1509,20.674485,64.61343,64.61343,0.330336106495271
"CAND1","Cand1",57.637469,43.955117,62.969277,8661,2111,3421,54.8539543333333,20.42057,20.42057,2.60749150621731
"CAND2","Cand2",0.679985,0.609144,0.561559,161,35,53,0.616896,4.31377,4.31377,0.304284152306178
"CANT1","Cant1",18.452794,17.597282,15.724852,2252,540,791,17.2583093333333,16.94473,16.94473,1.01747473120706
"CANX","Canx",245.131842,171.599469,191.725392,15201,3673,5512,202.818901,251.99857,251.99857,0.805612857811805
"CAP1","Cap1",115.134484,127.620092,111.767769,10944,2532,4185,118.174115,204.11264,204.11264,0.58101789826312
"CAP2","Cap2",3.465878,3.770696,2.966621,299,74,123,3.401065,8.87581,8.87581,0.445640914517392
"CAPG","Capg",20.577936,28.007372,24.087233,597,180,240,24.2241803333333,180.93001,180.93001,0.138647715862454
"CAPN1","Capn1",168.289411,216.368476,159.068399,8113,1886,3036,181.242095333333,31.03431,31.03431,5.68896584110391
"CAPN10","Capn10",31.455661,20.166123,22.945403,1243,242,417,24.855729,35.22394,35.22394,0.713774619768032
"CAPN11","Capn11",0.650297,0.582287,0.386507,69,9,16,0.539697,0.18621,0.18621,1.29799698198464
"CAPN12","Capn12",0.010011,0.668719,0.467122,1,3,3,0.381950666666667,21.10333,21.10333,0.0625222835955789
"CAPN13","Capn13",0.019996,0,0,1,0,0,0.00666533333333333,1.70689,1.70689,0.371890004149904
"CAPN2","Capn2",115.147676,119.444874,112.42339,11264,2689,4421,115.67198,53.0066,53.0066,2.16032818211108
"CAPN3","Capn3",0.147749,0.081456,0.205246,7,2,3,0.144817,529.44527,529.44527,0.00215821888655921
"CAPN5","Capn5",50.295221,43.850201,49.658244,8972,1840,3306,47.9345553333333,6.57927,6.57927,6.45636787359908
"CAPN6","Capn6",0.380201,0.555683,0.363215,57,20,21,0.433033,0,0,1.433033
"CAPN7","Capn7",19.149031,17.905181,18.306965,2708,657,1084,18.4537256666667,10.52063,10.52063,1.68859911885606
"CAPN8","Capn8",0.05009,0,0.051021,5,0,2,0.0337036666666667,4.1586,4.1586,0.200384535855982
"CAPN9","Capn9",20.844893,22.17924,21.573835,310,67,107,21.532656,15.70336,15.70336,1.34898942488218
"CAPNS1","Capns1",743.519154,724.530919,698.847868,18296,3834,6636,722.299313666667,608.45862,608.45862,1.18678986551485
"CAPNS2","Capns2",0,0.120485,0.225023,0,1,3,0.115169333333333,0.83793,0.83793,0.606752886852782
"CAPRIN1","Caprin1",144.693195,148.220182,147.562205,12940,3023,5092,146.825194,53.62728,53.62728,2.70606909221913
"CAPRIN2","Caprin2",10.410499,12.663047,12.315309,1056,269,430,11.796285,8.06892,8.06892,1.41100428716981
"CAPS2","Caps2",0,0.057818,0.071176,0,1,2,0.042998,6.61031,6.61031,0.13705065890877
"CAPSL","Capsl",0.065088,0,0.082909,2,0,1,0.0493323333333333,0,0,1.04933233333333
"CAPZA1","Capza1",62.896312,55.663221,73.40173,5157,1201,2025,63.9870876666667,38.73081,38.73081,1.63568494240784
"CAPZA2","Capza2",151.426837,158.78341,178.478502,7464,1790,3030,162.896249666667,33.05154,33.05154,4.81318171415057
"CAPZA3","Capza3",0.023344,0,0.059518,1,0,1,0.0276206666666667,0.58965,0.58965,0.646444605206597
"CAPZB","Capzb",255.326127,271.880915,278.627643,8494,1895,3226,268.611561666667,217.27118,217.27118,1.23521374496929
"CARD10","Card10",4.706477,3.158302,2.96516,799,153,242,3.60997966666667,4.40687,4.40687,0.852615222238868
"CARD11","Card11",2.599887,2.493511,1.766412,400,90,121,2.28660333333333,3.87929,3.87929,0.673582290319562
"CARD14","Card14",1.509361,1.582841,1.220358,256,70,80,1.43752,8.16202,8.16202,0.266046133931164
"CARD9","Card9",0.988919,0.937502,1.960609,43,8,20,1.29567666666667,3.56895,3.56895,0.502451693861099
"CARHSP1","Carhsp1",46.667945,41.720913,40.925769,5506,1195,1886,43.1048756666667,48.9411,48.9411,0.883137849720304
"CARM1","Carm1",32.336335,31.497007,27.91426,2183,461,763,30.582534,23.08952,23.08952,1.31104870499703
"CARNS1","Carns1",10.217627,9.463791,8.594488,731,192,328,9.425302,363.4738,363.4738,0.0286037075916019
"CARS2","Cars2",10.904846,9.29158,10.31155,489,120,176,10.1693253333333,67.62375,67.62375,0.162761803797276
"CARTPT","Cartpt",12.039537,8.120901,12.249503,345,60,142,10.8033136666667,4.81032,4.81032,2.03143951910853
"CASC3","Casc3",21.284451,24.015336,19.326314,2365,526,828,21.5420336666667,175.96452,175.96452,0.127381656315439
"CASD1","Casd1",22.192718,20.522478,20.055197,1621,375,614,20.9234643333333,24.57917,24.57917,0.857082709616197
"CASK","Cask",37.455541,28.930631,43.614107,3232,791,1342,36.6667596666667,27.21709,27.21709,1.33489171515088
"CASKIN1","Caskin1",42.796169,40.820459,42.638176,8043,1781,3078,42.0849346666667,42.26873,42.26873,0.995752236468846
"CASKIN2","Caskin2",7.208325,8.158714,7.884521,1124,296,482,7.75052,20.54471,20.54471,0.406156314009332
"CASP1","Casp1",7.972585,8.673248,9.172166,218,64,126,8.60599966666667,17.16197,17.16197,0.528907363389911
"CASP12","Casp12",6.50218,8.973598,6.82532,400,128,164,7.43369933333333,0.68275,0.68275,5.01185519734562
"CASP14","Casp14",0,0,0,0,0,0,0,0.62069,0.62069,0.61702114531465
"CASP2","Casp2",4.11933,3.738387,7.113968,257,51,123,4.99056166666667,5.86548,5.86548,0.872562685590325
"CASP3","Casp3",4.750925,5.83143,5.491846,460,114,192,5.358067,8.68961,8.68961,0.656173674688661
"CASP4","Casp4",0.93465,2.707211,1.234434,44,11,17,1.62543166666667,20.29644,20.29644,0.123280307256361
"CASP6","Casp6",3.247134,2.121742,3.274841,107,24,45,2.881239,10.7689,10.7689,0.329787745668669
"CASP7","Casp7",1.47078,2.013237,1.086494,86,24,19,1.52350366666667,5.05859,5.05859,0.416516659266705
"CASP8","Casp8",0.686003,0.875023,0.708787,52,16,18,0.756604333333333,7.66547,7.66547,0.202713105386475
"CASP8AP2","Casp8ap2",3.43765,1.867225,6.541673,573,126,268,3.94884933333333,14.05854,14.05854,0.328640713730105
"CASP9","Casp9",17.004446,15.680408,17.414716,1961,462,780,16.6998566666667,23.27573,23.27573,0.72911738047287
"CASQ1","Casq1",0.951762,1.477467,4.15427,33,10,76,2.19449966666667,6.14479,6.14479,0.447108965647229
"CASQ2","Casq2",0.944549,2.043466,0.544726,58,10,12,1.17758033333333,7.88271,7.88271,0.245148196139842
"CASR","Casr",0.805437,0.601279,1.250458,152,24,47,0.885724666666667,0,0,1.88572466666667
"CASS4","Cass4",0.053661,0.054264,0.03307,8,2,2,0.0469983333333333,0.55862,0.55862,0.671747015522278
"CAST","Cast",165.365126,156.402022,196.007636,7869,1813,3119,172.591594666667,73.70648,73.70648,2.32364842603569
"CASZ1","Casz1",16.266624,13.749925,14.212106,3516,788,1389,14.742885,7.97582,7.97582,1.75392164727011
"CAT","Cat",64.663487,74.045969,65.872027,5635,1445,2297,68.1938276666667,35.65842,35.65842,1.88752891332105
"CATSPER1","Catsper1",0,0,0,0,0,0,0,0.06207,0.06207,0.941557524456957
"CATSPER2","Catsper2",2.022633,1.677627,1.638704,120,19,39,1.77965466666667,10.98614,10.98614,0.23190574001861
"CATSPER3","Catsper3",0.145254,0.086686,0.374491,7,1,7,0.202143666666667,0.37241,0.37241,0.875936248400017
"CATSPER4","Catsper4",0.058535,0,0,1,0,0,0.0195116666666667,0.24827,0.24827,0.816739701079627
"CATSPERB","Catsperb",0.074816,0,0.064665,6,0,2,0.0464936666666667,0,0,1.04649366666667
"CATSPERD","Catsperd",0.573974,0.630234,0.868029,47,8,24,0.690745666666667,0,0,1.69074566666667
"CATSPERG","Catsperg2",0,0.033967,0,0,0,0,0.0113223333333333,8.81374,8.81374,0.103051673809713
"CAV1","Cav1",49.328421,63.642207,51.436645,2139,537,883,54.8024243333333,33.67222,33.67222,1.6094274994025
"CAV2","Cav2",27.223002,25.835817,32.574371,2184,571,892,28.5443966666667,44.00665,44.00665,0.656445140144105
"CAV3","Cav3",0.024077,0,0.062072,1,0,1,0.0287163333333333,0.49655,0.49655,0.687391890236433
"CBFA2T2","Cbfa2t2",9.201529,4.972385,10.339671,809,199,322,8.171195,8.56547,8.56547,0.958781429454068
"CBFA2T3","Cbfa2t3",1.918724,2.810016,2.029235,194,42,73,2.25265833333333,2.85516,2.85516,0.843715522399416
"CBFB","Cbfb",97.509247,112.900012,122.009533,7746,2098,3172,110.806264,30.81707,30.81707,3.51403394467184
"CBL","Cbl",120.34091,62.954082,132.920109,5415,1171,2173,105.405033666667,2.73102,2.73102,28.5190199105517
"CBLB","Cblb",6.658297,6.837558,5.882034,1749,436,597,6.45929633333333,7.60341,7.60341,0.867016256732311
"CBLC","Cblc",0.37279,0.36503,0.455915,6,1,2,0.397911666666667,0.12414,0.12414,1.24353876444808
"CBLL1","Cbll1",4.198194,3.913442,4.462793,600,140,260,4.19147633333333,8.03789,8.03789,0.574412427384415
"CBLN1","Cbln1",2.378687,2.435711,2.055363,164,42,59,2.28992033333333,13.77923,13.77923,0.222604312493502
"CBLN2","Cbln2",12.992541,11.982115,13.787057,1129,265,484,12.920571,2.32757,2.32757,4.18340440621835
"CBLN3","Cbln3",0.085594,0.079468,0.148521,18,4,12,0.104527666666667,10.4896,10.4896,0.09613282156617
"CBLN4","Cbln4",0.145217,0.207785,0.106198,17,6,5,0.153066666666667,0.27931,0.27931,0.901319200714969
"CBR1","Cbr1",41.186645,36.847727,46.281965,1448,305,585,41.438779,134.81303,134.81303,0.312479435883288
"CBR3","Cbr3",5.771846,4.593187,5.184947,227,45,81,5.18332666666667,6.4241,6.4241,0.832872222446716
"CBR4","Cbr4",11.853263,16.719691,15.197109,484,125,213,14.590021,26.81364,26.81364,0.560517105995476
"CBWD1","Cbwd1",11.131166,13.249184,12.569911,546,159,230,12.3167536666667,8.78271,8.78271,1.36125405605059
"CBX1","Cbx1",10.636156,12.153277,9.551179,882,253,324,10.780204,71.84442,71.84442,0.161717314792265
"CBX2","Cbx2",1.415981,1.350882,1.547608,210,47,89,1.438157,0.80689,0.80689,1.34936659121474
"CBX3","Cbx3",38.548979,46.310895,38.236794,2380,634,955,41.0322226666667,82.83056,82.83056,0.501394988494252
"CBX4","Cbx4",5.577789,5.111874,6.609665,679,152,323,5.76644266666667,26.56537,26.56537,0.245468958576165
"CBX5","Cbx5",20.598631,24.261614,17.410121,5091,1292,1970,20.7567886666667,17.31714,17.31714,1.18778306365877
"CBX6","Cbx6",47.516656,48.017004,55.103231,9085,2284,3520,50.212297,25.32399,25.32399,1.94546104143027
"CBX7","Cbx7",12.254061,9.565482,11.374096,1350,270,533,11.0645463333333,39.66184,39.66184,0.296704387537144
"CBX8","Cbx8",4.06141,3.151188,4.205489,213,51,78,3.806029,4.37584,4.37584,0.894005215929046
"CBY1","Cby1",18.156716,23.676123,16.844018,670,170,244,19.5589523333333,30.63086,30.63086,0.649965013070569
"CC2D1A","Cc2d1a",9.734146,17.142381,6.91631,1184,270,393,11.264279,63.43412,63.43412,0.190338271089913
"CC2D1B","Cc2d1b",130.628645,112.927553,141.565868,2552,612,988,128.374022,105.82699,105.82699,1.21106119343061
"CC2D2A","Cc2d2a",2.070074,2.546161,2.193937,432,130,178,2.27005733333333,11.88614,11.88614,0.253765466876298
"CCAR1","Ccar1",21.178704,19.876871,18.718404,1992,487,794,19.9246596666667,51.82729,51.82729,0.396095648038479
"CCBE1","Ccbe1",0.191425,0.197288,0.313847,30,11,27,0.234186666666667,0.68275,0.68275,0.733434358441044
"CCDC102A","Ccdc102a",2.856699,3.939844,2.765804,198,53,76,3.187449,10.21029,10.21029,0.373536188626699
"CCDC103","Ccdc103",0.852486,0.60359,0.437118,48,9,11,0.631064666666667,0,0,1.63106466666667
"CCDC105","Ccdc105",0.145566,0.130737,0.151199,9,2,4,0.142500666666667,0,0,1.14250066666667
"CCDC106","Ccdc106",10.866985,18.56313,6.290301,132,32,46,11.9068053333333,46.27215,46.27215,0.273031908498626
"CCDC107","Ccdc107",20.392541,18.360248,19.167105,507,112,196,19.3066313333333,57.59967,57.59967,0.346531496394661
"CCDC110","Ccdc110",0,0,0,0,0,0,0,1.52068,1.52068,0.396718345843185
"CCDC112","Ccdc112",4.012879,6.466674,4.964975,239,65,120,5.148176,9.65167,9.65167,0.577203011358782
"CCDC113","Ccdc113",0.194132,0,0,9,0,0,0.0647106666666667,3.0724,3.0724,0.261445503061258
"CCDC115","Ccdc115",11.94735,10.937823,11.211954,791,177,295,11.365709,29.38949,29.38949,0.406907420953757
"CCDC116","Ccdc116",0.374059,0.343876,0.312172,25,8,13,0.343369,1.39654,1.39654,0.560545202667179
"CCDC117","Ccdc117",4.698827,4.327058,4.603564,636,143,249,4.54314966666667,6.331,6.331,0.75612463056427
"CCDC12","Ccdc12",29.484729,26.751076,36.304597,503,110,206,30.8468006666667,171.1542,171.1542,0.184989972168362
"CCDC120","Ccdc120",28.269967,28.724873,25.485935,301,51,115,27.4935916666667,2.88619,2.88619,7.33201198774807
"CCDC122","Ccdc122",4.400509,3.857964,3.185609,189,44,57,3.814694,1.42758,1.42758,1.98333072442515
"CCDC124","Ccdc124",33.237662,29.972635,34.550996,1637,354,663,32.5870976666667,112.90281,112.90281,0.294875057662464
"CCDC125","Ccdc125",0.905314,1.194999,0.894731,87,28,33,0.998348,3.91032,3.91032,0.406968995910653
"CCDC126","Ccdc126",7.144637,7.182743,7.547836,637,161,263,7.29173866666667,6.39307,6.39307,1.12155554683868
"CCDC127","Ccdc127",44.880481,46.185051,38.741242,3127,724,1146,43.2689246666667,25.44813,25.44813,1.67380168906712
"CCDC13","Ccdc13",3.680284,3.965515,3.117142,115,32,45,3.587647,6.4241,6.4241,0.617939817620991
"CCDC130","Ccdc130",16.501807,14.056302,12.886905,303,53,109,14.4816713333333,64.20998,64.20998,0.237412606679734
"CCDC134","Ccdc134",5.362888,4.583837,6.733828,320,77,142,5.56018433333333,1.67585,1.67585,2.45162633680264
"CCDC136","Ccdc136",76.14189,69.619696,81.154108,3086,709,1193,75.6385646666667,51.1135,51.1135,1.4706086650612
"CCDC137","Ccdc137",14.787531,13.013252,14.114204,1148,266,406,13.9716623333333,18.27921,18.27921,0.776570322815786
"CCDC138","Ccdc138",3.324745,2.956499,3.382756,334,74,134,3.22133333333333,1.64482,1.64482,1.5960758514127
"CCDC14","Ccdc14",0.817076,1.033052,0.870977,135,42,56,0.907035,19.14817,19.14817,0.0946505315371073
"CCDC142","Ccdc142",0.678501,0.181199,0.169778,13,0,6,0.343159333333333,4.93445,4.93445,0.226332572240618
"CCDC148","Ccdc148",1.389084,1.770226,1.539715,230,71,98,1.56634166666667,9.27926,9.27926,0.249662102784312
"CCDC15","Ccdc15",0.597426,0.50382,0.465985,75,14,23,0.522410333333333,0.52758,0.52758,0.996615780079167
"CCDC150","Ccdc150",0.139564,0.196677,0.340573,8,3,7,0.225604666666667,5.74135,5.74135,0.18180404023922
"CCDC153","Ccdc153",0.058768,0.481745,0,1,2,0,0.180171,4.93445,4.93445,0.198867797352745
"CCDC154","Ccdc154",0.01258,0.051963,0,1,1,0,0.0215143333333333,8.16202,8.16202,0.111494444820393
"CCDC157","Ccdc157",7.745275,8.336529,10.895954,1345,329,524,8.992586,2.54481,2.54481,2.81893416008192
"CCDC158","Ccdc158",0.2648,0.145975,0.312348,37,5,11,0.241041,0.40345,0.40345,0.884278741672308
"CCDC159","Ccdc159",5.638078,5.690362,6.231168,284,73,119,5.85320266666667,138.94059,138.94059,0.0489722293343673
"CCDC160","Ccdc160",3.315311,2.651712,3.187867,188,37,71,3.05163,2.20344,2.20344,1.26477474215219
"CCDC162P","Ccdc162",1.879207,2.343998,2.206148,133,26,45,2.14311766666667,1.92413,1.92413,1.0748898532783
"CCDC167","Ccdc167",6.486068,2.016214,3.35338,313,83,157,3.95188733333333,45.96181,45.96181,0.105444984623321
"CCDC169","Ccdc169",0.063322,0.515007,0.046437,7,3,2,0.208255333333333,2.82412,2.82412,0.315956437908155
"CCDC17","Ccdc17",0.963989,1.750557,0.935746,36,14,14,1.216764,2.1724,2.1724,0.69876560332871
"CCDC171","Ccdc171",1.393313,0.756919,2.18561,165,30,80,1.44528066666667,20.35851,20.35851,0.114487418207856
"CCDC172","Ccdc172",7.461091,8.698636,7.907104,221,66,92,8.022277,0.12414,0.12414,8.02593716085185
"CCDC173","Ccdc173",1.174179,1.247469,1.329793,76,20,35,1.25048033333333,1.76896,1.76896,0.812752922878385
"CCDC18","Ccdc18",0.11788,0.110723,0.177216,17,6,8,0.135273,9.43443,9.43443,0.108800672389388
"CCDC22","Ccdc22",5.549861,4.352103,5.230914,534,101,196,5.04429266666667,13.09648,13.09648,0.428780281791388
"CCDC25","Ccdc25",19.342055,18.967711,19.223364,1678,408,660,19.17771,29.45156,29.45156,0.662616627850921
"CCDC27","Ccdc27",0.011944,0.049237,0.061364,1,1,2,0.0408483333333333,0.0931,0.0931,0.952198639953649
"CCDC28B","Ccdc28b",54.079055,37.906806,39.539664,453,102,176,43.8418416666667,18.77576,18.77576,2.2675154667465
"CCDC3","Ccdc3",0.791165,0.996757,1.054344,82,25,44,0.947422,14.24475,14.24475,0.127743780645796
"CCDC30","Ccdc30",7.235176,5.54696,7.872367,498,108,210,6.88483433333333,6.92065,6.92065,0.995478190973384
"CCDC33","Ccdc33",0.557475,0,0.271777,15,0,4,0.276417333333333,0.06207,0.06207,1.20182034454728
"CCDC34","Ccdc34",2.799105,3.517042,3.433576,166,50,71,3.24990766666667,12.7551,12.7551,0.308969594308051
"CCDC38","Ccdc38",0.088995,0.140735,0.122354,13,4,7,0.117361333333333,0.80689,0.80689,0.618389239706531
"CCDC39","Ccdc39",3.332229,3.645579,4.820778,347,88,130,3.932862,7.5103,7.5103,0.579634325464437
"CCDC40","Ccdc40",10.561037,10.013982,17.537262,393,101,159,12.7040936666667,3.84825,3.84825,2.82660623248939
"CCDC42","Ccdc42",0,0.116788,0,0,1,0,0.0389293333333333,0.18621,0.18621,0.875839297707264
"CCDC43","Ccdc43",30.640384,28.332011,26.853268,1461,390,605,28.6085543333333,16.63439,16.63439,1.67902344982352
"CCDC47","Ccdc47",74.775399,73.327837,72.500148,5508,1492,2201,73.5344613333333,33.05154,33.05154,2.18887196682832
"CCDC50","Ccdc50",11.969929,11.092389,12.880902,2595,638,1103,11.9810733333333,9.80684,9.80684,1.20119048059686
"CCDC51","Ccdc51",3.346652,3.048823,2.696843,195,43,61,3.03077266666667,14.71026,14.71026,0.256569443578061
"CCDC54","Ccdc54",0.021802,0,0,1,0,0,0.00726733333333333,0.31034,0.31034,0.768706849621727
"CCDC57","Ccdc57",1.026242,0.603405,1.302991,85,14,39,0.977546,89.22363,89.22363,0.0219182712998801
"CCDC59","Ccdc59",7.491704,6.566985,7.809963,431,118,160,7.28955066666667,26.5964,26.5964,0.300385219328125
"CCDC6","Ccdc6",11.82524,10.576874,10.767794,2321,491,850,11.056636,7.78961,7.78961,1.37169180430076
"CCDC60","Ccdc60",0.758565,0.413408,0.506449,89,13,23,0.559474,0,0,1.559474
"CCDC61","Ccdc61",8.456271,4.198297,6.85804,205,40,93,6.50420266666667,11.69993,11.69993,0.590885356585955
"CCDC62","Ccdc62",2.248904,1.963843,1.162455,125,37,38,1.791734,0.65172,0.65172,1.69019809652968
"CCDC63","Ccdc63",2.443022,1.079501,1.727327,20,7,15,1.74995,0,0,2.74995
"CCDC65","Ccdc65",0.842833,0.883863,0.790707,46,16,23,0.839134333333333,3.04136,3.04136,0.455078076027212
"CCDC66","Ccdc66",3.913514,4.166781,3.592168,474,113,186,3.890821,19.36541,19.36541,0.240153328609638
"CCDC68","Ccdc68",21.16025,23.101459,18.689616,1159,292,411,20.983775,1.9862,1.9862,7.36178923046012
"CCDC69","Ccdc69",0.134581,0.158296,0.147939,7,2,3,0.146938666666667,15.0206,15.0206,0.0715914926199185
"CCDC70","Ccdc70",0,0,0,0,0,0,0,0.18621,0.18621,0.843021050235624
"CCDC71","Ccdc71",12.364806,9.427075,9.628816,878,209,311,10.4735656666667,7.01375,7.01375,1.43173491394998
"CCDC73","Ccdc73",5.31587,7.373741,8.133168,330,93,144,6.94092633333333,3.2586,3.2586,1.86468002003788
"CCDC77","Ccdc77",2.48634,2.422299,3.674759,228,63,107,2.86113266666667,9.65167,9.65167,0.362490826947011
"CCDC78","Ccdc78",0.426335,0.064584,0.281814,31,1,9,0.257577666666667,22.53091,22.53091,0.0534436478090591
"CCDC8","Ccdc8",0.746655,0.755996,0.582868,155,38,47,0.695173,1.39654,1.39654,0.707341834478039
"CCDC80","Ccdc80",1.773922,3.597596,2.222323,269,71,117,2.53128033333333,32.77223,32.77223,0.104561657116907
"CCDC81","Ccdc81",0.081762,0.168064,0.052284,8,4,2,0.100703333333333,0.9931,0.9931,0.552256953155052
"CCDC82","Ccdc82",11.023222,11.494623,11.053641,1639,423,676,11.1904953333333,23.80331,23.80331,0.491486633571621
"CCDC83","Ccdc83",0.179398,0.323831,0.101409,9,4,2,0.201546,0.40345,0.40345,0.85613737575261
"CCDC85A","Ccdc85a",18.378278,20.193211,17.897743,2885,636,1103,18.8230773333333,18.86886,18.86886,0.997695757750235
"CCDC85B","Ccdc85b",4.240958,3.799826,6.624486,807,176,523,4.88842333333333,92.73051,92.73051,0.062822909352924
"CCDC85C","Ccdc85c",2.966114,2.485911,2.681148,474,95,180,2.71105766666667,18.34128,18.34128,0.191872392451103
"CCDC86","Ccdc86",2.148132,1.708691,2.197727,271,53,110,2.01818333333333,16.41715,16.41715,0.173288014016836
"CCDC87","Ccdc87",0.464312,0.469599,0.350931,61,15,18,0.428280666666667,0.06207,0.06207,1.3448084087364
"CCDC88A","Ccdc88a",11.90107,9.932028,12.429172,2178,511,865,11.4207566666667,42.79631,42.79631,0.283602811895949
"CCDC88B","Ccdc88b",0.658184,0.651551,0.380659,45,8,14,0.563464666666667,22.2516,22.2516,0.0672411647657222
"CCDC88C","Ccdc88c",0.298498,0.343333,0.35636,45,11,17,0.332730333333333,12.04131,12.04131,0.102192980101948
"CCDC89","Ccdc89",0.356395,0.396469,0.282925,29,8,9,0.345263,0.46551,0.46551,0.917948700452402
"CCDC9","Ccdc9",84.42092,101.118343,84.990061,780,200,328,90.1764413333333,13.18958,13.18958,6.42559126720688
"CCDC90B","Ccdc90b",6.287263,7.33941,6.013995,360,106,138,6.54688933333333,89.3788,89.3788,0.0835028716173852
"CCDC91","Ccdc91",53.627334,146.269298,91.003333,1772,430,740,96.966655,291.97076,291.97076,0.334390554879948
"CCDC92","Ccdc92",203.259664,187.281685,208.543129,10337,2039,4179,199.694826,107.81318,107.81318,1.84439813265268
