"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"RDH5","Rdh5",18.369905,12.794859,16.10842,386,71,132,15.757728,7.738,7.738,1.91779903868162
"RDM1","Rdm1",11.837232,10.339699,10.604258,157,33,60,10.927063,1.84633,1.84633,4.19033035522937
"RDX","Rdx",28.901863,26.639506,29.60393,4834,1118,1921,28.3817663333333,97.73114,97.73114,0.297593710893375
"REC8","Rec8",0.666411,0.660865,0.429504,29,7,9,0.585593333333333,35.45373,35.45373,0.0434960519357918
"RECK","Reck",3.578898,4.957348,6.188456,407,104,180,4.908234,3.42298,3.42298,1.33580391500753
"RECQL","Recql",33.889361,52.806548,48.017895,926,213,350,44.9046013333333,8.06992,8.06992,5.0611914254297
"RECQL4","Recql4",0.67905,0.93539,0.795779,110,37,52,0.803406333333333,12.05302,12.05302,0.138160083515794
"RECQL5","Recql5",18.77202,24.850369,18.627098,676,191,289,20.749829,54.8091,54.8091,0.389718325506056
"REEP1","Reep1",163.104311,137.5871,148.01819,25602,5256,9323,149.569867,25.12257,25.12257,5.76397601767361
"REEP2","Reep2",71.913091,63.406925,67.778898,5511,1177,2035,67.699638,112.02466,112.02466,0.607828751707813
"REEP3","Reep3",8.266167,7.328453,8.117083,1469,336,535,7.903901,32.67386,32.67386,0.264415810958411
"REEP4","Reep4",4.688492,2.542279,4.398711,163,35,66,3.876494,16.32656,16.32656,0.281446172812145
"REEP5","Reep5",1094.567965,907.144063,1081.955393,69421,15410,26928,1027.88914033333,99.61897,99.61897,10.2255980192734
"REEP6","Reep6",1.048566,0.961994,0.373635,43,18,12,0.794731666666667,28.69076,28.69076,0.0604474815284845
"REG1B","Reg2",0.747577,0.720224,0.859047,15,4,7,0.775616,0.56012,0.56012,1.13812783632028
"REG3A","Reg3b",0,0,0.250819,0,0,1,0.0836063333333333,0,0,1.08360633333333
"REG3G","Reg3g",0,0,0,0,0,0,0,0,0,1
"REG4","Reg4",0.028951,0,0,1,0,0,0.00965033333333333,0,0,1.00965033333333
"REL","Rel",0.506291,0.526925,0.666982,160,41,83,0.566732666666667,1.14099,1.14099,0.731779535012619
"RELA","Rela",45.321662,35.28152,26.513505,1096,248,384,35.7055623333333,29.66579,29.66579,1.19695472816234
"RELB","Relb",1.926095,2.255716,2.460393,160,40,73,2.214068,2.55167,2.55167,0.904945560820684
"RELL1","Rell1",5.31494,4.882177,6.068409,490,135,223,5.421842,1.20323,1.20323,2.91473972304299
"RELL2","Rell2",71.686716,67.730182,76.566956,3882,883,1581,71.994618,37.69422,37.69422,1.88644758829613
"RELN","Reln",14.365826,14.680522,17.967883,2167,523,960,15.6714103333333,43.62738,43.62738,0.373569103391983
"RELT","Relt",7.613528,8.56758,6.652563,521,119,224,7.61122366666667,13.5052,13.5052,0.593664593846804
"REM1","Rem1",1.218049,0.254834,0.614133,19,4,5,0.695672,0.4564,0.4564,1.16429003021148
"REM2","Rem2",10.707547,7.983084,10.881741,504,133,221,9.85745733333333,1.3277,1.3277,4.66445733270324
"REN","Ren1",0.016288,0,0.041974,1,0,1,0.0194206666666667,0.56012,0.56012,0.653424522899948
"RENBP","Renbp",5.153133,2.41824,5.961605,62,11,21,4.51099266666667,44.83061,44.83061,0.120246984857209
"REP15","Rep15",1.745954,1.903079,1.883571,109,29,46,1.84420133333333,0.49789,0.49789,1.89880520821511
"REPIN1","Repin1",4.350153,3.675385,4.799501,432,83,190,4.275013,65.6589,65.6589,0.0791344141592495
"REPS1","Reps1",32.07363,18.597029,31.716953,1436,252,581,27.4625373333333,52.73457,52.73457,0.529687635600942
"REPS2","Reps2",15.876312,15.4623,16.205563,4853,1184,1949,15.8480583333333,26.57474,26.57474,0.610996090383203
"RER1","Rer1",37.971378,36.674667,39.8627,2222,517,911,38.1695816666667,71.71653,71.71653,0.538661314926148
"RERE","Rere",17.723895,17.907534,18.257976,3590,777,1332,17.963135,131.11034,131.11034,0.143540127139178
"RERG","Rerg",1.398444,1.277554,1.008321,87,15,32,1.22810633333333,14.08606,14.08606,0.147693057917928
"RESP18","Resp18",251.856532,182.940548,235.077118,2373,446,832,223.291399333333,5.35229,5.35229,35.3087468193885
"REST","Rest",1.199895,1.2929,1.200983,352,94,140,1.23125933333333,2.55167,2.55167,0.628228223155117
"RET","Ret",190.394271,163.584206,166.273299,39797,8388,13926,173.417258666667,2.86285,2.86285,45.1524803361939
"RETN","Retn",0.071555,0.442979,0.154957,2,3,2,0.223163666666667,4.10757,4.10757,0.239480548806314
"RETNLB","Retnlb",0,0,0,0,0,0,0,0,0,1
"RETSAT","Retsat",7.227933,8.408818,6.81937,252,71,110,7.48537366666667,27.46679,27.46679,0.29807975070834
"REV1","Rev1",3.703655,6.095001,5.602529,382,86,175,5.13372833333333,21.92779,21.92779,0.267523748836383
"REV3L","Rev3l",7.375257,6.072591,9.877806,1726,338,716,7.775218,24.37574,24.37574,0.345811314271032
"REXO1","Rexo1",9.563848,9.785604,7.944162,1162,254,387,9.09787133333333,205.71047,205.71047,0.0488503138391264
"REXO2","Rexo2",243.338074,249.997368,226.624871,3386,766,1367,239.986771,42.4449,42.4449,5.54695190919993
"REXO4","Rexo4",24.60963,28.336494,28.792131,1068,240,448,27.246085,15.53824,15.53824,1.70792569221392
"RFC1","Rfc1",20.598431,20.500618,18.237939,2180,578,852,19.778996,26.30505,26.30505,0.760994614549323
"RFC2","Rfc2",29.988069,27.070047,27.670974,879,186,305,28.24303,15.89091,15.89091,1.73128801230958
"RFC3","Rfc3",7.529903,6.336507,4.971147,162,46,44,6.27918566666667,3.77565,3.77565,1.52422930211943
"RFC4","Rfc4",4.046743,5.879387,5.665306,117,29,37,5.19714533333333,10.66309,10.66309,0.531346781456144
"RFC5","Rfc5",7.016065,4.718558,7.924188,192,29,74,6.552937,7.38533,7.38533,0.900732231170389
"RFESD","Rfesd",16.534023,19.632885,19.927476,591,147,253,18.698128,0.93354,0.93354,10.1875978774683
"RFFL","Rffl",6.313915,6.153653,6.816316,888,194,376,6.42796133333333,77.7949,77.7949,0.0942695699002516
"RFK","Rfk",65.410043,52.551411,65.352067,3533,784,1389,61.104507,16.16059,16.16059,3.61901933441682
"RFNG","Rfng",15.484156,12.362143,14.582147,1335,263,502,14.1428153333333,44.20825,44.20825,0.334956901303044
"RFT1","Rft1",5.392502,5.498669,7.225395,490,125,244,6.03885533333333,5.55974,5.55974,1.07303876881299
"RFTN1","Rftn1",0.556722,0.636622,0.6888,57,15,26,0.627381333333333,30.78604,30.78604,0.051197989222103
"RFTN2","Rftn2",3.151183,1.816623,2.062356,346,66,120,2.34338733333333,33.02653,33.02653,0.0982582512331799
"RFWD3","Rfwd3",6.412505,5.458013,6.065364,1194,248,442,5.97862733333333,3.96235,3.96235,1.40631501875791
"RFX1","Rfx1",2.252328,1.880861,1.947047,381,73,122,2.02674533333333,8.04918,8.04918,0.334477304389274
"RFX2","Rfx2",0.333305,0.342744,0.388845,36,12,17,0.354964666666667,9.23166,9.23166,0.132428625136749
"RFX3","Rfx3",0.921579,0.972535,0.857778,351,83,130,0.917297333333333,4.04533,4.04533,0.380014257408997
"RFX4","Rfx4",0.035491,0.073129,0.045579,3,1,1,0.0513996666666667,8.92048,8.92048,0.10598274142649
"RFX5","Rfx5",1.157422,1.420818,2.262185,203,49,80,1.613475,14.91588,14.91588,0.164205497905237
"RFX6","Rfx6",0,0,0,0,0,0,0,0,0,1
"RFX8","Rfx8",0.284924,0.598408,0.495076,11,6,7,0.459469333333333,0.99577,0.99577,0.731281326672579
"RFXANK","Rfxank",7.152434,6.632896,6.132688,463,109,168,6.63933933333333,59.14487,59.14487,0.127015642952314
"RFXAP","Rfxap",33.455179,29.883239,40.788315,534,95,219,34.708911,5.12409,5.12409,5.83089258975619
"RGCC","Rgcc",19.429354,15.903693,21.729619,551,108,261,19.0208886666667,196.49955,196.49955,0.101371819159419
"RGL1","Rgl1",23.848237,23.898351,37.66469,2996,637,1194,28.470426,27.17635,27.17635,1.04592773726902
"RGL2","Rgl2",21.321409,22.911299,27.010534,1011,216,393,23.7477473333333,36.38727,36.38727,0.661929778059038
"RGL3","Rgl3",1.000089,1.067082,1.749338,96,29,42,1.27216966666667,17.86171,17.86171,0.120464669781619
"RGMA","Rgma",3.037099,2.734631,3.626077,382,86,167,3.13260233333333,45.18328,45.18328,0.089482651152827
"RGMB","Rgmb",135.234393,106.475336,112.930237,13156,2874,4948,118.213322,9.37688,9.37688,11.4883589286953
"RGN","Rgn",0.033456,0.067779,0,2,1,0,0.033745,20.86978,20.86978,0.0472681938272813
"RGP1","Rgp1",19.141453,14.683436,18.47599,1694,400,660,17.4336263333333,5.33154,5.33154,2.91139696398243
"RGPD8","Ranbp2",15.420724,15.50072,16.300675,6289,1571,2610,15.7407063333333,0.08298,0.08298,15.4580013789113
"RGR","Rgr",0,0.022988,0,0,1,0,0.00766266666666667,3.15329,3.15329,0.24261794063662
"RGS1","Rgs1",0.199312,0,0,5,0,0,0.0664373333333333,66.79989,66.79989,0.0157291897277906
"RGS10","Rgs10",217.070344,199.865436,204.922373,5231,1005,1884,207.286051,30.0807,30.0807,6.7014594587638
"RGS11","Rgs11",28.041401,20.741139,24.947728,1180,294,516,24.576756,69.49678,69.49678,0.362807436027575
"RGS12","Rgs12",10.194154,13.917643,13.795104,723,188,299,12.6356336666667,260.83075,260.83075,0.0520780453276274
"RGS13","Rgs13",0,0,0,0,0,0,0,0,0,1
"RGS14","Rgs14",2.63959,3.873679,2.279492,236,53,75,2.93092033333333,28.81523,28.81523,0.131842696948282
"RGS16","Rgs16",0.630619,0.390087,0.404886,60,9,15,0.475197333333333,7.17788,7.17788,0.180388723401827
"RGS17","Rgs17",10.441448,8.876283,9.383914,3222,744,1215,9.567215,1.68037,1.68037,3.9424463786716
"RGS18","Rgs18",0.085112,0.276779,0.14597,6,5,4,0.169287,1.26546,1.26546,0.516136678643631
"RGS19","Rgs19",34.60157,15.615223,33.674966,414,66,140,27.9639196666667,9.16943,9.16943,2.84813599844501
"RGS2","Rgs2",6.886647,6.228682,5.320164,403,110,143,6.14516433333333,33.81485,33.81485,0.205233236200453
"RGS20","Rgs20",1.729552,1.205409,2.886313,74,14,25,1.94042466666667,16.36805,16.36805,0.169300794658391
"RGS22","Rgs22",0.141474,0,0,5,0,0,0.047158,3.25701,3.25701,0.245984388103387
"RGS3","Rgs3",162.80127,129.058133,130.32815,8767,1935,3240,140.729184333333,29.12641,29.12641,4.70448302115431
"RGS4","Rgs4",523.174696,491.733149,463.024388,61236,13995,21133,492.644077666667,46.01309,46.01309,10.5001410812747
"RGS5","Rgs5",54.631384,51.546035,49.726509,9138,2145,3256,51.967976,207.41158,207.41158,0.254150829814735
"RGS6","Rgs6",13.940636,13.477476,15.578434,1322,308,635,14.332182,4.70918,4.70918,2.68553137228113
"RGS7","Rgs7",159.920657,175.830375,152.703617,2827,645,1154,162.818216333333,62.42263,62.42263,2.58296157591278
"RGS7BP","Rgs7bp",88.140583,82.680255,93.365519,25735,6003,10952,88.062119,25.22629,25.22629,3.39590994380067
"RGS8","Rgs8",19.488496,16.056308,18.654641,3385,711,1200,18.0664816666667,1.92931,1.92931,6.50886443110038
"RGS9","Rgs9",1.851298,2.184344,1.720376,175,41,64,1.91867266666667,5.12409,5.12409,0.476588793872505
"RGS9BP","Rgs9bp",0.176375,0.227561,0.161155,49,16,18,0.188363666666667,0.24894,0.24894,0.951497803470676
"RHAG","Rhag",0.050693,0,0.028028,4,0,1,0.0262403333333333,0.12447,0.12447,0.912643586163556
"RHBDD1","Rhbdd1",4.193055,4.189482,4.31362,633,154,254,4.23205233333333,22.81984,22.81984,0.21965102760276
"RHBDD2","Rhbdd2",19.315995,13.731505,19.222834,1691,341,620,17.4234446666667,196.08465,196.08465,0.093479855821682
"RHBDD3","Rhbdd3",8.479713,9.176667,8.548518,373,90,146,8.734966,28.37958,28.37958,0.331351435248564
"RHBDF1","Rhbdf1",8.686617,6.761643,9.566049,631,166,241,8.338103,24.23052,24.23052,0.370111396832091
"RHBDF2","Rhbdf2",1.872788,1.182424,2.370189,261,44,117,1.808467,29.33386,29.33386,0.0925852166522823
"RHBDL1","Rhbdl1",1.833142,1.652121,2.485165,64,14,41,1.99014266666667,25.39226,25.39226,0.11329619618277
"RHBDL2","Rhbdl2",0.190986,0,0.545073,4,0,7,0.245353,17.28084,17.28084,0.0681234013316675
"RHBDL3","Rhbdl3",3.382872,3.87698,3.434978,487,129,200,3.56494333333333,7.75875,7.75875,0.521186622900909
"RHBG","Rhbg",0,0,0,0,0,0,0,0.4564,0.4564,0.68662455369404
"RHCG","Rhcg",0.105328,0.049103,0,1,1,0,0.051477,3.46447,3.46447,0.235521125687932
"RHD","Rhd",0.086656,0.07151,0.223111,5,1,5,0.127092333333333,4.37726,4.37726,0.20960346595354
"RHEB","Rheb",138.299742,138.843596,142.830363,3759,888,1580,139.991233666667,103.8925,103.8925,1.34414980734244
"RHEBL1","Rhebl1",21.459216,23.239468,16.901661,738,172,230,20.5334483333333,0.82981,0.82981,11.768133485626
"RHNO1","Rhno1",8.062888,6.820189,9.202695,380,81,140,8.02859066666667,12.42644,12.42644,0.672448591485656
"RHO","Rho",2.257017,1.389046,1.680732,114,24,29,1.77559833333333,0,0,2.77559833333333
"RHOA","Rhoa",126.720791,171.114246,143.977124,6792,1660,2733,147.270720333333,209.23717,209.23717,0.705254548153085
"RHOB","Rhob",33.097447,32.132779,33.818258,2925,689,1254,33.0161613333333,364.30835,364.30835,0.0931162984184001
"RHOBTB1","Rhobtb1",1.099741,2.682537,0.965584,164,34,70,1.58262066666667,11.22321,11.22321,0.211288251340414
"RHOBTB2","Rhobtb2",15.562475,14.410423,12.646391,2958,691,1048,14.2064296666667,29.76952,29.76952,0.494204318646071
"RHOBTB3","Rhobtb3",10.559576,14.61696,15.639679,1363,381,712,13.605405,26.15983,26.15983,0.537757600102799
"RHOC","Rhoc",44.8056,44.556781,39.208013,1209,239,396,42.856798,100.09611,100.09611,0.433812913276287
"RHOD","Rhod",0.509309,0.599785,0.49859,24,6,9,0.535894666666667,4.06608,4.06608,0.303172209413722
"RHOF","Rhof",9.683094,10.276529,12.068329,881,229,332,10.675984,8.13216,8.13216,1.27855666129371
"RHOG","Rhog",19.234334,22.356809,11.846612,516,118,163,17.812585,86.11377,86.11377,0.215954205632473
"RHOH","Rhoh",0.021954,0.452566,0.056312,3,1,3,0.176944,1.95006,1.95006,0.398955953438235
"RHOJ","Rhoj",4.433157,3.115009,3.576775,283,51,100,3.70831366666667,34.12603,34.12603,0.134040586615301
"RHOQ","Rhoq",52.716807,53.461515,46.696882,5205,1121,1950,50.9584013333333,30.62007,30.62007,1.64320956067881
"RHOT1","Rhot1",33.520089,35.143452,36.90407,3439,833,1479,35.1892036666667,19.31388,19.31388,1.78150130190129
"RHOT2","Rhot2",107.829783,108.844099,109.859941,2842,713,1089,108.844607666667,149.03429,149.03429,0.732130019521982
"RHOU","Rhou",13.853799,13.599238,15.563301,1884,452,825,14.3387793333333,190.25522,190.25522,0.0802005787519595
"RHOV","Rhov",14.747156,12.765216,13.123019,942,196,341,13.5451303333333,3.60968,3.60968,3.15534491186662
"RHPN1","Rhpn1",5.124004,3.368287,4.956,245,52,100,4.48276366666667,45.80564,45.80564,0.117138953054945
"RHPN2","Rhpn2",1.303362,1.081443,1.4272,182,35,71,1.27066833333333,3.07031,3.07031,0.557861276741411
"RIBC1","Ribc1",0.246399,0.217553,0.135372,14,3,3,0.199774666666667,2.82136,2.82136,0.313965359627637
"RIBC2","Ribc2",0.018855,0.077728,0.14515,1,1,3,0.0805776666666667,0.47714,0.47714,0.731533684462317
"RIC3","Ric3",19.988391,19.695467,21.176363,3783,922,1620,20.2867403333333,28.25511,28.25511,0.72762468961263
"RIC8A","Ric8a",69.01972,71.486065,62.271868,3874,887,1397,67.592551,77.91938,77.91938,0.869147109366546
"RIC8B","Ric8b",20.225577,19.083382,23.430125,2167,528,865,20.913028,10.12371,10.12371,1.96993880638744
"RICTOR","Rictor",5.989904,5.191557,6.385739,2270,505,950,5.85573333333333,7.69651,7.69651,0.788331564424503
"RIF1","Rif1",2.657029,2.892608,3.077603,639,155,303,2.87574666666667,4.29428,4.29428,0.732063031548514
"RIIAD1","Riiad1",0.97151,0.652988,2.869939,4,2,3,1.49814566666667,20.18518,20.18518,0.117919492148127
"RILP","Rilp",1.342349,1.008097,1.458955,64,12,32,1.26980033333333,7.65502,7.65502,0.262252465428541
"RILPL1","Rilpl1",8.135987,9.585204,8.495264,494,125,209,8.73881833333333,39.25012,39.25012,0.241957498097728
"RILPL2","Rilpl2",3.707377,2.79745,2.540663,202,41,57,3.01516333333333,5.22782,5.22782,0.64471409471265
"RIMBP2","Rimbp2",18.282492,17.224852,14.486929,1578,366,597,16.6647576666667,10.70458,10.70458,1.50921755984979
"RIMBP3C","Rimbp3",0.043214,0.017826,0.043318,10,1,4,0.034786,0,0,1.034786
"RIMKLA","Rimkla",41.716628,36.895101,41.167321,6835,1502,2682,39.92635,4.12832,4.12832,7.98045948770747
"RIMKLB","Rimklb",11.004897,11.956823,14.598193,365,111,179,12.519971,50.68079,50.68079,0.261605346977088
"RIMS1","Rims1",22.147175,20.172372,19.687782,2788,647,1014,20.6691096666667,25.49598,25.49598,0.817826314281135
"RIMS2","Rims2",24.264737,22.941343,18.600382,2352,572,1016,21.9354873333333,33.33771,33.33771,0.667938756933218
"RIMS3","Rims3",54.218908,47.622944,47.437523,12706,2872,4584,49.7597916666667,11.01576,11.01576,4.22443454818228
"RIMS4","Rims4",1.405223,1.629176,1.14968,302,85,97,1.394693,14.7914,14.7914,0.15164538926251
"RIN1","Rin1",0.605674,0.4282,0.525199,58,14,9,0.519691,12.75836,12.75836,0.110455824676778
"RIN2","Rin2",12.418729,17.125475,11.287146,1049,277,420,13.61045,24.74915,24.74915,0.567414846703678
"RIN3","Rin3",1.425361,1.045643,1.289847,187,30,62,1.253617,8.50558,8.50558,0.23708358669329
"RING1","Ring1",7.444217,6.551945,10.506111,612,137,249,8.16742433333333,59.91245,59.91245,0.150501651687518
"RINL","Rinl",0.856096,2.063814,1.772803,56,22,19,1.56423766666667,6.78372,6.78372,0.329436010887682
"RINT1","Rint1",8.471991,7.558848,6.779081,855,184,297,7.60330666666667,11.36843,11.36843,0.695585993264033
"RIOK1","Riok1",9.382942,9.708795,13.552957,423,110,193,10.8815646666667,9.54284,9.54284,1.12697951089713
"RIOK2","Riok2",11.423523,9.514872,11.76859,808,197,336,10.9023283333333,11.53439,11.53439,0.949573799230224
"RIOK3","Riok3",204.69739,214.476453,218.986937,2913,771,1190,212.72026,27.38381,27.38381,7.5296537004722
"RIPK1","Ripk1",1.612911,1.797675,2.09424,223,50,118,1.834942,4.99962,4.99962,0.472520259616442
"RIPK2","Ripk2",3.00584,2.743318,3.270158,313,70,137,3.00643866666667,6.11987,6.11987,0.56271233416715
"RIPK3","Ripk3",0.421015,0.907133,0,7,3,0,0.442716,1.24472,1.24472,0.642715349798639
"RIPK4","Ripk4",0.662588,0.710664,0.881335,100,26,52,0.751529,0.31118,0.31118,1.33584176085663
"RIPPLY1","Ripply1",0.15716,0,0.20122,4,0,2,0.11946,0.2282,0.2282,0.91146393095587
"RIPPLY2","Ripply2",0.625652,1.453132,1.858685,9,4,9,1.31248966666667,12.26048,12.26048,0.17438958971822
"RIT1","Rit1",78.159278,87.544213,85.197588,2451,563,940,83.633693,10.04073,10.04073,7.66558850728167
"RIT2","Rit2",39.650879,33.544685,39.899817,2786,595,1086,37.6984603333333,170.58866,170.58866,0.225530407040496
"RLBP1","Rlbp1",2.654608,3.150566,2.45359,165,37,61,2.75292133333333,3.56819,3.56819,0.821533546838755
"RLIM","Rlim",10.867868,10.641016,11.001017,3351,800,1331,10.8366336666667,5.7257,5.7257,1.75991103776063
"RLN2","Rln1",0.089379,0.365673,0,1,1,0,0.151684,0,0,1.151684
"RLN3","Rln3",0.113045,0,0.14007,2,0,1,0.0843716666666667,0,0,1.08437166666667
"RMI1","Rmi1",7.392803,7.857878,6.96495,791,207,290,7.40521033333333,3.04956,3.04956,2.07558607190246
"RMI2","Rmi2",0.053591,0.216796,0.121882,8,8,7,0.130756333333333,0.93354,0.93354,0.5848114511897
"RMND1","Rmnd1",17.943706,18.460054,14.394934,599,156,207,16.932898,7.92471,7.92471,2.00935358123681
"RMND5A","Rmnd5a",23.038419,22.929212,22.031554,4600,1106,1800,22.666395,14.68768,14.68768,1.50859751091302
"RMND5B","Rmnd5b",19.75554,22.069519,18.110405,1018,230,378,19.978488,23.19325,23.19325,0.867121531832226
"RNASE1","Rnase1",0,0,0,0,0,0,0,730.19333,730.19333,0.00136762735513465
"RNASE10","Rnase10",0,0,0,0,0,0,0,10.80831,10.80831,0.0846861235858476
"RNASE11","Rnase11",0,0,0,0,0,0,0,0,0,1
"RNASE12","Rnase12",0,0,0,0,0,0,0,0,0,1
"RNASE13","Rnase13",0,0,0,0,0,0,0,0,0,1
"RNASE2","Rnase2b",0,0,0,0,0,0,0,2.09528,2.09528,0.323072549171642
"RNASE4","Rnase4",12.289052,9.775024,11.866104,690,131,255,11.31006,2.90434,2.90434,3.15291701030136
"RNASE6","Rnase6",0.264435,0.112346,0.070156,7,1,1,0.148979,3.25701,3.25701,0.269902819114825
"RNASE9","Rnase9",0,0,0,0,0,0,0,0,0,1
"RNASEH1","Rnaseh1",11.79677,11.146024,11.373682,307,80,126,11.4388253333333,12.28122,12.28122,0.936572493591201
"RNASEH2A","Rnaseh2a",46.108962,42.176755,39.549472,655,179,245,42.6117296666667,14.27277,14.27277,2.85552192998825
"RNASEH2B","Rnaseh2b",12.612602,12.963181,10.199643,295,61,109,11.925142,13.83712,13.83712,0.871135503386102
"RNASEH2C","Rnaseh2c",71.397091,77.59476,66.111176,191,54,114,71.701009,49.51905,49.51905,1.43908107931562
"RNASEK","Rnasek",274.957395,202.096728,241.987791,3491,674,1285,239.680638,302.46658,302.46658,0.793104262090409
"RNASEL","Rnasel",19.377384,15.883862,11.37784,1026,254,363,15.546362,1.38994,1.38994,6.92333782438053
"RNASET2","Rnaset2b",34.20514,29.02893,26.410876,653,139,244,29.8816486666667,69.26858,69.26858,0.439480186829827
"RND1","Rnd1",0.63276,0.208864,0.649032,47,4,17,0.496885333333333,9.87477,9.87477,0.137647539518843
"RND2","Rnd2",14.832282,13.421007,15.173428,735,164,303,14.4755723333333,48.54402,48.54402,0.312360045336114
"RND3","Rnd3",6.213587,5.981135,5.544443,702,166,246,5.913055,6.55552,6.55552,0.914967467493965
"RNF10","Rnf10",148.129953,140.299503,159.444938,6896,1537,2668,149.291464666667,310.53651,310.53651,0.482420069052795
"RNF103","Rnf103",19.3396,20.971463,19.210755,2154,570,862,19.840606,18.91972,18.91972,1.04622986668487
"RNF11","Rnf11",89.498141,88.620956,88.071277,8337,2028,3273,88.7301246666667,91.79799,91.79799,0.966940390267792
"RNF111","Rnf111",8.046443,7.527019,7.057686,1424,312,513,7.543716,15.12333,15.12333,0.529897732044187
"RNF112","Rnf112",52.921071,54.137526,54.504533,6341,1618,2328,53.8543766666667,21.78257,21.78257,2.40773436300938
"RNF114","Rnf114",20.296971,17.896448,18.404426,1651,352,579,18.8659483333333,26.94815,26.94815,0.710814430770313
"RNF115","Rnf115",24.206627,24.234208,25.308556,2031,515,849,24.5831303333333,26.94815,26.94815,0.915378310669341
"RNF121","Rnf121",12.142712,9.573465,11.572982,667,193,280,11.0963863333333,17.09413,17.09413,0.668525446281934
"RNF122","Rnf122",4.529213,4.648932,5.422269,328,86,148,4.86680466666667,3.25701,3.25701,1.37815148817284
"RNF123","Rnf123",96.581873,91.730064,73.412353,2673,614,988,87.24143,20.99425,20.99425,4.01202268774793
"RNF125","Rnf125",20.699388,16.982773,19.361175,994,201,371,19.0144453333333,10.06147,10.06147,1.80938386429049
"RNF126","Rnf126",14.445772,9.262484,13.777591,759,130,330,12.4952823333333,98.56096,98.56096,0.135547932978281
"RNF128","Rnf128",3.278309,3.1046,3.358744,283,76,135,3.24721766666667,2.15751,2.15751,1.3451161410943
"RNF13","Rnf13",145.458307,143.841946,159.227099,5203,1310,2221,149.509117333333,190.31745,190.31745,0.78669832434696
"RNF130","Rnf130",28.060529,28.878506,29.840673,4256,954,1649,28.9265693333333,262.8223,262.8223,0.113434570668717
"RNF133","Rnf133",0,0,0.05449,0,0,1,0.0181633333333333,0,0,1.01816333333333
"RNF135","Rnf135",5.065793,4.353253,5.758202,193,42,67,5.05908266666667,3.25701,3.25701,1.42331887091331
"RNF138","Rnf138",3.435119,2.654428,3.774531,377,74,160,3.288026,15.2478,15.2478,0.263914253006561
"RNF139","Rnf139",8.551463,7.10699,8.591162,1456,305,569,8.083205,8.81676,8.81676,0.925275243563049
"RNF14","Rnf14",181.160545,190.027773,183.498043,12263,2842,4825,184.895453666667,27.25933,27.25933,6.57819748970222
"RNF141","Rnf141",60.115438,79.657089,60.269039,3017,706,1218,66.680522,53.02501,53.02501,1.25276278523595
"RNF144A","Rnf144a",24.788385,25.116272,28.531331,3678,910,1351,26.1453293333333,61.69654,61.69654,0.432963754193347
"RNF144B","Rnf144b",2.079745,2.35141,2.431955,389,105,172,2.28770333333333,5.43527,5.43527,0.510888173042209
"RNF145","Rnf145",20.977891,19.559927,22.334163,2625,615,1097,20.957327,24.12679,24.12679,0.873861205510135
"RNF146","Rnf146",28.512169,22.667125,25.570583,1684,350,609,25.5832923333333,34.91435,34.91435,0.740185812449156
"RNF148","Rnf148",0.022672,0,0,1,0,0,0.00755733333333333,0,0,1.00755733333333
"RNF149","Rnf149",13.520973,12.291633,15.752736,787,196,348,13.855114,42.9013,42.9013,0.338375264513807
"RNF150","Rnf150",5.027037,4.153155,4.702894,2061,414,772,4.62769533333333,3.44372,3.44372,1.26643787937434
"RNF151","Rnf151",0.02321,0,0,1,0,0,0.00773666666666667,0,0,1.00773666666667
"RNF152","Rnf152",0.342913,0.318636,0.426591,122,28,60,0.362713333333333,12.26048,12.26048,0.102765008003732
"RNF157","Rnf157",822.034935,683.489737,770.784829,18531,3867,6732,758.769833666667,131.75345,131.75345,5.72316451035108
"RNF165","Rnf165",1.008205,1.790101,0.86836,218,51,93,1.222222,5.51825,5.51825,0.340923100525448
"RNF166","Rnf166",9.762522,8.06441,8.673393,408,75,152,8.83344166666667,64.51791,64.51791,0.150087841121102
"RNF167","Rnf167",72.252354,86.862638,79.701518,1583,329,632,79.6055033333333,207.66053,207.66053,0.386299715299934
"RNF168","Rnf168",10.502456,11.51515,10.41048,1714,462,698,10.809362,4.70918,4.70918,2.06848654272593
"RNF169","Rnf169",2.194178,2.577014,1.81882,589,168,215,2.19667066666667,0.89205,0.89205,1.68952758471852
"RNF17","Rnf17",0.307514,0.526894,0.801393,47,10,18,0.545267,0.58087,0.58087,0.977478856578972
"RNF170","Rnf170",10.079613,9.930168,15.181983,1463,363,719,11.730588,56.44798,56.44798,0.221602012812287
"RNF180","Rnf180",7.033965,5.262402,6.46285,628,125,225,6.25307233333333,3.21552,3.21552,1.72056409015574
"RNF181","Rnf181",58.882392,56.973214,55.830826,2722,650,989,57.2288106666667,129.7619,129.7619,0.445304103616318
"RNF182","Rnf182",1.743193,2.208171,4.267228,252,64,100,2.73953066666667,4.66769,4.66769,0.659798024709655
"RNF183","Rnf183",0,0,0,0,0,0,0,0.62236,0.62236,0.61638600557213
"RNF185","Rnf185",9.729197,8.581026,9.356339,1081,238,405,9.22218733333333,21.03574,21.03574,0.463891266339743
"RNF186","Rnf186",0,0,0,0,0,0,0,0,0,1
