"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"GYS1",759,5.26574,635,4.72859,851,6.20705,5.40046,35.643673,30.145483,27.818601,31.2025856666667,649,512,601,0.198756089534301
"GYS2",18,0.0457454,21,0.0572841,13,0.0347341,0.0459212,0.052021,0,0,0.0173403333333333,2,0,0,1.02809371233029
"GZF1",668,10.725,721,12.425,761,12.8453,11.9984333333,8.308617,11.73865,8.227998,9.42508833333333,225,261,247,1.2468415535376
"GZMA",22,0.505242,7,0.17255,58,1.40037,0.692720666667,0,0.118235,0,0.0394116666666667,0,1,0,1.62853729754204
"GZMB",29,1.52875,41,2.31986,106,5.87465,3.24108666667,0.225269,0.279049,0.506198,0.336838666666667,1,2,4,3.17247456437276
"GZMH",8,0.434035,2,0.116468,39,2.22453,0.925011,0.220193,0,0,0.0733976666666667,1,0,0,1.79338101784582
"GZMK",30,0.508092,8,0.145429,86,1.53129,0.728270333333,0,0,0,0,0,0,0,1.728270333333
"GZMM",11,0.326208,4,0.127322,15,0.467661,0.307063666667,0.359317,0.45863,0.320336,0.379427666666667,4,4,3,0.947540562112596
"H2AC18",162,51.5505,118,40.3033,151,50.5165,47.4567666667,1.163954,9.663474,0.026516,3.61798133333333,6,39,0,10.4930624809874
"H2AC19",163,50.4893,119,39.5639,151,49.173,46.4087333333,12.062402,4.963655,13.296314,10.107457,63,21,61,4.26818967953691
"H2AC21",0,0,0,0,1,0.34654,0.115513333333,0,0,0.277803,0.092601,0,0,1,1.02097044880336
"H2AC8",2,0.68644,7,2.57876,4,1.44335,1.56951666667,0.916769,2.544162,2.859387,2.10677266666667,4,9,11,0.827069419735464
"H2AJ",611,29.4865,668,34.6018,821,41.6546,35.2476333333,8.192187,22.096421,8.271324,12.8533106666667,96,195,91,2.61653219259117
"H2AW",84,16.3963,65,13.6183,64,13.1337,14.3827666667,5.86504,4.547204,7.216172,5.87613866666667,63,39,67,2.23712281156731
"H2AX",260,28.1424,235,27.3021,167,19.0039,24.8161333333,8.55534,10.713223,7.930137,9.06623333333333,168,159,128,2.5646269541371
"H2AZ1",983,75.6516,1049,86.6524,1084,87.7066,83.3368666667,137.819649,162.832439,152.064977,150.905688333333,1305,1241,1295,0.55519228800462
"H2AZ2",2749,22.5543,3289,28.964,3532,30.4658,27.3280333333,51.30853,65.95356,50.994941,56.085677,1632,1455,1502,0.496237144271758
"H2BC11",29,0.73917,33,0.902819,37,0.991485,0.877824666667,3.560014,4.127696,5.200965,4.296225,15,17,15,0.354559080603071
"H2BC13",1,0.35799,2,0.768495,3,1.12909,0.751858333333,0.249436,0,0.283119,0.177518333333333,1,0,1,1.48775461386985
"H2BC14",0,0,0,0,3,1.44619,0.482063333333,0.275807,0,0,0.0919356666666667,1,0,0,1.35728081660458
"H2BC18",1042,6.13227,670,4.23223,2073,12.826,7.73016666667,2.157475,1.597089,1.804624,1.85306266666667,44,31,38,3.05992811467747
"H2BC5",157,2.07723,149,2.11598,111,1.544,1.91240333333,10.787041,9.950172,13.184141,11.307118,89,67,89,0.236643813224997
"H2BC6",189,2.62111,253,3.76604,143,2.08496,2.82403666667,0.706767,0.875559,0.867963,0.816763,27,27,30,2.10486269627354
"H3C10",13,1.83596,17,2.57698,15,2.22715,2.21336333333,0.857284,0.303817,1.036687,0.732596,14,4,15,1.85465240213529
"H3C13",9,3.82553,5,2.28118,8,3.57501,3.22724,0,0,0,0,0,0,0,4.22724
"H4C11",17,7.96216,23,11.5625,20,9.84804,9.7909,0,0,0,0,0,0,0,10.7909
"H4C15",154,3.75435,128,3.34938,176,4.51091,3.87154666667,1.718458,1.200164,0.461939,1.12685366666667,29,17,10,2.29049451921391
"H4C8",249,5.41719,329,7.68266,302,6.90749,6.66911333333,5.658381,3.843878,4.110684,4.53764766666667,119,67,78,1.38490452895613
"H6PD",991,4.73503,1029,5.27721,2257,11.3375,7.11658,10.380147,8.409626,8.371339,9.053704,1311,833,1017,0.807322356019234
"HAAO",143,0.979493,149,1.09545,138,0.993762,1.02290166667,0.655508,2.608495,0.613741,1.29258133333333,7,27,5,0.882368549921312
"HABP2",3,0.0135195,2,0.00967409,0,0,0.00773119666667,0,0,0.025049,0.00834966666666667,0,0,1,0.999386651257553
"HABP4",2424,10.2864,2422,11.0318,2217,9.89087,10.4030233333,7.972755,10.332622,8.812064,9.039147,307,317,295,1.13585579863508
"HACD1",207,1.2759,226,1.49518,248,1.60707,1.45938333333,9.47874,18.449001,15.900546,14.609429,72,101,91,0.1575575463606
"HACD2",1318,2.44342,1365,2.71616,1278,2.49088,2.55015333333,6.046127,9.975877,6.775264,7.59908933333333,304,352,297,0.41285224466366
"HACD3",3168,11.5465,3313,12.9607,3104,11.8939,12.1337,84.448525,85.863353,92.107609,87.4731623333333,3791,2894,3648,0.148448406879786
"HACD4",316,1.71807,373,2.17672,522,2.98374,2.29284333333,0.168231,0.350104,0.217532,0.245289,21,25,16,2.64424027942911
"HACE1",1018,1.34908,1525,2.1692,1063,1.48102,1.66643333333,5.99143,7.901738,4.585453,6.15954033333333,196,236,148,0.372430799909827
"HACL1",377,1.60037,480,2.18706,534,2.38319,2.05687333333,4.37288,3.332123,4.558293,4.08776533333333,96,62,86,0.600828287677183
"HADH",1056,4.05794,1191,4.91241,1387,5.60346,4.85793666667,8.451325,7.515814,8.615532,8.19422366666667,232,161,189,0.637132277726475
"HADHA",4705,15.2108,4300,14.9211,4121,14.0066,14.7128333333,52.53344,50.41158,49.547272,50.830764,1972,1550,1690,0.303156506303862
"HADHB",3398,12.5513,3889,15.4186,3107,12.0655,13.3451333333,40.324719,45.353423,39.935106,41.8710826666667,968,782,994,0.334610941478595
"HAGH",1312,7.26759,1586,9.42975,811,4.72297,7.14010333333,33.225859,32.343602,36.888495,34.152652,401,306,370,0.231564416059704
"HAGHL",552,11.2263,526,11.4822,322,6.8848,9.86443333333,15.275634,13.33355,15.64138,14.750188,128,69,98,0.689797057237031
"HAL",3,0.0221101,2,0.0158212,17,0.131721,0.0565507666667,0.92189,0.263113,0.096009,0.427004,5,4,5,0.740397901243935
"HAMP",120,4.73439,41,1.73623,541,22.4398,9.63680666667,0.380519,0.168079,0.144164,0.230920666666667,5,5,5,8.64134217152635
"HAO1",3,0.00911886,1,0.00326257,3,0.00958691,0.00732278,0,0,0,0,0,0,0,1.00732278
"HAO2",9,0.0620184,9,0.0665674,6,0.0434678,0.0573512,0.043014,0,0.209903,0.0843056666666667,1,0,1,0.975141265516458
"HAP1",61,0.630459,67,0.743262,75,0.814941,0.729554,1.46858,0.845443,1.606879,1.30696733333333,50,35,47,0.749708925223909
"HAPLN1",47,0.0988652,78,0.176109,34,0.0751905,0.116721566667,331.765323,100.550631,234.207752,222.174568666667,9543,2326,6237,0.00500380295720403
"HAPLN2",105,2.8684,213,6.24554,48,1.37857,3.49750333333,1.283458,0.359808,1.469585,1.037617,13,4,14,2.20723685232799
"HAPLN3",147,1.40034,139,1.42125,176,1.76265,1.52808,24.290022,19.348605,24.003757,22.5474613333333,638,337,513,0.107361042628459
"HAPLN4",161,3.49442,382,8.89923,179,4.08451,5.49272,1.453539,1.157004,1.536012,1.382185,74,61,88,2.72553139239816
"HARBI1",194,2.25208,216,2.69139,191,2.33107,2.42484666667,2.111875,1.928854,2.805469,2.282066,60,44,56,1.04350328929095
"HARS1",2163,21.4287,2293,24.3828,2059,21.4454,22.4189666667,38.386899,36.464915,35.962865,36.9382263333333,1306,1009,1101,0.617292080576882
"HARS2",734,16.281,734,17.4752,825,19.2388,17.665,18.303726,14.833741,15.489311,16.208926,433,281,379,1.08461155565432
"HAS1",4,0.0642099,7,0.120609,2,0.0337528,0.0728572333333,0.294143,0.090739,0,0.128294,2,2,0,0.950866736270245
"HAS2",184,1.09615,146,0.933568,285,1.78499,1.27156933333,35.47784,27.948515,33.590878,32.3390776666667,2240,1426,1873,0.0681353382370616
"HAS3",320,4.27824,325,4.66378,360,5.06006,4.66736,1.244184,1.025989,1.39144,1.22053766666667,81,54,80,2.55224673063416
"HASPIN",4,0.249838,7,0.469285,14,0.919315,0.546146,0.538864,1.058079,0.484692,0.693878333333333,22,34,17,0.912784566384638
"HAT1",590,1.68312,654,2.00254,768,2.30336,1.99634,13.432847,21.668363,15.204081,16.7684303333333,301,390,308,0.168632791067588
"HAUS1",209,1.52413,249,1.94902,286,2.19271,1.88862,27.950497,35.21199,30.241344,31.1346103333333,149,154,148,0.0898912409404145
"HAUS2",785,6.47889,832,7.37047,813,7.0544,6.96792,5.976875,7.338044,4.990793,6.101904,235,213,201,1.12194138360642
"HAUS3",530,0.567069,585,0.671826,632,0.710911,0.649935333333,5.218859,4.775335,4.130798,4.70833066666667,292,236,210,0.289039901449239
"HAUS4",513,8.19651,587,10.0668,590,9.91064,9.39131666667,2.573717,4.791435,5.842368,4.40250666666667,20,28,32,1.92342505207521
"HAUS5",238,3.29438,226,3.35773,245,3.56534,3.40581666667,4.529494,6.494596,5.571736,5.531942,149,128,123,0.674503335557787
"HAUS6",501,1.75879,662,2.49444,736,2.71638,2.32320333333,4.24472,9.816151,7.175464,7.07877833333333,391,490,391,0.411349735840423
"HAUS7",277,1.0113,242,0.948321,386,1.48158,1.147067,9.907365,10.128584,10.230092,10.0886803333333,83,52,64,0.193626918213682
"HAUS8",100,0.674592,67,0.485128,68,0.482268,0.547329333333,3.107342,6.1299,4.895434,4.710892,50,65,52,0.270943546705664
"HAVCR1",11,0.0646881,23,0.145178,19,0.117469,0.1091117,0.637369,0.147994,0.10566,0.297007666666667,13,3,2,0.855131182724954
"HAVCR2",1353,4.14404,1109,3.64585,1936,6.23404,4.67464333333,0.48451,0.591418,0.646678,0.574202,16,9,12,3.60477456726011
"HAX1",953,49.4764,1001,55.7802,868,47.3765,50.8777,21.225185,18.864685,20.957741,20.3492036666667,256,187,226,2.4299594874819
"HBA1",193,39.9963,318,70.7344,64,13.9438,41.5581666667,0,0,0.823408,0.274469333333333,0,0,3,33.3928526592244
"HBA2",199,41.6349,328,73.6577,71,15.6171,43.6365666667,0,0,0,0,0,0,0,44.6365666667
"HBEGF",1048,13.3046,489,6.66331,392,5.23196,8.39995666667,19.705387,29.656311,19.489541,22.950413,647,795,573,0.39247576510142
"HBP1",1805,9.3955,2594,14.4928,2854,15.6183,13.1688666667,30.248967,33.581578,31.738591,31.8563786666667,650,578,594,0.431236406496451
"HBQ1",1,0.242301,2,0.520147,0,0,0.254149333333,2.851335,1.732399,1.606432,2.06338866666667,13,6,6,0.409399351437069
"HBS1L",2390,2.92636,2552,3.35391,2239,2.88219,3.05415333333,20.747731,26.544441,23.005952,23.432708,437,379,407,0.165931395460953
"HBZ",8,0.118681,6,0.0955398,1,0.0155966,0.0766058,0,0,0,0,0,0,0,1.0766058
"HCAR1",18,0.65938,18,0.707744,51,1.96414,1.11042133333,0.098861,0.234911,0.11878,0.150850666666667,7,14,8,1.83379251058058
"HCAR2",13,1.0998,4,0.363221,3,0.266827,0.576616,1.9e-05,0,0,6.33333333333333e-06,0,0,0,1.57660601482857
"HCAR3",6,0.509822,4,0.364811,1,0.0893317,0.321321566667,0.033255,0,0.037595,0.0236166666666667,1,0,1,1.2908363156784
"HCCS",421,6.24031,435,6.92076,492,7.66703,6.9427,8.565278,12.021428,8.445611,9.677439,202,199,182,0.743876879090576
"HCFC1",1067,7.68296,951,7.34996,1061,8.03189,7.68827,13.73371,22.575695,14.586275,16.9652266666667,1221,1109,865,0.483615941017907
"HCFC1R1",704,73.7781,839,94.3751,533,58.7246,75.6259333333,26.786577,21.908138,27.081959,25.2588913333333,196,137,179,2.91809476495415
"HCFC2",433,1.80132,729,3.25515,665,2.90846,2.65497666667,2.570959,4.228885,3.587414,3.46241933333333,138,150,136,0.819057196029986
"HCK",528,1.85712,326,1.23073,1340,4.95505,2.68096666667,0.103878,0.08029,0.090452,0.09154,3,2,2,3.37226914878978
"HCLS1",2295,13.5776,2111,13.4051,5020,31.2237,19.4021333333,0.561406,0.297675,0.13553,0.331537,11,2,2,15.3222428917109
"HCN1",2480,0.981209,2560,1.08715,1930,0.802796,0.957051666667,26.512518,15.360032,27.823399,23.231983,679,383,684,0.080763166046584
"HCN2",1430,9.15795,1342,9.22476,858,5.7768,8.05317,3.188978,2.133412,3.446028,2.922806,124,63,110,2.3078301603495
"HCN3",266,3.75181,189,2.86129,177,2.62465,3.07925,13.521276,8.991711,14.211655,12.2415473333333,437,216,350,0.308064450272453
"HCN4",110,0.391383,80,0.30552,57,0.213217,0.303373333333,0.990339,0.840512,0.910474,0.913775,99,65,77,0.681048364271139
"HCRTR1",1281,15.0873,1211,15.309,919,11.3793,13.9252,0,0,0.097174,0.0323913333333333,0,0,2,14.4569210512551
"HCRTR2",12,0.0119004,12,0.0127733,8,0.00834082,0.01100484,0.306793,0.333541,0.38963,0.343321333333333,8,7,9,0.752615785153416
"HCST",60,5.66898,57,5.78055,118,11.7212,7.72357666667,0.609307,0.466072,1.042599,0.705992666666667,2,2,3,5.11349013223777
"HDAC1",915,3.84689,938,4.23284,1075,4.75154,4.27709,42.941099,50.418857,40.711717,44.6905576666667,718,620,643,0.115496292220786
"HDAC10",283,7.94469,246,7.41253,292,8.6181,7.99177333333,42.70496,28.137073,34.12528,34.9891043333333,535,298,384,0.249847099556789
"HDAC11",1568,10.2591,1624,11.4048,968,6.6585,9.4408,52.093854,10.495415,48.051769,36.880346,166,134,148,0.275625782298821
"HDAC2",1322,2.9503,1448,3.46851,1595,3.74225,3.38702,100.239293,137.673973,107.869392,115.260886,1605,1676,1563,0.0377342729006899
"HDAC3",746,8.1586,749,8.79223,844,9.70415,8.88499333333,66.455944,86.579802,67.108596,73.3814473333333,522,493,490,0.132895953059791
"HDAC4",1681,0.830778,1945,1.03176,1640,0.852117,0.904885,6.313298,4.905822,3.530203,4.916441,507,332,384,0.321964674370961
"HDAC5",1255,4.66911,1204,4.80792,1066,4.16952,4.54885,17.613544,21.027372,19.381863,19.3409263333333,535,373,503,0.27279239445978
"HDAC6",1347,9.96864,1385,11.0017,1304,10.1457,10.3720133333,184.714061,146.844098,161.958688,164.505615666667,1567,1068,1292,0.0687107400404079
"HDAC7",1203,4.16899,1298,4.82815,1955,7.12279,5.37331,56.139748,54.284307,55.84812,55.4240583333333,1297,1098,1069,0.112953768095672
"HDAC8",777,0.557262,802,0.617381,933,0.70349,0.626044333333,13.957167,25.170576,13.626822,17.584855,241,221,178,0.0874929792744146
"HDAC9",636,0.121368,961,0.196839,823,0.165115,0.161107333333,2.668879,1.909115,3.953634,2.843876,160,107,208,0.302066802709817
"HDC",4,0.0290935,12,0.0936823,34,0.259988,0.127587933333,0,0.300937,0.038063,0.113,0,1,1,1.01310685834052
"HDDC2",2088,4.4421,2273,5.19036,1728,3.86491,4.49912333333,35.963292,45.577586,34.260197,38.6003583333333,333,343,300,0.13886549427259
"HDDC3",208,6.9439,170,6.09157,130,4.56269,5.86605333333,18.324642,4.268854,6.931895,9.841797,82,58,81,0.633294769615222
"HDGF",1629,11.4673,1821,13.7592,1891,13.9949,13.0738,38.660106,40.854591,39.142218,39.552305,903,824,766,0.347053022016874
"HDGFL2",668,3.90141,689,4.31921,641,3.93587,4.05216333333,159.1975,239.962276,165.282072,188.147282666667,656,555,558,0.0267102083736165
"HDGFL3",2280,4.18899,2526,4.98136,3001,5.79666,4.98900333333,34.988652,36.601494,27.978278,33.1894746666667,717,695,672,0.175170966846385
"HDHD2",1640,6.64856,1665,7.245,1642,6.99834,6.96396666667,18.700116,18.553389,20.851066,19.3681903333333,368,285,305,0.391000208478839
"HDHD3",259,12.6353,274,14.3475,181,9.28331,12.0887033333,4.085937,2.402858,3.505613,3.33146933333333,87,47,78,3.02176982590511
"HDHD5",598,3.76103,576,3.88838,748,4.9459,4.19843666667,12.235843,9.785098,12.534607,11.518516,328,200,285,0.415259817271472
"HDLBP",8320,16.1863,8137,16.9914,8028,16.4199,16.5325333333,1118.061696,1316.723315,1086.761039,1173.84868333333,9968,8927,8606,0.0149232267797721
"HDX",287,0.271598,256,0.260031,268,0.266635,0.266088,1.081907,2.436804,1.70844,1.74238366666667,94,83,95,0.461674278252581
"HEATR1",1982,6.23745,2442,8.24878,2807,9.28719,7.92447333333,4.815647,5.820427,4.139072,4.92504866666667,646,549,495,1.50622785320526
"HEATR3",472,1.99642,424,1.92493,731,3.25061,2.39065333333,12.196493,15.790451,12.872136,13.6196933333333,307,259,291,0.23192369744167
"HEATR4",748,1.62402,810,1.88762,875,1.99726,1.8363,0.721559,0.877047,1.288465,0.962357,11,10,12,1.44535372513768
"HEATR5A",1447,1.96322,1999,2.91107,1709,2.4377,2.43733,11.636398,18.384008,11.435401,13.8186023333333,1055,1160,916,0.231960472565485
"HEATR5B",1504,2.26526,1695,2.74019,1917,3.0355,2.68031666667,10.331798,10.507974,11.403518,10.7477633333333,631,482,491,0.313278073642103
"HEATR6",358,1.75002,353,1.85215,393,2.01972,1.87396333333,8.769532,11.957064,11.18458,10.6370586666667,282,257,234,0.246966472856429
"HEATR9",61,0.764136,59,0.793293,59,0.777018,0.778149,0.094754,0.415389,0.057862,0.189335,2,8,2,1.49507834209874
"HEBP1",476,3.2744,454,3.35214,541,3.91256,3.51303333333,2.675544,5.704964,3.327752,3.90275333333333,37,57,37,0.920509971947056
"HEBP2",2587,24.211,2432,24.4298,2321,22.8365,23.8257666667,6.958202,8.31332,8.423768,7.89843,102,86,102,2.78990413665107
"HECA",1289,4.92503,1325,5.43391,1476,5.92899,5.42931,1.838689,2.930537,2.391112,2.38677933333333,155,197,177,1.8983551531455
"HECTD1",4289,6.9576,4868,8.47606,4658,7.94403,7.79256333333,45.365799,47.529728,41.277863,44.7244633333333,1364,1253,1196,0.192294511347937
"HECTD2",455,0.753085,599,1.06414,539,0.937906,0.918377,4.938179,7.468511,4.243481,5.550057,249,382,231,0.292879436011015
"HECTD3",924,18.3747,1057,22.5613,896,18.7325,19.8895,25.991965,18.756549,25.931651,23.560055,450,297,379,0.85054776953879
"HECTD4",4314,3.39098,4587,3.87003,3785,3.12787,3.46296,29.398761,28.772435,30.631162,29.600786,2034,1553,1476,0.145844619808132
"HECW1",1954,0.752938,1729,0.715106,1615,0.654253,0.707432333333,2.563269,4.286342,5.429277,4.09296266666667,290,215,242,0.335253259268541
"HECW2",537,0.231875,514,0.238223,531,0.241053,0.237050333333,2.812151,5.777073,3.635231,4.07481833333333,276,279,237,0.243762486079075
"HEG1",871,1.68531,1020,2.11837,1117,2.27223,2.02530333333,14.977026,26.505347,11.600207,17.6941933333333,1295,1522,1155,0.161831178237342
"HELB",236,0.914148,235,0.977041,351,1.42939,1.10685966667,0.365753,0.38539,0.164068,0.305070333333333,20,17,8,1.61436484521779
"HELLS",739,1.14786,876,1.46046,972,1.58727,1.39853,4.925389,11.417959,3.867828,6.73705866666667,186,268,179,0.310005404293173
"HELQ",391,1.40802,472,1.82438,448,1.69609,1.64283,3.02836,2.976536,3.631007,3.21196766666667,105,92,86,0.62745733328279
"HELZ",1288,1.28179,1745,1.86396,1810,1.89372,1.67982333333,2.540697,4.494986,2.533969,3.189884,518,566,488,0.639593681669946
"HELZ2",308,3.3309,289,3.35466,660,7.504,4.72985333333,5.847056,6.827497,5.265117,5.97989,255,222,193,0.820908829985859
"HEMGN",1,0.00967005,0,0,1,0.0101664,0.00661215,0.033593,0.083304,0,0.0389656666666667,1,2,0,0.968859878911623
"HEMK1",538,3.47885,476,3.3037,547,3.7186,3.50038333333,8.085693,8.821516,7.629112,8.17877366666667,474,385,333,0.490303334275846
"HENMT1",186,2.45479,193,2.734,264,3.66305,2.95061333333,4.469874,3.554114,7.456981,5.160323,76,50,110,0.641299706741026
"HEPACAM",1180,11.9796,1425,15.528,1069,11.4097,12.9724333333,0.021138,0.026663,0.072943,0.040248,1,1,3,13.431829076624
"HEPACAM2",3,0.0138153,3,0.0148286,2,0.00968294,0.0127756133333,0.037851,0,0,0.012617,1,0,0,1.00015663704372
"HEPH",1536,2.52389,1876,3.30867,1720,2.9713,2.93462,15.360858,22.088144,12.966255,16.8050856666667,777,988,546,0.220982930026902
"HEPHL1",15,0.0282213,42,0.0848155,10,0.0197799,0.0442722333333,0.033263,0.01375,0.049835,0.0322826666666667,3,1,4,1.01161461589329
"HERC1",3702,2.87016,4695,3.90702,4345,3.54158,3.43958666667,59.205353,61.253383,72.143164,64.2006333333333,1567,1391,1324,0.0680911586237659
"HERC2",7463,6.17516,7218,6.4105,7691,6.69045,6.42537,74.829677,64.612035,83.6033,74.3483373333333,2429,1886,1939,0.0985472309382345
"HERC3",3639,5.47533,3775,6.09657,3389,5.36091,5.64427,2.022397,1.83688,2.435717,2.09833133333333,65,64,75,2.14446722612193
"HERC4",1984,2.25874,2097,2.56249,2328,2.78641,2.53588,16.057889,18.591769,15.552801,16.734153,879,715,731,0.199382513503746
"HERC6",875,2.37462,1061,3.0906,1484,4.23408,3.2331,0.227253,0.847964,0.561084,0.545433666666667,11,16,15,2.73910171060938
"HERPUD1",2948,40.4789,2816,41.5025,3091,44.6209,42.2007666667,111.416365,108.0409,118.027258,112.494841,847,624,773,0.380640796410297
"HERPUD2",616,1.71053,756,2.25327,915,2.67122,2.21167333333,12.241857,14.616102,12.775074,13.211011,338,298,296,0.225998933737367
"HES1",155,10.4752,202,14.6528,148,10.5155,11.8811666667,22.888126,28.565293,20.925702,24.1263736666667,452,453,358,0.512655221863094
"HES3",1,0.124785,0,0,1,0.13119,0.085325,0,0,0,0,0,0,0,1.085325
"HES5",11,1.2651,3,0.370335,1,0.120912,0.585449,0,0.082588,0,0.0275293333333333,0,1,0,1.5429720092338
"HES6",280,20.4156,227,17.7652,161,12.3415,16.8407666667,8.364214,8.801977,12.132317,9.76616933333333,147,95,129,1.65711369701969
"HES7",8,0.397608,5,0.266732,3,0.156756,0.273698666667,1.803007,1.247521,0.904294,1.318274,18,10,14,0.549416793125834
"HESX1",44,0.258214,34,0.214164,72,0.444219,0.305532333333,0.556883,0.499839,0.52812,0.528280666666667,5,3,6,0.854249066816043
"HEXA",1768,8.68631,1854,9.77695,2142,11.064,9.84242,116.451301,98.037097,121.694377,112.060925,2117,1384,1815,0.0958989146780817
"HEXB",1548,3.27303,1678,3.80813,2177,4.83922,3.97346,227.973351,155.914615,281.387325,221.758430333333,2000,993,1989,0.0223266970976486
"HEXD",552,3.96391,594,4.57837,563,4.25041,4.26423,19.293299,12.344041,19.891326,17.176222,268,168,226,0.289621792691573
"HEXIM1",753,36.5412,805,41.93,761,38.8249,39.0987,19.10739,16.607709,17.395725,17.703608,1054,739,846,2.14390186107408
"HEXIM2",124,2.3191,139,2.79031,122,2.39881,2.50274,6.881961,4.398151,5.203338,5.49448333333333,67,50,56,0.539340825161868
"HEY1",1377,62.5158,1496,72.9,1193,56.9422,64.1193333333,7.373726,11.936418,5.027585,8.11257633333333,204,291,142,7.14609468840298
"HEY2",879,11.2862,1048,14.4431,851,11.4876,12.4056333333,4.996528,6.137966,4.05639,5.063628,187,181,132,2.21082713736727
"HEYL",588,6.33741,658,7.61203,495,5.6089,6.51944666667,8.641884,7.854811,8.39826,8.29831833333333,550,403,470,0.808688882990132
"HFE",217,3.42671,217,3.67805,343,5.69443,4.26639666667,1.654755,2.448042,2.440595,2.18113066666667,54,39,55,1.65551095459665
"HFM1",56339,68.3066,58748,76.4517,47046,59.9673,68.2418666667,2.694642,1.284734,2.861037,2.28013766666667,61,36,62,21.1094392074906
"HGD",10,0.0322931,18,0.0623911,20,0.0679012,0.0541951333333,0.350502,0.456183,0.358471,0.388385333333333,2,2,2,0.75929578628025
"HGF",431,1.05413,354,0.929308,555,1.42708,1.13683933333,0.011637,0.094582,0.148138,0.0847856666666667,1,3,3,1.96982629748058
"HGFAC",20,0.459191,20,0.492871,5,0.12069,0.357584,5.474367,1.795875,4.356594,3.875612,110,35,66,0.278443813822757
"HGH1",234,13.2812,243,14.8036,176,10.502,12.8622666667,8.094255,17.423152,13.516924,13.0114436666667,204,160,167,0.989353202745156
"HGS",2120,18.6929,1850,17.5086,1739,16.1205,17.4406666667,153.815267,143.213038,163.353675,153.46066,1088,819,931,0.119387465175275
"HGSNAT",1980,5.54405,2128,6.39549,2548,7.50066,6.48006666667,25.038724,28.079837,24.895054,26.0045383333333,1342,1002,1237,0.276992947420134
"HHAT",297,0.149077,389,0.209578,338,0.178365,0.179006666667,5.149632,4.018449,6.055662,5.074581,214,165,169,0.194088557987292
"HHATL",235,4.03998,184,3.39523,148,2.67492,3.37004333333,0.212355,0,1.390573,0.534309333333333,2,0,7,2.84821530990491
"HHIP",39,0.0687403,89,0.168375,52,0.0963581,0.1111578,0.389687,0.621927,0.180001,0.397205,10,20,4,0.795271846293135
"HHIPL1",137,0.674951,93,0.491785,121,0.626723,0.597819666667,0.251088,0.174196,0.237571,0.220951666666667,29,16,20,1.30866741926748
"HHIPL2",10,0.0675897,6,0.0435283,10,0.0710589,0.0607256333333,1.094144,0.300936,0.205173,0.533417666666667,4,1,2,0.691739541281729
"HHLA1",3,0.0105507,8,0.030199,4,0.0147897,0.0185131333333,0.76714,1.119469,0.864706,0.917105,25,30,25,0.531276655860425
"HIBADH",701,0.891023,831,1.13374,772,1.03164,1.018801,3.989847,4.191249,4.867525,4.34954033333333,102,82,94,0.37737840528479
"HIBCH",3646,4.12377,3642,4.42138,3274,3.89309,4.14608,59.766857,58.801541,48.150882,55.5730933333333,194,151,175,0.0909633837711308
"HIC1",471,9.05406,412,8.5008,499,10.0847,9.21318666667,1.14343,0.938208,0.4266,0.836079333333333,44,22,16,5.56249748104748
"HIC2",205,1.05046,109,0.599504,152,0.818855,0.822939666667,5.14846,4.831387,5.540296,5.173381,564,425,526,0.29529032254238
"HID1",596,4.64306,616,5.15085,361,2.95667,4.25019333333,40.406253,21.556239,52.33144,38.0979773333333,556,281,491,0.134282990871088
"HIF1A",2311,7.65408,2589,9.20376,4231,14.7324,10.53008,55.053587,80.493089,72.487617,69.3447643333333,1430,1531,1409,0.163908147383421
"HIF1AN",1955,11.0433,2041,12.3747,1811,10.755,11.391,14.69167,14.429709,10.067301,13.0628933333333,1119,942,931,0.881113132717117
"HIF3A",3430,12.9175,4337,17.5313,2608,10.326,13.5916,0.484555,0.846427,0.293616,0.541532666666667,18,42,13,9.46564436519671
"HIGD1A",3617,31.2289,4004,37.1059,4207,38.1873,35.5073666667,28.109539,31.586276,31.910309,30.5353746666667,415,427,414,1.15766395841457
"HIGD1B",61,2.58405,51,2.3189,42,1.87051,2.25782,0,0.545525,0.305797,0.283774,0,3,1,2.5376896556559
"HIGD1C",22,0.231738,22,0.248736,22,0.243633,0.241369,0,0,0,0,0,0,0,1.241369
"HIGD2A",403,69.6377,465,86.2448,438,79.5704,78.4843,41.478383,40.769012,48.629377,43.6255906666667,281,224,290,1.78113720877584
"HIGD2B",0,0,1,0.0180388,0,0,0.00601293333333,0,0,0,0,0,0,0,1.00601293333333
"HIKESHI",630,2.51664,746,3.1986,769,3.22958,2.98160666667,29.12403,32.460359,35.682028,32.422139,237,219,241,0.119130815256019
"HILPDA",194,13.1874,100,7.29622,198,14.1501,11.5445733333,8.086505,7.350146,6.809231,7.415294,123,110,102,1.49068747132305
"HINFP",423,5.10343,412,5.33531,325,4.12234,4.85369333333,20.105552,18.61268,18.342966,19.0203993333333,389,291,333,0.292386442241628
