"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"IKBKG",787,5.76519,749,5.88926,841,6.47698,6.04381,15.196225,11.761394,10.580327,12.5126486666667,175,191,149,0.521275300924225
"IKZF1",397,0.686457,309,0.573485,833,1.51428,0.924740666667,0.037005,0.072546,0.052101,0.053884,1,2,1,1.8263306651083
"IKZF2",337,0.385457,522,0.640851,386,0.464164,0.496824,0.538761,0.509163,0.027525,0.358483,19,30,4,1.10183491438612
"IKZF3",27,0.0442504,17,0.029905,136,0.234332,0.102829133333,0.058532,0.021957,0.048972,0.0431536666666667,13,5,10,1.05720678417114
"IKZF4",323,1.83344,341,2.07759,430,2.56608,2.15903666667,3.017925,2.339455,1.70376,2.35371333333333,247,186,146,0.941951906047426
"IKZF5",819,7.94351,1060,11.0351,966,9.85017,9.60959333333,5.358234,3.147371,7.411522,5.305709,76,46,43,1.68253773419135
"IL10",32,0.805529,16,0.432306,65,1.72021,0.986015,0.19155,0,0,0.06385,2,0,0,1.86681863044602
"IL10RA",982,10.2789,661,7.42636,1942,21.3708,13.0253533333,0,0,0,0,0,0,0,14.0253533333
"IL10RB",714,2.84647,746,3.19218,1002,4.19966,3.41277,2.255944,2.132026,2.304689,2.23088633333333,88,78,85,1.36580787583675
"IL11",3,0.0861718,4,0.123323,3,0.0905949,0.1000299,0.630614,0.345327,0.423584,0.466508333333333,16,10,20,0.750101363215347
"IL11RA",372,5.80717,583,9.76856,422,6.92584,7.50052333333,24.456327,16.411533,17.079021,19.315627,537,354,343,0.418422888613283
"IL12A",59,1.43455,34,0.887326,58,1.48262,1.26816533333,0,0.1442,0,0.0480666666666667,0,3,0,2.16414223013485
"IL12B",2,0.021695,0,0,0,0,0.00723166666667,0.045521,0.02216,0,0.0225603333333333,2,1,0,0.985009523480443
"IL12RB1",55,0.240512,39,0.183054,94,0.432155,0.285240333333,0.222002,0.133133,0.05522,0.136785,9,5,2,1.13059226971943
"IL12RB2",18,0.0350461,37,0.0773232,65,0.133051,0.0818067666667,0.122717,0.128962,0.018209,0.0899626666666667,9,5,2,0.992517266646472
"IL13",3,0.108106,0,0,2,0.0757698,0.0612919333333,0,0,0,0,0,0,0,1.0612919333333
"IL13RA1",3231,8.3743,3342,9.29733,5048,13.7553,10.4756433333,4.908547,4.60626,3.771395,4.428734,407,387,308,2.11387099336604
"IL13RA2",18,0.1965,20,0.234347,19,0.218062,0.216303,0.255994,0,0,0.0853313333333333,3,0,0,1.12067436242204
"IL15",215,0.38561,241,0.463945,372,0.70144,0.516998333333,0.878744,0.515303,0.282075,0.558707333333333,20,15,10,0.97324128840073
"IL15RA",129,0.652296,93,0.504753,165,0.877157,0.678068666667,0.455303,0.560208,0.557404,0.524305,7,9,5,1.10087460624153
"IL16",1751,1.98013,1478,1.794,1495,1.77741,1.85051333333,0.143336,0.180449,0.311353,0.211712666666667,1,1,3,2.35246639879696
"IL17B",136,0.722622,102,0.581718,50,0.279306,0.527882,0.978686,0.997994,1.134876,1.03718533333333,10,8,11,0.749996563886513
"IL17C",0,0,1,0.098847,0,0,0.032949,0,0.055924,0,0.0186413333333333,0,1,0,1.01404583360057
"IL17D",369,3.07381,440,3.93409,265,2.32078,3.10956,0.519649,0.566573,0.586326,0.557516,19,18,20,2.6385346924205
"IL17F",1,0.0222348,2,0.0477314,0,0,0.0233220666667,0,0,0,0,0,0,0,1.0233220666667
"IL17RA",704,4.00079,765,4.66632,1498,8.94999,5.87236666667,0.443445,0.337716,0.297984,0.359715,87,62,55,5.05426995118095
"IL17RB",403,3.66171,483,4.7105,371,3.54398,3.97206333333,0.889403,0.461008,0.350049,0.56682,35,17,13,3.17334686392183
"IL17RC",572,6.03538,619,7.01036,639,7.0884,6.71138,15.416305,12.947106,8.238216,12.2005423333333,300,249,179,0.584171453359732
"IL17RD",344,0.748167,399,0.931436,396,0.905468,0.861690333333,2.567506,2.219439,1.509384,2.09877633333333,454,380,215,0.600782416370914
"IL17RE",180,2.28017,221,3.00488,184,2.45048,2.57851,0.836268,0.516647,0.694523,0.682479333333333,24,17,15,2.12692657146061
"IL18",1002,8.39803,813,7.31376,2404,21.1827,12.2981633333,0.289899,0.294144,0,0.194681,5,4,0,11.1311415627268
"IL18BP",1183,29.096,1319,34.8204,1208,31.2359,31.7174333333,1.118932,0.950323,0.521441,0.863565333333333,43,32,23,17.5563650750998
"IL18R1",226,0.452531,128,0.2751,555,1.16835,0.631993666667,0.043124,0.013885,0,0.019003,3,1,0,1.60155923649587
"IL18RAP",16,0.0825098,4,0.0221404,39,0.211441,0.105363733333,0,0,0,0,0,0,0,1.105363733333
"IL19",8,0.0193524,12,0.0311578,25,0.0635804,0.0380302,0,0,0.057658,0.0192193333333333,0,0,2,1.01845615173443
"IL1A",31,0.507275,23,0.403971,44,0.75696,0.556068666667,0.202953,0.10879,0.08392,0.131887666666667,7,4,3,1.37475538650361
"IL1B",252,6.23042,62,1.64532,226,5.8744,4.58338,0.688158,0.530629,0.48103,0.566605666666667,16,13,13,3.5639983429142
"IL1R1",792,1.19969,553,0.899104,1011,1.61003,1.23627466667,2.304185,2.150536,1.953763,2.13616133333333,205,181,147,0.713061105275834
"IL1R2",58,0.276959,62,0.317775,295,1.48097,0.691901333333,0.320598,0,0.113062,0.144553333333333,3,0,1,1.47821974219899
"IL1RAP",326,0.390885,361,0.464599,586,0.738698,0.531394,5.873922,5.632174,4.050717,5.18560433333333,369,299,237,0.247573869500113
"IL1RAPL1",518,0.0660892,1027,0.140641,565,0.0757857,0.0941719666667,0.040647,0.08323,0.027323,0.0504,3,3,2,1.04167171236358
"IL1RAPL2",566,0.0822879,834,0.130145,762,0.11647,0.1096343,0,0,0,0,0,0,0,1.1096343
"IL1RL1",54,0.232725,22,0.101768,56,0.253732,0.196075,0.58638,0.248753,0.063769,0.299634,9,6,3,0.920316796882815
"IL1RL2",69,0.227451,43,0.152142,38,0.131692,0.170428333333,0,0,0,0,0,0,0,1.170428333333
"IL1RN",183,1.19277,42,0.293831,80,0.548195,0.678265333333,0,0,0,0,0,0,0,1.678265333333
"IL2",1,0.033238,0,0,0,0,0.0110793333333,0,0,0,0,0,0,0,1.0110793333333
"IL20RA",28,0.108197,32,0.132723,29,0.117813,0.119577666667,0.461536,0.164853,0.137939,0.254776,6,3,2,0.892253013021448
"IL20RB",464,1.24985,489,1.41381,671,1.90021,1.52129,0.36427,0.062939,0.063866,0.163691666666667,4,2,2,2.16663062237276
"IL21",0,0,1,0.0171104,3,0.0502781,0.0224628333333,0,0,0,0,0,0,0,1.0224628333333
"IL21R",131,0.458914,110,0.413612,192,0.70713,0.526552,0.019443,0.028893,0.061136,0.0364906666666667,2,3,6,1.47280824525836
"IL22RA1",2,0.0149507,7,0.0561656,10,0.0785905,0.0499022666667,0.01628,0.017105,0,0.0111283333333333,1,1,0,1.03834719298741
"IL22RA2",2,0.0117134,0,0,1,0.0061573,0.0059569,0,0,0,0,0,0,0,1.0059569
"IL23A",15,0.420152,13,0.39084,26,0.765643,0.525545,0.054214,0,0.097875,0.0506963333333333,1,0,1,1.45193711218179
"IL23R",13,0.018758,13,0.0201339,13,0.0197208,0.0195375666667,0.018346,0.052361,0.037125,0.035944,1,3,2,0.984162818324832
"IL25",2,0.09719,1,0.0521593,0,0,0.0497831,0.331533,0.52422,0.262874,0.372875666666667,7,9,3,0.764659994702118
"IL27",4,0.0550667,6,0.0886586,14,0.202626,0.115450433333,0,0,0,0,0,0,0,1.115450433333
"IL27RA",174,1.41668,183,1.59924,179,1.53219,1.51603666667,0.417013,0.130897,0.279115,0.275675,27,8,17,1.9723179231936
"IL2RA",82,0.277182,22,0.0798205,163,0.579265,0.312089166667,0.03454,0,0.035838,0.0234593333333333,2,0,2,1.28201397352411
"IL2RB",15,0.0532489,11,0.0419134,55,0.205268,0.100143433333,0,0.40635,0,0.13545,0,3,0,0.968905221130829
"IL2RG",51,1.89366,32,1.27533,85,3.31809,2.16236,0.060955,0.320479,0,0.127144666666667,1,5,0,2.80563808135838
"IL31",1,0.0796621,0,0,2,0.167502,0.0823880333333,0,0,0,0,0,0,0,1.0823880333333
"IL31RA",1137,2.77816,2638,6.9185,1094,2.8103,4.16898666667,0.834812,0.212631,0.214544,0.420662333333333,32,9,11,3.63843437345304
"IL33",599,2.47985,629,2.79505,448,1.94991,2.40827,0.408541,0.641091,0.426878,0.49217,8,13,14,2.28410301775267
"IL34",832,1.79915,812,1.88469,1128,2.56443,2.08275666667,0,0,0,0,0,0,0,3.08275666667
"IL36G",3,0.0420759,6,0.0903241,10,0.147452,0.093284,0,0,0,0,0,0,0,1.093284
"IL4",5,0.100483,2,0.0431411,6,0.126768,0.0901307,0,0,0,0,0,0,0,1.0901307
"IL4I1",728,3.18861,704,3.30966,868,3.99694,3.49840333333,0,0,0,0,0,0,0,4.49840333333
"IL4R",585,1.99955,459,1.68395,1083,3.89173,2.52507666667,10.364061,8.572944,5.303229,8.080078,295,203,209,0.388220967558869
"IL5",12,0.136182,16,0.194894,29,0.345999,0.225691666667,0,0,0,0,0,0,0,1.225691666667
"IL5RA",5,0.0144887,12,0.0373234,16,0.0487436,0.0335185666667,0,0.008602,0,0.00286733333333333,0,1,0,1.03056359731201
"IL6",33,0.942159,14,0.429021,67,2.01105,1.12741,0.139582,0.17824,0,0.105940666666667,2,2,0,1.92362037505327
"IL6R",559,1.51976,573,1.67209,1073,3.06691,2.08625333333,0.829325,0.400289,0.392573,0.540729,33,45,32,2.003112379484
"IL6ST",14484,42.223,17518,54.8133,18693,57.2899,51.4420666667,58.89505,9.022461,10.495128,26.1375463333333,683,533,387,1.9324542470623
"IL7",1543,2.07704,2152,3.1093,1821,2.57708,2.58780666667,0.227475,0,0,0.075825,2,0,0,3.33493520476843
"IL7R",136,0.882941,59,0.411136,342,2.3343,1.209459,0.32913,0.010446,0.136344,0.15864,4,1,4,1.90694175930401
"IL9R",7,0.0923845,7,0.0991607,15,0.208128,0.1332244,0,0,0,0,0,0,0,1.1332244
"ILDR1",4,0.0200085,5,0.0268451,17,0.0894008,0.0454181333333,0,0,0,0,0,0,0,1.0454181333333
"ILDR2",443,0.969456,456,1.0711,439,1.01001,1.01685533333,0.814681,0.196745,0.263702,0.425042666666667,67,43,34,1.41529469994583
"ILF2",1595,30.1531,1738,35.2665,1877,37.3056,34.2417333333,79.058732,68.911768,63.387542,70.4526806666667,1461,1351,1209,0.49321779119395
"ILF3",3138,14.3671,3291,16.1728,3713,17.8723,16.1374,47.626721,42.160104,25.287913,38.358246,2076,1587,1178,0.435420826426056
"ILK",2019,49.2141,2164,56.6175,2333,59.7869,55.2061666667,707.092602,396.533168,377.869442,493.831737333333,3134,2659,2176,0.113586422264661
"ILKAP",1064,5.5808,1083,6.09711,1183,6.52346,6.06712333333,10.906635,12.045136,8.001828,10.3178663333333,241,225,163,0.624421876455276
"ILRUN",2279,3.63358,2363,4.04385,2080,3.48652,3.72131666667,14.586978,12.702102,9.639664,12.3095813333333,1381,1148,864,0.354730667210819
"ILVBL",739,11.9506,869,15.0836,571,9.70779,12.24733,18.567524,16.295716,13.737193,16.2001443333333,481,430,339,0.77018714164666
"IMMP1L",368,0.832277,593,1.43951,486,1.15557,1.14245233333,39.035998,69.451623,42.98985,50.4924903333333,107,102,96,0.0416070832748809
"IMMP2L",713,0.138482,894,0.186373,991,0.202356,0.175737,24.606846,44.311439,36.226596,35.0482936666667,36,37,35,0.0326156075755449
"IMMT",3014,10.1573,3083,11.1519,2896,10.2606,10.5232666667,70.048237,57.881482,49.426185,59.1186346666667,3038,2402,2106,0.191675455216038
"IMP3",639,11.6018,674,13.1349,538,10.2694,11.6687,7.758883,7.230131,5.982914,6.99064266666667,179,161,131,1.5854419385875
"IMP4",933,29.1791,1017,34.139,792,26.0407,29.7862666667,19.529842,19.038413,19.82719,19.4651483333333,256,276,222,1.50432658318708
"IMPA1",852,5.05961,976,6.22111,1117,6.97379,6.08483666667,21.221822,16.523251,11.750677,16.4985833333333,363,350,243,0.404880585571403
"IMPA2",307,1.07582,228,0.85758,242,0.891565,0.941655,1.652223,2.101307,1.822979,1.85883633333333,28,41,30,0.679176690655837
"IMPACT",533,3.46177,769,5.3609,996,6.80093,5.20786666667,5.692024,5.283236,3.36118,4.77881333333333,179,158,139,1.07424592361581
"IMPDH1",4373,42.4988,4713,49.1627,3071,31.3773,41.0129333333,6.912456,5.962182,4.308123,5.727587,289,252,183,6.24487402887543
"IMPDH2",1370,47.0767,1298,47.8741,1754,63.3655,52.7721,37.106618,32.7958,34.308868,34.7370953333333,752,654,616,1.50465782119244
"IMPG1",94,0.108348,92,0.11382,83,0.100579,0.107582333333,0.015639,0,0,0.005213,1,0,0,1.10183844949578
"IMPG2",38,0.0677197,54,0.103292,72,0.134897,0.101969566667,0.091619,0.094758,0.030948,0.0724416666666667,15,16,5,1.02753333903196
"INA",1223,16.1751,1423,20.2007,1520,21.135,19.1702666667,0.152406,0.251764,0.266479,0.223549666666667,10,16,17,16.4850412011881
"INAFM1",139,28.943,106,23.6905,140,30.6475,27.7603333333,5.457699,5.492678,5.883845,5.61140733333333,72,59,69,4.35010760693815
"INAFM2",500,28.8854,420,26.0435,831,50.4717,35.1335333333,30.816103,29.936258,34.369964,31.7074416666667,1030,921,774,1.10474960718572
"INAVA",14,0.0990398,10,0.0759315,25,0.185934,0.120301766667,0.614451,0.044899,0.390729,0.350026333333333,9,2,3,0.829836973550639
"INCA1",261,4.80925,295,5.83444,363,7.03204,5.89191,1.960815,2.437742,1.793946,2.06416766666667,37,47,34,2.24919480581078
"INCENP",352,2.10798,313,2.01191,306,1.92657,2.01548666667,5.704961,3.519489,2.747283,3.99057766666667,153,92,79,0.604235995927125
"INF2",6884,36.5208,5484,31.2275,3753,20.9322,29.5601666667,20.518798,27.415143,24.695667,24.2098693333333,729,614,544,1.2122302683375
"ING1",307,5.05777,270,4.77447,322,5.57718,5.13647333333,5.418172,2.561604,2.941048,3.64027466666667,94,83,97,1.32243752237583
"ING2",128,3.0333,113,2.87425,117,2.91494,2.94083,3.580529,2.003865,3.058334,2.88090933333333,76,58,71,1.01543985224082
"ING3",320,2.11324,366,2.5943,411,2.85351,2.52035,2.717103,3.232316,1.528886,2.49276833333333,81,75,51,1.00789679246787
"ING4",497,6.76105,527,7.69501,489,6.99367,7.14991,22.050145,15.473398,16.613981,18.0458413333333,340,278,275,0.427910211860073
"ING5",1010,4.16205,981,4.33906,804,3.48322,3.99477666667,15.334133,11.271379,8.832093,11.812535,257,264,203,0.38983516272697
"INHA",123,3.28061,113,3.23495,100,2.80406,3.10654,11.21783,9.048708,10.606956,10.2911646666667,298,229,261,0.363694988181615
"INHBA",86,0.388551,126,0.611028,237,1.12574,0.708439666667,2.560952,1.306201,1.221682,1.69627833333333,225,140,132,0.633628822939397
"INHBB",197,6.07193,123,4.06917,115,3.72646,4.62252,0.014766,0,0.04652,0.0204286666666667,1,0,3,5.50995888655944
"INHBC",5,0.0505524,5,0.0542603,3,0.0318883,0.045567,0.04333,0.045572,0.030675,0.039859,3,3,2,1.00548920574809
"INHBE",9,0.225969,12,0.323391,18,0.475135,0.341498333333,0.262529,0.120165,0.134816,0.172503333333333,13,6,7,1.14413178640544
"INIP",520,2.65438,549,3.00796,715,3.83711,3.16648333333,4.184292,3.339537,1.661242,3.06169033333333,112,113,91,1.02580034207351
"INKA1",50,4.935,56,5.93261,42,4.35818,5.07526333333,0.414205,0.332308,0.276411,0.340974666666667,8,6,5,4.53048330020403
"INKA2",2254,5.23667,2492,6.21427,2945,7.19325,6.21473,6.131809,4.30042,4.243719,4.89198266666667,530,436,357,1.22449952896444
"INMT",218,0.638807,335,1.05365,951,2.92976,1.540739,0.207264,0.099375,0.16043,0.155689666666667,11,5,5,2.19846129396329
"INO80",790,1.00445,934,1.27464,1153,1.54123,1.27344,6.372387,5.685061,3.4501,5.16918266666667,278,214,158,0.368515591584579
"INO80B",312,19.0714,320,20.9951,319,20.5002,20.1889,10.016377,7.600394,7.147808,8.25485966666667,136,87,92,2.28948906446592
"INO80C",380,1.45067,374,1.53249,462,1.85424,1.61246666667,24.416259,22.416739,18.407061,21.7466863333333,171,187,113,0.114850428250802
"INO80D",733,1.38313,983,1.99092,1098,2.17821,1.85075333333,0.481849,0.533461,0.610303,0.541871,121,144,87,1.8488922441177
"INO80E",860,14.9064,1053,19.5903,924,16.8377,17.1114666667,63.620772,48.525312,58.431816,56.8593,635,442,371,0.313026024626983
"INPP1",550,3.41986,605,4.03777,559,3.65423,3.70395333333,6.820954,5.217479,4.551661,5.53003133333333,142,151,106,0.720356931415949
"INPP4A",2716,3.17301,2661,3.33678,2515,3.089,3.19959666667,2.884669,1.554704,1.150648,1.86334033333333,219,170,130,1.46667743885725
"INPP4B",467,0.0989775,779,0.177214,517,0.115199,0.1304635,3.573568,2.110776,2.391558,2.69196733333333,240,132,157,0.306195423180884
"INPP5A",1159,0.824099,1511,1.15319,1396,1.04357,1.006953,53.175503,32.814739,29.424645,38.471629,1462,1174,1102,0.0508454566189807
"INPP5B",780,1.57786,733,1.59154,918,1.95233,1.70724333333,3.990358,2.79234,1.224272,2.66899,148,114,86,0.737871548663256
"INPP5D",943,1.11359,1239,1.57046,1744,2.1652,1.61641666667,0.396509,0.464774,0.171859,0.344380666666667,16,13,13,1.94618736459316
"INPP5E",688,10.7057,585,9.77064,400,6.54372,9.00668666667,24.845775,26.89792,8.533027,20.0922406666667,254,183,154,0.474425018413722
"INPP5F",4523,7.66361,4330,7.87472,4308,7.67398,7.73743666667,7.241843,5.156763,4.379368,5.592658,574,346,314,1.32532836781007
"INPP5J",258,3.76639,157,2.46006,116,1.78033,2.66892666667,18.22385,13.989448,13.941778,15.3850253333333,864,627,603,0.223919499178681
"INPP5K",1063,8.37793,1139,9.63535,890,7.37448,8.46258666667,9.006487,6.970013,5.69909,7.22519666666667,241,213,190,1.15043895606995
"INPPL1",1255,14.1935,1468,17.8202,1560,18.5485,16.8540666667,102.773414,67.769314,65.3491,78.6306093333333,1940,1498,1233,0.224211101938991
"INSC",2932,3.80026,1999,2.78101,1644,2.24021,2.94049333333,0,0,0,0,0,0,0,3.94049333333
"INSIG1",8274,116.008,6543,98.4668,5289,77.9622,97.479,4.158673,2.87135,2.751566,3.26052966666667,154,151,116,23.1142622407903
"INSIG2",768,5.9509,870,7.2357,1161,9.45783,7.54814333333,10.637832,8.913899,7.301296,8.951009,176,206,155,0.859022771794298
"INSL4",0,0,1,0.0482534,1,0.0472635,0.0318389666667,0,0,0,0,0,0,0,1.0318389666667
"INSL5",2,0.0993738,0,0,1,0.0522372,0.050537,0,0,0,0,0,0,0,1.050537
"INSL6",257,0.726876,427,1.29627,720,2.14091,1.38801866667,0.602674,0.154626,0,0.252433333333333,4,3,0,1.9067032177388
"INSM1",1,0.0613841,0,0,0,0,0.0204613666667,0,0,0,0,0,0,0,1.0204613666667
"INSM2",190,11.4814,132,8.56164,72,4.57418,8.20574,0,0,0,0,0,0,0,9.20574
"INSR",1289,1.2362,1548,1.59349,1902,1.91772,1.58247,13.854817,7.673811,6.746499,9.42504233333333,1596,1213,1100,0.247717938923158
"INSRR",225,2.06283,86,0.846293,80,0.771098,1.22674033333,0.024948,0.035201,0.070835,0.0436613333333333,3,4,8,2.13358516044477
"INSYN1",1196,12.0656,1448,15.6793,631,6.69245,11.4791166667,17.015239,16.168202,12.055569,15.07967,316,263,211,0.776080396345199
"INSYN2A",377,1.07677,325,0.996333,336,1.00892,1.027341,0.0355,0.010657,0,0.0153856666666667,3,1,0,1.99662164491193
"INSYN2B",76,0.111392,89,0.140014,112,0.172582,0.141329333333,0.033651,0.041977,0.008539,0.0280556666666667,4,5,1,1.11018242527042
"INTS1",1700,8.70602,1635,8.98729,1446,7.78533,8.49288,51.58963,45.438662,15.186308,37.4048666666667,816,503,380,0.247179090150033
"INTS10",2881,14.5075,3226,17.4363,3150,16.6762,16.2066666667,71.338117,69.66575,47.16142,62.7217623333333,348,294,237,0.270028104004573
"INTS11",1592,21.2193,1672,23.9202,1401,19.632,21.5905,44.036057,39.027532,23.177731,35.4137733333333,705,583,393,0.620383386066737
"INTS12",799,0.654221,852,0.748786,981,0.844471,0.749159333333,9.128842,8.492195,6.70013,8.10705566666667,261,258,191,0.192066393064359
"INTS13",601,3.16763,746,4.22026,661,3.66268,3.68352333333,14.696269,13.014407,6.916057,11.5422443333333,260,213,137,0.373419876766606
"INTS14",493,2.64704,624,3.59615,746,4.21105,3.48474666667,6.489643,4.705427,3.793244,4.99610466666667,232,196,165,0.747943359228108
"INTS2",394,1.09867,480,1.43665,599,1.75604,1.43045333333,2.11251,0.852517,0.965243,1.31009,179,94,99,1.05210330910484
"INTS3",2520,9.41512,2202,8.83046,1944,7.63589,8.62715666667,14.724532,13.968095,8.250612,12.314413,1268,829,619,0.723062794181764
"INTS4",1378,2.07616,1797,2.90604,1284,2.03383,2.33867666667,7.867387,4.598809,4.66742,5.71120533333333,152,131,115,0.497477949316705
"INTS5",305,8.25456,316,9.17956,270,7.68239,8.37217,2.329617,2.168454,1.939578,2.145883,171,151,134,2.97918581205976
"INTS6",771,1.3444,1069,2.00075,856,1.56923,1.63812666667,12.099292,5.864812,7.139315,8.36780633333333,319,242,237,0.281616268825156
"INTS6L",385,1.08714,548,1.66091,546,1.6209,1.45631666667,13.603451,13.692459,10.927933,12.741281,670,518,364,0.178754562014269
"INTS7",495,0.908753,514,1.01285,540,1.04225,0.987951,6.1742,8.007757,5.213496,6.465151,172,162,120,0.266297493513527
"INTS8",894,2.28215,971,2.66051,910,2.44222,2.46162666667,26.880261,18.745283,15.540161,20.3885683333333,299,265,173,0.161844711283231
"INTS9",412,0.587166,376,0.575165,458,0.686227,0.616186,8.094832,9.682788,6.838455,8.20535833333333,181,116,124,0.17557013442352
"INTU",691,1.16672,809,1.46615,867,1.53903,1.39063333333,3.698247,7.267333,2.845392,4.60365733333333,180,117,89,0.42662018591132
"INVS",687,0.591418,774,0.715186,879,0.795545,0.700716333333,1.168502,0.728372,0.633919,0.843597666666667,108,76,54,0.922498636271327
"IP6K1",1237,3.47159,1223,3.68405,1253,3.69698,3.61754,6.021262,5.656166,4.178115,5.285181,398,366,318,0.734670966516318
"IP6K2",2125,7.09128,2620,9.38442,2256,7.91485,8.13018333333,20.201273,16.051468,13.312822,16.5218543333333,474,390,354,0.521074034724787
"IP6K3",21,0.145329,60,0.445681,54,0.392884,0.327964666667,1.145489,1.609526,1.476309,1.41044133333333,62,62,52,0.550921795234317
"IPCEF1",183,0.158035,197,0.182603,316,0.286897,0.209178333333,0.176595,0.180449,0.933807,0.430283666666667,12,8,12,0.845411551228183
"IPMK",179,0.409426,238,0.584305,261,0.627626,0.540452333333,0.169221,0.223594,0.088033,0.160282666666667,13,20,8,1.32765262947391
"IPO11",946,0.735785,1133,0.945867,1143,0.934639,0.872097,5.267182,4.166075,4.538935,4.65739733333333,137,103,99,0.330911351933799
"IPO13",1478,12.2529,1407,12.5198,1391,12.1235,12.2987333333,33.022914,25.835253,28.517708,29.1252916666667,576,533,462,0.441447454864476
"IPO4",447,9.02676,502,10.881,515,10.9338,10.28052,8.630923,5.050593,3.771783,5.81776633333333,206,169,126,1.65457709291787
"IPO5",2994,7.40454,3073,8.15735,3241,8.42681,7.99623333333,27.742329,23.078986,17.60279,22.808035,1307,1023,698,0.377865427925068
"IPO7",3303,9.09054,3716,10.9773,3821,11.056,10.3746133333,44.747866,13.199641,14.65012,24.199209,1378,1114,841,0.451387713531008
"IPO8",1704,4.45093,1963,5.50354,2062,5.6625,5.20565666667,6.482899,3.847873,5.138401,5.156391,346,307,247,1.00800236155728
"IPO9",2198,6.9635,2778,9.44654,2710,9.02626,8.47876666667,15.405531,13.869802,10.296938,13.190757,1330,907,770,0.66795356066417
"IPP",659,2.04379,689,2.29356,674,2.1976,2.17831666667,5.232351,3.840301,3.296079,4.12291033333333,120,92,89,0.62041231641116
"IPPK",461,1.41418,508,1.67266,592,1.90926,1.66536666667,3.423634,3.479822,4.063054,3.65550333333333,175,148,137,0.572519548549351
"IQANK1",42,0.129853,42,0.139378,39,0.126767,0.131999333333,0.976971,0.584739,0.810352,0.790687333333333,32,26,27,0.632159122511803
"IQCA1",104,0.0990719,117,0.119631,115,0.115174,0.1112923,0.776958,0.279729,0.410449,0.489045333333333,22,13,9,0.746311932298457
"IQCA1L",1,0.0119461,5,0.0641113,2,0.0251184,0.0337252666667,0,0,0.01914,0.00638,0,0,1,1.02717190988165
"IQCB1",582,1.55659,692,1.98654,987,2.77528,2.10613666667,4.65017,3.506959,2.929428,3.695519,150,135,118,0.661510829084069
"IQCC",66,3.8091,71,4.39822,97,5.88556,4.69762666667,0.989937,0.648505,0.662717,0.767053,44,27,28,3.22436659606135
"IQCD",61,0.415399,55,0.402012,45,0.322171,0.379860666667,0.174364,0.232994,0.063603,0.156987,6,7,2,1.19263281840418
"IQCG",2553,6.27595,2807,7.40648,3263,8.43304,7.37182333333,3.346033,2.229241,2.815336,2.79687,65,39,40,2.20492756753062
"IQCH",440,0.310607,491,0.372033,476,0.353268,0.345302666667,1.197633,0.544673,1.264313,1.00220633333333,18,8,19,0.671910104503216
"IQCJ",47,0.0270646,43,0.0265774,23,0.0139242,0.0225220666667,0,0,0,0,0,0,0,1.0225220666667
"IQCK",559,0.687666,625,0.825251,645,0.834187,0.782368,1.486182,0.50939,2.081309,1.35896033333333,17,4,9,0.755573535855697
"IQCM",26,0.00834451,46,0.0158462,24,0.00809798,0.0107628966667,0.434373,0.31932,0.104692,0.286128333333333,4,3,1,0.785895832064478
"IQCN",328,3.29072,311,3.34902,372,3.92372,3.52115333333,0.413711,0.514526,0.059358,0.329198333333333,14,14,7,3.40141363403004
"IQGAP1",3583,5.49086,3755,6.17652,7042,11.3456,7.67099333333,13.323807,10.551001,5.293091,9.722633,330,272,203,0.808662698175905
"IQGAP2",1651,0.946138,2336,1.43688,1938,1.16761,1.18354266667,0.750585,0.681069,0.141011,0.524221666666667,8,6,3,1.43256241163742
"IQGAP3",84,0.310905,37,0.146991,94,0.365775,0.274557,3.165907,2.157332,1.996236,2.439825,365,256,174,0.370529605430509
"IQSEC1",2027,0.916829,2074,1.00689,1877,0.892559,0.938759333333,6.751009,6.304332,4.719697,5.92501266666667,1160,921,705,0.279964734601159
"IQSEC2",803,1.46858,802,1.57434,735,1.41321,1.48537666667,12.207738,11.030224,10.734774,11.3242453333333,138,121,118,0.201665627342537
"IQSEC3",1347,2.10692,1344,2.25642,1044,1.7168,2.02671333333,0.050161,0.217434,0.182112,0.149902333333333,3,3,1,2.63214817953815
"IQUB",28,0.0590164,56,0.12669,46,0.101932,0.0958794666667,0,0.035829,0.069308,0.0350456666666667,0,2,3,1.05877402510746
"IRAK1",1505,27.9794,1393,27.7967,1829,35.7481,30.5080666667,16.260597,11.45266,9.138061,12.2837726666667,458,372,360,2.37192155100366
"IRAK1BP1",908,2.01073,1350,3.2088,1240,2.88688,2.70213666667,0.527745,0.824144,0.896864,0.749584333333333,35,28,25,2.11600926925119
"IRAK2",226,0.500869,271,0.644652,199,0.463668,0.536396333333,0.095182,0.098921,0.186122,0.126741666666667,7,7,13,1.36357461411563
"IRAK3",1460,3.89834,1539,4.41068,2311,6.48732,4.93211333333,0.091294,0.084783,0.049359,0.0751453333333333,15,13,8,5.51749902958546
