"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"VSTM4",537,0.926214,509,0.942313,529,0.959248,0.942591666667,3.732955,3.924623,5.037271,4.23161633333333,305,359,280,0.371317685184547
"VSTM5",400,2.15764,398,2.30432,362,2.05289,2.17161666667,3.939207,5.498053,5.012187,4.81648233333333,72,99,62,0.545280890564039
"VSX1",1,0.0152164,8,0.13066,4,0.0639895,0.0699553,0,0.313654,0,0.104551333333333,0,6,0,0.968678655043647
"VSX2",1,0.00750103,2,0.0161024,3,0.0236581,0.0157538433333,0,0,0.036758,0.0122526666666667,0,0,1,1.00345879717775
"VTA1",1244,2.80333,1483,3.58704,1347,3.19124,3.19387,34.781663,40.150731,38.850545,37.9276463333333,1040,1060,828,0.107735000572301
"VTCN1",34,0.0881611,41,0.11411,28,0.0763299,0.092867,1.38933,0.828051,0.878583,1.031988,24,29,20,0.537831424201324
"VTI1A",1077,0.506126,1081,0.545267,1237,0.611154,0.554182333333,18.233813,13.642984,15.260401,15.7123993333333,324,321,236,0.0929957633451913
"VTI1B",2332,14.6884,2421,16.3675,2302,15.2437,15.4332,66.745181,84.911085,101.519394,84.3918866666667,969,1146,867,0.192444512488033
"VTN",102,3.06806,100,3.22853,97,3.06742,3.12133666667,0.244385,0.783176,0.272716,0.433425666666667,2,5,3,2.87516594861447
"VWA1",2012,43.8163,2473,57.8059,2210,50.5986,50.7402666667,12.636055,6.197575,4.140177,7.65793566666667,187,127,51,5.97605118110333
"VWA2",152,0.480742,253,0.858874,335,1.11391,0.817842,0.133379,0.165376,0.174865,0.157873333333333,9,13,10,1.56998347545212
"VWA3A",28,0.0759243,37,0.107687,38,0.108329,0.0973134333333,0.215593,0.591424,0.600518,0.469178333333333,9,10,7,0.746889202241139
"VWA3B",62,0.0478873,46,0.0381353,64,0.0519693,0.0459973,0.088867,0.206398,0,0.0984216666666667,5,3,0,0.952273003840359
"VWA5A",1602,8.65981,1622,9.41104,1522,8.64966,8.90683666667,29.504068,25.15647,17.428667,24.029735,1145,1051,497,0.395802698936685
"VWA5B1",6,0.0163842,7,0.0205169,4,0.0114834,0.0161281666667,0.542611,0.302131,0.165684,0.336808666666667,19,15,6,0.760114885550837
"VWA5B2",183,2.68632,216,3.40331,66,1.01857,2.3694,24.662385,22.740435,20.406566,22.6031286666667,492,623,337,0.14275226168463
"VWA7",537,7.9916,569,9.08892,328,5.13182,7.40411333333,3.028727,2.406556,4.461021,3.298768,45,57,57,1.95500509293128
"VWA8",2082,0.922486,2664,1.26693,2064,0.961451,1.050289,3.42195,3.922506,3.168869,3.50444166666667,261,331,208,0.455170507628581
"VWC2",225,0.265029,271,0.342627,150,0.185755,0.264470333333,0.528767,0.517927,0.347023,0.464572333333333,75,79,35,0.863371719206995
"VWC2L",99,0.102995,109,0.121716,49,0.0535938,0.0927682666667,0.716219,1.684598,2.991666,1.79749433333333,29,82,98,0.390623942878419
"VWCE",74,0.349106,83,0.420285,73,0.362065,0.377152,4.969604,5.789171,4.99051,5.24976166666667,93,108,65,0.220352722783829
"VWF",3294,3.27157,2649,2.82393,1955,2.04135,2.71228333333,0.332145,0.209924,0.034681,0.19225,11,9,3,3.11367861885511
"VXN",552,3.85658,528,3.95948,608,4.46586,4.09397333333,0.174578,0.157286,0.180104,0.170656,3,7,5,4.35138361169293
"WAC",2999,5.78153,3426,7.08915,3465,7.02276,6.63114666667,43.524364,54.387081,50.919441,49.6102953333333,1181,1461,1011,0.150782496257119
"WAPL",947,1.91178,1252,2.7129,1499,3.18147,2.60205,5.403831,5.62365,6.569498,5.86565966666667,305,342,277,0.524647328134869
"WARS1",3833,15.5668,3408,14.856,4495,19.1924,16.5384,554.965155,569.501118,679.785354,601.417209,1879,2206,1388,0.0291133781339238
"WARS2",374,0.596929,369,0.632147,442,0.741671,0.656915666667,4.739279,3.673491,3.833277,4.08201566666667,134,141,99,0.326035135533886
"WAS",230,2.70906,165,2.086,597,7.3927,4.06258666667,0.909872,1.878557,1.193187,1.32720533333333,10,16,7,2.1753932040963
"WASF1",1084,2.36168,1107,2.58869,907,2.07748,2.34261666667,60.892229,68.675585,73.471942,67.6799186666667,1658,1898,1440,0.0486694907559976
"WASF2",2875,5.84444,2782,6.0702,3493,7.46521,6.45995,4.063975,4.039319,5.111384,4.40489266666667,264,323,244,1.38022167322718
"WASF3",1542,2.05221,1836,2.62272,1399,1.95747,2.2108,26.618531,28.392525,30.907482,28.6395126666667,1422,1641,1050,0.108328366802432
"WASHC1",4671,13.7398,3986,12.5848,4097,12.6699,12.9981666667,9.552839,9.306452,13.331862,10.7303843333333,214,237,218,1.19332549291863
"WASHC2A",3791,10.0924,4229,12.0842,3139,8.78558,10.3207266667,28.830351,25.040246,24.23911,26.036569,965,968,623,0.418719056648793
"WASHC2C",3706,9.84512,4192,11.953,3034,8.47363,10.0905833333,143.430112,130.953368,86.646794,120.343424666667,721,756,502,0.0913983049659765
"WASHC3",1192,4.2231,1478,5.62044,1759,6.55178,5.46510666667,34.255926,56.798884,38.833207,43.2960056666667,192,231,142,0.145952362281168
"WASHC4",2292,6.47798,3121,9.46802,2862,8.50418,8.15006,11.161844,15.154751,24.936233,17.084276,478,450,363,0.50596772577459
"WASHC5",2972,7.6851,3283,9.11197,2861,7.7778,8.19162333333,26.184472,30.782886,23.668847,26.878735,443,544,277,0.329700157963767
"WASL",2294,5.97605,2746,7.67824,2349,6.43342,6.69590333333,9.171588,10.450851,11.479146,10.367195,526,643,472,0.677027475408841
"WBP1",791,55.4522,878,66.0659,615,45.3269,55.615,35.815856,29.282264,36.116359,33.7381596666667,432,429,346,1.62976394095872
"WBP1L",1055,2.035,1190,2.46376,1845,3.7415,2.74675333333,11.375861,12.376506,9.330725,11.0276973333333,623,711,364,0.311510443727771
"WBP2",4904,79.2603,4469,77.5275,3735,63.4649,73.4175666667,84.420337,88.237992,99.780902,90.813077,1285,1519,983,0.810533413085589
"WBP2NL",309,0.903737,432,1.35615,466,1.43287,1.230919,0.067453,0.645953,0.065207,0.259537666666667,1,9,2,1.77122055103288
"WBP4",659,5.1172,754,6.28432,923,7.53506,6.31219333333,6.75801,7.36235,7.268306,7.12955533333333,202,235,155,0.899457969533471
"WDCP",357,3.08308,342,3.17017,300,2.7238,2.99235,4.156158,5.590858,6.062,5.269672,209,243,189,0.636771748187146
"WDFY1",1324,2.58028,1778,3.71921,1620,3.31919,3.20622666667,18.197113,29.591404,20.395296,22.7279376666667,588,660,458,0.177268952985281
"WDFY2",1460,1.39183,1840,1.88275,2013,2.01751,1.76403,6.610234,8.748281,9.811455,8.38999,592,608,540,0.294359205920347
"WDFY3",2745,1.61583,3767,2.38007,3878,2.39993,2.13194333333,26.747161,26.511999,27.191788,26.8169826666667,1529,1667,1261,0.112591051691708
"WDFY4",460,0.269596,397,0.249739,889,0.547767,0.355700666667,0.456307,0.902502,0.042072,0.466960333333333,18,22,4,0.924156322336596
"WDHD1",147,0.291307,159,0.338198,170,0.354177,0.327894,1.578801,1.483882,1.980215,1.680966,62,65,55,0.495304304493231
"WDPCP",7340,1.81042,8937,2.366,6856,1.77784,1.98475333333,8.565902,8.531968,4.006363,7.03474433333333,374,356,128,0.371480810029923
"WDR1",3959,16.2313,4506,19.829,5358,23.0946,19.7183,252.676326,245.835461,226.214325,241.575370666667,1773,1954,1418,0.0854097427247464
"WDR11",1710,5.13115,2086,6.71851,2184,6.88984,6.2465,104.161571,159.972964,74.9283,113.020945,891,955,657,0.0635541127991879
"WDR12",1185,1.47852,1327,1.77714,1496,1.96236,1.73934,70.976269,77.888795,77.379529,75.4148643333333,571,689,551,0.0358482609882101
"WDR13",1485,13.7788,1449,14.431,1078,10.5158,12.9085333333,50.931564,46.675219,52.222517,49.9431,592,613,435,0.273020945590276
"WDR17",298,0.445017,577,0.924861,326,0.511819,0.627232333333,8.772798,8.902981,9.685568,9.120449,245,250,211,0.160786575114701
"WDR18",280,3.45255,277,3.66608,189,2.45009,3.18957333333,10.033173,16.199955,12.383843,12.8723236666667,132,193,124,0.302009485505084
"WDR19",1218,2.05972,1352,2.45402,1208,2.14766,2.22046666667,33.409891,23.302285,26.652455,27.7882103333333,505,449,284,0.111867553744426
"WDR20",683,1.39808,748,1.64344,805,1.73239,1.59130333333,17.017663,13.55352,18.658674,16.4099523333333,315,300,258,0.148840346240848
"WDR24",246,7.38038,236,7.5997,228,7.19146,7.39051333333,2.843803,3.289422,3.228939,3.12072133333333,115,122,95,2.03617586694287
"WDR25",282,0.32014,360,0.438666,431,0.514407,0.424404333333,10.899519,12.973631,12.484158,12.1191026666667,166,183,122,0.108574829355682
"WDR26",2574,8.66577,2531,9.146,3828,13.549,10.45359,36.834384,32.627347,35.678938,35.0468896666667,2101,2084,1478,0.317741422517
"WDR27",805,0.574349,879,0.673146,1020,0.7651,0.670865,18.736443,18.904656,20.92505,19.5220496666667,325,419,280,0.0814180370450002
"WDR3",825,3.91393,929,4.7306,906,4.51883,4.38778666667,11.249811,13.059966,12.810125,12.3733006666667,663,668,475,0.402876357973407
"WDR31",240,1.54846,264,1.82825,264,1.79074,1.72248333333,0.853457,1.587327,1.04833,1.163038,56,76,38,1.25863869859429
"WDR33",1610,2.55322,1675,2.85114,1911,3.18612,2.86349333333,13.437546,12.262413,15.973855,13.8912713333333,881,812,762,0.259446842841536
"WDR35",697,1.5245,880,2.06595,1083,2.49036,2.02693666667,2.691709,2.169284,2.249095,2.37002933333333,197,183,124,0.898192973197662
"WDR36",510,2.29707,734,3.54847,708,3.35255,3.06603,3.165781,3.137696,3.65123,3.31823566666667,280,296,231,0.941595205511016
"WDR37",1462,3.08291,1324,2.99669,1662,3.68454,3.25471333333,20.040612,21.57401,20.721974,20.7788653333333,986,1080,742,0.195359733769877
"WDR38",5,0.195238,5,0.209558,2,0.0821037,0.1622999,0,0,0,0,0,0,0,1.1622999
"WDR4",684,3.27606,559,2.87374,591,2.97592,3.04190666667,4.464247,5.774563,6.574462,5.604424,101,135,83,0.61199987563942
"WDR41",4052,3.63683,4327,4.16851,4838,4.56518,4.12350666667,72.021934,69.720786,80.479418,74.074046,780,817,668,0.0682460442676821
"WDR43",591,1.92794,685,2.39849,967,3.31643,2.54762,24.891845,23.824019,21.149307,23.2883903333333,316,354,225,0.14606237594639
"WDR44",1053,1.77072,1250,2.25617,1311,2.31772,2.11487,10.216974,9.336655,11.894103,10.4825773333333,457,444,405,0.271269237696113
"WDR45B",1589,8.16653,1930,10.6466,1654,8.93691,9.25001333333,56.427674,64.618788,60.399187,60.481883,763,983,779,0.166715995561327
"WDR46",501,8.63158,521,9.63454,597,10.8135,9.69320666667,29.323286,20.679634,36.483574,28.8288313333333,304,297,239,0.358485605660336
"WDR47",5418,13.1644,5630,14.6829,5402,13.7992,13.8821666667,48.566773,43.649933,47.089949,46.4355516666667,2053,2271,1623,0.313734449032619
"WDR48",2175,8.50826,2278,9.5648,2150,8.84216,8.97174,35.633262,33.864218,40.053193,36.516891,897,976,802,0.265793346255691
"WDR49",19,0.0189349,33,0.0352991,20,0.0209545,0.0250628333333,0.54252,0.850029,0.573565,0.655371333333333,4,3,9,0.619234375207637
"WDR5",708,5.02711,733,5.58636,702,5.24035,5.28460666667,10.360967,11.31006,12.852904,11.507977,422,508,348,0.50244789118736
"WDR53",191,2.30153,141,1.82365,185,2.34365,2.15627666667,4.231722,4.657919,6.690667,5.193436,33,46,42,0.509616417554004
"WDR54",300,12.8518,397,18.2547,285,12.8359,14.6474666667,17.416782,15.727963,22.48055,18.541765,167,166,129,0.800719211734457
"WDR55",736,13.6076,766,15.2011,777,15.103,14.6372333333,8.506935,9.224303,10.017896,9.24971133333333,402,487,332,1.52562670545128
"WDR59",1277,1.73191,1342,1.95356,1155,1.64685,1.77744,63.79805,61.216489,63.877778,62.9641056666667,548,510,398,0.0434218531010806
"WDR5B",169,7.00122,208,9.24891,257,11.1933,9.14781,1.041796,1.072018,1.038235,1.050683,59,65,42,4.94850252330565
"WDR6",2431,47.7613,2150,45.3388,1962,40.5255,44.5418666667,190.708997,191.354973,256.612592,212.892187333333,2366,2618,2064,0.212919729488421
"WDR61",3232,25.8186,3058,26.2204,3292,27.6477,26.5622333333,44.486402,47.946676,42.330226,44.9211013333333,493,511,324,0.600208456091471
"WDR62",144,0.500849,136,0.50772,135,0.493647,0.500738666667,1.062893,0.712118,1.302843,1.02595133333333,50,48,53,0.740757510792625
"WDR64",15,0.0174867,27,0.0337847,30,0.0367685,0.0293466333333,0,0,0,0,0,0,0,1.0293466333333
"WDR7",2320,1.05201,2557,1.24452,2048,0.976338,1.090956,28.629208,20.185179,26.395878,25.0700883333333,1065,1142,767,0.0802051751135225
"WDR70",854,0.398751,1043,0.522719,936,0.459471,0.460313666667,19.210768,22.029161,22.849853,21.3632606666667,250,255,230,0.0652996755899579
"WDR72",18,0.0126219,57,0.0429009,25,0.0184301,0.0246509666667,0.458736,0.185119,0.052318,0.232057666666667,2,12,2,0.831658285475301
"WDR73",715,8.29249,731,9.09991,976,11.9006,9.76433333333,19.498151,19.674212,20.802751,19.9917046666667,418,458,327,0.512789861722045
"WDR74",447,8.24783,461,9.13006,451,8.74877,8.70888666667,25.33883,18.974409,26.521865,23.6117013333333,204,211,137,0.394482548572153
"WDR75",969,4.9633,1076,5.91561,1277,6.87664,5.91851666667,38.951589,24.757994,13.714788,25.8081236666667,403,424,252,0.258075378668613
"WDR76",86,0.362612,106,0.479723,131,0.580702,0.474345666667,0.265848,0.276294,0.488597,0.343579666666667,4,13,8,1.09732656964418
"WDR77",795,14.8271,758,15.174,840,16.4705,15.4905333333,22.618487,19.32962,19.674823,20.5409766666667,320,337,209,0.765542509445177
"WDR81",654,5.17521,607,5.15561,925,7.69539,6.00873666667,3.733895,3.943259,6.527965,4.73503966666667,129,157,153,1.22209035578365
"WDR82",2379,12.3741,2596,14.4932,2813,15.3825,14.0832666667,76.191828,73.374603,77.091705,75.552712,3293,3568,2684,0.19703112107511
"WDR83",1166,22.5555,1259,26.1409,921,18.7306,22.4756666667,13.679376,12.515762,14.759057,13.6513983333333,113,141,105,1.60228164797695
"WDR83OS",850,110.569,929,129.709,692,94.6365,111.638166667,71.190976,73.824918,70.750548,71.9221473333333,379,430,267,1.54463589987444
"WDR86",1515,7.60128,1057,5.69233,1176,6.20326,6.49895666667,22.126956,23.455296,35.509279,27.0305103333333,297,368,341,0.267528367393026
"WDR88",144,0.575536,174,0.746448,190,0.798365,0.706783,0.718512,0.478802,0.380225,0.525846333333333,16,11,6,1.11858118521765
"WDR89",444,1.7305,374,1.56459,473,1.93816,1.74441666667,4.39379,3.832891,4.678646,4.30177566666667,123,102,96,0.51764103938322
"WDR90",474,4.47052,512,5.1831,481,4.76939,4.80767,16.364299,14.303915,13.540208,14.7361406666667,146,180,99,0.369065714587961
"WDR91",650,4.10003,643,4.35336,806,5.34499,4.59946,12.779782,10.383444,19.27722,14.1468153333333,219,215,172,0.369679029998957
"WDR92",376,1.8977,369,1.99897,445,2.36122,2.08596333333,3.625737,4.806566,4.888688,4.44033033333333,96,124,83,0.567238227138904
"WDR93",28,0.0925943,56,0.198772,45,0.156451,0.149272433333,0.103345,0.294822,0.097129,0.165098666666667,3,5,2,0.986416400785227
"WDSUB1",753,2.57903,940,3.45564,769,2.76901,2.93456,3.62978,3.876211,4.832347,4.11277933333333,71,85,73,0.769554041643886
"WDTC1",1571,3.70856,1457,3.69173,1269,3.14941,3.51656666667,15.926567,16.389547,18.747936,17.02135,600,746,591,0.250623103522766
"WEE1",156,1.37725,186,1.76255,217,2.01413,1.71797666667,2.577248,4.297317,4.682589,3.85238466666667,48,98,53,0.560132152205713
"WEE2",32,0.243919,55,0.449985,75,0.601027,0.431643666667,0,0,0,0,0,0,0,1.431643666667
"WFDC1",222,1.10812,304,1.62873,242,1.26996,1.33560333333,0.186309,0.868962,0.755833,0.603701333333333,7,19,14,1.4563829840282
"WFDC2",42,0.622866,49,0.779977,79,1.23172,0.878187666667,18.119513,21.59875,11.954884,17.2243823333333,76,106,34,0.103059057493087
"WFDC3",17,0.0675142,23,0.0980426,17,0.0709796,0.0788454666667,0.320785,0.368608,0,0.229797666666667,2,2,0,0.877254442668509
"WFDC8",4,0.0248029,1,0.00665553,3,0.019557,0.0170051433333,0.092608,0.06669,0,0.0530993333333333,1,1,0,0.965725749834267
"WFIKKN1",75,2.68547,83,3.18991,30,1.12933,2.33490333333,0.564875,0.335279,0.56197,0.487374666666667,33,23,18,2.24214073835465
"WFIKKN2",56,1.26988,51,1.24132,24,0.572168,1.02778933333,0,0,0,0,0,0,0,2.02778933333
"WFS1",2025,10.5864,2667,14.9653,1540,8.46412,11.3386066667,9.30425,8.984902,7.875171,8.721441,194,283,161,1.26921581550513
"WHAMM",351,2.3156,416,2.94571,570,3.95339,3.07156666667,2.492155,2.760778,2.049967,2.4343,91,107,61,1.18555940560522
"WHRN",275,0.464652,405,0.734498,245,0.435211,0.544787,5.205532,13.727758,7.964066,8.96578533333333,169,307,105,0.155009058326094
"WIF1",12,0.0296603,21,0.0557126,23,0.0597668,0.0483799,0.392221,0.039219,0,0.143813333333333,2,1,0,0.916565552654279
"WIPF1",2315,3.27884,3176,4.82825,4034,6.0068,4.70463,2.651157,2.133753,3.45902,2.74797666666667,84,111,97,1.52205590038358
"WIPF2",1155,3.11226,1029,2.97612,1204,3.41082,3.1664,10.932439,8.695476,8.289188,9.305701,555,695,456,0.404281086749945
"WIPF3",1115,1.76151,1273,2.15863,909,1.50977,1.80997,4.473988,5.601135,6.783992,5.619705,232,322,247,0.424485683274406
"WIPI1",1717,8.2032,1681,8.62028,2118,10.6384,9.15396,11.430333,9.815373,9.694076,10.3132606666667,82,111,84,0.89752727345155
"WIPI2",1924,7.70125,1880,8.07708,1771,7.45269,7.74367333333,24.050809,32.137491,36.863829,31.0173763333333,548,676,563,0.273091500137285
"WIZ",748,4.3599,792,4.95496,812,4.97587,4.76357666667,21.752937,19.458914,25.722239,22.3113633333333,1072,1248,1060,0.247243225728825
"WLS",2305,2.99062,2542,3.54003,3216,4.38677,3.63914,4.926214,8.941444,22.987337,12.2849983333333,45,121,228,0.349201398720537
"WNK1",6958,7.65107,7224,8.52621,6903,7.9802,8.05249333333,152.819143,174.203107,175.71305,167.578433333333,2064,2295,1686,0.0536990002477383
"WNK2",861,1.1088,742,1.02563,518,0.70132,0.94525,47.819999,50.778718,67.85263,55.4837823333333,1286,1508,1077,0.0344390888790043
"WNK3",118,0.124318,145,0.163969,146,0.161713,0.15,5.365582,6.206913,4.772747,5.448414,498,523,381,0.178338425541536
"WNK4",54,0.573236,113,1.28753,60,0.669621,0.843462333333,0.329822,0.382896,0.600107,0.437608333333333,6,8,10,1.28231194170851
"WNT10A",2,0.0186545,2,0.0200227,9,0.0882538,0.0423103333333,0.416731,0.075348,0,0.164026333333333,2,2,0,0.895435355271143
"WNT10B",37,1.01061,111,3.25421,62,1.78038,2.01506666667,1.834197,2.573041,1.82433,2.07718933333333,38,52,29,0.97981188027971
"WNT11",254,1.81769,110,0.844929,128,0.96302,1.20854633333,0,0.194833,0.061184,0.085339,0,5,1,2.03489078834355
"WNT16",5,0.0555023,2,0.0238293,5,0.0583511,0.0458942333333,0.1623,0.075756,0.100813,0.112956333333333,6,3,2,0.939744176845483
"WNT2",22,0.0805706,18,0.0707566,27,0.103958,0.0850950666667,0,0.241305,0,0.080435,0,4,0,1.00431313930658
"WNT2B",358,0.982983,410,1.20833,499,1.44046,1.210591,1.380688,1.312155,1.704124,1.46565566666667,134,157,93,0.896553006117237
"WNT3",88,0.217604,92,0.244182,111,0.288566,0.250117333333,1.943214,2.030681,3.007617,2.32717066666667,82,94,85,0.37572984934537
"WNT3A",4,0.0128753,4,0.0138197,7,0.0236884,0.0167944666667,0,0,0,0,0,0,0,1.0167944666667
"WNT4",22,0.144179,15,0.105514,5,0.0344499,0.0947143,2.208072,1.798153,1.97587,1.99403166666667,68,70,39,0.365632171559085
"WNT5A",318,2.23784,335,2.53038,456,3.37368,2.71396666667,1.040764,2.167658,2.511087,1.906503,69,120,97,1.27781277592695
"WNT5B",1302,1.93875,1247,1.99305,1287,2.01478,1.98219333333,3.594784,3.359127,5.531355,4.16175533333333,72,90,65,0.577747905653671
"WNT6",113,1.36815,149,1.93634,82,1.04377,1.44942,0,0,0,0,0,0,0,2.44942
"WNT7A",23,0.0629655,37,0.108722,25,0.0719536,0.0812137,0.019138,0.420318,0.054023,0.164493,1,2,2,0.928484499262769
"WNT7B",123,0.37833,92,0.303734,55,0.177855,0.286639666667,3.841103,9.675293,16.469173,9.99518966666667,183,467,575,0.117018414931724
"WNT8B",10,0.0842492,10,0.0904286,6,0.0531441,0.0759406333333,0.114789,0.068648,0.270981,0.151472666666667,3,2,5,0.934403971957042
"WNT9A",529,3.1566,427,2.73484,268,1.68127,2.52423666667,1.852728,2.607217,2.212751,2.224232,97,152,82,1.09304686097961
"WNT9B",28,0.09138,23,0.0805678,51,0.174985,0.115644266667,0.121186,0.230392,0,0.117192666666667,4,12,0,0.998614025990444
"WRAP53",133,1.33289,128,1.37687,106,1.11683,1.27553,3.506278,4.729231,3.105334,3.780281,70,103,51,0.476024317398914
"WRAP73",332,2.63697,318,2.71103,391,3.26499,2.87099666667,9.350642,6.934214,10.7638,9.01621866666667,174,213,142,0.386472859219061
"WRN",699,0.859182,782,1.0317,1031,1.33231,1.07439733333,5.210672,4.432537,4.718269,4.78715933333333,185,173,158,0.358448284183524
"WRNIP1",1141,9.24544,1258,10.9411,1093,9.31108,9.83254,24.944107,23.495758,25.25499,24.5649516666667,498,543,355,0.42372620692744
"WSB1",6065,48.4898,7498,64.3436,9830,82.6249,65.1527666667,118.865947,128.136573,168.822642,138.608387333333,3771,3867,3546,0.47384521754235
"WSB2",5090,29.9028,5079,32.0267,3926,24.2483,28.7259333333,133.931257,164.494676,168.941023,155.788985333333,2710,3256,2321,0.189591974653721
"WSCD1",84,0.220272,98,0.275833,60,0.165413,0.220506,6.186464,6.990203,7.537019,6.904562,451,543,329,0.154405266224745
"WSCD2",212,0.305453,232,0.358787,226,0.342338,0.335526,2.207482,4.9372,7.999457,5.04804633333333,76,120,115,0.220819406200537
"WT1",0,0,4,0.01559,7,0.0267228,0.0141042666667,0,0,0.035474,0.0118246666666667,0,0,1,1.00225295950487
"WTAP",1718,9.76519,1980,12.0799,2217,13.2483,11.6977966667,31.429669,32.946139,36.650534,33.6754473333333,752,843,617,0.366189844492465
"WTIP",321,1.83581,436,2.67639,461,2.77179,2.42799666667,6.673041,8.285251,5.278636,6.74564266666667,234,277,187,0.442570980123104
"WWC1",154,0.148924,272,0.282329,181,0.184019,0.205090666667,4.642949,15.528543,16.697385,12.2896256666667,68,107,74,0.090679052735822
"WWC2",718,0.566239,1011,0.85579,983,0.815018,0.745682333333,3.505408,2.832018,5.800033,4.04581966666667,219,211,185,0.345966056786611
"WWOX",337,0.052885,422,0.0710813,400,0.0659934,0.0633199,17.263878,14.990596,23.157804,18.4707593333333,127,163,106,0.0546111161766367
"WWP1",4084,5.25097,4305,5.94111,4416,5.96927,5.72045,19.343734,24.826743,29.176902,24.4491263333333,521,578,446,0.264073898332515
"WWP2",1183,1.15177,1251,1.30731,1346,1.37773,1.27893666667,18.631913,13.586362,20.551264,17.5898463333333,440,442,323,0.122590398317799
"WWTR1",1453,1.15654,1892,1.61643,2222,1.85942,1.54413,1.046947,2.127361,4.896167,2.69015833333333,27,98,96,0.68943654179247
"XAB2",711,12.3951,711,13.3042,598,10.9602,12.2198333333,9.853545,9.005122,12.951018,10.6032283333333,279,326,250,1.13932372556373
"XAF1",1861,16.094,1827,16.9589,2730,24.821,19.2913,0.464053,0.317506,0,0.260519666666667,12,8,0,16.0975671674037
"XBP1",982,28.389,746,23.1482,1390,42.2465,31.2612333333,21.023083,23.717775,22.462389,22.4010823333333,440,506,344,1.37862141903351
"XCL1",10,0.319669,10,0.343116,16,0.537723,0.400169333333,0,0,0,0,0,0,0,1.400169333333
"XCL2",4,0.216346,5,0.290268,12,0.68235,0.396321333333,0,0,0,0,0,0,0,1.396321333333
"XCR1",8,0.130385,6,0.104961,40,0.685385,0.306910333333,0,0,0,0,0,0,0,1.306910333333
"XDH",144,0.312808,145,0.338084,141,0.322013,0.324301666667,0.710118,0.57434,0.295173,0.526543666666667,14,17,7,0.867516400339023
"XIAP",1462,4.7075,1803,6.2313,2056,6.95992,5.96624,20.098693,19.553169,17.969473,19.2071116666667,1012,1084,814,0.34474199553672
"XIRP1",0,0,1,0.0199758,1,0.019566,0.0131806,0,0,0,0,0,0,0,1.0131806
"XIRP2",24,0.0112932,35,0.0176772,34,0.0168198,0.0152634,0,0.024629,0,0.00820966666666667,0,1,0,1.00699629607466
"XK",502,1.89251,746,3.01866,474,1.87867,2.26328,3.011715,3.852449,3.853283,3.57248233333333,208,287,190,0.713677989789208
"XKR4",433,0.171909,788,0.335798,606,0.252943,0.25355,5.923836,6.078334,6.47906,6.16041,1556,1628,1280,0.175066790868121
"XKR5",7,0.0452789,3,0.0208286,0,0,0.0220358333333,0.346179,0.312932,0.306246,0.321785666666667,23,22,14,0.773223571042885
"XKR6",970,0.554167,940,0.576417,948,0.569397,0.566660333333,5.89315,6.031879,7.755604,6.560211,64,75,45,0.207224419177322
"XKR7",123,0.609813,78,0.415075,83,0.432621,0.485836333333,11.680958,10.6623,13.394323,11.912527,1214,1227,984,0.115069368941726
"XKR8",171,3.45959,165,3.58305,159,3.38192,3.47485333333,2.377217,2.685411,2.197645,2.420091,61,67,41,1.3084018329717
"XKR9",28,0.0404152,17,0.0263376,63,0.0956017,0.0541181666667,0.119645,0.259525,0.228862,0.202677333333333,5,11,7,0.876476289567304
"XKRX",8,0.0874096,13,0.152459,12,0.137844,0.1259042,0,0.025013,0.038363,0.0211253333333333,0,1,1,1.10261117146573
"XPA",559,4.35016,623,5.20382,695,5.68613,5.08003666667,13.963492,11.963275,19.998588,15.3084516666667,140,113,117,0.372815077172358
"XPC",1062,5.51566,1285,7.16336,1554,8.48521,7.05474333333,10.610333,13.818188,14.018971,12.8158306666667,269,336,223,0.583008255360541
"XPNPEP1",1099,3.26588,1133,3.61387,1292,4.03648,3.63874333333,129.851617,146.347295,185.923842,154.040918,960,1052,855,0.0299194779879335
"XPNPEP2",13,0.0743084,22,0.134976,44,0.264415,0.1578998,0,0,0,0,0,0,0,1.1578998
"XPNPEP3",538,1.24095,619,1.53251,606,1.46954,1.41433333333,6.663618,11.008868,25.432101,14.3681956666667,159,198,139,0.15709933590751
"XPO1",4064,11.6815,3936,12.1434,4705,14.2181,12.681,202.563326,225.076309,173.347459,200.329031333333,1749,2223,1554,0.0679534387534446
"XPO4",901,1.25202,1185,1.76744,1367,1.99707,1.67217666667,2.07805,2.41234,2.787945,2.42611166666667,283,352,271,0.779944417068523
"XPO5",1121,3.64654,1199,4.18635,1342,4.58951,4.1408,158.120449,126.415448,102.664299,129.066732,889,954,738,0.0395243266356535
"XPO6",2615,4.00939,2595,4.27056,2975,4.79548,4.35847666667,429.964736,497.393345,427.97563,451.777903666667,1587,1842,1281,0.0118346691021718
"XPO7",2059,4.13816,2197,4.73938,2194,4.63581,4.50445,13.833323,20.820713,20.302811,18.318949,804,947,704,0.284924920087527
"XPOT",5207,19.4646,5362,21.5142,4699,18.4672,19.8153333333,21.285592,19.842583,22.809061,21.312412,1122,1143,774,0.932903772720762
