"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"ASPHD2",563,6.24242,408,4.85563,359,4.18482,5.09429,9.207494,8.200895,8.899732,8.76937366666667,403,395,276,0.623815835890673
"ASPM",37,0.103309,38,0.113884,42,0.123289,0.113494,0.079523,0.055699,0.30646,0.147227333333333,7,4,23,0.970595772648374
"ASPN",20,0.132841,27,0.192489,42,0.293285,0.206205,0,0.258936,0.293004,0.18398,0,1,6,1.01877143194986
"ASPRV1",56,4.49387,64,5.51255,63,5.31509,5.10717,1.380103,1.752469,2.045519,1.72603033333333,38,53,40,2.24031623027917
"ASPSCR1",599,2.57746,504,2.32775,492,2.22571,2.37697333333,15.518562,17.650234,19.380759,17.5165183333333,194,252,156,0.182376258459496
"ASRGL1",732,2.28499,697,2.33532,621,2.038,2.21943666667,33.848833,33.91554,39.838385,35.867586,458,465,349,0.0873243142816565
"ASS1",1192,3.69786,1217,4.05233,1120,3.65284,3.80101,10.771104,24.654832,11.913762,15.7798993333333,69,150,47,0.286116734351485
"ASTE1",802,10.1712,836,11.3801,790,10.5333,10.6948666667,3.580495,10.185059,13.414008,9.059854,83,92,56,1.16252846877301
"ASTL",3,0.0359291,3,0.0385644,4,0.0503643,0.0416192666667,0,0,0.095829,0.031943,0,0,1,1.00937674529184
"ASTN1",1570,0.891461,1934,1.17869,1381,0.824393,0.964848,27.440957,25.35734,30.588493,27.7955966666667,2654,2680,2100,0.0682343214743828
"ASTN2",2582,0.4557,3148,0.596346,2471,0.458494,0.503513333333,29.459824,23.836238,25.358822,26.2182946666667,1381,1269,892,0.0552390717988039
"ASXL1",1483,3.1989,1710,3.95909,1979,4.4879,3.88196333333,44.495254,40.970623,49.157368,44.874415,1562,1505,1256,0.106420176329878
"ASXL2",997,1.20341,1132,1.46657,1327,1.68394,1.45130666667,6.618727,4.716243,1.412052,4.24900733333333,214,212,159,0.467003856348839
"ASXL3",207,0.209061,229,0.248244,249,0.264387,0.240564,8.530708,8.138775,11.455953,9.37514533333333,1138,1283,1217,0.119570758783909
"ASZ1",3,0.00807521,1,0.00288917,2,0.00565979,0.00554139,0,0.02902,0,0.00967333333333333,0,1,0,0.995907643396214
"ATAD1",1800,3.50052,2165,4.51916,2247,4.5941,4.20459333333,59.464258,58.784976,54.628584,57.6259393333333,1885,2097,1415,0.0887762890030282
"ATAD2B",509,0.498273,740,0.777538,807,0.830542,0.702117666667,3.435659,2.724058,3.486112,3.21527633333333,209,179,152,0.403797410197544
"ATAD3A",546,4.23485,485,4.03764,483,3.9385,4.07033,13.660602,15.816526,25.266972,18.2480333333333,257,321,205,0.263420678476243
"ATAD5",188,0.513949,233,0.683689,291,0.836361,0.677999666667,0.660738,0.789299,0.654474,0.701503666666667,58,62,40,0.986186335968519
"ATAT1",413,3.61079,447,4.19469,483,4.43953,4.08167,45.341892,45.186396,62.149913,50.8927336666667,998,1104,898,0.0979264270917416
"ATCAY",1394,5.05051,1359,5.28485,979,3.72901,4.68812333333,129.027721,141.088736,147.7472,139.287885666667,4274,4592,3469,0.0405460764220608
"ATE1",827,0.766936,1071,1.06606,1080,1.05297,0.961988666667,25.324591,39.799921,41.226691,35.450401,609,626,524,0.053826257402957
"ATF1",236,0.717612,300,0.979128,387,1.23716,0.977966666667,5.428652,7.029675,5.580159,6.01282866666667,52,67,43,0.282049763466867
"ATF2",1563,2.84038,1999,3.89916,1853,3.54023,3.42659,22.709395,27.872182,28.197035,26.2595373333333,927,1079,799,0.162386835325598
"ATF3",3092,9.74261,1422,4.80924,3293,10.9085,8.48678333333,6.365672,9.840753,5.270859,7.15909466666667,71,146,46,1.16272499841036
"ATF4",3272,191.112,3704,232.212,3376,207.307,210.210333333,1235.671563,1334.310245,1319.215381,1296.399063,1635,2163,1427,0.162795194906812
"ATF5",388,12.9506,418,14.9752,516,18.1069,15.3442333333,60.514076,129.467863,99.432221,96.4713866666667,122,202,106,0.167682372152908
"ATF6",1767,1.56102,1998,1.89456,2433,2.25971,1.90509666667,6.386634,6.645287,7.169753,6.73389133333333,657,738,525,0.375631947936601
"ATF6B",1190,16.004,1321,19.0689,1366,19.3139,18.1289333333,23.623064,24.440833,30.979889,26.3479286666667,552,587,468,0.699465526857817
"ATF7",2212,3.25954,2333,3.69,2658,4.11779,3.68911,8.898439,8.129795,12.161916,9.73005,527,519,440,0.437007283283862
"ATF7IP",1819,2.31441,1990,2.7177,2525,3.37759,2.80323333333,11.064992,12.949458,14.664026,12.8928253333333,1106,1281,1112,0.27375521120278
"ATF7IP2",628,0.697885,607,0.724025,941,1.09939,0.840433333333,7.230254,5.375701,6.127788,6.244581,97,90,50,0.254042757384174
"ATG10",8355,4.7882,8736,5.37377,8145,4.90744,5.02313666667,7.15305,6.525186,8.588298,7.422178,114,118,83,0.71515190805395
"ATG101",464,9.82669,434,9.86551,325,7.2362,8.97613333333,11.355514,19.075746,17.811176,16.080812,165,265,177,0.584054981304753
"ATG12",1410,18.0617,1802,24.7762,1706,22.9751,21.9376666667,55.970167,65.079727,67.80472,62.951538,1344,1517,1128,0.358672635311757
"ATG13",2247,6.85172,2420,7.9205,2115,6.78024,7.18415333333,51.091505,68.168341,66.537928,61.9325913333333,637,813,581,0.130046342601423
"ATG14",623,2.39377,860,3.54677,1015,4.10014,3.34689333333,4.668956,4.825546,5.838678,5.11106,296,331,263,0.711315767367691
"ATG16L1",904,1.84444,850,1.86146,808,1.73318,1.81302666667,25.923241,31.545746,26.913214,28.1274003333333,578,679,417,0.0965766472283068
"ATG16L2",1486,8.86955,1347,8.6296,1595,10.0088,9.16931666667,6.839564,10.298692,8.309177,8.48247766666667,60,85,54,1.07243244056538
"ATG2A",815,6.28164,812,6.71757,758,6.14219,6.38046666667,4.879584,8.281412,5.302335,6.15444366666667,230,358,220,1.03159197423783
"ATG2B",2421,5.02628,2878,6.41332,2753,6.00892,5.81617333333,5.143729,7.767283,4.994263,5.968425,655,721,497,0.978151208247201
"ATG3",798,4.71984,926,5.87862,1090,6.7778,5.79208666667,25.468586,22.961336,24.301281,24.2437343333333,313,362,240,0.26906029737848
"ATG4A",599,1.66092,642,1.91072,607,1.76949,1.78037666667,8.586092,8.642605,6.299086,7.84259433333333,172,169,113,0.314429969515734
"ATG4B",1791,8.5383,1744,8.92407,1425,7.14215,8.20150666667,72.17921,89.628841,84.768033,82.192028,660,765,590,0.110605629985003
"ATG4C",456,0.978839,623,1.43541,605,1.36534,1.259863,0.977458,1.988116,5.356026,2.77386666666667,24,41,35,0.598818983182589
"ATG4D",304,5.57628,311,6.12311,252,4.8597,5.51969666667,27.755736,41.860836,49.577702,39.7314246666667,197,287,189,0.1600655199278
"ATG5",1139,0.709716,1060,0.708936,1432,0.938084,0.785578666667,13.11844,15.344831,16.936075,15.1331153333333,257,319,224,0.110677859159523
"ATG7",2094,1.28197,2355,1.54751,2476,1.59364,1.47437333333,23.091587,14.634805,15.685499,17.8039636666667,151,189,108,0.131587859729609
"ATG9A",1276,21.5628,1190,21.5845,1011,17.9615,20.3696,27.292926,42.830487,39.259914,36.461109,612,849,594,0.570447607410661
"ATG9B",92,1.30765,83,1.26626,76,1.13568,1.23653,15.87109,10.266594,7.868051,11.335245,154,128,62,0.181312166884403
"ATIC",822,3.7972,1151,5.707,1019,4.94885,4.81768333333,47.640205,60.876238,59.336423,55.9509553333333,431,462,313,0.102152515252451
"ATL1",5479,9.51846,6282,11.714,4567,8.34131,9.85792333333,224.495384,218.766573,205.547121,216.269692666667,1981,2214,1422,0.0499744037010635
"ATL2",823,1.72536,1058,2.3807,1038,2.28778,2.13128,21.305725,22.16281,28.145456,23.8713303333333,479,484,365,0.125899176201418
"ATL3",4223,15.4229,4555,17.8556,4823,18.5183,17.2656,1.138137,1.131074,1.038729,1.10264666666667,105,99,69,8.68695643902764
"ATM",2731,3.25403,3355,4.29075,3321,4.16013,3.90163666667,19.132824,19.742964,29.784987,22.886925,460,526,388,0.205201660183134
"ATMIN",2545,38.6314,2527,41.1717,2419,38.6035,39.4688666667,32.153987,31.126902,37.355737,33.545542,1487,1634,1274,1.17146422732925
"ATN1",2419,23.663,2197,23.0677,2413,24.8158,23.8488333333,39.683281,39.945243,48.622998,42.7505073333333,2017,2277,1808,0.567966747081988
"ATOH7",3,0.345028,5,0.617225,3,0.362737,0.441663333333,0.24686,0.108837,0.4427,0.266132333333333,4,2,5,1.13863558759103
"ATOH8",745,3.25052,737,3.45147,663,3.04122,3.24773666667,0,0.083643,2.439781,0.841141333333333,0,2,23,2.30712145220247
"ATOX1",566,3.27232,618,3.83502,603,3.66517,3.59083666667,81.820987,97.835168,99.002245,92.8861333333333,274,358,215,0.0488979203176969
"ATP10A",197,0.18316,249,0.248487,268,0.261961,0.231202666667,0.238106,0.620109,0.132122,0.330112333333333,11,10,7,0.925638110265123
"ATP10B",931,0.5626,1062,0.688835,758,0.481568,0.577667666667,0.029855,0.064017,0.172927,0.088933,1,3,7,1.4488197774032
"ATP10D",821,1.32543,1097,1.90091,1257,2.13348,1.78660666667,4.556916,3.535736,2.475948,3.52286666666667,154,158,90,0.616115148210574
"ATP11A",3517,3.1214,4061,3.86857,4270,3.98422,3.65806333333,8.18721,12.326239,12.206184,10.9065443333333,589,763,561,0.391218745164319
"ATP11B",1481,2.01932,1785,2.61233,1840,2.63758,2.42307666667,6.634161,4.280184,7.987055,6.30046666666667,248,294,235,0.468884637512214
"ATP11C",917,0.731733,1032,0.883901,1262,1.05872,0.891451333333,20.347384,15.733539,21.600268,19.2270636666667,747,611,517,0.09351092004768
"ATP12A",7,0.0381166,8,0.0467569,4,0.0228989,0.0359241333333,0.123754,0,0.08756,0.070438,7,0,3,0.967757248279022
"ATP13A1",845,7.98857,801,8.12803,865,8.59738,8.23799333333,46.427298,53.970571,63.449162,54.615677,601,719,484,0.166104124441927
"ATP13A2",8326,56.0065,7192,51.9269,5214,36.8732,48.2688666667,229.287705,267.343108,253.159682,249.930165,3077,4155,2481,0.196344933924943
"ATP13A3",1669,3.04696,1907,3.73681,2608,5.0056,3.92979,11.802207,11.083747,15.040607,12.642187,785,805,653,0.361363614206432
"ATP13A4",108,0.0971825,130,0.125559,91,0.0860883,0.102943266667,0.894499,4.946537,1.055466,2.298834,35,33,34,0.334343366979666
"ATP13A5",14,0.0235099,15,0.0270368,12,0.0211857,0.0239108,0.335201,1.066283,0.795458,0.732314,7,5,2,0.59106536112968
"ATP1A1",33216,154.355,34777,173.462,21878,106.885,144.900666667,75.590516,80.118708,86.216311,80.641845,2714,3308,2147,1.78708193901056
"ATP1A2",12751,80.0341,15761,106.183,8703,57.4298,81.2156333333,0.05057,0.327218,3.526034,1.301274,3,12,78,35.7261383621855
"ATP1A3",10523,59.463,9948,60.337,5742,34.1121,51.3040333333,637.873449,849.932222,429.39881,639.068160333333,11693,16357,9809,0.0817163492495256
"ATP1A4",151,0.745017,234,1.23921,100,0.518713,0.834313333333,0.097864,0.125086,0.109083,0.110677666666667,4,5,4,1.65152626039388
"ATP1B1",14668,94.8156,15517,107.661,11917,80.9867,94.4877666667,180.736683,217.209893,206.217097,201.387891,4961,6301,3644,0.471805730050816
"ATP1B2",1451,22.7466,1595,26.838,2004,33.0282,27.5376,18.823876,19.380417,27.768243,21.9908453333333,425,660,367,1.24125927456111
"ATP1B3",2661,9.21894,3094,11.5053,3070,11.1818,10.6353466667,670.699744,720.656476,640.972346,677.442855333333,1382,1653,884,0.0171500762005715
"ATP1B4",0,0,0,0,3,0.0260334,0.0086778,0.020103,0.037197,0.055121,0.0374736666666667,1,2,2,0.972244243307702
"ATP23",226,0.7434,219,0.773212,204,0.705477,0.740696333333,1.540953,3.372794,2.967988,2.627245,18,28,18,0.47989488808531
"ATP2A1",73,0.488528,46,0.330419,51,0.358819,0.392588666667,1.557619,11.815616,24.275422,12.5495523333333,28,38,28,0.10277746691609
"ATP2A2",6565,16.3055,6090,16.2352,6398,16.7064,16.4157,302.835205,383.239183,324.292579,336.788989,7098,8183,5511,0.0515579268926377
"ATP2A3",96,0.413132,147,0.679009,228,1.03155,0.707897,0.338505,1.074625,1.347994,0.920374666666667,12,22,13,0.889356139531105
"ATP2B1",1442,2.07762,1725,2.66766,1814,2.74775,2.49767666667,146.116572,114.580109,119.076467,126.591049333333,5840,5189,3751,0.027413182076215
"ATP2B2",1812,0.824393,2059,1.00548,1185,0.566804,0.798892333333,11.668498,16.727196,22.491568,16.9624206666667,929,1449,867,0.100147545072878
"ATP2B3",1153,3.08636,1024,2.9421,700,1.96994,2.66613333333,7.436309,10.135031,8.912492,8.827944,471,640,370,0.373031565231751
"ATP2B4",7984,11.8685,6813,10.8706,9397,14.686,12.4750333333,51.161948,43.463896,50.477837,48.3678936666667,3434,2866,2184,0.27295135223479
"ATP2C1",7230,7.60348,7451,8.41064,6904,7.63331,7.88247666667,144.073087,163.585071,126.281352,144.646503333333,2915,3248,2006,0.060986542507932
"ATP2C2",202,0.368899,166,0.32539,140,0.268795,0.321028,1.087429,5.201965,2.147998,2.812464,26,51,31,0.346502419432682
"ATP4A",3,0.0384574,0,0,1,0.0134771,0.0173115,0.359606,0.158662,0.245145,0.254471,3,4,2,0.810948599050915
"ATP4B",1,0.0185949,1,0.0199588,1,0.0195493,0.0193676666667,0,0,0,0,0,0,0,1.0193676666667
"ATP5F1A",9405,68.2129,11154,86.8318,9114,69.4952,74.8466333333,315.441353,369.971561,310.853617,332.088843666667,5581,6293,4267,0.227706915963845
"ATP5F1B",14572,325.956,16222,389.479,12657,297.652,337.695666667,1273.798428,1449.625785,1452.0003,1391.808171,6931,8500,5556,0.243174669505152
"ATP5F1C",2906,25.8109,3044,29.0197,2941,27.4626,27.4310666667,312.320725,300.905218,286.120667,299.782203333333,1293,1564,988,0.0945237662056491
"ATP5F1D",813,46.1137,852,51.8704,586,34.9442,44.3094333333,92.373167,140.6377,108.667783,113.892883333333,224,371,191,0.394362401036154
"ATP5F1E",2449,62.2672,2465,67.271,2471,66.0513,65.1965,97.909828,103.747858,73.653399,91.7703616666667,1597,1811,1118,0.713552246760132
"ATP5IF1",1792,28.9925,1837,31.9005,1427,24.2722,28.3884,153.683731,164.508371,150.00318,156.065094,859,962,691,0.187109683326583
"ATP5MC3",2501,52.326,2621,58.8588,2136,46.9833,52.7227,126.056468,161.876696,141.366473,143.099879,1232,1659,982,0.372815719019445
"ATP5MD",1061,24.8733,1067,26.8487,1077,26.5443,26.0887666667,342.002745,388.073525,332.886352,354.320874,639,778,444,0.0762374761768148
"ATP5ME",931,85.8284,996,98.5556,784,75.9863,86.7901,441.88069,581.499943,512.860928,512.080520333333,301,436,215,0.17110394279433
"ATP5MF",1656,16.201,1801,18.9119,1920,19.7479,18.2869333333,638.680192,724.167781,619.712628,660.853533666667,557,699,410,0.0291407877305579
"ATP5MG",1472,8.60316,1638,10.2755,1450,8.90956,9.26274,263.080875,276.173364,259.283781,266.17934,928,1020,679,0.0384114280692512
"ATP5MGL",15,3.27971,14,3.28558,10,2.2987,2.95466333333,0.130444,0.119767,0.078031,0.109414,1,1,0,3.5646416336282
"ATP5MPL",1126,12.3083,1131,13.2697,988,11.3541,12.3107,564.206153,620.525311,585.279695,590.003719666667,604,727,424,0.0225221932740244
"ATP5PB",2816,35.3668,3250,43.8114,2981,39.3608,39.513,162.975894,168.277707,157.198825,162.817475333333,1330,1497,898,0.24730572802178
"ATP5PD",1561,33.572,1785,41.2053,1671,37.7823,37.5198666667,141.620142,155.917881,155.898778,151.145600333333,759,906,601,0.253177657338151
"ATP5PF",1367,12.457,1566,15.3172,1409,13.4988,13.7576666667,120.570316,139.526229,143.607023,134.567856,600,752,508,0.108858154891083
"ATP5PO",2224,31.4294,2308,35.0089,2010,29.8632,32.1005,510.633215,593.243928,454.00384,519.293661,1289,1478,1054,0.0636188800309062
"ATP6AP1",2921,64.8242,2912,69.3645,2649,61.8053,65.3313333333,98.442804,107.311294,104.201927,103.318675,2316,2759,1698,0.635852912561437
"ATP6AP1L",282,0.458212,243,0.423803,408,0.696973,0.526329333333,1.637844,1.614964,2.976561,2.07645633333333,42,61,49,0.496132292467557
"ATP6AP2",4589,29.1769,4836,33.0026,5295,35.3937,32.5244,278.634459,318.143656,309.005707,301.927940666667,2418,2925,1865,0.11066790315288
"ATP6V0A1",8154,22.3387,6959,20.4633,6186,17.8171,20.2063666667,437.831964,495.49068,467.162808,466.828484,4561,5567,3657,0.0453293619178177
"ATP6V0A2",516,1.82468,654,2.48231,735,2.73252,2.34650333333,7.489202,8.374533,7.32151,7.728415,356,410,246,0.383403325040113
"ATP6V0A4",17,0.0318428,14,0.0281469,16,0.031508,0.0304992333333,0.039943,0.510708,0.271779,0.274143333333333,1,3,2,0.808778107120314
"ATP6V0B",2498,114.57,2663,131.097,2106,101.549,115.738666667,209.102102,225.789605,219.557678,218.149795,1710,2124,1380,0.532688915666109
"ATP6V0C",3087,86.0533,3145,94.1005,2583,75.6996,85.2844666667,197.9116,238.87069,206.411741,214.398010333333,1751,2241,1190,0.400581539881324
"ATP6V0D1",3088,12.497,2787,12.1062,2387,10.1559,11.5863666667,133.51888,152.121374,157.485383,147.708545666667,1642,1956,1185,0.0846378169477402
"ATP6V0D2",6,0.00628026,7,0.00786439,9,0.00990392,0.00801619,0.134734,0.216465,0.140794,0.163997666666667,4,7,3,0.865995026335963
"ATP6V0E1",2474,8.36392,2560,9.28946,2371,8.42713,8.69350333333,24.932683,32.58626,29.340074,28.9530056666667,159,220,133,0.323623727154616
"ATP6V0E2",3442,32.9722,4144,42.6086,2519,25.369,33.6499333333,163.566852,190.919751,203.936987,186.141196666667,2627,3249,2145,0.185153958350592
"ATP6V1A",6949,18.6698,7341,21.1696,5945,16.7922,18.8772,148.232975,158.455645,129.274654,145.321091333333,5843,6523,4052,0.135846444411201
"ATP6V1B1",22,0.130143,28,0.177785,14,0.0870691,0.1316657,0,0,0,0,0,0,0,1.1316657
"ATP6V1B2",8097,48.0498,8617,54.8863,8133,50.7407,51.2256,147.907746,149.949566,121.330836,139.729382666667,3777,4349,2491,0.371106580661284
"ATP6V1C1",3547,11.919,3834,13.8284,3565,12.5944,12.7806,73.196589,83.411703,99.394927,85.3344063333333,2352,2563,1749,0.159618865586377
"ATP6V1C2",1393,3.80178,1078,3.15788,1636,4.69415,3.88460333333,0.518504,0.250911,1.461778,0.743731,15,11,9,2.80123673509848
"ATP6V1D",3799,10.0718,3960,11.2687,3543,9.87523,10.4052433333,117.170321,128.909657,128.486247,124.855408333333,956,1085,726,0.090621797540021
"ATP6V1E1",4639,22.1344,4662,23.8757,3985,19.9899,22,84.655741,92.228447,89.153144,88.6791106666667,1122,1420,840,0.256469983132304
"ATP6V1E2",190,0.640442,151,0.546315,221,0.783171,0.656642666667,5.914648,6.954612,6.677665,6.51564166666667,79,103,79,0.220425978265373
"ATP6V1F",1045,61.0162,1129,70.756,947,58.1322,63.3014666667,122.703682,123.921764,119.86804,122.164495333333,755,836,524,0.522077945374388
"ATP6V1FNB",59,1.8026,60,1.96761,50,1.60603,1.79208,5.977737,5.291894,5.312508,5.52737966666667,271,273,167,0.427748980844227
"ATP6V1G1",2406,37.8297,2644,44.621,2399,39.6557,40.7021333333,61.995236,69.231159,74.854312,68.693569,1126,1310,965,0.5983641522692
"ATP6V1G2",2852,125.628,2382,112.621,1844,85.3959,107.881633333,68.7878,85.077919,113.261247,89.042322,949,1327,1087,1.20922729350538
"ATP6V1G3",2,0.0197133,0,0,1,0.0103626,0.0100253,0,0,0,0,0,0,0,1.0100253
"ATP6V1H",2091,2.85352,2127,3.11555,1821,2.61261,2.86056,246.172213,265.288866,271.299143,260.920074,1353,1509,996,0.0147394582669521
"ATP7A",2715,3.39422,2928,3.92899,2533,3.32923,3.55081333333,3.034304,2.199918,2.729531,2.65458433333333,225,248,170,1.24523418212632
"ATP7B",680,1.45422,747,1.71468,663,1.49064,1.55318,9.689328,7.723171,10.076217,9.16290533333333,490,476,337,0.251225404179041
"ATP8A1",4499,3.1599,7375,5.55981,3667,2.70774,3.80915,42.603979,36.334171,39.268283,39.4021443333333,2937,2922,2016,0.11903204840621
"ATP8A2",6631,1.77163,6621,1.89871,5949,1.671,1.78044666667,32.919597,30.597639,28.504264,30.6738333333333,4355,4393,2675,0.0877837121073652
"ATP8B1",602,0.670335,592,0.707551,772,0.903755,0.760547,0.349986,0.468858,0.527587,0.448810333333333,8,15,10,1.21516734074462
"ATP8B2",923,6.26154,1129,8.2208,1452,10.3558,8.27938,41.311743,95.757984,68.072949,68.380892,997,1164,857,0.133745469862221
"ATP8B3",86,0.497454,61,0.378726,73,0.443931,0.440037,1.150551,0.551564,0.629361,0.777158666666667,34,24,18,0.810303000519931
"ATP8B4",440,0.236822,547,0.316007,882,0.499086,0.350638333333,0.355106,0.178564,0.397729,0.310466333333333,4,4,1,1.03065473639257
"ATP9A",9568,9.7251,8713,9.50563,7493,8.00694,9.07922333333,88.13113,92.746039,90.590257,90.489142,9460,10815,6898,0.110168519596894
"ATP9B",943,0.533138,1101,0.668122,1215,0.722175,0.641145,21.786057,24.744573,34.828337,27.1196556666667,336,383,270,0.0583629123860656
"ATPAF1",2172,9.22531,2441,11.1283,2034,9.0826,9.81207,36.294644,39.900144,52.524118,42.906302,926,1024,834,0.246253259953434
"ATPAF2",537,1.51799,641,1.94488,523,1.5543,1.67239,22.79129,17.630514,23.398069,21.273291,260,277,176,0.119981820378497
"ATPSCKMT",323,2.31347,363,2.79067,368,2.77107,2.62507,3.994203,2.410059,7.416325,4.60686233333333,93,72,85,0.646541645663139
"ATR",1458,1.96344,1836,2.65383,2071,2.9321,2.51645666667,13.496286,15.623873,19.385342,16.1685003333333,429,450,289,0.204820257937303
"ATRAID",834,28.2801,1078,39.235,1015,36.1842,34.5664333333,80.722971,94.06974,72.806032,82.5329143333333,165,178,117,0.425777474869058
"ATRIP",486,4.05539,463,4.14685,373,3.27223,3.82482333333,4.502357,3.510412,4.717743,4.243504,112,130,100,0.92015250361781
"ATRN",2317,2.2475,2616,2.72366,2573,2.62393,2.53169666667,17.646006,18.920003,18.283034,18.2830143333333,2013,2365,1486,0.183150652985046
"ATRNL1",6128,1.25118,6792,1.48847,4270,0.916575,1.21874166667,33.001457,28.785322,27.504466,29.7637483333333,2643,2375,1824,0.072121954796579
"ATRX",2144,1.33125,2786,1.85676,2682,1.75078,1.64626333333,29.860174,28.919441,30.724705,29.8347733333333,1393,1296,1039,0.0858207486957366
"ATXN1",1210,0.457169,1166,0.472858,1362,0.541012,0.490346333333,4.529759,5.812582,5.768439,5.37026,588,670,484,0.233953768501286
"ATXN10",3291,3.31355,3570,3.85811,3440,3.64135,3.60433666667,469.75363,507.547613,540.500739,505.933994,3587,4043,2851,0.00908271435959373
"ATXN1L",1186,5.27303,1283,6.12269,1610,7.52557,6.30709666667,4.458507,4.368017,5.338983,4.72183566666667,437,515,410,1.27705461889416
"ATXN2",2297,2.56917,2324,2.79003,2707,3.18316,2.84745333333,67.94452,78.942029,88.366997,78.4178486666667,909,1129,802,0.0484457007829382
"ATXN2L",1754,21.5745,1526,20.1468,1692,21.8801,21.2004666667,107.984078,126.613053,140.69117,125.096100333333,1569,1993,1524,0.176059898823305
"ATXN3",1225,3.44471,1273,3.84225,1293,3.82256,3.70317333333,18.040598,22.191139,26.905511,22.3790826666667,297,330,262,0.201170140008773
"ATXN7",840,1.39686,880,1.57071,1152,2.01402,1.66053,5.569304,7.57072,7.658908,6.93297733333333,310,358,273,0.335375974014296
"ATXN7",862,1.08412,899,1.21358,1177,1.55627,1.28465666667,5.569304,7.57072,7.658908,6.93297733333333,310,358,273,0.287994856240188
"ATXN7L1",536,0.344846,584,0.403286,679,0.45927,0.402467333333,4.348324,5.152991,4.61593,4.70574833333333,166,192,142,0.245799017306757
"ATXN7L2",187,3.50297,151,3.03608,148,2.91471,3.15125333333,15.596457,16.884996,16.320395,16.2672826666667,506,540,380,0.240411500377168
"ATXN7L3",1944,40.8731,2011,45.3831,1679,37.1134,41.1232,131.269164,117.123633,153.14327,133.845355666667,1706,1977,1540,0.312381541001139
"ATXN7L3B",2725,62.6718,3037,74.9706,2731,66.0337,67.8920333333,36.041734,39.28776,49.836864,41.7221193333333,3629,4218,3597,1.61256123077087
"AUH",1897,2.23772,2270,2.87412,2053,2.54604,2.55262666667,14.895223,18.77022,15.873035,16.512826,180,237,164,0.202858560158709
"AUNIP",908,5.75861,909,6.1878,695,4.63399,5.5268,0.986983,0.920014,1.394602,1.100533,17,27,14,3.1072113601643
"AUP1",1506,84.4341,1537,92.4927,1444,85.1135,87.3467666667,40.175364,39.985228,40.861211,40.340601,625,710,447,2.13704601601462
"AURKA",136,1.0353,140,1.14392,115,0.920371,1.033197,1.083839,1.551643,0.846265,1.16058233333333,29,36,17,0.941041203860626
"AURKAIP1",663,65.5863,680,72.202,529,55.0166,64.2683,37.438014,40.030755,37.381795,38.2835213333333,265,336,179,1.66146765322226
"AURKB",135,4.01915,156,4.985,143,4.47584,4.49333,0,0.130611,1.742567,0.624392666666667,0,1,12,3.38177468584156
"AURKC",33,1.21447,28,1.10604,34,1.31549,1.212,0.930191,0.924279,1.107741,0.987403666666667,9,14,9,1.11300992199035
"AUTS2",1609,0.235181,1852,0.290554,2349,0.360967,0.295567333333,68.770268,81.567249,86.23005,78.8558556666667,1453,1517,1147,0.0162238238200207
"AVEN",847,0.855427,822,0.89107,798,0.847307,0.864601333333,44.287039,40.050658,33.515681,39.2844593333333,236,251,153,0.0462858721251383
"AVIL",12476,102.187,12275,107.915,3673,31.6285,80.5768333333,44.142911,60.673831,68.791246,57.8693293333333,128,265,114,1.38572724128367
"AVL9",2434,4.55748,2500,5.02441,2406,4.73629,4.77272666667,23.86983,24.460968,20.220605,22.8504676666667,1192,1161,879,0.242038300772523
"AVPI1",689,12.2599,726,13.8658,471,8.81103,11.6455766667,1.530711,3.086184,1.620985,2.07929333333333,24,54,18,4.10664892811987
"AVPR1A",12,0.256157,27,0.618627,48,1.07722,0.650668,0,0.023094,0.035039,0.0193776666666667,0,2,2,1.61928993931919
"AVPR2",35,1.31891,37,1.49654,10,0.396173,1.070541,0,0.04734,0,0.01578,0,1,0,2.03837543562582
"AWAT2",1,0.0185909,1,0.0199545,0,0,0.0128484666667,0,0.034652,0,0.0115506666666667,0,1,0,1.00128298071743
"AXDND1",342,0.316095,317,0.314479,602,0.584961,0.405178333333,0.282399,0.290865,0.170739,0.248001,1,4,3,1.12594327515202
"AXIN1",509,1.36208,544,1.56251,461,1.29695,1.40718,6.280721,6.944452,10.147055,7.79074266666667,200,245,172,0.273831243988942
"AXIN2",187,0.987388,184,1.04281,174,0.965903,0.998700333333,2.251211,3.343473,3.650408,3.08169733333333,83,98,98,0.489673821968753
"AXL",1349,5.53942,1497,6.59803,2000,8.63417,6.92387333333,0.3368,0.7679,1.012178,0.705626,21,46,37,4.64572733608071
"AZGP1",1429,26.7773,1881,37.8324,1133,22.3204,28.9767,0,0.358918,0,0.119639333333333,0,4,0,26.773532429193
"AZI2",1917,9.83606,2293,12.6283,2494,13.4534,11.9725866667,203.485478,149.582782,198.474353,183.847537666667,810,870,677,0.0701799268221431
"AZIN1",5277,13.6461,5943,16.4955,5882,15.9913,15.3776333333,143.125534,164.754701,218.018375,175.299536666667,3980,4536,3655,0.0928966328724139
"AZIN2",366,1.50841,538,2.37991,424,1.83714,1.90848666667,19.907951,19.464687,22.081029,20.4845556666667,167,174,142,0.135375695536609
