"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"ZNF503",1.627208,1.839837,2.868863,2.11196933333333,55,74,66,"Zfp503",0.037883,0.075905,0.137306,5,11,12,0.083698,2.87162044530241
"ZNF507",2.641977,2.737031,3.028038,2.80234866666667,234,266,199,"Zfp507",8.90927,0.799287,0.881114,161,139,87,3.52989033333333,0.839390887387928
"ZNF510",5.612024,5.735754,5.893543,5.747107,366,376,293,"Zfp819",0,0,0,0,0,0,0,6.747107
"ZNF511",5.039032,6.23165,6.526987,5.93255633333333,40,69,46,"Zfp511",1.771462,1.473866,1.326909,48,40,23,1.524079,2.74656868241182
"ZNF512",35.269287,29.219219,39.212348,34.5669513333333,1176,1241,977,"Zfp512",5.998836,4.304919,5.757318,277,211,215,5.353691,5.59784089804388
"ZNF512B",16.413535,16.799758,19.872751,17.695348,1303,1497,1116,"Zfp512b",2.409003,2.189535,1.64879,231,167,151,2.08244266666667,6.06510810474117
"ZNF513",12.422561,6.98624,14.636998,11.3485996666667,152,139,130,"Zfp513",4.710674,3.394065,3.744139,64,60,57,3.949626,2.49485509948967
"ZNF516",5.815416,6.029783,13.58719,8.477463,129,245,176,"Zfp516",0.979019,2.857152,2.012021,137,106,86,1.94939733333333,3.21335579065192
"ZNF518A",4.356704,4.666016,6.728907,5.25054233333333,352,369,337,"Zfp518a",1.045969,1.146772,0.858937,176,139,111,1.017226,3.09858307067891
"ZNF518B",5.663166,5.878995,6.576989,6.03971666666667,386,462,318,"Zfp518b",0.362773,0.350312,0.423189,83,71,70,0.378758,5.10583921664764
"ZNF519",6.19748,4.384085,3.023807,4.535124,183,179,120,"Zfp941",0.018113,0,0.011565,2,0,1,0.00989266666666667,5.48090325110457
"ZNF521",9.679943,17.614222,16.054785,14.44965,351,487,466,"Zfp521",1.795119,1.755684,2.335673,178,164,140,1.96215866666667,5.21567266934609
"ZNF524",0.88619,1.354267,1.664138,1.30153166666667,11,17,6,"Zfp524",1.50886,1.34214,1.841863,51,45,44,1.56428766666667,0.897532557124701
"ZNF526",1.414901,2.039749,1.395227,1.61662566666667,55,72,52,"Zfp526",0.66795,0.765812,0.890287,78,86,74,0.774683,1.47441862387067
"ZNF532",70.357563,84.716132,97.972371,84.3486886666667,1556,1902,1588,"Zfp532",2.83756,3.840493,2.666874,220,213,173,3.11497566666667,20.7409947422127
"ZNF536",5.598218,6.541599,12.887274,8.34236366666667,269,313,420,"Zfp536",0.640203,0.576479,0.70569,47,52,40,0.640790666666667,5.69381814296035
"ZNF541",0,0.028025,0.044696,0.0242403333333333,0,1,1,"Zfp541",0,0,0,0,0,0,0,1.02424033333333
"ZNF548",9.060329,10.037004,10.270372,9.789235,237,253,180,"Zfy1",0,0,0,0,0,0,0,10.789235
"ZNF548",9.060329,10.037004,10.270372,9.789235,237,253,180,"Zfy2",0,0,0,0,0,0,0,10.789235
"ZNF549",6.699534,7.855344,6.59099,7.04862266666667,330,385,286,"Zfy1",0,0,0,0,0,0,0,8.04862266666667
"ZNF549",6.699534,7.855344,6.59099,7.04862266666667,330,385,286,"Zfy2",0,0,0,0,0,0,0,8.04862266666667
"ZNF551",2.194698,2.265067,5.394799,3.28485466666667,115,149,140,"Zfp551",0.458852,0.236687,0.408708,19,10,14,0.368082333333333,3.13201520278872
"ZNF552",4.339109,4.169487,2.608138,3.705578,64,62,50,"Zfy2",0,0,0,0,0,0,0,4.705578
"ZNF552",4.339109,4.169487,2.608138,3.705578,64,62,50,"Zfp956",0.224967,0.264254,0.243978,19,12,16,0.244399666666667,3.78140409873677
"ZNF552",4.339109,4.169487,2.608138,3.705578,64,62,50,"Zfy1",0,0,0,0,0,0,0,4.705578
"ZNF554",6.891383,5.675711,5.630652,6.06591533333333,216,207,141,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,5.52537891317273
"ZNF555",2.03559,1.949926,1.905925,1.96381366666667,234,220,159,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,2.3176322902029
"ZNF556",0.195034,0.260525,0.623564,0.359707666666667,17,25,14,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,1.06325928277647
"ZNF557",1.905949,1.905724,2.020351,1.944008,149,161,112,"Zfp558",0.348571,0.113229,0.21136,9,7,8,0.224386666666667,2.4044757102876
"ZNF558",7.22761,8.675755,6.839526,7.58096366666667,252,246,159,"Zfp558",0.348571,0.113229,0.21136,9,7,8,0.224386666666667,7.00837725555108
"ZNF560",0.054475,0.241695,0.397729,0.231299666666667,2,3,1,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,0.962847259420404
"ZNF561",24.911736,17.461289,19.644438,20.6724876666667,390,359,292,"Zfy2",0,0,0,0,0,0,0,21.6724876666667
"ZNF561",24.911736,17.461289,19.644438,20.6724876666667,390,359,292,"Zfy1",0,0,0,0,0,0,0,21.6724876666667
"ZNF561",24.911736,17.461289,19.644438,20.6724876666667,390,359,292,"Zfp956",0.224967,0.264254,0.243978,19,12,16,0.244399666666667,17.4160185406671
"ZNF562",12.079772,8.405378,9.081952,9.85570066666667,596,544,429,"Zfy2",0,0,0,0,0,0,0,10.8557006666667
"ZNF562",12.079772,8.405378,9.081952,9.85570066666667,596,544,429,"Zfp956",0.224967,0.264254,0.243978,19,12,16,0.244399666666667,8.72364478829015
"ZNF562",12.079772,8.405378,9.081952,9.85570066666667,596,544,429,"Zfy1",0,0,0,0,0,0,0,10.8557006666667
"ZNF563",0.729682,0.805106,0.24272,0.592502666666667,10,17,6,"Zfp961",1.362408,2.111406,1.872224,58,88,62,1.78201266666667,0.572428258773804
"ZNF566",5.979329,7.703263,5.873607,6.518733,264,286,180,"Zfp566",0.583021,0.434294,0.285746,15,9,6,0.434353666666667,5.24189617576883
"ZNF569",3.32317,4.657455,6.734479,4.90503466666667,151,181,132,"Zfp74",0.604136,0.597354,1.092103,67,53,53,0.764531,3.34651795104006
"ZNF570",4.561806,4.351744,4.327789,4.41377966666667,281,266,197,"Zfp39",0.356828,0.345214,0.377615,45,40,34,0.359885666666667,3.98105502496901
"ZNF574",3.747031,3.690682,5.078602,4.172105,152,157,126,"Zfp574",0.824375,1.319741,1.005412,79,86,65,1.04984266666667,2.52317169707984
"ZNF575",0.97157,1.222028,1.590915,1.26150433333333,14,15,17,"Zfp575",0,0,0.018082,0,0,1,0.00602733333333333,2.24795515827602
"ZNF579",7.824876,8.231438,9.15071,8.40234133333333,94,138,80,"Zfp579",2.683927,2.261627,1.11487,45,50,26,2.02014133333333,3.11321236180558
"ZNF580",19.296055,21.524041,22.316185,21.045427,197,252,151,"Zfp580",0.500009,0.631914,0.422929,13,17,7,0.518284,14.5199626683809
"ZNF583",20.062434,44.232169,32.710728,32.3351103333333,250,276,194,"Zfp583",0.351283,0.352944,0.425634,10,7,8,0.376620333333333,24.2151808499124
"ZNF584",8.149871,8.017174,5.289933,7.152326,150,148,79,"Zfy2",0,0,0,0,0,0,0,8.152326
"ZNF584",8.149871,8.017174,5.289933,7.152326,150,148,79,"Zfy1",0,0,0,0,0,0,0,8.152326
"ZNF586",5.024064,6.630213,6.819317,6.15786466666667,128,155,102,"Zfp956",0.224967,0.264254,0.243978,19,12,16,0.244399666666667,5.75206250724915
"ZNF586",5.024064,6.630213,6.819317,6.15786466666667,128,155,102,"Zfy1",0,0,0,0,0,0,0,7.15786466666667
"ZNF586",5.024064,6.630213,6.819317,6.15786466666667,128,155,102,"Zfy2",0,0,0,0,0,0,0,7.15786466666667
"ZNF587B",0.789848,1.31294,1.154734,1.08584066666667,60,87,65,"Zfy1",0,0,0,0,0,0,0,2.08584066666667
"ZNF587B",0.789848,1.31294,1.154734,1.08584066666667,60,87,65,"Zfp956",0.224967,0.264254,0.243978,19,12,16,0.244399666666667,1.67618227691586
"ZNF587B",0.789848,1.31294,1.154734,1.08584066666667,60,87,65,"Zfy2",0,0,0,0,0,0,0,2.08584066666667
"ZNF592",17.708398,17.746069,14.165206,16.539891,586,748,483,"Zfp592",4.694215,4.946202,3.628074,349,336,251,4.42283033333333,3.23445321388443
"ZNF593",8.649486,10.169738,12.133271,10.3174983333333,46,61,46,"Zfp593",0.230374,0.386298,0.520992,15,24,24,0.379221333333333,8.20571583386181
"ZNF597",0.88057,1.123661,1.669351,1.22452733333333,65,89,88,"Zfp597",2.046736,1.747413,2.627831,144,163,156,2.14066,0.708299317128672
"ZNF598",9.691126,11.408879,12.570202,11.2234023333333,176,259,162,"Zfp598",1.656227,1.550614,1.502352,190,172,122,1.569731,4.75668555710046
"ZNF605",5.756476,5.780126,6.916623,6.151075,407,446,336,"Zfp605",0.520569,0.458608,0.488469,33,25,32,0.489215333333333,4.80190798465232
"ZNF606",4.862109,5.060279,7.48834,5.803576,218,218,175,"Zfp606",1.665498,1.606023,1.790553,168,153,145,1.687358,2.53169693059131
"ZNF608",15.765841,20.289322,22.12608,19.3937476666667,640,861,560,"Zfp608",0.576765,0.486282,0.864696,100,82,100,0.642581,12.415672448827
"ZNF609",16.723377,16.424959,26.441088,19.8631413333333,1287,1433,1077,"Zfp609",1.979663,2.207801,1.843249,381,289,280,2.01023766666667,6.93072894687274
"ZNF610",2.57182,2.279821,2.393607,2.41508266666667,43,67,32,"Zfp956",0.224967,0.264254,0.243978,19,12,16,0.244399666666667,2.74436160515419
"ZNF610",2.57182,2.279821,2.393607,2.41508266666667,43,67,32,"Zfy2",0,0,0,0,0,0,0,3.41508266666667
"ZNF610",2.57182,2.279821,2.393607,2.41508266666667,43,67,32,"Zfy1",0,0,0,0,0,0,0,3.41508266666667
"ZNF618",8.512728,8.293898,11.16999,9.32553866666667,1051,1121,971,"Zfp618",0.040537,0.013844,0.031708,11,4,7,0.0286963333333333,10.0374992425688
"ZNF622",19.317696,19.06743,17.264827,18.5499843333333,397,430,252,"Zfp622",6.650194,5.411444,6.194084,164,164,105,6.08524066666667,2.75925480207165
"ZNF623",6.743362,6.847896,6.7423,6.77785266666667,508,563,403,"Zfp623",0.965414,0.921248,0.703527,76,68,40,0.863396333333333,4.17401951883917
"ZNF627",10.48772,10.185174,13.46001,11.3776346666667,356,392,346,"Zfp872",0,0,0,0,0,0,0,12.3776346666667
"ZNF628",0.712629,1.166377,1.298684,1.05923,24,39,31,"Zfp628",0.463317,0.395567,0.385913,57,50,33,0.414932333333333,1.45535581560202
"ZNF629",8.320362,8.439861,9.482646,8.747623,685,768,554,"Zfp629",15.453296,6.334911,3.552972,314,298,264,8.44705966666667,1.03181554303016
"ZNF638",80.048087,76.748924,81.634737,79.4772493333333,1692,1749,1253,"Zfp638",11.714659,11.021709,10.705397,638,592,402,11.147255,6.62513871103664
"ZNF639",17.257086,15.219768,19.925881,17.4675783333333,348,391,307,"Zfp639",6.173394,7.73755,8.010174,188,207,153,7.30703933333333,2.22312397862728
"ZNF641",41.579947,39.418674,36.917803,39.3054746666667,875,828,541,"Zfp641",0.52446,0.597899,0.653607,72,77,65,0.591988666666667,25.3176894475379
"ZNF644",16.386305,18.229012,24.237461,19.6175926666667,543,611,493,"Zfp644",2.962444,3.426747,2.879652,310,287,265,3.08961433333333,5.04145158594009
"ZNF646",3.054448,3.787731,3.086752,3.30964366666667,194,251,172,"Zfp646",1.283039,1.325897,1.297174,242,212,175,1.30203666666667,1.87210035750951
"ZNF648",0,0,0,0,0,0,0,"Zfp648",0,0,0,0,0,0,0,1
"ZNF652",6.539387,6.872275,9.725109,7.712257,584,609,531,"Zfp652",2.085473,1.815727,2.523134,647,569,576,2.14144466666667,2.77332817364071
"ZNF654",3.489456,3.522794,5.271986,4.09474533333333,191,195,136,"Zfp654",1.058874,1.028067,1.164887,214,199,180,1.08394266666667,2.44476271580088
"ZNF655",17.690792,22.305201,22.009192,20.668395,766,954,759,"Zfp655",5.468873,5.922892,5.795206,298,308,268,5.72899033333333,3.22015546562186
"ZNF664",71.293009,70.165088,78.633136,73.3637443333333,2001,2287,1788,"Zfp664",6.114047,5.649286,4.719967,556,514,428,5.49443333333333,11.4503822761031
"ZNF665",1.604015,1.330202,2.105751,1.67998933333333,25,44,26,"Zfp160",1.515773,1.515272,1.661747,133,116,100,1.564264,1.04513003861277
"ZNF667",5.812633,6.069508,5.119539,5.66722666666667,182,233,142,"Zfp667",0.749692,0.457432,0.586447,63,35,39,0.597857,4.17260534995727
"ZNF668",7.645137,9.273002,9.866045,8.92806133333333,67,97,81,"Zfp668",0.282255,0.414143,0.329265,42,39,37,0.341887666666667,7.39857856954246
"ZNF669",6.970343,9.326507,11.998588,9.43181266666667,129,148,97,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,8.15743113459821
"ZNF672",6.069442,6.775341,7.623297,6.82269333333333,209,248,194,"Zfp672",8.625307,8.156948,5.224948,334,322,230,7.33573433333333,0.938452812975526
"ZNF674",3.500209,3.558865,3.523218,3.52743066666667,116,107,90,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,3.5403438558682
"ZNF678",1.232977,2.80407,3.035248,2.35743166666667,79,111,91,"Zfp457",0.397671,0.327097,0.046961,10,9,2,0.257243,2.67047155296682
"ZNF678",1.232977,2.80407,3.035248,2.35743166666667,79,111,91,"Zfp953",0.210483,0.143583,0.073665,33,21,8,0.142577,2.93847300152783
"ZNF678",1.232977,2.80407,3.035248,2.35743166666667,79,111,91,"Zfp738",0.779435,0.666598,0.669109,137,123,98,0.705047333333333,1.96911346742671
"ZNF678",1.232977,2.80407,3.035248,2.35743166666667,79,111,91,"Zfp595",0.29625,0.180262,0.20222,32,20,15,0.226244,2.73798009749011
"ZNF680",1.873365,1.325131,2.422518,1.87367133333333,51,48,62,"Gm10037",0.200091,0.101969,0.725814,2,1,5,0.342624666666667,2.14033855080869
"ZNF682",10.911102,7.504923,11.837253,10.084426,160,131,126,"Zfp738",0.779435,0.666598,0.669109,137,123,98,0.705047333333333,6.50094914276085
"ZNF682",10.911102,7.504923,11.837253,10.084426,160,131,126,"Zfp953",0.210483,0.143583,0.073665,33,21,8,0.142577,9.70125076909478
"ZNF682",10.911102,7.504923,11.837253,10.084426,160,131,126,"Zfp457",0.397671,0.327097,0.046961,10,9,2,0.257243,8.81645473468534
"ZNF682",10.911102,7.504923,11.837253,10.084426,160,131,126,"Zfp595",0.29625,0.180262,0.20222,32,20,15,0.226244,9.03933148704499
"ZNF687",5.156657,4.802139,7.33763,5.76547533333333,178,267,203,"Zfp687",1.842282,1.069646,1.899129,131,132,130,1.60368566666667,2.59842246702335
"ZNF688",11.806445,14.307073,20.252635,15.4553843333333,102,113,86,"Zfp688",2.136878,0.656643,0.638834,11,10,12,1.14411833333333,7.67466239036869
"ZNF689",4.778753,5.032772,5.289385,5.03363666666667,170,163,120,"Zfp689",0.195698,0.18675,0.286475,22,21,17,0.222974333333333,4.93357587499111
"ZNF69",5.073736,4.20489,3.41275,4.23045866666667,91,81,43,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,4.09009514827966
"ZNF691",3.312287,2.868165,2.906806,3.029086,48,50,30,"Zfp691",16.353981,22.028957,14.995155,115,123,56,17.7926976666667,0.214396361366817
"ZNF692",19.72689,25.881722,30.015832,25.208148,277,293,244,"Zfp692",1.035693,0.416845,0.613894,61,24,25,0.688810666666667,15.5187011293155
"ZNF695",0.435127,0.493501,0.85231,0.593646,11,10,9,"Zfp457",0.397671,0.327097,0.046961,10,9,2,0.257243,1.26757198091379
"ZNF695",0.435127,0.493501,0.85231,0.593646,11,10,9,"Zfp595",0.29625,0.180262,0.20222,32,20,15,0.226244,1.29961573716161
"ZNF695",0.435127,0.493501,0.85231,0.593646,11,10,9,"Zfp953",0.210483,0.143583,0.073665,33,21,8,0.142577,1.39478214597353
"ZNF695",0.435127,0.493501,0.85231,0.593646,11,10,9,"Zfp738",0.779435,0.666598,0.669109,137,123,98,0.705047333333333,0.934663788414867
"ZNF697",10.008455,8.955086,10.955479,9.97300666666667,712,711,547,"Zfp697",1.28367,1.303716,1.674221,147,140,115,1.42053566666667,4.53329683085301
"ZNF7",8.295908,7.493585,10.941919,8.91047066666667,186,181,175,"Zfp7",0.505007,0.228179,0.154597,31,20,12,0.295927666666667,7.64739492919229
"ZNF700",5.237496,3.490299,5.381076,4.702957,203,147,149,"Zfp961",1.362408,2.111406,1.872224,58,88,62,1.78201266666667,2.04993926459477
"ZNF703",6.342964,6.423353,10.090285,7.61886733333333,219,265,235,"Zfp703",1.205911,1.596926,1.313824,108,115,80,1.37222033333333,3.633249075655
"ZNF704",8.93663,9.924929,5.262179,8.041246,802,1057,628,"Zfp704",0.943601,0.96721,1.061789,427,412,345,0.990866666666667,4.54136188594582
"ZNF705A",0,0,0,0,0,0,0,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,0.781976382749288
"ZNF705B",0,0,0,0,0,0,0,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,0.781976382749288
"ZNF705D",0.044932,0,0,0.0149773333333333,2,0,0,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,0.793688303692519
"ZNF705E",0.153883,0.020453,0.092542,0.0889593333333333,7,1,3,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,0.851540480441076
"ZNF705G",0,0.019211,0,0.00640366666666667,0,1,0,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,0.78698389884562
"ZNF706",38.00259,38.995293,44.587129,40.5283373333333,479,524,412,"Zfp706",42.863192,36.690473,41.795547,994,865,654,40.4497373333333,1.00189627257147
"ZNF711",18.964915,19.47629,24.482289,20.974498,1008,1130,957,"Zfp711",0.056456,0.147294,0.104011,7,10,8,0.102587,19.9299447571938
"ZNF721",12.277865,16.124861,14.957553,14.4534263333333,492,595,368,"Zfp420",0.345555,0.457968,0.515325,29,35,33,0.439616,10.7344085737678
"ZNF723",0,0,0.061063,0.0203543333333333,0,0,1,"Gm10037",0.200091,0.101969,0.725814,2,1,5,0.342624666666667,0.759969899753567
"ZNF727",0.027189,0.041681,0.072901,0.047257,3,5,6,"Zfp457",0.397671,0.327097,0.046961,10,9,2,0.257243,0.832978986560275
"ZNF727",0.027189,0.041681,0.072901,0.047257,3,5,6,"Zfp595",0.29625,0.180262,0.20222,32,20,15,0.226244,0.854036390799874
"ZNF727",0.027189,0.041681,0.072901,0.047257,3,5,6,"Zfp953",0.210483,0.143583,0.073665,33,21,8,0.142577,0.916574550336651
"ZNF727",0.027189,0.041681,0.072901,0.047257,3,5,6,"Zfp738",0.779435,0.666598,0.669109,137,123,98,0.705047333333333,0.614209928091928
"ZNF736",0.2056,0.049239,0,0.0849463333333333,8,6,0,"Zfp595",0.29625,0.180262,0.20222,32,20,15,0.226244,0.884771981215267
"ZNF736",0.2056,0.049239,0,0.0849463333333333,8,6,0,"Zfp953",0.210483,0.143583,0.073665,33,21,8,0.142577,0.949560802758443
"ZNF736",0.2056,0.049239,0,0.0849463333333333,8,6,0,"Zfp738",0.779435,0.666598,0.669109,137,123,98,0.705047333333333,0.636314495276964
"ZNF736",0.2056,0.049239,0,0.0849463333333333,8,6,0,"Zfp457",0.397671,0.327097,0.046961,10,9,2,0.257243,0.862956750074038
"ZNF738",24.594697,22.721803,25.450178,24.2555593333333,359,347,316,"Zfp953",0.210483,0.143583,0.073665,33,21,8,0.142577,22.1040326676743
"ZNF738",24.594697,22.721803,25.450178,24.2555593333333,359,347,316,"Zfp595",0.29625,0.180262,0.20222,32,20,15,0.226244,20.5958678153233
"ZNF738",24.594697,22.721803,25.450178,24.2555593333333,359,347,316,"Zfp738",0.779435,0.666598,0.669109,137,123,98,0.705047333333333,14.8122335606714
"ZNF738",24.594697,22.721803,25.450178,24.2555593333333,359,347,316,"Zfp457",0.397671,0.327097,0.046961,10,9,2,0.257243,20.0880492739537
"ZNF740",15.149387,17.243594,25.076134,19.1563716666667,258,302,280,"Zfp740",8.373316,6.616975,6.670015,406,360,313,7.220102,2.4520829141374
"ZNF746",5.146729,5.769906,6.442711,5.78644866666667,206,206,155,"Zfp746",1.211544,0.97625,1.951582,120,116,81,1.379792,2.85169824365603
"ZNF747",2.54763,2.607526,3.312221,2.822459,111,127,102,"E430018J23Rik",0.313182,0.475955,0.233255,28,33,12,0.340797333333333,2.85088499579355
"ZNF747",2.54763,2.607526,3.312221,2.822459,111,127,102,"Zfp764",0.35468,0.29802,0.67897,29,22,39,0.44389,2.64733393818089
"ZNF749",3.871678,5.338073,5.08752,4.765757,142,195,119,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,4.50868580267139
"ZNF750",0.024829,0.06779,0.079776,0.057465,1,3,1,"Zfp750",0,0,0,0,0,0,0,1.057465
"ZNF76",10.553587,14.064576,15.029942,13.216035,239,309,238,"Zfp523",2.257783,4.094435,3.091473,111,118,93,3.147897,3.42728736996121
"ZNF763",3.171619,3.174784,2.653775,3.00005933333333,75,66,70,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,3.12795192826253
"ZNF764",3.82984,3.169671,4.598021,3.865844,112,122,80,"E430018J23Rik",0.313182,0.475955,0.233255,28,33,12,0.340797333333333,3.62906748024559
"ZNF764",3.82984,3.169671,4.598021,3.865844,112,122,80,"Zfp764",0.35468,0.29802,0.67897,29,22,39,0.44389,3.36995477494823
"ZNF768",14.264381,17.11849,20.028671,17.1371806666667,360,481,356,"Zfp768",3.61731,3.46116,4.008441,282,259,221,3.695637,3.86256021635971
"ZNF77",2.619434,1.898613,2.463938,2.32732833333333,61,52,44,"BC025920",0.593376,0.409929,0.41042,44,28,25,0.471241666666667,2.26157837201004
"ZNF770",10.499076,11.600377,13.10091,11.7334543333333,769,904,689,"Zfp770",2.274407,1.981817,2.13827,327,265,218,2.131498,4.06625018867434
"ZNF771",4.825689,5.193749,3.487896,4.50244466666667,77,94,41,"Zfp771",0.962654,1.332166,6.770779,29,60,23,3.02186633333333,1.36813215821278
"ZNF772",4.340162,4.534276,3.935026,4.26982133333333,158,188,136,"Zfy2",0,0,0,0,0,0,0,5.26982133333333
"ZNF772",4.340162,4.534276,3.935026,4.26982133333333,158,188,136,"Zfy1",0,0,0,0,0,0,0,5.26982133333333
"ZNF773",4.183568,4.335417,4.136383,4.218456,89,117,73,"Zfy1",0,0,0,0,0,0,0,5.218456
"ZNF773",4.183568,4.335417,4.136383,4.218456,89,117,73,"Zfy2",0,0,0,0,0,0,0,5.218456
"ZNF775",4.865423,6.100592,5.154174,5.37339633333333,53,86,47,"Zfp141",0.830267,0.705259,0.594826,46,50,53,0.710117333333333,3.72687663536537
"ZNF775",4.865423,6.100592,5.154174,5.37339633333333,53,86,47,"Zfp386",5.748832,4.205253,5.670986,259,207,207,5.208357,1.0265834154404
"ZNF777",3.485057,4.550688,4.813203,4.28298266666667,136,201,132,"Zfp777",2.543818,1.767141,1.758515,109,98,78,2.023158,1.74750465131715
"ZNF778",8.962885,6.691656,12.615833,9.423458,443,441,354,"Zfp763",0.530416,0.345619,0.715043,57,34,38,0.530359333333333,6.8111179988665
"ZNF780A",2.897038,2.658913,1.289065,2.281672,125,122,93,"Zfp607a",0.437452,0.30605,0.506445,35,30,31,0.416649,2.31650324109924
"ZNF780A",2.897038,2.658913,1.289065,2.281672,125,122,93,"Zfp850",0.095982,0.212681,0.111935,13,18,9,0.140199333333333,2.87815639253721
"ZNF780A",2.897038,2.658913,1.289065,2.281672,125,122,93,"Zfp59",0.506723,0.577551,0.638215,53,53,49,0.574163,2.08470914384343
"ZNF780A",2.897038,2.658913,1.289065,2.281672,125,122,93,"Zfp60",0.997462,1.093419,0.76367,135,125,79,0.951517,1.68160051898087
"ZNF780A",2.897038,2.658913,1.289065,2.281672,125,122,93,"Zfp626",0.889139,0.714448,0.840934,110,97,66,0.814840333333333,1.80824281878975
"ZNF780A",2.897038,2.658913,1.289065,2.281672,125,122,93,"Zfp607b",0.073077,0.63059,0.138816,6,12,8,0.280827666666667,2.56214952675132
"ZNF781",5.770775,1.703425,2.92879,3.46766333333333,55,66,54,"Zfp84",0.914536,0.854612,0.88488,123,106,86,0.884676,2.37052062706446
"ZNF784",1.619437,1.661336,2.193393,1.824722,34,42,33,"Zfp784",0.599526,0.774701,0.886942,40,49,43,0.753723,1.61070020750141
