"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"PNPLA1",0.135636,0.072991,0.047692,4,2,1,0,"Pnpla1",0.468514,0.105719,0.106591,1,12,7,0.226941333333333,0.81503489436061
"PNPLA2",9.155329,13.562265,8.306561,120,179,122,0,"Pnpla2",19.893166,15.68385,16.797436,150,484,263,17.4581506666667,0.0541766083752847
"PNPLA3",16.481422,9.797019,16.145894,278,230,174,0,"Pnpla3",13.063732,13.636705,12.139765,25,99,52,12.946734,0.0717013746730955
"PNPLA5",0.220264,0.164367,0.103215,4,5,2,48.391307,"Pnpla5",0,0.018764,0,0,1,0,0.00625466666666667,49.0843010583139
"PNPLA6",61.015485,59.003742,57.198292,773,891,524,0,"Pnpla6",78.381381,76.960819,67.733322,299,1412,763,74.3585073333333,0.0132699019047272
"PNPLA7",1.79154,2.140642,3.284073,97,121,94,0,"Pnpla7",11.533565,6.275557,7.974831,108,304,187,8.594651,0.104224739388645
"PNPLA8",39.295608,36.83692,31.035952,1022,1075,660,0,"Pnpla8",70.481581,62.310682,68.887433,773,2806,1677,67.2265653333333,0.0146570473702482
"PNPO",23.442804,23.053867,23.516907,387,469,288,4.31559533333333,"Pnpo",17.855164,20.666832,21.240271,219,992,566,19.9207556666667,0.254082377234717
"PNPT1",61.459955,50.368604,58.55431,494,438,378,0,"Pnpt1",11.762021,8.326771,5.424892,140,493,211,8.50456133333333,0.105212641060341
"PNRC2",201.713586,166.45868,298.296662,286,292,260,0,"Pnrc2",354.153729,345.437476,295.941835,277,1020,679,331.844346666667,0.00300440734539941
"POC1A",1.168069,0.900125,1.723022,29,24,28,0,"Poc1a",1.478378,2.078347,2.160842,10,49,37,1.90585566666667,0.344132715010966
"POC1B",4.67096,7.523155,8.904597,99,98,79,0,"Poc1b",2.538099,3.572245,3.141103,27,142,84,3.08381566666667,0.244869034653621
"POC5",18.098965,16.859845,17.170851,133,163,125,0,"Poc5",18.617042,24.642962,23.240099,269,1095,559,22.166701,0.04316540365415
"PODN",0.077961,0.552185,0.30596,3,9,5,0,"Podn",1.100137,0.67073,1.041539,5,29,20,0.937468666666667,0.516137379253961
"PODNL1",4.151586,3.532625,3.902425,51,41,40,17.1611203333333,"Podnl1",0,0.019597,0.023206,0,1,1,0.0142676666666667,17.905648508957
"PODXL",5.886243,6.436187,7.938162,336,335,345,17.1611203333333,"Podxl",11.598017,10.028647,12.947455,220,842,523,11.5247063333333,1.45002364526498
"PODXL2",97.581122,96.396225,109.009499,2452,2741,1916,44.0333266666667,"Podxl2",189.881705,188.967811,192.423193,972,3725,2140,190.424236333333,0.235254048960909
"POF1B",0.098558,0.092422,0.082533,5,5,3,0,"Pof1b",0.039712,0.263079,0.248486,1,24,13,0.183759,0.844766544541583
"POFUT1",6.870645,10.168675,9.361876,238,330,256,10.3497336666667,"Pofut1",3.409558,4.596484,4.386874,131,612,352,4.130972,2.2120046000381
"POFUT2",22.126456,19.751738,31.895846,395,435,318,0,"Pofut2",14.484348,18.11627,18.637187,154,676,381,17.0792683333333,0.0553119728941833
"POGK",11.904858,13.604645,14.318695,858,1007,810,0,"Pogk",25.746903,21.68017,22.637838,816,2921,1745,23.3549703333333,0.041059380747073
"POGLUT1",6.974829,6.412355,6.640496,285,287,182,0,"Poglut1",16.897971,19.454975,20.323369,297,1238,731,18.892105,0.0502712005592168
"POGLUT2",5.929637,5.98698,5.664493,57,57,53,27.9501086666667,"Poglut2",4.107763,3.426755,4.106553,52,160,89,3.880357,5.93196535963797
"POGLUT3",1.996206,3.585296,2.1425,75,96,76,0,"Poglut3",5.401037,3.112974,4.231195,60,176,95,4.248402,0.19053418545302
"POGZ",39.770967,57.892321,69.595998,1430,1645,1395,0,"Pogz",22.286075,21.833258,24.01207,285,1183,704,22.7104676666667,0.0421754650333552
"POLA1",1.838165,2.186729,3.115841,79,129,104,0,"Pola1",1.687128,1.560659,2.632909,50,174,119,1.960232,0.337811360731186
"POLA2",2.328438,2.956506,3.349457,31,60,20,0,"Pola2",3.229562,3.682847,6.272426,31,158,101,4.394945,0.185358701525224
"POLB",74.466163,73.535692,84.427481,391,419,317,0,"Polb",22.266201,25.974939,21.318019,166,740,341,23.1863863333333,0.0413455729276024
"POLD1",4.496735,1.663545,6.172176,64,69,60,71.883171,"Pold1",2.872304,5.681188,8.310803,62,232,129,5.62143166666667,11.0071619959329
"POLD2",117.971166,129.352856,150.667163,300,320,247,0,"Pold2",16.362753,22.294766,28.726563,64,287,173,22.4613606666667,0.0426232738248969
"POLD3",5.214318,6.959946,4.476138,100,130,76,0,"Pold3",6.133444,10.821097,8.528055,80,419,261,8.49419866666667,0.105327477874559
"POLD4",6.12581,8.646707,8.1093,44,65,44,0,"Pold4",7.346616,11.038924,12.837804,29,156,85,10.4077813333333,0.0876594642534055
"POLDIP2",29.129211,29.403587,31.297074,761,829,585,0,"Poldip2",43.72902,48.70611,45.944849,408,1746,1025,46.1266596666667,0.0212194118376549
"POLDIP3",14.327231,20.539487,20.706295,590,680,581,0,"Poldip3",17.705754,15.811012,19.915388,376,1261,814,17.810718,0.0531611818326127
"POLE",9.540529,12.705781,14.274578,348,382,360,0,"Pole",0.656922,0.42011,0.504035,15,57,34,0.527022333333333,0.654869269539171
"POLE2",4.88084,1.65424,3.504617,11,5,11,0,"Pole2",1.704653,0.45687,0.14178,6,15,3,0.767767666666667,0.565685196565235
"POLE3",12.188858,11.044152,12.125881,300,274,213,0,"Pole3",12.54322,11.444089,16.114681,127,485,337,13.36733,0.0696023547868671
"POLE4",38.142363,42.064098,45.01636,129,156,108,0,"Pole4",18.189734,23.495662,21.95904,127,509,279,21.214812,0.0450150107054698
"POLG",42.686676,68.312115,31.130526,373,452,323,0,"Polg",59.122899,129.988259,119.410427,268,1078,597,102.840528333333,0.00963015131038191
"POLG2",8.213545,7.670282,11.564847,102,105,73,0,"Polg2",3.094252,2.460363,2.830467,23,92,49,2.79502733333333,0.263502713463109
"POLH",5.165835,11.052135,3.637765,124,247,107,0,"Polh",2.006171,2.275016,2.230714,43,171,96,2.17063366666667,0.3153943675402
"POLI",3.805405,4.629614,6.54523,162,194,145,0,"Poli",2.703979,2.622794,2.348086,41,159,90,2.55828633333333,0.281034156985118
"POLK",6.370422,6.013375,7.051268,253,305,236,0,"Polk",4.147177,4.132735,3.794232,78,301,174,4.02471466666667,0.199016275816391
"POLL",10.387367,11.363714,8.238956,137,199,93,0,"Poll",3.60094,4.054949,3.594355,54,233,116,3.75008133333333,0.21052271104972
"POLM",3.75607,7.103008,4.431051,70,98,58,0,"Polm",3.262424,2.96265,3.631414,34,138,73,3.285496,0.233345218383123
"POLN",4.89887,5.419785,3.592188,81,70,54,33.8334213333333,"Poln",0.871686,0.438096,1.135546,1,7,13,0.815109333333333,19.1908116462406
"POLQ",0.375379,0.52294,1.645192,5,5,12,0,"Polq",0.593247,0.674026,0.473121,10,55,22,0.580131333333333,0.632858787687268
"POLR1A",31.886717,29.310869,35.260657,1039,1190,886,0,"Polr1a",11.484654,12.133143,13.543286,206,906,552,12.3870276666667,0.074699180796494
"POLR1B",11.499206,13.308252,12.002624,406,421,324,0,"Polr1b",5.261246,6.250956,7.11404,131,444,284,6.20874733333333,0.138720356500219
"POLR1C",10.8615,13.722521,12.232095,130,160,127,0,"Polr1c",31.519641,28.364772,29.8168,91,374,214,29.9004043333333,0.0323620360825268
"POLR1D",41.683087,52.598863,101.108981,538,577,472,0,"Polr1d",27.188257,21.442172,27.840874,184,534,393,25.4904343333333,0.0377494754301436
"POLR1E",9.609659,9.605194,12.177852,217,236,195,0,"Polr1e",6.415191,6.058906,5.459912,29,120,70,5.978003,0.143307476365373
"POLR2A",288.880951,282.644627,369.335325,2361,2850,2107,0,"Polr2a",13.216425,12.443572,15.967565,471,2200,1379,13.875854,0.0672230313634431
"POLR2B",130.086789,100.834906,133.465909,1964,1914,1634,0,"Polr2b",63.179281,76.010886,80.269166,548,1768,1116,73.153111,0.0134856108734265
"POLR2C",25.176201,27.168572,27.624461,391,487,288,0,"Polr2c",53.560251,46.57828,50.607534,221,963,561,50.2486883333333,0.0195126945200191
"POLR2D",14.353007,12.90948,18.058502,486,568,441,0,"Polr2d",16.926387,12.437384,14.738168,83,251,171,14.7006463333333,0.0636916454755716
"POLR2E",63.268862,97.379715,91.612785,709,999,717,5.39449433333333,"Polr2e",24.6555,27.776355,29.505494,157,668,393,27.3124496666667,0.225854506007716
"POLR2F",32.484703,39.294714,39.271613,231,293,200,0,"Polr2f",53.95605,57.787144,53.515146,82,321,168,55.0861133333333,0.0178297254091536
"POLR2G",82.490328,97.849397,72.759338,455,549,315,0,"Polr2g",65.928853,75.237468,66.591164,156,720,405,69.252495,0.014234369896756
"POLR2H",30.570305,24.869023,36.363001,178,198,157,30.841633,"Polr2h",16.068381,16.073728,16.423192,50,194,111,16.1884336666667,1.85250346933881
"POLR2I",68.051715,74.900048,77.095148,204,268,159,58.3029226666667,"Polr2i",34.683951,40.337015,39.713604,37,173,92,38.2448566666667,1.51110050344601
"POLR2J",8.935679,11.749479,14.697529,86,123,99,0,"Polr2j",19.917288,34.036984,34.614534,57,309,174,29.5229353333333,0.0327622487509556
"POLR2K",41.529977,48.389628,47.39546,404,498,332,0,"Polr2k",11.279321,12.646593,11.295172,20,97,52,11.740362,0.0784907053661427
"POLR2L",25.725312,32.526026,37.028407,181,251,170,0,"Polr2l",11.213489,8.911404,10.404426,113,342,226,10.1764396666667,0.0894739317550708
"POLR2M",23.763219,42.146656,38.674127,467,591,418,0,"Polr2m",110.386306,83.962654,104.650808,967,3257,2023,99.6665893333333,0.00993378246568719
"POLR3B",3.896379,5.927622,4.926677,218,276,196,0,"Polr3b",4.616529,6.549687,5.063251,125,504,305,5.40982233333333,0.15601056441138
"POLR3C",12.122983,11.224638,15.552938,332,372,254,0,"Polr3c",12.243852,9.550737,8.733483,117,396,232,10.176024,0.0894772595334441
"POLR3D",9.287015,11.663559,12.183547,339,455,301,0,"Polr3d",12.449849,10.541307,13.497458,107,282,179,12.1628713333333,0.0759712660464609
"POLR3E",20.561062,26.325308,27.108581,341,391,288,0,"Polr3e",7.849857,9.481669,7.574308,196,866,386,8.30194466666667,0.107504402126093
"POLR3F",8.406322,9.831508,10.981159,226,218,161,0,"Polr3f",11.105914,8.996687,8.731572,163,589,362,9.611391,0.0942383519747788
"POLR3G",1.644629,2.903641,2.292992,46,67,34,0,"Polr3g",2.291065,3.240461,3.62152,25,134,79,3.05101533333333,0.246851694628655
"POLR3GL",12.752236,10.47544,18.350448,155,149,160,0,"Polr3gl",21.160757,17.795149,17.892561,68,280,151,18.949489,0.0501265972276282
"POLR3H",21.118051,23.689705,23.714032,476,496,362,0,"Polr3h",29.403839,22.588379,24.147063,143,605,366,25.3797603333333,0.0379078500852187
"POLR3K",3.865585,5.902749,5.93896,61,92,55,0,"Polr3k",14.617244,14.225862,14.486038,286,1032,596,14.443048,0.0647540563235962
"POLRMT",28.991355,20.461135,33.56441,263,300,228,0,"Polrmt",26.360114,26.015112,26.772289,151,686,371,26.382505,0.0365196683064606
"POM121C",40.674335,47.718044,51.516451,937,1087,861,0,"Pom121",10.06693,10.823917,10.543586,377,1520,836,10.4781443333333,0.087122096652499
"POM121L2",0.049108,0,0,2,0,0,0,"Pom121l2",0,0,0,0,0,0,0,1
"POMC",0.180459,0.127936,0,2,2,0,0,"Pomc",0.598811,1.221498,1.749967,1,25,8,1.190092,0.456601823119759
"POMGNT1",61.188062,51.401444,77.506667,982,959,812,0,"Pomgnt1",30.38267,33.559349,34.292563,260,1145,709,32.7448606666667,0.029634142214367
"POMGNT2",9.065221,9.887994,9.371412,295,354,215,0,"Pomgnt2",12.947746,14.156777,14.815763,157,640,330,13.9734286666667,0.0667849710484924
"POMK",44.636316,16.480452,46.531414,1425,1490,1237,0,"Pomk",6.341456,6.066141,6.409742,153,558,334,6.27244633333333,0.137505311715604
"POMP",44.594956,50.977954,48.851327,630,756,495,0,"Pomp",256.638588,253.289517,256.536996,376,1346,753,255.488367,0.00389881229974067
"POMT1",57.831145,67.902539,71.504918,841,982,655,0,"Pomt1",6.239316,7.321327,8.213927,68,300,161,7.25819,0.121091909970587
"POMT2",53.783494,51.242454,42.758063,536,575,404,0,"Pomt2",4.288844,5.708376,5.179038,145,574,355,5.05875266666667,0.16505047408548
"PON1",0.282399,0,0,1,0,0,0,"Pon1",0,0.087852,0.177005,0,3,3,0.0882856666666667,0.918876385703876
"PON2",20.881165,23.887043,26.909718,236,316,226,0,"Pon2",17.076664,32.110527,31.088942,265,1030,552,26.758711,0.0360247275170666
"PON3",0,0.490037,0,0,3,0,0,"Pon3",2.210826,3.080954,3.881688,23,93,60,3.05782266666667,0.246437580482406
"POP4",27.934432,29.725314,22.821292,174,205,126,0,"Pop4",10.973276,11.630992,13.148277,100,427,218,11.917515,0.077414270469204
"POP5",17.749297,15.465776,13.966217,89,99,63,0,"Pop5",82.091503,82.288139,79.12933,128,523,290,81.1696573333333,0.0121699424392553
"POP7",22.130575,27.256686,31.240925,157,218,133,0,"Pop7",9.970366,9.074207,10.758398,47,166,107,9.93432366666667,0.0914551306953263
"POPDC2",3.715777,1.480812,16.932091,10,16,16,0,"Popdc2",0.079585,0.219525,0.600905,1,5,2,0.300005,0.769227810662267
"POPDC3",1.906499,3.567998,2.629702,34,59,21,8.28601833333333,"Popdc3",0.95648,0.683582,0.578164,11,26,10,0.739408666666667,5.33860645361086
"POR",129.159696,135.024258,76.147621,667,785,477,0,"Por",34.730251,34.148883,37.774242,289,1247,712,35.5511253333333,0.0273589387708409
"PORCN",11.826919,12.766272,14.803896,249,210,167,0,"Porcn",22.147528,26.981177,24.635894,249,1188,648,24.5881996666667,0.0390805141833673
"POSTN",5.792944,6.064922,5.457583,115,150,133,0,"Postn",0.366145,1.025502,1.085243,3,57,17,0.82563,0.547756117066437
"POU1F1",0.178071,0.054933,0.329105,2,1,4,0,"Pou1f1",0,0,0,0,0,0,0,1
"POU2AF1",0.163122,0.21908,0.152513,6,8,4,60.2581973333333,"Pou2af1",0,0.033227,0.058844,0,2,1,0.0306903333333333,59.4341436532344
"POU2F1",2.118404,1.680158,2.304118,391,334,302,0,"Pou2f1",10.594343,10.90156,10.864997,218,982,615,10.7869666666667,0.0848394695836362
"POU2F2",1.022975,0.960798,0.723504,48,52,24,0,"Pou2f2",2.527872,2.248327,2.280328,52,180,106,2.35217566666667,0.298313722023518
"POU2F3",0.093085,0.049777,0,4,2,0,0,"Pou2f3",0,0.018789,0.0665,0,1,2,0.0284296666666667,0.972356236320163
"POU3F1",4.244923,2.14966,1.711214,127,75,35,0,"Pou3f1",1.433064,1.070684,0.846015,31,77,35,1.11658766666667,0.472458578375287
"POU3F2",1.245391,2.061173,2.716149,76,138,117,0,"Pou3f2",2.770856,2.852887,3.321726,105,391,259,2.981823,0.251141248619037
"POU3F3",0.433271,0.340442,1.568863,19,17,46,0,"Pou3f3",8.947017,7.558797,7.431022,407,1220,685,7.97894533333333,0.111371654785291
"POU3F4",0.019873,0.018249,0.167675,1,1,6,0,"Pou3f4",1.030695,1.082046,1.371633,20,80,57,1.161458,0.462650673758176
"POU4F1",10.9256,10.974784,21.255434,600,666,821,0,"Pou4f1",4.170481,4.116617,3.173803,35,189,83,3.82030033333333,0.207455953124912
"POU4F2",4.315603,4.093014,6.279689,166,175,171,0,"Pou4f2",0.186345,0.350134,0.228091,4,27,10,0.254856666666667,0.796903763245205
"POU4F3",0.336607,0.193665,0.216021,11,7,5,0,"Pou4f3",0,0.03767,0,0,2,0,0.0125566666666667,0.987599047954518
"POU5F1",0.227692,0.260643,0.440101,5,4,5,0,"Pou5f1",0,0,0,0,0,0,0,1
"POU5F2",0.08509,0.065432,0.012203,10,8,1,0,"Pou5f2",0,0,0,0,0,0,0,1
"POU6F1",42.93948,30.657619,15.950187,200,215,161,0,"Pou6f1",26.435925,27.804331,34.845896,387,1641,964,29.695384,0.0325781883034921
"POU6F2",1.536762,2.206851,2.916889,85,182,159,0,"Pou6f2",0.145394,0.222219,0.1846,6,34,16,0.184071,0.844543950489456
"PP2D1",0.577105,0.577608,0.935934,14,15,17,0,"Pp2d1",0.081441,0.05532,0.125727,1,3,4,0.087496,0.919543612114435
"PPA1",71.061134,78.950969,72.791551,1063,1274,784,0,"Ppa1",77.518196,80.666691,70.960009,331,1228,741,76.381632,0.0129229634236714
"PPA2",76.2271,76.216124,60.565374,382,423,251,0,"Ppa2",37.827825,35.375742,33.218016,200,713,420,35.473861,0.0274168945261923
"PPAN",13.823556,16.960771,19.736138,172,198,142,0,"Ppan",5.936761,5.479943,6.447765,50,227,116,5.954823,0.143785111425553
"PPARA",2.730425,2.397245,2.844104,145,156,108,0,"Ppara",6.460794,1.658048,0.976887,24,60,36,3.03190966666667,0.248021429712918
"PPARD",5.983865,4.96162,6.488415,270,254,221,0,"Ppard",8.706302,9.169836,7.739607,132,590,295,8.53858166666667,0.10483738934632
"PPARG",1.592857,1.552107,1.629705,21,28,17,0,"Pparg",1.672956,0.891955,1.021515,14,30,17,1.19547533333333,0.455482229664464
"PPARGC1A",3.209079,8.66318,7.946613,214,352,288,11.766626,"Ppargc1a",11.584535,13.854444,16.320321,450,1616,971,13.9197666666667,0.855685365946295
"PPARGC1B",1.282773,1.463455,1.257583,162,212,110,0,"Ppargc1b",2.358901,3.13622,3.005838,59,297,160,2.833653,0.260847812778047
"PPCDC",4.98751,3.565228,4.32644,21,23,24,0,"Ppcdc",12.865876,14.367324,12.17105,78,293,167,13.13475,0.070747625532818
"PPCS",31.022048,36.182453,38.350392,271,339,231,0,"Ppcs",8.319725,5.46815,3.779775,53,125,62,5.85588333333333,0.145860125002127
"PPDPF",112.415399,157.297857,168.451937,557,857,496,0,"Ppdpf",21.232078,45.016967,46.358107,77,491,280,37.5357173333333,0.0259499516085302
"PPEF1",5.04947,5.336169,14.08083,88,107,125,0,"Ppef1",6.706527,0.237557,0.16287,5,12,4,2.36898466666667,0.296825334319321
"PPEF2",0.073651,0.565455,0.212977,4,10,2,0,"Ppef2",0.136797,0.670094,0.423121,2,13,12,0.410004,0.709217846190507
"PPFIA2",43.598588,46.698424,58.299389,1134,1334,1096,0,"Ppfia2",10.769681,11.012154,12.253446,391,1441,949,11.3450936666667,0.081003840635096
"PPFIA3",37.780192,45.171261,52.296839,1008,1275,1005,0,"Ppfia3",14.809197,20.441443,19.479482,450,1931,1137,18.243374,0.0519659390291952
"PPFIBP1",23.073369,43.203264,38.107182,776,929,676,11.766626,"Ppfibp1",10.871864,5.580737,6.365072,144,477,235,7.605891,1.48347521482668
"PPFIBP2",4.94765,6.454634,5.536916,14,26,17,0,"Ppfibp2",3.604161,4.032092,4.384732,80,340,181,4.006995,0.19972059089334
"PPHLN1",25.765469,33.475674,31.20159,557,605,447,0,"Pphln1",12.875457,15.437999,14.655261,250,927,482,14.3229056666667,0.0652617735665757
"PPIA",496.487354,490.663852,557.113235,4707,4881,3717,0,"Ppia",389.873173,475.063386,492.739877,1350,6463,3796,452.558812,0.00220478573790779
"PPIB",174.188891,182.288473,160.334438,1252,1276,796,0,"Ppib",78.387417,74.53687,76.382103,458,1728,927,76.4354633333333,0.0129139796800252
"PPIC",1.833641,1.676127,1.835379,28,27,20,5.39449433333333,"Ppic",1.434777,1.438684,0.846729,12,45,15,1.24006333333333,2.85460425970099
"PPID",28.042721,31.097419,30.714129,334,417,276,0,"Ppid",51.932931,52.359061,53.039927,368,1330,746,52.443973,0.0187111837662219
"PPIE",12.201299,13.16559,12.902788,229,305,201,0,"Ppie",13.365159,7.289155,9.096157,65,175,113,9.91682366666667,0.0916017360483152
"PPIF",12.184991,14.393007,13.525326,270,363,194,0,"Ppif",12.99966,13.816746,13.066756,127,520,279,13.2943873333333,0.069957527852074
"PPIG",17.813283,21.223241,23.816246,604,644,483,0,"Ppig",41.740659,39.224529,52.317388,584,1595,1004,44.4275253333333,0.0220130855172564
"PPIH",20.43391,18.574986,15.461272,93,113,63,0,"Ppih",8.105778,9.977595,10.032,28,137,79,9.371791,0.0964153635567859
"PPIL1",25.001858,27.071274,29.882744,450,524,382,0,"Ppil1",14.86032,11.234341,8.330196,80,228,141,11.4749523333333,0.0801606269330568
"PPIL2",14.369891,11.853518,14.398968,468,550,426,0,"Ppil2",34.321243,33.356845,32.579869,247,1030,588,33.419319,0.0290534510575296
"PPIL3",66.426598,45.175674,53.39577,177,190,140,0,"Ppil3",18.419938,24.757134,24.245953,41,242,123,22.4743416666667,0.0425997037190606
"PPIL4",6.365905,6.761721,7.894813,190,207,157,0,"Ppil4",9.367735,8.57854,8.330176,208,713,396,8.758817,0.102471436855512
"PPIL6",2.037362,2.099773,2.418982,37,47,31,0,"Ppil6",5.284082,3.682298,3.999527,16,40,22,4.321969,0.18790038047948
"PPIP5K1",71.526426,58.081724,64.079986,633,655,496,0,"Ppip5k1",33.834105,44.876288,42.699129,812,3259,1945,40.4698406666667,0.0241139098661596
"PPIP5K2",80.791693,88.723871,91.040459,1745,1868,1427,0,"Ppip5k2",7.214306,11.777117,9.731038,245,1271,670,9.57415366666667,0.094570216352382
"PPL",2.762955,2.817382,2.479259,187,254,141,0,"Ppl",0.139079,0.242482,0.140019,6,32,13,0.17386,0.851890344674833
"PPM1A",23.324299,23.602967,24.824439,953,1194,877,0,"Ppm1a",140.720077,111.330271,110.076408,1733,6044,3519,120.708918666667,0.00821632474394728
"PPM1B",35.780584,36.434528,44.00017,788,822,660,0,"Ppm1b",48.480736,53.853434,60.949908,832,3188,2059,54.428026,0.018041414644642
"PPM1D",2.362751,4.083171,3.74431,108,175,104,0,"Ppm1d",11.714039,11.46827,12.407122,218,775,460,11.8631436666667,0.0777414935193007
"PPM1E",14.20119,14.58392,17.897887,1253,1394,1123,0,"Ppm1e",17.48788,18.953105,16.923218,767,3033,1556,17.7880676666667,0.0532252713659413
"PPM1F",12.747886,12.533551,17.855054,424,471,364,0,"Ppm1f",18.062485,21.852232,17.592378,396,1865,1082,19.1690316666667,0.0495809623648268
"PPM1G",38.044251,31.795363,39.905884,1047,973,768,0,"Ppm1g",48.912368,43.470319,52.117955,327,1123,713,48.1668806666667,0.0203388945249472
"PPM1H",13.567563,16.936261,12.816336,897,1328,767,0,"Ppm1h",15.21652,15.574347,16.957822,470,1834,1118,15.9162296666667,0.0591148275771222
"PPM1J",3.141702,2.440714,2.104548,57,59,32,0,"Ppm1j",2.55493,2.241446,1.599419,18,46,21,2.13193166666667,0.319291768285707
"PPM1K",27.94415,35.15316,22.677647,1652,1957,1139,0,"Ppm1k",23.947372,17.165787,20.010629,316,1315,825,20.374596,0.0467845099855922
"PPM1L",3.780761,4.520933,5.583751,560,702,570,0,"Ppm1l",18.564531,26.618367,34.000409,1166,4396,3052,26.3944356666667,0.0365037634710903
"PPM1M",2.855203,5.174063,8.665714,43,75,52,0,"Ppm1m",8.5443,11.19246,12.461032,61,306,173,10.7325973333333,0.0852326191370186
"PPM1N",2.399381,2.079358,2.212843,25,25,11,10.7889886666667,"Ppm1n",0.099561,1.592728,0.339006,1,3,3,0.677098333333333,7.02939620912707
"PPME1",51.456252,57.763329,50.712948,1071,1224,802,14.1693313333333,"Ppme1",89.032505,97.164129,87.405611,686,2645,1474,91.2007483333333,0.16452503485646
"PPOX",36.612822,42.55252,44.626821,244,290,230,0,"Ppox",7.83254,14.532909,17.332116,62,362,225,13.2325216666667,0.07026161796346
"PPP1CA",51.941048,53.489638,61.605069,758,792,601,17.1611203333333,"Ppp1ca",129.888222,146.871364,179.902326,586,2335,1479,152.220637333333,0.118529205004047
"PPP1CB",97.31416,101.280583,81.156026,2283,2313,1649,0,"Ppp1cb",256.14171,212.84698,236.218834,1874,6750,4201,235.069174666667,0.00423604649532077
"PPP1CC",92.276139,83.528519,81.260232,1260,1324,927,0,"Ppp1cc",184.952514,179.897179,209.116713,1096,3691,2351,191.322135333333,0.00519960948991543
"PPP1R10",25.441736,40.746248,37.390145,665,858,596,33.224285,"Ppp1r10",11.081438,8.819269,9.490375,238,905,569,9.79702733333333,3.16978775207324
"PPP1R11",41.624948,47.227003,46.839471,799,981,645,0,"Ppp1r11",77.524752,74.427056,81.937412,227,911,580,77.9630733333333,0.0126641474018953
"PPP1R12A",26.312048,28.416846,34.446604,610,753,558,0,"Ppp1r12a",25.51863,25.01651,24.277058,388,1617,974,24.9373993333333,0.0385543665017662
"PPP1R12B",9.79723,8.796226,8.316873,895,1033,955,0,"Ppp1r12b",10.639403,14.1733,13.830631,437,1862,1129,12.8811113333333,0.0720403414385601
"PPP1R12C",35.862698,36.404624,34.909674,533,678,397,0,"Ppp1r12c",56.625198,65.513842,61.637445,412,1706,911,61.2588283333333,0.0160619791083444
"PPP1R13B",36.415902,47.163173,48.519945,645,792,559,11.766626,"Ppp1r13b",13.770263,16.543642,14.75846,383,1514,862,15.0241216666667,0.796712997165835
"PPP1R13L",0.131217,1.176641,0.303119,4,13,7,16.0154546666667,"Ppp1r13l",0.789045,1.754274,0.94507,17,44,26,1.16279633333333,7.86734025965459
"PPP1R14A",0.731568,1.055444,0,3,5,0,14.1693313333333,"Ppp1r14a",15.664027,12.908252,15.455298,77,238,161,14.675859,0.967687406051135
"PPP1R14B",39.994914,43.318357,63.200526,253,307,274,20.975919,"Ppp1r14b",14.819798,27.316375,27.779781,35,237,134,23.305318,0.904160933010628
"PPP1R14C",44.650852,36.379972,36.31559,1192,1064,684,0,"Ppp1r14c",4.912927,6.366028,6.551047,74,335,191,5.943334,0.144023029858566
