"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"MAPK1IP1L",32.569511,35.509543,37.350138,35.143064,1477,1519,1165,"Mapk1ip1",16.282224,13.01508,16.966977,528,626,172,15.421427,2.20096974519937
"MAPK1IP1L",32.569511,35.509543,37.350138,35.143064,1477,1519,1165,"Mapk1ip1l",8.083197,6.845292,6.977369,666,825,199,7.30195266666667,4.35356180060129
"MAPK3",123.728203,127.072794,138.5733,129.791432333333,733,906,599,"Mapk3",137.580166,186.051063,139.11703,2032,3357,850,154.249419666667,0.842460040199527
"MAPK4",10.523657,10.387548,11.950771,10.953992,640,675,523,"Mapk4",6.755845,7.134968,6.205463,638,911,197,6.69875866666667,1.55271681027712
"MAPK6",42.162436,46.87839,45.860577,44.9671343333333,2717,2766,1893,"Mapk6",57.489839,35.691878,47.69919,2076,2663,581,46.9603023333333,0.958441296175593
"MAPK7",20.912938,24.0484,30.528113,25.1631503333333,281,292,251,"Mapk7",6.328229,7.809748,4.638332,226,382,77,6.25876966666667,3.6043505352537
"MAPK8",79.584337,83.436851,85.203233,82.7414736666667,1727,1818,1435,"Mapk8",29.027707,22.993019,18.863263,1610,1859,406,23.6279963333333,3.40025524339245
"MAPK8IP1",77.579795,98.854583,90.516548,88.983642,2698,3526,1987,"Mapk8ip1",88.205971,86.730031,92.846751,5654,8458,1849,89.2609176666667,0.996928065060333
"MAPK8IP2",42.154405,41.639911,51.994387,45.262901,2913,3285,2499,"Mapk8ip2",104.815775,89.058308,69.036366,5567,6998,1646,87.6368163333333,0.521937755819441
"MAPK8IP3",156.463585,197.244672,199.307729,184.338662,2560,3208,2240,"Mapk8ip3",133.894079,100.878576,92.734407,8637,10523,2503,109.169020666667,1.68231196826893
"MAPK9",48.654749,63.429423,54.898031,55.6607343333333,2106,2472,1505,"Mapk9",81.593544,61.868311,61.086634,6208,7317,1711,68.1828296666667,0.818999954270927
"MAPKAP1",39.742417,43.35151,48.588282,43.8940696666667,549,625,512,"Mapkap1",22.763781,24.151195,31.51253,687,1054,220,26.142502,1.6540136818141
"MAPKAPK2",46.213068,53.88264,71.406326,57.1673446666667,372,413,238,"Mapkapk2",10.664865,12.166746,12.297771,564,786,223,11.709794,4.57657650994711
"MAPKAPK3",2.736334,3.335544,4.982016,3.68463133333333,62,94,64,"Mapkapk3",1.94073,1.879305,0.989276,79,84,19,1.60310366666667,1.79963302780489
"MAPKAPK5",18.766676,23.197168,27.15237,23.038738,717,803,581,"Mapkapk5",36.94792,41.664779,45.865645,376,531,128,41.4927813333333,0.565713451690273
"MAPKBP1",121.699191,71.114742,137.113796,109.975909666667,1117,1067,802,"Mapkbp1",10.366803,7.155151,4.513335,873,817,176,7.34509633333333,13.2983377583538
"MAPRE1",59.934638,64.229709,71.246816,65.1370543333333,1977,2295,1667,"Mapre1",31.772797,33.504449,35.165094,1868,2697,587,33.48078,1.91808463536304
"MAPRE2",128.408815,135.012717,136.08996,133.170497333333,4761,5318,3842,"Mapre2",62.260955,55.274743,47.964251,4062,5492,1205,55.1666496666667,2.38879296040618
"MAPRE3",86.659179,89.691882,98.143753,91.4982713333333,1535,1759,1168,"Mapre3",128.267209,99.491967,122.211028,2307,2957,751,116.656734666667,0.786170647990446
"MAPT",232.828613,354.994028,291.88217,293.234937,13148,16209,12511,"Mapt",146.764098,133.386378,89.432842,7239,9548,2167,123.194439333333,2.36914743187724
"MARCHF1",13.267036,12.068311,15.649944,13.6617636666667,484,484,363,"Marchf1",3.647414,3.772112,3.1406,286,448,74,3.520042,3.24372288281097
"MARCHF10",0.138605,0.200044,0.779418,0.372689,6,4,3,"Marchf10",0.78969,0.885024,0.572606,9,13,2,0.749106666666667,0.784794333107186
"MARCHF11",33.121514,35.967075,34.370059,34.486216,182,216,126,"Marchf11",4.449926,3.133274,4.552159,69,69,24,4.04511966666667,7.03377092013477
"MARCHF2",21.783495,22.893978,24.097982,22.9251516666667,250,321,194,"Marchf2",79.371802,75.447654,107.658344,1438,2003,496,87.4926,0.270363303447595
"MARCHF3",1.902973,4.130272,3.303754,3.112333,49,52,32,"Marchf3",3.148501,2.390811,5.121461,61,69,24,3.553591,0.903096698847129
"MARCHF4",21.136885,18.600699,23.891898,21.2098273333333,1344,1321,1071,"Marchf4",1.855332,1.52645,1.095027,188,234,35,1.49226966666667,8.91148643759657
"MARCHF5",41.228844,39.202334,47.09413,42.508436,551,534,408,"Marchf5",35.041864,30.710607,33.153228,901,1158,281,32.9685663333333,1.28084404778971
"MARCHF6",281.995901,206.651388,265.248261,251.298516666667,3200,3210,2453,"Marchf6",27.726489,24.120115,22.636014,3778,4608,980,24.8275393333333,9.76858512963514
"MARCHF7",71.98648,74.365392,49.338406,65.2300926666667,748,696,535,"Marchf7",59.721268,49.971518,44.938281,842,1175,199,51.543689,1.26047664195536
"MARCHF8",11.717595,11.290819,11.388355,11.4655896666667,573,623,436,"Marchf8",144.29065,136.517611,121.049977,2139,3702,691,133.952746,0.0923700334831769
"MARCHF9",19.811672,22.436168,23.182926,21.8102553333333,448,559,376,"Marchf9",4.467506,3.001323,4.665331,250,255,81,4.04472,4.52160978871639
"MARCKS",90.073522,73.580977,103.005328,88.886609,4636,4144,3761,"Marcks",14.657747,16.776098,11.576234,1108,2005,266,14.336693,5.86088598109123
"MARCKSL1",293.192837,267.590078,363.33351,308.038808333333,5124,5223,4469,"Marcksl1",21.169629,33.747739,22.44947,646,1559,214,25.788946,11.5360570114753
"MARCO",0,0,0,0,0,0,0,"Marco",0.025354,0.067023,0,1,4,0,0.0307923333333333,0.970127510326199
"MARF1",12.50486,14.355155,13.680267,13.5134273333333,567,685,514,"Marf1",21.457509,18.534847,18.291098,3504,4455,952,19.427818,0.710473694906296
"MARK1",60.861858,76.602481,44.573064,60.6791343333333,1185,1394,980,"Mark1",17.664274,11.318228,12.40317,1327,1503,357,13.795224,4.16885437715126
"MARK2",15.096849,17.401679,16.625548,16.374692,566,598,465,"Mark2",29.983564,24.564341,22.114894,1090,1393,317,25.5542663333333,0.65430887006619
"MARK3",88.012158,92.671915,100.329452,93.671175,1099,1215,917,"Mark3",39.60979,34.494048,34.744075,1093,1311,314,36.2826376666667,2.53928318716148
"MARK4",82.617351,95.29624,94.095975,90.6698553333333,920,1175,721,"Mark4",18.210617,14.974945,18.071232,1153,1392,355,17.085598,5.06866598125942
"MARS1",639.538914,653.538904,657.54436,650.207392666667,1912,2159,1448,"Mars1",19.419144,21.040948,23.667137,687,932,227,21.375743,29.1032745892133
"MARS2",2.099889,2.608191,3.024743,2.57760766666667,80,108,82,"Mars2",1.339522,1.498602,0.716822,291,526,48,1.184982,1.63736253509945
"MARVELD1",8.105572,9.710323,12.974156,10.2633503333333,241,264,241,"Marveld1",2.665616,1.819265,3.531873,175,183,71,2.67225133333333,3.06715126796877
"MARVELD2",0.639816,0.778151,0.373316,0.597094333333333,15,38,13,"Marveld2",0.21233,0.196297,0.429127,14,18,6,0.279251333333333,1.24846016706647
"MARVELD3",0.351932,0.652245,0.54003,0.514735666666667,11,24,11,"Marveld3",0.174984,0.382209,0.503371,9,16,5,0.353521333333333,1.11910734567907
"MAS1",0.014816,0.047905,0.04274,0.0351536666666667,2,7,4,"Mas1",0.752846,0.663738,1.67819,6,14,2,1.03159133333333,0.50952849113027
"MASP1",0.498675,1.041049,1.544794,1.02817266666667,13,17,20,"Masp1",5.904838,5.405514,4.850756,311,449,91,5.387036,0.31754520667594
"MASP2",2.329303,2.630822,3.78994,2.91668833333333,72,89,83,"Masp2",0.091895,0.568039,0.274841,2,17,1,0.311591666666667,2.98621013908038
"MAST1",153.199332,165.40713,187.627386,168.744616,2264,2890,2052,"Mast1",24.818231,20.830855,22.911368,2440,3052,742,22.8534846666667,7.11613495353174
"MAST2",33.039245,37.158842,29.183035,33.1270406666667,1086,1492,866,"Mast2",52.596361,39.515289,37.038777,2238,2595,606,43.0501423333333,0.774731677560149
"MAST3",18.237483,25.317396,24.88871,22.8145296666667,568,684,440,"Mast3",31.382469,30.115613,19.02776,1670,3027,447,26.8419473333333,0.855347127180113
"MAST4",1.26872,5.70046,10.273263,5.747481,147,275,155,"Mast4",12.245871,10.988144,8.369286,2023,3101,478,10.5344336666667,0.584985894842807
"MASTL",2.707646,2.828857,3.489397,3.00863333333333,123,134,88,"Mastl",0.591949,0.421463,0.305618,44,65,11,0.439676666666667,2.7843983487033
"MAT1A",0,0.079529,0,0.0265096666666667,0,3,0,"Mat1a",0.171836,0.009643,0,1,1,0,0.060493,0.967955155448142
"MAT2A",86.057334,79.604987,102.412194,89.3581716666667,2536,2521,2133,"Mat2a",140.955254,162.938947,112.331719,4500,5723,1195,138.741973333333,0.646607239838605
"MAT2B",6.807766,8.602006,8.01168,7.80715066666667,160,184,143,"Mat2b",25.876101,22.418758,30.105411,934,1194,309,26.1334233333333,0.324586785768647
"MATK",5.007718,7.891678,5.760858,6.22008466666667,74,116,64,"Matk",32.593304,24.357283,27.966029,1026,1094,309,28.3055386666667,0.246372699331376
"MATN1",0.35323,0.393624,0.700527,0.482460333333333,18,22,11,"Matn1",0.121605,0.143767,0,5,9,0,0.0884573333333333,1.36198295324392
"MATN2",5.164894,10.164971,9.854174,8.39467966666667,82,127,124,"Matn2",3.894761,2.592971,3.580658,300,292,67,3.35613,2.15665732351116
"MATN3",3.056372,1.584167,2.11375,2.25142966666667,57,34,37,"Matn3",0.073875,0.011445,0,4,1,0,0.02844,3.16151614743365
"MATN4",0,0,0,0,0,0,0,"Matn4",2.274924,2.282685,2.757039,131,200,44,2.438216,0.290848509808575
"MATR3",499.024598,493.437684,571.345361,521.269214333333,7224,7221,6242,"Matr3",154.233498,148.493799,122.907435,5225,6938,1180,141.878244,3.6553445766966
"MATR3",499.024598,493.437684,571.345361,521.269214333333,7224,7221,6242,"Snhg4",3.125329,3.49961,4.167654,60,104,27,3.597531,113.597758086532
"MATR3",499.024598,493.437684,571.345361,521.269214333333,7224,7221,6242,"Snhg4",3.125329,3.49961,4.167654,60,104,27,3.597531,113.597758086532
"MATR3",499.024598,493.437684,571.345361,521.269214333333,7224,7221,6242,"Matr3",154.233498,148.493799,122.907435,5225,6938,1180,141.878244,3.6553445766966
"MAU2",25.46142,21.863164,27.949901,25.091495,769,791,650,"Mau2",14.045107,12.591283,13.193992,1366,1777,384,13.276794,1.82754580615228
"MAVS",6.481192,7.059386,7.115519,6.88536566666667,1053,1255,821,"Mavs",3.557182,3.578839,3.944903,222,331,78,3.69364133333333,1.68001027489389
"MAX",39.206331,46.537865,51.907149,45.8837816666667,523,550,395,"Max",159.250433,112.49604,71.466581,751,948,243,114.404351333333,0.406256619659408
"MAZ",177.636176,192.21736,206.425387,192.092974333333,2249,2373,1481,"Maz",45.413795,41.757513,40.117067,1326,1881,420,42.4294583333333,4.44612900421853
"MB",0,0,0,0,0,0,0,"Mb",2.481486,2.312387,0.520524,14,30,2,1.77146566666667,0.360819912736907
"MB21D2",6.133937,7.558789,9.336283,7.67633633333333,245,326,266,"Mb21d2",5.945352,4.857729,6.239001,384,477,129,5.680694,1.29871781783948
"MBD1",27.484566,28.442474,40.768222,32.231754,667,810,623,"Mbd1",14.342555,9.732781,9.439646,792,927,205,11.1716606666667,2.73025636436025
"MBD2",34.053023,42.816938,36.48615,37.7853703333333,239,319,185,"Mbd2",31.216047,31.708601,31.790631,514,684,161,31.5717596666667,1.19076680935435
"MBD3",23.174109,19.298497,39.842228,27.438278,563,635,568,"Mbd3",55.708443,49.783949,72.463946,1031,1415,407,59.3187793333333,0.471466404232827
"MBD3L1",0,0,0,0,0,0,0,"Mbd3l1",0,0,0,0,0,0,0,1
"MBD3L2",0,0,0,0,0,0,0,"Mbd3l2",0.024014,0.01595,0,1,1,0,0.0133213333333333,0.986853791689638
"MBD3L2B",0.07705,0,0,0.0256833333333333,1,0,0,"Mbd3l2",0.024014,0.01595,0,1,1,0,0.0133213333333333,1.01219948657287
"MBD3L3",0.056772,0,0,0.018924,0,0,0,"Mbd3l2",0.024014,0.01595,0,1,1,0,0.0133213333333333,1.00552901284357
"MBD3L4",7.7e-05,0,0,2.56666666666667e-05,0,0,0,"Mbd3l2",0.024014,0.01595,0,1,1,0,0.0133213333333333,0.986879120936959
"MBD3L5",0,0,0,0,0,0,0,"Mbd3l2",0.024014,0.01595,0,1,1,0,0.0133213333333333,0.986853791689638
"MBD4",17.532476,14.271126,13.341626,15.0484093333333,242,225,166,"Mbd4",3.166674,2.356355,3.214068,123,150,37,2.91236566666667,4.10197070025067
"MBD5",27.186566,68.502174,6.380154,34.0229646666667,345,378,306,"Mbd5",17.20684,10.771348,10.472919,742,899,166,12.8170356666667,2.534766900194
"MBD6",19.570742,14.914479,19.896722,18.1273143333333,233,216,183,"Mbd6",12.723658,13.531608,16.719314,707,956,225,14.32486,1.24812326724899
"MBIP",11.14601,10.993483,19.078962,13.739485,152,166,130,"Mbip",10.708024,9.651304,8.754017,233,300,70,9.70444833333333,1.37694952051865
"MBL2",0,0,0,0,0,0,0,"Mbl2",0.050455,0.033815,0,1,1,0,0.02809,0.972677489324865
"MBLAC1",1.728912,3.038396,3.584727,2.78401166666667,16,30,19,"Mblac1",0.886586,1.067412,1.55734,22,40,12,1.170446,1.74342585195239
"MBLAC2",10.53393,12.23089,11.720205,11.4950083333333,556,686,434,"Mblac2",6.091205,5.570873,6.590313,442,598,103,6.08413033333333,1.76380271753893
"MBNL1",3.442638,4.556948,4.04334,4.01430866666667,193,254,189,"Mbnl1",34.124832,29.818643,23.462461,2192,3390,567,29.135312,0.166393122681679
"MBNL2",10.543104,15.199765,18.270456,14.6711083333333,460,656,561,"Mbnl2",75.050249,65.380306,79.87436,3323,5188,1003,73.4349716666667,0.210534215066426
"MBNL3",0.282399,0,0.011832,0.098077,1,0,1,"Mbnl3",0.182118,0.149754,0.042079,14,20,1,0.124650333333333,0.976371915300489
"MBOAT1",0.07713,0.170096,0.159456,0.135560666666667,4,11,6,"Mboat1",7.038034,7.155536,8.140994,259,379,107,7.44485466666667,0.134467757171586
"MBOAT2",19.637941,21.393575,24.609125,21.8802136666667,1220,1247,930,"Mboat2",19.827033,18.457603,13.140711,1739,2360,459,17.1417823333333,1.26118885378903
"MBOAT4",0.099979,0,0.140835,0.0802713333333333,2,0,2,"Mboat4",0.107477,0.071196,0.340378,4,4,4,0.173017,0.920934081375916
"MBOAT7",56.968219,56.545255,55.886881,56.466785,1032,1221,717,"Mboat7",74.568141,60.007457,61.50944,2191,2419,651,65.3616793333333,0.865963392989884
"MBP",5.336056,7.019968,8.670314,7.00877933333333,209,343,257,"Mbp",9141.103611,15535.576799,10460.063739,153855,365409,64758,11712.2480496667,0.000683736850732982
"MBTD1",5.451673,4.150727,6.671369,5.42458966666667,334,295,298,"Mbtd1",4.582081,4.79312,3.444514,416,596,90,4.27323833333333,1.21833857310325
"MBTPS1",37.101168,29.056857,45.440811,37.199612,1090,1164,945,"Mbtps1",39.171296,34.350466,37.801176,1603,1935,449,37.107646,1.0024133214631
"MBTPS2",17.106992,17.12765,18.118809,17.4511503333333,1011,1081,765,"Mbtps2",8.982463,8.347418,8.65083,437,589,123,8.660237,1.91001010982788
"MC1R",5.829589,5.898155,8.729312,6.81901866666667,170,192,180,"Mc1r",0.080691,0.035971,0.079427,6,4,2,0.065363,7.33930000071963
"MC2R",0,0.019065,0.029094,0.016053,0,1,1,"Mc2r",0,0,0,0,0,0,0,1.016053
"MC3R",0,0,0,0,0,0,0,"Mc3r",0.071751,0.048956,0.056619,4,4,1,0.0591086666666667,0.944190177526637
"MC4R",0.096137,0,0,0.0320456666666667,2,0,0,"Mc4r",1.069195,0.540976,0.973883,63,48,18,0.861351333333333,0.55446043322647
"MC5R",0,0.043613,0.067199,0.0369373333333333,0,1,1,"Mc5r",1.1785,2.291179,0.863611,100,290,23,1.44443,0.424204143024482
"MCAM",114.909151,247.572777,162.419327,174.967085,803,1512,916,"Mcam",20.380311,23.547273,24.35061,1144,1821,438,22.759398,7.40620974487653
"MCAT",8.724439,9.369155,10.579952,9.55784866666667,119,139,102,"Mcat",6.24252,7.084399,6.331668,153,218,40,6.55286233333333,1.39786059916269
"MCC",2.313195,3.164455,3.076462,2.85137066666667,161,287,247,"Mcc",1.801384,1.976605,1.666601,302,504,91,1.81486333333333,1.36822652135864
"MCCC1",34.870583,32.996697,43.519812,37.1290306666667,204,221,167,"Mccc1",15.579734,17.336029,12.846197,682,919,134,15.2539866666667,2.34582637777481
"MCCC2",12.703347,12.928107,10.58411,12.0718546666667,374,414,285,"Mccc2",10.676252,10.463934,9.152284,295,430,92,10.09749,1.17791092099805
"MCEE",3.76637,6.311306,7.017956,5.698544,28,50,27,"Mcee",25.582049,31.603267,22.885131,187,305,50,26.690149,0.241910724279599
"MCEMP1",0,0.308155,0,0.102718333333333,0,3,0,"Mcemp1",0.102119,0.068946,0,3,3,0,0.0570216666666667,1.0432315326239
"MCF2",5.435409,5.449897,5.790107,5.558471,176,202,125,"Mcf2",6.313092,5.44515,6.697877,499,640,166,6.15203966666667,0.917007078493552
"MCF2L",98.411089,112.309475,136.771057,115.830540333333,2014,2386,1834,"Mcf2l",50.488572,41.56478,45.754942,2471,3511,669,45.936098,2.48914045503598
"MCFD2",49.883183,45.95007,31.180496,42.3379163333333,1906,1945,1154,"Mcfd2",22.581076,22.118644,21.788379,809,989,244,22.1626996666667,1.87102181338994
"MCHR1",8.139521,5.088883,4.525595,5.91799966666667,137,142,67,"Mchr1",2.694243,2.608064,3.461019,123,180,50,2.92110866666667,1.76429684937746
"MCIDAS",0,0,0,0,0,0,0,"Mcidas",0.064764,0.055047,0.063591,3,4,1,0.061134,0.942388049011718
"MCL1",36.640999,26.333427,34.369223,32.447883,1672,1402,1167,"Mcl1",17.363665,18.998117,17.785223,1167,1926,371,18.0490016666667,1.75588640209579
"MCM10",0.090169,0.033639,0.855152,0.32632,5,2,19,"Mcm10",0.737971,0.652452,1.764687,39,45,10,1.05170333333333,0.646448235693594
"MCM2",2.777859,3.290959,3.863388,3.31073533333333,57,70,75,"Mcm2",11.875962,7.595647,8.714643,94,180,52,9.39541733333333,0.414676505531989
"MCM3",3.702723,3.389953,6.402171,4.49828233333333,128,134,146,"Mcm3",2.134477,1.732643,1.861522,64,75,25,1.90954733333333,1.88973806005562
"MCM3AP",66.736293,73.720454,42.33836,60.9317023333333,1187,1245,953,"Mcm3ap",20.709481,20.52088,27.127552,852,1134,226,22.785971,2.60370713196166
"MCM4",150.507632,137.84521,150.051113,146.134651666667,496,584,414,"Mcm4",6.81328,6.334494,6.175985,262,348,90,6.441253,19.7728328369788
"MCM5",1.684328,2.691153,4.272877,2.882786,14,27,42,"Mcm5",1.001098,1.11226,1.247612,49,80,10,1.12032333333333,1.83122353980604
"MCM6",5.78462,7.034483,10.776614,7.865239,185,219,175,"Mcm6",4.011729,1.867341,1.468664,131,135,29,2.44924466666667,2.57019720452806
"MCM7",10.034227,12.2405,17.162138,13.1456216666667,182,231,263,"Mcm7",6.47624,5.019622,9.382227,183,231,62,6.959363,1.77723037216253
"MCM8",1.227273,0.76608,0.866007,0.95312,118,84,59,"Mcm8",1.233732,1.709282,1.185022,84,139,25,1.376012,0.822016050423988
"MCM9",2.996377,3.010065,2.762998,2.92314666666667,82,87,75,"Mcm9",11.273357,7.132041,5.865863,195,251,47,8.09042033333333,0.431569335939398
"MCMBP",8.327621,7.662026,8.287515,8.09238733333333,340,322,248,"Mcmbp",10.927144,9.257753,18.204722,447,526,142,12.7965396666667,0.659033899297309
"MCMDC2",0.61848,0.553491,0.589059,0.58701,34,41,29,"Mcmdc2",1.533657,1.088732,0.927734,35,32,7,1.18337433333333,0.726861159706467
"MCOLN1",13.550448,19.357842,16.566343,16.4915443333333,211,248,159,"Mcoln1",50.449411,40.988912,45.405948,1138,1421,367,45.614757,0.375236201131185
"MCOLN2",0.420396,0.193955,0.183127,0.265826,9,3,4,"Mcoln2",0,0.048043,0,0,1,0,0.0160143333333333,1.24587415597483
"MCOLN3",0.791927,0.179249,0.235792,0.402322666666667,26,7,6,"Mcoln3",0,0,0,0,0,0,0,1.40232266666667
"MCPH1",7.977528,9.834813,8.996765,8.93636866666667,244,258,182,"Mcph1",2.916985,2.153961,1.760794,190,236,51,2.27724666666667,3.0319257832286
"MCRIP1",90.631195,111.772352,123.390831,108.598126,789,1102,732,"Mcrip1",31.279573,28.422263,42.106986,700,970,298,33.936274,3.13708685705865
"MCRIP2",11.814236,17.213756,13.518062,14.182018,114,177,85,"Mcrip2",10.737721,10.897451,17.250455,76,107,28,12.9618756666667,1.0873910040788
"MCRS1",35.569864,34.310438,44.439924,38.106742,448,464,405,"Mcrs1",36.917949,30.863528,42.992165,474,665,170,36.9245473333333,1.03117228153776
"MCTP1",5.183934,4.895021,5.78127,5.28674166666667,115,178,122,"Mctp1",4.814573,4.361246,3.288953,322,524,74,4.154924,1.21956049529861
"MCTP2",0.162598,0.085845,0.481844,0.243429,14,10,6,"Mctp2",1.314091,0.865292,3.663983,90,91,23,1.94778866666667,0.421817552275909
"MCU",25.626381,25.042535,30.589267,27.086061,314,323,290,"Mcu",8.862967,7.461552,7.64124,441,595,147,7.98858633333333,3.12463606160687
"MCUB",4.422544,9.712785,4.692365,6.275898,87,140,50,"Mcub",6.446457,1.459435,1.052308,46,15,3,2.98606666666667,1.82533274238598
"MCUR1",21.066001,28.286146,25.575037,24.975728,676,901,605,"Mcur1",5.598386,5.523593,6.043363,384,563,147,5.72178066666667,3.86441172185426
"MDC1",53.160608,18.964475,37.00845,36.3778443333333,527,550,479,"Mdc1",4.246598,3.712147,3.57648,442,599,137,3.845075,7.71460593145273
"MDFI",0.293396,3.167205,2.042362,1.834321,2,10,17,"Mdfi",0.375452,1.26005,0.44427,6,11,2,0.693257333333333,1.67388674137343
"MDFIC",0.242512,0.683464,1.259415,0.728463666666667,13,21,25,"Mdfic",0.877349,0.707661,0.988216,50,56,18,0.857742,0.930411040212617
"MDGA1",54.648756,33.081869,78.546488,55.4257043333333,1352,1441,1300,"Mdga1",10.119607,7.050803,2.330114,237,209,45,6.50017466666667,7.52325203626369
"MDGA2",4.446741,3.957729,4.99611,4.46686,296,282,159,"Mdga2",14.172597,11.414803,11.583652,888,1383,214,12.3903506666667,0.40826862089646
"MDH1",277.002545,326.593677,305.074634,302.890285333333,2969,3609,2094,"Mdh1",619.832012,498.757301,707.790567,12173,14375,4478,608.793293333333,0.49834966808534
"MDH1B",1.157381,0.744919,1.213363,1.03855433333333,26,22,19,"Mdh1b",0.611312,0.393696,0.461766,21,20,5,0.488924666666667,1.36914538322288
"MDH2",112.736228,131.67098,132.742915,125.716707666667,1417,1777,1186,"Mdh2",291.068811,257.558354,333.787231,4193,5374,1596,294.138132,0.42934712233886
"MDK",94.763809,88.883916,86.516114,90.054613,722,738,432,"Mdk",22.842076,18.75754,30.956728,281,356,119,24.185448,3.61536602406278
"MDM1",3.385415,3.365085,5.965339,4.238613,64,61,53,"Mdm1",4.149921,4.688051,3.009982,136,189,28,3.949318,1.05845148765951
"MDM2",57.031825,91.183641,55.461006,67.8921573333333,727,1160,629,"Mdm2",22.457883,19.075903,22.593417,704,967,245,21.3757343333333,3.07887805186818
"MDM4",9.67746,6.989436,12.767599,9.81149833333333,600,691,557,"Mdm4",34.422863,27.86607,16.161559,2514,3227,596,26.150164,0.398211161204527
"MDN1",16.448287,18.246838,21.289774,18.661633,1070,1113,736,"Mdn1",16.497416,9.116853,9.149782,2003,2160,313,11.588017,1.56193251089508
"ME1",15.549156,15.097419,13.530776,14.7257836666667,660,686,410,"Me1",31.297183,32.378552,37.470981,1726,2714,584,33.715572,0.452989329015425
"ME2",21.834621,21.100256,20.810149,21.248342,787,825,577,"Me2",7.15004,7.514721,5.076226,400,618,89,6.580329,2.93501007673941
"ME3",16.725205,14.896816,15.139993,15.587338,328,352,252,"Me3",19.875111,16.010087,20.042137,501,600,151,18.642445,0.844464016572275
"MEA1",25.712226,29.457189,24.52064,26.5633516666667,289,362,202,"Mea1",42.457979,41.278503,45.728895,540,814,206,43.1551256666667,0.62423900397762
"MEAF6",68.666265,85.435058,76.760891,76.9540713333333,1273,1533,1088,"Meaf6",48.935251,36.59279,30.805161,1149,1174,249,38.777734,1.95974138027403
"MEAK7",15.235815,15.639271,11.509846,14.1283106666667,408,472,331,"Meak7",4.393419,4.505929,2.521756,210,294,53,3.80703466666667,3.14711911099178
"MECOM",0.468059,0.268672,0.338256,0.358329,17,10,6,"Mecom",1.357831,0.76876,0.693761,88,120,22,0.940117333333333,0.7001272431633
"MECP2",31.50897,76.304203,59.649566,55.820913,1511,1583,1246,"Mecp2",11.230617,8.606229,6.801345,2403,2776,489,8.879397,5.7514555797282
"MECR",22.1922,17.98434,21.034271,20.4036036666667,158,190,146,"Mecr",21.284197,23.092932,26.004596,225,336,92,23.460575,0.875024551412494
"MED1",9.000931,9.026142,9.351578,9.126217,869,1055,713,"Med1",14.172654,11.843784,10.667596,773,1110,223,12.2280113333333,0.765513178423343
"MED11",3.230017,3.872763,4.936568,4.013116,22,32,24,"Med11",5.02911,5.47188,4.54091,77,112,22,5.01396666666667,0.833578946784984
"MED12",20.324177,13.216094,24.780005,19.440092,389,364,294,"Med12",14.340859,10.127112,12.625479,1082,1305,250,12.3644833333333,1.52943376037732
"MED12L",2.134955,2.790657,1.654556,2.19338933333333,117,159,105,"Med12l",6.138062,4.331336,3.840441,1287,1475,275,4.76994633333333,0.553452172489877
"MED13",15.211043,25.022424,8.743799,16.3257553333333,533,515,410,"Med13",8.465705,7.116462,6.58818,1304,1745,279,7.39011566666667,2.06501984259494
"MED13L",18.756382,19.765747,61.067656,33.196595,725,741,609,"Med13l",5.243812,4.011828,3.757012,932,1062,215,4.33755066666667,6.40679538904611
"MED14",14.25366,19.680183,23.664756,19.199533,570,586,511,"Med14",9.513153,7.804726,8.236434,1057,1258,273,8.51810433333333,2.12222227164071
"MED15",32.64272,33.279921,41.950541,35.9577273333333,540,604,469,"Med15",21.842352,16.49715,20.536794,688,807,200,19.625432,1.79185227894055
"MED16",17.924351,26.16501,26.027519,23.3722933333333,355,439,315,"Med16",9.376387,9.02918,18.52709,488,653,193,12.3108856666667,1.83100463362606
"MED17",20.744094,26.654709,21.012725,22.8038426666667,365,418,270,"Med17",18.416098,12.763254,14.190155,409,456,82,15.123169,1.47637494010431
"MED18",5.573665,12.180541,10.46655,9.40691866666667,64,97,93,"Med18",1.802052,1.533367,1.583943,44,64,16,1.63978733333333,3.94233222322707
"MED19",9.24661,11.345327,9.308554,9.96683033333333,121,162,87,"Med19",13.324944,10.688535,14.757733,451,570,171,12.9237373333333,0.787635537125425
"MED20",4.58285,4.299085,5.012483,4.63147266666667,111,130,82,"Med20",10.308226,8.750801,11.304152,509,638,157,10.1210596666667,0.506379143306458
"MED20",4.58285,4.299085,5.012483,4.63147266666667,111,130,82,"Gm20517",0.864573,0.941115,0.087338,35,34,1,0.631008666666667,3.45275459398744
"MED21",14.039859,13.060467,15.373229,14.1578516666667,211,232,184,"Med21",23.944795,19.494253,26.73638,266,388,107,23.3918093333333,0.621432033168292
"MED22",11.475656,12.776118,13.05627,12.4360146666667,218,281,192,"Med22",13.260612,10.712629,14.28922,442,541,163,12.7541536666667,0.976869605523529
