"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"MACROD1",51.872455,73.672452,81.804036,69.1163143333333,82,115,78,"Macrod1",4.802954,7.708646,8.816881,65,204,242,7.10949366666667,8.64620125687255
"MACROD2",14.720447,16.991676,17.444285,16.3854693333333,369,435,307,"Macrod2",31.899307,13.855358,15.382907,782,984,769,20.3791906666667,0.813195859674888
"MACROH2A1",76.528314,89.978609,90.881128,85.796017,1168,1180,889,"Macroh2a1",44.278514,40.701298,37.105955,746,1286,1147,40.6952556666667,2.08167609509082
"MACROH2A2",22.491024,20.251996,29.731385,24.158135,504,529,476,"Macroh2a2",6.542054,6.793133,5.062439,200,382,290,6.132542,3.52723264721049
"MAD1L1",38.153801,42.452209,43.975182,41.527064,227,261,159,"Mad1l1",18.698101,8.181734,10.362124,169,248,264,12.4139863333333,3.17035241748544
"MAD2L1",3.953158,3.360297,4.224871,3.84610866666667,56,65,51,"Mad2l1",13.359662,8.292162,7.412095,108,153,156,9.687973,0.453417001209366
"MAD2L1BP",14.72008,14.35451,15.529163,14.8679176666667,202,217,157,"Mad2l1bp",4.302036,5.359878,5.382922,71,160,163,5.01494533333333,2.63808177586097
"MAD2L2",18.340361,19.056289,26.183915,21.1935216666667,204,233,194,"Mad2l2",10.377866,12.115233,14.686759,54,163,182,12.393286,1.65706322307062
"MADCAM1",0.366549,0.842602,1.599116,0.936089,6,10,8,"Madcam1",0,0.144729,0.047542,0,3,1,0.0640903333333333,1.81947804556693
"MADD",471.572144,389.423578,351.42384,404.139854,2641,2818,1886,"Madd",102.96112,35.626621,42.509525,2923,1811,1749,60.3657553333333,6.60205112443115
"MAEA",33.530691,33.651592,43.31918,36.833821,792,936,645,"Maea",58.138167,65.271446,65.153444,912,1951,1824,62.8543523333333,0.592501836092541
"MAEL",0.461336,1.162884,0.588257,0.737492333333333,8,19,8,"Mael",0,0.165468,0.054406,0,6,2,0.0732913333333333,1.61884502312823
"MAF",10.84255,12.765401,19.250615,14.2861886666667,617,706,658,"Maf",4.245731,2.754597,2.466145,280,299,264,3.155491,3.67855174434662
"MAF1",17.50886,21.729058,17.798639,19.0121856666667,187,272,174,"Maf1",50.296692,71.387262,67.46317,535,1221,1290,63.0490413333333,0.312450978969636
"MAFA",4.098153,12.646988,5.578015,7.441052,100,326,91,"Mafa",0.440251,0.419189,0.276947,12,24,17,0.378795666666667,6.12204709085489
"MAFB",14.955483,10.677345,13.297864,12.9768973333333,599,486,371,"Mafb",4.032772,1.483993,1.62193,182,128,144,2.379565,4.13570898424304
"MAFF",5.978367,7.766934,5.06946,6.271587,162,187,96,"Maff",0.492571,0.619095,0.51272,12,29,25,0.541462,4.71733133869015
"MAFG",13.227861,13.599189,14.05731,13.62812,753,941,571,"Mafg",18.946061,7.955587,7.901367,1011,906,852,11.601005,1.16086931161443
"MAFK",3.799607,4.164658,2.725472,3.56324566666667,140,187,77,"Mafk",2.574912,2.717604,2.28968,107,208,177,2.52739866666667,1.29365747903365
"MAG",0,0,0,0,0,0,0,"Mag",163.86697,194.035508,196.102295,2655,5813,6652,184.668257666667,0.00538595025648012
"MAGEA10",0,0.124828,0,0.0416093333333333,0,5,0,"Magea8",0,0,0,0,0,0,0,1.04160933333333
"MAGEA10",0,0.124828,0,0.0416093333333333,0,5,0,"Magea3",0,0,0,0,0,0,0,1.04160933333333
"MAGEA10",0,0.124828,0,0.0416093333333333,0,5,0,"Magea9",0,0,0,0,0,0,0,1.04160933333333
"MAGEA10",0,0.124828,0,0.0416093333333333,0,5,0,"Magea2",0,0,0,0,0,0,0,1.04160933333333
"MAGEA10",0,0.124828,0,0.0416093333333333,0,5,0,"Magea5",0,0,0,0,0,0,0,1.04160933333333
"MAGEA10",0,0.124828,0,0.0416093333333333,0,5,0,"Magea1",0,0,0,0,0,0,0,1.04160933333333
"MAGEA10",0,0.124828,0,0.0416093333333333,0,5,0,"Magea6",0,0,0,0,0,0,0,1.04160933333333
"MAGEA10",0,0.124828,0,0.0416093333333333,0,5,0,"Magea14",0,0,0,0,0,0,0,1.04160933333333
"MAGEB16",0,0,0,0,0,0,0,"Mageb16",0.04251,0,0,1,0,0,0.01417,0.986027983474171
"MAGEB18",0,0,0,0,0,0,0,"Mageb18",0,0,0,0,0,0,0,1
"MAGEB2",0,0,0,0,0,0,0,"Mageb4",0,0,0,0,0,0,0,1
"MAGEB5",0,0,0,0,0,0,0,"Mageb5",0,0,0,0,0,0,0,1
"MAGEB5",0,0,0,0,0,0,0,"Mageb5b",0,0,0,0,0,0,0,1
"MAGEB6",0,0,0,0,0,0,0,"Mageb6b1",0,0,0,0,0,0,0,1
"MAGEB6",0,0,0,0,0,0,0,"Mageb1",0,0,0,0,0,0,0,1
"MAGEB6",0,0,0,0,0,0,0,"Mageb3",0.060707,0.017076,0,2,1,0,0.0259276666666667,0.974727588007342
"MAGEB6",0,0,0,0,0,0,0,"Mageb2",0,0,0,0,0,0,0,1
"MAGED1",304.172854,295.561616,328.030008,309.254826,6485,7303,4712,"Maged1",151.014889,148.388254,141.86077,6206,10999,10601,147.087971,2.09507108447046
"MAGED2",635.97268,565.750753,568.903656,590.209029666667,4808,5346,3642,"Maged2",25.887289,33.556704,38.146552,546,1311,1515,32.5301816666667,17.6321451384919
"MAGEE1",32.642751,34.484301,35.850694,34.3259153333333,1500,1775,1161,"Magee1",46.874204,24.621465,24.87694,2420,2354,2418,32.124203,1.06646838667585
"MAGEE2",0.035129,0.129342,0,0.0548236666666667,1,4,0,"Magee2",3.094159,2.430606,2.922807,103,143,173,2.81585733333333,0.276431631091728
"MAGEH1",46.879944,45.457097,50.301852,47.5462976666667,788,828,603,"Mageh1",16.618998,17.510194,15.094794,309,581,496,16.4079953333333,2.7887356778933
"MAGEL2",19.326422,16.241682,17.131304,17.5664693333333,1000,966,616,"Magel2",1.371743,0.47232,0.683425,93,61,90,0.842496,10.0768030613545
"MAGI1",31.553901,25.064432,32.761648,29.793327,1680,1540,1266,"Magi1",25.621269,10.18978,13.999288,1353,993,1011,16.6034456666667,1.74927838464655
"MAGI2",19.85494,85.491261,26.931523,44.0925746666667,572,748,443,"Magi2",36.763644,9.345285,11.37217,1638,936,1041,19.1603663333333,2.23669421086413
"MAGI3",5.823392,6.676868,7.291297,6.59718566666667,488,576,441,"Magi3",10.377559,4.602798,4.274823,993,782,736,6.41839333333333,1.02410122047991
"MAGIX",0.438034,1.416155,0.618223,0.824137333333333,17,24,7,"Magix",0.115772,0.184441,0.120387,2,7,9,0.1402,1.59983979418815
"MAGOH",17.35359,18.43447,15.33635,17.04147,87,101,58,"Magoh",16.476681,19.757796,21.674281,117,232,252,19.3029193333333,0.888614573293384
"MAGOHB",12.50842,8.856897,9.828829,10.3980486666667,79,69,60,"Magohb",7.718915,6.652076,5.764963,39,66,57,6.71198466666667,1.47796568060258
"MAGT1",3.064788,3.918375,4.444929,3.809364,147,216,153,"Magt1",4.537497,4.233367,3.741326,281,443,369,4.17073,0.930113156169438
"MAIP1",31.785583,40.411981,29.03587,33.744478,119,149,87,"Maip1",3.954003,4.526698,4.358338,212,425,409,4.27967966666667,6.58079281198815
"MAJIN",0,0.109335,0,0.036445,0,1,0,"Majin",0,0.034969,0,0,1,0,0.0116563333333333,1.02450305093726
"MAK",0.376632,0.179757,0.342769,0.299719333333333,16,8,9,"Mak",1.04777,0.513709,0.665313,45,50,47,0.742264,0.745994483805746
"MAK16",5.969986,7.067655,6.264505,6.43404866666667,261,259,178,"Mak16",11.515982,12.589097,11.705541,291,548,526,11.9368733333333,0.574640291755195
"MAL",0,0,0,0,0,0,0,"Mal",103.325843,118.054112,128.628545,4115,8448,9047,116.6695,0.0084983789342183
"MAL2",8.678165,9.613315,7.514314,8.60193133333333,294,299,186,"Mal2",53.365476,48.871022,37.977029,2182,3522,2677,46.7378423333333,0.201138779299807
"MALL",0.178746,0.190251,0.373905,0.247634,2,6,5,"Mall",0.281905,0.355698,0.505513,8,18,26,0.381038666666667,0.903402656358161
"MALRD1",0.021544,0,0.066491,0.029345,2,0,1,"Malrd1",0,0,0.005459,0,0,1,0.00181966666666667,1.02747533737775
"MALSU1",27.942336,31.692589,29.73381,29.7895783333333,123,142,97,"Malsu1",8.210771,7.995013,9.627383,86,113,162,8.61105566666667,3.20355842283992
"MALT1",3.406638,3.647869,3.92934,3.66128233333333,236,256,172,"Malt1",1.843011,0.763351,0.914024,95,72,80,1.173462,2.14463484217039
"MAMDC2",0.670752,1.928245,0.819496,1.13949766666667,29,50,25,"Mamdc2",0.464426,0.486878,0.359603,22,42,31,0.436969,1.48889618820355
"MAMDC4",2.520728,5.225618,8.018372,5.254906,118,131,122,"Mamdc4",0.712389,0.533102,4.280762,13,24,79,1.84208433333333,2.20081646650645
"MAML1",7.330136,8.185208,9.291159,8.26883433333333,261,315,277,"Maml1",2.177014,0.736895,0.845246,164,100,118,1.25305166666667,4.11390225553342
"MAML2",3.572,3.243134,5.134327,3.98315366666667,315,331,333,"Maml2",2.400471,0.874071,0.753352,172,108,120,1.34263133333333,2.12716085359284
"MAML3",7.036675,6.276833,7.357484,6.89033066666667,539,583,487,"Maml3",1.176725,0.373747,0.279414,129,72,65,0.609962,4.90094217544679
"MAMLD1",2.787836,2.94952,2.296257,2.677871,139,130,89,"Mamld1",6.315409,2.34912,2.162061,463,307,286,3.60886333333333,0.797999579071919
"MAMSTR",0.748719,1.195125,0.867333,0.937059,16,29,13,"Mamstr",1.314843,1.002939,1.202266,17,27,26,1.17334933333333,0.891278254393219
"MAN1A1",1.919565,1.30507,2.232789,1.81914133333333,120,89,99,"Man1a",7.371622,4.516262,4.006954,516,584,496,5.29827933333333,0.447605001958736
"MAN1A2",7.468953,7.183335,10.28667,8.312986,756,695,526,"Man1a2",26.997321,8.516132,7.420034,2288,1360,1221,14.3111623333333,0.608248139315006
"MAN1B1",37.490641,36.254393,39.523566,37.7562,832,987,703,"Man1b1",33.104789,30.072538,35.633241,911,1873,1738,32.936856,1.14200914781263
"MAN1C1",7.138934,5.196767,3.881261,5.405654,244,194,91,"Man1c1",6.649163,3.603906,3.437571,404,410,401,4.56354666666667,1.15136160147244
"MAN2A1",3.826392,2.830531,5.467646,4.041523,136,200,156,"Man2a1",5.521484,1.628236,1.416672,407,176,150,2.855464,1.30763067687832
"MAN2A2",96.998552,86.805909,118.351906,100.718789,1131,1206,906,"Man2a2",65.726972,35.59898,31.008276,2458,2032,1907,44.1114093333333,2.25483509611478
"MAN2B2",6.762239,7.95093,6.838338,7.18383566666667,507,598,359,"Man2b2",7.828447,6.65677,6.318605,281,360,442,6.93460733333333,1.03141029201109
"MAN2C1",82.37748,78.218052,94.87905,85.158194,534,598,440,"Man2c1",38.702164,34.043905,35.638104,479,718,717,36.1280576666667,2.32056830910797
"MANBA",7.338421,11.312422,7.543558,8.731467,250,311,182,"Manba",25.559338,12.774807,12.751657,192,256,228,17.0286006666667,0.539779386094709
"MANBAL",23.134548,28.56014,29.354443,27.016377,333,455,300,"Manbal",25.519419,29.009226,27.934731,351,730,713,27.487792,0.983452034471468
"MANEA",1.626263,2.203006,3.837334,2.55553433333333,87,92,79,"Manea",10.633082,7.892747,8.647444,626,920,820,9.05775766666667,0.353511632629314
"MANEAL",60.267892,60.447942,63.588573,61.4348023333333,1295,1449,1024,"Maneal",18.478566,14.234209,14.20203,693,970,989,15.6382683333333,3.75248199406969
"MANF",72.864988,74.304905,69.267553,72.1458153333333,333,355,203,"Manf",39.193431,46.924997,42.611112,386,695,681,42.9098466666667,1.66581805417373
"MANSC1",7.574493,11.546438,11.450172,10.1903676666667,159,232,175,"Mansc1",2.918648,2.442966,2.240586,100,148,136,2.53406666666667,3.16642800550829
"MANSC4",0.446426,0.229357,0.140943,0.272242,9,5,2,"Mansc4",0.782129,0.589287,0.634171,11,15,14,0.668529,0.762493190109372
"MAOA",1.561299,6.316311,2.21369,3.36376666666667,82,232,82,"Maoa",8.524111,9.781282,10.275828,537,1062,1085,9.52707366666667,0.414527988009077
"MAP10",1.376842,1.334709,1.982179,1.56457666666667,61,65,62,"Map10",1.235991,1.134866,1.0485,62,102,95,1.13978566666667,1.19852035024692
"MAP1A",96.014498,109.004618,93.089127,99.3694143333333,13730,17094,9448,"Map1a",137.8276,29.307193,35.715494,20595,8614,10664,67.6167623333333,1.4627535739117
