"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"CSNK1G1",548,0.502154,553,0.543903,630,0.606925,0.550994,1.24402,1.24402,0.69116763665208
"CSNK1G2",1222,5.31487,1095,5.11182,1263,5.77514,5.40061,70.65812,70.65812,0.0893214893162143
"CSNK1G3",1114,1.85441,1233,2.20305,1122,1.96359,2.00701666667,10.1194,10.1194,0.270429759399788
"CSNK2A1",2470,6.04876,2515,6.61071,2785,7.17023,6.6099,25.35078,25.35078,0.288792210325463
"CSNK2A2",1060,4.60649,1114,5.19625,1172,5.35464,5.05246,25.90484,25.90484,0.224958037289945
"CSNK2B",926,31.6702,1029,37.7742,955,34.3385,34.5943,193.69042,193.69042,0.182825123085152
"CSPG4",784,3.55502,1181,5.74799,1039,4.95312,4.75204333333,3.52297,3.52297,1.27174032401939
"CSPG5",1013,9.5376,1007,10.1765,653,6.4637,8.72593333333,35.04157,35.04157,0.269853209317186
"CSPP1",750,0.978977,825,1.15586,816,1.1198,1.084879,2.47758,2.47758,0.599520068553419
"CSRNP1",827,11.3689,518,7.64335,388,5.60768,8.20664333333,8.11225,8.11225,1.01035894903344
"CSRNP2",1210,9.41166,1288,10.7532,1279,10.459,10.2079533333,11.93839,11.93839,0.866255641799327
"CSRNP3",360,0.286182,658,0.561444,360,0.300871,0.382832333333,1.59945,1.59945,0.531971122096213
"CSRP1",7592,51.1558,9632,69.6619,9164,64.9175,61.9117333333,546.55239,546.55239,0.114896281127181
"CSRP2",241,2.07248,215,1.98451,277,2.50433,2.18710666667,22.18324,22.18324,0.13747460090436
"CSRP3",2,0.0122415,2,0.0131394,3,0.0193048,0.0148952333333,0.01045,0.01045,1.00439926105527
"CST3",7029,104.347,7881,125.577,6469,100.963,110.295666667,2890.3863,2890.3863,0.0384921470600452
"CST6",1,0.116622,3,0.375526,0,0,0.164049333333,0.62724,0.62724,0.715351966110101
"CST7",31,0.508037,18,0.316626,60,1.03377,0.619477666667,3.3139,3.3139,0.375409181174112
"CSTB",1366,60.6452,1292,61.5671,1299,60.6308,60.9477,107.87411,107.87411,0.56898467413419
"CSTF1",302,3.77066,379,5.07914,410,5.38186,4.74388666667,11.1648,11.1648,0.472172716910266
"CSTF2",261,2.21622,281,2.56105,251,2.2407,2.33932333333,6.72188,6.72188,0.432449524381368
"CSTF2T",566,24.0583,603,27.511,818,36.5544,29.3745666667,8.26906,8.26906,3.27698457736815
"CSTF3",2287,4.69028,2151,4.73493,2268,4.89005,4.77175333333,19.39204,19.39204,0.283039525880196
"CSTL1",1,0.0333014,0,0,0,0,0.0111004666667,0.03136,0.03136,0.980356487227253
"CTAGE1",12,0.485612,17,0.738411,26,1.10617,0.776731,0,0,1.776731
"CTAGE4",111,7.49289,47,3.40537,36,2.55486,4.48437333333,0,0,5.48437333333
"CTAGE8",109,7.35788,44,3.18801,35,2.48389,4.34326,0,0,5.34326
"CTAGE9",98,6.64358,32,2.32845,25,1.78178,3.58460333333,0,0,4.58460333333
"CTBP1",2527,11.4648,2367,11.5266,2371,11.3092,11.4335333333,156.78805,156.78805,0.0787989542509715
"CTBP2",2000,1.97563,2036,2.15871,2091,2.17154,2.10196,16.31859,16.31859,0.179111578944937
"CTBS",393,2.76062,446,3.36272,782,5.7751,3.96614666667,4.73563,4.73563,0.865841532084531
"CTC1",594,4.46482,679,5.47807,618,4.88364,4.94217666667,10.94527,10.94527,0.49745017623461
"CTCF",872,1.98586,959,2.34419,980,2.34637,2.22547333333,10.04623,10.04623,0.291997661947108
"CTCFL",0,0,1,0.00631633,3,0.0185602,0.00829217666667,0,0,1.00829217666667
"CTDNEP1",1093,21.4522,1166,24.5635,1194,24.6374,23.5510333333,127.1407,127.1407,0.191594343821284
"CTDP1",443,1.0074,422,1.03004,545,1.30297,1.11347,11.19616,11.19616,0.173289789573112
"CTDSP1",1129,25.6616,1274,31.0814,1477,35.2946,30.6792,58.17612,58.17612,0.535337565220565
"CTDSP2",3213,20.942,3443,24.0871,4100,28.095,24.3747,29.08283,29.08283,0.843494445170218
"CTDSPL",2257,3.21638,2127,3.25344,2201,3.29757,3.25579666667,24.52492,24.52492,0.166731048194079
"CTDSPL2",581,1.00082,773,1.42922,970,1.75667,1.39557,2.23714,2.23714,0.740026690226558
"CTF1",50,1.2561,72,1.94146,75,1.98087,1.72614333333,4.98652,4.98652,0.455380309984766
"CTH",153,0.933469,147,0.962645,158,1.01345,0.969854666667,2.42531,2.42531,0.575087996901594
"CTHRC1",47,0.71698,47,0.769569,161,2.5821,1.35621633333,2.16396,2.16396,0.74470484245376
"CTIF",4929,2.65616,4649,2.68903,3482,1.9727,2.43929666667,175.17651,175.17651,0.0195218798843841
"CTLA4",5,0.141,2,0.0605368,18,0.533654,0.2450636,0.19862,0.19862,1.03874755969365
"CTNNA1",8664,4.6706,10678,6.17852,10488,5.94409,5.59773666667,188.19165,188.19165,0.034873297350438
"CTNNA2",468,0.0558605,490,0.0627763,419,0.0525789,0.0570719,32.92988,32.92988,0.0311546017846217
"CTNNA3",975,0.0954949,1112,0.116902,1040,0.107089,0.1064953,0.95131,0.95131,0.567052544188263
"CTNNAL1",2240,5.51521,2825,7.46574,4046,10.4732,7.81805,65.31616,65.31616,0.132969852295428
"CTNNB1",4770,12.7504,4889,14.027,6544,18.3902,15.0558666667,57.87296,57.87296,0.272720560792255
"CTNNBIP1",661,1.86069,731,2.20866,641,1.897,1.98878333333,24.31584,24.31584,0.118059812881184
"CTNNBL1",778,0.762822,780,0.820878,793,0.817439,0.800379666667,57.02619,57.02619,0.0310270184319701
"CTNND1",5111,13.4666,5750,16.2614,6735,18.6563,16.1281,27.75519,27.75519,0.595652471779877
"CTNND2",2673,0.500713,2885,0.580065,2202,0.433656,0.504811333333,29.89824,29.89824,0.0487021698754686
"CTNS",867,6.04044,940,7.02939,1030,7.54441,6.87141333333,15.14775,15.14775,0.48746192710006
"CTPS1",625,3.32097,602,3.43338,784,4.37965,3.71133333333,15.51363,15.51363,0.285299678709648
"CTPS2",633,0.885115,806,1.20968,754,1.10842,1.06773833333,3.81568,3.81568,0.429376190554605
"CTR9",13668,47.3955,14498,53.9611,13309,48.5195,49.9587,10.80936,10.80936,4.3151110644438
"CTRB1",16,0.380246,24,0.612204,3,0.0749555,0.355801833333,0.10454,0.10454,1.22748097247089
"CTRB2",11,0.628208,8,0.49039,3,0.180124,0.432907333333,0.21953,0.21953,1.17496685881692
"CTRC",1,0.0161743,1,0.0173607,5,0.0850227,0.0395192333333,0.4077,0.4077,0.738452250716275
"CTRL",306,11.3115,302,11.9824,364,14.1461,12.48,7.02504,7.02504,1.67974240626838
"CTSA",2337,47.0522,2122,45.8571,2725,57.68,50.1964333333,168.60099,168.60099,0.301864000518511
"CTSB",24430,158.511,19529,136.005,34865,237.828,177.448,1246.1085,1246.1085,0.143089394387096
"CTSC",1216,4.80946,1127,4.7844,3535,14.6991,8.09765333333,51.14063,51.14063,0.174482995954019
"CTSD",18936,279.897,19217,304.885,12160,188.965,257.915666667,1257.87962,1257.87962,0.205671505482788
"CTSE",2,0.023879,1,0.0128153,0,0,0.0122314333333,0,0,1.0122314333333
"CTSF",1403,45.5751,1720,59.9706,796,27.1845,44.2434,108.03092,108.03092,0.41495935281478
"CTSG",1,0.0639221,4,0.274443,12,0.806437,0.3816007,2.35213,2.35213,0.412156061966571
"CTSH",954,5.84434,773,5.08284,1546,9.95713,6.96143666667,125.83396,125.83396,0.0627705439983897
"CTSK",406,5.88466,554,8.61878,617,9.40197,7.96847,17.99121,17.99121,0.472243211464672
"CTSO",669,3.92866,962,6.06364,1298,8.01366,6.00198666667,13.88282,13.88282,0.470474457573901
"CTSS",1503,7.3746,1002,5.27701,3525,18.1835,10.27837,26.17664,26.17664,0.415002369682198
"CTSW",21,0.939483,4,0.192075,28,1.31694,0.816166,1.29629,1.29629,0.790913168632882
"CTSZ",2335,33.7964,2258,35.079,3864,58.7975,42.5576333333,270.78816,270.78816,0.160263174574271
"CTTN",3582,16.3896,3449,16.9386,3526,16.9615,16.7632333333,73.29251,73.29251,0.239098575795864
"CTTNBP2",673,0.719146,656,0.752396,920,1.03354,0.835027333333,2.45667,2.45667,0.530865640438052
"CTTNBP2NL",1207,3.13582,1340,3.7367,1693,4.62422,3.83224666667,4.90289,4.90289,0.818623871810249
"CTU1",79,1.27742,60,1.04135,31,0.526994,0.948588,9.01129,9.01129,0.194639052509717
"CTU2",223,4.37042,227,4.77512,170,3.50272,4.21608666667,25.37169,25.37169,0.197791141435001
"CTXN1",78,8.2836,91,10.3731,57,6.36411,8.34027,30.89136,30.89136,0.292877757486667
"CTXN2",206,1.40375,353,2.58189,132,0.945661,1.643767,1.42173,1.42173,1.091685282835
"CTXN3",8,0.14578,17,0.332504,13,0.249052,0.242445333333,1.589,1.589,0.479893910132484
"CUBN",576,0.329004,785,0.481271,711,0.42696,0.412411666667,0.44952,0.44952,0.974399571352586
"CUEDC1",994,1.84401,1082,2.1545,955,1.8626,1.95370333333,40.41489,40.41489,0.0713198401186143
"CUEDC2",1269,23.7359,1334,26.7818,924,18.17,22.8959,169.60457,169.60457,0.140066001748957
"CUL1",2103,3.5601,2005,3.64316,2136,3.80157,3.66827666667,33.89164,33.89164,0.133793558189583
"CUL2",1360,2.8942,1519,3.46967,1396,3.1233,3.16239,26.96069,26.96069,0.148865782639842
"CUL3",2360,3.57741,2690,4.37673,2396,3.81841,3.92418333333,78.4672,78.4672,0.0619649784229216
"CUL4A",2236,6.63024,2484,7.90586,2630,8.19882,7.57830666667,47.61765,47.61765,0.176444288579765
"CUL4B",1747,5.96255,2177,7.97514,2191,7.86176,7.26648333333,13.38103,13.38103,0.574818586243823
"CUL5",1134,2.00385,1530,2.90191,1396,2.59344,2.49973333333,6.36644,6.36644,0.475091541277741
"CUL7",837,8.95481,822,9.43938,781,8.78456,9.05958333333,7.33866,7.33866,1.20637888261783
"CUL9",940,3.87268,940,4.15673,995,4.30968,4.11303,22.61185,22.61185,0.21654508223625
"CUTA",1018,94.7994,1031,103.052,764,74.7979,90.8831,312.5307,312.5307,0.293059339962562
"CUTC",1616,5.26931,1784,6.24378,2068,7.08926,6.20078333333,26.80388,26.80388,0.258984837128127
"CUX1",1961,0.731933,1993,0.798438,2232,0.875842,0.802071,38.38683,38.38683,0.0457531362640761
"CUX2",113,0.0623945,99,0.0586737,114,0.0661776,0.0624152666667,0.64814,0.64814,0.644614696971556
"CUZD1",29,0.361412,18,0.240778,31,0.406167,0.336119,0.45997,0.45997,0.915168804838456
"CWC15",707,11.2622,770,13.1654,722,12.0914,12.173,57.69524,57.69524,0.224430464889487
"CWC22",508,1.42173,726,2.18087,602,1.77128,1.79129333333,5.61376,5.61376,0.422043335913308
"CWC25",405,2.83978,405,3.04807,448,3.30252,3.06345666667,7.23412,7.23412,0.49349009568357
"CWC27",687,0.480417,834,0.625991,843,0.619765,0.575391,33.2435,33.2435,0.0460055484982551
"CWF19L1",483,2.38475,512,2.71335,596,3.09372,2.73060666667,16.18268,16.18268,0.217114365551241
"CWF19L2",523,0.694811,618,0.881239,662,0.924615,0.833555,5.14333,5.14333,0.298462722985742
"CWH43",13,0.0299588,13,0.0321562,14,0.0339193,0.0320114333333,0,0,1.0320114333333
"CX3CL1",463,6.43584,459,6.84822,296,4.32568,5.86991333333,11.08117,11.08117,0.568646359030624
"CX3CR1",478,4.57769,637,6.54784,1135,11.4275,7.51767666667,20.44789,20.44789,0.397133548646044
"CXADR",165,0.357914,200,0.465656,258,0.588373,0.470647666667,0.64814,0.64814,0.892307490059703
"CXCL10",31,2.27549,23,1.8121,104,8.02574,4.03777666667,4.71472,4.71472,0.881543919329381
"CXCL11",1,0.0225884,6,0.145472,18,0.427462,0.198507466667,0.22999,0.22999,0.974404236349076
"CXCL12",826,8.83713,1068,12.2643,1309,14.7234,11.94161,23.97086,23.97086,0.518268493756322
"CXCL13",282,0.492248,332,0.622033,345,0.633128,0.582469666667,8.46768,8.46768,0.167144397219488
"CXCL14",91,1.84834,258,5.62473,667,14.2431,7.23872333333,20.34335,20.34335,0.386008913002411
"CXCL16",509,13.9027,465,13.6325,805,23.1162,16.8838,23.60497,23.60497,0.726836895147606
"CXCL17",4,0.0476376,6,0.0766976,4,0.0500828,0.0581393333333,0,0,1.0581393333333
"CXCL6",1,0.0140603,2,0.0301832,2,0.0295639,0.0246024666667,0.04182,0.04182,0.983473600686011
"CXCL9",31,0.868592,20,0.601485,172,5.06665,2.178909,0.71087,0.71087,1.85806577939879
"CXCR1",2,0.0847642,0,0,4,0.17823,0.0876647333333,0.16726,0.16726,0.931810165115998
"CXCR2",11,0.160636,12,0.188093,18,0.276351,0.20836,0.25089,0.25089,0.966000207852009
"CXCR3",1,0.0672955,0,0,2,0.141499,0.0695981666667,0.30316,0.30316,0.820772711460373
"CXCR4",844,38.6288,835,41.02,631,30.3624,36.6704,12.8897,12.8897,2.7121104127519
"CXCR5",288,3.62071,256,3.45447,270,3.56864,3.54794,0,0,4.54794
"CXCR6",28,0.659331,20,0.505494,47,1.16354,0.776121666667,0.55406,0.55406,1.14289130835811
"CXorf21",235,2.16554,72,0.712149,151,1.46289,1.44685966667,1.23356,1.23356,1.09549762113845
"CXorf38",503,4.25724,487,4.42414,610,5.42785,4.70307666667,4.33838,4.33838,1.0683159810036
"CXorf40A",657,11.3014,657,12.1304,724,13.0932,12.175,23.92905,23.92905,0.528499882667009
"CXorf40B",668,12.7206,663,13.5515,769,15.3956,13.8892333333,38.74227,38.74227,0.374644763203008
"CXorf56",427,2.73648,462,3.17795,476,3.20708,3.04050333333,15.61817,15.61817,0.243137682026962
"CXorf58",16,0.0881512,24,0.141925,29,0.167975,0.132683733333,0.1359,0.1359,0.997168530093318
"CXorf66",1,0.0178374,0,0,2,0.0375058,0.0184477333333,0,0,1.0184477333333
"CXXC1",614,17.9915,624,19.6256,584,17.9908,18.5359666667,59.7024,59.7024,0.321831866066251
"CXXC4",104,0.683188,180,1.26917,123,0.849474,0.933944,2.08033,2.08033,0.627836627893765
"CXXC5",1058,5.05225,933,4.78213,677,3.3988,4.41106,39.85038,39.85038,0.13246045691619
"CYB561",948,11.7867,938,12.5178,1009,13.189,12.4978333333,39.37996,39.37996,0.334270596932241
"CYB561D1",643,12.6485,538,11.3593,421,8.70661,10.9048033333,15.30455,15.30455,0.730152217221573
"CYB561D2",596,13.4072,643,15.5255,559,13.2204,14.0510333333,30.63002,30.63002,0.475846469060089
"CYB5A",1066,4.52804,1514,6.9027,1439,6.42617,5.95230333333,122.34235,122.34235,0.0563659062222343
"CYB5B",2214,9.26606,2269,10.1928,2026,8.91446,9.45777333333,69.4141,69.4141,0.148518170839789
"CYB5D1",572,22.0251,597,24.6738,568,22.9937,23.2308666667,9.46081,9.46081,2.31634707701411
"CYB5D2",2448,9.68813,2664,11.3163,2832,11.7831,10.9291766667,29.04102,29.04102,0.397096259271489
"CYB5R1",4222,136.513,3828,132.852,2941,99.9744,123.113133333,303.2267,303.2267,0.407962658547064
"CYB5R2",621,8.94895,682,10.5489,1039,15.7411,11.7463166667,48.85122,48.85122,0.255687156035499
"CYB5R3",5847,32.373,5513,32.7626,5165,30.0648,31.7334666667,472.27721,472.27721,0.0691634120026612
"CYB5R4",473,0.766764,557,0.969162,835,1.42307,1.05299866667,7.37002,7.37002,0.245280019243682
"CYB5RL",251,1.44308,249,1.53659,260,1.57155,1.51707333333,1.3381,1.3381,1.07654648361062
"CYBA",617,13.8796,544,13.1351,1506,35.6169,20.8772,254.81455,254.81455,0.0855197642198225
"CYBB",2753,14.3776,2128,11.9287,7415,40.7128,22.3397,15.69135,15.69135,1.39831110125904
"CYBRD1",5124,24.9466,5811,30.3664,6892,35.2765,30.1965,34.72796,34.72796,0.873167681558085
"CYC1",1036,72.7737,1141,86.0282,877,64.7668,74.5229,300.31006,300.31006,0.250648451631519
"CYCS",2471,81.8974,2543,90.4658,2596,90.4566,87.6066,83.94506,83.94506,1.04310480209208
"CYFIP1",2872,4.40073,3043,5.00475,3836,6.17955,5.19501,44.82645,44.82645,0.135184156747904
"CYFIP2",5167,6.96951,4611,6.67574,3468,4.91792,6.18772333333,146.12504,146.12504,0.0488545208438346
"CYGB",464,3.40304,451,3.55031,733,5.65185,4.20173333333,19.86247,19.86247,0.24933449075445
"CYHR1",1139,12.3622,1111,12.9428,830,9.47085,11.59195,73.03116,73.03116,0.170089864862309
"CYLC1",1,0.00683112,3,0.0219965,1,0.00718175,0.0120031233333,0,0,1.0120031233333
"CYLC2",0,0,5,0.0404506,1,0.00792415,0.0161249166667,0,0,1.0161249166667
"CYLD",1643,4.79295,2058,6.44393,2095,6.42521,5.88736333333,9.74306,9.74306,0.641098842725443
"CYP11A1",52,0.303946,76,0.476813,111,0.682111,0.487623333333,2.73893,2.73893,0.397874079839152
"CYP17A1",50,1.25828,67,1.80976,79,2.09012,1.71938666667,0.68996,0.68996,1.60914262270705
"CYP19A1",67,0.0896613,63,0.0904922,133,0.18712,0.1224245,3.13618,3.13618,0.271367421147049
"CYP1A1",9,0.262267,17,0.531729,1,0.0306365,0.2748775,0.5436,0.5436,0.825911829489505
"CYP1A2",2,0.0450081,1,0.0241547,0,0,0.0230542666667,0,0,1.0230542666667
"CYP1B1",2706,11.0118,2500,10.9197,8545,36.5578,19.4964333333,23.52134,23.52134,0.835861063600113
"CYP20A1",414,1.08479,478,1.34436,674,1.85671,1.42862,4.42201,4.42201,0.447918760754775
"CYP24A1",116,0.986568,106,0.967643,198,1.7704,1.241537,0.60633,0.60633,1.39543991583299
"CYP26A1",3,0.118816,1,0.0425103,1,0.0416382,0.0676548333333,0.03136,0.03136,1.0351912361671
"CYP26B1",293,2.72256,448,4.46815,407,3.97596,3.72222333333,5.51968,5.51968,0.724302931022688
"CYP26C1",4,0.0799264,5,0.107236,7,0.14705,0.111404133333,0.04182,0.04182,1.06679093637385
"CYP27A1",1118,5.82243,1285,7.18301,1158,6.3403,6.44858,57.16209,57.16209,0.128065893092906
"CYP27B1",58,1.523,75,2.11385,59,1.62878,1.75521,0.18817,0.18817,2.3188685120816
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,0.70041,0.70041,2.85474875667045
"CYP2E1",120,0.513632,177,0.813176,147,0.661495,0.662767666667,3.97249,3.97249,0.334393365631102
"CYP2F1",8,0.100186,11,0.14786,7,0.0921621,0.1134027,0.03136,0.03136,1.07954807244803
"CYP2J2",825,4.30666,861,4.82426,722,3.96243,4.36445,14.7714,14.7714,0.340137844452617
"CYP2R1",453,5.34252,453,5.73438,484,6.0011,5.69266666667,18.69163,18.69163,0.33987367560075
"CYP2S1",40,0.487646,44,0.575755,47,0.602394,0.555265,1.91307,1.91307,0.533892079490022
"CYP2U1",1977,15.7614,2644,22.6251,2237,18.7496,19.0453666667,15.1582,15.1582,1.24056928783528
"CYP39A1",146,0.24703,203,0.368666,171,0.30418,0.306625333333,1.63081,1.63081,0.496662751522535
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,0.01045,0.01045,1.21746482590232
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,0.01045,0.01045,1.06560063997892
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,0.64814,0.64814,1.17496268520878
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,0,0,1.257445333333
"CYP46A1",230,0.93435,254,1.10753,160,0.683345,0.908408333333,12.69107,12.69107,0.139390736686979
"CYP4A11",4,0.0567758,5,0.0761752,25,0.373062,0.168671,0.11499,0.11499,1.048144826411
"CYP4A22",1,0.014202,8,0.12195,13,0.194103,0.110085,0.06272,0.06272,1.04456959500151
"CYP4B1",1852,5.25436,1451,4.41862,1884,5.61951,5.09749666667,75.60282,75.60282,0.079598853758517
"CYP4F11",347,2.69413,234,1.95005,266,2.17124,2.27180666667,2.50894,2.50894,0.932420237071594
"CYP4F12",523,3.78224,707,5.48792,671,5.10162,4.79059333333,12.14747,12.14747,0.44043404041462
"CYP4F2",4,0.034844,8,0.0747994,6,0.0549487,0.0548640333333,0.03136,0.03136,1.02278935903399
"CYP4F22",52,0.207438,60,0.256908,42,0.176146,0.213497333333,0.05227,0.05227,1.15321859725451
"CYP4F3",114,0.90819,117,1.00046,103,0.862675,0.923775,0.45997,0.45997,1.31768118522983
"CYP4F8",3,0.0339837,1,0.0121588,1,0.0119093,0.0193506,0,0,1.0193506
"CYP4V2",1346,10.7387,1561,13.3675,1562,13.1016,12.4026,10.81982,10.81982,1.13390897661724
"CYP4X1",283,1.82549,413,2.85946,603,4.0893,2.92475,5.21651,5.21651,0.631342988268337
"CYP51A1",7285,56.1866,5579,46.1849,4227,34.2747,45.5487333333,64.93982,64.93982,0.705927515927402
"CYP7B1",564,0.467023,920,0.817688,705,0.613743,0.632818,1.22311,1.22311,0.734474677366392
"CYP8B1",97,0.851805,82,0.772899,137,1.26482,0.963174666667,0.05227,0.05227,1.86565678643979
"CYS1",105,0.75909,107,0.830287,73,0.554836,0.714737666667,4.62064,4.62064,0.30507872175891
"CYSLTR1",184,0.571724,168,0.560297,179,0.584736,0.572252333333,2.3835,2.3835,0.464682232402246
"CYSTM1",3202,5.23295,3578,6.27633,2376,4.08234,5.19720666667,344.61381,344.61381,0.0179310157388387
"CYTH1",1819,2.93559,1777,3.07816,2199,3.73101,3.24825333333,45.70458,45.70458,0.0909601014146793
"CYTH2",899,11.9825,883,12.6325,747,10.4676,11.6942,42.15025,42.15025,0.294186012827272
"CYTH3",2695,4.24658,2484,4.20119,2243,3.71576,4.05451,25.05807,25.05807,0.193971003992237
"CYTH4",395,2.07132,359,2.02062,1001,5.51852,3.20348666667,21.12739,21.12739,0.189967577137204
"CYTIP",155,0.364235,90,0.227004,241,0.595396,0.395545,2.50894,2.50894,0.397711274629945
"CYTL1",41,1.46987,116,4.46368,92,3.46753,3.13369333333,6.59643,6.59643,0.544162630779195
"CYYR1",556,0.907121,738,1.29237,605,1.03773,1.07907366667,6.82642,6.82642,0.265648108160564
"D2HGDH",1159,5.91776,925,5.0694,1435,7.70307,6.23007666667,28.70649,28.70649,0.2433837409492
"DAAM1",1156,1.10501,1186,1.21684,1302,1.30845,1.2101,10.12986,10.12986,0.198573926356666
"DAAM2",2806,4.35429,3581,5.9645,3986,6.50287,5.60722,11.3007,11.3007,0.537141788678693
"DAB1",1479,0.166487,1354,0.163595,1791,0.211955,0.180679,3.16754,3.16754,0.283303579569722
"DAB2",1090,2.10118,984,2.03598,3321,6.73046,3.62254,10.99753,10.99753,0.385290972391817
"DAB2IP",2614,2.09024,2568,2.20407,2124,1.7856,2.02663666667,28.61241,28.61241,0.102208387181928
"DACH1",525,0.213674,688,0.300552,615,0.263151,0.259125666667,1.81898,1.81898,0.446660021237114
"DACH2",864,0.220623,952,0.260924,1142,0.306578,0.262708333333,0.20908,0.20908,1.04435466084378
"DACT1",457,5.56165,333,4.34983,657,8.40603,6.10583666667,4.70427,4.70427,1.24570482580067
"DACT2",1,0.00648282,0,0,0,0,0.00216094,0.01045,0.01045,0.991796664852293
"DACT3",270,3.46015,267,3.67268,212,2.85631,3.32971333333,11.39478,11.39478,0.349317481498663
"DAD1",1553,11.1567,1657,12.7769,1578,11.9181,11.9505666667,348.41904,348.41904,0.0370631396237022
"DAG1",4573,11.9388,5365,15.0339,5447,14.9505,13.9744,34.27844,34.27844,0.424463213225982
"DAGLA",791,2.07454,586,1.64962,362,0.99814,1.5741,5.89602,5.89602,0.373273279369839
"DAGLB",2695,6.27208,2726,6.80957,3779,9.2463,7.44265,15.23138,15.23138,0.520143696962304
"DALRD3",610,15.6577,671,18.4868,540,14.5724,16.2389666667,54.9354,54.9354,0.308194214517104
"DAND5",8,0.145522,14,0.273342,4,0.0764956,0.165119866667,0.15681,0.15681,1.00718343260086
"DAO",9,0.037336,12,0.0534326,7,0.0305296,0.0404327333333,0.05227,0.05227,0.988750732543264
"DAP3",1764,6.0365,1803,6.62251,2058,7.40406,6.68769,136.74786,136.74786,0.0558098688429715
"DAPK1",1284,1.06105,1322,1.17258,1311,1.13897,1.1242,15.73317,15.73317,0.126945462216663
"DAPK2",493,0.521986,314,0.356847,566,0.630038,0.502957,12.47154,12.47154,0.11156534442239
"DAPK3",761,10.4921,751,11.1137,635,9.20432,10.27004,77.09774,77.09774,0.144306864705688
"DAPL1",85,0.220106,151,0.419691,71,0.19329,0.277695666667,95.98799,95.98799,0.0131737513754744
"DAPP1",96,0.314278,55,0.193261,136,0.468079,0.325206,0.87813,0.87813,0.705598653980289
"DARS2",407,2.0817,377,2.06969,526,2.82844,2.32661,4.15021,4.15021,0.645917350942971
"DAXX",663,25.9757,561,23.5915,572,23.5607,24.3759666667,22.77911,22.77911,1.06715376087246
"DAZAP1",1892,11.7547,1599,10.663,2042,13.3378,11.9185,73.04161,73.04161,0.174476216819164
"DAZAP2",3092,16.5498,3649,20.9637,4482,25.2211,20.9115333333,199.58644,199.58644,0.109237360876937
"DAZL",3,0.00627549,3,0.00673578,5,0.010996,0.00800242333333,0.02091,0.02091,0.987356792795966
"DBF4",115,0.602627,139,0.781819,160,0.881473,0.755306333333,1.80853,1.80853,0.624991128217608
"DBH",125,0.950816,107,0.873596,102,0.815689,0.880033666667,0.21953,0.21953,1.54160509923249
"DBI",2814,87.1637,2798,93.025,2615,85.1572,88.4486333333,612.47487,612.47487,0.14580651581262
"DBN1",2069,20.3132,1937,20.4121,1614,16.6594,19.1282333333,85.22044,85.22044,0.233450830606988
"DBNDD1",1495,17.1105,1570,19.2869,1001,12.0447,16.1473666667,122.46779,122.46779,0.138881295815694
"DBNDD2",1105,42.3896,1352,55.6692,963,38.8385,45.6324333333,161.24142,161.24142,0.28742619075511
"DBNL",2933,20.6468,2956,22.335,2750,20.3522,21.1113333333,146.38639,146.38639,0.15002289786255
"DBP",284,6.75028,287,7.32193,209,5.22261,6.43160666667,10.69437,10.69437,0.635485850599049
"DBR1",217,2.72066,230,3.09516,329,4.33659,3.38413666667,5.16424,5.16424,0.711220956138956
"DBT",1205,3.34593,1436,4.27981,1506,4.39635,4.00736333333,5.25833,5.25833,0.800111744399864
"DBX2",4,0.0191829,1,0.00514749,7,0.0352932,0.01987453,0.12545,0.12545,0.906192660713492
"DCAF10",1108,2.88419,1460,4.07922,1335,3.65345,3.53895333333,11.81294,11.81294,0.354247606976229
"DCAF11",1376,21.7583,1382,23.4561,1305,21.6948,22.3030666667,41.81572,41.81572,0.544264271783822
"DCAF12",690,2.93913,878,4.01425,1215,5.44106,4.13148,9.01129,9.01129,0.512569309249857
"DCAF12L2",76,4.75712,93,6.24819,47,3.09291,4.69940666667,1.97579,1.97579,1.91525835716566
"DCAF13",792,4.81425,843,5.50012,865,5.52787,5.28074666667,23.04046,23.04046,0.261257341443134
"DCAF15",412,8.03483,380,7.95433,404,8.28322,8.09079333333,38.40774,38.40774,0.230685477861202
"DCAF17",759,2.60832,852,3.14267,912,3.29498,3.01532333333,2.82256,2.82256,1.05042781102978
"DCAF4",415,2.17542,430,2.41938,296,1.63126,2.07535333333,16.32904,16.32904,0.177468188274134
"DCAF4L2",0,0,0,0,3,0.168552,0.056184,0.01045,0.01045,1.04526102231679
"DCAF5",1503,2.56745,1574,2.88594,1735,3.11587,2.85642,10.81982,10.81982,0.326267235880073
"DCAF6",3911,4.87822,4104,5.49441,4072,5.33973,5.23745333333,65.66114,65.66114,0.0935695569162183
"DCAF7",1958,7.80907,1965,8.41182,2128,8.9227,8.38119666667,14.39506,14.39506,0.609364086055527
"DCAF8",3399,12.6835,3949,15.8167,3749,14.7076,14.4026,54.13045,54.13045,0.279384623198251
