"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"DCAKD",754,3.48751,756,3.75324,785,3.81726,3.68600333333,37.01737,37.01737,0.12325953461089
"DCBLD1",1407,2.11821,1724,2.78582,1684,2.66536,2.52313,2.23714,2.23714,1.08834650339497
"DCBLD2",1268,2.09464,1487,2.63658,1565,2.71795,2.48305666667,6.34554,6.34554,0.474172990232168
"DCC",206,0.0300977,231,0.0362258,196,0.0301065,0.0321433333333,0.17772,0.17772,0.876391105978756
"DCDC2",18,0.0168787,32,0.0322075,26,0.0256317,0.0249059666667,0.12545,0.12545,0.910663260621707
"DCDC2B",108,2.65627,99,2.61351,149,3.85277,3.04085,0.02091,0.02091,3.95808641310204
"DCDC2C",150,0.181431,270,0.35053,211,0.268313,0.266758,0.50179,0.50179,0.843498758148609
"DCHS1",178,0.901869,174,0.946266,338,1.80044,1.21619166667,0.62724,0.62724,1.36193288431332
"DCHS2",98,0.0658334,90,0.0648938,184,0.12995,0.0868924,0.57497,0.57497,0.69010355752808
"DCK",642,2.9225,733,3.58149,761,3.64202,3.38200333333,9.69079,9.69079,0.409885830077104
"DCLK1",4213,2.0295,4075,2.107,4570,2.31447,2.15032333333,18.69163,18.69163,0.159982862430891
"DCLK2",1461,1.42594,1432,1.50015,1216,1.24774,1.39127666667,14.16508,14.16508,0.157683089483867
"DCLK3",527,1.77296,555,2.00411,488,1.72602,1.83436333333,2.68666,2.68666,0.768816037641117
"DCLRE1A",253,2.24828,289,2.75656,323,3.01766,2.67416666667,2.27896,2.27896,1.12052805361151
"DCLRE1B",102,2.00804,111,2.3455,170,3.51851,2.62401666667,1.65172,1.65172,1.36666641525878
"DCLRE1C",612,1.87328,724,2.37865,688,2.21401,2.15531333333,2.77029,2.77029,0.83688876275565
"DCN",18407,75.9473,24622,109.042,42870,185.961,123.6501,839.53424,839.53424,0.148298658243833
"DCP1A",555,1.51124,595,1.73899,819,2.34456,1.86493,2.54031,2.54031,0.809231394990834
"DCP1B",314,0.937974,394,1.26327,327,1.02694,1.07606133333,7.06686,7.06686,0.25735680715049
"DCP2",1171,4.49669,1302,5.36646,1349,5.44611,5.10308666667,8.01816,8.01816,0.676755199139292
"DCPS",352,1.3384,312,1.27332,357,1.42708,1.34626666667,15.28365,15.28365,0.144087269541534
"DCST1",26,0.265516,28,0.306913,41,0.440189,0.337539333333,0.06272,0.06272,1.25859994479543
"DCST2",57,0.65246,52,0.638885,42,0.505436,0.598927,1.3381,1.3381,0.683857405585732
"DCSTAMP",8,0.0793951,5,0.0532616,1,0.0104338,0.0476968333333,0.07318,0.07318,0.976254527044205
"DCT",32,0.130397,54,0.236184,40,0.171362,0.179314333333,0.11499,0.11499,1.05769050245563
"DCTD",1233,7.72694,1433,9.63898,1407,9.26994,8.87862,68.44188,68.44188,0.142257381280576
"DCTN1",9699,54.7749,9495,57.5559,6977,41.4249,51.2519,405.30933,405.30933,0.128601280211803
"DCTN2",6066,61.5046,6336,68.9542,4585,48.8746,59.7778,538.04289,538.04289,0.112751324852833
"DCTN3",1061,26.5591,1111,29.8505,840,22.1062,26.1719333333,315.17555,315.17555,0.0859393882079117
"DCTN4",4241,14.622,3858,14.2772,3919,14.2054,14.3682,38.38683,38.38683,0.390186262768545
"DCTN5",4117,19.9749,3772,19.6434,3322,16.945,18.8544333333,27.55656,27.55656,0.695266983603767
"DCTN6",954,6.10018,1118,7.67319,1102,7.40822,7.06053,102.68896,102.68896,0.0777375913501302
"DCTPP1",414,11.2727,437,12.7717,369,10.5631,11.5358333333,78.96899,78.96899,0.156758680249682
"DCUN1D1",834,3.043,1060,4.15129,1072,4.11215,3.76881333333,6.6487,6.6487,0.6234802428295
"DCUN1D2",551,2.73985,619,3.30374,639,3.34052,3.12803666667,12.53426,12.53426,0.305006455223263
"DCUN1D3",475,1.82643,466,1.92325,512,2.06975,1.93981,1.9967,1.9967,0.981015784029099
"DCUN1D4",1589,3.75954,1884,4.78445,1645,4.0918,4.21193,18.09575,18.09575,0.272936648207062
"DCUN1D5",1307,5.50078,1449,6.54572,1423,6.29639,6.11429666667,38.67954,38.67954,0.179293829179219
"DCX",225,0.331285,217,0.342941,175,0.270891,0.315039,1.04539,1.04539,0.642928243513462
"DCXR",724,49.1384,943,68.6964,633,45.1673,54.3340333333,411.64442,411.64442,0.134096162825369
"DDA1",633,8.02442,635,8.6402,546,7.2768,7.98047333333,21.71281,21.71281,0.395392438598747
"DDAH1",1983,1.33302,2091,1.50871,1901,1.34349,1.39507333333,51.37061,51.37061,0.0457331570766504
"DDAH2",710,34.647,726,38.0263,672,34.4758,35.7163666667,130.98775,130.98775,0.27818010888662
"DDB1",4899,19.8362,5643,24.5245,4986,21.2246,21.8617666667,128.36381,128.36381,0.176724592965374
"DDB2",890,6.27552,800,6.05466,749,5.55238,5.96085333333,14.03963,14.03963,0.462834081246015
"DDC",17,0.0277637,30,0.0525884,25,0.0429246,0.0410922333333,0.74223,0.74223,0.597563027460955
"DDHD1",1185,1.7764,1368,2.20115,1357,2.13866,2.03873666667,5.45695,5.45695,0.470614867184971
"DDHD2",4260,14.7835,4871,18.1438,4783,17.4505,16.7926,39.65176,39.65176,0.43768338689395
"DDIT3",680,23.0671,495,18.0231,387,13.8017,18.2973,84.94864,84.94864,0.224521295508573
"DDIT4",4567,377.591,3713,329.501,3665,318.569,341.887,245.17603,245.17603,1.39285291098406
"DDIT4L",26,0.924522,35,1.33583,17,0.635522,0.965291333333,0.6586,0.6586,1.18490976325395
"DDN",2,0.0826587,5,0.221804,4,0.173803,0.1594219,0.05227,0.05227,1.10182928335883
"DDO",64,0.46968,112,0.882228,70,0.540081,0.630663,1.474,1.474,0.659120048504446
"DDOST",2036,36.3763,2048,39.2745,2327,43.7094,39.7867333333,112.30657,112.30657,0.359967946548025
"DDR1",1035,7.61769,1125,8.88743,1427,11.0419,9.18234,21.671,21.671,0.449135018305324
"DDR2",2061,2.30756,2465,2.96232,3412,4.01625,3.09537666667,1.39037,1.39037,1.71328148641005
"DDRGK1",1005,12.247,977,12.779,752,9.63426,11.55342,109.25403,109.25403,0.113859058031711
"DDT",780,16.0994,778,17.2359,614,13.3236,15.5529666667,107.88456,107.88456,0.15202308450987
"DDX1",4207,18.4043,4702,22.0786,3900,17.937,19.4733,121.44331,121.44331,0.167206358599747
"DDX10",573,0.362876,661,0.449309,631,0.420118,0.410767666667,31.77995,31.77995,0.0430375173441997
"DDX11",594,3.35395,236,1.43029,556,3.30053,2.69492333333,5.61376,5.61376,0.55867212195937
"DDX17",18699,134.859,20363,157.632,21849,165.666,152.719,81.32112,81.32112,1.86730938548941
"DDX18",1060,10.4699,1362,14.4396,1563,16.2306,13.7133666667,14.85504,14.85504,0.927993033552738
"DDX19A",856,5.63822,928,6.56079,991,6.86246,6.35382333333,14.18598,14.18598,0.484250824334682
"DDX19B",646,2.47376,688,2.82784,814,3.27709,2.85956333333,11.03935,11.03935,0.32057904565695
"DDX20",252,3.45125,305,4.48349,334,4.80907,4.24793666667,3.69024,3.69024,1.11890578449504
"DDX21",1508,9.1161,1636,10.6153,2330,14.8082,11.5132,11.38433,11.38433,1.01040589196186
"DDX23",1139,8.6188,1215,9.86824,1217,9.6817,9.38958,38.575,38.575,0.262528869235629
"DDX24",3505,18.5969,4074,23.2013,3991,22.2624,21.3535333333,193.87859,193.87859,0.11470492132204
"DDX25",273,1.18183,416,1.93298,209,0.951213,1.355341,14.47869,14.47869,0.152166688524675
"DDX27",854,6.01997,905,6.8474,981,7.27016,6.71251,26.38572,26.38572,0.281625241184092
"DDX28",112,9.02088,126,10.8929,109,9.22987,9.71455,8.53041,8.53041,1.12424858951504
"DDX31",455,1.02691,405,0.981108,523,1.24097,1.082996,3.65888,3.65888,0.447102307850814
"DDX39A",479,7.90486,509,9.01606,566,9.82004,8.91365333333,58.7929,58.7929,0.165799841341196
"DDX39B",3984,56.9093,4238,64.9779,5399,81.0803,67.6558333333,272.46079,272.46079,0.251062806237413
"DDX3X",6473,36.2572,6319,37.9908,8286,48.7946,41.0142,47.79537,47.79537,0.861028413146575
"DDX3Y",1485,15.8468,1885,21.5907,1945,21.8209,19.7528,0,0,20.7528
"DDX4",22,0.0485637,26,0.0616031,18,0.0417734,0.0506467333333,0.12545,0.12545,0.933534793489982
"DDX41",669,21.7036,716,24.9321,740,25.2391,23.9582666667,77.59953,77.59953,0.317537098080612
"DDX42",2255,8.61744,2499,10.2503,2963,11.9042,10.2573133333,37.03828,37.03828,0.295946960096513
"DDX46",1285,2.32961,1592,3.09787,1800,3.43076,2.95274666667,9.40854,9.40854,0.379759953525663
"DDX47",723,7.57875,759,8.53968,861,9.48856,8.53566333333,26.87705,26.87705,0.342061420893889
"DDX49",524,9.65127,564,11.1499,429,8.30709,9.70275333333,58.23885,58.23885,0.180671186785868
"DDX5",13453,236.299,14722,277.555,19360,357.508,290.454,235.04617,235.04617,1.23473301854463
"DDX50",950,3.6426,1038,4.27194,1113,4.48664,4.13372666667,26.08256,26.08256,0.18955839723682
"DDX51",504,11.3964,494,11.9896,454,10.7927,11.3929,16.37085,16.37085,0.713430833839449
"DDX52",671,3.4776,676,3.76049,792,4.3154,3.85116333333,6.34554,6.34554,0.660422968676231
"DDX54",486,2.9995,543,3.5971,594,3.85422,3.48360666667,24.4831,24.4831,0.175944318653147
"DDX55",513,4.75013,406,4.0351,503,4.89659,4.56060666667,7.68364,7.68364,0.640354352169136
"DDX56",1208,21.9031,1173,22.8285,873,16.6415,20.4577,82.52333,82.52333,0.256906663084434
"DDX58",1009,2.48595,1165,3.08083,1505,3.89831,3.15503,8.5095,8.5095,0.436934644303065
"DDX59",401,1.52252,557,2.26994,572,2.28325,2.02523666667,13.72601,13.72601,0.205434918669076
"DDX6",4355,17.5295,4616,19.9428,4653,19.6903,19.0542,8.54086,8.54086,2.1019279184476
"DDX60",795,1.35484,1126,2.05968,1514,2.71259,2.04237,9.26218,9.26218,0.296464299008593
"DEAF1",1066,2.98048,1072,3.2171,1027,3.01882,3.07213333333,64.07214,64.07214,0.0625787523405562
"DECR1",960,3.21107,1120,4.02103,1348,4.74031,3.99080333333,55.30129,55.30129,0.088644564508735
"DECR2",249,4.0922,243,4.28651,179,3.09278,3.82383,26.52162,26.52162,0.175274202608713
"DEDD",725,10.8115,705,11.2844,772,12.1033,11.3997333333,26.43799,26.43799,0.451918428911885
"DEDD2",483,3.9168,414,3.60351,379,3.23118,3.58383,35.25065,35.25065,0.12644821541131
"DEF6",245,1.78681,263,2.05877,654,5.01451,2.95336333333,14.44733,14.44733,0.255925349774362
"DEF8",2436,21.1346,2249,20.9434,1722,15.7068,19.2616,162.18228,162.18228,0.124165442473288
"DEFB123",1,0.0181487,1,0.0194798,4,0.0763208,0.0379831,0,0,1.0379831
"DEFB135",0,0,1,0.0826048,0,0,0.0275349333333,0,0,1.0275349333333
"DEGS1",2183,21.5633,2457,26.0499,2540,26.3774,24.6635333333,80.61026,80.61026,0.314464545674772
"DEGS2",217,2.41632,202,2.41428,195,2.2828,2.37113333333,1.39037,1.39037,1.41029770844263
"DEK",1419,6.09251,1896,8.7376,2359,10.6483,8.49280333333,21.8069,21.8069,0.416225060544397
"DENND1A",808,0.256416,824,0.280674,862,0.287594,0.274894666667,8.26906,8.26906,0.13754303744576
"DENND1B",840,0.541605,1314,0.909366,882,0.597874,0.682948333333,7.51638,7.51638,0.197613109482315
"DENND1C",91,1.03561,85,1.03828,197,2.35699,1.47696,2.47758,2.47758,0.712265425957131
"DENND2A",942,1.0578,950,1.14503,658,0.776815,0.993215,15.1582,15.1582,0.123356252552883
"DENND2C",110,0.219434,117,0.250517,126,0.264253,0.244734666667,0.47043,0.47043,0.846510657880348
"DENND2D",85,0.799775,58,0.585757,229,2.26528,1.21693733333,4.46383,4.46383,0.405747860627069
"DENND3",2388,5.31231,1840,4.39347,4168,9.74799,6.48459,26.96069,26.96069,0.267682592954609
"DENND4A",1249,1.62534,1530,2.13705,1409,1.92767,1.89668666667,8.28997,8.28997,0.311807967805063
"DENND4B",1171,11.8813,1013,11.0321,1440,15.3606,12.758,15.9527,15.9527,0.811552142136651
"DENND4C",868,1.05959,1428,1.87105,1385,1.77748,1.56937333333,4.21293,4.21293,0.492884679696447
"DENND5A",3099,4.2789,2890,4.28301,3399,4.93401,4.49864,58.35384,58.35384,0.0926416892319014
"DENND5B",1096,0.916516,1418,1.27276,1108,0.974108,1.05446133333,2.50894,2.50894,0.58549343486352
"DENR",1457,13.9541,1663,17.0952,1805,18.1743,16.4078666667,27.70292,27.70292,0.60648417187868
"DEPDC1",20,0.151451,24,0.195072,20,0.159225,0.168582666667,0.12545,0.12545,1.03832481822116
"DEPDC1B",170,0.287559,125,0.226949,102,0.181391,0.231966333333,0.62724,0.62724,0.757089509434994
"DEPDC5",619,0.701439,615,0.748023,635,0.756504,0.735322,14.69823,14.69823,0.110542526131927
"DEPDC7",259,2.55532,373,3.94998,272,2.82132,3.10887333333,4.66245,4.66245,0.725635252113484
"DEPTOR",603,0.594483,514,0.543908,547,0.566953,0.568448,6.08419,6.08419,0.221401176422428
"DERA",551,0.763477,712,1.05892,943,1.37371,1.065369,20.68833,20.68833,0.0952295082193973
"DERL1",1082,6.48833,1122,7.22169,1269,8.00028,7.23676666667,16.23495,16.23495,0.477910679559268
"DERL2",566,6.35555,525,6.32756,728,8.59422,7.09244333333,33.79756,33.79756,0.23255778087113
"DERL3",106,4.00305,29,1.1755,57,2.26307,2.48054,4.62064,4.62064,0.619242648524012
"DES",35,0.731571,54,1.2115,154,3.38413,1.77573366667,18.70208,18.70208,0.140885310925039
"DESI1",1253,9.51068,1270,10.3468,1229,9.80733,9.88827,17.14445,17.14445,0.600088181234482
"DESI2",551,1.72103,693,2.32333,710,2.33149,2.12528333333,4.652,4.652,0.552951757489384
"DET1",341,1.14045,370,1.3282,466,1.63849,1.36904666667,4.05612,4.05612,0.468550324491903
"DEXI",1690,21.7441,1662,22.9523,1681,22.7384,22.4782666667,113.19516,113.19516,0.205597738701885
"DFFA",1083,11.819,1141,13.3653,954,10.9456,12.0433,27.42066,27.42066,0.458937266059268
"DFFB",246,1.52597,256,1.70448,280,1.82603,1.68549333333,2.47758,2.47758,0.772230497452251
"DGAT1",471,6.67504,492,7.48409,435,6.48128,6.88013666667,44.80555,44.80555,0.17203453875502
"DGAT2",167,0.69424,202,0.901332,143,0.624982,0.740184666667,4.86108,4.86108,0.296905121013021
"DGAT2L6",14,0.0866624,20,0.132884,17,0.110634,0.110060133333,0.01045,0.01045,1.09857997261913
"DGCR2",1913,3.87824,1950,4.24321,1668,3.55511,3.89218666667,38.51228,38.51228,0.123814334851596
"DGCR6",1151,24.4889,1262,28.82,1011,22.6143,25.3077333333,78.25812,78.25812,0.3319247710304
"DGCR6L",644,19.2549,740,23.748,495,15.5596,19.5208333333,80.8507,80.8507,0.250710541672826
"DGCR8",789,4.35561,764,4.52695,884,5.13053,4.67103,9.89987,9.89987,0.520284186875623
"DGKA",625,4.08802,587,4.12108,583,4.00903,4.07271,19.24569,19.24569,0.250557526070981
"DGKB",536,0.112855,611,0.138082,321,0.0710555,0.107330833333,2.19533,2.19533,0.346546626900195
"DGKD",1097,1.62966,986,1.5722,1205,1.88198,1.69461333333,8.49905,8.49905,0.283671875959175
"DGKE",706,3.47812,984,5.20326,697,3.61003,4.09713666667,4.22339,4.22339,0.975829234782392
"DGKG",958,0.652312,940,0.687002,980,0.701543,0.680285666667,4.22339,4.22339,0.321684895569161
"DGKH",14287,11.5262,24595,21.2977,10554,8.95162,13.9251733333,16.02588,16.02588,0.876616852303669
"DGKI",7432,2.78585,7489,3.01312,9045,3.5645,3.12115666667,4.10839,4.10839,0.806742763702458
"DGKK",44,0.0729176,17,0.0302391,27,0.0470416,0.0500661,0.10454,0.10454,0.950681822297065
"DGKQ",788,4.91495,799,5.34909,519,3.40329,4.55577666667,20.44789,20.44789,0.259036048145995
"DGKZ",1879,6.88897,1681,6.61509,1410,5.43482,6.31296,92.26639,92.26639,0.0784093819863726
"DGUOK",789,4.28919,819,4.77885,1164,6.65258,5.24020666667,96.83476,96.83476,0.0637831243892253
"DHCR24",17366,80.7534,14884,74.2884,10617,51.904,68.9819333333,185.42136,185.42136,0.375396538965814
"DHCR7",3752,26.5631,2901,22.0447,1700,12.6533,20.4203666667,89.08839,89.08839,0.237770556968551
"DHDDS",1315,5.88672,1293,6.21279,1226,5.77001,5.95650666667,40.01765,40.01765,0.169597884488019
"DHDH",8,0.123999,12,0.199641,3,0.0488863,0.124175433333,0.39725,0.39725,0.804562843680802
"DHFR",4658,28.2964,3776,24.6209,3473,22.1807,25.0326666667,5.1956,5.1956,4.20179912626703
"DHH",796,17.071,909,20.9243,867,19.548,19.1811,12.83743,12.83743,1.45844278887048
"DHODH",473,4.33153,454,4.46249,459,4.41907,4.40436333333,7.4432,7.4432,0.640084723011417
"DHPS",867,24.5724,970,29.508,622,18.5335,24.2046333333,81.86473,81.86473,0.304165998408491
"DHRS1",317,6.03067,330,6.73846,318,6.36021,6.37644666667,25.17306,25.17306,0.281833559647592
"DHRS11",187,3.65995,146,3.06709,137,2.81898,3.18200666667,17.17581,17.17581,0.230086398717306
"DHRS13",238,7.84646,339,11.996,164,5.68432,8.50892666667,27.50429,27.50429,0.333596334680499
"DHRS2",225,2.53187,210,2.53641,349,4.12879,3.06569,6.86823,6.86823,0.51672231238792
"DHRS3",649,2.25402,494,1.84154,1075,3.92519,2.67358333333,78.21631,78.21631,0.0463740779307948
"DHRS4",549,6.16942,578,6.97172,527,6.22617,6.45577,39.2336,39.2336,0.185312027757894
"DHRS4L2",579,2.7686,678,3.47978,655,3.29277,3.18038333333,25.0058,25.0058,0.160748115163925
"DHRS7",1866,12.6656,1925,14.0245,1745,12.4523,13.0474666667,164.55532,164.55532,0.0848505905258738
"DHRS7B",531,1.32708,529,1.41905,451,1.18499,1.31037333333,56.82757,56.82757,0.0399527999072069
"DHRS7C",1,0.00879476,2,0.0188797,1,0.00924617,0.0123068766667,0.04182,0.04182,0.971671571544701
"DHRS9",12,0.0668087,13,0.0776847,10,0.0585315,0.0676749666667,3.1989,3.1989,0.254274921209531
"DHTKD1",807,2.59789,958,3.31019,975,3.29981,3.06929666667,5.09106,5.09106,0.668076930233818
"DHX15",2630,6.84594,3330,9.30384,3502,9.58367,8.57781666667,48.64214,48.64214,0.192937223630367
"DHX16",723,6.35094,767,7.23161,635,5.86423,6.48226,18.38846,18.38846,0.385913063750293
"DHX29",1015,3.43376,1144,4.15404,1233,4.38536,3.99105333333,7.78818,7.78818,0.567927982054305
"DHX30",1628,6.01455,1791,7.10207,1441,5.59694,6.23785333333,56.06443,56.06443,0.126836513276835
"DHX32",861,2.50276,873,2.72377,1081,3.30354,2.84335666667,9.61762,9.61762,0.361979112707933
"DHX33",492,3.06249,517,3.45415,610,3.99189,3.50284333333,2.84347,2.84347,1.17155677898618
"DHX34",357,1.86785,314,1.76337,349,1.91972,1.85031333333,7.28639,7.28639,0.343975281555659
"DHX35",475,1.07177,531,1.28601,623,1.47787,1.27855,5.5824,5.5824,0.346157936315022
"DHX36",2463,8.28393,2812,10.1514,2686,9.49765,9.31099333333,42.27569,42.27569,0.238262944700131
"DHX37",472,1.94904,524,2.32247,515,2.23575,2.16908666667,8.72903,8.72903,0.325735110968925
"DHX38",1027,9.29616,1148,11.1536,1223,11.6385,10.6960866667,27.59838,27.59838,0.408977245099198
"DHX40",1123,4.5851,1245,5.45605,1396,5.99228,5.34447666667,11.47842,11.47842,0.508435897066295
"DHX57",807,1.8027,723,1.73352,1011,2.37432,1.97018,12.54472,12.54472,0.219286925089629
"DHX58",466,7.1974,463,7.67558,602,9.77517,8.21605,33.48394,33.48394,0.267256293799374
"DHX8",1268,1.75149,1184,1.75542,1340,1.94595,1.81762,19.91474,19.91474,0.134719341478785
"DHX9",3044,10.934,3257,12.5571,3318,12.5299,12.007,55.14448,55.14448,0.231670148160603
"DIABLO",956,8.43965,930,8.81232,836,7.7591,8.33702333333,127.56931,127.56931,0.0726224892498062
"DIAPH1",858,1.44071,885,1.59505,1388,2.45029,1.82868333333,14.86549,14.86549,0.178291583388222
"DIAPH2",1329,0.252272,1702,0.346772,1548,0.308925,0.302656333333,3.51252,3.51252,0.288676024335183
"DIAPH3",94,0.0329524,67,0.0252101,109,0.0401721,0.0327782,0.35543,0.35543,0.76195613200239
"DICER1",1867,4.54374,2625,6.85707,2937,7.51469,6.30516666667,4.5161,4.5161,1.32433543022607
"DIDO1",1718,4.98436,1911,5.95096,1942,5.92343,5.61958333333,15.05366,15.05366,0.412341069471385
"DIMT1",3861,11.9054,4250,14.0661,4062,13.1681,13.0465333333,16.7472,16.7472,0.791478843609133
"DIO1",24,0.211244,34,0.321213,33,0.30537,0.279275666667,0.12545,0.12545,1.13667925422453
"DIO2",60,0.0551011,98,0.0965997,118,0.113928,0.0885429333333,0.43907,0.43907,0.756421114562391
"DIO3",34,2.82577,36,3.21145,40,3.49507,3.17743,1.48446,1.48446,1.68142372990509
"DIP2A",1923,3.02314,1655,2.79265,1805,2.98328,2.93302333333,8.07043,8.07043,0.433609358468121
"DIP2B",2997,2.14867,4279,3.2928,3360,2.53256,2.65801,8.46768,8.46768,0.386368149324861
"DIP2C",2224,0.935139,2840,1.28174,2628,1.16173,1.126203,8.87539,8.87539,0.215303193089083
"DIRAS1",2507,64.3507,2456,67.6655,1911,51.57,61.1954,98.34012,98.34012,0.626085412419474
"DIRAS2",1081,5.71735,1044,5.92666,725,4.0313,5.22510333333,10.85118,10.85118,0.525272870155546
"DIS3",982,5.73224,1341,8.40199,1514,9.29131,7.80851333333,7.66273,7.66273,1.01682879800363
"DIS3L",1290,5.53959,1623,7.48079,1402,6.32957,6.44998333333,18.61845,18.61845,0.379743727630368
"DIS3L2",696,0.317381,767,0.375411,742,0.355724,0.349505333333,11.59341,11.59341,0.107159644078371
"DISC1",1679,0.707719,2143,0.969555,2108,0.934155,0.870476333333,4.1293,4.1293,0.36466502901624
"DISP1",1162,1.51804,1545,2.16644,1473,2.02311,1.90253,6.20963,6.20963,0.402590701603272
"DISP2",1102,9.43579,942,8.65741,705,6.34635,8.14651666667,14.68777,14.68777,0.58303485241497
"DIXDC1",1471,2.69063,1740,3.41611,1512,2.90758,3.00477333333,7.92408,7.92408,0.448760357743319
"DKC1",500,5.84356,573,7.18791,687,8.44116,7.15754333333,16.8831,16.8831,0.456159353430334
"DKK2",54,0.0260597,60,0.031079,113,0.0573314,0.0381567,0.55406,0.55406,0.668028711890146
"DKK3",8890,28.9953,10131,35.4665,7762,26.6157,30.3591666667,390.25567,390.25567,0.0801500631714807
"DKKL1",13,0.170323,18,0.25313,25,0.344356,0.255936333333,0.28226,0.28226,0.979470882140128
"DLAT",1084,4.78495,1169,5.53863,1237,5.74058,5.35472,15.58681,15.58681,0.383118875781419
"DLC1",2055,0.688742,2489,0.895385,2383,0.839666,0.807931,5.90647,5.90647,0.26177352540444
"DLD",5970,25.7081,5379,24.8621,6628,30.0066,26.8589333333,59.11698,59.11698,0.46341205651548
"DLEC1",452,0.930948,421,0.9307,448,0.970071,0.943906333333,0.50179,0.50179,1.29439291334541
"DLEU7",1079,0.580759,1611,0.930701,1089,0.616226,0.709228666667,5.57194,5.57194,0.260079773501736
"DLG1",1302,0.885841,1679,1.22613,1785,1.27679,1.129587,7.31775,7.31775,0.256029214631361
"DLG2",1748,0.140537,1977,0.170607,1887,0.159499,0.156881,0,0,1.156881
"DLG3",320,0.921652,349,1.0789,307,0.929594,0.976715333333,3.39753,3.39753,0.449505821070692
"DLG4",1518,8.11658,1361,7.81088,1072,6.02607,7.31784333333,46.80225,46.80225,0.174005268231725
"DLG5",1221,1.56884,1553,2.14178,1327,1.79256,1.83439333333,8.3736,8.3736,0.302380444368226
"DLGAP1",624,0.11364,628,0.122757,774,0.148192,0.128196333333,2.46713,2.46713,0.325397759337838
"DLGAP2",159,0.0286103,100,0.0193137,84,0.0158907,0.0212715666667,0.37634,0.37634,0.742019825527631
"DLGAP3",223,0.606679,254,0.7417,152,0.434746,0.594375,15.34637,15.34637,0.0975369455114499
"DLGAP4",2422,1.90336,1826,1.54024,2055,1.69784,1.71381333333,28.84239,28.84239,0.0909382034525385
"DLGAP5",38,0.152621,11,0.0474203,31,0.130897,0.110312766667,0.2718,0.2718,0.873024663207265
