"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"SCOC",5746,7.81542,6194,9.04271,5027,7.18843,8.01552,144.81345,144.81345,0.0618291385328308
"SCP2",2517,3.53405,3044,4.58749,3132,4.62328,4.24827333333,303.06203,303.06203,0.0172605350734848
"SCPEP1",1620,9.87345,1792,11.7228,1972,12.6357,11.41065,146.97673,146.97673,0.0838689299324292
"SCRG1",2145,17.2846,3668,31.725,2050,17.3669,22.1255,1.48014,1.48014,9.32427201690227
"SCRIB",1606,11.2886,1396,10.5322,1229,9.08206,10.3009533333,2.89703,2.89703,2.89988871866524
"SCRN1",7460,18.5686,8360,22.335,6705,17.546,19.4832,16.33215,16.33215,1.18180375775654
"SCRN2",303,14.712,473,24.6508,352,17.9684,19.1104,5.50309,5.50309,3.09243759505097
"SCRN3",961,4.96028,1089,6.03325,982,5.32884,5.44079,57.21947,57.21947,0.110629485290746
"SCRT1",342,10.0958,480,15.2089,236,7.32429,10.87633,0,0,11.87633
"SCRT2",128,1.57398,108,1.42545,51,0.65932,1.21958333333,0,0,2.21958333333
"SCT",3,0.60034,1,0.214791,1,0.210385,0.341838666667,0,0,1.341838666667
"SCTR",27,0.0551946,13,0.0285244,58,0.124652,0.069457,0.24036,0.24036,0.862215002096166
"SCUBE1",1573,1.881,1321,1.69553,3280,4.12357,2.5667,0,0,3.5667
"SCUBE2",196,0.288669,271,0.428404,184,0.284905,0.333992666667,1.11327,1.11327,0.63124573133911
"SCUBE3",223,0.995754,244,1.16944,342,1.6055,1.256898,9.42483,9.42483,0.216492547120672
"SCYL1",1636,20.9721,1726,23.7487,1379,18.5849,21.1019,5.66755,5.66755,3.31484578293376
"SCYL2",1249,2.92586,1544,3.88221,1410,3.47255,3.42687333333,25.63048,25.63048,0.166233328626822
"SCYL3",655,2.56352,763,3.20524,811,3.33699,3.03525,8.40012,8.40012,0.429276434768918
"SDAD1",1285,4.4886,1477,5.53769,1497,5.49753,5.17460666667,29.33715,29.33715,0.203532852185192
"SDC1",155,1.09909,118,0.898101,211,1.57298,1.190057,0.11386,0.11386,1.9661869534771
"SDC2",1094,1.61997,1597,2.53825,1926,2.99836,2.38552666667,71.6034,71.6034,0.0466304149209266
"SDC3",4827,21.4611,4492,21.4366,4783,22.357,21.7515666667,5.84466,5.84466,3.32398784843951
"SDC4",665,5.02117,690,5.59208,972,7.71592,6.10972333333,74.96851,74.96851,0.0935877685810871
"SDCBP",6571,38.3467,6688,41.8922,8614,52.8494,44.3627666667,184.6128,184.6128,0.244394603533269
"SDCBP2",137,1.24454,117,1.14081,167,1.59494,1.32676333333,0.59459,0.59459,1.45916087102641
"SDCCAG8",1232,0.881877,1434,1.10176,1595,1.20032,1.061319,27.40158,27.40158,0.0725776171607354
"SDE2",673,7.0648,636,7.1661,813,8.97251,7.73447,9.65254,9.65254,0.819942473813757
"SDF2",541,6.82694,523,7.08388,527,6.99162,6.96748,48.97116,48.97116,0.159441565895208
"SDF2L1",136,11.8914,89,8.35267,139,12.7776,11.0072233333,0.59459,0.59459,7.52997531233734
"SDF4",1638,18.8758,1653,20.4458,1562,18.9239,19.4151666667,11.00618,11.00618,1.70038818897434
"SDHA",3985,17.9233,4389,21.1882,3354,15.8595,18.3236666667,600.55771,600.55771,0.0321227146547586
"SDHAF1",172,26.9008,184,30.8884,112,18.4159,25.4017,6.60371,6.60371,3.47221290659428
"SDHAF2",689,6.88287,700,7.50566,619,6.50099,6.96317333333,27.32568,27.32568,0.281129114405374
"SDHB",1213,5.97788,1444,7.63826,1340,6.94272,6.85295333333,939.24432,939.24432,0.00835203485550436
"SDHC",2590,7.40735,2834,8.69968,2666,8.01607,8.04103333333,289.69015,289.69015,0.0311019597097803
"SDHD",1613,8.48943,1939,10.9537,2077,11.4926,10.31191,393.11026,393.11026,0.028702399171237
"SDK1",431,0.0778046,541,0.104825,557,0.105711,0.0961135333333,1.12592,1.12592,0.515594911065939
"SDK2",622,0.350455,607,0.367089,557,0.32994,0.349161333333,0.25302,0.25302,1.07672769256117
"SDR39U1",1022,56.8607,1097,65.5101,959,56.0942,59.4883333333,68.17504,68.17504,0.874424262469527
"SDR42E1",21,0.162137,23,0.190604,23,0.186694,0.179811666667,0.73375,0.73375,0.680496995914636
"SDR42E2",14,0.0934505,23,0.164787,14,0.0982471,0.1188282,0,0,1.1188282
"SDR9C7",5,0.077465,3,0.0498881,1,0.0162882,0.0478804333333,0.8223,0.8223,0.575031791325962
"SDS",47,0.242516,58,0.321226,52,0.282087,0.281943,0,0,1.281943
"SDSL",196,2.15393,221,2.6068,240,2.77284,2.51119,0.13916,0.13916,3.08226236876295
"SEBOX",1,0.178812,0,0,0,0,0.059604,0,0,1.059604
"SEC11A",1391,5.17883,1376,5.49875,1682,6.58368,5.75375333333,142.65017,142.65017,0.0470152825668776
"SEC11C",1637,15.0779,1552,15.3435,1533,14.8447,15.0887,56.44777,56.44777,0.280057868216643
"SEC13",1368,8.54079,1349,9.03991,1540,10.1081,9.2296,34.57457,34.57457,0.287553721661288
"SEC14L1",4471,6.0854,3944,5.76185,4642,6.64244,6.16323,39.71079,39.71079,0.175954089812553
"SEC14L2",644,3.96665,576,3.80804,583,3.77524,3.84997666667,0.88555,0.88555,2.57218141479674
"SEC14L4",9,0.0935331,7,0.0780839,7,0.076482,0.0826996666667,0,0,1.0826996666667
"SEC14L5",370,1.06265,317,0.977207,270,0.815246,0.951701,4.50368,4.50368,0.354617455956742
"SEC16A",1567,6.26955,1541,6.61775,1801,7.57563,6.82097666667,18.01471,18.01471,0.411311908867924
"SEC16B",704,2.03798,620,1.92646,911,2.77258,2.24567333333,3.07414,3.07414,0.796652381442464
"SEC22A",505,1.22176,613,1.59182,589,1.49812,1.43723333333,19.4822,19.4822,0.118992751429534
"SEC22B",2736,18.6542,3182,23.2863,3497,25.0665,22.3356666667,49.43924,49.43924,0.462649053925079
"SEC22C",2315,7.61463,2618,9.24289,2278,7.87752,8.24501333333,35.33362,35.33362,0.254447900686196
"SEC23A",1772,3.98269,2430,5.86219,2353,5.55998,5.13495333333,58.19358,58.19358,0.103642208045704
"SEC23B",930,3.01451,833,2.89814,1112,3.78946,3.23403666667,9.55134,9.55134,0.401279521527124
"SEC23IP",770,2.59048,754,2.72271,1159,4.09931,3.1375,18.30568,18.30568,0.214315165277784
"SEC24A",475,1.04875,672,1.59253,712,1.6527,1.43132666667,7.72963,7.72963,0.278514286020141
"SEC24B",1185,1.93249,1427,2.49784,1459,2.50146,2.31059666667,26.02265,26.02265,0.122511917471825
"SEC24D",564,0.850418,746,1.20735,1248,1.97836,1.345376,11.75257,11.75257,0.183913987533493
"SEC31A",5100,10.7789,5359,12.1571,6421,14.2675,12.4011666667,161.43657,161.43657,0.0825009212315921
"SEC31B",523,2.75046,572,3.2288,571,3.15703,3.04543,18.7105,18.7105,0.20524238350118
"SEC61A1",4206,36.6604,3627,33.9325,4577,41.9418,37.5115666667,55.87848,55.87848,0.677085018212512
"SEC61A2",1450,6.2818,1690,7.85857,1455,6.62701,6.92246,17.82495,17.82495,0.420848926557574
"SEC61B",692,14.1361,697,15.2826,854,18.3408,15.9198333333,48.71814,48.71814,0.340315090896401
"SEC61G",612,13.8402,616,14.9525,647,15.3828,14.7251666667,271.90316,271.90316,0.0576217830042716
"SEC62",3923,21.5931,4439,26.2254,4516,26.133,24.6505,127.87406,127.87406,0.199035399365862
"SEC63",2229,4.30504,2507,5.19712,3257,6.61338,5.37184666667,52.8676,52.8676,0.118287183142928
"SECISBP2",1558,6.61212,1831,8.34069,2279,10.1685,8.37377,26.74374,26.74374,0.337869732054871
"SECISBP2L",7691,23.1769,9061,29.3082,9659,30.6015,27.6955333333,27.27508,27.27508,1.014870102341
"SECTM1",234,3.13229,79,1.13505,245,3.44787,2.57173666667,0.20241,0.20241,2.97048150520205
"SEH1L",867,3.74874,834,3.87055,983,4.46846,4.02925,24.74492,24.74492,0.195349218408913
"SEL1L",3597,10.0854,4050,12.1885,3955,11.6584,11.3107666667,30.24801,30.24801,0.393969621319886
"SEL1L2",39,0.0462867,36,0.0458601,23,0.0286984,0.0402817333333,6.41394,6.41394,0.140314290826915
"SEL1L3",1357,2.03792,1728,2.78542,1304,2.05884,2.29406,5.30068,5.30068,0.522810236355441
"SELE",324,1.34556,546,2.43384,98,0.427882,1.40242733333,0.8476,0.8476,1.30029624016562
"SELENBP1",267,5.55029,433,9.66124,609,13.3094,9.50697666667,37.23124,37.23124,0.274826991399442
"SELL",246,2.04278,225,2.00544,501,4.37383,2.80735,1.01206,1.01206,1.8922646441955
"SELP",189,0.7986,255,1.15651,107,0.475324,0.810144666667,7.57782,7.57782,0.211026189249366
"SELPLG",746,11.1551,696,11.1708,584,9.18094,10.50228,0.98676,0.98676,5.78946626668546
"SEMA3A",136,0.0442484,189,0.0660025,109,0.037284,0.0491783,0.88555,0.88555,0.556430908753414
"SEMA3B",3311,57.9066,3551,66.6591,5214,95.8689,73.4782,3.63077,3.63077,16.0833295542642
"SEMA3C",909,0.883104,2202,2.29618,1740,1.7772,1.65216133333,40.57104,40.57104,0.0637982916311451
"SEMA3D",245,0.223735,434,0.425401,281,0.269782,0.306306,0.93616,0.93616,0.674689075283034
"SEMA3E",611,0.373349,721,0.472878,592,0.380306,0.408844333333,0.0253,0.0253,1.37408010663513
"SEMA3F",291,1.49386,277,1.52629,244,1.31687,1.44567333333,0.83495,0.83495,1.33282832411237
"SEMA3G",943,13.6499,1355,21.0523,777,11.8244,15.5088666667,6.54045,6.54045,2.18937419738875
"SEMA4A",66,0.379443,44,0.271516,141,0.852236,0.501065,1.31568,1.31568,0.648217802114282
"SEMA4B",1912,4.83561,1590,4.31619,2501,6.6499,5.26723333333,8.05855,8.05855,0.691858336414768
"SEMA4C",2186,34.5917,1763,29.9443,1722,28.6479,31.0613,4.36452,4.36452,5.97654589786225
"SEMA4D",1376,1.75025,1697,2.31688,1465,1.9591,2.00874333333,8.38747,8.38747,0.320506306100579
"SEMA4F",1186,6.99362,1178,7.45596,892,5.52994,6.65984,1.82171,1.82171,2.71460922632021
"SEMA4G",379,4.04861,244,2.79767,203,2.27982,3.04203333333,2.30244,2.30244,1.22395360198217
"SEMA5A",1103,0.377058,1436,0.5269,1150,0.413304,0.439087333333,16.23095,16.23095,0.0835175851205534
"SEMA5B",36,0.0526184,107,0.167865,60,0.0921987,0.104227366667,5.19947,5.19947,0.17811641425267
"SEMA6A",1720,2.28819,1365,1.94911,2795,3.90916,2.71548666667,4.97176,4.97176,0.622176153541
"SEMA6B",156,1.59449,158,1.73339,272,2.92284,2.08357333333,0.08856,0.08856,2.83270865485596
"SEMA6C",655,7.63871,566,7.08493,413,5.06369,6.59577666667,14.01706,14.01706,0.5058098367237
"SEMA6D",2386,0.706348,1927,0.612308,2950,0.918138,0.745598,14.92792,14.92792,0.109593594141608
"SEMA7A",1402,9.92818,1665,12.6554,1078,8.02562,10.2030666667,0.24036,0.24036,9.03210895764133
"SENP1",338,0.93456,389,1.15446,446,1.29647,1.12849666667,6.43925,6.43925,0.286117104099204
"SENP2",1314,4.49613,1401,5.14544,1381,4.96793,4.86983333333,42.69637,42.69637,0.134332287403507
"SENP3",904,15.7127,924,17.2383,869,15.8796,16.2768666667,65.1009,65.1009,0.261371126061824
"SENP3-EIF4A1",5652,63.9963,5183,62.9904,7844,93.3745,73.4537333333,0,0,74.4537333333
"SENP5",1802,4.70853,2138,5.99624,2001,5.49688,5.40055,16.20565,16.20565,0.372002801405352
"SENP6",2504,3.74613,3391,5.44523,3669,5.77077,4.98737666667,63.78522,63.78522,0.0924188675545132
"SENP7",903,0.83451,1373,1.36193,1508,1.46515,1.22053,23.65695,23.65695,0.0900569616274519
"SENP8",193,1.14547,209,1.33141,190,1.18555,1.22081,10.5128,10.5128,0.192899207838232
"SEPHS1",606,3.42936,753,4.57378,724,4.30741,4.10351666667,52.8423,52.8423,0.0947863792347281
"SEPHS2",806,62.7484,822,68.6879,876,71.6985,67.7116,45.85907,45.85907,1.46634578961981
"SEPSECS",451,1.94849,521,2.41602,693,3.1477,2.50407,6.73021,6.73021,0.453295576704902
"SERAC1",457,1.35866,496,1.58276,436,1.36276,1.43472666667,6.4772,6.4772,0.325620107349008
"SERBP1",2598,20.0773,3045,25.2577,3565,28.9644,24.7664666667,206.94142,206.94142,0.123912141538227
"SERF1A",833,8.14532,875,9.18357,706,7.25782,8.19557,0,0,9.19557
"SERF1B",829,8.10575,903,9.47692,724,7.44245,8.34170666667,0.67049,0.67049,5.59219550351693
"SERF2",4481,30.6955,4553,33.4763,3922,28.2452,30.8056666667,262.33917,262.33917,0.120778335660054
"SERGEF",1364,1.05906,1261,1.05091,1058,0.863638,0.991202666667,24.77022,24.77022,0.0772675850911246
"SERHL2",570,4.79526,657,5.93258,559,4.9441,5.22398,2.75787,2.75787,1.65625207897027
"SERINC1",19520,119.834,20787,136.973,20194,130.335,129.047333333,234.54541,234.54541,0.552111515707311
"SERINC2",317,2.20495,351,2.62052,218,1.59417,2.13988,0.27832,0.27832,2.4562550847988
"SERINC3",8187,55.2972,8474,61.4337,7879,55.9484,57.5597666667,90.07354,90.07354,0.642994295233281
"SERINC4",1248,35.9776,1277,39.5138,1012,30.6716,35.3876666667,29.2992,29.2992,1.20094479942375
"SERINC5",3803,4.60104,4750,6.16827,3962,5.03944,5.26958333333,2.96028,2.96028,1.58311617696981
"SERP1",3131,8.9331,3246,9.9405,4426,13.276,10.7165333333,31.62694,31.62694,0.359106104749633
"SERP2",529,3.84265,538,4.19467,590,4.50573,4.18101666667,14.80141,14.80141,0.327883186795988
"SERPINA1",591,7.40282,294,3.95273,2208,29.0768,13.47745,4.64284,4.64284,2.5656318449575
"SERPINA10",21,0.286414,11,0.161031,6,0.0860329,0.177825966667,0,0,1.177825966667
"SERPINA12",5,0.0285727,4,0.0245347,6,0.0360471,0.0297181666667,0,0,1.0297181666667
"SERPINA3",11281,168.746,4511,72.4266,17121,269.248,170.1402,47.75669,47.75669,3.51008651325592
"SERPINA5",6126,33.785,5010,29.6568,3438,19.9338,27.7918666667,3.02354,3.02354,7.15585446315931
"SERPINA9",1,0.0102928,0,0,0,0,0.00343093333333,0,0,1.00343093333333
"SERPINB1",1162,21.0844,1027,20.0016,2117,40.3844,27.1568,27.85701,27.85701,0.975735185315457
"SERPINB10",37,0.166004,12,0.0577881,15,0.0707532,0.0981817666667,0,0,1.0981817666667
"SERPINB11",7,0.0155083,3,0.00713393,30,0.0698757,0.03083931,0,0,1.03083931
"SERPINB12",1,0.0160983,1,0.0172791,1,0.0169246,0.0167673333333,0,0,1.0167673333333
"SERPINB2",42,0.22789,13,0.075711,13,0.0741578,0.1259196,0,0,1.1259196
"SERPINB5",1,0.00621086,0,0,3,0.0195889,0.00859992,0,0,1.00859992
"SERPINB6",2788,20.2883,2920,22.8074,3078,23.5483,22.2146666667,299.92463,299.92463,0.0771444552966635
"SERPINB7",2,0.00666256,1,0.00357562,1,0.00350227,0.00458015,0,0,1.00458015
"SERPINB8",417,1.46428,381,1.436,739,2.72817,1.87615,3.15004,3.15004,0.693041512852888
"SERPINB9",3876,42.2153,3503,40.9512,2616,29.9545,37.707,6.00912,6.00912,5.52237656082361
