"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"COL8A1",2936,3.19073,3558,4.15031,4001,4.57131,3.97078333333,14.78876,14.78876,0.314830508116534
"COL8A2",199,1.15946,249,1.55719,381,2.3338,1.68348333333,0.26567,0.26567,2.12020774240521
"COL9A1",202,0.400909,226,0.481441,65,0.135627,0.339325666667,0.45543,0.45543,0.920226782921199
"COL9A2",93,0.937779,126,1.36373,77,0.816293,1.03926733333,0.17711,0.17711,1.73243565455225
"COLEC10",22,0.034011,11,0.0182528,16,0.0260049,0.0260895666667,1.12592,1.12592,0.482656716464731
"COLEC11",308,1.08019,320,1.20459,428,1.57808,1.28762,3.40306,3.40306,0.519552311347109
"COLEC12",248,0.235482,266,0.271099,562,0.561022,0.355867666667,11.03148,11.03148,0.112693340026913
"COLQ",184,0.448828,184,0.481749,258,0.661638,0.530738333333,4.92115,4.92115,0.258520445071143
"COMMD1",1104,0.746034,1193,0.865308,1251,0.888761,0.833367666667,152.64428,152.64428,0.0119325474834924
"COMMD10",676,0.360328,849,0.485736,868,0.486418,0.444160666667,66.84671,66.84671,0.0212856403304891
"COMMD2",645,8.03486,731,9.77409,777,10.176,9.32831666667,22.88526,22.88526,0.432413826212066
"COMMD3",552,24.5942,548,26.2068,638,29.885,26.8953333333,181.69047,181.69047,0.152691781532447
"COMMD4",442,10.7171,395,10.28,401,10.2221,10.4064,8.31156,8.31156,1.22497197032506
"COMMD5",613,8.43565,608,8.98053,638,9.23032,8.88216666667,7.00853,7.00853,1.2339551286778
"COMMD6",643,4.63777,650,5.03214,673,5.10331,4.92440666667,253.8758,253.8758,0.0232442886561612
"COMMD7",779,3.29461,764,3.46817,663,2.94794,3.23690666667,47.51632,47.51632,0.0873295144122638
"COMMD8",267,3.61139,381,5.53131,455,6.47012,5.20427333333,43.77169,43.77169,0.138575812825694
"COMMD9",459,3.97634,467,4.34238,492,4.48099,4.26657,41.40599,41.40599,0.124194011270578
"COMP",3,0.06142,4,0.0879001,8,0.172194,0.107171366667,0,0,1.107171366667
"COMT",1328,8.17795,1393,9.20742,1372,8.88257,8.75598,12.03089,12.03089,0.748681018717831
"COMTD1",126,9.21008,129,10.121,96,7.37738,8.90282,1.74581,1.74581,3.60652048029543
"COPA",5484,17.521,5750,19.7183,6402,21.5038,19.5810333333,83.57104,83.57104,0.243357931193704
"COPB1",2417,7.46179,2723,9.02307,3083,10.0064,8.83042,73.9691,73.9691,0.131126290698434
"COPB2",2737,14.0299,3112,17.1221,3506,18.8942,16.6820666667,97.19592,97.19592,0.180069260175983
"COPE",1451,12.7548,1317,12.426,1349,12.4668,12.5492,4.8832,4.8832,2.30303236333968
"COPG1",2768,17.1672,2896,19.2785,2619,17.0769,17.8408666667,88.56809,88.56809,0.210352444343739
"COPG2",6348,6.82409,9655,11.1404,6720,7.59478,8.51975666667,60.33156,60.33156,0.155217911735328
"COPS2",2399,8.45068,2854,10.7909,2439,9.03257,9.42471666667,112.75638,112.75638,0.0916407208691943
"COPS3",1662,8.37757,1685,9.11649,1488,7.88548,8.45984666667,134.35126,134.35126,0.0698910868407874
"COPS4",1538,6.49442,1707,7.73674,1452,6.44598,6.89238,123.99027,123.99027,0.063143955125467
"COPS5",1904,8.17165,2137,9.84437,1768,7.97743,8.66448333333,174.61868,174.61868,0.0550310669305224
"COPS6",1249,67.7848,1392,81.0866,1252,71.4352,73.4355333333,116.21004,116.21004,0.635061069284679
"COPS7A",2052,45.5969,1895,45.1967,1697,39.644,43.4792,63.73462,63.73462,0.687100658040473
"COPS7B",732,4.63601,780,5.30235,710,4.72748,4.88861333333,31.32333,31.32333,0.18217842447947
"COPS8",2978,35.6509,3131,40.2318,2493,31.3766,35.7531,180.95672,180.95672,0.201988143114473
"COPZ1",1429,4.92931,1552,5.74627,1631,5.91488,5.53015333333,201.53954,201.53954,0.0322413753548073
"COPZ2",293,4.31447,339,5.35796,389,6.02209,5.23150666667,48.66754,48.66754,0.125464371029248
"COQ10A",130,5.52711,160,7.30155,138,6.16839,6.33235,463.00581,463.00581,0.0158022805792022
"COQ10B",727,5.80308,808,6.92271,883,7.41008,6.71195666667,49.03441,49.03441,0.154133058962222
"COQ2",215,1.60658,256,2.05327,371,2.91458,2.19147666667,30.03295,30.03295,0.102841549600344
"COQ3",198,1.39506,297,2.24607,224,1.65925,1.76679333333,88.23917,88.23917,0.0310042477236173
"COQ4",801,12.1376,835,13.5808,918,14.6245,13.4476333333,14.24478,14.24478,0.947710188884326
"COQ5",625,3.50452,517,3.11157,561,3.30712,3.30773666667,70.79375,70.79375,0.0600015553814921
"COQ6",554,7.04134,572,7.80337,609,8.13769,7.6608,48.50308,48.50308,0.174954770491048
"COQ7",494,6.91406,546,8.20237,493,7.25423,7.45688666667,35.97881,35.97881,0.228695479023527
"COQ9",544,6.86381,539,7.29954,480,6.36716,6.84350333333,294.96553,294.96553,0.0265014082326749
"CORIN",899,0.643381,1061,0.815013,1193,0.897609,0.785334333333,42.06384,42.06384,0.0414578526516214
"CORO1A",1229,34.3528,1185,35.5524,1650,48.4878,39.4643333333,0.69579,0.69579,23.8616416733794
"CORO1B",817,17.1715,942,21.2509,1090,24.0852,20.8358666667,0.24036,0.24036,17.6044589205553
"CORO1C",2037,4.11458,2420,5.24675,2959,6.28373,5.21502,40.11562,40.11562,0.151159583632692
"CORO2A",1588,3.8712,1506,3.94059,1203,3.08318,3.63165666667,0.31627,0.31627,3.5187740104006
"CORO2B",2865,3.3628,2828,3.56284,2330,2.87522,3.26695333333,4.56693,4.56693,0.766482304129924
"CORO6",1758,37.6743,1499,34.4801,1196,26.9461,33.0335,18.39423,18.39423,1.75482604877843
"CORO7",1005,2.46715,1005,2.64811,1139,2.93963,2.68496333333,0,0,3.68496333333
"CORT",27,2.15974,18,1.54544,9,0.756865,1.48734833333,0.30362,0.30362,1.90803173726239
"COTL1",1956,6.5109,1928,6.88842,2829,9.90018,7.7665,4.1368,4.1368,1.70660722628874
"COX10",373,0.401627,341,0.394102,338,0.382621,0.392783333333,51.48866,51.48866,0.0265349378957855
"COX11",1572,16.2655,1916,21.279,2170,23.6055,20.3833333333,78.54868,78.54868,0.268808147832246
"COX14",327,6.82027,344,7.7011,309,6.77564,7.09900333333,135.31272,135.31272,0.0594148758335246
"COX16",2018,3.83599,2225,4.53969,2378,4.75233,4.37600333333,82.02764,82.02764,0.0647495621136528
"COX17",876,6.67058,872,7.12716,686,5.49189,6.42987666667,247.85403,247.85403,0.0298563646595155
"COX18",314,3.1537,403,4.34447,485,5.12119,4.20645333333,25.70638,25.70638,0.194951668227967
"COX19",1244,2.83079,1369,3.34373,1171,2.80145,2.99199,4.9338,4.9338,0.672754390104149
"COX20",1849,34.2108,1990,39.5203,2554,49.6805,41.1372,57.47248,57.47248,0.720633022577459
"COX4I1",4550,94.3815,4743,105.601,3694,80.5583,93.5136,911.109,911.109,0.103620948812039
"COX4I2",13,0.320097,25,0.660722,23,0.595394,0.525404333333,5.36393,5.36393,0.239695335010442
"COX5A",1684,16.0823,1688,17.3029,1435,14.4077,15.9309666667,2555.43175,2555.43175,0.00662289015409858
"COX5B",1460,109.845,1554,125.493,1122,88.7482,108.028733333,511.43298,511.43298,0.21276681554142
"COX6A1",2274,150.025,2753,194.948,1942,134.698,159.890333333,195.85934,195.85934,0.817285749982703
"COX6A2",0,0,1,0.297639,0,0,0.099213,10.15857,10.15857,0.0985084110239932
"COX6B1",1533,25.6036,1706,30.5829,1350,23.7045,26.6303333333,1003.62413,1003.62413,0.0275031551683912
"COX6B2",2,0.064536,4,0.138539,10,0.339243,0.180772666667,0.55663,0.55663,0.758544205538246
"COX6C",2620,22.3187,2664,24.358,2517,22.5418,23.0728333333,1784.9994,1784.9994,0.013478634613931
"COX7A1",129,14.7488,138,16.9351,159,19.1118,16.9319,510.95225,510.95225,0.0350265088199144
"COX7A2",1373,18.9629,1439,21.3322,1341,19.4716,19.9222333333,1403.18629,1403.18629,0.0148998985977138
"COX7A2L",1290,2.46181,1460,2.9906,1263,2.534,2.66213666667,181.86758,181.86758,0.0200261668397974
"COX7B",1437,31.6294,1533,36.2174,1554,35.9603,34.6023666667,1211.4258,1211.4258,0.0293645736231446
"COX7B2",3,0.00300482,7,0.0075255,8,0.00842413,0.00631815,0,0,1.00631815
"COX7C",2598,149.545,2650,163.726,2283,138.158,150.476333333,2567.48794,2567.48794,0.0589749054196455
"COX8A",1510,137.108,1565,152.525,1130,107.87,132.501,212.00173,212.00173,0.626760167628685
"COX8C",0,0,2,0.319171,1,0.156311,0.158494,0.68314,0.68314,0.688293308934491
"CP",799,2.34912,797,2.51511,2227,6.88361,3.91594666667,5.6296,5.6296,0.741514822413117
"CPA2",1,0.00761681,1,0.00817548,0,0,0.00526409666667,0,0,1.00526409666667
"CPA3",45,0.246379,57,0.33497,89,0.512294,0.364547666667,6.88202,6.88202,0.173121568667296
"CPA4",2,0.0112538,1,0.00603964,11,0.0650731,0.0274555133333,0.03795,0.03795,0.989889217528108
"CPA5",1,0.007305,0,0,4,0.0307198,0.0126749333333,0,0,1.0126749333333
"CPA6",406,0.218683,372,0.215066,388,0.219714,0.217821,0,0,1.217821
"CPB1",12,0.0303446,8,0.0217136,4,0.010634,0.0208974,0,0,1.0208974
"CPB2",50,0.168472,44,0.15913,60,0.212544,0.180048666667,0.17711,0.17711,1.00249650981387
"CPD",1910,3.66422,2191,4.51161,2517,5.07657,4.41746666667,12.03089,12.03089,0.415740342115542
"CPE",5285,6.72193,6631,9.0525,4408,5.89426,7.22289666667,49.59105,49.59105,0.162536588322836
"CPEB1",2703,4.46912,2580,4.57863,1916,3.3305,4.12608333333,1.25243,1.25243,2.27580139375253
"CPEB2",2088,5.40563,2620,7.28043,1801,4.90193,5.86266333333,10.84172,10.84172,0.579532646721084
"CPEB3",1412,1.00936,1758,1.34888,1349,1.01382,1.12402,10.81641,10.81641,0.179751718161438
"CPEB4",961,2.28007,979,2.49314,1521,3.79395,2.85572,51.09649,51.09649,0.0740111281969284
"CPED1",827,0.467945,1072,0.651065,1110,0.660314,0.593108,15.19358,15.19358,0.0983789872282719
"CPLX1",1830,7.76478,1849,8.42084,1522,6.78939,7.65833666667,0.35422,0.35422,6.39359680603595
"CPLX2",4690,9.34124,4442,9.49622,2783,5.82751,8.22165666667,0,0,9.22165666667
"CPLX3",8,0.270014,7,0.253592,9,0.319357,0.280987666667,0.43013,0.43013,0.895714142537392
"CPLX4",6,0.0240997,2,0.00862247,3,0.0126684,0.01513019,0.0506,0.0506,0.966238520845231
"CPM",1920,2.59266,1950,2.8263,2371,3.36599,2.92831666667,14.66225,14.66225,0.250814325315328
"CPN1",7,0.0308212,10,0.0472598,13,0.0601774,0.0460861333333,0,0,1.0460861333333
"CPN2",4,0.0604443,3,0.0486583,5,0.0794334,0.0628453333333,1.17652,1.17652,0.488323256084621
"CPNE1",2531,11.3591,2557,12.3175,2874,13.5605,12.4123666667,52.76639,52.76639,0.249456336322747
"CPNE2",1017,3.18477,1200,4.03347,994,3.27252,3.49692,8.53927,8.53927,0.471411334410285
"CPNE3",4011,14.8886,4465,17.7895,4410,17.2099,16.6293333333,109.55573,109.55573,0.159461054920446
"CPNE4",1082,0.25141,1747,0.435702,681,0.166357,0.284489666667,18.21712,18.21712,0.0668409036664703
"CPNE5",508,0.899434,690,1.31128,238,0.443017,0.884577,1.34098,1.34098,0.805037633811481
"CPNE6",4320,103.896,3866,99.7969,2156,54.5132,86.0687,0,0,87.0687
"CPNE7",106,0.861748,116,1.01222,46,0.393161,0.755709666667,0,0,1.755709666667
"CPNE8",729,0.488685,905,0.651164,953,0.671633,0.603827333333,8.77964,8.77964,0.163996561563923
"CPNE9",512,3.42928,485,3.48671,280,1.97165,2.96254666667,0,0,3.96254666667
"CPOX",385,4.73556,424,5.59779,429,5.54761,5.29365333333,20.01353,20.01353,0.299504811106463
"CPPED1",1337,1.62103,1340,1.74383,1398,1.78199,1.71561666667,12.90379,12.90379,0.195314850603325
"CPQ",1044,0.36158,1694,0.629735,1285,0.467892,0.486402333333,38.92644,38.92644,0.0372285215845189
"CPS1",185,0.160453,141,0.131261,196,0.178718,0.156810666667,2.4669,2.4669,0.333672925860856
"CPSF1",1171,12.7009,1306,15.2041,1103,12.5774,13.4941333333,0.58194,0.58194,9.16225225564813
"CPSF2",940,3.27276,1238,4.62644,1487,5.44296,4.44738666667,32.29743,32.29743,0.163597811202546
"CPSF3",558,1.97129,619,2.34718,758,2.81529,2.37792,35.10591,35.10591,0.0935558749246315
"CPSF4",593,5.61438,599,6.08716,804,8.00279,6.56811,6.37599,6.37599,1.02604667305677
"CPSF4L",77,0.967479,76,1.02496,70,0.92467,0.972369666667,0,0,1.972369666667
"CPSF6",1384,6.9498,2195,11.8307,1740,9.18594,9.32214666667,29.65342,29.65342,0.336737194958018
"CPSF7",2031,12.9537,2202,15.0744,2241,15.0267,14.3516,53.36098,53.36098,0.282401089899409
"CPT1A",4773,9.28644,3942,8.23218,2973,6.08122,7.86661333333,51.96939,51.96939,0.167391267547729
"CPT1B",460,8.36664,209,4.08019,243,4.64662,5.69781666667,236.00025,236.00025,0.0282608000062025
"CPT1C",437,3.34341,379,3.11235,240,1.93045,2.79540333333,0.37952,0.37952,2.75124922678178
"CPT2",436,4.37601,514,5.53726,523,5.51863,5.14396666667,40.88731,40.88731,0.146678472947296
"CPVL",868,0.757372,777,0.727698,1499,1.37508,0.953383333333,298.53305,298.53305,0.00652142838105177
"CPXCR1",1,0.0231053,1,0.0248,1,0.0242912,0.0240655,0,0,1.0240655
"CPXM1",30,0.79966,19,0.543598,212,5.94098,2.42807933333,0.15181,0.15181,2.97625418543857
"CPXM2",581,0.433648,553,0.443024,629,0.493572,0.456748,2.69462,2.69462,0.394288993184685
"CPZ",48,0.30943,76,0.525866,88,0.596406,0.477234,0,0,1.477234
"CR1",277,0.332317,198,0.254964,637,0.803434,0.463571666667,0.31627,0.31627,1.11190839772007
"CR2",2,0.00979639,1,0.00525747,3,0.0154488,0.0101675533333,0,0,1.0101675533333
"CRABP1",4,0.0887586,2,0.0476344,38,0.886486,0.340959666667,0,0,1.340959666667
"CRABP2",47,1.32199,65,1.96238,82,2.42483,1.90306666667,0.54398,0.54398,1.88024888060079
"CRADD",357,0.286792,453,0.390605,382,0.322627,0.333341333333,63.96233,63.96233,0.0205248385230794
"CRAT",1575,16.7816,1350,15.4393,1059,11.8628,14.6945666667,20.82318,20.82318,0.719169555798009
"CRB1",109,0.0905685,164,0.146263,123,0.107447,0.1147595,0.03795,0.03795,1.07400115612505
"CRB2",115,0.831728,113,0.877208,98,0.745157,0.818031,0,0,1.818031
"CRB3",2,0.101422,4,0.217722,6,0.319883,0.213009,0,0,1.213009
"CRBN",4184,20.8245,4790,25.5894,4064,21.2655,22.5598,57.58634,57.58634,0.402138109327191
"CRCP",587,2.56595,662,3.10606,675,3.10208,2.92469666667,32.85407,32.85407,0.11592983256282
"CREB1",1155,2.64619,1288,3.16735,1576,3.79607,3.20320333333,15.82612,15.82612,0.249802291516404
"CREB3",630,25.0024,658,28.029,555,23.1564,25.3959333333,19.00147,19.00147,1.31969966873935
"CREB3L1",408,1.62927,200,0.857241,305,1.28047,1.25566033333,19.52015,19.52015,0.109924163971998
"CREB3L2",2234,3.07044,2771,4.08785,3255,4.70334,3.95387666667,14.15622,14.15622,0.326854365182743
"CREB3L3",21,0.188874,20,0.193073,21,0.198568,0.193505,0,0,1.193505
"CREB3L4",142,3.63317,162,4.4489,140,3.76585,3.94930666667,5.18682,5.18682,0.799975862667736
"CREB5",283,0.0938896,477,0.16986,451,0.157306,0.140351866667,7.76758,7.76758,0.130064609238467
"CREBBP",1684,1.88982,1943,2.3404,2187,2.58026,2.27016,25.37746,25.37746,0.123975545787957
"CREBL2",2212,11.6109,2424,13.657,2689,14.8392,13.3690333333,27.76846,27.76846,0.499471759465053
"CREBRF",995,2.09598,1599,3.61536,1369,3.03183,2.91439,9.86761,9.86761,0.360188670738092
"CREBZF",1617,12.1757,2126,17.1825,2222,17.59,15.6494,42.08914,42.08914,0.386394344375404
"CREG1",1444,10.2177,1662,12.6229,2648,19.699,14.1798666667,152.1003,152.1003,0.099149816601927
"CREG2",522,2.17364,513,2.29285,498,2.18014,2.21554333333,0.22771,0.22771,2.61913915609549
"CRELD1",2117,31.9046,1956,31.6404,1171,18.5536,27.3662,18.6599,18.6599,1.44284558924511
"CRELD2",455,8.47963,395,7.90138,568,11.1289,9.16997,7.61577,7.61577,1.18039014504798
"CREM",836,1.69493,686,1.49283,1034,2.20396,1.79724,69.36421,69.36421,0.0397537327570366
"CRHBP",50,0.310698,34,0.226771,27,0.176388,0.237952333333,1.89762,1.89762,0.427230738790111
"CRHR1",84,0.284675,52,0.189153,66,0.235154,0.236327333333,0,0,1.236327333333
"CRHR2",43,0.155891,54,0.210129,61,0.232498,0.199506,0.91086,0.91086,0.62773096930178
"CRIM1",1507,1.34764,1874,1.79874,2587,2.43217,1.85951666667,42.36745,42.36745,0.0659369334989722
"CRIP1",121,8.03443,279,19.8845,121,8.44682,12.1219166667,1.58135,1.58135,5.08335431719837
"CRIP2",2242,54.3314,2557,66.51,1537,39.1586,53.3333333333,2.75787,2.75787,14.4585452219742
"CRIP3",46,0.88426,36,0.742789,24,0.485033,0.704027333333,119.22093,119.22093,0.0141741320195493
"CRIPT",544,6.90621,603,8.21672,587,7.8346,7.65251,29.2233,29.2233,0.286286077297979
"CRISP1",0,0,0,0,1,0.00428725,0.00142908333333,0,0,1.00142908333333
"CRISP2",1,0.00822771,1,0.0088312,3,0.0259501,0.0143363366667,0,0,1.0143363366667
"CRISPLD1",169,0.589846,532,1.99298,328,1.20355,1.26212533333,0.64519,0.64519,1.37499336449286
"CRISPLD2",1255,2.17542,2649,4.92858,1948,3.54998,3.55132666667,21.27861,21.27861,0.20429132098771
"CRK",2884,11.8621,3129,13.8138,2726,11.7878,12.4879,37.74992,37.74992,0.34807555731728
"CRKL",1670,8.02805,1934,9.97908,1756,8.87475,8.96062666667,34.43542,34.43542,0.28109238345898
"CRLF1",3456,16.9968,3610,19.0564,3407,17.6158,17.8896666667,1.06267,1.06267,9.15787143202742
"CRLF2",66,0.458,48,0.357522,19,0.138616,0.318046,0,0,1.318046
"CRLF3",1035,3.26939,1062,3.60073,1253,4.16117,3.67709666667,8.21035,8.21035,0.507808787578105
"CRLS1",582,2.99387,638,3.52266,808,4.36978,3.62877,178.78079,178.78079,0.0257467441321178
"CRMP1",2661,3.20596,2508,3.24326,2392,3.02979,3.15967,3.61812,3.61812,0.900728001870891
"CRNKL1",620,4.99624,675,5.83842,711,6.02364,5.61943333333,25.70638,25.70638,0.247859625053264
"CROCC",130,0.0976006,154,0.1241,151,0.119186,0.113628866667,0.69579,0.69579,0.656702107375913
"CROT",539,1.74005,652,2.25923,642,2.17894,2.05940666667,17.25566,17.25566,0.167586746612831
"CRP",1,0.0759231,2,0.162984,1,0.0798201,0.1062424,0.64519,0.64519,0.672410116764629
"CRTAC1",1586,1.67083,1666,1.88385,1404,1.55502,1.70323333333,1.15122,1.15122,1.25660477930198
"CRTAM",27,0.138147,23,0.126312,37,0.199029,0.154496,0,0,1.154496
"CRTAP",2730,14.1124,3026,16.7899,3013,16.3748,15.7590333333,82.97645,82.97645,0.199568251971833
"CRTC1",637,1.12799,605,1.14991,552,1.02765,1.10185,0.44278,0.44278,1.45680561138912
"CRTC2",721,11.5062,708,12.1274,720,12.08,11.9045333333,10.34834,10.34834,1.13712960074337
"CRTC3",1244,1.88286,1475,2.39624,1670,2.65737,2.31215666667,17.10385,17.10385,0.182953165579145
"CRX",5,0.0370879,5,0.0398083,10,0.0779832,0.0516264666667,0,0,1.0516264666667
"CRY1",266,0.454758,409,0.750521,302,0.542806,0.582695,15.75022,15.75022,0.0944880126947586
"CRY2",1162,5.61845,1051,5.45449,883,4.48858,5.18717333333,26.22506,26.22506,0.227260227647983
"CRYAB",5600,64.5369,5505,68.0954,4010,48.585,60.4057666667,14941.32728,14941.32728,0.00410951825080758
"CRYBA1",4,0.0915614,5,0.122846,14,0.336913,0.183773466667,0.17711,0.17711,1.00566086998411
"CRYBA2",57,3.07911,51,2.95707,29,1.64697,2.56105,0,0,3.56105
"CRYBA4",4,0.0802568,1,0.0215359,6,0.126564,0.0761189,0,0,1.0761189
"CRYBB1",67,0.624258,52,0.520036,69,0.675891,0.606728333333,0,0,1.606728333333
"CRYBB2",43,0.389085,38,0.369062,59,0.561262,0.439803,0,0,1.439803
"CRYBB3",18,0.419166,43,1.07479,24,0.587574,0.693843333333,0,0,1.693843333333
"CRYBG3",2214,3.14525,2773,4.22832,2622,3.91605,3.76320666667,37.91438,37.91438,0.122402224233561
"CRYGN",77,1.12295,55,0.860941,32,0.490635,0.824842,0.03795,0.03795,1.75812129678694
"CRYGS",259,5.47653,310,7.0357,276,6.13554,6.21592333333,4.20006,4.20006,1.38766155262247
"CRYL1",528,0.754788,638,0.978931,697,1.04752,0.927079666667,10.89232,10.89232,0.162044047474925
"CRYM",43,0.116992,21,0.0613264,28,0.0800911,0.0861365,158.47629,158.47629,0.00681064564519277
"CRYZ",644,4.02858,1315,8.82943,1201,7.89855,6.91885333333,52.27301,52.27301,0.148646628627329
"CRYZL1",851,2.72357,1122,3.85427,1009,3.39499,3.32427666667,55.13209,55.13209,0.0770375139544956
"CS",2904,17.6812,2932,19.161,2902,18.5759,18.4727,766.80158,766.80158,0.0253616305400153
"CSAD",1381,10.3781,1210,9.75999,1304,10.3024,10.14683,19.67196,19.67196,0.539224630852614
"CSDC2",928,9.68926,816,9.14478,515,5.65312,8.16238666667,10.65195,10.65195,0.786339339481374
"CSDE1",14109,59.018,15448,69.3587,14569,64.0702,64.1489666667,982.09251,982.09251,0.066269416157692
"CSE1L",3436,11.8361,3562,13.1701,2911,10.5423,11.8495,59.88878,59.88878,0.211032311700119
"CSF1",1048,8.82293,1049,9.47911,1222,10.8159,9.70598,12.87849,12.87849,0.771408128694116
"CSF1R",6038,17.5566,5502,17.1715,9187,28.0839,20.9373333333,6.75552,6.75552,2.82860895636914
"CSF2RA",521,2.18888,532,2.39904,690,3.0477,2.54520666667,0,0,3.54520666667
"CSF2RB",144,0.938261,94,0.6574,368,2.52085,1.37217033333,0.64519,0.64519,1.44188229525465
"CSF3R",625,6.33482,573,6.23375,1065,11.3486,7.97239,1.85966,1.85966,3.13757229880475
"CSGALNACT1",2783,1.37392,3186,1.68824,1971,1.02299,1.36171666667,49.50249,49.50249,0.0467643608596329
"CSGALNACT2",1095,4.08245,1079,4.31786,2487,9.74812,6.04947666667,12.90379,12.90379,0.507018350152728
"CSH1",0,0,1,0.106967,0,0,0.0356556666667,0,0,1.0356556666667
"CSH2",0,0,2,0.21369,0,0,0.07123,0,0,1.07123
"CSHL1",3,0.0567082,2,0.0405784,1,0.019873,0.0390532,0,0,1.0390532
"CSK",621,5.1314,581,5.15301,707,6.14189,5.47543333333,2.53016,2.53016,1.83431723585617
"CSMD1",753,0.0638702,881,0.0802084,669,0.0596579,0.0679121666667,0,0,1.0679121666667
"CSMD2",673,0.180369,718,0.206544,618,0.17413,0.187014333333,0.11386,0.11386,1.06567641654517
"CSMD3",332,0.0477755,445,0.0687334,365,0.0552203,0.0572430666667,0.03795,0.03795,1.018587664788
"CSN1S1",0,0,0,0,1,0.0118441,0.00394803333333,0,0,1.00394803333333
"CSNK1A1",6318,18.8707,6975,22.3611,7436,23.35,21.5272666667,132.78256,132.78256,0.168387169947264
"CSNK1D",4579,23.0473,4226,22.8307,4186,22.1506,22.6762,35.42218,35.42218,0.650048953687012
"CSNK1E",2111,13.4624,1979,13.5463,1727,11.5789,12.8625333333,33.76493,33.76493,0.398750503260038
"CSNK1G1",548,0.502154,553,0.543903,630,0.606925,0.550994,3.45366,3.45366,0.348251550410224
"CSNK1G2",1222,5.31487,1095,5.11182,1263,5.77514,5.40061,1.21447,1.21447,2.89035751218124
"CSNK1G3",1114,1.85441,1233,2.20305,1122,1.96359,2.00701666667,15.4719,15.4719,0.182554329899404
"CSNK2A1",2470,6.04876,2515,6.61071,2785,7.17023,6.6099,92.32537,92.32537,0.0815416001029516
"CSNK2A2",1060,4.60649,1114,5.19625,1172,5.35464,5.05246,31.98117,31.98117,0.183512592185177
"CSNK2B",926,31.6702,1029,37.7742,955,34.3385,34.5943,135.55308,135.55308,0.260662740086126
"CSPG4",784,3.55502,1181,5.74799,1039,4.95312,4.75204333333,1.97352,1.97352,1.93442227842086
"CSPG5",1013,9.5376,1007,10.1765,653,6.4637,8.72593333333,0.08856,0.08856,8.93467822933968
"CSPP1",750,0.978977,825,1.15586,816,1.1198,1.084879,8.72904,8.72904,0.214294421649001
"CSRNP1",827,11.3689,518,7.64335,388,5.60768,8.20664333333,2.88438,2.88438,2.37017061495786
"CSRNP2",1210,9.41166,1288,10.7532,1279,10.459,10.2079533333,20.91174,20.91174,0.511504487242912
"CSRNP3",360,0.286182,658,0.561444,360,0.300871,0.382832333333,3.22595,3.22595,0.327224016690448
"CSRP1",7592,51.1558,9632,69.6619,9164,64.9175,61.9117333333,39.38187,39.38187,1.5579202581084
"CSRP2",241,2.07248,215,1.98451,277,2.50433,2.18710666667,32.94262,32.94262,0.0938968961933404
"CSRP3",2,0.0122415,2,0.0131394,3,0.0193048,0.0148952333333,2097.78988,2097.78988,0.000483562095950882
"CST3",7029,104.347,7881,125.577,6469,100.963,110.295666667,104.8876,104.8876,1.05107365420502
"CST6",1,0.116622,3,0.375526,0,0,0.164049333333,0,0,1.164049333333
"CST7",31,0.508037,18,0.316626,60,1.03377,0.619477666667,0.75905,0.75905,0.920654709455104
"CSTB",1366,60.6452,1292,61.5671,1299,60.6308,60.9477,56.91585,56.91585,1.06961565788985
"CSTF1",302,3.77066,379,5.07914,410,5.38186,4.74388666667,22.68284,22.68284,0.242533693875819
"CSTF2",261,2.21622,281,2.56105,251,2.2407,2.33932333333,8.65313,8.65313,0.345931664996742
"CSTF2T",566,24.0583,603,27.511,818,36.5544,29.3745666667,25.59252,25.59252,1.14222219882508
"CSTF3",2287,4.69028,2151,4.73493,2268,4.89005,4.77175333333,24.06178,24.06178,0.230301013468716
"CSTL1",1,0.0333014,0,0,0,0,0.0111004666667,0,0,1.0111004666667
"CTAGE1",12,0.485612,17,0.738411,26,1.10617,0.776731,0,0,1.776731
"CTAGE4",111,7.49289,47,3.40537,36,2.55486,4.48437333333,0.03795,0.03795,5.28385118101065
"CTAGE8",109,7.35788,44,3.18801,35,2.48389,4.34326,0,0,5.34326
"CTAGE9",98,6.64358,32,2.32845,25,1.78178,3.58460333333,0,0,4.58460333333
"CTBP1",2527,11.4648,2367,11.5266,2371,11.3092,11.4335333333,57.14356,57.14356,0.213841968625588
"CTBP2",2000,1.97563,2036,2.15871,2091,2.17154,2.10196,22.49308,22.49308,0.132037178607488
"CTBS",393,2.76062,446,3.36272,782,5.7751,3.96614666667,10.6393,10.6393,0.426670561517445
"CTC1",594,4.46482,679,5.47807,618,4.88364,4.94217666667,16.76228,16.76228,0.334539071936148
"CTCF",872,1.98586,959,2.34419,980,2.34637,2.22547333333,24.92203,24.92203,0.124429812531272
"CTCFL",0,0,1,0.00631633,3,0.0185602,0.00829217666667,0,0,1.00829217666667
"CTDNEP1",1093,21.4522,1166,24.5635,1194,24.6374,23.5510333333,178.75549,178.75549,0.136580158599328
"CTDP1",443,1.0074,422,1.03004,545,1.30297,1.11347,1.63195,1.63195,0.80300537624195
"CTDSP1",1129,25.6616,1274,31.0814,1477,35.2946,30.6792,12.27125,12.27125,2.38705472355656
