"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"CORO1A",1229,34.3528,1185,35.5524,1650,48.4878,39.4643333333,76.86136,76.86136,0.519697232790437
"CORO1B",817,17.1715,942,21.2509,1090,24.0852,20.8358666667,106.75535,106.75535,0.202642993287108
"CORO1C",2037,4.11458,2420,5.24675,2959,6.28373,5.21502,60.01617,60.01617,0.10185857289961
"CORO2A",1588,3.8712,1506,3.94059,1203,3.08318,3.63165666667,1.38994,1.38994,1.93798031191996
"CORO2B",2865,3.3628,2828,3.56284,2330,2.87522,3.26695333333,81.11415,81.11415,0.0519636790167103
"CORO6",1758,37.6743,1499,34.4801,1196,26.9461,33.0335,27.28008,27.28008,1.2034442618267
"CORO7",1005,2.46715,1005,2.64811,1139,2.93963,2.68496333333,0.99577,0.99577,1.84638677469348
"CORT",27,2.15974,18,1.54544,9,0.756865,1.48734833333,7.44757,7.44757,0.294445424344516
"COTL1",1956,6.5109,1928,6.88842,2829,9.90018,7.7665,81.15564,81.15564,0.106706003385769
"COX10",373,0.401627,341,0.394102,338,0.382621,0.392783333333,4.46024,4.46024,0.255077310398993
"COX11",1572,16.2655,1916,21.279,2170,23.6055,20.3833333333,45.95086,45.95086,0.455440716811151
"COX14",327,6.82027,344,7.7011,309,6.77564,7.09900333333,108.22827,108.22827,0.0741475016800138
"COX16",2018,3.83599,2225,4.53969,2378,4.75233,4.37600333333,69.22709,69.22709,0.0765517029586446
"COX17",876,6.67058,872,7.12716,686,5.49189,6.42987666667,55.78413,55.78413,0.130844245860067
"COX18",314,3.1537,403,4.34447,485,5.12119,4.20645333333,10.49713,10.49713,0.452848087594904
"COX19",1244,2.83079,1369,3.34373,1171,2.80145,2.99199,11.57588,11.57588,0.317432259213669
"COX20",1849,34.2108,1990,39.5203,2554,49.6805,41.1372,30.10144,30.10144,1.35483115894312
"COX4I1",4550,94.3815,4743,105.601,3694,80.5583,93.5136,1344.25444,1344.25444,0.0702570437158342
"COX4I2",13,0.320097,25,0.660722,23,0.595394,0.525404333333,3.33999,3.33999,0.351476462695306
"COX5A",1684,16.0823,1688,17.3029,1435,14.4077,15.9309666667,204.85991,204.85991,0.0822450892293696
"COX5B",1460,109.845,1554,125.493,1122,88.7482,108.028733333,301.57454,301.57454,0.360336772991541
"COX6A1",2274,150.025,2753,194.948,1942,134.698,159.890333333,622.04805,622.04805,0.258231019795343
"COX6A2",0,0,1,0.297639,0,0,0.099213,12.09451,12.09451,0.0839445691362258
"COX6B1",1533,25.6036,1706,30.5829,1350,23.7045,26.6303333333,291.09816,291.09816,0.0945926305502917
"COX6B2",2,0.064536,4,0.138539,10,0.339243,0.180772666667,3.13254,3.13254,0.28572564734207
"COX6C",2620,22.3187,2664,24.358,2517,22.5418,23.0728333333,506.78712,506.78712,0.047407333477265
"COX7A1",129,14.7488,138,16.9351,159,19.1118,16.9319,198.15918,198.15918,0.0900380288772026
"COX7A2",1373,18.9629,1439,21.3322,1341,19.4716,19.9222333333,1126.36647,1126.36647,0.0185585023947892
"COX7A2L",1290,2.46181,1460,2.9906,1263,2.534,2.66213666667,169.61363,169.61363,0.0214645023769203
"COX7B",1437,31.6294,1533,36.2174,1554,35.9603,34.6023666667,147.12572,147.12572,0.2403523619443
"COX7B2",3,0.00300482,7,0.0075255,8,0.00842413,0.00631815,1.12025,1.12025,0.474622403018512
"COX7C",2598,149.545,2650,163.726,2283,138.158,150.476333333,1068.36259,1068.36259,0.141651049652859
"COX8A",1510,137.108,1565,152.525,1130,107.87,132.501,434.88388,434.88388,0.306276524839597
"COX8C",0,0,2,0.319171,1,0.156311,0.158494,0.6846,0.6846,0.687696782619019
"CP",799,2.34912,797,2.51511,2227,6.88361,3.91594666667,9.64657,9.64657,0.461739946919055
"CPA2",1,0.00761681,1,0.00817548,0,0,0.00526409666667,1.45217,1.45217,0.409948778700771
"CPA3",45,0.246379,57,0.33497,89,0.512294,0.364547666667,0,0,1.364547666667
"CPA4",2,0.0112538,1,0.00603964,11,0.0650731,0.0274555133333,2.07453,2.07453,0.334182952624726
"CPA5",1,0.007305,0,0,4,0.0307198,0.0126749333333,0,0,1.0126749333333
"CPA6",406,0.218683,372,0.215066,388,0.219714,0.217821,0,0,1.217821
"CPB1",12,0.0303446,8,0.0217136,4,0.010634,0.0208974,2.34422,2.34422,0.305272200991562
"CPB2",50,0.168472,44,0.15913,60,0.212544,0.180048666667,0.16596,0.16596,1.01208331903925
"CPD",1910,3.66422,2191,4.51161,2517,5.07657,4.41746666667,10.82905,10.82905,0.457979860315917
"CPE",5285,6.72193,6631,9.0525,4408,5.89426,7.22289666667,1429.78734,1429.78734,0.00574711310114751
"CPEB1",2703,4.46912,2580,4.57863,1916,3.3305,4.12608333333,55.9086,55.9086,0.0900757237628408
"CPEB2",2088,5.40563,2620,7.28043,1801,4.90193,5.86266333333,17.65426,17.65426,0.367887192165757
"CPEB3",1412,1.00936,1758,1.34888,1349,1.01382,1.12402,3.17403,3.17403,0.508865532830382
"CPEB4",961,2.28007,979,2.49314,1521,3.79395,2.85572,23.37996,23.37996,0.158151202873179
"CPED1",827,0.467945,1072,0.651065,1110,0.660314,0.593108,10.93278,10.93278,0.133506860932658
"CPLX1",1830,7.76478,1849,8.42084,1522,6.78939,7.65833666667,274.91682,274.91682,0.0313802423015386
"CPLX2",4690,9.34124,4442,9.49622,2783,5.82751,8.22165666667,315.68134,315.68134,0.0291196717390106
"CPLX3",8,0.270014,7,0.253592,9,0.319357,0.280987666667,6.4103,6.4103,0.172865830893081
"CPLX4",6,0.0240997,2,0.00862247,3,0.0126684,0.01513019,0,0,1.01513019
"CPM",1920,2.59266,1950,2.8263,2371,3.36599,2.92831666667,166.4396,166.4396,0.0234610968174195
"CPN1",7,0.0308212,10,0.0472598,13,0.0601774,0.0460861333333,0,0,1.0460861333333
"CPN2",4,0.0604443,3,0.0486583,5,0.0794334,0.0628453333333,0,0,1.0628453333333
"CPNE1",2531,11.3591,2557,12.3175,2874,13.5605,12.4123666667,179.23946,179.23946,0.0744141525207632
"CPNE2",1017,3.18477,1200,4.03347,994,3.27252,3.49692,103.10418,103.10418,0.0431963442774344
"CPNE3",4011,14.8886,4465,17.7895,4410,17.2099,16.6293333333,10.01998,10.01998,1.5997609191033
"CPNE4",1082,0.25141,1747,0.435702,681,0.166357,0.284489666667,55.41072,55.41072,0.0227703115058095
"CPNE5",508,0.899434,690,1.31128,238,0.443017,0.884577,13.17327,13.17327,0.132966986447023
"CPNE6",4320,103.896,3866,99.7969,2156,54.5132,86.0687,64.16524,64.16524,1.33612183427852
"CPNE7",106,0.861748,116,1.01222,46,0.393161,0.755709666667,23.8571,23.8571,0.0706321198638216
"CPNE8",729,0.488685,905,0.651164,953,0.671633,0.603827333333,9.60508,9.60508,0.151231988191791
"CPNE9",512,3.42928,485,3.48671,280,1.97165,2.96254666667,2.75913,2.75913,1.05411269806312
"CPOX",385,4.73556,424,5.59779,429,5.54761,5.29365333333,65.82486,65.82486,0.0941813171524789
"CPPED1",1337,1.62103,1340,1.74383,1398,1.78199,1.71561666667,82.8775,82.8775,0.0323759848191708
"CPQ",1044,0.36158,1694,0.629735,1285,0.467892,0.486402333333,369.74362,369.74362,0.00400924588623534
"CPS1",185,0.160453,141,0.131261,196,0.178718,0.156810666667,4.19055,4.19055,0.222868610584042
