"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"ARL10",3090,14.8388,3420,17.6281,2680,13.5305,15.3324666667,11.04821,11.04821,1.3555927948384
"ARL11",41,1.33482,47,1.6424,110,3.76505,2.24742333333,0.65172,0.65172,1.9660858579723
"ARL13A",34,0.281186,31,0.27518,32,0.278229,0.278198333333,0,0,1.278198333333
"ARL13B",286,0.661424,407,1.0103,535,1.30078,0.990834666667,10.52063,10.52063,0.172806058927941
"ARL14EP",634,7.32534,773,9.58647,641,7.78637,8.23272666667,8.4103,8.4103,0.981129896673858
"ARL15",978,0.400467,1021,0.448739,1096,0.47182,0.440342,58.31346,58.31346,0.0242835605948464
"ARL16",253,16.0665,344,23.4476,364,24.3019,21.272,43.29286,43.29286,0.502834994172876
"ARL17A",2277,6.31603,2788,8.30069,2973,8.6699,7.76220666667,16.51025,16.51025,0.500404429786554
"ARL17B",2498,5.01526,2995,6.45414,3188,6.72911,6.06617,7.23099,7.23099,0.858483608897593
"ARL2",1125,24.4905,1077,25.1653,850,19.4537,23.0365,289.48801,289.48801,0.0827452396400113
"ARL2BP",1311,27.3404,1542,34.5165,1585,34.7512,32.2027,26.22399,26.22399,1.21961182030995
"ARL3",1349,5.79509,1448,6.67663,1348,6.08803,6.18658333333,53.75142,53.75142,0.13125839171532
"ARL4A",262,11.1555,337,15.4014,295,13.2053,13.2540666667,7.19996,7.19996,1.73830929256972
"ARL4C",1266,54.7313,1054,48.9083,1236,56.177,53.2722,10.33442,10.33442,4.78826441935273
"ARL4D",193,15.7188,139,12.1512,172,14.7275,14.1991666667,2.14137,2.14137,4.83838792205312
"ARL5A",1109,4.90372,1572,7.46084,1904,8.85115,7.07190333333,24.29986,24.29986,0.319049328072566
"ARL5B",496,3.9016,498,4.20466,495,4.0936,4.06662,2.32757,2.32757,1.52261860757249
"ARL5C",12,0.197941,10,0.177049,11,0.190759,0.188583,0.12414,0.12414,1.05732648958315
"ARL6",494,2.35096,678,3.46328,505,2.52666,2.7803,5.49307,5.49307,0.582205335842675
"ARL6IP1",9274,163.586,10049,190.258,8919,165.4,173.081333333,93.28913,93.28913,1.84625028710096
"ARL6IP4",1306,79.9429,1189,78.1194,1268,81.6007,79.8876666667,235.24004,235.24004,0.342396092832951
"ARL6IP5",6349,52.4279,6861,60.8114,6867,59.6159,57.6184,79.44783,79.44783,0.728651102211209
"ARL6IP6",298,1.20063,424,1.83357,374,1.58417,1.53945666667,29.23432,29.23432,0.0839925179951128
"ARL8A",2362,36.3879,2271,37.5522,1795,29.0723,34.3374666667,181.92311,181.92311,0.193182078889321
"ARL8B",5235,15.5886,5113,16.342,5347,16.7393,16.2233,62.03758,62.03758,0.273222734755998
"ARL9",173,1.4908,317,2.93206,137,1.24117,1.88801,0.93103,0.93103,1.49558007902518
"ARMC1",748,4.11445,764,4.5107,894,5.16994,4.59836333333,14.08958,14.08958,0.371008559107013
"ARMC10",866,6.08101,991,7.46916,1099,8.11322,7.22113,33.17567,33.17567,0.24055504983516
"ARMC12",21,0.304505,34,0.52917,20,0.30489,0.379521666667,2.01723,2.01723,0.457214619590485
"ARMC2",475,0.658269,498,0.740764,602,0.877091,0.758708,3.81722,3.81722,0.365087747705108
"ARMC3",14,0.0221338,31,0.0526054,18,0.0299184,0.0348858666667,1.48965,1.48965,0.415675242169261
"ARMC4",34,0.0265294,47,0.0393628,47,0.0385553,0.0348158333333,3.32067,3.32067,0.239503556932906
"ARMC5",343,6.59423,337,6.95409,248,5.01256,6.18696,10.70684,10.70684,0.613911183547396
"ARMC6",677,4.42351,598,4.19391,495,3.40033,4.00591666667,37.36531,37.36531,0.130480287183135
"ARMC7",257,2.20942,235,2.16847,177,1.59977,1.99255333333,6.39307,6.39307,0.404778168383364
"ARMC8",1163,1.82815,1341,2.26257,1471,2.43099,2.17390333333,27.03088,27.03088,0.113228815268375
"ARMC9",667,0.660973,606,0.644571,624,0.650101,0.651881666667,4.53101,4.53101,0.298658231799798
"ARMCX1",1327,55.8078,1487,67.1236,1187,52.4823,58.4712333333,9.86891,9.86891,5.47168329973291
"ARMCX2",1209,46.2169,1537,63.065,1159,46.5796,51.9538333333,87.23744,87.23744,0.600128849310451
"ARMCX3",3559,123.193,4114,152.849,3784,137.704,137.915333333,29.82397,29.82397,4.50673074665593
"ARMCX4",1135,1.72161,1731,2.81824,1257,2.00453,2.18146,46.52043,46.52043,0.0669493100125567
"ARMCX5",250,8.74895,263,9.87898,346,12.7301,10.4526766667,8.16202,8.16202,1.25001655384948
"ARMCX6",529,32.0443,664,43.1722,450,28.658,34.6248333333,38.07909,38.07909,0.911608569526568
"ARNT",1304,3.40032,1243,3.47899,1720,4.71529,3.86486666667,10.11718,10.11718,0.437598983435548
"ARNT2",1122,1.01254,1277,1.23695,1387,1.31594,1.18847666667,33.64119,33.64119,0.0631755625794033
"ARNTL",756,1.19398,854,1.44769,899,1.49271,1.37812666667,21.69298,21.69298,0.104795697465472
"ARNTL2",366,0.69172,292,0.592342,274,0.544425,0.609495666667,1.14827,1.14827,0.749205484723522
"ARPC1A",2501,10.8243,2496,11.595,1944,8.84545,10.4215833333,66.38238,66.38238,0.169504005843961
"ARPC1B",2505,21.2768,2107,19.2089,2733,24.4049,21.6302,79.94437,79.94437,0.279577196042171
"ARPC2",4271,20.0489,4504,22.6934,5179,25.5591,22.7671333333,267.54676,267.54676,0.0885027744639332
"ARPC3",2661,29.7996,2898,34.8341,3668,43.1851,35.9396,194.08855,194.08855,0.18934786280384
"ARPC4",2088,23.9477,2179,26.8245,2333,28.1311,26.3011,131.39925,131.39925,0.206202829698809
"ARPC4-TTLL3",3496,14.4317,3441,15.2465,3782,16.4136,15.3639333333,0,0,16.3639333333
"ARPC5",3604,42.1486,3030,38.0348,4159,51.1358,43.7730666667,89.81328,89.81328,0.493023340492712
"ARPC5L",1065,11.9235,1110,13.3388,961,11.3114,12.1912333333,31.12741,31.12741,0.410591246953925
"ARPP19",7322,56.0071,8527,70.0084,7195,57.8605,61.292,436.40442,436.40442,0.142412827012585
"ARPP21",207,0.23248,193,0.232655,125,0.147592,0.204242333333,21.01023,21.01023,0.0547128464051943
"ARR3",46,0.593688,59,0.817321,37,0.502042,0.637683666667,0,0,1.637683666667
"ARRB1",5743,10.9549,4322,8.84904,3557,7.13334,8.97909333333,15.79646,15.79646,0.594118840120478
"ARRB2",1516,24.2887,1330,22.8716,2132,35.9112,27.6905,92.38913,92.38913,0.307214554841661
"ARRDC1",592,10.6885,495,9.59269,568,10.7815,10.35423,30.01017,30.01017,0.366145364569108
"ARRDC2",874,11.7714,969,14.0082,793,11.2287,12.3361,32.77223,32.77223,0.394883607034537
"ARRDC3",1797,21.375,1817,23.1981,2754,34.4397,26.3376,25.66537,25.66537,1.025209850829
"ARRDC4",1533,20.3955,1385,19.778,1936,27.0792,22.4175666667,144.99228,144.99228,0.160402773808999
"ARRDC5",17,0.238353,40,0.601967,59,0.869686,0.570002,0.37241,0.37241,1.14397446827114
"ARSA",769,24.7866,719,24.8749,718,24.3307,24.6640666667,32.80326,32.80326,0.759218686798255
"ARSB",429,0.358801,462,0.414742,682,0.599678,0.457740333333,7.26203,7.26203,0.176438518539996
"ARSG",1192,1.27326,1012,1.16028,1091,1.22519,1.21957666667,3.87929,3.87929,0.454897468006616
"ARSI",50,0.203304,24,0.104744,81,0.346257,0.218101666667,7.04479,7.04479,0.151414973749097
"ARSJ",81,0.178121,115,0.271436,108,0.249684,0.233080333333,0.62069,0.62069,0.760836639538098
"ARSK",305,1.06562,363,1.36129,370,1.35907,1.26199333333,1.83102,1.83102,0.799002950643231
"ART1",2,0.0181139,7,0.0680486,13,0.123783,0.0699818333333,0,0,1.0699818333333
"ART3",392,0.67391,413,0.76209,1167,2.10923,1.18174333333,19.14817,19.14817,0.108284937705509
"ART4",5,0.048641,11,0.114859,10,0.102275,0.0885916666667,0.24827,0.24827,0.872080292458122
"ART5",4,0.183652,3,0.147842,4,0.193079,0.174857666667,2.29654,2.29654,0.356391145463729
"ARTN",23,1.02476,28,1.33904,13,0.608941,0.990913666667,1.48965,1.48965,0.799676125827727
"ARV1",517,4.15204,563,4.85311,574,4.84642,4.61719,32.52395,32.52395,0.167557522308678
"ARVCF",1348,5.01821,1134,4.53119,760,2.97447,4.17462333333,19.64472,19.64472,0.250651175377046
"AS3MT",336,1.81002,382,2.20875,253,1.43286,1.81721,12.22752,12.22752,0.212980966953745
"ASAH1",3573,21.5189,4020,25.9869,4687,29.6771,25.7276333333,197.68853,197.68853,0.134520263113829
"ASAH2",1405,2.53192,1632,3.15671,1424,2.69788,2.79550333333,0.18621,0.18621,3.19968920623667
"ASAP1",2767,1.23449,2784,1.33318,3035,1.42356,1.33041,13.31372,13.31372,0.162809528200915
"ASAP2",1876,1.64758,2440,2.30009,2018,1.86326,1.93697666667,6.92065,6.92065,0.370799955391287
"ASAP3",1631,5.08757,1165,3.90052,1534,5.0306,4.67289666667,18.15507,18.15507,0.296156404892804
"ASB1",1465,10.0331,1208,8.87983,1121,8.07125,8.99472666667,122.39931,122.39931,0.0809949963793963
"ASB10",1,0.0143963,0,0,1,0.0151352,0.00984383333333,0,0,1.00984383333333
"ASB11",6,0.0308801,8,0.0441935,12,0.0649302,0.0466679333333,0.24827,0.24827,0.838494823502367
"ASB12",5,0.136186,7,0.204645,3,0.0859055,0.1422455,0.37241,0.37241,0.832291734977157
"ASB13",622,3.91874,678,4.58486,468,3.09985,3.86781666667,46.95491,46.95491,0.101508201489065
"ASB14",1117,8.01589,1362,10.491,1501,11.3245,9.94379666667,0.43448,0.43448,7.62910369379148
"ASB15",4,0.00964229,7,0.0181117,8,0.0202744,0.0160094633333,0,0,1.0160094633333
"ASB16",131,2.64941,119,2.58324,163,3.4658,2.89948333333,2.11033,2.11033,1.25372013044597
"ASB17",1,0.0129101,1,0.013857,0,0,0.00892236666667,0,0,1.00892236666667
"ASB18",4,0.0100491,15,0.0404483,8,0.0211299,0.0238757666667,0.0931,0.0931,0.936671637239685
"ASB2",19,0.077965,36,0.158558,30,0.129421,0.121981333333,3.13446,3.13446,0.271373125712427
"ASB3",3268,1.74332,3635,2.08132,3443,1.93094,1.91852666667,23.46194,23.46194,0.119308880108037
"ASB4",6,0.0169638,13,0.0394508,11,0.0326966,0.0297037333333,2.60688,2.60688,0.285483224652137
"ASB5",34,0.0929556,33,0.0968391,45,0.129344,0.106379566667,3.47584,3.47584,0.247189257584498
"ASB6",1858,42.9013,1662,41.1904,1160,28.1592,37.4169666667,8.47237,8.47237,4.05568687315846
"ASB7",346,1.22927,369,1.40715,429,1.60239,1.41293666667,2.42068,2.42068,0.705396782706947
"ASB8",827,4.3224,848,4.75724,937,5.14869,4.74277666667,15.88957,15.88957,0.340019116334519
"ASB9",30,0.148976,42,0.223864,36,0.187947,0.186929,2.04826,2.04826,0.389379186814773
"ASCC1",822,1.18579,902,1.39663,985,1.49386,1.35876,37.36531,37.36531,0.0614815832323524
"ASCC2",780,2.74198,726,2.73934,899,3.32252,2.93461333333,59.05829,59.05829,0.0655132427734789
"ASCC3",1168,0.546785,1372,0.689395,1423,0.700352,0.645510666667,5.61721,5.61721,0.248671368547621
"ASCL2",15,1.0661,10,0.762868,20,1.49443,1.10779933333,1.0862,1.0862,1.01035343367367
"ASCL3",1,0.275986,1,0.296229,1,0.290152,0.287455666667,0,0,1.287455666667
"ASCL4",2,0.154601,9,0.746733,3,0.243804,0.381712666667,0,0,1.381712666667
"ASF1A",453,5.26889,653,8.15219,557,6.81105,6.74404333333,11.51373,11.51373,0.61884372871478
"ASF1B",43,0.43925,22,0.241216,57,0.612148,0.430871333333,0.86896,0.86896,0.765597622920234
"ASGR1",13,0.370246,13,0.397403,10,0.299423,0.355690666667,6.20686,6.20686,0.188111142254324
"ASGR2",19,0.230842,9,0.117367,43,0.549248,0.299152333333,2.85516,2.85516,0.336990509689092
"ASH1L",2725,2.09218,3276,2.69971,3336,2.69276,2.49488333333,9.34133,9.34133,0.337952984125833
"ASH2L",1289,5.83628,1294,6.28866,1490,7.09264,6.40586,29.11018,29.11018,0.245958675770122
"ASIC1",461,3.08994,590,4.24465,375,2.64252,3.32570333333,9.18615,9.18615,0.424665190806144
"ASIC2",117,0.017592,97,0.0156546,149,0.0235534,0.0189333333333,6.17583,6.17583,0.141995188477612
"ASIC3",195,7.62963,349,14.6567,130,5.3475,9.21127666667,42.45493,42.45493,0.2349854588805
"ASIC4",15,0.106511,5,0.0381077,5,0.0373259,0.0606482,4.87239,4.87239,0.180616103494489
"ASIC5",0,0,1,0.00513045,2,0.0100504,0.00506028333333,0,0,1.00506028333333
"ASIP",477,1.11441,518,1.29897,535,1.31408,1.24248666667,1.89309,1.89309,0.775118183903715
"ASL",764,7.06266,902,8.94997,762,7.40573,7.80612,33.67222,33.67222,0.253982006343984
"ASMT",13,0.0810437,4,0.0267656,7,0.0458788,0.0512293666667,0,0,1.0512293666667
"ASNS",2131,17.8416,2116,19.0155,1633,14.3739,17.077,24.45503,24.45503,0.710154338847764
"ASNSD1",1036,19.1583,1394,27.6694,1139,22.1441,22.9906,16.60335,16.60335,1.36284286797683
"ASPA",2598,14.6258,2988,18.0552,2140,12.6658,15.1156,42.45493,42.45493,0.370857806007282
"ASPDH",25,1.41297,30,1.81992,19,1.12897,1.45395333333,22.74815,22.74815,0.103332399927152
"ASPG",11,0.064277,15,0.0940794,26,0.159726,0.106027466667,0.65172,0.65172,0.669621646929867
"ASPH",4821,3.93406,6823,5.97613,6346,5.44431,5.11816666667,29.91707,29.91707,0.197889601655978
"ASPHD1",1431,12.8268,1302,12.5265,990,9.32936,11.5608866667,190.42651,190.42651,0.0656172787494271
"ASPHD2",563,6.24242,408,4.85563,359,4.18482,5.09429,2.11033,2.11033,1.95937087061502
"ASPM",37,0.103309,38,0.113884,42,0.123289,0.113494,0.27931,0.27931,0.870386380158054
"ASPN",20,0.132841,27,0.192489,42,0.293285,0.206205,1.24137,1.24137,0.538155235414055
"ASPRV1",56,4.49387,64,5.51255,63,5.31509,5.10717,5.36894,5.36894,0.958898969059215
"ASPSCR1",599,2.57746,504,2.32775,492,2.22571,2.37697333333,80.6892,80.6892,0.0413392876087659
"ASRGL1",732,2.28499,697,2.33532,621,2.038,2.21943666667,82.89263,82.89263,0.0383756793257048
"ASS1",1192,3.69786,1217,4.05233,1120,3.65284,3.80101,43.85148,43.85148,0.107042398600893
"ASTE1",802,10.1712,836,11.3801,790,10.5333,10.6948666667,6.79651,6.79651,1.50001304002688
"ASTL",3,0.0359291,3,0.0385644,4,0.0503643,0.0416192666667,0.15517,0.15517,0.901702144850282
"ASTN1",1570,0.891461,1934,1.17869,1381,0.824393,0.964848,8.56547,8.56547,0.205410502568091
"ASTN2",2582,0.4557,3148,0.596346,2471,0.458494,0.503513333333,24.29986,24.29986,0.0594277333286825
"ASXL1",1483,3.1989,1710,3.95909,1979,4.4879,3.88196333333,26.03778,26.03778,0.180560805411169
"ASXL2",997,1.20341,1132,1.46657,1327,1.68394,1.45130666667,2.11033,2.11033,0.78811787388155
"ASXL3",207,0.209061,229,0.248244,249,0.264387,0.240564,1.52068,1.52068,0.492154497992605
"ASZ1",3,0.00807521,1,0.00288917,2,0.00565979,0.00554139,0.15517,0.15517,0.8704704848637
"ATAD1",1800,3.50052,2165,4.51916,2247,4.5941,4.20459333333,17.81369,17.81369,0.276638625029433
"ATAD2B",509,0.498273,740,0.777538,807,0.830542,0.702117666667,2.48274,2.48274,0.48872946779461
"ATAD3A",546,4.23485,485,4.03764,483,3.9385,4.07033,14.18268,14.18268,0.333954874896922
"ATAD5",188,0.513949,233,0.683689,291,0.836361,0.677999666667,0.55862,0.55862,1.07659318285855
"ATAT1",413,3.61079,447,4.19469,483,4.43953,4.08167,22.40677,22.40677,0.217102573315327
"ATCAY",1394,5.05051,1359,5.28485,979,3.72901,4.68812333333,9.80684,9.80684,0.5263447347541
"ATE1",827,0.766936,1071,1.06606,1080,1.05297,0.961988666667,23.05849,23.05849,0.0815507817268249
"ATF1",236,0.717612,300,0.979128,387,1.23716,0.977966666667,12.56889,12.56889,0.145772179350485
"ATF2",1563,2.84038,1999,3.89916,1853,3.54023,3.42659,13.43785,13.43785,0.306596203728394
"ATF3",3092,9.74261,1422,4.80924,3293,10.9085,8.48678333333,41.4308,41.4308,0.223582476251449
"ATF4",3272,191.112,3704,232.212,3376,207.307,210.210333333,226.79871,226.79871,0.927179672496828
"ATF5",388,12.9506,418,14.9752,516,18.1069,15.3442333333,18.34128,18.34128,0.845044037069935
"ATF6",1767,1.56102,1998,1.89456,2433,2.25971,1.90509666667,9.86891,9.86891,0.267285005273758
"ATF6B",1190,16.004,1321,19.0689,1366,19.3139,18.1289333333,70.97546,70.97546,0.265770212976756
"ATF7",2212,3.25954,2333,3.69,2658,4.11779,3.68911,34.13774,34.13774,0.133449390882851
"ATF7IP",1819,2.31441,1990,2.7177,2525,3.37759,2.80323333333,13.12751,13.12751,0.269207619271195
"ATF7IP2",628,0.697885,607,0.724025,941,1.09939,0.840433333333,8.81374,8.81374,0.187536386060055
"ATG10",8355,4.7882,8736,5.37377,8145,4.90744,5.02313666667,124.85102,124.85102,0.0478592598349223
"ATG12",1410,18.0617,1802,24.7762,1706,22.9751,21.9376666667,29.63776,29.63776,0.74867309707694
"ATG13",2247,6.85172,2420,7.9205,2115,6.78024,7.18415333333,56.97899,56.97899,0.141157224941828
"ATG14",623,2.39377,860,3.54677,1015,4.10014,3.34689333333,13.40682,13.40682,0.301724692425532
"ATG16L1",904,1.84444,850,1.86146,808,1.73318,1.81302666667,12.25855,12.25855,0.212166991614468
"ATG16L2",1486,8.86955,1347,8.6296,1595,10.0088,9.16931666667,34.88256,34.88256,0.283405550403037
"ATG2A",815,6.28164,812,6.71757,758,6.14219,6.38046666667,8.37926,8.37926,0.786892213956112
"ATG2B",2421,5.02628,2878,6.41332,2753,6.00892,5.81617333333,6.73444,6.73444,0.881275610558748
"ATG3",798,4.71984,926,5.87862,1090,6.7778,5.79208666667,120.47518,120.47518,0.0559133698478158
"ATG4A",599,1.66092,642,1.91072,607,1.76949,1.78037666667,3.78619,3.78619,0.580916484023827
"ATG4B",1791,8.5383,1744,8.92407,1425,7.14215,8.20150666667,55.24107,55.24107,0.163608314469657
"ATG4C",456,0.978839,623,1.43541,605,1.36534,1.259863,17.06887,17.06887,0.125069414966182
"ATG4D",304,5.57628,311,6.12311,252,4.8597,5.51969666667,28.08605,28.08605,0.224152013307754
"ATG5",1139,0.709716,1060,0.708936,1432,0.938084,0.785578666667,28.64467,28.64467,0.0602327051259805
"ATG7",2094,1.28197,2355,1.54751,2476,1.59364,1.47437333333,95.05808,95.05808,0.0257591379437315
"ATG9A",1276,21.5628,1190,21.5845,1011,17.9615,20.3696,32.21361,32.21361,0.643398895814095
"ATG9B",92,1.30765,83,1.26626,76,1.13568,1.23653,9.89994,9.89994,0.205187368003861
"ATIC",822,3.7972,1151,5.707,1019,4.94885,4.81768333333,64.11688,64.11688,0.0893421695469746
"ATL1",5479,9.51846,6282,11.714,4567,8.34131,9.85792333333,47.29628,47.29628,0.224819040583043
"ATL2",823,1.72536,1058,2.3807,1038,2.28778,2.13128,8.75167,8.75167,0.321101924080696
"ATL3",4223,15.4229,4555,17.8556,4823,18.5183,17.2656,14.43095,14.43095,1.18369899455315
"ATM",2731,3.25403,3355,4.29075,3321,4.16013,3.90163666667,23.55504,23.55504,0.199618353978246
"ATMIN",2545,38.6314,2527,41.1717,2419,38.6035,39.4688666667,14.95854,14.95854,2.53587525341917
"ATN1",2419,23.663,2197,23.0677,2413,24.8158,23.8488333333,122.95792,122.95792,0.200461844901076
"ATOH7",3,0.345028,5,0.617225,3,0.362737,0.441663333333,0,0,1.441663333333
"ATOH8",745,3.25052,737,3.45147,663,3.04122,3.24773666667,9.74477,9.74477,0.39533062752111
"ATOX1",566,3.27232,618,3.83502,603,3.66517,3.59083666667,125.68894,125.68894,0.0362370753648266
"ATP10A",197,0.18316,249,0.248487,268,0.261961,0.231202666667,4.81032,4.81032,0.211899287245281
"ATP10B",931,0.5626,1062,0.688835,758,0.481568,0.577667666667,29.63776,29.63776,0.0514942236856415
"ATP10D",821,1.32543,1097,1.90091,1257,2.13348,1.78660666667,6.4241,6.4241,0.375346057659514
"ATP11A",3517,3.1214,4061,3.86857,4270,3.98422,3.65806333333,21.32057,21.32057,0.208689264357048
"ATP11B",1481,2.01932,1785,2.61233,1840,2.63758,2.42307666667,5.2448,5.2448,0.548148326074494
"ATP11C",917,0.731733,1032,0.883901,1262,1.05872,0.891451333333,5.55514,5.55514,0.288544765379992
"ATP12A",7,0.0381166,8,0.0467569,4,0.0228989,0.0359241333333,0,0,1.0359241333333
"ATP13A1",845,7.98857,801,8.12803,865,8.59738,8.23799333333,39.1653,39.1653,0.229999360974025
"ATP13A2",8326,56.0065,7192,51.9269,5214,36.8732,48.2688666667,48.78593,48.78593,0.989614267860418
"ATP13A3",1669,3.04696,1907,3.73681,2608,5.0056,3.92979,17.37921,17.37921,0.26822643628317
"ATP13A4",108,0.0971825,130,0.125559,91,0.0860883,0.102943266667,6.36203,6.36203,0.149815100816894
"ATP13A5",14,0.0235099,15,0.0270368,12,0.0211857,0.0239108,0.12414,0.12414,0.91083921931432
"ATP1A1",33216,154.355,34777,173.462,21878,106.885,144.900666667,162.52666,162.52666,0.892213334920434
"ATP1A2",12751,80.0341,15761,106.183,8703,57.4298,81.2156333333,91.33396,91.33396,0.890415978403829
"ATP1A3",10523,59.463,9948,60.337,5742,34.1121,51.3040333333,90.80638,90.80638,0.569721116694722
"ATP1A4",151,0.745017,234,1.23921,100,0.518713,0.834313333333,0.37241,0.37241,1.33656366051909
"ATP1B1",14668,94.8156,15517,107.661,11917,80.9867,94.4877666667,296.96728,296.96728,0.32046393371346
"ATP1B2",1451,22.7466,1595,26.838,2004,33.0282,27.5376,75.50647,75.50647,0.373008975580758
"ATP1B3",2661,9.21894,3094,11.5053,3070,11.1818,10.6353466667,93.72361,93.72361,0.122834704744678
"ATP1B4",0,0,0,0,3,0.0260334,0.0086778,0.21724,0.21724,0.828659754855246
"ATP2A1",73,0.488528,46,0.330419,51,0.358819,0.392588666667,14.95854,14.95854,0.0872629116865954
"ATP2A2",6565,16.3055,6090,16.2352,6398,16.7064,16.4157,66.35135,66.35135,0.258579820597508
"ATP2A3",96,0.413132,147,0.679009,228,1.03155,0.707897,8.72064,8.72064,0.175697999308688
"ATP2B1",1442,2.07762,1725,2.66766,1814,2.74775,2.49767666667,7.23099,7.23099,0.424939972794281
"ATP2B2",1812,0.824393,2059,1.00548,1185,0.566804,0.798892333333,3.56895,3.56895,0.393721168612701
"ATP2B3",1153,3.08636,1024,2.9421,700,1.96994,2.66613333333,1.45861,1.45861,1.49114065806696
"ATP2B4",7984,11.8685,6813,10.8706,9397,14.686,12.4750333333,10.89304,10.89304,1.13301841524959
"ATP2C1",7230,7.60348,7451,8.41064,6904,7.63331,7.88247666667,57.3514,57.3514,0.152223882660399
"ATP2C2",202,0.368899,166,0.32539,140,0.268795,0.321028,2.11033,2.11033,0.424722778611916
"ATP4A",3,0.0384574,0,0,1,0.0134771,0.0173115,0.58965,0.58965,0.639959425030667
"ATP4B",1,0.0185949,1,0.0199588,1,0.0195493,0.0193676666667,0.12414,0.12414,0.906797789124753
"ATP6AP1",2921,64.8242,2912,69.3645,2649,61.8053,65.3313333333,130.18892,130.18892,0.505616886954325
"ATP6AP1L",282,0.458212,243,0.423803,408,0.696973,0.526329333333,5.83445,5.83445,0.223328773102883
"ATP6AP2",4589,29.1769,4836,33.0026,5295,35.3937,32.5244,54.86865,54.86865,0.600057456194127
"ATP6V0A1",8154,22.3387,6959,20.4633,6186,17.8171,20.2063666667,128.451,128.451,0.16381771223629
"ATP6V0A2",516,1.82468,654,2.48231,735,2.73252,2.34650333333,4.93445,4.93445,0.563911286358466
"ATP6V0A4",17,0.0318428,14,0.0281469,16,0.031508,0.0304992333333,1.52068,1.52068,0.408817951240657
"ATP6V0B",2498,114.57,2663,131.097,2106,101.549,115.738666667,183.28862,183.28862,0.633455645101689
"ATP6V0C",3087,86.0533,3145,94.1005,2583,75.6996,85.2844666667,577.02086,577.02086,0.149275696843709
"ATP6V0D1",3088,12.497,2787,12.1062,2387,10.1559,11.5863666667,79.04438,79.04438,0.157242353138347
"ATP6V0D2",6,0.00628026,7,0.00786439,9,0.00990392,0.00801619,0.49655,0.49655,0.673559981290301
"ATP6V0E1",2474,8.36392,2560,9.28946,2371,8.42713,8.69350333333,258.2675,258.2675,0.0373880387373273
"ATP6V0E2",3442,32.9722,4144,42.6086,2519,25.369,33.6499333333,211.87121,211.87121,0.162774164403444
"ATP6V1A",6949,18.6698,7341,21.1696,5945,16.7922,18.8772,18.65162,18.65162,1.01147895186249
"ATP6V1B1",22,0.130143,28,0.177785,14,0.0870691,0.1316657,0.83793,0.83793,0.615728400972834
"ATP6V1B2",8097,48.0498,8617,54.8863,8133,50.7407,51.2256,44.06872,44.06872,1.15879927364256
"ATP6V1C1",3547,11.919,3834,13.8284,3565,12.5944,12.7806,17.84473,17.84473,0.731270758456078
"ATP6V1C2",1393,3.80178,1078,3.15788,1636,4.69415,3.88460333333,1.55172,1.55172,1.91423954561237
"ATP6V1D",3799,10.0718,3960,11.2687,3543,9.87523,10.4052433333,104.64768,104.64768,0.107955454708518
"ATP6V1E1",4639,22.1344,4662,23.8757,3985,19.9899,22,167.9887,167.9887,0.136103774986138
"ATP6V1E2",190,0.640442,151,0.546315,221,0.783171,0.656642666667,10.4896,10.4896,0.144186278605609
"ATP6V1F",1045,61.0162,1129,70.756,947,58.1322,63.3014666667,204.76436,204.76436,0.312500506242675
"ATP6V1G1",2406,37.8297,2644,44.621,2399,39.6557,40.7021333333,78.36162,78.36162,0.525469784176533
"ATP6V1G2",2852,125.628,2382,112.621,1844,85.3959,107.881633333,119.48208,119.48208,0.903716414366352
"ATP6V1G3",2,0.0197133,0,0,1,0.0103626,0.0100253,0,0,1.0100253
"ATP6V1H",2091,2.85352,2127,3.11555,1821,2.61261,2.86056,98.99944,98.99944,0.0386058161925707
"ATP7A",2715,3.39422,2928,3.92899,2533,3.32923,3.55081333333,1.55172,1.55172,1.78342973889377
"ATP7B",680,1.45422,747,1.71468,663,1.49064,1.55318,0.86896,0.86896,1.36609665268385
"ATP8A1",4499,3.1599,7375,5.55981,3667,2.70774,3.80915,39.66184,39.66184,0.118271824393584
"ATP8A2",6631,1.77163,6621,1.89871,5949,1.671,1.78044666667,21.94125,21.94125,0.121198568808151
"ATP8B1",602,0.670335,592,0.707551,772,0.903755,0.760547,2.48274,2.48274,0.505506296766339
"ATP8B2",923,6.26154,1129,8.2208,1452,10.3558,8.27938,7.5103,7.5103,1.09037049222707
"ATP8B3",86,0.497454,61,0.378726,73,0.443931,0.440037,1.83102,1.83102,0.50866366186039
"ATP8B4",440,0.236822,547,0.316007,882,0.499086,0.350638333333,2.66895,2.66895,0.368126666575723
"ATP9A",9568,9.7251,8713,9.50563,7493,8.00694,9.07922333333,35.1929,35.1929,0.278486204015981
"ATP9B",943,0.533138,1101,0.668122,1215,0.722175,0.641145,53.13073,53.13073,0.0303181760157308
"ATPAF1",2172,9.22531,2441,11.1283,2034,9.0826,9.81207,83.63746,83.63746,0.127745681403955
"ATPAF2",537,1.51799,641,1.94488,523,1.5543,1.67239,29.20328,29.20328,0.0884801253373806
"ATR",1458,1.96344,1836,2.65383,2071,2.9321,2.51645666667,17.06887,17.06887,0.194614088577205
