"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg__TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"HYAL4",0.240483,0.196081,0.976837,0.471133666666667,2,1,4,1.53492,0.635097,0.382799,0.850938666666667,10,5,4,0.794804113804599
"HYDIN",2.517502,1.76973,4.477688,2.92164,87,95,55,5.312784,2.554001,4.220932,4.029239,244,191,198,0.779768072266997
"HYI",8.950657,15.264303,12.292291,12.1690836666667,119,117,70,20.702476,19.38193,20.935267,20.339891,246,333,260,0.617111102707444
"HYKK",0.615837,1.246339,0.835322,0.899166,12,17,7,1.312014,0.203301,0.218254,0.577856333333333,28,17,18,1.2036368330112
"HYLS1",5.789338,4.691129,5.146053,5.20884,100,89,62,3.758916,4.861485,3.357352,3.99258433333333,84,138,103,1.24361244306806
"HYMAI",0.050705,0.023523,0.071616,0.0486146666666667,2,1,2,0,0.076516,0.014379,0.0302983333333333,0,5,1,1.01777769869245
"HYOU1",54.416715,85.134522,76.085426,71.8788876666667,2192,2632,1629,77.789368,75.301846,59.844,70.9784046666667,2869,3749,3323,1.01251046066067
"HYPK",8.446621,7.290628,4.443136,6.726795,254,299,173,8.719065,7.663292,6.402025,7.594794,313,441,403,0.899008748784439
"IAH1",82.30539,90.734632,82.434095,85.158039,204,251,168,97.080025,73.471017,63.425185,77.9920756666667,343,398,390,1.09071749631662
"IAPP",0,0.040693,0,0.0135643333333333,0,1,0,0.036534,0.026602,0,0.0210453333333333,1,1,0,0.992673195052391
"IARS1",160.69475,160.40958,160.476804,160.527044666667,1870,2324,1591,128.090293,139.679194,103.84107,123.870185666667,1960,2864,2346,1.29355973809355
"IARS2",36.369571,35.963295,45.561515,39.298127,1004,1218,775,34.024875,35.23863,30.486962,33.2501556666667,1189,1400,1441,1.17658230205416
"IARS2P1",0.047771,0.066871,0.033446,0.0493626666666667,2,3,1,0.147562,0.044889,0.05679,0.0830803333333333,7,3,4,0.968868729651017
"IBA57",1.494734,1.369123,2.304611,1.72282266666667,139,159,94,0.693681,0.749419,0.711365,0.718155,87,136,141,1.58473634024094
"IBA57.DT",1.7285,2.214142,2.314993,2.08587833333333,6,12,6,1.449591,1.695746,1.255887,1.46707466666667,8,13,11,1.25082486356311
"IBSP",0.053485,0.148308,0,0.0672643333333333,1,3,0,0,0,0,0,0,0,0,1.06726433333333
"IBTK",13.731296,13.479944,14.084604,13.7652813333333,679,776,475,15.645303,14.637013,12.297942,14.1934193333333,905,1060,969,0.971820826463949
"ICA1",72.562986,72.460127,71.274031,72.099048,480,513,392,28.732774,28.621437,33.121956,30.1587223333333,317,441,415,2.34602199724343
"ICA1L",12.950851,14.77787,14.592186,14.106969,709,775,632,13.446186,12.37502,9.465601,11.762269,693,949,732,1.18372124894092
"ICAM1",1.350318,1.15098,2.484935,1.66207766666667,52,43,29,2.180974,1.425697,1.843538,1.81673633333333,71,79,96,0.945092955689025
"ICAM2",0.53665,0.188733,0.729195,0.484859333333333,5,2,5,0.592487,0.641401,0.305674,0.513187333333333,7,8,5,0.981279251170047
"ICAM3",0.764057,0.229452,0.479622,0.491043666666667,6,2,3,0.170795,0.106244,0.243086,0.173375,1,3,2,1.2707307268918
"ICAM4",0.153856,0.13789,0,0.0972486666666667,2,2,0,0.130736,0.14677,0.084683,0.120729666666667,2,3,2,0.979048471100227
"ICAM5",0.665057,1.519337,2.394526,1.52630666666667,15,33,27,2.418047,3.530941,4.226357,3.39178166666667,62,110,191,0.575235031796131
"ICE1",4.926617,5.380147,5.753286,5.35335,493,573,410,4.334355,3.716087,3.107415,3.71928566666667,535,604,592,1.34625247309674
"ICE2",9.186067,8.392045,14.560958,10.7130233333333,195,209,174,11.213553,10.825579,8.528926,10.1893526666667,244,312,270,1.04680080092807
"ICE2P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ICMT",27.0477,40.135853,34.894665,34.0260726666667,983,1067,757,28.695859,24.471561,31.871396,28.346272,1013,1362,1316,1.19354419759575
"ICOS",0,0,0,0,0,0,0,0,0.018957,0,0.006319,0,1,0,0.993720679029214
"ICOSLG",0.419986,0.168483,0.161446,0.249971666666667,7,11,5,0.084628,0.284992,0.290958,0.220192666666667,4,20,19,1.02440516224487
"ID1",9.958856,8.472476,7.439262,8.62353133333333,104,98,53,21.552306,22.005045,35.315712,26.291021,272,391,685,0.352626284422753
"ID2",99.795423,94.426426,81.801347,92.007732,745,763,531,33.032057,54.852803,50.112804,45.9992213333333,329,672,531,1.97892070041671
"ID3",2.111119,3.965832,11.186748,5.75456633333333,17,27,54,9.826039,6.147778,15.111427,10.361748,97,77,198,0.59450062906987
"ID4",29.405198,36.365005,56.121717,40.63064,1387,1860,1887,33.165718,14.500816,13.354921,20.340485,1907,1143,1121,1.95078228072136
"IDE",5.515019,5.597002,5.01885,5.376957,283,282,203,2.896824,4.683087,2.213246,3.26438566666667,169,277,199,1.49539875106668
"IDH1",94.105469,82.90377,97.647057,91.5520986666667,2695,2399,1954,76.383952,80.73702,63.091026,73.4039993333333,2640,3608,3132,1.24391295489412
"IDH1.AS1",0.328593,0.300453,0.925296,0.518114,1,1,2,0.269681,0.528342,0,0.266007666666667,1,3,0,1.19913491835094
"IDH2",19.727685,21.224368,26.496776,22.482943,454,515,412,24.337173,25.786475,22.069389,24.0643456666667,632,942,865,0.936906285617909
"IDH3A",123.018926,98.618556,59.495639,93.7110403333333,914,1048,517,103.779197,71.605781,51.290005,75.5583276666667,1001,995,1020,1.23710957670997
"IDH3B",38.975063,45.822236,44.179026,42.9921083333333,468,549,357,34.50132,37.104386,33.549794,35.0518333333333,525,789,833,1.2202460808743
"IDH3G",33.989582,36.878029,50.96647,40.6113603333333,353,446,323,39.124957,42.819337,39.130855,40.358383,431,706,707,1.00611671238049
"IDI1",101.456855,78.890434,62.951591,81.0996266666667,2324,2016,1139,90.305896,56.839638,54.764314,67.3032826666667,2369,2152,2074,1.20198654385806
"IDI2",0,0.117349,0,0.0391163333333333,0,2,0,0,0.0388,0,0.0129333333333333,0,1,0,1.02584869027248
"IDI2.AS1",2.908113,2.201116,2.180252,2.429827,79,60,42,2.040958,1.191812,1.042524,1.425098,67,53,49,1.41430449408642
"IDNK",0.563636,0.862928,0.384421,0.603661666666667,6,12,3,0.935308,1.029014,1.297459,1.08726033333333,14,20,18,0.768309367574497
"IDO1",0.120013,0.156439,0.320524,0.198992,3,4,5,0.112675,0.13292,0.20561,0.150401666666667,3,3,8,1.04223771117624
"IDO2",0.072095,0.06601,0.101688,0.079931,2,3,4,0.045354,0.065498,0.049321,0.053391,3,6,5,1.02519482319481
"IDS",139.761959,136.575809,126.275182,134.204316666667,10272,11398,7149,145.886596,109.635465,115.021285,123.514448666667,12954,14162,16176,1.08585243009522
"IDUA",24.169649,20.272272,15.729423,20.0571146666667,134,201,128,23.239275,35.038595,41.750785,33.342885,233,380,469,0.613143440531181
"IER2",9.149051,8.577389,10.231307,9.319249,240,281,193,9.93434,10.511963,11.501916,10.6494063333333,364,539,647,0.885817586298175
"IER3",18.457779,22.29342,18.617978,19.7897256666667,253,340,181,34.312073,16.435136,21.449644,24.0656176666667,581,381,545,0.829412063294723
"IER3.AS1",0.315998,0.872058,0.847499,0.678518333333333,1,4,2,0.987687,0.889549,1.192734,1.02332333333333,5,6,8,0.829584824966186
"IER3IP1",13.005321,10.132549,13.123708,12.0871926666667,601,503,448,9.074411,11.254571,9.239184,9.85605533333333,507,860,723,1.20552007748917
"IER5",0.628512,0.906689,1.256916,0.930705666666667,32,51,45,1.471196,0.971705,1.070361,1.17108733333333,91,83,103,0.889280517197066
"IER5L",5.856527,5.073374,4.136113,5.02200466666667,160,163,77,9.593391,9.152571,14.568889,11.1049503333333,329,440,849,0.497482806689748
"IFFO1",7.871403,9.555313,8.498355,8.64169033333333,244,323,181,6.734327,6.364656,6.163984,6.420989,249,335,327,1.29924600795572
"IFFO2",6.128619,9.432974,12.87874,9.480111,305,404,323,7.390836,9.273786,5.966614,7.54374533333333,433,645,575,1.22664131374702
"IFI16",37.655975,20.769966,27.026386,28.484109,864,506,494,65.677368,88.910998,57.643965,70.7441103333333,1695,3144,2499,0.410962082643615
"IFI27",5.068396,8.641362,5.037511,6.24908966666667,34,48,39,7.63327,12.061417,13.287252,10.9939796666667,72,104,85,0.604394026680997
"IFI27L1",55.780039,51.454436,47.185695,51.47339,221,220,145,56.673862,70.718872,67.702952,65.0318953333333,288,511,527,0.794667330615165
"IFI27L2",44.777144,45.746699,41.920701,44.1481813333333,134,152,89,81.265887,71.66234,78.300499,77.076242,297,366,421,0.578257613030777
"IFI30",3.034737,2.751371,1.643863,2.476657,32,32,12,9.957006,11.788548,11.858986,11.2015133333333,131,186,225,0.284936540658618
"IFI35",0.362399,1.192818,1.02965,0.861622333333333,2,3,3,1.974903,0.608741,0.414183,0.999275666666667,10,3,5,0.93114839757799
"IFI44",0.388049,2.800345,1.892492,1.69362866666667,3,18,10,13.71387,25.062763,47.055311,28.610648,123,320,633,0.0909682444864654
"IFI44L",0,0.410678,0.844633,0.418437,0,12,12,0.202449,0,0.021887,0.0747786666666667,18,0,2,1.31974800393011
"IFI6",6.828827,12.285841,4.240387,7.78501833333333,53,106,23,11.563839,3.745352,7.210115,7.50643533333333,110,49,103,1.03274967587285
"IFIH1",0,0.051054,0.077268,0.042774,0,2,1,0.068645,0.033681,0.047884,0.05007,3,2,3,0.993051891778643
"IFIT1",0.404497,0.544099,0.4187,0.455765333333333,23,33,17,1.314163,0.549766,0.674237,0.846055333333333,90,51,66,0.788581635147809
"IFIT1B",0,0,0,0,0,0,0,0.067872,0,0.023451,0.030441,2,0,1,0.970458279513335
"IFIT1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFIT2",0.112908,0.162317,0.22224,0.165821666666667,5,9,7,0.273971,0.229357,0.280431,0.261253,14,18,23,0.924336090115676
"IFIT3",0.92819,1.083419,1.343047,1.11821866666667,29,37,30,1.500503,1.129309,1.513124,1.38097866666667,57,58,83,0.889642018352117
"IFIT5",10.476739,9.992462,11.715847,10.7283493333333,540,548,432,9.794846,11.093943,8.489419,9.792736,614,939,740,1.0866891706916
"IFITM1",0,1.134483,0.684041,0.606174666666667,0,7,3,4.086108,0.14512,0,1.41040933333333,30,1,0,0.666349339282346
"IFITM10",2.519827,5.358807,1.878048,3.25222733333333,119,174,58,1.359025,1.440918,3.393625,2.06452266666667,76,109,159,1.38756595915753
"IFITM2",0.980156,1.968406,3.692873,2.21381166666667,2,11,13,12.000185,2.019344,4.34185,6.12045966666667,45,15,29,0.451348904019726
"IFITM3",2.452903,9.368792,11.385891,7.735862,12,50,42,17.040092,0.914945,2.84702,6.934019,104,8,25,1.10106391224926
"IFITM4P",0,0,0.575118,0.191706,0,0,1,0,0,0.231405,0.077135,0,0,1,1.10636642574979
"IFITM5",0.595835,0.132136,0,0.242657,4,1,0,0.357974,0.085763,0.161101,0.201612666666667,3,1,2,1.03415770694827
"IFITM9P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNA10",0.099595,0,0,0.0331983333333333,1,0,0,0.08257,0,0,0.0275233333333333,1,0,0,1.00552298893456
"IFNA11P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNA13",0.184495,0.169054,0,0.117849666666667,1,1,0,0,0,0,0,0,0,0,1.11784966666667
"IFNA14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNA16",0,0,0,0,0,0,0,0.172754,0,0,0.0575846666666667,2,0,0,0.945550773870272
"IFNA17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNA20P",0,0.237249,0,0.079083,0,1,0,0.213471,0,0.587311,0.266927333333333,1,0,4,0.851732354026093
"IFNA21",0.096367,0,0,0.0321223333333333,1,0,0,0,0,0.05586,0.01862,0,0,1,1.01325551563226
"IFNA4",0,0.089706,0,0.029902,0,1,0,0,0,0.055749,0.018583,0,0,1,1.01111249647795
"IFNA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNAR1",19.366391,23.650216,20.390295,21.135634,1259,1421,921,26.410967,18.479972,16.733028,20.5413223333333,1567,1901,1656,1.02758937717333
"IFNAR2",14.353038,10.881525,11.731123,12.3218953333333,260,215,150,12.198977,16.523331,12.759212,13.8271733333333,287,471,348,0.89847842429845
"IFNAR2.1",0.376977,1.105271,2.167435,1.216561,3,13,11,0.802068,0.373579,2.28262,1.15275566666667,17,7,66,1.02963891087191
"IFNB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNG.AS1",0.428636,0.141529,0.152004,0.240723,6,2,1,0.024937,0,0.061794,0.0289103333333333,1,0,1,1.20586115213797
"IFNGR1",14.847517,15.032102,16.307109,15.395576,317,337,241,17.265082,15.059168,13.355197,15.2264823333333,415,517,459,1.01042084557781
"IFNGR2",30.702918,29.102023,33.673893,31.1596113333333,515,556,380,32.35506,36.566238,34.703899,34.5417323333333,686,1014,1052,0.904840851079506
"IFNK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNL2",0,0.091238,0,0.0304126666666667,0,1,0,0,0,0,0,0,0,0,1.03041266666667
"IFNL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNL4",0.125985,0.055741,0,0.0605753333333333,2,1,0,0.118823,0.110209,0.142978,0.124003333333333,2,3,5,0.943569562367846
"IFNL4P1",0,0.258936,0,0.086312,0,1,0,0,0.340354,0.139602,0.159985333333333,0,2,1,0.93648770271808
"IFNLR1",0.871348,0.98405,1.553376,1.136258,54,66,59,1.773429,2.349173,2.306709,2.14310366666667,107,185,203,0.679665142023632
"IFNNP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNW1",0.136643,0,0.254277,0.130306666666667,3,0,4,0.259162,0.055091,0.081171,0.131808,7,2,3,0.998673508816572
"IFNWP18",0,0.560269,0,0.186756333333333,0,3,0,0,0,0,0,0,0,0,1.18675633333333
"IFNWP19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFNWP5",0.206519,0,0,0.0688396666666667,1,0,0,0,0,0,0,0,0,0,1.06883966666667
"IFNWP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IFRD1",55.959412,66.542577,55.709859,59.4039493333333,636,701,448,42.820622,51.494791,40.285394,44.8669356666667,600,931,663,1.31693884615081
"IFRD2",9.905528,13.928077,17.32232,13.7186416666667,80,106,85,11.24618,10.203336,11.599435,11.016317,112,130,159,1.22488793085824
"IFT122",24.159826,35.019107,35.61255,31.597161,267,297,239,22.433555,26.699094,22.523791,23.88548,354,515,445,1.30988676931287
"IFT140",11.104076,10.809069,12.168793,11.360646,369,375,255,21.586863,26.754712,12.497957,20.279844,765,1076,868,0.580861683008578
"IFT172",15.730313,20.934255,18.480054,18.3815406666667,409,487,314,38.191918,23.066515,22.347485,27.8686393333333,881,885,788,0.67137007888999
"IFT20",24.386065,27.070598,30.548952,27.335205,216,269,204,33.85456,33.479642,31.184752,32.8396513333333,358,510,498,0.837337380367414
"IFT22",16.517453,21.238637,16.543676,18.099922,365,458,264,24.670854,19.45547,20.549446,21.55859,538,759,688,0.846680665768561
"IFT27",46.410031,38.896033,53.425676,46.2439133333333,567,541,418,42.944345,44.285465,31.158401,39.462737,720,950,779,1.16759064848563
"IFT43",17.916698,16.782304,15.069566,16.5895226666667,131,132,90,20.609599,21.291908,20.721316,20.8742743333333,182,257,270,0.804119140074178
"IFT46",14.173227,15.591197,14.71934,14.8279213333333,180,217,158,19.899224,18.014983,14.109178,17.3411283333333,282,377,374,0.862974242678817
"IFT52",184.152457,120.972037,142.906784,149.343759333333,389,360,310,162.79039,168.024032,113.105129,147.973183666667,453,671,602,1.00920015020779
"IFT57",52.347117,40.249727,35.660821,42.752555,453,424,271,60.359985,35.6074,28.809515,41.5923,714,585,578,1.02724095669875
"IFT74",4.345328,4.877459,4.130061,4.45094933333333,97,100,77,4.776316,3.627018,3.80778,4.07037133333333,118,106,121,1.07505919684778
"IFT74.AS1",0.452563,0,0,0.150854333333333,1,0,0,0,0,0,0,0,0,0,1.15085433333333
"IFT80",32.344386,21.451406,22.065539,25.2871103333333,443,486,384,28.981493,27.581709,25.917021,27.4934076666667,596,784,738,0.92256814772231
"IFT81",21.424874,18.298489,23.640566,21.1213096666667,401,376,315,23.794067,24.001127,15.584088,21.1264273333333,563,731,591,0.999768707953183
"IFT88",8.737876,6.386033,6.474616,7.19950833333333,167,194,106,7.428507,7.676021,4.930944,6.67849066666667,222,290,247,1.06785417724456
"IFTAP",25.117611,27.914869,19.455089,24.162523,125,160,91,36.002509,32.288398,36.290815,34.860574,245,277,324,0.701676526427045
"IGBP1",20.932139,23.716961,21.976045,22.2083816666667,427,531,318,21.733887,22.724281,23.167782,22.5419833333333,540,768,832,0.985829500346544
"IGBP1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGBP1P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGDCC3",6.392328,5.046018,11.098856,7.51240066666667,240,171,251,4.781509,6.496198,3.723296,5.00033433333333,139,354,225,1.41865439386905
"IGDCC4",9.979254,12.102669,12.58444,11.5554543333333,501,653,444,16.976571,16.11453,13.309904,15.4670016666667,981,1186,1035,0.762461472190697
"IGF1",0.145486,0.21189,0,0.119125333333333,4,22,0,0.508958,0.006284,0,0.171747333333333,23,1,0,0.955091000847168
"IGF1R",29.602777,17.699862,22.876561,23.3930666666667,1426,1422,1213,11.711237,6.479124,10.308584,9.49964833333333,1237,1686,1503,2.32322701601593
"IGF2",0.100414,0.135459,0.149103,0.128325333333333,6,9,5,0.424634,0.040655,0.05522,0.173503,26,4,6,0.961501873734736
"IGF2.AS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGF2BP1",5.921973,6.711771,7.141422,6.591722,561,612,451,7.397183,8.399694,6.505375,7.434084,1003,1445,1216,0.900124068007859
"IGF2BP2",34.120842,33.788998,37.778433,35.2294243333333,494,570,471,31.05205,27.507447,20.930586,26.4966943333333,546,922,720,1.31759199466438
"IGF2BP2.AS1",0.05767,0.128131,0.139048,0.108283,1,3,2,0.127626,0.033662,0.087059,0.0827823333333333,3,1,3,1.02355105535215
"IGF2BP3",23.475635,23.635778,29.840017,25.6504766666667,512,541,402,20.505105,23.176225,13.480101,19.0538103333333,587,818,637,1.32894827584803
"IGF2R",27.099147,29.315581,34.429029,30.2812523333333,1401,1877,1134,35.567419,33.742012,21.667675,30.325702,2079,2127,1725,0.99858104802674
"IGFALS",0.213471,0.250087,0.188902,0.217486666666667,5,4,3,0.300071,0,0.158131,0.152734,3,0,6,1.05617312117684
"IGFBP1",0,0,0,0,0,0,0,0.059468,0.113606,0.076988,0.083354,1,3,2,0.923059313945396
"IGFBP2",37.062904,46.026565,43.163572,42.084347,317,469,258,71.182558,76.346572,92.015255,79.8481283333333,791,1214,1587,0.532904692887448
"IGFBP3",1.083673,2.448259,1.225098,1.58567666666667,26,72,24,18.160051,0.416012,0.353822,6.30996166666667,622,20,17,0.353719593148801
"IGFBP4",1.721309,3.611206,4.824571,3.38569533333333,41,98,80,4.464675,0.70617,1.167384,2.112743,132,29,55,1.40894874177962
"IGFBP5",38.247012,49.198444,30.296608,39.2473546666667,3228,4553,1814,144.690797,602.01429,268.056898,338.253995,14952,84195,39692,0.118634873162412
"IGFBP6",1.40977,3.110258,1.98085,2.16695933333333,9,18,7,12.126553,5.882625,16.333369,11.4475156666667,89,67,202,0.254425012841251
"IGFBP7",12.875368,29.639595,13.967775,18.8275793333333,147,382,116,54.738902,0.451207,1.696649,18.9622526666667,773,11,40,0.993253600403615
"IGFBP7.AS1",0,0.116896,0,0.0389653333333333,0,1,0,0,0,0,0,0,0,0,1.03896533333333
"IGFBPL1",15.905938,14.027171,11.110382,13.6811636666667,692,673,340,9.229766,5.467264,6.09614,6.93105666666667,488,396,488,1.85109806721845
"IGFL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGFL1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGFL2",1.458293,0,0.485036,0.647776333333333,10,0,2,0.46417,0.025688,0.048936,0.179598,3,1,2,1.39689651333194
"IGFL2.AS1",1.635985,1.378667,1.847213,1.62062166666667,5,6,5,1.302575,1.264733,1.007404,1.19157066666667,9,9,8,1.19577329014564
"IGFL3",0.645532,0.589533,0,0.411688333333333,4,4,0,0.260273,0.096561,0.182009,0.179614333333333,2,1,2,1.19673718218073
"IGFL4",4.521247,4.177417,5.254118,4.65092733333333,36,44,47,2.35826,2.485681,3.936784,2.92690833333333,36,43,77,1.43902705478653
"IGFLR1",1.747028,3.565507,14.11854,6.477025,9,19,20,10.57859,10.355728,9.878232,10.27085,24,40,42,0.663394952465874
"IGFN1",0.160204,0.204644,0,0.121616,19,29,0,0.23306,0.124039,0.408493,0.255197333333333,32,28,52,0.893577424213776
"IGHA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD1.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD1.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD1.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD1.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD2.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD2.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD2.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD3.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD3.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD3.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD3.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD4.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD4.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD4.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD5.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD5.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD5.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD6.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD6.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD6.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHD7.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHEP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHEP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHJ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHJ1P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHJ2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHJ2P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHJ3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHJ3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHJ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHJ5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHJ6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHMBP2",207.868114,194.680008,154.940447,185.829523,260,317,245,138.217453,176.984346,128.142293,147.781364,277,415,406,1.25573202165293
"IGHV1.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.69.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1.69D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1OR15.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV1OR21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV2.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV2.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV2.70D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV2OR16.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV3.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV3.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV3.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV3.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV3.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV3.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV3.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGHV3.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
