"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg__TPM","FoldChange"
"LINC00652",1.006382,0.832495,1.100554,39,39,35,39.5188103333333,0.465594,0.525494,0.389998,24,16,18,13.263566,2.84072092023364
"LINC00654",1.128506,1.253246,1.131007,94,114,67,2.80442633333333,0.113616,0.053238,0.172451,5,4,8,4.87194966666667,0.647898321562588
"LINC00656",0,0,0,0,0,0,0.469341666666667,0,0,0,0,0,0,0.740469,0.844221682010232
"LINC00658",0,0,0,0,0,0,10.484958,0,0,0.069356,0,0,1,25.7120286666667,0.429954540080732
"LINC00659",0,0,0,0,0,0,1.49359,0,0,0,0,0,0,24.545249,0.0976146288493802
"LINC00661",0,0,0,0,0,0,0.141527333333333,0,0,0,0,0,0,0.256565666666667,0.908450201700561
"LINC00662",26.561052,33.782676,40.421821,1048,1221,934,20.1302123333333,15.139193,18.210747,15.300888,500,446,440,15.022674,1.31876940973356
"LINC00664",0.187123,0.270227,0.184906,6,10,5,0.0622406666666667,0.154589,0.409198,0.274469,7,11,9,0.167052666666667,0.910190856853647
"LINC00665",59.186304,53.66089,49.725122,431,480,328,4.835237,35.638486,25.875181,37.357138,389,304,322,3.34701866666667,1.34235379404858
"LINC00667",17.184679,15.100665,19.141419,889,946,762,44.1337323333333,10.884445,10.943463,10.505244,609,497,506,91.1790456666667,0.489631152144314
"LINC00668",0.069931,0.145382,0.334376,2,2,4,2.07282433333333,0.404166,0.231701,0.263752,8,4,2,0.214444,2.53023139258239
"LINC00670",0.291417,0.643185,0.994986,5,19,18,0.0921043333333333,0.192997,0.402473,0.136483,8,14,5,0.330878,0.82058936531623
"LINC00671",0.041064,0.242676,0.174765,1,2,3,4.21788833333333,0.035151,0.341276,0.259141,1,2,2,4.66740433333333,0.920683972139391
"LINC00672",4.342173,5.420707,5.65385,211,285,196,0.031305,1.401037,1.194849,1.030237,78,54,51,0.0135543333333333,1.0175132857538
"LINC00676",0,0,0,0,0,0,2.50834066666667,0,0,0,0,0,0,2.36437266666667,1.04279193010525
"LINC00677",0.897455,0.82355,1.270486,3,1,1,46.9587946666667,0,0,0,0,0,0,3.76922933333333,10.0558793286518
"LINC00678",0.776139,0,0,6,0,0,23.5376386666667,0.110938,0,0.333809,1,0,3,19.253203,1.21154360950545
"LINC00680.GUSBP4",2.819697,0.83153,1.529952,14,5,5,0,0,0.31851,0.876376,0,2,5,0.05766,0.945483425675548
"LINC00681",0,0,0,0,0,0,6.48061,0,0,0,0,0,0,8.533695,0.784649603327986
"LINC00682",5.732896,11.542433,12.566185,61,131,101,20.3306196666667,0.413667,1.086492,0,5,9,0,14.23625,1.39999144583914
"LINC00687",0.115353,0.30739,0,1,3,0,2.17348066666667,0.134616,0.214211,0.329712,1,1,2,1.03428866666667,1.55999525468853
"LINC00689",0.019661,0.036562,0,1,2,0,2.064399,0.057772,0.08408,0.038229,4,4,2,2.734418,0.820582752118268
"LINC00690",0,0,0,0,0,0,0.526543666666667,0,0,0,0,0,0,0.315930333333333,1.16004899955443
"LINC00691",0.03686,0,0.079794,1,0,2,2.420091,0,0.046855,0,0,1,0,3.69244766666667,0.728850110422116
"LINC00692",0,0.096266,0.140646,0,1,1,5.97199233333333,0,0,0,0,0,0,3.43408133333333,1.57236455743858
"LINC00698",0.30154,0.343367,0.084815,3,2,1,5.78607966666667,0.205023,0,0,1,0,0,6.43187033333333,0.913105229544954
"LINC00703",0,0,0,0,0,0,2.17678233333333,0.09924,0.123001,0,2,2,0,4.38935966666667,0.589454504768315
"LINC00705",0.073399,0.14623,0,1,2,0,36.7272716666667,0.14966,0.233388,0.085433,2,3,1,7.453828,4.46274417538027
"LINC00706",0,0,0,0,0,0,8.09559166666667,0,0,0,0,0,0,5.51855766666667,1.39533806890717
"LINC00707",0.313475,0.08168,0.220398,8,2,3,44.0078996666667,0.326139,0.334645,0.096971,6,10,4,6.742204,5.81331874833919
"LINC00708",0,0,0,0,0,0,4.40489266666667,0,0,0,0,0,0,13.4369073333333,0.374380228526322
"LINC00710",0.09265,0.268982,0.376287,1,3,3,3.769693,0.107479,0.438147,0.285248,1,3,3,4.053078,0.94391834046496
"LINC00836",0.762606,1.1598,0.968208,15,21,14,1.703421,1.055663,1.038054,1.367071,20,12,17,0.062065,2.54543836770819
"LINC00837",0.101576,0,0.143246,1,0,1,17.106458,0.088996,0,0.439032,1,0,3,5.530231,2.77271324705053
"LINC00838",0,0.09742,0.049518,0,3,1,0.0937866666666667,0,0.08186,0.260025,0,2,1,4.93889366666667,0.184173472040051
"LINC00839",1.284943,0.619342,0.388025,50,22,11,26.225482,5.636878,5.962622,4.516394,262,218,192,18.0764503333333,1.42717756837746
"LINC00842",0.149562,0.130715,0.177662,6,5,5,1.427246,0.023075,0,0.052145,1,0,2,2.68184433333333,0.65924731744498
"LINC00843",3.843444,3.203051,3.752279,94,73,80,36.0262773333333,6.629332,5.263218,3.849605,131,110,96,41.314236,0.875031214868994
"LINC00845",0.158461,0,0,1,0,0,24.8437623333333,0,0,0,0,0,0,19.015437,1.29119151049929
"LINC00847",8.345283,5.693259,7.351389,97,116,94,29.016965,5.605093,4.38669,5.570709,115,75,108,8.799342,3.06316128164524
"LINC00850",0,0,0,0,0,0,2.86920766666667,0,0.354012,0,0,2,0,3.06332966666667,0.95222587977725
"LINC00851",0,0,0,0,0,0,55.0903763333333,0,0,0,0,0,0,11.4886373333333,4.49131276985864
"LINC00852",0.196264,0.359631,0.184182,3,6,2,0.651272333333333,0.168509,0.346805,0.19012,3,5,3,1.19515766666667,0.752234046058651
"LINC00853",0,0,0,0,0,0,78.8558556666667,0.14564,0,0,1,0,0,49.335163,1.58648250859278
"LINC00857",0.268157,0.271093,0.156261,7,8,3,0.672257,0.063543,0.196699,0.035853,2,5,1,2.02264633333333,0.55324269384697
"LINC00858",0,0.077462,0,0,1,0,7.647415,0.174716,0.457554,0.139574,4,6,3,11.307118,0.702635255467608
"LINC00861",0.015086,0.195592,0.020674,1,2,1,0.208764333333333,0.052935,0,0.220951,1,0,2,2.76262966666667,0.321255196609393
"LINC00862",0.076709,0.074695,0.449216,1,1,5,1.18768866666667,0.158045,0.684925,0.244108,3,9,4,4.53764766666667,0.395057395911128
"LINC00863",14.224002,13.065575,16.54016,441,410,344,15.090349,7.097476,6.958719,8.102471,254,195,229,21.8998963333333,0.702638508305329
"LINC00865",0.255924,0.446183,0.471527,13,22,17,25.8300896666667,0,0,0,0,0,0,38.3007903333333,0.682685753622376
"LINC00866",0.413671,0.377675,1.747329,1,1,3,0.103243,0,0,0,0,0,0,0.103065333333333,1.00016106631339
"LINC00867",0,0,0.35201,0,0,2,22.89134,0,0.181398,0.331567,0,2,3,8.696319,2.4639597769009
"LINC00868",0,0.10553,0.476771,0,1,1,0.0868813333333333,0.478555,1.619354,0,3,5,0,0.113,0.976533093740641
"LINC00869",36.046575,39.597186,35.833262,217,248,152,27.529611,11.94458,13.57102,18.044924,124,105,128,26.6966123333333,1.03007583225852
"LINC00870",0,0,0,0,0,0,25.3146233333333,0.01164,0.04553,0.356116,1,2,3,8.98127333333333,2.63639943066716
"LINC00871",0,0.814263,1.25072,0,2,2,3.78147566666667,0.588052,1.095642,0.46105,2,3,2,1.568806,1.86136114080498
"LINC00877",9.601728,1.751043,1.168413,35,37,21,5.42925066666667,0.405267,4.963315,0.283746,13,10,6,0.501590333333333,4.2816276343459
"LINC00879",0,0,0.296352,0,0,1,22.1472713333333,0.456165,0.406976,0.163923,2,2,1,10.885299,1.94755481821142
"LINC00880",0.042718,0.10289,0.068454,1,3,1,48.1107826666667,0.108036,0.005707,0.041423,3,0,1,29.6202316666667,1.60386711639837
"LINC00885",0,0,0,0,0,0,0.259472,0,0,0,0,0,0,0.0309696666666667,1.22163826999113
"LINC00886",0.16767,0.243028,0.549676,7,11,8,0,0.834626,0.770137,1.177779,19,6,13,0,1
"LINC00887",0.267249,0.172552,0,5,4,0,4.06698366666667,0.555389,0.12587,0.164655,14,2,2,1.89361466666667,1.75109136853513
"LINC00888",15.581877,18.41954,20.329655,218,278,195,0.0712243333333333,14.547566,13.855817,13.159456,190,182,166,0,1.07122433333333
"LINC00892",0,0,0,0,0,0,2.57958666666667,0.217891,0,0,1,0,0,2.58193366666667,0.999344767318881
"LINC00893",15.583835,17.057789,8.363759,67,61,33,0,32.65381,16.798613,5.577755,104,67,40,0,1
"LINC00894",4.439313,6.034101,8.614429,40,68,35,0.211361333333333,25.641565,9.094722,19.438024,140,92,81,0.373262666666667,0.882104613149997
"LINC00896",0,0,0,0,0,0,0.015091,0,0.039702,0.036702,0,1,1,0,1.015091
"LINC00898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00901",0,0,0,0,0,0,0.135731333333333,0,0,0,0,0,0,0,1.13573133333333
"LINC00905",0,0,0,0,0,0,1.13569766666667,0,0,0,0,0,0,0.885677,1.13258933882455
"LINC00906",0.039403,0.034557,0,1,1,0,0.0121913333333333,0.089169,0.039534,0,3,1,0,0.0167986666666667,0.995468785036435
"LINC00907",0.89063,0.606638,2.108803,15,7,17,6.69241333333333,0.868553,0.771306,0.850176,9,19,11,6.53293,1.02117148749999
"LINC00908",0.159076,3.681733,0.131897,3,24,3,4.7242,1.654884,1.821478,2.753937,18,15,16,1.752017,2.0800016860361
"LINC00909",6.335018,11.115504,10.275313,125,187,130,19.699952,5.940874,5.3835,4.545724,131,75,96,21.5870253333333,0.916453215707496
"LINC00910",1.462883,1.491774,2.143811,28,35,27,18.195326,1.055451,1.698458,1.2898,34,41,38,16.743838,1.08180236992696
"LINC00911",0,0,0,0,0,0,0.0163693333333333,0,0,0,0,0,0,0,1.01636933333333
"LINC00917",0,0,0,0,0,0,49.1257543333333,0,0,0,0,0,0,21.4559783333333,2.23217860247609
"LINC00919",0,0,0,0,0,0,91.1271296666667,0,0,0,0,0,0,9.01583033333333,9.1981519854686
"LINC00921",0.065951,0.030841,0.187621,2,1,4,0.495341,3.364964,0.109023,3.812076,7,3,6,0.242956,1.20305223998275
"LINC00922",0.362666,0.303425,0,5,5,0,0,0.434637,0.13914,0,7,2,0,0,1
"LINC00923",2.194231,2.126346,2.981373,71,66,49,21.2406393333333,1.439416,1.537046,1.531393,42,38,43,51.519409,0.423474668828306
"LINC00924",0.06938,0,0.159751,2,0,2,9.840751,0.03839,0.263877,0.081056,1,5,2,9.64108233333333,1.01876394340463
"LINC00926",1.939415,1.993175,2.289889,34,32,29,17.7054283333333,2.675267,3.678564,1.738904,57,55,33,8.04910866666667,2.06710174696396
"LINC00927",0,0.024999,0,0,1,0,11.4535383333333,0,0.060825,0.069397,0,2,2,9.202962,1.2205806836616
"LINC00928",0,0.11128,0,0,1,0,0,0.055746,0.069338,0,1,1,0,0,1
"LINC00929",0.07172,0,0.432353,1,0,3,102.308630666667,0,0.078517,0.11352,0,1,1,95.5333446666667,1.07018596551684
"LINC00934",0.069744,0,0.049264,2,0,1,0.304253666666667,0.030051,0.124873,0.113357,1,1,1,0.770342,0.736724128256951
"LINC00937",8.791078,4.74601,5.254211,56,51,31,3.56459566666667,3.695501,3.685705,3.078835,25,22,23,1.985256,1.52904664345928
"LINC00939",0.108612,0.211151,0.130137,5,11,4,44.372895,0.280102,0.225169,0.202584,18,13,12,83.9739903333333,0.533962155031353
"LINC00940",0.033318,0,0.093786,1,0,2,1.71679966666667,0.085168,0.035132,0.064452,3,1,2,3.295926,0.632413050566203
"LINC00942",0.036042,0.065884,0.101417,1,2,2,0.06343,0.092471,0.156147,0.04465,3,4,1,0,1.06343
"LINC00943",0,0.23845,0.117732,0,3,1,2.10066266666667,0.23086,0.103424,0.316518,3,1,1,3.17155666666667,0.743286718706926
"LINC00945",0,0,0,0,0,0,3.757762,0,0,0,0,0,0,8.53360133333333,0.499051914764354
"LINC00954",0.108746,0.296037,0.403726,4,7,5,18.4280073333333,0.286307,0.918345,0.429359,10,15,12,24.016213,0.776616641908723
"LINC00958",0.637613,0.457909,0.516484,8,5,4,33.4776306666667,0.57129,0.629608,0.580843,7,8,8,15.417169,2.10009598284982
"LINC00960",3.245448,2.94418,4.228314,63,64,51,0.558313666666667,6.620136,6.475413,7.436882,124,116,126,0.0131783333333333,1.53804479961573
"LINC00964",0.352196,0.389131,0.772699,7,7,10,0.0723193333333333,0.201017,0.296003,0.628926,4,4,10,0,1.07231933333333
"LINC00967",2.941656,0.244135,0.171161,4,3,2,7.088444,2.523723,3.134753,5.718113,3,4,3,15.752344,0.48282461248408
"LINC00968",0,0,0,0,0,0,51.544672,1.204517,0.976936,0.456164,12,15,12,38.0742163333333,1.3447402643153
"LINC00970",0.337598,0.20152,0.456561,4,3,4,0.00548233333333333,0.292778,0.528346,0.216784,4,6,3,0,1.00548233333333
"LINC00971",0.233957,0,0.927138,3,0,2,7.46684566666667,0.137993,0.011473,0.604286,3,1,2,3.57689833333333,1.84990905413018
"LINC00972",0,0,0,0,0,0,63.9081103333333,0,0,0,0,0,0,35.0838963333333,1.79881101901329
"LINC00974",0,0,0,0,0,0,30.9739233333333,0,0,0,0,0,0,20.7075176666667,1.47294240752509
"LINC00987",0.237622,4.915165,15.234563,7,1,5,17.6576036666667,0,0,5.266282,0,0,5,28.9981633333333,0.621958199885349
"LINC00989",0.074711,0,0.180393,1,0,0,211.791545,0.060759,0,0,1,0,0,40.5626203333333,5.11978174844141
"LINC00993",0,0,0,0,0,0,1.197545,0,0,0,0,0,0,0.818694333333333,1.20830914778972
"LINC00994",0.113039,0.103966,0,3,3,0,5.88234166666667,0.065082,0.161513,0.036675,2,4,1,2.03163566666667,2.27017439540613
"LINC00996",0.39806,0,0.303457,6,0,1,0.336808666666667,0.284719,0.049021,0.304267,4,1,4,0.049115,1.27422510083896
"LINC01003",4.500935,6.467657,6.836531,68,117,69,0,3.529861,2.06026,3.751621,70,30,60,0,1
"LINC01005",0,0,0,0,0,0,58.292907,0,0.028778,0,0,1,0,15.9789203333333,3.49214825418522
"LINC01006",12.723285,8.623854,7.638808,137,171,104,62.3594296666667,6.245921,6.481571,7.98619,107,93,90,49.0014933333333,1.26715074776433
"LINC01007",0,0,0,0,0,0,42.6184986666667,0,0,0,0,0,0,21.053806,1.97782181754327
"LINC01010",0,0.157079,0,0,4,0,0.188166333333333,0.059212,0.050192,0.038682,1,1,1,5.848718,0.173487407910989
"LINC01012",8.169172,8.218838,9.190839,87,96,72,45.713753,2.382968,2.805619,2.356828,39,35,28,60.128042,0.764195146312718
"LINC01013",0.700206,1.51774,1.972391,8,18,10,93.7487396666667,5.163371,5.984754,3.978485,49,49,34,76.222232,1.22696194104655
"LINC01014",0.479196,0.819416,1.258636,2,2,1,0.115839333333333,1.533401,1.90466,2.605723,6,4,9,0.312931,0.849884215799104
"LINC01015",0,0,0,0,0,0,0.540018333333333,0,0,0,0,0,0,1.25971633333333,0.681509581807392
"LINC01016",0.096711,0.155527,0.336189,4,7,10,0.0522203333333333,0.147066,0.324132,0.141614,7,13,6,0,1.05222033333333
"LINC01017",0,0,0,0,0,0,14.8435063333333,0,0,0,0,0,0,6.34270233333333,2.15772145105342
"LINC01018",0.971081,1.508034,1.025181,23,33,20,2.19887266666667,0.75192,0.609251,0.418589,11,7,4,420.217201666667,0.00759435429989423
"LINC01019",0,0,0,0,0,0,0.0530993333333333,0.020349,0,0,1,0,0,0.225518666666667,0.859309092531162
"LINC01020",0.311623,0,0,2,0,0,120.404516,0.174652,0,0,4,0,0,114.533466666667,1.05081687153275
"LINC01023",0.755078,0.692342,1.595169,2,2,3,0.117192666666667,0.647801,0,1.100813,2,0,3,0.105725666666667,1.01037056509194
"LINC01028",0,0,0,0,0,0,14.0488186666667,0,0,0,0,0,0,15.9409943333333,0.888307874411858
"LINC01029",0,0,0,0,0,0,9.41925066666667,0,0,0,0,0,0,6.95533433333333,1.30971876606234
"LINC01030",0,0.133771,0,0,1,0,15.6959726666667,0,0.156234,0,0,1,0,7.98115933333333,1.8589997178538
"LINC01031",0,0,0.18452,0,0,2,92.2973576666667,0.171191,0.188141,0,3,2,0,57.4550656666667,1.59605256794482
"LINC01033",0,0.452685,0.984477,0,1,1,4.549615,0,0,0,0,0,0,6.004579,0.792283876018816
"LINC01036",0.255132,0.232519,0.379594,7,4,6,33.4253556666667,0.840213,1.341074,0.790002,17,26,15,60.6052136666667,0.558805880504454
"LINC01038",0,0,0,0,0,0,28.6571183333333,0,0,0,0,0,0,22.486231,1.26274489650269
"LINC01040",0,0,0,0,0,0,17.9242226666667,0,0,0,0,0,0,13.2522426666667,1.32780665536427
"LINC01043",0,0,0,0,0,0,34.390806,0,0.03424,0,0,3,0,8.66971433333333,3.65996396377515
"LINC01044",0.183528,0.227793,0,1,1,0,16.6813193333333,0.152515,0,0.275108,1,0,2,26.661889,0.639194211694412
"LINC01047",0,0.123125,0,0,1,0,12.3218953333333,0.140954,0.157363,0.155333,1,1,1,8.69568233333333,1.37400286801201
"LINC01048",0,0,0,0,0,0,14.2446026666667,0.238322,0,0,1,0,0,13.7552716666667,1.03316313051053
"LINC01053",0,0,0,0,0,0,31.1596113333333,0,0,0,0,0,0,28.666281,1.08404593529379
"LINC01056",0,0,0,0,0,0,35.4704876666667,0,0,0,0,0,0,40.7615336666667,0.873303359923699
"LINC01058",0,0,0,0,0,0,87.413109,0,0,0,0,0,0,111.660316,0.784775972046803
"LINC01060",2.48236,2.9651,2.231864,14,18,11,16.8912803333333,1.049684,4.345459,2.935334,11,24,13,18.140997,0.934709949190909
"LINC01063",1.426258,1.948112,2.008732,2,3,2,89.385805,0.607611,0,0.691099,1,0,1,33.6893183333333,2.60558031528533
"LINC01068",0,0,0.998114,0,0,2,0.222591333333333,0.082663,0,0,1,0,0,0.0807593333333333,1.13123365732365
"LINC01070",0,0,0,0,0,0,16.19348,0,0,0,0,0,0,3.68794333333333,3.66759552696527
"LINC01072",0,0,0,0,0,0,0.321759333333333,0,0,0,0,0,0,0.244335,1.06222145429754
"LINC01074",0,0,0,0,0,0,39.0939746666667,0,0,0,0,0,0,139.461582666667,0.285444417651301
"LINC01082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01085",0.122824,0,0.056389,1,0,1,0,0,0,0,0,0,0,0.040372,0.961194649606102
"LINC01087",0.150744,0.046759,0.093772,7,2,3,0,0.059102,0.126213,0.067313,3,5,3,0,1
"LINC01088",2.00588,1.455881,3.01826,29,23,28,0.263513,1.189369,2.067097,1.889175,27,30,28,0.201771333333333,1.05137555286447
"LINC01089",23.573629,19.105755,35.801344,237,195,241,232.130027666667,32.562565,31.500937,30.962122,379,283,358,141.503224666667,1.63596317354914
"LINC01090",0,0.206044,0.160076,0,1,1,41.113778,0.371199,0.755646,0,2,3,0,90.8188586666667,0.458661527833701
"LINC01091",0.113218,0.014361,0.409326,2,1,4,55.521411,0.612357,1.026638,0.562299,6,12,8,46.134571,1.19914979177386
"LINC01093",0,0,0,0,0,0,3.100916,0,0,0,0,0,0,3.00377033333333,1.02426354625236
"LINC01095",0,0,0,0,0,0,53.7601763333333,0,0,0,0,0,0,88.2946953333333,0.613252289275594
"LINC01097",0.105663,0,0,1,0,0,0.0138106666666667,0,0,0,0,0,0,0.23632,0.820022863552047
"LINC01098",0.090209,0,0.254671,1,0,2,9.857464,0,0,0.087863,0,0,1,3.93115,2.20181174776675
"LINC01099",0.562677,0.147964,0.798356,4,1,4,2.14316066666667,0.247433,0.104559,0.106265,2,1,1,24.3073686666667,0.12419942618557
"LINC01101",0,0,0,0,0,0,6.591722,0,0,0,0,0,0,14.9229683333333,0.476778063051686
"LINC01102",0.46686,0.320392,0.937019,6,6,9,0.090787,0.122331,0.346384,0.068062,2,5,1,0.05251,1.03636735042897
"LINC01103",0.058433,0,0,1,0,0,10.2180526666667,0,0,0,0,0,0,5.58645133333333,1.7032013293552
"LINC01104",0.02577,0.385052,0.104513,1,5,3,0.706881,0.128236,0.224177,0.073017,6,3,3,0.703329,1.00208532820142
"LINC01107",0.123572,0,0,3,0,0,1.30935666666667,0,0,0,0,0,0,0,2.30935666666667
"LINC01108",0,0.022272,0,0,1,0,0.719557666666667,0.021691,0,0,1,0,0,0.854016,0.927477252983074
"LINC01111",0,0,0,0,0,0,14.3272573333333,0.33147,0.175226,0.378094,7,3,7,15.9758043333333,0.902888430637543
"LINC01114",0.037858,0,0.05331,1,0,1,1.57234066666667,0,0.040246,0,0,1,0,0.891503333333333,1.35994508776969
"LINC01115",0.023867,0.021992,0.034021,1,1,1,0.0139863333333333,0.020662,0.100333,0.02329,1,2,1,2.62898866666667,0.279412923674052
"LINC01117",0.191222,0.075153,0.252016,2,1,2,0.278913,0,0.191156,0.162583,0,2,1,0.271511,1.00582142034162
"LINC01118",0.060551,0.08813,0.075381,1,2,1,6.49904266666667,0.295554,0,0.346199,4,0,3,4.42725933333333,1.381736564643
"LINC01119",1.411244,0.350317,0.104341,5,6,1,0.554081333333333,0.223342,0,0.428858,3,0,3,0.723042666666667,0.901940133809803
"LINC01121",0.045792,0,0.050897,1,0,1,22.7213583333333,0.032023,0.120654,0,1,2,0,0.650086333333333,14.3758286182602
"LINC01122",1.885458,1.75379,4.241808,38,38,56,9.85228,1.660952,1.317751,1.808202,37,22,31,7.12752866666667,1.33524967368104
"LINC01123",2.988892,6.008553,5.474071,89,196,114,28.2733666666667,0.431393,0.277982,0.529686,16,8,16,65.241579,0.441918310351066
"LINC01124",0,0.072993,0,0,2,0,177.958859,0.033836,0,0,1,0,0,94.7981256666667,1.86808309405441
"LINC01126",0,0.095553,0.154446,0,2,2,0.0850063333333333,0.487105,0.451554,0.103076,11,8,2,0.0369693333333333,1.04632441717981
"LINC01128",23.87816,25.784268,36.856228,1116,1292,1039,0.226382666666667,11.743202,10.190076,8.740022,558,409,479,0.073439,1.14248007261397
"LINC01132",0.019807,0.171453,0.083715,1,3,3,35.0813043333333,0.017041,0.063204,0.019227,1,3,1,29.9571136666667,1.16552546603155
"LINC01133",0.262845,0.243909,0,5,5,0,31.765053,0.133083,0.087473,0.10732,3,2,2,27.7345163333333,1.14026812283564
"LINC01134",0.375487,0.25803,0.035243,7,9,1,289.138552666667,1.325726,0.219654,0.646437,30,7,19,227.224106333333,1.27128793416285
"LINC01136",0.272175,0.363381,0,1,5,0,249.930165,0.16207,0.166089,0.060263,6,5,2,66.3100213333333,3.72797631064981
"LINC01137",0.329125,0.471631,0.494765,6,9,6,0.851652666666667,0.614491,1.406398,0.773971,12,23,13,0.153408,1.60537525894277
"LINC01138",10.865028,8.861159,7.254459,131,112,65,113.270217333333,7.31454,8.397855,6.560043,91,97,76,103.718330666667,1.09121503948599
"LINC01139",1.397992,2.292917,2.709692,34,62,38,0.211584666666667,0.555289,0.461299,0.657946,20,26,20,0.00957666666666667,1.20009178764697
"LINC01140",0.797737,0.650852,2.150339,18,17,22,3.32333733333333,0.258627,0.868871,0.34831,9,17,10,5.21177966666667,0.69599012929145
"LINC01142",0,0,0,0,0,0,0.312883333333333,0,0.049331,0,0,1,0,0.130398333333333,1.16143424368106
"LINC01143",0,0,0,0,0,0,0.828109,0,0,0,0,0,0,4.588827,0.327100659941702
"LINC01144",0.436492,0.307932,0.342347,9,7,5,1.66821666666667,0.205883,0.205247,0.234432,5,4,5,0.867144,1.42903636070205
"LINC01146",0.415355,0.575916,0.753247,2,3,4,79.7177773333333,0.258938,0.079908,0.535988,5,1,4,22.5222666666667,3.43154758328279
"LINC01148",0.076847,0.212282,0.146179,1,4,2,11.45703,0.090487,0.157792,0.052872,2,3,1,8.23843433333333,1.34839189742937
"LINC01149",0.037124,0.06854,0.054974,1,2,1,2.77434833333333,0,0.080144,0.036331,0,2,1,2.688857,1.02317556178874
"LINC01152",0.190592,0.370394,0.339202,4,11,11,24.5564526666667,0.400299,0.367914,0.245495,9,12,8,13.9753546666667,1.70656743933766
"LINC01153",0,0,0,0,0,0,0.117690666666667,0,0,0,0,0,0,0.142524,0.978264497434335
"LINC01159",0,0,0.207333,0,0,3,0,0,0.964539,0,0,2,0,0,1
"LINC01162",0.074218,0,0,1,0,0,13.716055,0,0,0,0,0,0,10.651281,1.26304180630439
"LINC01163",0,0,0,0,0,0,95.5543076666667,0,0,0,0,0,0,76.441628,1.24680110891608
"LINC01164",0,0.061239,0.039928,0,3,1,23.1181793333333,0,0,0,0,0,0,22.4567336666667,1.02819854102733
"LINC01166",0.147916,0.269178,0.208088,5,10,5,0,0.025198,0,0,1,0,0,0,1
"LINC01167",0,0,0,0,0,0,0.485989666666667,0,0,0,0,0,0,0.123646,1.3224713714699
"LINC01168",0,0,0,0,0,0,0.127103333333333,0,0,0,0,0,0,0,1.12710333333333
"LINC01169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01173",0,3.157753,0,0,4,0,11.420877,0,0.917489,0,0,1,0,9.05102466666667,1.23578216270752
"LINC01176",0.459821,1.147796,8.268299,18,18,20,37.3087216666667,5.009772,0.328393,0.458708,16,11,5,34.748446,1.07161921574624
"LINC01177",0,0,0,0,0,0,0.278622,0,0,0.239904,0,0,1,3.93691166666667,0.258992278236023
"LINC01179",0.039486,0.076327,0.242154,1,2,4,38.703672,0.142769,0,0,4,0,0,56.2000153333333,0.694119953790688
"LINC01180",0.143341,0.085981,0.05629,4,2,1,68.259201,0.041126,0,0.092542,1,0,2,45.3204406666667,1.49521895740169
"LINC01182",0.197677,0.196923,0.156024,9,9,4,11.2820653333333,0.208779,0.265674,0.276459,9,11,12,14.5548123333333,0.78959906877265
"LINC01184",10.747422,14.913264,15.60273,216,283,212,0.357517666666667,7.445159,6.085772,8.797207,166,132,150,0.087381,1.24842871695079
"LINC01185",0.167444,0.085687,0.152706,4,3,3,0.341705,0.172237,0.067989,0.108962,6,2,3,0.181306333333333,1.1357807557114
"LINC01191",0.097168,0.328933,0.423343,1,3,3,5.59308533333333,0.395331,0.62846,0.159794,4,6,1,1.277875,2.89440172675557
"LINC01192",0.044655,0.069459,0.138566,3,5,4,0.329515666666667,0.039124,0.218447,0.218642,3,7,10,0.351634666666667,0.98363537089904
"LINC01193",0,0.303915,0,0,1,0,0.0415516666666667,0,0,0.644294,0,0,2,0,1.04155166666667
"LINC01195",0,0,0,0,0,0,5.74739233333333,0,0,0,0,0,0,12.0727786666667,0.51614063890931
"LINC01197",0.547653,0.852272,0.775234,14,20,16,12.8046783333333,0.200455,0.731092,0.274166,4,13,5,7.091994,1.70596744551878
"LINC01198",0.612791,0.24924,0.429083,10,5,5,31.721616,49.957621,60.053364,43.091355,488,482,387,10.986079,2.72996832408663
"LINC01201",14.013919,23.1647,12.30457,17,31,12,110.739098666667,0.398483,0,0,1,0,0,79.9313943333333,1.38066444532569
"LINC01203",0.246902,0.183997,0.278286,5,4,3,1.25210433333333,0.286246,0.446103,0.210607,5,7,3,1.504299,0.899295305126638
"LINC01204",0.080698,0.077853,0.075098,3,3,2,18.6480656666667,0.047672,0.194301,0.053,2,1,2,8.107507,2.15734840134261
"LINC01205",0.393843,0.312216,0.709953,6,4,7,4.08189,0.551035,0.103932,0.358646,10,1,5,4.728505,0.887123254671158
"LINC01206",0.118694,0.713846,0.455297,7,15,15,147.708545666667,0.429282,0.604878,0.074573,16,25,5,80.551483,1.82349284398258
"LINC01209",0.119899,0.112154,0,1,3,0,0.323429666666667,0,0.131842,0,0,2,0,0.271300666666667,1.04100446209682
