"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg__TPM","FoldChange"
"RPN1",67.856303,74.319134,71.763777,1695,1988,1255,0.117667666666667,34.998573,28.994069,27.001884,1609,1269,1159,0.101918333333333,1.01429265024178
"RPN2",128.651804,141.416653,177.86083,1886,2261,1626,0,100.004668,93.374791,81.200646,1956,1693,1443,0.0765646666666667,0.928880568871231
"RPP14",10.35767,11.834264,13.080117,375,460,367,0.352854333333333,8.019518,8.387257,5.689551,415,285,314,0.0649406666666667,1.27035653316523
"RPP21",30.365457,34.348677,47.444171,136,161,119,1.185939,14.585077,13.476894,12.897842,100,96,81,0.361437,1.60561157071535
"RPP25",2.330777,3.734493,2.771299,65,118,54,0,3.284988,3.47447,2.365459,167,161,111,0,1
"RPP25L",2.157521,3.898375,2.554516,20,39,16,1.48157566666667,18.945775,17.319934,13.80701,302,257,199,0.300922,1.90755146478164
"RPP30",13.710553,15.052733,20.639724,155,171,141,0.245973,10.581338,15.054739,10.850268,148,198,124,0.0374086666666667,1.20104356174648
"RPP38",4.524648,5.317044,6.96305,53,68,49,0,5.855631,4.29983,6.094063,101,80,100,0.0827546666666667,0.923570251679051
"RPP38.DT",1.058016,1.03254,1.375907,22,23,20,0,0.448429,0.280675,0.158818,14,9,5,0,1
"RPP40",9.50164,10.602885,12.220051,71,96,68,0.046759,2.145139,1.788053,1.09267,35,28,13,0.0186286666666667,1.02761588619471
"RPPH1",3.361893,4.623852,2.367434,4,6,2,0.175526333333333,9.932928,41.963417,45.418288,20,79,86,0.0993716666666667,1.06927108363414
"RPRD1A",29.92281,31.640015,33.472121,1358,1470,1106,0.10427,8.03486,5.854686,4.7362,363,326,256,0,1.10427
"RPRD1B",15.991769,15.484622,16.193389,359,384,279,0,13.422459,6.102529,5.923856,396,345,267,0,1
"RPRD2",10.233788,11.327651,12.631819,908,1030,776,0,3.850852,2.554497,2.29553,462,333,291,0,1
"RPRM",47.182872,59.27855,65.011045,758,1067,736,0,0.034987,0,0,1,0,0,0,1
"RPRML",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RPS10",233.99456,223.293442,261.385448,1171,1221,925,0,273.58,266.589309,233.36638,2206,2051,1768,0,1
"RPS10.NUDT3",26.429666,29.916955,56.12457,130,161,196,0,17.124289,16.12241,4.185352,212,200,106,0,1
"RPS11",387.11353,400.787584,455.58018,1638,1804,1328,0.684188,490.878046,469.840116,419.864239,3419,3035,2709,0,1.684188
"RPS12",380.35274,359.536649,377.606186,1372,1423,975,0,429.759111,376.701512,353.232326,2525,2106,1967,0,1
"RPS13",280.492149,261.946885,291.15167,1119,1137,827,0,270.443538,290.729846,234.864428,1750,1858,1462,0,1
"RPS14",189.546508,192.458386,247.912617,996,1105,828,0.072376,307.283101,306.84457,261.327374,2567,2418,2115,0,1.072376
"RPS15",186.881877,208.295831,194.81805,676,842,502,0.346796333333333,263.648712,234.128367,234.169068,1638,1370,1366,0,1.34679633333333
"RPS15A",187.435737,172.583361,219.215456,984,963,808,0,294.499308,323.607429,272.225472,1840,1998,1650,0.485892666666667,0.672996120401698
"RPS16",186.891285,191.603792,238.741264,634,702,548,0.125224,279.843116,272.114382,234.867632,1557,1479,1248,0.0346126666666667,1.08757995745912
"RPS17",378.599804,359.839217,341.41035,1304,1350,843,0.287603,376.545009,351.110628,384.024917,2090,1884,2025,0.103426333333333,1.16691342330964
"RPS18",625.04781,559.491618,674.411497,2666,2636,1930,0.0258206666666667,638.751406,591.050919,516.946987,4519,3946,3444,0.136787666666667,0.902385464538526
"RPS19",486.155759,449.816666,449.693421,1223,1308,1021,0,499.545902,501.770612,423.79597,1944,1857,1431,0.0515893333333333,0.950941558935554
"RPS19BP1",27.200209,36.954966,39.027346,231,335,228,0,34.800991,34.764404,28.760084,490,464,371,0,1
"RPS2",773.002629,779.307666,891.376885,4967,5586,4028,0.103431666666667,498.810978,503.111666,383.665843,5412,5143,4223,0,1.10343166666667
"RPS20",265.348052,272.921332,281.100796,1263,1439,969,0,526.009033,516.350038,455.954941,3222,3066,2625,0,1
"RPS21",202.592092,241.073034,214.806902,326,425,248,0.699083333333333,296.395493,264.140843,283.644214,768,654,695,0.0953023333333333,1.55124597257317
"RPS23",301.641416,265.19001,246.695108,3529,3422,2640,0.115542666666667,441.955957,380.336511,343.999985,2742,2421,2104,0.0843696666666667,1.02874757654908
"RPS24",673.964287,636.037773,708.182773,2592,2635,1737,0,701.968911,711.863249,505.908658,4388,4143,3278,0.068664,0.935747812221615
"RPS25",433.737003,383.54287,285.904865,1030,1079,696,0.154128333333333,749.40213,724.204479,667.817219,2390,2208,1985,0,1.15412833333333
"RPS26",51.421685,45.927318,44.267048,317,302,195,0,73.722616,77.149105,66.978361,724,700,608,0,1
"RPS27",236.497349,201.624925,282.915528,368,362,302,0.261167333333333,287.306686,266.565925,277.248054,702,634,649,0.170784,1.07719898233434
"RPS27A",376.583025,358.455026,315.189597,1766,1776,1188,0.0484326666666667,373.085408,326.398286,309.825506,2659,2411,2166,0.0165043333333333,1.03140993332378
"RPS27L",74.521963,91.396302,88.384197,138,219,129,0,339.479333,360.898418,374.340674,800,852,801,0,1
"RPS28",189.15208,239.641588,298.398355,344,442,394,0.582176333333333,323.544615,344.369892,293.020436,718,699,637,0.197434333333333,1.32130530191913
"RPS29",604.666505,614.274162,463.246173,674,751,462,0,1026.842695,866.493271,828.568209,1184,978,924,0,1
"RPS2P32",1.205622,0.099218,0.925597,11,1,6,0.133827666666667,1.031092,0.954172,0.75584,16,14,11,0.00514133333333333,1.12802809820443
"RPS3",541.703448,509.71116,558.307114,1751,1813,1340,0,631.880518,606.963866,538.18325,3170,2980,2509,0,1
"RPS3A",453.650804,438.662541,566.849636,3121,3174,2318,0,380.400987,421.976028,319.49402,4448,4380,3651,0,1
"RPS4X",156.177888,134.589275,150.870479,2383,2278,1779,0.073691,259.974825,225.206501,221.597781,5988,5442,4803,0.0459706666666667,1.02650201790235
"RPS4Y1",59.665899,61.413917,61.721834,510,578,381,0.077883,0,0,0,0,0,0,0.117755666666667,0.964327922590119
"RPS4Y2",0,0.111121,0,0,1,0,0,0,0,0,0,0,0,0,1
"RPS5",156.543541,153.162341,188.892883,1100,1179,952,0,132.214722,131.328751,100.838584,1564,1473,1127,0,1
"RPS6",165.328122,165.355867,225.621911,1350,1463,1292,0,302.079533,286.462482,247.947438,4044,3660,3111,0,1
"RPS6KA1",12.228765,6.308792,12.064458,136,161,104,0.90718,5.076611,3.448316,1.951412,90,63,62,0.219341,1.56410716936444
"RPS6KA2",63.831256,54.956724,77.633059,3376,3191,2497,0,6.951525,4.571551,4.57374,907,570,543,0,1
"RPS6KA2.IT1",2.770697,1.750448,1.199883,13,9,4,0.477418333333333,0.381979,0.133755,0,3,1,0,0.898265666666667,0.778299033310582
"RPS6KA3",11.494322,19.879663,25.104606,996,1605,1489,0,6.710659,5.99502,4.14857,352,314,222,0,1
"RPS6KA4",9.331289,13.602083,9.965536,184,292,164,0,6.167517,3.335718,2.72726,265,193,180,0,1
"RPS6KA5",2.084291,2.419875,1.242292,161,177,101,0,0.360793,0.287886,0.47893,39,22,26,0,1
"RPS6KA6",5.35346,5.257378,4.963665,529,513,376,0,0.14269,0.057237,0.078711,10,8,11,0,1
"RPS6KB1",19.953076,15.376239,16.760025,579,594,435,0,6.405688,5.409221,3.290532,203,181,129,0,1
"RPS6KB2",19.759882,18.885697,19.705115,263,285,225,0.155189333333333,17.69251,13.562561,13.533251,400,332,306,0,1.15518933333333
"RPS6KC1",12.4211,12.312078,12.561989,655,720,494,0.118953,3.113171,2.534104,2.532228,220,196,161,0,1.118953
"RPS6KL1",54.817261,69.425366,90.034275,836,984,838,0.643789,9.121277,8.992831,8.729819,241,186,153,0.178541,1.39476607093007
"RPS7",402.639559,398.334693,492.073983,1245,1383,995,0,682.854366,707.612773,527.361899,3322,3296,2526,0.0337273333333333,0.967373085488049
"RPS8",408.128977,381.669014,421.76916,2415,2483,1792,0.019065,376.876774,354.297226,350.15883,3631,3168,2908,0.0266143333333333,0.992646378403055
"RPS9",162.952796,182.339913,208.870764,798,960,750,0,282.79048,240.21158,217.416172,2287,1936,1706,0,1
"RPSA",256.329249,236.146592,321.091114,2621,2628,2325,0.303156666666667,174.537325,158.524121,135.215671,3039,2629,2235,0.057371,1.23244978977735
"RPSAP52",0.079311,0,0,1,0,0,0.399592333333333,0.17925,0.399543,0.203519,3,7,4,0.281036666666667,1.09254666142785
"RPTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RPTOR",18.254198,12.636558,16.453307,537,585,389,0.034329,4.095823,3.242505,1.992929,320,260,206,0.0207683333333333,1.01328476425438
"RPUSD1",9.751674,7.605143,9.762667,162,192,126,0.926307333333333,4.828602,3.652742,2.946806,172,141,116,0.120179333333333,1.71964191447917
"RPUSD2",4.839588,5.73705,6.890931,88,106,83,3.44918533333333,3.065287,3.302255,2.60517,85,87,71,0.353939,3.28610471618982
"RPUSD3",24.923987,24.360115,29.901909,240,321,215,0.069111,20.739476,19.540912,15.598908,380,308,263,0,1.069111
"RPUSD4",12.438385,10.223853,17.672904,238,244,221,1.08937233333333,5.183116,4.299443,3.152971,198,161,119,0,2.08937233333333
"RRAD",0.450097,0.82771,1.242903,3,4,3,0.195051,117.581207,102.392921,78.616577,1585,1364,1123,0.198443666666667,0.997169106265877
"RRAGA",41.267265,47.212695,55.033063,773,974,727,0.475900666666667,26.479293,26.286818,21.936906,838,789,659,0.0776056666666667,1.36961108531661
"RRAGB",60.940762,57.309391,69.049561,537,599,486,0,13.616734,17.74978,16.813771,163,156,148,0,1
"RRAGC",20.435438,20.39076,23.375703,558,686,419,0.898675,3.341608,3.810524,2.807595,164,202,146,4.76328866666667,0.329442981223799
"RRAGD",7.130464,8.041636,12.701617,296,322,259,15.4553843333333,29.491789,29.003645,18.125993,1234,1178,918,10.3225486666667,1.45332864691301
"RRAS",1.357477,2.347784,2.187972,14,27,16,268.289231666667,48.737875,38.425179,39.872173,873,648,674,449.838538,0.597307481435109
"RRAS2",13.060206,16.162962,15.640255,251,318,215,0.198621666666667,12.409946,9.772386,8.114755,253,212,175,0.024267,1.17022384462905
"RRBP1",5.739477,7.280685,6.316351,305,426,256,0,7.799076,6.966455,5.074597,639,473,336,0,1
"RREB1",0.172819,0.271413,0.245925,13,28,19,0.17838,22.750659,2.588751,7.587986,643,470,367,0.0339196666666667,1.13972104215705
"RRH",0.046928,0.061731,0.197941,2,3,3,0.340716333333333,0.011101,0,0,1,0,0,0.0380903333333333,1.29152183608941
"RRM1",35.870401,42.257137,44.900129,416,520,369,0,43.858596,25.484696,23.841259,748,561,452,0.0918316666666667,0.91589210180446
"RRM2",0.503608,0.211098,1.501225,13,6,31,0.162379333333333,22.575615,19.175359,15.37612,484,506,351,0.201884333333333,0.967130780471665
"RRM2B",78.154481,118.487478,85.196222,516,637,403,0,7.810322,9.022461,4.552792,151,150,109,0,1
"RRN3",14.792168,14.638695,19.603614,622,674,522,6.10678633333333,4.353672,3.300334,3.243779,286,242,230,0,7.10678633333333
"RRN3P2",0.053341,0.120359,0,1,4,0,0,0.087623,0.030818,0,4,1,0,0.0144923333333333,0.985714694081802
"RRNAD1",19.487029,14.315138,19.448665,87,109,64,0.30833,16.93078,17.47199,14.943982,176,143,129,0.714802333333333,0.762962572751339
"RRP1",10.588859,12.819575,9.597724,197,275,172,0,3.687379,2.751411,1.859302,151,126,107,0,1
"RRP12",14.409454,15.102053,14.335949,370,471,313,0.317421,8.901979,5.49885,5.311632,329,216,175,0.0126106666666667,1.30101434180692
"RRP15",7.301564,5.082416,3.272118,288,236,188,0.0585373333333333,5.935654,6.524506,3.950769,170,193,120,0.0305776666666667,1.02713009176407
"RRP1B",10.678982,9.372561,10.841442,725,695,525,0,1.973744,1.64393,1.321759,211,166,131,0,1
"RRP36",32.202099,37.380418,31.00314,405,455,278,0.055719,22.788185,18.175556,17.235588,485,373,347,0,1.055719
"RRP7A",11.440668,14.247854,15.916498,442,623,404,0.0384446666666667,6.874977,6.328216,4.078386,360,306,212,0.016768,1.02131918654665
"RRP7BP",6.072325,7.864061,9.187025,154,218,156,0.0541733333333333,5.857959,4.900528,3.847267,250,222,178,0,1.05417333333333
"RRP8",6.957046,7.625097,9.150627,176,255,168,1.694667,11.820968,9.043085,5.791807,277,226,156,1.31515433333333,1.16392542872952
"RRP9",6.769718,6.540476,6.320986,125,133,83,1.075016,3.004192,2.958644,2.475006,94,88,73,0.256741,1.65110870099726
"RRS1",3.108753,3.260195,4.680277,63,74,67,0,3.32209,3.48845,3.595595,116,115,119,0,1
"RRS1.AS1",0.034307,0.031947,0.024079,2,2,1,0.0126163333333333,0.037941,0.059425,0.036487,3,5,3,0.151309666666667,0.879534292685229
"RS1",0,0,0,0,0,0,7.113604,0,0,0,0,0,0,0.141899,7.10536045657278
"RSAD1",15.666924,14.277133,14.00603,276,280,194,0.777932333333333,9.41195,7.836058,6.353448,342,285,241,0.0888313333333333,1.63288130944064
"RSAD2",0.567066,0.166851,0.533361,8,8,8,96.5826433333333,0.120599,0.064545,0.183308,3,4,4,0.783082666666667,54.726931710775
"RSBN1",5.343035,3.918915,5.438657,357,370,342,0.312019333333333,2.612508,2.988662,0.882521,101,75,59,0.00885266666666667,1.30050638381951
"RSBN1L",9.11245,9.661188,8.407342,362,433,272,0,4.550061,3.425946,1.985339,139,135,90,0,1
"RSC1A1",0,0,0,0,0,0,0,0.579534,0.347585,0,21,13,0,0.0411,0.960522524253194
"RSF1",6.648612,7.20534,12.049982,886,878,779,0.616240666666667,10.557224,3.368393,4.08627,425,292,216,0,1.61624066666667
"RSKR",21.194267,19.778555,24.536976,304,332,242,0.638400666666667,5.957437,4.274027,2.577334,138,114,82,0,1.63840066666667
"RSL1D1",56.018285,66.47568,54.098732,1168,1335,902,0.0207926666666667,32.65874,27.08563,19.359156,878,792,544,0.0157106666666667,1.0050033933548
"RSL24D1",136.65277,120.623708,147.433983,635,672,491,0,45.392913,40.361374,31.480645,309,353,312,0.443559,0.692732337230414
"RSPH1",1.443676,1.606407,0.857338,23,26,12,0.748295,0.125601,0.065913,0,3,1,0,0,1.748295
"RSPH10B",1.056233,1.11935,0.978229,20,22,11,0.198517333333333,0.361506,0.000883,0.034011,3,0,1,0.573931333333333,0.761480064568679
"RSPH10B2",0.83404,0.225675,1.091249,10,9,6,0,0.015679,0.051621,0.014497,1,3,1,0.0754133333333333,0.929875024796667
"RSPH14",4.437002,5.548114,5.33654,35,60,35,0,0.313855,0.391669,0.623922,3,4,4,0,1
"RSPH3",3.039339,4.296807,4.311827,219,250,138,0,3.144943,1.676541,1.304189,205,150,147,0,1
"RSPH4A",1.550254,0.505317,0.855593,57,20,22,0.247499333333333,0.077332,0.143714,0.118416,4,8,4,0.0633596666666667,1.17316781183162
"RSPH6A",0,0.042431,0.096595,0,1,2,44.175121,0,0.028772,0,0,1,0,23.6608583333333,1.83185517670884
"RSPH9",1.193716,1.079092,0.937504,39,39,22,0.731631,0.202011,0.154815,0.09808,11,8,5,0.341265333333333,1.29104283616764
"RSPO1",0,0.031109,0.048171,0,1,1,0.138391666666667,0.040792,0.021503,0,2,1,0,0.0126553333333333,1.12416498407158
"RSPO2",32.576604,18.74602,19.403167,711,496,343,2.029871,0.348225,0.020665,0,2,1,0,8.30149333333333,0.325740275396639
"RSPO3",0.271433,0.365267,2.393094,15,25,80,0.0412793333333333,0.127022,0.086102,0.130808,5,6,5,0,1.04127933333333
"RSPO4",4.539531,5.490593,5.94243,138,201,130,0,0.197604,0.281426,0.158383,12,16,9,0,1
"RSPRY1",35.859087,37.267761,38.799317,748,817,639,0.053546,9.511066,4.304826,3.641663,261,219,178,0.00822766666666667,1.04494851195977
"RSRC1",16.650812,17.288498,20.034466,322,340,272,0.0394896666666667,3.694479,3.748773,3.285173,115,118,69,0,1.03948966666667
"RSRC2",75.104466,67.734779,76.975766,865,938,713,0.116182,43.70646,37.946585,32.702246,599,578,463,0,1.116182
"RSRP1",83.099186,96.34077,94.916903,713,824,583,0.0491003333333333,61.68517,66.074258,49.989781,679,676,451,0.0443553333333333,1.00454347275161
"RSU1",26.677284,26.928737,26.832537,511,562,359,0.462355666666667,23.032792,18.885542,17.204944,681,558,505,0.09397,1.3367420191291
"RTBDN",2.91153,4.097391,3.204985,28,37,16,0.090291,0.191963,0.222734,0.053034,1,1,1,0.0361976666666667,1.05220368185864
"RTCA",30.666698,33.661304,29.174181,664,779,522,0,16.603037,15.151631,13.947742,493,499,404,0.126830333333333,0.887445048663049
"RTCB",53.015602,49.307199,51.019788,997,1056,695,0.0919656666666667,24.609193,20.474803,17.007094,885,694,614,0.0719523333333333,1.01866998439296
"RTEL1",15.889324,20.498215,23.248848,277,316,266,0,5.258132,4.651821,2.846575,139,82,65,0,1
"RTEL1.TNFRSF6B",2.611871,2.220967,3.491608,188,182,177,0.113746333333333,0.668948,0.393934,0.311336,89,48,40,0.0913563333333333,1.02051575577668
"RTF1",95.526794,98.563525,138.283259,1202,1306,968,0.110316,39.358327,21.653508,12.817854,694,540,466,0.0202006666666667,1.08833098847874
"RTF2",50.462706,51.103795,59.806553,577,650,467,0,39.121562,30.583158,21.711472,754,621,545,0.086522,0.920367926282211
"RTKN",2.169884,3.547764,2.627148,38,69,29,0.235324333333333,9.622564,9.266865,6.417977,261,223,159,0.016332,1.2154732246287
"RTKN2",0.181344,0.345611,0.737987,17,27,30,0,0.542332,0.675538,0.509662,26,25,24,0,1
"RTL1",0.498006,0.581479,0.225353,35,47,11,0,0,0,0,0,0,0,0,1
"RTL10",4.745752,4.602627,4.949842,324,405,303,0.606132666666667,2.12668,1.69961,1.203283,184,132,98,0.609113333333333,0.998147634100768
"RTL3",0,0,0,0,0,0,0.293326666666667,0,0,0,0,0,0,0.0215846666666667,1.2660004685531
"RTL4",0.05978,0.110059,0.042154,2,4,1,4.08693966666667,0,0,0,0,0,0,0.0713763333333333,4.7480418489737
"RTL5",14.732558,13.067679,15.477057,826,811,614,0.322084666666667,2.124959,1.679774,1.513218,202,149,135,0.049547,1.25967171233558
"RTL6",19.041014,20.771504,26.492887,1389,1668,1369,1.307465,5.193728,4.122846,3.626634,633,480,418,0.067346,2.1618715955276
"RTL8A",36.507693,34.831747,42.860446,300,352,259,0,47.715478,48.305174,42.797347,626,601,505,0,1
"RTL8B",9.085744,7.828167,10.828243,225,215,190,0.734973666666667,9.566136,9.801517,7.932603,383,384,308,1.79124733333333,0.621576470829887
"RTL8C",124.716441,144.33963,143.755687,1151,1499,1004,0.216712333333333,220.277836,233.724377,191.665721,3300,3287,2732,0.23271,0.987022359949488
"RTL9",0.965302,1.576246,2.286403,70,88,83,0.484443,0.395817,0.262555,0.282061,46,29,32,0.149008666666667,1.29193368428321
"RTN1",2401.052261,2518.117425,2368.683381,19464,19627,14382,7.19632133333333,0.174112,0.080565,0.040809,1,3,1,0.956307,4.18969074553909
"RTN2",374.652617,347.564252,440.631494,1053,1228,871,0.154314,95.336448,106.33614,109.556238,242,245,192,0.0204926666666667,1.13113404701912
"RTN3",288.600014,295.56614,266.577926,9555,10564,6519,0,23.347275,24.08093,18.96302,1071,1170,862,0,1
"RTN4",526.397404,530.014624,458.741555,17174,18553,11124,0.474455,157.536225,161.655662,118.599638,5804,5694,3656,0.476774333333333,0.998429459883625
"RTN4IP1",28.760307,12.946787,9.943223,75,100,62,0.253598666666667,22.446524,32.401099,23.654085,183,133,141,0.142088666666667,1.09763690268064
"RTN4R",2.461934,3.444018,4.451045,50,84,51,0.127275666666667,0.286451,0.403637,0.2247,11,14,8,0.022196,1.10279796307818
"RTN4RL1",3.887608,5.365497,7.479558,173,270,234,0.316854333333333,0.452748,0.313073,0.255349,36,23,19,2.06306933333333,0.429913328765656
"RTN4RL2",25.063881,26.772431,29.444202,432,494,349,0.295083333333333,0.243828,0.02631,0,2,1,0,2.660947,0.353756373237125
"RTP1",0.982173,0.957779,1.592749,27,29,31,0.289081666666667,0,0,0.068467,0,0,3,0.220478666666667,1.056209913269
"RTP2",0,0,0,0,0,0,0,0.037917,0,0,1,0,0,0.018567,0.981771449497186
"RTP3",0,0,0,0,0,0,0,0.073301,0,0,1,0,0,0.050878,0.95158524586108
"RTP4",0,0,0,0,0,0,1.13266933333333,0,0,0,0,0,0,0.0875006666666667,1.96107404685116
"RTP5",1.223432,0.823296,0.91432,34,26,17,0.319746,0,0,0,0,0,0,0.04602,1.26168333301467
"RTRAF",73.000415,74.854636,84.896712,804,835,640,0.208848333333333,106.127706,113.986192,79.444646,1323,1422,1033,0.130773666666667,1.06904535272458
"RTTN",1.582419,2.512747,2.039514,51,86,41,0.314633,3.968282,2.695222,2.04394,220,122,104,0.204845,1.09112209454328
"RUBCN",34.782732,36.968962,45.9915,1389,1544,1057,1.17461866666667,4.980184,3.075322,3.059265,409,318,249,3.52947533333333,0.480103876637368
"RUBCNL",1.849784,1.070414,0.991135,67,57,25,4.286833,0.19211,0.021933,0.183846,10,2,8,2.08923633333333,1.7113721417019
"RUFY1",20.56591,22.675924,17.108628,239,294,164,0,9.815803,8.278353,6.219339,240,211,207,0,1
"RUFY2",33.75043,34.329275,39.813144,1088,1095,868,7.93925,3.907742,3.719927,2.754417,79,100,68,0.416294333333333,6.31171769144973
"RUFY3",192.487858,197.614948,228.914528,7439,7295,5392,2.373637,13.218887,5.19339,7.614132,178,143,119,1.26110933333333,1.49202736473896
"RUFY4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RUNDC1",12.133609,11.296489,10.193193,574,584,337,0.0122736666666667,4.624674,3.458694,2.742113,350,253,207,0,1.01227366666667
"RUNDC3A",161.437555,177.082046,170.485252,1922,2339,1371,0.0905293333333333,0.36535,0.706862,0.553547,14,14,6,0.00688066666666667,1.08307704123825
"RUNDC3B",23.8477,31.412887,34.967675,877,1009,869,0,0.128929,0.093564,0.079919,7,5,4,0,1
"RUNX1",2.331141,2.233659,1.864682,124,137,70,0.068769,0.3787,0.33413,0.525927,25,18,21,0.015212,1.05275449856779
"RUNX1T1",21.949254,26.944042,36.672595,1343,1359,989,0,10.023024,4.42601,2.676015,530,505,349,0,1
"RUNX2",0.167934,0.155094,0.196621,12,12,10,0.0808543333333333,1.243706,0.262514,0.070243,12,7,6,0.0508063333333333,1.02859518357173
"RUNX3",0.291448,0.198768,0.138873,15,9,5,0.190203333333333,0.292963,0.360899,0.05755,2,5,5,0,1.19020333333333
"RUSC1",87.120913,88.79139,118.612332,2421,2797,2137,0.0286066666666667,7.053194,5.078458,5.522274,242,194,175,0,1.02860666666667
"RUSC1.AS1",9.571958,7.502583,5.328986,204,163,78,0.465387,2.496834,2.01479,1.148869,70,66,31,0.292221666666667,1.13400590455972
"RUSC2",43.081596,42.774797,51.757665,2180,2680,2110,2.02414366666667,4.589355,3.286613,2.69055,562,372,304,0.436531,2.10517118437866
"RUVBL1",19.031585,21.617621,21.338659,353,401,265,0,14.79291,13.5177,11.523336,413,372,296,0,1
"RUVBL1.AS1",0,0,0,0,0,0,0.12177,0,0,0,0,0,0,0.113047,1.0078370455156
"RUVBL2",53.991232,58.773768,57.144998,565,669,443,21.5997226666667,81.615076,24.362106,39.472096,804,678,601,3.99125633333333,4.52786255751641
"RWDD1",50.057671,47.390874,44.163269,576,592,453,0,18.69921,19.229689,15.564851,341,360,290,0,1
