"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"HEBP2",35.21122,39.211649,38.616736,369,467,280,1.61417333333333,26.103731,22.95772,25.288531,385,226,217,0.776108333333333,1.47185466351996
"HECA",4.920758,6.966351,5.735373,358,551,296,8.41328866666667,5.53452,3.727805,3.788313,555,286,262,8.95176033333333,0.945891817263418
"HECTD1",61.982476,58.644685,65.636534,1908,1877,1307,32.220254,56.861264,47.226117,59.840024,2656,1726,1547,30.9651933333333,1.03926335290949
"HECTD2",4.51809,4.696368,6.888538,193,233,211,0.151834,8.452054,4.61837,5.364103,593,248,257,0.167999,0.986160090890489
"HECTD3",30.48046,36.994085,54.145196,463,566,407,3.191453,27.912958,20.858576,33.293871,623,441,430,5.19925366666667,0.676122195569671
"HECTD4",60.598725,59.671552,65.926758,3323,4074,2788,0.608898666666667,44.304986,45.70492,55.491177,3808,3297,2445,1.489006,0.646402084473347
"HECW1",21.500409,12.681081,12.844266,1206,948,831,11.8899596666667,7.691668,17.94851,9.417761,473,735,597,4.62425466666667,2.29185206407202
"HECW1.IT1",0.044015,0,0,1,0,0,9.01803533333333,0,0.041865,0,0,1,0,18.911844,0.503119416430409
"HECW2",9.903647,3.864764,9.034885,624,560,467,0.161814333333333,4.358761,3.904573,3.818947,347,317,292,0.138258333333333,1.02069477491196
"HEG1",2.051729,2.702736,2.500019,164,237,141,0.330673666666667,5.716889,5.375145,5.756895,504,334,318,0.428666,0.931409907330801
"HEIH",4.523145,3.855697,6.389053,87,80,81,0.329046333333333,4.337862,6.12592,7.415338,117,127,130,4.734237,0.23177387564088
"HELB",0.432958,0.231702,0.23539,20,12,8,0,0.656081,0.26993,0.325288,29,9,14,0.02143,0.979019609762783
"HELLS",3.838016,2.011264,2.941737,107,113,109,47.376439,7.610838,3.441255,7.610054,465,157,313,84.2491196666667,0.567471420105652
"HELQ",2.614544,3.384988,5.123283,92,103,77,0.0910843333333333,4.465438,3.955824,4.45343,174,125,136,6.34018533333333,0.148645338473742
"HELT",0,0,0,0,0,0,2.33834966666667,0,0,0,0,0,0,41.8417036666667,0.077922897106076
"HELZ",2.583669,3.331597,3.718517,488,544,458,20.0963493333333,4.506039,4.517016,4.298192,1113,597,527,29.9276033333333,0.682120405708773
"HELZ2",2.785662,4.994994,5.157363,118,208,153,0.165098666666667,16.548725,11.033643,9.920147,808,437,392,0.0828126666666667,1.07599283101601
"HEMGN",0.076385,0,0,2,0,0,0.770928666666667,0.112448,0,0,4,0,0,2.00287233333333,0.589744907570163
"HEMK1",2.823028,5.309711,3.943992,113,189,123,11.5747943333333,9.11586,5.447444,4.860431,505,232,204,17.532682,0.678519942949074
"HENMT1",7.727634,7.62343,9.789071,132,137,108,2.75126533333333,6.329421,8.346589,8.200081,136,171,153,3.24944333333333,0.882766291741742
"HEPACAM",0.0506,0.090692,0.072019,2,4,2,11.3251553333333,0.193827,0.069944,0.321701,11,3,9,140.842486,0.0868932551938869
"HEPACAM2",0,0,0,0,0,0,12.784124,0,0,0,0,0,0,12.485114,1.02217333869035
"HEPH",4.655219,6.008038,5.618607,200,280,178,15.469953,15.144762,5.786387,4.171978,1073,181,155,18.2748696666667,0.854478047573136
"HEPHL1",0.114453,0.0471,0.107189,9,4,6,26.3661,0.036929,0.036295,0.080255,4,3,6,4.88083333333333,4.6534391384441
"HEPN1",0,0,0,0,0,0,0.243429,0,0,0,0,0,0,0.705581,0.729035443054302
"HERC1",114.234384,111.827825,118.479537,3056,3273,2145,95.8144366666667,76.143975,81.222944,115.620153,3023,2374,1886,142.427525666667,0.675005974039242
"HERC2",94.300871,89.637727,88.664718,2727,2988,2119,17.4039666666667,67.593289,97.997414,94.900273,3364,3221,2647,46.554171,0.387010566679139
"HERC2P2",64.134231,67.864936,65.830686,1987,2119,1433,8.29907566666667,70.244987,72.330242,63.489097,3234,2150,2112,9.29185233333333,0.903537610673712
"HERC2P3",50.321251,60.694744,55.428617,965,1101,739,10.5158023333333,62.925682,76.029169,52.430353,1720,1336,1149,13.3948313333333,0.799995641954263
"HERC2P9",36.229062,30.862017,36.009268,773,807,537,19.801118,38.56947,44.679027,36.670428,1052,968,831,8.31680066666667,2.23264602777448
"HERC3",12.046051,9.516142,21.203403,347,381,268,50.2794663333333,11.685662,15.111989,15.231835,360,380,320,67.8883356666667,0.744385327894432
"HERC3.1",0,1.34444,0.300827,0,97,14,1.47204233333333,0.565726,0.407902,0.858347,52,29,54,0.476441,1.67432517339557
"HERC4",17.175691,15.902116,19.640181,717,745,596,68.62068,20.776064,26.490169,28.795898,1117,1120,1271,57.650244,1.18704842898863
"HERC5",0.075751,0.438371,0.195858,2,9,5,9.77974366666667,0.649056,0.413071,0.546564,17,13,9,15.1423493333333,0.667792738471277
"HERC6",1.601948,1.916791,2.431816,80,98,55,1.17051333333333,8.346107,5.029135,5.028455,362,200,148,0.072838,2.02315105666777
"HERPUD1",87.903413,90.676142,99.032853,590,670,414,0.107764333333333,73.694587,93.548608,104.582444,708,647,650,0.161986,0.953337074055396
"HERPUD2",6.096854,8.596307,7.900386,137,182,120,3.575482,9.739893,10.360266,8.878287,295,195,205,14.8783833333333,0.288157925397527
"HES1",0.528067,0.934802,1.911623,9,17,22,34.0193603333333,20.397936,10.078693,15.20464,483,182,241,33.17121,1.02482061165915
"HES2",0.811617,0.641549,0.2061,14,9,5,6.581916,0.666203,0.119273,0.222414,14,7,5,5.98284833333333,1.08579130436028
"HES3",0,0.356252,0.331111,0,2,1,12.6423683333333,0,0.18876,0.227452,0,1,1,16.846684,0.76442034460482
"HES4",13.327054,12.129191,14.137806,81,91,53,158.522518666667,9.367053,6.818477,11.325769,92,49,62,104.368341666667,1.51395111798681
"HES5",0.080209,0.069137,0.348847,1,1,3,304.208903666667,1.345416,0.143322,0.675029,25,2,8,296.177208333333,1.02702661949878
"HES6",12.455661,13.871561,11.363429,152,173,104,9.452306,26.769582,8.282969,20.623757,429,117,214,16.3523543333333,0.602356648510885
"HES7",0.866975,0.617322,1.497962,8,6,9,0.534542,1.700887,1.366006,1.284054,24,17,8,0.590219333333333,0.964987639021703
"HESX1",0.293725,0.890209,0.928038,2,8,4,30.2406603333333,1.066348,0.405193,0.497013,14,4,3,35.3902643333333,0.858489513765829
"HEXA",24.99931,27.511222,30.415037,460,529,356,0.750547,61.209184,58.880592,72.434661,1216,992,987,0.620100333333333,1.08051764695232
"HEXA.AS1",0.028848,0.241072,0.202425,1,9,5,0.0272426666666667,0.084481,0.193212,0.120624,4,7,4,0.00802833333333333,1.01906130284036
"HEXB",36.018235,39.663162,21.755451,297,307,163,0.973171,64.710363,69.436999,89.911902,579,608,730,1.28748366666667,0.862594574445777
"HEXD",14.153812,18.600185,19.381863,165,202,159,69.4858786666667,21.391663,18.755603,26.453839,365,221,287,50.093272,1.37955303912943
"HEXIM1",7.396699,6.84713,8.494156,351,354,287,23.9666853333333,12.503224,12.248988,14.12128,828,619,636,11.0274653333333,2.07580605234752
"HEXIM2",4.243997,4.815433,8.292476,29,56,45,0.514735666666667,6.301638,4.076009,5.960719,107,57,72,0.472913666666667,1.02839406066117
"HEY1",8.295579,10.622408,9.44622,233,308,186,0.0195696666666667,6.603685,12.573287,10.568848,252,350,273,0.247520333333333,0.817276992946808
"HEY2",0,0.327221,0.089808,0,12,2,10.5225913333333,2.644541,1.536037,1.835695,116,51,56,8.03574533333333,1.27522311754692
"HEYL",0.203487,0.571116,0.182557,11,34,7,2.43541933333333,11.533985,4.714409,5.851127,888,275,298,1.949196,1.16486640200697
"HFE",0.677239,0.347941,0.357457,8,11,5,7.34711733333333,2.057454,0.702011,1.466563,71,25,25,21.5047686666667,0.370904382842949
"HFM1",2.378673,3.469385,2.993669,65,69,50,1.85180233333333,1.955791,1.187385,1.431081,62,32,38,3.25782433333333,0.669779237017215
"HGC6.3",0.185821,0,0.522381,2,0,4,38.8705683333333,0.193136,0.654644,0.348088,3,7,3,28.347809,1.35855348974546
"HGD",0.92071,0.233441,0.260779,3,1,1,30.9047876666667,0.364481,0,0.174274,3,0,1,32.2315186666667,0.960076124918998
"HGF",0,0,0.040541,0,0,1,1.267907,2.686436,0.050802,0.121316,174,2,4,0.401741,1.61792157038997
"HGFAC",7.464932,5.561055,8.959333,119,103,97,2.06781933333333,2.379709,3.426833,4.908786,56,58,81,1.61219066666667,1.17442397007263
"HGH1",8.059897,14.440276,7.383413,136,196,116,65.0824573333333,7.838648,8.529751,9.629192,224,175,191,58.920466,1.10283617175696
"HGS",130.140227,146.221825,127.906685,696,984,618,9.90122766666667,126.740546,134.915934,161.390885,1049,829,935,32.2694386666667,0.327664911208401
"HGSNAT",44.230138,39.903446,38.928861,1866,1803,1254,0.159272666666667,25.240395,26.803826,25.171228,1508,1260,1160,0.152075333333333,1.00624727665378
"HHAT",2.08257,2.605781,2.326539,77,105,64,18.9458963333333,3.882442,3.225372,3.179684,201,128,125,14.9519133333333,1.25037642297455
"HHATL",1.069859,0.788166,2.612101,4,10,9,43.484654,12.108456,10.399448,7.272104,135,67,53,70.5598136666667,0.621642954622748
"HHATL.AS1",0,0,0,0,0,0,138.205383333333,0,0.420473,0.48414,0,2,2,110.512962,1.24833365410322
"HHEX",0,0.115428,0,0,1,0,37.199612,0.267641,0.09588,0.22172,6,2,4,42.754529,0.873043611096808
"HHIP",0.2405,0.976108,0.401761,8,15,13,14.348512,3.389375,0.333675,0.469347,147,7,16,10.5687223333333,1.32672490165797
"HHIP.AS1",1.778428,1.566777,1.248039,15,13,11,6.53237866666667,1.692644,1.495982,1.42355,25,12,11,5.227964,1.20944479876034
"HHIPL1",0.730162,0.633459,0.530653,62,60,29,14.1283106666667,0.583217,0.673313,0.569892,58,60,52,14.4317916666667,0.980334039847393
"HHIPL2",0.075839,0,0.213944,1,0,3,0.295641666666667,0.053959,0.071098,0,1,1,0,0.0778133333333333,1.20210209560097
"HHLA1",1.528376,1.885822,1.844895,45,59,38,1.77077166666667,0.897465,0.75887,0.956572,36,23,26,1.80996333333333,0.986052605668639
"HHLA2",0.214136,0.066811,0,6,2,0,0.281872,0.151966,0.144071,0,6,5,0,0,1.281872
"HHLA3",4.565508,4.311208,4.773392,31,37,24,79.2572143333333,6.639031,4.911197,5.395046,70,32,40,101.121224,0.785901413924821
"HIBADH",5.949557,5.655683,5.247881,99,120,84,0.155233666666667,11.860562,6.710468,7.856353,296,144,165,0.0670903333333333,1.08260156669023
"HIBCH",110.576878,55.05521,124.899752,282,262,193,9.18208366666667,155.4002,120.401021,177.283034,400,349,311,11.019332,0.847142226095982
"HIC1",1.33037,1.858634,0.939254,41,43,29,814.562393333333,1.795935,1.161606,2.454193,76,33,43,826.840831666667,0.985168117029679
"HIC2",6.655369,6.46895,8.192802,605,661,528,63.629185,4.476415,6.063217,6.444571,587,604,556,57.2108633333333,1.1102598604304
"HID1",101.018376,98.061661,125.585194,1100,1283,909,50.1900853333333,60.88675,70.312134,79.529789,894,993,844,42.2516786666667,1.18353985120084
"HID1.AS1",0.256029,0.119878,0.177164,2,1,1,7.26393233333333,0.191625,0,0.268127,2,0,2,7.87205766666667,0.931456111289929
"HIF1A",45.625155,42.614332,52.011509,1101,1033,756,147.689685333333,67.201312,60.385161,74.559445,1848,1454,1548,140.799490333333,1.04859111259006
"HIF1A.AS1",0,0.161821,0.248194,0,1,1,618.244360333333,0.126205,0.165955,0,1,1,0,619.461908333333,0.998037674861829
"HIF1A.AS3",8.260049,7.317549,7.87184,148,138,103,13.101902,6.560768,5.931448,7.715152,158,115,136,18.0381706666667,0.740717280399769
"HIF1AN",12.236967,15.483603,14.492817,854,1030,714,31.8491013333333,14.929747,17.581829,15.546789,1258,952,866,17.4120033333333,1.78411337096941
"HIF3A",6.294824,4.684622,4.643905,42,78,51,5.28797666666667,20.544894,1.215119,2.284225,514,18,63,5.82285866666667,0.92160441449371
"HIGD1A",47.803089,45.780508,44.544393,650,663,440,52.5266053333333,46.379111,40.819375,50.205237,841,571,644,54.418357,0.965864169039391
"HIGD1B",0.315431,0.288346,0,1,1,0,261.461555666667,0,0,1.37269,0,0,2,194.419663333333,1.34306625643387
"HIGD1C",0,0,0,0,0,0,8.359098,0,0,0,0,0,0,6.45719333333333,1.25504296075646
"HIGD2A",45.104604,50.379194,57.564689,260,319,236,7.23004033333333,52.549689,44.033698,57.608266,431,274,312,10.251171,0.731483001487875
"HIGD2B",0,0,0,0,0,0,0.310924,0,0,0,0,0,0,0.0489436666666667,1.24975634217408
"HIKESHI",42.585459,40.163671,50.383946,271,269,210,47.6461866666667,39.028758,33.242487,46.171174,403,251,291,53.4232776666667,0.893848896139926
"HILPDA",4.983147,4.639956,9.238748,61,64,54,29.7830673333333,18.705092,6.291502,6.667318,380,90,78,22.89556,1.2882337695092
"HINFP",16.524733,18.059092,23.75737,304,341,298,4.912396,16.031538,18.758287,22.568239,401,306,334,5.991944,0.845601166142063
"HINT1",174.570339,203.536266,171.250601,1616,1983,1107,2.088058,159.94355,153.688304,165.553516,2017,1469,1457,2.911148,0.789552837172104
"HINT2",15.337454,14.135948,17.985947,65,94,65,0,26.628409,15.804778,27.3153,158,100,128,0.029732,0.971126467857656
"HINT3",28.101479,26.046576,29.448099,1185,1174,890,39.5832456666667,16.672091,20.342657,21.360917,952,898,853,29.553876,1.32825195947862
"HIP1",23.441716,21.996041,31.983764,2588,2367,2133,11.3596436666667,14.533042,21.368301,20.690475,2259,2371,1980,11.5233726666667,0.986926125704476
"HIP1R",48.282454,45.669699,72.208256,1040,1284,1063,212.907360666667,20.80941,30.805252,40.885543,874,861,848,174.106405,1.22158501664555
"HIPK1",4.860391,6.213566,6.550607,456,594,419,0.094133,7.574499,4.898735,5.874356,1023,491,423,2.719503,0.294161074745739
"HIPK1.AS1",0.163682,0.450973,0.311528,4,8,5,4.05668,0.451801,0.400385,0.293123,11,7,6,6.633002,0.662475917076925
"HIPK2",12.475099,11.722311,12.527002,2580,2653,1850,0.213376666666667,7.850054,10.464257,10.07933,2274,2287,1989,0.180213,1.02809973002049
"HIPK3",5.423145,5.003399,6.129554,529,526,429,8.464308,20.332249,6.349873,6.301345,2709,649,583,7.372344,1.13042512347797
"HIPK4",1.008644,1.106902,0.824312,31,38,18,0,1.258244,1.781853,1.743325,56,60,51,0,1
"HIRA",22.92845,22.230891,23.943033,670,699,529,12.683836,14.887652,21.94887,20.940472,746,697,723,12.795229,0.991925251838878
"HIRIP3",4.188486,3.286057,4.553526,78,96,87,3.21141033333333,9.015693,5.95231,4.820148,209,106,123,6.12981233333333,0.590676182828
"HIVEP1",4.566505,4.930996,4.99486,352,320,238,29.067495,3.397599,5.212611,6.952916,351,419,339,33.5786143333333,0.869540193547181
"HIVEP2",27.951495,24.511054,27.812353,969,1132,759,0,24.007033,27.345421,8.920248,1060,844,482,5.86220166666667,0.145725825117838
"HIVEP3",3.679792,4.503905,3.983611,361,484,330,204.994719,4.323975,5.45547,6.340745,359,514,477,166.031544666667,1.23326835904613
"HJURP",0.056818,0.048786,0.731119,2,2,6,172.808677,11.546594,2.342972,8.364585,204,31,101,157.646672666667,1.09557089397765
"HJV",0,0,0,0,0,0,3.45315033333333,7.461613,0.064369,0,141,1,0,0.341009333333333,3.32074521976979
"HK1",354.31958,307.889567,272.492911,4650,5077,3285,1.722212,310.552634,286.188692,211.395842,6906,4690,4278,0.962518333333333,1.38710143684433
"HK2",0.263624,0.873659,1.347044,19,30,15,16.3253213333333,26.779149,3.121418,3.572476,2164,175,188,15.8630343333333,1.02741422396835
"HK3",1.448972,1.970719,1.231214,10,9,3,11.8695076666667,0,0,0.052896,0,0,2,7.299764,1.55058718135439
"HKDC1",0.124121,0.951372,0.397729,6,16,1,2.74681066666667,0.443193,0.63827,0.442335,6,20,14,0.479282333333333,2.53285703630612
"HLA.A",48.326501,52.771183,45.40114,871,1062,583,0.076505,102.005195,75.042511,94.208556,2679,1473,1622,0.112959666666667,0.967245294004365
"HLA.B",231.869931,242.667869,202.022281,374,487,225,3.724697,718.913795,736.574269,1089.294651,1657,1331,1665,1.89698033333333,1.63090406435851
"HLA.C",17.830792,19.635753,15.782421,270,385,193,0.465220666666667,51.37546,45.327317,65.22703,1279,873,1104,34.4428303333333,0.0413403967145551
"HLA.DMA",2.703711,2.126209,1.46161,20,21,8,67.747412,3.381509,12.222632,19.706985,40,109,148,79.9365106666667,0.849399256698044
"HLA.DMB",0.190769,0.485616,0.241222,5,9,2,284.925797,0.200242,1.749916,2.55561,5,37,44,266.979064333333,1.06697065202207
"HLA.DOA",0.913347,2.526007,2.167646,18,27,24,0,0.916391,3.825695,15.124474,36,136,178,0,1
"HLA.DOB",0.382054,0.425088,0,6,8,0,33.6743683333333,1.008455,0.221454,0.272069,14,2,4,23.7378636666667,1.4016718986149
"HLA.DPA1",1.356946,2.556922,2.543239,15,29,15,17.5785686666667,2.672293,43.18634,64.8403,38,411,609,17.1357646666667,1.02441606450782
"HLA.DPB1",4.513431,4.340507,5.06546,44,60,35,68.9514103333333,7.869338,15.121717,22.208581,109,184,223,93.3263336666667,0.741589412141575
"HLA.DPB2",1.65997,2.111495,2.889795,17,21,20,0.476444666666667,0.202575,0.195221,0.158495,3,2,2,0.506141,0.980283165166254
"HLA.DQA1",0.356428,0.145361,0.076728,8,4,4,39.1231486666667,0.088181,2.501792,6.760368,9,38,64,36.7739716666667,1.06219036273787
"HLA.DQA1.1",0,0,0,0,0,0,7.57645833333333,0.183393,2.288262,4.62723,4,41,74,7.471103,1.01243702659894
"HLA.DQB1",1.176663,1.919757,0.795458,5,11,2,0.220434333333333,1.477075,8.102855,16.850393,14,45,65,6.62113833333333,0.16013806336455
"HLA.DQB1.AS1",0,0,0,0,0,0,86.2640096666667,0,0.447229,0,0,2,0,66.216116,1.29826022179959
"HLA.DQB2",0.147751,0,0.623629,1,0,3,67.9068943333333,0.104015,1.656901,3.128309,1,19,28,55.3301123333333,1.22326925118801
"HLA.DRA",0,0.141378,0,0,2,0,31.6783153333333,3.02056,57.36783,93.133681,59,850,1220,29.7989773333333,1.06101949359098
"HLA.DRB1",0.782996,0.844547,0.300627,11,13,3,14.7692503333333,1.902008,22.503581,34.41779,38,340,453,18.168153,0.822679698629979
"HLA.DRB5",0,0.191031,0,0,3,0,32.657182,0.744738,13.718895,17.485947,15,211,235,30.605871,1.06490284668946
"HLA.DRB6",0.149195,0.226477,0,1,3,0,9.37514533333333,0.105444,3.395503,8.565535,1,28,69,5.58821266666667,1.5748042539408
"HLA.E",0.779153,1.296513,1.609822,25,47,37,19.4840856666667,14.756457,9.393948,12.28979,661,330,379,2.14391366666667,6.51547333625892
"HLA.F",8.987272,8.092006,6.215748,52,55,28,0.571064,2.424593,3.812591,4.198421,23,23,23,0.384494333333333,1.13475654047458
"HLA.F.AS1",1.332148,0.24155,0.804494,15,7,10,0.0623553333333333,1.099172,0.14644,0.595091,16,4,6,0.0251473333333333,1.03629527072857
"HLA.G",0.093485,0.082029,0,1,1,0,11.8763536666667,0.042174,0.157166,0.251194,1,2,2,11.5332993333333,1.02737143063526
"HLA.J",0.587069,1.024427,1.204111,7,14,10,11.626754,1.896661,1.232695,1.433133,39,18,18,11.3118266666667,1.02557925333582
"HLA.L",1.113926,1.920219,1.171002,43,57,28,58.7014233333333,2.890926,0.932198,1.212548,136,34,30,36.3204546666667,1.59969710622675
"HLA.V",0.129146,0.651379,0.516607,8,14,9,0.220853666666667,0.499742,0.127438,0,17,9,0,0.111558,1.09832655306036
"HLCS",6.632713,6.510718,6.353697,425,427,395,13.2132916666667,5.373757,6.884267,5.726711,589,492,410,17.6919156666667,0.760397806203099
"HLF",2.112245,2.568517,3.275488,95,81,102,36.427576,1.816382,0.494747,0.451929,52,15,22,30.4570726666667,1.18979844045247
"HLTF",20.124658,17.303956,19.789461,955,1069,763,30.3126323333333,17.345352,10.627943,13.247158,1217,703,732,28.1314553333333,1.07487360226402
"HLTF.AS1",0.4253,0,0,1,0,0,20.8077906666667,0.303623,0,0,1,0,0,29.001077,0.726900259836228
"HLX",0.040023,0.034528,0.397729,1,1,1,0.172582,0.331901,0.292039,0,7,3,0,0.0479703333333333,1.11890762811034
"HLX.AS1",0,0,0.341741,0,0,1,38.1246396666667,0.16357,0,0,1,0,0,29.068995,1.3011621993574
"HM13",91.0532,108.508499,103.079461,652,902,564,0.950206666666667,122.682806,148.860576,199.662553,1315,1223,1307,0.539239,1.26699405788618
"HM13.AS1",0.590793,0,0,2,0,0,0.09372,0.21748,0.277254,0,1,1,0,0.111837333333333,0.983705050379072
"HMBOX1",18.381249,20.885868,30.974911,190,229,197,3.780281,30.513297,29.357836,31.623184,403,268,242,5.306786,0.757958332500897
"HMBS",8.158257,9.846227,11.91718,123,121,102,52.686054,13.413128,10.659348,15.321352,216,150,158,48.901375,1.07584318067388
"HMCES",22.110074,22.700885,24.019882,435,456,344,68.531887,23.526145,21.763174,21.906543,604,358,411,63.3208713333333,1.0810159371079
"HMCN1",0.767393,0.554408,2.601092,39,45,33,14.6992906666667,36.254765,40.645276,39.656495,2113,1293,1025,9.971794,1.43087727190892
"HMCN2",5.672048,7.305776,9.921584,404,656,551,0.055359,2.763235,3.503093,2.373012,256,249,148,0.869422333333333,0.564537494381063
"HMG20A",29.844521,26.870781,35.939516,613,592,592,24.0999506666667,36.396933,33.563626,30.157904,1041,695,738,79.8690693333333,0.310377637254702
"HMG20B",5.611609,5.137609,8.254694,63,64,59,13.2842816666667,78.204385,49.350648,59.757986,1042,478,604,14.9908906666667,0.893276176069576
"HMGA1",35.262,44.716071,40.844324,805,1108,664,964.438891666667,31.870688,29.730647,33.172022,1041,701,721,944.133056,1.02148463175397
"HMGA2",1.235656,2.792035,3.46086,33,91,109,1.822589,25.850422,11.482676,10.085456,1356,427,505,34.6825533333333,0.0791027753432443
"HMGA2.AS1",0.106168,0.130455,0.245845,1,1,3,3.86849833333333,0.385133,0.216745,0.246451,7,4,3,37.788684,0.125513367077195
"HMGB1",121.290875,153.406933,161.248975,2355,2736,2150,1.177937,212.464704,139.87627,157.944519,4884,2658,3059,1.319727,0.938876428131414
"HMGB2",2.232765,2.836104,5.418284,27,35,45,6.95958366666667,40.63294,7.502363,19.048068,609,88,205,9.82199833333333,0.735500359684032
"HMGB3",56.992803,65.130432,81.599814,1357,1554,1250,13.0619103333333,47.915976,51.138176,48.223719,1237,1025,1073,14.3855093333333,0.913971063854716
"HMGB4",0,0,0,0,0,0,29.1214696666667,0,0,0,0,0,0,36.9765756666667,0.793159181360981
"HMGCL",4.468511,6.975639,6.081324,78,112,74,86.965175,13.709688,7.861158,9.511925,296,134,139,92.6983633333333,0.938812289464039
"HMGCLL1",12.804099,15.06881,21.64261,250,343,255,60.992716,12.60876,21.82005,21.438507,330,392,388,57.753218,1.05513737136917
"HMGCR",340.534326,235.088657,182.074135,7735,5626,3816,52.361561,220.878892,173.641273,165.761813,6197,4186,4218,40.3220396666667,1.29135835090554
"HMGCS1",298.355086,217.049619,202.325464,11019,8609,5498,16.2973203333333,228.369195,151.268116,158.451269,10975,5383,5582,20.5262263333333,0.803546337638774
"HMGCS2",0.042096,0,0,1,0,0,103.031150666667,0,0,0,0,0,0,87.67592,1.17316122197172
"HMGN1",89.751075,97.567983,122.679512,1166,1268,1111,15.7813543333333,149.548856,91.033835,105.646777,2464,1121,1391,14.0988106666667,1.11143550997571
"HMGN2",36.568849,50.840642,66.078417,432,599,610,26.9926053333333,92.881666,48.705071,92.811619,1573,577,1094,24.115797,1.11454178950934
"HMGN3",13.350815,12.715802,19.893363,117,123,125,6.08654433333333,49.024509,17.422602,28.928848,593,159,246,8.045081,0.783469416507529
"HMGN3.AS1",0.42737,0.497853,0.410016,16,20,11,3.67015866666667,0.667487,0.509553,0.534635,34,20,19,5.17139433333333,0.756742871127503
"HMGN4",18.130514,51.523379,23.306786,437,499,401,0.623865,33.999417,35.576803,23.27355,706,480,536,0.408511333333333,1.15289452173382
"HMGN5",2.76805,3.978616,2.314318,20,38,13,237.938476666667,3.784943,2.893441,4.796176,57,24,33,144.717637666667,1.63973613965144
"HMGXB3",23.230536,21.937485,27.090241,743,873,635,6.00770633333333,40.326745,32.598612,41.221765,1998,1445,1470,7.76368833333333,0.799629798184288
"HMGXB4",4.169089,5.018945,5.767412,217,244,195,0.057465,6.805816,4.526838,4.541137,451,226,226,0.0233566666666667,1.0333298589283
"HMHB1",0,0,0,0,0,0,60.481883,0,0,0,0,0,0,60.6262236666667,0.997657804452738
"HMMR",0.578389,0.513795,1.631778,19,13,22,12.146815,5.850643,1.294042,2.802872,179,39,84,11.3450536666667,1.0649459577076
"HMOX1",0.64996,1.529078,1.719277,12,27,16,15.5576036666667,1.608224,1.349121,1.78251,35,27,26,7.27741066666667,2.00033613571265
"HMOX2",65.714769,70.770811,61.274815,629,691,434,37.2946503333333,53.267593,65.003874,62.151511,696,647,588,32.7309973333333,1.13529552520791
"HMSD",0.488692,0.897738,1.377791,2,4,4,10.953992,0.550516,2.758585,1.375984,4,12,7,4.40226366666667,2.21277463255989
"HMX1",0.825806,0.231463,0,11,4,0,5.25682866666667,10.917016,11.793307,14.772127,234,173,180,5.222996,1.00543671676258
"HMX2",0,0,0,0,0,0,32.231754,0,0,0,0,0,0,30.2238543333333,1.06430659217248
"HMX3",0.151256,0.188295,0.087754,5,7,2,25.1814056666667,0.083735,0.193908,0.064623,4,7,2,32.735782,0.77607229222274
"HNF1A",0.381621,0.517872,0,2,5,0,0.0714386666666667,0.018305,0,0.182991,1,0,2,0.302962,0.822309988063095
"HNF1A.AS1",0.716408,0.526426,0.575285,8,7,4,11.6508213333333,0.307971,0.52353,0.666706,8,5,8,6.93385133333333,1.59453723063629
"HNF1B",0.564798,0.45236,0.114818,11,18,2,1.536761,0.058384,0.025644,0.146444,3,1,3,1.64070266666667,0.960638633050698
"HNF4A",0,0.02836,0,0,2,0,15.789946,0.008083,0.042341,0,1,4,0,29.869693,0.543897407726083
"HNF4A.AS1",0,0.162278,0,0,1,0,0.0464193333333333,0.125617,0,0,1,0,0,0.776140666666667,0.589153411647951
"HNF4G",0.641816,0.04411,0.026925,2,2,1,14.8062583333333,0,0.045309,0.050332,0,2,1,34.833666,0.441100788664306
"HNMT",0.553948,1.629755,1.214693,5,11,4,113.325127333333,3.193294,1.641339,2.947735,12,7,12,106.152530333333,1.06693819527814
"HNRNPA0",18.933481,17.369099,22.956959,2277,2254,1968,16.9845513333333,17.991647,17.204926,20.312446,2956,2166,2343,18.1908306666667,0.937142932774215
"HNRNPA1",479.825133,414.51313,549.978838,4835,4313,4104,3.60286233333333,979.249138,622.077737,650.113793,13239,6176,7069,29.3336656666667,0.151741051804081
"HNRNPA1L2",12.115996,11.388897,13.51643,190,194,150,0,8.708749,11.416153,12.327371,190,189,182,0.024118,0.976449979396905
"HNRNPA1P33",0,0,0.353521,0,0,1,27.3531086666667,0.287696,0.23937,0.813281,2,1,3,22.569485,1.20295834493909
"HNRNPA2B1",379.696902,310.942463,467.186486,5875,5447,4604,2.158051,478.989279,366.971305,547.910147,10994,6297,7167,1.23680466666667,1.41185819533638
"HNRNPA3",94.469774,90.193397,102.01384,3088,2890,2627,0.0950616666666667,147.467752,103.823764,122.361348,5489,2993,3414,0.220989333333333,0.89686423687021
